Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4929.5 at 16:35 15/1/2010  Report at 19:06 Friday 15/1/2010. Processed 19:30 Friday 15/1/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
111.00,78.50,109.25,108.01,MQCPA,Macq Cps Tr pref,108.50,13.063,1417.63,108.35,108.50,100.00,11.10sa,30/06/10,30/06/13h,100,8.4
0.07,0.023,0.07,0.07,MSCPA,Minerals Corp 7.0% pref,0.07,-,-,0.025,0.07,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
86.90,17.20,85.00,82.55,MXUPA,Multiplex Sites sites,84.35,30.527,2541.16,83.95,84.50,100.00,6.010q,18/01/10,1/04/10i,100,100.2
96.25,62.20,93.45,93.00,ORIPB,Orica Ltd pref,93.45,84.211,7833.32,93.30,93.45,100.00,4.710sa,31/05/10,30/11/11i,100,5.5
58.75,11.00,57.653,53.70,PXUPA,PaperlinX Sps Tr pref,54.60,24.389,1382.53,54.60,57.40,100.00,6.810sa,30/06/10,30/06/12i,100,32.6
188.00,125.00,175.00,172.56,PCAPA,Preferred Capital perls iii,174.10,5.823,1014.88,173.95,174.10,200.00,3.626q,6/04/10,6/04/16i,200,3.9
99.00,79.00,98.25,96.52,RHCPA,Ramsay Health Care cares,97.50,20.652,2003.94,96.75,97.50,100.00,5.019sa,20/04/10,20/10/10i,100,9.0
97.50,77.00,96.40,94.00,SEVPC,Seven Network    pref,96.40,11.816,1120.54,95.51,96.40,100.00,4.844sa,31/05/10,31/05/10i,100,15.9
103.50,90.00,98.00,97.45,SUNPA,Suncorp-Metway 5.068%prf,98.00,1.554,152.04,97.00,98.00,100.00,5.068sa,14/03/10,14/09/11h,100,10.3
99.00,65.00,94.85,93.65,SUNPB,  pref,94.20,22.997,2160.22,94.05,94.25,100.00,5.149q,15/03/10,14/06/13m,100,4.1
99.85,64.00,98.601,98.40,TTXPA,Taps Tr taps,98.601,0.299,29.431,98.601,99.399,100.00,6.11q,22/01/10,30/06/10h,100,5.7
72.50,32.40,67.50,66.00,TPAPA,Transpacific Sps stepup pf,67.10,14.206,947.681,67.10,67.999,100.00,5.096sa,15/04/10,1/10/11i,100,33.1
103.50,90.30,100.00,98.00,WBCPA,Westpac Banking pref,100.00,24.533,2428.11,99.11,100.00,100.00,4.557q,31/03/10,26/09/13i,100,1.0
108.50,100.00,105.99,104.55,WBCPB,  pref ii,104.90,18.796,1974.81,104.80,104.90,100.00,5.537q,31/03/10,30/09/14i,100,1.0
94.40,60.50,87.00,86.00,WCTPA,Westpac Tps Tr pref,86.50,25.421,2206.35,86.50,86.75,100.00,3.577q,31/03/10,30/06/16i,100,3.9
84.499,50.00,68.00,67.10,WFLPA,Willmott Forests pref,67.10,0.182,12.212,67.15,72.50,100.00,7.0sa,31/03/10,30/09/14h,65.93,16.0
