Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4882.7 at 14:54 31/12/2009  Report at 14:03 Sunday 3/1/2010. Processed 14:15 Sunday 3/1/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
53.00,13.00,53.00,51.50,GINHA,Generator Income gennote2,53.00,0.105,5.557,53.00,56.10,100.00,5.670q,8/01/10,8/10/11m,100,45.0
98.00,92.75,97.90,97.15,HLCHA,Halcyon Sec hlcnte10,97.50,0.7,68.21,97.50,97.85,100.00,7.37q,3/02/10,3/08/10m,100,10.5
83.00,29.00,75.50,75.50,MBLHB,Macq Bank Ltd inc sec,75.50,0.192,14.496,75.50,76.00,100.00,5.41q,15/01/10,undated,100,4.3
0.231,0.021,0.195,0.195,MFNHA,Macq Fortress frn aug35,0.195,-,-,0.195,0.225,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,78.50,78.00,NABHA,National Aust Bank natincsec,78.30,8.065,630.735,78.30,78.40,100.00,5.255q,15/02/10,undated,100,3.4
80.00,45.00,80.00,80.00,NXBHC,Nexus Bonds Ltd nexus3,80.00,0.58,46.4,76.01,85.00,100.00,7.00q,14/03/10,14/12/10m,100,29.0
59.80,40.00,58.00,58.00,NXBHD,  nexus4,58.00,-,-,57.30,65.97,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,90.00,89.50,SAKHA,Sthn Cross Air skies,90.00,1.286,115.626,89.85,90.00,100.00,5.170q,27/01/10,1/01/12i,100,8.4
72.00,35.00,65.10,65.00,SUNHB,Suncorp-Metway cap. note,65.10,0.15,9.765,65.10,67.00,100.00,4.80q,15/02/10,undated,100,4.6
107.85,101.20,105.74,105.50,TAHHA,Tabcorp Hldgs Ltd bondmay14,105.74,0.892,94.277,105.70,105.74,100.00,8.255q,17/02/10,1/05/14i,100,1.3
98.80,84.20,98.00,97.00,WOWHB,Woolworths Ltd perp.frn,98.00,0.618,60.256,97.20,98.00,100.00,5.350q,15/03/10,15/09/11i,100,2.6
Convertible Notes ,,,,,,,,,,,,,,,,
0.95,0.62,0.95,0.95,AGIG,Ainsworth Game Tech 8% cn11,0.95,-,-,0.84,0.90,1.30,8.0sa,31/12/09,31/12/09m,-,n/a
2.07,1.10,2.04,2.03,AZZG,Antares Energy 10% cn13,2.04,2.562,5.226,2.00,2.04,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.82,0.14,0.805,0.805,AXOG,Aurox Res 7%cnjun10,0.805,25,20.125,0.806,0.85,0.95,7.0sa,30/06/10,30/06/10m,0.95,46.1
0.58,0.11,0.57,0.507,BECG,Becton Prop Grp 9.5% cn10,0.507,40,20.28,0.508,0.56,0.65,9.5sa,30/06/10,30/06/10m,0.65,58.8
0.23,0.13,0.13,0.13,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.12,-,1.00,7.0sa,23/12/07,23/12/10m,1,n/a
0.19,0.105,0.18,0.18,CBDG,CBD Energy Ltd 12.5% cn,0.18,-,-,0.13,0.20,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.82,0.82,CCYG,China Century Capitl 12%  cn10,0.82,-,-,0.825,-,1.00,12.0q,31/03/10,30/09/10m,1,49.5
1.048,0.70,1.00,1.00,DRAG,Dragon Min Ltd 10% cn11,1.00,10,10,0.961,1.039,1.05,10.0q,31/03/10,10/02/11m,1.05,12.5
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,0.32,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.43,2.43,HSKG,Heemskirk Cons 8% cn11,2.43,3.5,8.505,2.43,2.49,3.00,12.0q,31/03/10,29/04/11m,3,28.4
98.90,51.00,98.25,98.10,IANG,IAG Finance (Nz) exch.note,98.20,4.518,443.698,98.20,98.35,100.00,5.775q,15/03/10,15/12/19h,100,4.3
0.12,0.06,0.085,0.085,MSTG,Metal Storm Ltd 10% cn11,0.085,-,-,0.09,0.12,0.14,12.0q,1/09/09,1/09/09m,-,n/a
0.12,0.12,0.12,0.12,MSTGA,  sec cn11,0.12,-,-,0.01,0.14,0.135,-,-,9/01/2011,-,-
95.50,60.50,90.00,87.00,NFNG,Nufarm Finance (Nz) exc.nov11,87.25,31.06,2730.6,87.30,88.00,100.00,6.190sa,15/04/10,24/11/11i,100,10.7
0.10,0.04,0.072,0.072,RSNG,Renison Cons 12% cn12,0.072,-,-,0.072,0.099,0.33,0.12,-,31/3/2012,-,-
1.25,0.50,1.00,1.00,RSGG,Resolute Min 12% cn12,1.00,-,-,0.92,1.05,0.50,12.0q,21/06/10,31/12/12m,-,n/a
98.20,70.00,97.50,97.50,SKAG,Skycity Invest aces,97.50,-,-,97.15,98.20,100.00,4.55q,15/03/10,15/12/10h,100,5.5
0.55,0.50,0.55,0.55,SURG,Sun Res NL 12%  cn11,0.55,-,-,0.31,-,0.55,12.0q,23/01/10,30/6/11m,0.55,14.1
0.16,0.04,0.10,0.10,VHLG,Virax Hldgs cn dec11,0.10,-,-,0.10,0.14,0.10,-,-,8/12/09m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
99.98,99.00,99.70,99.45,ANZPA,ANZ Banking Grp pref,99.70,28.982,2887.57,99.72,99.75,-,-,-,-,-,-
103.00,85.50,99.19,98.00,ANZPB,  pref,98.85,4.586,453.18,98.25,98.90,100.00,4.725q,15/03/10,15/06/14i,100,1.4
86.50,31.20,85.30,84.80,AAZPB,Australand Assets assets,84.91,2.679,228.108,84.91,87.00,100.00,8.170q,31/03/10,undated,100,n/a
102.95,96.00,100.25,100.25,BOQPA,Bank of Qld reset prf,100.25,-,-,99.50,100.25,100.00,5.124sa,15/04/10,15/10/10h,100,9.2
93.50,64.60,89.00,88.70,BOQPC,  pref,89.00,0.203,18.049,88.70,88.99,100.00,4.403sa,15/04/10,17/12/12i,100,6.7
102.60,91.55,95.50,95.50,BENPA,Bendigo & Adelaide pref,95.50,0.283,27.026,95.50,96.50,100.00,6.16sa,1/05/10,1/11/12h,100,11.4
88.50,55.00,83.00,83.00,BENPB,  pref,83.00,0.216,17.928,83.00,85.00,100.00,4.025q,15/03/10,15/06/15h,100,4.0
90.99,55.00,87.69,87.69,BENPC,  pref,87.69,-,-,85.60,85.95,100.00,3.899q,10/01/10,10/10/14i,100,5.1
1.90,0.95,1.80,1.80,CAMPA,Clime Capital 7.5% pref,1.80,-,-,1.70,1.80,2.40,5.250q,6/01/10,30/04/17i,2.4,6.6
0.59,0.26,0.45,0.45,CMIPC,CMI Ltd pref.cl.a,0.45,6.79,3.055,0.45,0.50,1.20,11.67q,3/03/08,undated,-,n/a
207.40,202.50,207.40,206.10,CBAPA,C'wlth Bank  of Aust  perls v,207.00,2.916,603.063,206.10,207.00,200.00,5.086q,1/02/10,31/10/14i,200,1.0
194.80,160.50,190.00,189.21,CBAPB,  perls iv,190.00,3.703,702.897,189.71,190.00,200.00,3.492q,31/01/10,31/10/12i,200,2.0
86.00,41.00,83.50,82.60,DXRPA,Dexus Rents Tr rents,83.50,0.328,27.118,84.00,87.00,100.00,4.670q,18/01/10,1/07/12i,100,9.4
60.50,19.65,58.00,57.80,ELDPA,Elders Ltd hybrids,58.00,2.5,144.779,57.95,58.00,100.00,3.913q,31/03/10,30/06/11i,100,43.3
89.00,48.001,87.40,86.75,FXJPB,Fairfax Media Ltd pref,87.40,3.553,308.506,86.25,87.40,100.00,5.930sa,30/04/10,30/04/11i,100,13.6
69.99,12.01,66.00,65.10,GMPPA,Goodman Plus Tr stepup pf,66.00,2.87,188.755,65.50,66.00,100.00,5.940q,21/03/10,21/03/13i,100,17.1
80.40,46.00,80.00,79.00,GNSPA,Gunns Ltd forests,79.60,3.7,293.513,79.50,83.99,100.00,6.181q,14/01/10,undated,100,n/a
102.54,93.00,97.00,96.50,IAGPA,Insurance Aust Grp 5.63%pref,96.50,1.496,144.577,96.00,96.50,100.00,5.63sa,15/06/10,15/06/12h,100,9.9
111.00,78.50,108.20,107.03,MQCPA,Macq Cps Tr pref,107.50,3.178,341.277,107.20,107.50,100.00,11.10sa,30/06/10,30/06/13h,100,8.6
107.852,96.60,101.423,101.423,MAZPA,Marest tickets,107.852,-,-,-,-,100.00,6.475sa,18/02/10,1/01/10h,105.26,n/a
0.07,0.023,0.07,0.07,MSCPA,Minerals Corp 7.0% pref,0.07,-,-,-,0.07,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
86.20,17.20,86.20,82.76,MXUPA,Multiplex Sites sites,86.00,9.92,845.804,86.00,86.09,100.00,5.270q,18/01/10,1/04/10i,100,72.0
96.25,62.20,93.00,92.50,ORIPB,Orica Ltd pref,93.00,1.129,104.521,92.50,92.99,100.00,4.710sa,31/05/10,30/11/11i,100,5.5
58.75,11.00,58.75,56.51,PXUPA,PaperlinX Sps Tr pref,57.60,3.394,198.014,57.70,58.85,100.00,5.685sa,30/06/10,30/06/12i,100,28.6
188.00,125.00,177.00,174.10,PCAPA,Preferred Capital perls iii,174.40,2.404,421.751,173.00,174.40,200.00,3.269q,6/01/10,6/04/16i,200,3.8
99.00,77.00,96.55,96.01,RHCPA,Ramsay Health Care cares,96.26,1.387,133.773,96.28,96.50,100.00,5.019sa,20/04/10,20/10/10i,100,10.0
97.50,75.50,94.80,93.45,SEVPC,Seven Network    pref,93.45,14.505,1368.94,93.45,94.40,100.00,4.844sa,31/05/10,31/05/10i,100,22.4
103.50,90.00,96.56,95.70,SUNPA,Suncorp-Metway 5.068%prf,95.70,1.473,141.91,96.00,96.56,100.00,5.068sa,14/03/10,14/09/11h,100,11.6
99.00,65.00,94.20,92.80,SUNPB,  pref,93.50,7.577,707.79,93.50,94.20,100.00,5.149q,15/03/10,14/06/13m,100,4.2
99.85,64.00,99.44,97.511,TTXPA,Taps Tr taps,97.511,0.13,12.869,97.529,99.25,100.00,5.37q,22/01/10,30/06/10h,100,6.5
72.50,32.40,64.85,63.98,TPAPA,Transpacific Sps stepup pf,64.503,6.279,404.445,64.503,66.00,100.00,5.096sa,15/04/10,1/10/11i,100,35.0
103.50,90.30,99.20,97.80,WBCPA,Westpac Banking pref,99.20,3.124,307.438,98.90,99.20,100.00,4.437q,31/03/10,26/09/13i,100,1.0
108.50,100.00,105.20,104.50,WBCPB,  pref ii,105.10,1.107,115.98,105.00,105.10,100.00,5.033q,31/03/10,30/09/14i,100,0.2
94.40,60.50,88.75,86.30,WCTPA,Westpac Tps Tr pref,86.30,3.721,324.644,86.30,87.00,100.00,3.059q,31/03/10,30/06/16i,100,3.8
84.499,50.00,69.00,67.50,WFLPA,Willmott Forests pref,69.00,0.188,12.972,65.01,69.00,100.00,7.0sa,31/03/10,30/09/14h,63,14.3
