Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4596.9 at 16:34 29/1/2010  Report at 19:06 Friday 29/1/2010. Processed 19:13 Sunday 31/1/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
65.00,13.00,65.00,60.00,GINHA,Generator Income gennote2,65.00,3.784,238.931,60.10,64.00,100.00,6.130q,8/04/10,8/10/11m,100,30.9
98.00,92.75,97.50,97.00,HLCHA,Halcyon Sec hlcnte10,97.10,0.725,70.522,97.201,98.00,100.00,7.37q,3/02/10,3/08/10m,100,9.6
83.00,29.00,76.00,74.50,MBLHB,Macq Bank Ltd inc sec,74.50,5.287,395.144,74.20,75.59,100.00,5.41q,15/01/10,undated,100,4.6
0.231,0.021,0.206,0.185,MFNHA,Macq Fortress frn aug35,0.185,553.398,110.208,0.185,0.205,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,79.60,77.211,NABHA,National Aust Bank natincsec,77.90,29.713,2323.19,77.90,77.95,100.00,5.255q,15/02/10,undated,100,3.3
93.00,45.00,93.00,85.10,NXBHC,Nexus Bonds Ltd nexus3,93.00,0.105,9.765,89.00,93.00,100.00,7.00q,14/03/10,14/12/10m,100,13.0
60.00,40.00,60.00,58.00,NXBHD,  nexus4,60.00,0.3,18,60.00,61.50,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,91.55,90.32,SAKHA,Sthn Cross Air skies,91.55,3.431,312.33,91.50,93.00,100.00,5.910q,27/04/10,1/01/12i,100,7.1
72.00,35.00,68.37,68.00,SUNHB,Suncorp-Metway cap. note,68.37,0.145,9.886,64.00,67.00,100.00,4.80q,15/02/10,undated,100,4.0
107.95,101.20,107.95,106.30,TAHHA,Tabcorp Hldgs Ltd bondmay14,107.95,6.149,660.634,106.50,107.95,100.00,8.255q,17/02/10,1/05/14i,100,2.6
98.80,84.20,98.45,97.25,WOWHB,Woolworths Ltd perp.frn,97.46,7.169,701.611,97.46,98.40,100.00,5.350q,15/03/10,15/09/11i,100,3.3
Convertible Notes ,,,,,,,,,,,,,,,,
-,-,-,-,AVDG,Advance Energy 9.5% cn15,-,-,-,1.00,1.025,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.83,0.77,AGIG,Ainsworth Game Tech 10% cn11,0.80,12.5,9.925,0.76,1.02,1.30,8.0sa,31/12/09,31/12/09m,-,n/a
2.07,1.20,2.05,1.98,AZZG,Antares Energy 10% cn13,1.98,12,23.76,2.00,2.05,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.86,0.14,0.84,0.82,AXOG,Aurox Res 7%cnjun10,0.84,201,168.84,0.80,0.84,0.95,7.0sa,30/06/10,30/06/10m,0.95,43.2
0.58,0.11,0.55,0.529,BECG,Becton Prop Grp 9.5% cn10,0.535,244.405,129.886,0.53,0.559,0.65,9.5sa,30/06/10,30/06/10m,0.65,69.8
0.23,0.13,0.13,0.13,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,0.18,0.13,CBDG,CBD Energy Ltd 12.5% cn,0.13,155.379,20.199,0.13,0.13,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.825,0.825,CCYG,China Century Capitl 12%  cn10,0.825,-,-,0.825,-,1.00,12.0q,31/03/10,30/09/10m,1,55.5
1.048,0.75,0.995,0.995,DRAG,Dragon Min Ltd 10% cn11,0.995,3,2.985,0.99,1.039,1.05,10.0q,31/03/10,10/02/11m,1.05,16.7
0.60,0.60,0.60,0.60,FARGA,First Aust Res 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.40,2.40,HSKG,Heemskirk Cons 8% cn11,2.40,4,9.6,2.35,2.45,3.00,12.0q,31/03/10,29/04/11m,3,31.7
100.00,51.00,99.95,99.60,IANG,IAG Finance (Nz) exch.note,99.95,17.564,1753.58,99.80,99.95,100.00,5.775q,15/03/10,15/12/19h,100,4.2
0.12,0.06,0.102,0.102,MSTG,Metal Storm Ltd 10% cn11,0.102,-,-,0.103,0.14,0.14,12.0q,1/09/09,1/09/09m,-,n/a
0.15,0.12,0.15,0.12,MSTGA,  sec cn11,0.15,10,1.461,0.048,0.14,0.135,-,-,9/01/2011,-,-
95.50,61.00,84.85,83.01,NFNG,Nufarm Finance (Nz) exc.nov11,84.00,3.669,308.332,84.00,84.80,100.00,6.190sa,15/04/10,24/11/11i,100,14.0
0.10,0.04,0.076,0.076,RSNG,Renison Cons 12% cn12,0.076,-,-,0.076,0.14,0.33,0.12,-,31/3/2012,-,-
1.25,0.54,1.20,1.20,RSGG,Resolute Min 12% cn12,1.20,-,-,0.95,1.02,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,73.00,97.75,97.25,SKAG,Skycity Invest aces,97.75,0.3,29.299,97.75,98.25,100.00,4.55q,15/03/10,15/12/10h,100,6.2
0.55,0.45,0.45,0.45,SURG,Sun Res NL 12%  cn11,0.45,9,4.05,0.50,-,0.55,12.0q,23/04/10,30/6/11m,0.55,29.6
0.16,0.04,0.14,0.14,VHLG,Virax Hldgs cn dec11,0.14,-,-,0.10,0.17,0.10,-,-,8/12/09m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
100.20,99.00,100.20,99.76,ANZPA,ANZ Banking Grp pref,100.00,119.097,11906.5,99.95,100.00,100.00,5.023q,15/03/10,15/12/16i,100,3.3
103.00,85.50,99.50,98.501,ANZPB,  pref,99.153,22.113,2191.72,98.50,99.15,100.00,4.725q,15/03/10,15/06/14i,100,3.0
86.50,31.20,85.30,83.80,AAZPB,Australand Assets assets,83.80,5.212,441.315,83.51,83.95,100.00,8.910q,31/03/10,undated,100,n/a
102.95,96.05,102.50,100.00,BOQPA,Bank of Qld reset prf,100.00,3.401,341.309,99.95,100.00,100.00,5.124sa,15/04/10,15/10/10h,100,10.7
93.50,64.60,92.00,89.00,BOQPC,  pref,90.00,5.04,455.846,89.01,90.00,100.00,4.403sa,15/04/10,17/12/12i,100,6.6
102.60,91.55,100.00,99.00,BENPA,Bendigo & Adelaide pref,100.00,3.829,381.877,99.50,100.00,100.00,6.16sa,1/05/10,1/11/12h,100,9.7
89.50,55.00,89.50,86.00,BENPB,  pref,89.30,4.358,384.082,89.30,92.50,100.00,4.025q,15/03/10,15/06/15h,100,2.8
90.99,55.00,89.50,86.50,BENPC,  pref,89.20,6.988,614.624,89.30,89.50,100.00,4.129q,10/04/10,10/10/14i,100,4.8
1.90,0.95,1.79,1.79,CAMPA,Clime Capital 7.5% pref,1.79,3.251,5.819,1.765,1.80,2.40,5.250q,6/04/10,30/04/17i,2.4,6.4
0.59,0.26,0.475,0.44,CMIPC,CMI Ltd pref.cl.a,0.44,104.769,47.211,0.445,0.55,1.20,11.67q,3/03/08,undated,-,n/a
208.90,202.50,205.90,204.80,CBAPA,C'wlth Bank  of Aust  perls v,205.75,22.741,4665.34,205.00,205.75,200.00,5.086q,1/02/10,31/10/14i,200,3.2
194.80,160.50,192.90,188.50,CBAPB,  perls iv,190.00,10.198,1939.49,189.10,190.00,200.00,3.492q,31/01/10,31/10/12i,200,3.1
86.00,41.00,84.50,83.00,DXRPA,Dexus Rents Tr rents,83.00,7.092,592.92,82.00,84.00,100.00,5.410q,17/04/10,1/07/12i,100,10.1
63.75,19.65,61.00,57.01,ELDPA,Elders Ltd hybrids,58.30,4.038,236.717,57.20,58.30,100.00,4.417q,31/03/10,30/06/11i,100,46.0
90.30,48.001,90.30,88.90,FXJPB,Fairfax Media Ltd pref,90.30,9.207,822.358,89.20,91.00,100.00,5.930sa,30/04/10,30/04/11i,100,11.9
75.00,12.01,74.00,71.50,GMPPA,Goodman Plus Tr stepup pf,71.50,9.797,716.928,71.50,73.00,100.00,5.940q,21/03/10,21/03/13i,100,14.6
81.00,46.00,80.00,76.50,GNSPA,Gunns Ltd forests,78.00,8.897,704.714,77.00,78.00,100.00,6.456q,14/04/10,undated,100,n/a
102.54,93.00,99.00,97.80,IAGPA,Insurance Aust Grp 5.63%pref,98.01,2.847,279.187,98.01,98.99,100.00,5.63sa,15/06/10,15/06/12h,100,9.5
111.00,78.50,108.00,107.00,MQCPA,Macq Cps Tr pref,107.50,6.986,751.003,106.003,107.50,100.00,11.10sa,30/06/10,30/06/13h,100,8.8
0.07,0.023,0.07,0.07,MSCPA,Minerals Corp 7.0% pref,0.07,-,-,0.02,0.07,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
86.90,17.20,84.90,82.30,MXUPA,Multiplex Sites sites,82.50,11.307,940.063,82.00,82.50,100.00,6.010q,18/04/10,1/04/10i,100,143.1
96.25,62.20,94.20,93.30,ORIPB,Orica Ltd pref,93.60,10.609,994.803,93.60,93.75,100.00,4.710sa,31/05/10,30/11/11i,100,5.6
62.50,11.00,62.50,60.00,PXUPA,PaperlinX Sps Tr pref,62.00,8.832,538.294,60.51,62.00,100.00,6.810sa,30/06/10,30/06/12i,100,26.3
188.00,125.00,174.70,173.00,PCAPA,Preferred Capital perls iii,173.50,6.384,1109.37,173.50,173.99,200.00,3.626q,6/04/10,6/04/16i,200,4.0
99.00,79.00,97.00,96.55,RHCPA,Ramsay Health Care cares,96.70,7.456,721.512,96.90,97.45,100.00,5.019sa,20/04/10,20/10/10i,100,11.0
97.50,77.00,96.40,95.51,SEVPC,Seven Network    pref,96.25,9.041,866.401,95.70,96.40,100.00,4.844sa,31/05/10,31/05/10i,100,18.9
102.00,90.00,98.00,97.00,SUNPA,Suncorp-Metway 5.068%prf,97.00,3.75,365.196,97.00,98.50,100.00,5.068sa,14/03/10,14/09/11h,100,11.3
99.00,65.00,95.20,94.10,SUNPB,  pref,94.60,14.991,1417.07,94.60,95.20,100.00,5.149q,15/03/10,14/06/13m,100,4.3
99.85,64.00,99.399,98.58,TTXPA,Taps Tr taps,99.399,4.455,439.971,98.441,99.399,100.00,6.11q,21/04/10,30/06/10h,100,4.6
72.50,32.40,67.52,66.75,TPAPA,Transpacific Sps stepup pf,67.40,21.461,1442.89,67.20,67.50,100.00,5.096sa,15/04/10,1/10/11i,100,33.8
103.50,90.30,99.25,98.561,WBCPA,Westpac Banking pref,99.25,17.876,1769.5,98.61,99.25,100.00,4.557q,31/03/10,26/09/13i,100,2.9
108.50,100.00,107.00,105.00,WBCPB,  pref ii,105.50,12.126,1282.68,105.50,106.00,100.00,5.537q,31/03/10,30/09/14i,100,2.6
94.40,60.50,89.75,86.81,WCTPA,Westpac Tps Tr pref,86.81,11.123,978.322,86.81,87.00,100.00,3.577q,31/03/10,30/06/16i,100,3.9
84.499,50.00,68.40,67.15,WFLPA,Willmott Forests pref,68.40,0.34,23.152,67.25,68.40,100.00,7.0sa,31/03/10,30/09/14h,65.2,15.4
