Interest Rate Securities Market - Weekly,,,,,,,,,,,,,,,,
XAO 4606.1 at 16:47 2/10/2009 Report at 19:35 Friday 2/10/2009. Processed 21:08 Sunday 4/10/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol 000's,Val 000's,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn Date,Conv/Mat. Date,Conv/Mat. Value,YTM Conv
0.55,0.50,0.55,0.55,SURG,Sun Res NL 12% cn11,0.55,-,-,0.40,0.60,0.55,12.0q,23/10/09,30/6/11m,0.55,13.9
0.16,0.04,0.14,0.13,VHLG,Virax Hldgs cn dec09,0.14,24.797,3.396,0.14,0.16,0.10,-,-,8/12/09m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
100.00,85.50,99.95,98.90,ANZPB,ANZ Banking Grp pref,99.551,74.204,7391.15,99.50,99.83,100.00,4.101q,15/12/09,15/06/14i,100,0.5
80.00,31.20,79.00,75.997,AAZPB,Australand Assets assets,78.98,6.998,538.644,77.50,78.99,100.00,8.170q,31/12/09,undated,100,n/a
90.00,64.60,87.00,85.00,BOQPC,Bank of Qld pref,85.50,6.895,596.712,86.50,87.00,100.00,3.582sa,15/10/09,17/12/12i,100,7.2
102.95,85.15,100.75,100.01,BOQPA, reset prf,100.40,0.596,59.829,100.01,100.40,100.00,5.124sa,15/10/09,15/10/10h,100,6.7
0.461,0.04,0.215,0.15,BEPPA,BBI Eps Ltd pref,0.195,17311.2,3216.87,0.195,0.10,1.00,4.520q,1/01/10,1/07/12h,1.039,73.8
88.50,55.00,84.95,83.01,BENPC,Bendigo & Adelaide pref,83.50,4.037,339.004,83.50,83.99,100.00,3.409q,10/10/09,10/10/14i,100,6.1
93.00,55.00,85.00,83.02,BENPB, pref,85.00,1.977,166.992,83.10,87.50,100.00,3.469q,15/12/09,15/06/15h,100,2.7
102.50,89.00,102.50,102.10,BENPA, pref,102.50,3.018,309.312,102.40,102.50,100.00,6.16sa,1/11/09,1/11/12h,100,9.3
1.90,0.95,1.90,1.80,CAMPA,Clime Capital 7.5% pref,1.90,6.217,11.562,1.71,1.99,2.40,5.250q,6/10/09,30/04/17i,2.4,5.0
0.905,0.26,0.515,0.495,CMIPC,CMI Ltd pref.cl.a,0.505,49.262,24.988,0.51,0.53,1.20,11.67q,3/03/08,undated,-,n/a
193.50,160.50,193.50,190.00,CBAPB,C'wlth Bank  of Aust  perls iv,192.60,14.016,2689.3,191.50,192.60,200.00,2.977q,31/10/09,31/10/12i,200,0.6
87.00,41.00,85.15,83.80,DXRPA,Dexus Rents Tr rents,84.50,8.644,730.847,84.50,85.15,100.00,4.670q,16/10/09,1/07/12i,100,8.1
60.00,20.00,50.50,48.50,ELDPA,Elders Ltd hybrids,50.50,31.052,1544.35,50.50,51.00,100.00,3.913q,31/12/09,30/06/11i,100,47.1
89.00,48.001,89.00,83.10,FXJPB,Fairfax Media Ltd pref,88.50,12.244,1038.55,85.51,89.00,100.00,4.607sa,31/10/09,30/04/11i,100,11.6
79.50,12.01,69.99,64.00,GMPPA,Goodman Plus Tr stepup pf,67.00,12.469,813.428,67.00,69.25,100.00,5.210q,21/12/09,21/03/13i,100,15.6
79.75,46.00,75.00,73.14,GNSPA,Gunns Ltd forests,74.00,7.46,551.055,73.75,74.00,100.00,5.703q,14/10/09,undated,100,n/a
102.30,90.00,102.00,99.50,IAGPA,Insurance Aust Grp 5.63%pref,101.10,51.44,5183.05,101.10,101.50,100.00,5.63sa,15/12/09,15/06/12h,100,8.6
106.499,96.20,106.499,105.21,MAZPA,Macq (Tickets) tickets,106.499,73.53,7763.91,106.00,106.499,100.00,6.475sa,18/02/10,1/01/10h,105.26,5.2
110.50,78.50,110.50,108.00,MQCPA,Macq Cps Tr pref,109.00,18.525,2016.83,108.842,109.29,100.00,11.10sa,31/12/09,30/06/13h,100,9.2
0.05,0.022,0.05,0.05,MSCPA,Minerals Corp 7.0% pref,0.05,25,1.25,0.04,0.07,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
70.00,17.20,70.00,55.80,MXUPA,Multiplex Sites sites,68.00,97.673,6163.24,67.51,68.00,100.00,5.270q,15/10/09,1/04/10i,100,91.6
95.50,62.00,95.50,94.00,ORIPB,Orica Ltd pref,95.50,20.75,1970.22,94.80,95.50,100.00,4.710sa,30/11/09,30/11/11i,100,4.6
66.00,11.00,45.00,40.10,PXUPA,PaperlinX Sps Tr pref,42.25,17.506,717.875,42.25,44.50,100.00,5.685sa,31/12/09,30/06/12i,100,43.5
181.00,125.00,170.00,167.40,PCAPA,Preferred Capital perls iii,170.00,10.961,1850.32,168.80,170.00,200.00,2.919q,6/10/09,6/04/16i,200,4.5
99.00,71.00,99.00,95.00,RHCPA,Ramsay Health Care cares,95.50,10.486,1015.34,95.25,95.50,100.00,4.116sa,20/10/09,20/10/10i,100,7.4
101.24,87.50,99.711,99.711,STOPB,Santos Ltd prf fuels,99.711,-,-,-,-,100.00,3.731sa,31/03/10,30/09/09i,100,n/a
97.00,72.50,97.00,94.97,SEVPC,Seven Network    pref,95.50,15.683,1507.16,95.50,96.30,100.00,4.003sa,30/11/09,31/05/10i,100,13.4
103.50,90.00,99.54,98.50,SUNPA,Suncorp-Metway 5.068%prf,99.05,3.355,332.343,99.05,100.00,100.00,5.068sa,14/03/10,14/09/11h,100,8.0
96.99,65.00,96.00,94.00,SUNPB, pref,95.501,26.617,2533.6,95.50,96.00,100.00,4.591q,15/12/09,14/06/13m,100,2.7
97.50,64.00,97.50,95.70,TTXPA,Taps Tr taps,97.50,9.826,956.748,97.10,97.50,100.00,5.37q,21/10/09,30/06/10h,100,5.1
73.50,27.90,66.25,63.00,TPAPA,Transpacific Sps stepup pf,64.75,7.286,471.687,64.50,64.75,100.00,5.096sa,15/04/10,1/10/11i,100,26.4
0.022,0.013,0.02,0.02,WASPA,Wasabi Energy Ltd pref,0.02,245.217,4.904,0.016,0.019,-,-,-,-,-,-
104.00,90.30,99.50,98.50,WBCPA,Westpac Banking pref,98.51,52.481,5185,98.51,99.00,100.00,3.934q,31/12/09,26/09/13i,100,0.6
108.50,100.00,108.50,105.50,WBCPB, pref ii,107.00,12.237,1303.24,107.00,107.35,100.00,5.033q,31/12/09,30/09/14i,100,0.1
90.20,60.50,86.00,84.99,WCTPA,Westpac Tps Tr pref,85.02,19.087,1631.76,85.02,85.40,100.00,3.059q,31/12/09,30/06/16i,100,4.1
84.499,50.00,69.50,66.00,WFLPA,Willmott Forests pref,69.01,1.563,108.006,69.01,69.38,100.00,7.0sa,30/09/09,30/09/09h,78.39,n/a
