Macq Cps Tr,conv pref,MQCPA,I,559.31,-,559.31,-,-,-,-,-,14/12/09,18/12/09,31/12/09
Macq Infra,stapled securities,MIG,I,2,-,2,-,4,-,-,10,23/12/09,31/12/09,12/2/10
Macq Media,stapled securities,MMG,I,3.5,-,3.5,-,4,-,-,22.5,23/12/09,31/12/09,17/2/10
Macq Office,unit,MOF,I,-,1,-,-,3,-,-,-,23/12/09,31/12/09,18/2/10
MAP Grp,stapled us prohibit.,MAP,F,8,-,21,-,3,-,13,-,23/12/09,31/12/09,18/2/10
Marbletrend Grp,ordinary,MBD,I,0.5,-,0.5,100,-,-,1,-,9/12/09,15/12/09,7/1/10
Marest,tickets,MAZPA,I,326.41,-,326.41,-,-,-,-,322.86,23/12/09,31/12/09,31/12/09
Merchant House,ordinary,MHI,I,0.5,-,0.5,-,-,-,-,1,12/1/10,18/1/10,28/1/10
Metcash Ltd,ordinary,MTS,I,11,-,11,100,4,-,-,12,10/12/09,16/12/09,8/1/10
Mirvac Grp,stapled securities,MGR,I,2,-,4,-,4,-,21.45,0.2,23/12/09,31/12/09,29/1/10
Multiplex European,units,MUE,I,-,0.625,-,-,-,-,2.113,-,23/12/09,31/12/09,29/1/10
Multiplex Sites,sites,MXUPA,I,-,132,-,-,-,-,226,-,23/12/09,31/12/09,18/1/10
Newmont Min Corp,cdi 10:1,NEM,I,0.9398,-,1.9127,-,-,-,2.3256,1.1098,2/12/09,8/12/09,29/12/09
Orica Ltd,step up preference,ORIPB,I,288,-,288,-,-,-,-,470,10/5/10,14/5/10,31/5/10
Preferred Capital,perls iii,PCAPA,I,161.85,-,309,100,-,-,620.94,145.32,22/12/09,30/12/09,6/1/10
Premium Investors,ordinary,PRV,I,3.5,-,3.5,100,3,-,-,4,10/12/09,16/12/09,28/1/10
Programmed,ordinary,PRG,I,3,-,3,100,3,-,-,10.5,31/12/09,7/1/10,27/1/10
Rabinov Prop Tr,units,RBV,I,-,4.75,-,-,-,-,-,-,23/12/09,31/12/09,2/2/10
Real Estate Capital,unit,RCU,I,0.95,-,1.9,-,4,-,1.5,1.19,23/12/09,31/12/09,15/1/10
Reef Casino Tr,units,RCT,F,-,13,11,-,-,-,10.5,-,23/12/09,31/12/09,26/3/10
Ruralco Hldgs,ordinary,RHL,F,6,-,12,100,4,-,9,-,30/11/09,4/12/09,11/1/10
Silver Chef Ltd,ordinary,SIV,F,10,-,10,100,-,-,-,7.2,8/9/09,14/9/09,15/1/10
Singapore Telecomm,chess depositary int,SGT,I,5.0105,-,5.0105,-,-,-,-,5.419,16/12/09,22/12/09,14/1/10
SP Ausnet,stapled securities,SPN,I,4,-,4,32.23,3,-,-,-,24/11/09,30/11/09,22/12/09
Spdr 200 Fund,etf units,STW,I,-,-,-,-,3,-,-,257.8478,23/12/09,31/12/09,6/1/10
Spdr 50 Fund,etf units,SFY,I,-,-,-,-,3,-,-,183.8298,23/12/09,31/12/09,6/1/10
SPDR S&P/ASX Prop Fd,etf units,SLF,I,-,-,13.8166,-,-,-,140.857,11.0063,31/12/09,7/1/10,8/3/10
Stockland,units/ord stapled,SGP,I,-,10.8,-,-,4,-,-,23.9,23/12/09,31/12/09,26/2/10
Suncorp-Metway,pref shares,SUNPB,Q3,130.37,-,359.66,100,-,-,-,108.78,1/3/10,5/3/10,15/3/10
Supply Net,ordinary,SNL,I,4,-,4,100,3,-,1,2,7/12/09,11/12/09,22/12/09
Taps Tr,taps cum. resettable,TTXPA,I,134.93,-,264.99,-,-,-,636.07,127.48,23/12/09,31/12/09,22/1/10
TFS Corp Ltd,ordinary,TFC,F,3,-,4.25,100,3,-,1,3,26/11/09,2/12/09,22/12/09
Thorn Grp Ltd,ordinary,TGA,I,2.56,-,2.56,100,-,-,-,-,15/12/09,21/12/09,14/1/10
Tower Aust,ordinary,TAL,F,5.25,-,5.25,100,3,-,-,-,4/1/10,8/1/10,25/1/10
Tower Ltd,ordinary,TWR,F,-,-,-,-,3,-,-,-,11/1/10,15/1/10,2/2/10
Transfield Serv Infr,stapled securities,TSI,I,-,6,-,-,3,-,-,-,23/12/09,31/12/09,31/3/10
Transurban Grp,triple stapled sec.,TCL,I,12,-,12,-,3,-,-,29,23/12/09,31/12/09,26/2/10
Tutt Bryant Grp,ordinary,TBG,I,2,-,2,100,3,-,3,-,4/1/10,8/1/10,20/1/10
Van Eyk Blueprint,ordinary units,VBP,I,-,2.3,-,-,3,-,-,82,23/12/09,31/12/09,29/3/10
Westpac Banking,ordinary,WBC,F,60,-,116,100,3,-,70,72,9/11/09,13/11/09,21/12/09
Westpac Banking,preferred,WBCPA,I,-,101.51,-,-,-,-,165.15,-,18/12/09,24/12/09,31/12/09
Westpac Banking,preferred ii,WBCPB,I,-,126.21,-,-,-,-,-,-,18/12/09,24/12/09,31/12/09
Westpac Office Tr,units,WOT,I,1.6625,-,3.325,-,-,-,-,-,23/12/09,31/12/09,16/2/10
Westpac Office Tr,instalment receipts,WOTCA,I,0.85,-,1.7,-,-,-,2.85,0.85,23/12/09,31/12/09,16/2/10
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,I,-,76.81,73.4,-,-,-,239.14,71.79,8/12/09,14/12/09,31/12/09
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
