Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 26/6/2010|. Processed 22:09 Sunday 27/6/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Charter Hall Retail,units,CQR,F,-,2.3,-,-,3,-,-,-,24/6/10,30/6/10,20/8/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls v),CBAPA,Q1,292.6,-,292.6,100,-,-,306.57,256.97,21/7/10,27/7/10,3/8/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls iv),CBAPB,Q1,206.97,-,206.97,100,-,-,471.63,177.65,21/7/10,27/7/10,3/8/10,,,,,,,,,
Commonwealth Prop,ordinary units,CPA,F,-,2.9,2.65,-,-,-,-,4.2,24/6/10,30/6/10,26/8/10,,,,,,,,,
Corporate Express,ordinary,CXP,,78,-,78,-,-,-,13.5,-,15/6/10,21/6/10,29/6/10,,,,,,,,,
Count Financial,ordinary,COU,F,2,-,7,100,-,-,6,2,11/6/10,18/6/10,15/7/10,,,,,,,,,
Credit Suisse Pl100,ord/units fully paid,CSW,F,-,1.2148,0.2223,-,-,-,-,-,24/6/10,30/6/10,19/7/10,,,,,,,,,
Cromwell Grp,stapled securities,CMW,F,2,-,8,-,-,-,2.5,1.5,24/6/10,30/6/10,31/8/10,,,,,,,,,
CS Gp100 Aust Tr,ordinary units,CSJ,F,-,0.5386,1.968,-,-,-,-,-,24/6/10,30/6/10,19/7/10,,,,,,,,,
Cs100 Emrg Mkt Infra,units fully paid,CSU,F,-,1.0262,0.6345,-,-,-,-,-,24/6/10,30/6/10,19/7/10,,,,,,,,,
CSR Ltd,ordinary,CSR,F,6,-,8.5,100,4,-,6,1.5,9/6/10,16/6/10,6/7/10,,,,,,,,,
Dexus Prop Grp,stapled units,DXS,F,2.45,-,5.1,-,3,-,-,3.5,24/6/10,30/6/10,27/8/10,,,,,,,,,
Dexus Rents Tr,rents,DXRPA,F,143,-,505,-,-,-,228,110,24/6/10,30/6/10,15/7/10,,,,,,,,,
Duet Grp,stapled us prohibit.,DUE,F,10,-,20,-,3,-,-,10,24/6/10,30/6/10,13/8/10,,,,,,,,,
Ethane Pipeline,stapled securities,EPX,F,4.42,-,15.59,-,-,-,3.08,3.1,24/6/10,30/6/10,15/7/10,,,,,,,,,
Fisher & Paykel H,ordinary,FPH,F,5.7761,-,10.0703,-,3,-,-,5.6036,21/6/10,25/6/10,9/7/10,,,,,,,,,
FKP Prop Grp,stapled securities,FKP,F,-,1,0.5,-,3,-,-,1.45,24/6/10,30/6/10,30/9/10,,,,,,,,,
Goodman Grp,stapled us prohibit.,GMG,F,-,1.9,1.5,-,4,-,-,-,24/6/10,30/6/10,26/8/10,,,,,,,,,
Graincorp Ltd,a class ordinary,GNC,I,15,-,15,100,-,-,-,-,15/6/10,21/6/10,5/7/10,,,,,,,,,
Growthpoint Prop,ord/unit stapled sec,GOZ,F,-,8.5,5.5,-,4,-,-,-,24/6/10,30/6/10,31/8/10,,,,,,,,,
Gunns Ltd,forests,GNSPA,F,169.2,-,627.76,100,-,-,375.78,142.15,24/6/10,30/6/10,14/7/10,,,,,,,,,
Hastings Diversified,stapled security,HDF,F,3,-,12,-,3,-,10,3,24/6/10,30/6/10,28/7/10,,,,,,,,,
Hastings High Yield,ordinary units,HHY,F,3.7,-,14.6,-,3,-,4.6,4.1,24/6/10,30/6/10,27/8/10,,,,,,,,,
HGL Ltd,ordinary,HNG,I,6,-,6,100,3,-,3,-,10/6/10,17/6/10,1/7/10,,,,,,,,,
Hire Intelligence,ordinary,HII,F,0.4,-,0.4,100,-,-,-,1,4/8/10,10/8/10,6/9/10,,,,,,,,,
Incitec Pivot,ordinary,IPL,I,1.8,-,1.8,-,3,-,2.1,-,14/5/10,20/5/10,6/7/10,,,,,,,,,
Infigen Energy,stapled securities,IFN,F,-,2,-,-,3,-,-,4.5,24/6/10,30/6/10,16/9/10,,,,,,,,,
ING Industrial Fund,units,IIF,F,0.8025,-,1.605,-,4,-,-,-,24/6/10,30/6/10,31/8/10,,,,,,,,,
ING Office Fund,stapled securities,IOF,F,0.975,-,2.925,-,4,-,2.125,2.125,24/6/10,30/6/10,31/8/10,,,,,,,,,
ING Real Estate,units,IHF,F,3.825,-,7.65,-,3,-,-,4.35,24/6/10,30/6/10,31/8/10,,,,,,,,,
Intoll Grp,stapled securities,ITO,F,1,-,1,-,4,-,-,-,24/6/10,30/6/10,13/8/10,,,,,,,,,
iShares China 25,cdi 1:1,IZZ,I,45.6753,-,45.6753,-,-,-,34.7415,-,22/6/10,24/6/10,12/7/10,,,,,,,,,
iShares Glb Conssta,cdi 1:1,IXI,I,80.5953,-,80.5953,-,-,-,72.4645,-,22/6/10,24/6/10,12/7/10,,,,,,,,,
iShares Glb Health,cdi 1:1,IXJ,I,73.4804,-,73.4804,-,-,-,76.2154,-,22/6/10,24/6/10,12/7/10,,,,,,,,,
iShares Glb Telecoms,cdi 1:1,IXP,I,146.7421,-,146.7421,-,-,-,141.9497,-,22/6/10,24/6/10,12/7/10,,,,,,,,,
iShares Global 100,cdi 1:1,IOO,I,85.5328,-,85.5328,-,-,-,118.4048,-,22/6/10,24/6/10,12/7/10,,,,,,,,,
iShares MSCI Bric,cdi 1:1,IBK,F,40.1669,-,42.4775,-,-,-,-,17.3993,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares MSCI Eafe,cdi 1:1,IVE,F,85.6314,-,130.9453,-,-,-,-,101.5946,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares MSCI Em Mkts,cdi 1:1,IEM,F,26.0897,-,27.1823,-,-,-,-,26.5796,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares MSCI Hk,cdi 1:1,IHK,F,27.5145,-,46.521,-,-,-,-,18.7814,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares MSCI Japan,cdi 1:1,IJP,F,6.8587,-,14.9007,-,-,-,-,5.3653,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares MSCI S Korea,cdi 1:1,IKO,F,27.1899,-,37.6335,-,-,-,-,21.5914,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares MSCI Sing,cdi 1:1,ISG,F,11.713,-,35.2067,-,-,-,-,6.993,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares S&P 500,cdi 1:1,IVV,F,49.5133,-,198.9791,-,-,-,148.9996,51.5608,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares S&P Asia 50,cdi 1:1,IAA,I,33.4902,-,33.4902,-,-,-,26.659,-,22/6/10,24/6/10,12/7/10,,,,,,,,,
iShares S&P Eu 350,cdi 1:1,IEU,I,72.309,-,72.309,-,-,-,75.097,-,22/6/10,24/6/10,12/7/10,,,,,,,,,
iShares S&P Mcap 400,cdi 1:1,IJH,F,19.5708,-,87.4642,-,-,-,56.3727,19.8453,24/6/10,28/6/10,14/7/10,,,,,,,,,
iShares S&P Scap 600,cdi 1:1,IJR,F,13.045,-,52.0619,-,-,-,36.5785,12.2541,24/6/10,28/6/10,14/7/10,,,,,,,,,
Jindalee Res,ordinary,JRL,I,55,-,55,100,-,-,-,-,9/7/10,15/7/10,23/7/10,,,,,,,,,
Linq Res Fund,units,LRF,F,-,3,-,-,3,-,-,1,24/6/10,30/6/10,30/8/10,,,,,,,,,
MacarthurCook Ind Pr,ordinary units,MIF,F,0.5,-,1.8,-,4,-,-,1.8125,24/6/10,30/6/10,22/7/10,,,,,,,,,
Macq Cps Tr,conv pref,MQCPA,F,550.19,-,1109.5,-,-,-,-,550.19,16/6/10,21/6/10,30/6/10,,,,,,,,,
Macq Grp Ltd,ordinary,MQG,F,100,-,186,-,3,-,145,40,10/5/10,14/5/10,2/7/10,,,,,,,,,
Macq Winton,ordinary units,MWG,F,-,0.98,-,-,-,-,-,-,24/6/10,30/6/10,30/7/10,,,,,,,,,
MAP Grp,stapled us prohibit.,MAP,I,11,-,11,-,3,-,13,-,24/6/10,30/6/10,18/8/10,,,,,,,,,
Metcash Ltd,ordinary,MTS,F,15,-,26,100,4,-,-,14,18/6/10,24/6/10,7/7/10,,,,,,,,,
Mirvac Grp,stapled securities,MGR,F,2,-,8,-,4,-,5,0.2,24/6/10,30/6/10,30/7/10,,,,,,,,,
Multiplex European,units,MUE,F,-,2.625,-,-,-,-,-,-,24/6/10,30/6/10,30/7/10,,,,,,,,,
Multiplex Sites,sites,MXUPA,F,-,207,-,-,-,-,-,-,24/6/10,30/6/10,15/7/10,,,,,,,,,
National Aust Bank,ordinary,NAB,I,74,-,74,100,3,-,73,-,4/6/10,10/6/10,8/7/10,,,,,,,,,
Orica Ltd,ordinary,ORI,I,41,-,41,39.02,3,-,40,-,26/5/10,1/6/10,2/7/10,,,,,,,,,
Orica Ltd,step up preference,ORIPB,F,316,-,604,-,-,-,-,229,9/11/10,15/11/10,30/11/10,,,,,,,,,
PaperlinX SPS Tr,step up perp. pref.,PXUPA,F,336.55,-,336.55,-,-,-,-,-,17/6/10,23/6/10,30/6/10,,,,,,,,,
Preferred Capital,perls iii,PCAPA,F,192.61,-,680.43,100,-,-,310.88,145.32,23/6/10,29/6/10,6/7/10,,,,,,,,,
Prime Infr Grp,stapled securities,PIH,F,7.5,-,15,-,-,-,-,-,24/6/10,30/6/10,31/8/10,,,,,,,,,
Programmed,ordinary,PRG,F,6,-,9,100,4,-,-,5,2/7/10,8/7/10,27/7/10,,,,,,,,,
Rabinov Prop Tr,units,RBV,F,-,4.75,-,-,-,-,-,-,24/6/10,30/6/10,10/8/10,,,,,,,,,
Real Estate Capital,unit,RCU,F,-,0.6,2.4,-,4,-,1.5,1.19,24/6/10,30/6/10,14/7/10,,,,,,,,,
Reef Casino Tr,units,RCT,I,-,9,-,-,-,-,11,-,24/6/10,30/6/10,23/9/10,,,,,,,,,
Russell High Div Etf,etf units,RDV,F,-,5.6364,-,-,3,-,-,-,24/6/10,30/6/10,13/7/10,,,,,,,,,
Singapore Telecomm,chess depositary int,SGT,F,-,-,4.9474,-,-,-,-,5.7486,5/8/10,11/8/10,27/8/10,,,,,,,,,
SP Ausnet,stapled securities,SPN,F,4,-,8,39.78,3,-,-,5.927,26/5/10,1/6/10,29/6/10,,,,,,,,,
Spdr 200 Fund,etf units,STW,F,69.472,-,135.176,64.93,3,-,-,73.7862,24/6/10,30/6/10,8/7/10,,,,,,,,,
Spdr 50 Fund,etf units,SFY,F,124.5196,-,184.9456,47.27,3,-,-,66.716,24/6/10,30/6/10,8/7/10,,,,,,,,,
SPDR S&P/ASX Prop Fd,etf units,SLF,F,12.1667,-,52.0511,-,4,-,47.6317,11.0063,24/6/10,30/6/10,27/8/10,,,,,,,,,
Stockland,units/ord stapled,SGP,F,-,10.8,10.8,-,4,-,-,17,24/6/10,30/6/10,31/8/10,,,,,,,,,
Suncorp-Metway,pref shares,SUNPB,Q1,141.51,-,141.51,100,-,-,359.66,134.62,30/8/10,3/9/10,14/9/10,,,,,,,,,
Thorn Grp Ltd,ordinary,TGA,F,3.76,-,6.32,100,-,-,-,-,17/6/10,23/6/10,22/7/10,,,,,,,,,
Tower Ltd,ordinary,TWR,I,3.2919,-,3.2919,-,3,-,-,-,11/6/10,18/6/10,2/7/10,,,,,,,,,
Transfield Serv Infr,stapled securities,TSI,F,-,4,6,-,3,-,-,7,24/6/10,30/6/10,20/9/10,,,,,,,,,
Transpacific SPS,non-cum setup pref.,TPAPA,F,-,-,254,-,-,-,-,231,24/9/10,30/9/10,15/10/10,,,,,,,,,
Transurban Grp,triple stapled sec.,TCL,F,12,-,24,-,3,-,-,11,24/6/10,30/6/10,27/8/10,,,,,,,,,
TTA Hldgs Ltd,ordinary,TTA,F,0.6,-,0.6,70,-,-,-,-,8/7/10,14/7/10,28/7/10,,,,,,,,,
Tutt Bryant Grp,ordinary,TBG,F,2,-,4,100,3,-,3,1.5,5/7/10,9/7/10,22/7/10,,,,,,,,,
Van Eyk Blueprint,ordinary units,VBP,F,-,32,2.3,-,3,-,-,25,24/6/10,30/6/10,28/9/10,,,,,,,,,
Vngd Us Total Market,cdi 1:1,VTS,F,26.9412,-,104.5341,-,-,-,-,24.276,25/6/10,29/6/10,20/7/10,,,,,,,,,
Westpac Banking,ordinary,WBC,I,65,-,65,100,3,-,56,-,17/5/10,21/5/10,2/7/10,,,,,,,,,
Westpac Banking,preferred,WBCPA,F,-,118.99,-,-,-,-,165.15,-,17/6/10,23/6/10,30/6/10,,,,,,,,,
Westpac Banking,preferred ii,WBCPB,F,-,143.43,-,-,-,-,-,-,17/6/10,23/6/10,30/6/10,,,,,,,,,
Westpac Office Tr,units,WOT,F,1.6625,-,6.65,-,-,-,-,-,24/6/10,30/6/10,16/8/10,,,,,,,,,
Westpac Office Tr,instalment receipts,WOTCA,F,0.85,-,3.4,-,-,-,0.85,0.85,24/6/10,30/6/10,16/8/10,,,,,,,,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,F,94.56,-,332.97,100,-,-,239.14,71.79,8/6/10,15/6/10,30/6/10,,,,,,,,,
