Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Thursday 1/4/2010|. Processed 18:16 Thursday 1/4/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
ANZ Banking Grp,pref share,ANZPA,F,132.86,-,253.95,100,-,-,-,219.02,24/5/10,28/5/10,15/6/10,,,,,,,,,
ANZ Banking Grp,pref share,ANZPB,F,122.27,-,444.96,100,-,-,-,143.15,24/5/10,28/5/10,15/6/10,,,,,,,,,
APN Prop Grp,ordinary,APD,I,1.25,-,1.25,100,-,-,-,3,19/3/10,25/3/10,12/4/10,,,,,,,,,
ARB Corp,ordinary,ARP,I,7.5,-,7.5,100,4,4,-,9,1/4/10,9/4/10,23/4/10,,,,,,,,,
ASG Grp Ltd,ordinary,ASZ,I,1.5,-,1.5,100,3,-,-,3,25/3/10,31/3/10,15/4/10,,,,,,,,,
Aspen Grp,ord/units stapled,APZ,Q3,1.05,-,3.15,-,4,-,9.79,-,25/3/10,31/3/10,20/5/10,,,,,,,,,
Aurora Global Tr,ordinary units,AIB,Q3,2.5,-,21,-,3,-,-,39.75,25/3/10,31/3/10,21/4/10,,,,,,,,,
Aurora Prop,ordinary units,AUP,Q3,11,-,41,-,3,-,-,47.805,25/3/10,31/3/10,21/4/10,,,,,,,,,
Aurora Sand Au Tr,ordinary units,ABW,Q3,2.5,-,7,-,3,-,-,35.14,25/3/10,31/3/10,21/4/10,,,,,,,,,
Aurora Sandringham,ordinary units,AOD,Q3,-,1.6,3,-,3,-,-,4.171,25/3/10,31/3/10,21/4/10,,,,,,,,,
Ausdrill Ltd,ordinary,ASL,I,5,-,5,100,3,-,-,6,15/4/10,21/4/10,30/4/10,,,,,,,,,
Ausenco Ltd,ordinary,AAX,F,4.5,-,9.5,100,3,-,18.25,13.5,25/3/10,31/3/10,14/4/10,,,,,,,,,
Austbrokers Hldgs,ordinary,AUB,I,7.5,-,7.5,100,3,-,-,11.5,7/4/10,13/4/10,30/4/10,,,,,,,,,
Australand Assets,assets,AAZPB,Q3,219.7,-,625.85,-,-,-,720.15,197.29,25/3/10,31/3/10,19/4/10,,,,,,,,,
Aust Enhanced,units,AYF,Q3,12.5,-,37.5,17.37,3,-,52.5,17.5,25/3/10,31/3/10,16/4/10,,,,,,,,,
Aust Leaders,ordinary,ALF,I,4,-,4,100,3,-,-,2,19/4/10,23/4/10,30/4/10,,,,,,,,,
Automotive Hldgs,ordinary,AHE,I,7,-,7,100,-,-,-,10,15/3/10,19/3/10,6/4/10,,,,,,,,,
Bank Of Queensland,5.1240% reset pref,BOQPA,I,255,-,255,100,-,-,-,257,22/3/10,26/3/10,15/4/10,,,,,,,,,
Bank Of Queensland,perpetual pref share,BOQPC,I,216,-,216,100,-,-,-,353,22/3/10,26/3/10,15/4/10,,,,,,,,,
Beach Energy Ltd,ordinary,BPT,I,0.75,-,0.75,13.34,3,-,0.75,-,25/3/10,31/3/10,23/4/10,,,,,,,,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,12/4/10,16/4/10,3/5/10,,,,,,,,,
Bendigo & Adelaide,reset preference,BENPB,F,104.63,-,374.95,100,-,-,-,152.98,18/5/10,24/5/10,15/6/10,,,,,,,,,
Bendigo & Adelaide,step up non-cum pref,BENPC,Q3,102,-,286,100,-,-,335,86,18/3/10,24/3/10,12/4/10,,,,,,,,,
Beyond Intl,ordinary,BYI,I,3,-,3,-,-,-,-,3,9/3/10,15/3/10,16/4/10,,,,,,,,,
Billabong,ordinary,BBG,I,18,-,18,50,3,-,27,-,16/3/10,22/3/10,22/4/10,,,,,,,,,
Brambles Ltd,ordinary,BXB,I,12.5,-,12.5,20,3,-,-,17.5,12/3/10,18/3/10,8/4/10,,,,,,,,,
Breville Grp Ltd,ordinary,BRG,I,6,-,6,-,4,-,-,-,12/3/10,18/3/10,1/4/10,,,,,,,,,
Brickworks Ltd,ordinary,BKW,I,13,-,13,100,-,-,12.5,-,23/4/10,30/4/10,20/5/10,,,,,,,,,
Brisbane Broncos,ordinary,BBL,F,0.5,-,0.5,100,-,-,-,-,19/3/10,25/3/10,15/4/10,,,,,,,,,
BSA Ltd,ordinary,BSA,I,1,-,1,100,3,-,1,-,5/3/10,12/3/10,16/4/10,,,,,,,,,
Cabcharge Aust,ordinary,CAB,I,17,-,17,100,-,-,-,17,25/3/10,31/3/10,29/4/10,,,,,,,,,
Carsales Com Ltd,ordinary,CRZ,I,6.6,-,6.6,100,-,-,-,-,26/3/10,1/4/10,16/4/10,,,,,,,,,
Cedar Woods Prop,ordinary,CWP,I,5,-,5,100,3,-,-,10,12/4/10,16/4/10,30/4/10,,,,,,,,,
Centennial Coal,ordinary,CEY,I,4,-,4,50,3,-,7,-,26/3/10,1/4/10,20/4/10,,,,,,,,,
Challenger FSG,ordinary,CGF,I,6,-,6,-,4,-,-,7.5,18/3/10,24/3/10,16/4/10,,,,,,,,,
Chalmers Ltd,ordinary,CHR,I,7,-,7,100,-,-,-,13,12/3/10,18/3/10,1/4/10,,,,,,,,,
Chandler Macleod,ordinary,CMG,I,0.35,-,0.35,100,-,-,-,0.5,25/3/10,31/3/10,14/4/10,,,,,,,,,
CIC Aust Ltd,ordinary,CNB,F,3,-,4,100,3,-,1,3,25/3/10,31/3/10,30/4/10,,,,,,,,,
Clime Capital,ordinary,CAM,Q3,1,-,3,100,3,-,-,-,25/3/10,31/3/10,16/4/10,,,,,,,,,
Clime Capital,7.5% non-cum. pref,CAMPA,Q3,4.5,-,13.5,100,-,-,4.5,4.5,25/3/10,31/3/10,15/4/10,,,,,,,,,
Coca-Cola Amatil,ordinary,CCL,F,25,-,43.5,100,3,-,-,-,22/2/10,26/2/10,6/4/10,,,,,,,,,
Codan Ltd,ordinary,CDA,I,3.5,-,3.5,100,-,-,-,3.5,12/3/10,18/3/10,1/4/10,,,,,,,,,
Colorpak Ltd,ordinary,CKL,I,1.5,-,1.5,100,4,-,-,2.75,1/3/10,5/3/10,1/4/10,,,,,,,,,
Commonwealth Bank,ordinary,CBA,I,120,-,120,100,3,-,-,153,15/2/10,19/2/10,1/4/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls v),CBAPA,F,256.97,-,563.54,100,-,-,-,-,19/4/10,23/4/10,30/4/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls iv),CBAPB,F,177.65,-,649.28,100,-,-,312.12,247.22,19/4/10,23/4/10,30/4/10,,,,,,,,,
Connecteast Grp,stapled,CEU,I,1,-,1,-,3,-,1,-,3/3/10,10/3/10,23/4/10,,,,,,,,,
Consolidated Media,ordinary,CMJ,I,10.5,-,10.5,100,-,-,-,6,26/3/10,1/4/10,16/4/10,,,,,,,,,
Corporate Express,ordinary,CXP,F,12.5,-,22.5,100,-,-,13.5,-,18/3/10,24/3/10,14/4/10,,,,,,,,,
Count Financial,ordinary,COU,Q3,2,-,5,100,-,-,8,2,15/3/10,19/3/10,15/4/10,,,,,,,,,
Crane Grp Ltd,ordinary,CRG,I,18,-,18,100,3,-,-,36,23/2/10,1/3/10,9/4/10,,,,,,,,,
Credit Corp Grp,ordinary,CCP,I,3,-,3,100,3,-,-,2,5/3/10,12/3/10,1/4/10,,,,,,,,,
Cromwell Grp,stapled securities,CMW,Q3,2,-,6,-,4,-,7.5,1.5,30/3/10,7/4/10,14/5/10,,,,,,,,,
Crown Ltd,ordinary,CWN,I,18,-,18,60,-,-,-,29,1/4/10,9/4/10,23/4/10,,,,,,,,,
CSL Ltd,ordinary,CSL,I,35,-,35,-,4,-,-,23,9/3/10,15/3/10,9/4/10,,,,,,,,,
CTI Logistics,ordinary,CLX,I,3,-,3,100,4,4,-,3,12/4/10,16/4/10,3/5/10,,,,,,,,,
David Jones Ltd,ordinary,DJS,I,12,-,12,100,3,-,11,-,29/3/10,6/4/10,3/5/10,,,,,,,,,
Dexus Rents Tr,rents,DXRPA,Q3,133,-,362,-,-,-,455,110,25/3/10,31/3/10,19/4/10,,,,,,,,,
Diploma Grp Ltd,ordinary,DGX,I,1,-,1,100,3,-,-,2,12/3/10,18/3/10,30/4/10,,,,,,,,,
Downer Edi Ltd,ordinary,DOW,I,13.1,-,13.1,-,3,-,-,12.5,2/3/10,9/3/10,9/4/10,,,,,,,,,
DWS Advanced,ordinary,DWS,I,5,-,5,100,-,-,-,5.5,9/3/10,15/3/10,6/4/10,,,,,,,,,
Embelton Ltd,ordinary,EMB,I,11,-,11,100,-,-,-,16.5,19/3/10,25/3/10,16/4/10,,,,,,,,,
Empired Ltd,ordinary,EPD,I,0.25,-,0.25,100,-,-,-,0.5,25/3/10,31/3/10,30/4/10,,,,,,,,,
Envestra Ltd,ordinary,ENV,I,2.75,-,2.75,54.6,3,-,4.5,2.75,15/3/10,19/3/10,30/4/10,,,,,,,,,
Equity Tr,ordinary,EQT,I,50,-,50,100,3,-,50,-,12/3/10,18/3/10,16/4/10,,,,,,,,,
Ethane Pipeline,stapled securities,EPX,Q3,4.39,-,11.17,-,-,-,3.08,3.1,25/3/10,31/3/10,15/4/10,,,,,,,,,
EVZ Ltd,ordinary,EVZ,I,0.25,-,0.25,100,4,-,-,-,17/3/10,23/3/10,15/4/10,,,,,,,,,
FFI Hldgs,ordinary,FFI,I,10,-,10,100,3,-,-,11,15/4/10,21/4/10,28/4/10,,,,,,,,,
Fantastic Hldgs,ordinary,FAN,I,6.25,-,6.25,100,-,-,-,6.2,15/3/10,19/3/10,9/4/10,,,,,,,,,
FKP Prop Grp,stapled securities,FKP,I,0.5,-,0.5,-,3,-,-,15.7,23/12/09,31/12/09,14/4/10,,,,,,,,,
Fletcher Bld,ordinary,FBU,I,10.1545,-,10.1545,-,3,-,17.8841,-,25/3/10,31/3/10,21/4/10,,,,,,,,,
Flexigrp Ltd,ordinary,FXL,I,3,-,3,100,4,-,3,-,10/3/10,16/3/10,15/4/10,,,,,,,,,
Flight Centre,ordinary,FLT,I,26,-,26,100,-,-,-,48.5,5/3/10,12/3/10,1/4/10,,,,,,,,,
Foster's Grp,ordinary,FGL,I,12,-,12,100,3,-,-,14.25,23/2/10,1/3/10,1/4/10,,,,,,,,,
Frigrite Ltd,ordinary,FRR,I,0.5,-,0.5,100,-,-,-,-,22/3/10,26/3/10,12/4/10,,,,,,,,,
Gazal Corp,ordinary,GZL,I,4,-,4,100,-,-,-,7,9/3/10,15/3/10,1/4/10,,,,,,,,,
Goodman Fielder,ordinary,GFF,I,5.25,-,5.25,-,3,-,4.5,-,3/3/10,10/3/10,8/4/10,,,,,,,,,
Gowing Bros Ltd,ordinary,GOW,I,5,-,5,100,4,4,10,-,31/3/10,8/4/10,23/4/10,,,,,,,,,
Guinness Peat Grp,chess depositary int,GPG,F,1.66,-,1.66,-,-,3,-,2.1,5/3/10,12/3/10,17/5/10,,,,,,,,,
Gunns Ltd,forests,GNSPA,Q3,159.2,-,458.56,100,-,-,556.15,142.15,25/3/10,31/3/10,14/4/10,,,,,,,,,
GWA Intl,ordinary,GWT,I,9.5,-,9.5,100,4,-,-,8,15/3/10,19/3/10,7/4/10,,,,,,,,,
Harvey Norman,ordinary,HVN,I,7,-,7,100,-,-,-,7,12/4/10,16/4/10,3/5/10,,,,,,,,,
Hastie Grp Ltd,ordinary,HST,I,5,-,5,100,3,-,7,-,2/3/10,9/3/10,16/4/10,,,,,,,,,
Hastings Diversified,stapled security,HDF,Q3,3,-,9,-,3,-,17,3,25/3/10,31/3/10,30/4/10,,,,,,,,,
Hastings High Yield,ordinary units,HHY,Q3,3.7,-,10.9,-,3,-,14.2,4.1,25/3/10,31/3/10,10/5/10,,,,,,,,,
Healthscope Ltd,ordinary,HSP,I,11.5,-,11.5,100,3,-,-,10,19/2/10,25/2/10,6/4/10,,,,,,,,,
Henderson Grp,cdi 1:1,HGG,F,-,-,3.6025,-,-,-,-,8.5539,3/5/10,7/5/10,28/5/10,,,,,,,,,
IDT Aust Ltd,ordinary,IDT,I,1,-,1,100,-,-,-,6.5,12/4/10,16/4/10,30/4/10,,,,,,,,,
iiNet Ltd,ordinary,IIN,I,3,-,3,100,-,-,-,4,15/3/10,19/3/10,21/4/10,,,,,,,,,
ING Industrial Fund,units,IIF,Q3,0.8025,-,0.8025,-,4,-,4.5,4.3,25/3/10,31/3/10,30/4/10,,,,,,,,,
ING Office Fund,stapled securities,IOF,Q3,0.975,-,2.925,-,4,-,5.4,2.125,25/3/10,31/3/10,30/4/10,,,,,,,,,
Insurance Aust,ordinary,IAG,I,8.5,-,8.5,100,3,-,4,-,3/3/10,10/3/10,12/4/10,,,,,,,,,
Integrated Legal,ordinary,IAW,I,0.25,-,0.25,100,3,-,-,2.2,3/3/10,10/3/10,9/4/10,,,,,,,,,
Invocare Ltd,ordinary,IVC,F,13.75,-,25.25,100,3,-,-,13,15/3/10,19/3/10,9/4/10,,,,,,,,,
iShares Russell 2000,cdi 1:1,IRU,Q3,16.1319,-,53.0483,-,-,-,57.9015,19.1047,25/3/10,29/3/10,16/4/10,,,,,,,,,
iShares S&P 500,cdi 1:1,IVV,Q3,46.6071,-,150.823,-,-,-,205.1985,51.5608,26/3/10,30/3/10,19/4/10,,,,,,,,,
iShares S&P Mcap 400,cdi 1:1,IJH,Q3,18.5036,-,68.4322,-,-,-,79.8392,19.8453,26/3/10,30/3/10,19/4/10,,,,,,,,,
iShares S&P Scap 600,cdi 1:1,IJR,Q3,11.8485,-,39.3619,-,-,-,50.4842,12.2541,26/3/10,30/3/10,19/4/10,,,,,,,,,
Katana Capital,ordinary,KAT,I,1.5,-,1.5,100,3,-,-,1,29/3/10,6/4/10,19/4/10,,,,,,,,,
Koon Hldgs,chess depositary int,KNH,F,1.0275,-,1.7478,-,-,-,-,-,29/3/10,6/4/10,23/4/10,,,,,,,,,
Kresta Hldgs,ordinary,KRS,I,2,-,2,100,-,-,-,1,27/4/10,3/5/10,14/5/10,,,,,,,,,
Ludowici Ltd,ordinary,LDW,F,6,-,12,-,3,-,6,-,20/4/10,27/4/10,7/5/10,,,,,,,,,
Lycopodium Ltd,ordinary,LYL,I,5,-,5,100,-,-,-,20,26/3/10,1/4/10,15/4/10,,,,,,,,,
M2 Telecomms,ordinary,MTU,I,5,-,5,100,3,-,-,3,16/3/10,22/3/10,14/4/10,,,,,,,,,
MAC Services (The),ordinary,MSL,I,4.5,-,4.5,100,-,-,-,4,26/3/10,1/4/10,15/4/10,,,,,,,,,
Macarthur Coal,ordinary,MCC,I,8,-,8,100,-,-,-,14,25/3/10,31/3/10,21/4/10,,,,,,,,,
MacarthurCook Ind Pr,ordinary units,MIF,Q3,0.5,-,1.3,-,3,-,-,1.8125,25/3/10,31/3/10,22/4/10,,,,,,,,,
Macmahon Hldgs,ordinary,MAH,I,1.5,-,1.5,-,4,-,-,3.5,15/3/10,19/3/10,12/4/10,,,,,,,,,
Matrix C & E Ltd,ordinary,MCE,I,2,-,2,100,-,-,-,-,8/4/10,14/4/10,28/4/10,,,,,,,,,
Maxitrans Ind,ordinary,MXI,I,1,-,1,100,3,-,1,-,22/3/10,26/3/10,23/4/10,,,,,,,,,
McMillan Shakespeare,ordinary,MMS,I,10,-,10,100,-,-,-,9,15/3/10,19/3/10,1/4/10,,,,,,,,,
Mcpherson's Ltd,ordinary,MCP,I,10,-,10,100,4,-,-,13,9/3/10,15/3/10,1/4/10,,,,,,,,,
Melbourne IT,ordinary,MLB,F,8,-,15,100,3,-,7,-,17/3/10,23/3/10,15/4/10,,,,,,,,,
Mesbon China Nylon,ordinary,MES,F,0.5,-,0.5,-,3,-,2,-,30/3/10,7/4/10,12/5/10,,,,,,,,,
Mineral Res,ordinary,MIN,I,6.4,-,6.4,100,-,-,-,13.35,11/3/10,17/3/10,6/4/10,,,,,,,,,
Mirvac Grp,stapled securities,MGR,Q3,2,-,6,-,4,-,13.225,0.2,25/3/10,31/3/10,30/4/10,,,,,,,,,
Mitchell Comms,ordinary,MCU,I,2.3,-,2.3,100,3,-,1.9,-,15/3/10,19/3/10,16/4/10,,,,,,,,,
Money3 Corp,ordinary,MNY,I,1.6,-,1.6,100,3,-,1.5,-,22/3/10,26/3/10,30/4/10,,,,,,,,,
Multiplex European,units,MUE,Q3,-,0.625,-,-,-,-,-,-,25/3/10,31/3/10,30/4/10,,,,,,,,,
Multiplex Sites,sites,MXUPA,Q3,-,148,-,-,-,-,-,-,25/3/10,31/3/10,19/4/10,,,,,,,,,
Myer Hldgs Ltd,ordinary,MYR,I,10.5,-,10.5,100,-,-,-,-,19/3/10,25/3/10,6/5/10,,,,,,,,,
National Can Ind,ordinary,NCI,I,3,-,3,100,-,-,-,2,31/3/10,8/4/10,22/4/10,,,,,,,,,
NEW Hope Corp,ordinary,NHC,I,5,-,5,100,-,-,4.75,-,13/4/10,19/4/10,5/5/10,,,,,,,,,
Newcrest Min,ordinary,NCM,I,5,-,5,-,3,-,-,10,22/3/10,26/3/10,16/4/10,,,,,,,,,
News Corp,b voting cdi,NWS,I,6.9634,-,6.9634,-,-,-,-,6.3464,3/3/10,10/3/10,14/4/10,,,,,,,,,
News Corp,a non-voting cdi,NWSLV,I,6.9634,-,6.9634,-,-,-,-,6.3464,3/3/10,10/3/10,14/4/10,,,,,,,,,
NIB Hldgs Ltd,ordinary,NHF,I,2,-,2,100,-,-,-,2.1,5/3/10,12/3/10,8/4/10,,,,,,,,,
Noni B Ltd,ordinary,NBL,I,6,-,6,100,-,-,-,10,8/4/10,14/4/10,28/4/10,,,,,,,,,
North Queensland,ordinary,NQM,I,0.5,-,0.5,-,3,-,1,-,25/3/10,31/3/10,15/4/10,,,,,,,,,
Nuplex Ind,ordinary,NPX,I,6.6484,-,6.6484,80,3,-,-,16.22,12/3/10,18/3/10,1/4/10,,,,,,,,,
Oil Search Ltd,ordinary,OSH,F,2.1763,-,4.4736,-,3,-,4.78,5.56,11/3/10,17/3/10,9/4/10,,,,,,,,,
OM Hldgs Ltd,ordinary,OMH,F,2,-,2,-,-,-,3.5,-,23/4/10,30/4/10,28/5/10,,,,,,,,,
OneSteel,ordinary,OST,I,5,-,5,-,3,-,6,-,1/3/10,5/3/10,15/4/10,,,,,,,,,
Orica Ltd,step up preference,ORIPB,I,288,-,288,-,-,-,-,470,10/5/10,14/5/10,31/5/10,,,,,,,,,
Origin Energy,ordinary,ORG,I,25,-,25,100,3,-,25,-,2/3/10,9/3/10,1/4/10,,,,,,,,,
Orotongrp Ltd,ordinary,ORL,I,22,-,22,100,-,-,16,-,18/3/10,24/3/10,7/4/10,,,,,,,,,
Patties Foods Ltd,ordinary,PFL,I,3,-,3,100,-,-,-,4.5,15/3/10,19/3/10,14/4/10,,,,,,,,,
Peet Ltd,ordinary,PPC,I,4,-,4,100,3,-,3,-,24/3/10,30/3/10,16/4/10,,,,,,,,,
Perpetual Ltd,ordinary,PPT,I,105,-,105,100,3,-,-,141,4/3/10,11/3/10,1/4/10,,,,,,,,,
Plan B Grp Hld,ordinary,PLB,I,1.5,-,1.5,100,4,-,-,2.4,4/3/10,11/3/10,1/4/10,,,,,,,,,
PPK Grp Ltd,ordinary,PPK,I,1.5,-,1.5,100,-,-,-,3.25,22/3/10,26/3/10,9/4/10,,,,,,,,,
Preferred Capital,perls iii,PCAPA,Q3,178.82,-,487.82,-,-,-,620.94,145.32,24/3/10,30/3/10,6/4/10,,,,,,,,,
Premier Invest,ordinary,PMV,I,38,-,38,100,3,-,37,-,25/3/10,31/3/10,22/4/10,,,,,,,,,
Premium Investors,ordinary,PRV,I,1.5,-,1.5,100,3,-,-,4,18/3/10,24/3/10,15/4/10,,,,,,,,,
Prime Infr Grp,stapled securities,PIH,F,7.5,-,7.5,-,-,-,-,-,23/4/10,30/4/10,31/5/10,,,,,,,,,
Prime Media Grp,ordinary,PRT,I,1.2,-,1.2,100,-,-,-,9,24/3/10,30/3/10,23/4/10,,,,,,,,,
PRO-Pac Packaging,ordinary,PPG,I,1,-,1,100,3,-,-,1,5/3/10,12/3/10,9/4/10,,,,,,,,,
Ramsay Health Care,ordinary,RHC,I,18.5,-,18.5,100,4,-,16.5,-,16/3/10,22/3/10,9/4/10,,,,,,,,,
Ramsay Health Care,cares,RHCPA,I,249.8,-,249.8,100,-,-,-,378.71,31/3/10,8/4/10,20/4/10,,,,,,,,,
Real Estate Capital,unit,RCU,Q3,0.5,-,2.4,-,4,-,1.5,1.19,25/3/10,31/3/10,16/4/10,,,,,,,,,
Retail Food Grp,ordinary,RFG,I,5.25,-,5.25,100,3,-,4.5,-,17/3/10,23/3/10,8/4/10,,,,,,,,,
Rio Tinto Ltd,ordinary,RIO,F,51.56,-,51.56,100,3,-,77.35,-,24/2/10,2/3/10,1/4/10,,,,,,,,,
Runge Ltd,ordinary,RUL,I,1,-,1,100,-,-,-,1.5,10/3/10,16/3/10,7/4/10,,,,,,,,,
Salmat Ltd,ordinary,SLM,I,11,-,11,100,4,-,-,10.5,10/3/10,16/3/10,9/4/10,,,,,,,,,
Scott Corp,ordinary,SCC,I,2,-,2,100,3,-,-,1,1/4/10,9/4/10,30/4/10,,,,,,,,,
Seek Ltd,ordinary,SEK,I,5.2,-,5.2,100,-,-,-,9.9,26/3/10,1/4/10,23/4/10,,,,,,,,,
Select Harvests,ordinary,SHV,I,10,-,10,100,3,-,-,23,25/2/10,3/3/10,9/4/10,,,,,,,,,
Seven Net,ordinary,SEV,I,17,-,17,100,-,-,-,17,26/3/10,1/4/10,16/4/10,,,,,,,,,
Sims Metal Mgmt,ordinary,SGM,I,10,-,10,100,3,-,28,-,15/3/10,19/3/10,9/4/10,,,,,,,,,
SKY City Entertain,ordinary,SKC,I,6.2456,-,6.2456,-,4,-,-,-,15/3/10,19/3/10,1/4/10,,,,,,,,,
Skywest Airlines,cdi 1:1,SXR,I,0.4005,-,0.4005,-,-,-,-,-,1/4/10,9/4/10,16/4/10,,,,,,,,,
Slater & Gordon,ordinary,SGH,I,2,-,2,100,-,-,-,3,19/2/10,25/2/10,28/4/10,,,,,,,,,
Snowball Grp,ordinary,SNO,I,1.25,-,1.25,100,-,-,-,2.5,25/3/10,31/3/10,30/4/10,,,,,,,,,
Soul Pattinson (W H),ordinary,SOL,I,14,-,14,100,-,-,13,-,16/4/10,22/4/10,13/5/10,,,,,,,,,
SPDR S&P/ASX Prop Fd,etf units,SLF,Q3,22.1381,-,39.8844,-,4,-,47.6317,11.0063,31/3/10,8/4/10,7/6/10,,,,,,,,,
Spotless Grp Ltd,ordinary,SPT,I,5,-,5,60,3,-,-,10.5,22/3/10,26/3/10,30/4/10,,,,,,,,,
Steamships Trading,ordinary,SST,F,-,-,24.0568,-,-,-,25.682,36.7597,5/5/10,11/5/10,25/5/10,,,,,,,,,
Sthn Cross Elect,ordinary,SXE,I,2,-,2,100,-,-,-,4,15/3/10,19/3/10,2/4/10,,,,,,,,,
Stratatel Ltd,ordinary,STE,I,0.13,-,0.13,-,3,-,0.25,-,18/3/10,24/3/10,14/4/10,,,,,,,,,
STW Communications,ordinary,SGN,F,2,-,3.5,100,4,-,4.8,-,21/4/10,28/4/10,12/5/10,,,,,,,,,
Suncorp-Metway,ordinary,SUN,I,15,-,15,100,3,-,-,55,1/3/10,5/3/10,1/4/10,,,,,,,,,
Suncorp-Metway,pref shares,SUNPB,F,134.62,-,494.28,100,-,-,-,108.78,24/5/10,28/5/10,15/6/10,,,,,,,,,
Tamawood Ltd,ordinary,TWD,I,8,-,8,100,4,-,8,-,14/4/10,20/4/10,18/5/10,,,,,,,,,
Taps Tr,taps cum. resettable,TTXPA,Q3,150.66,-,415.65,-,-,-,636.07,127.48,25/3/10,31/3/10,23/4/10,,,,,,,,,
Tassal Grp Ltd,ordinary,TGR,I,4,-,4,-,3,-,4,-,5/3/10,12/3/10,1/4/10,,,,,,,,,
Tatts Grp Ltd,ordinary,TTS,I,10,-,10,100,3,-,10,-,2/3/10,9/3/10,6/4/10,,,,,,,,,
TFS Corp Ltd,ordinary,TFC,I,1.25,-,1.25,100,3,-,1.25,-,31/5/10,4/6/10,18/6/10,,,,,,,,,
The Reject Shop,ordinary,TRS,I,39,-,39,100,-,-,-,19,25/3/10,31/3/10,19/4/10,,,,,,,,,
ThinkSmart Ltd,ordinary,TSM,F,2,-,3.5,100,-,-,2,-,31/3/10,8/4/10,23/4/10,,,,,,,,,
Toll Hldgs Ltd,ordinary,TOL,I,11.5,-,11.5,100,3,-,-,11.5,5/3/10,12/3/10,2/4/10,,,,,,,,,
TPG Telecom Ltd,ordinary,TPM,I,2,-,2,100,3,-,-,-,19/4/10,23/4/10,27/5/10,,,,,,,,,
Transfield Services,ordinary,TSE,I,5,-,5,100,3,-,4.75,-,11/3/10,17/3/10,14/4/10,,,,,,,,,
Transpacific SPS,non-cum setup pref.,TPAPA,I,254,-,254,100,-,-,-,-,25/3/10,31/3/10,15/4/10,,,,,,,,,
