Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 17:32 Thursday 31/12/2009|. Processed 17:33 Thursday 31/12/2009.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Bunnings Warehouse,ordinary units,BWP,I,-,6.09,-,-,3,-,-,-,23/12/09,31/12/09,26/2/10,,,,,,,,,
Canada Land Ltd,chess depositary int,CDL,I,0.08,-,0.08,-,-,-,-,0.28,7/12/09,11/12/09,6/1/10,,,,,,,,,
Carindale Prop,unit,CDP,I,-,13.59,-,-,-,-,-,12.92,23/12/09,31/12/09,26/2/10,,,,,,,,,
CFS Retail Prop,units,CFX,I,-,6.2,-,-,3,-,-,6,23/12/09,31/12/09,25/2/10,,,,,,,,,
Challenger Div Pro,stapled units,CDI,I,-,2.05,-,-,3,-,-,4.23,23/12/09,31/12/09,26/2/10,,,,,,,,,
Challenger Infrast,a stapled units,CIF,I,-,7,-,-,-,-,-,19.5,23/12/09,31/12/09,25/2/10,,,,,,,,,
Challenger Kenedix,ordinary units,CKT,I,-,3,-,-,4,-,-,7.55,23/12/09,31/12/09,26/2/10,,,,,,,,,
Challenger Winetr,ordinary units,CWT,I,-,3.25,1.2,-,3,-,3.564,1.2,23/12/09,31/12/09,9/2/10,,,,,,,,,
Charter Hall Grp,stapled us prohibit.,CHC,I,-,1.6,-,-,3,-,-,6.3,23/12/09,31/12/09,26/2/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls v),CBAPA,Q3,306.57,-,306.57,100,-,-,-,-,19/1/10,25/1/10,1/2/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls iv),CBAPB,Q3,172.54,-,471.63,100,-,-,312.12,247.22,19/1/10,25/1/10,1/2/10,,,,,,,,,
Commonwealth Prop,ordinary units,CPA,I,-,2.65,-,-,-,-,-,4.6,23/12/09,31/12/09,25/2/10,,,,,,,,,
Contango Microcap,ordinary,CTN,I,2,-,2,100,3,-,-,4,22/1/10,29/1/10,12/3/10,,,,,,,,,
Credit Suisse Pl100,ord/units fully paid,CSW,I,-,0.176,-,-,-,-,-,0.573,23/12/09,31/12/09,18/1/10,,,,,,,,,
Cromwell Grp,stapled securities,CMW,I,2,-,4,-,4,-,7.5,1.5,23/12/09,31/12/09,15/2/10,,,,,,,,,
CS Gp100 Aust Tr,ordinary units,CSJ,I,-,1.9715,-,-,-,-,-,-,23/12/09,31/12/09,18/1/10,,,,,,,,,
Cs100 Emrg Mkt Infra,units fully paid,CSU,I,-,0.4534,-,-,-,-,-,1.4292,23/12/09,31/12/09,18/1/10,,,,,,,,,
Dexus Prop Grp,stapled units,DXS,I,2.65,-,2.65,-,3,-,-,6,23/12/09,31/12/09,26/2/10,,,,,,,,,
Dexus Rents Tr,rents,DXRPA,I,117,-,229,-,-,-,666,110,23/12/09,31/12/09,18/1/10,,,,,,,,,
Duet Grp,stapled us prohibit.,DUE,I,10,-,10,-,3,-,-,13.5,23/12/09,31/12/09,16/2/10,,,,,,,,,
Emerging Leaders,ordinary,ELI,I,3.75,-,3.75,100,-,-,-,3.75,6/1/10,12/1/10,29/1/10,,,,,,,,,
Environmental Grp,ordinary,EGL,F,0.2,-,0.2,100,3,-,-,0.3,11/1/10,15/1/10,29/1/10,,,,,,,,,
Ethane Pipeline,stapled securities,EPX,I,3.39,-,6.78,-,-,-,3.08,3.1,23/12/09,31/12/09,15/1/10,,,,,,,,,
FKP Prop Grp,stapled securities,FKP,I,-,0.5,-,-,3,-,-,15.7,23/12/09,31/12/09,14/4/10,,,,,,,,,
Goodman Grp,stapled us prohibit.,GMG,I,-,1.5,-,-,4,-,-,8.5,23/12/09,31/12/09,26/2/10,,,,,,,,,
Growthpoint Prop,ord/unit stapled sec,GOZ,I,-,5.5,-,-,4,-,-,-,23/12/09,31/12/09,26/2/10,,,,,,,,,
Gunns Ltd,forests,GNSPA,I,155.62,-,299.36,100,-,-,556.15,142.15,22/12/09,30/12/09,14/1/10,,,,,,,,,
Hastings Diversified,stapled security,HDF,I,3,-,6,-,3,-,17,3,23/12/09,31/12/09,29/1/10,,,,,,,,,
Hastings High Yield,ordinary units,HHY,I,3.7,-,7.2,-,4,-,14.2,4.1,23/12/09,31/12/09,10/2/10,,,,,,,,,
ING Office Fund,stapled securities,IOF,I,0.975,-,1.95,-,4,-,7.525,2.125,23/12/09,31/12/09,26/2/10,,,,,,,,,
ING Real Estate,units,IHF,I,3.825,-,3.825,-,3,-,-,4.35,23/12/09,31/12/09,26/2/10,,,,,,,,,
iShares China 25,cdi 1:1,IZZ,F,21.5629,-,56.3044,-,-,-,149.9362,-,22/12/09,24/12/09,14/1/10,,,,,,,,,
iShares Glb Conssta,cdi 1:1,IXI,F,54.8854,-,127.3499,-,-,-,-,-,22/12/09,24/12/09,14/1/10,,,,,,,,,
iShares Glb Health,cdi 1:1,IXJ,F,29.9074,-,106.1228,-,-,-,-,-,22/12/09,24/12/09,14/1/10,,,,,,,,,
iShares Glb Telecoms,cdi 1:1,IXP,F,85.3134,-,227.2631,-,-,-,-,-,22/12/09,24/12/09,14/1/10,,,,,,,,,
iShares Global 100,cdi 1:1,IOO,F,54.1324,-,172.5372,-,-,-,102.4582,-,22/12/09,24/12/09,14/1/10,,,,,,,,,
iShares MSCI Bric,cdi 1:1,IBK,I,2.4641,-,2.4641,-,-,-,-,-,31/12/09,5/1/10,21/1/10,,,,,,,,,
iShares MSCI Eafe,cdi 1:1,IVE,I,47.8889,-,47.8889,-,-,-,-,115.432,23/12/09,29/12/09,15/1/10,,,,,,,,,
iShares MSCI Em Mkts,cdi 1:1,IEM,I,1.1651,-,1.1651,-,-,-,-,136.911,31/12/09,5/1/10,21/1/10,,,,,,,,,
iShares MSCI Hk,cdi 1:1,IHK,I,20.0865,-,20.0865,-,-,-,-,21.6967,23/12/09,29/12/09,15/1/10,,,,,,,,,
iShares MSCI Japan,cdi 1:1,IJP,I,8.499,-,8.499,-,-,-,-,5.2524,23/12/09,29/12/09,15/1/10,,,,,,,,,
iShares MSCI S Korea,cdi 1:1,IKO,I,11.0371,-,11.0371,-,-,-,-,53.9701,23/12/09,29/12/09,15/1/10,,,,,,,,,
iShares MSCI Sing,cdi 1:1,ISG,I,24.8288,-,24.8288,-,-,-,-,11.7595,23/12/09,29/12/09,15/1/10,,,,,,,,,
iShares MSCI Taiwan,cdi 1:1,ITW,I,20.1018,-,20.1018,-,-,-,-,-,23/12/09,29/12/09,15/1/10,,,,,,,,,
iShares Russell 2000,cdi 1:1,IRU,I,24.7087,-,38.5536,-,-,-,57.9015,19.1047,24/12/09,30/12/09,18/1/10,,,,,,,,,
iShares S&P 500,cdi 1:1,IVV,I,58.7409,-,107.8884,-,-,-,205.1985,51.5608,29/12/09,31/12/09,19/1/10,,,,,,,,,
iShares S&P Asia 50,cdi 1:1,IAA,F,24.5545,-,51.2135,-,-,-,-,-,22/12/09,24/12/09,14/1/10,,,,,,,,,
iShares S&P Eu 350,cdi 1:1,IEU,F,28.2383,-,103.3353,-,-,-,233.5148,-,22/12/09,24/12/09,14/1/10,,,,,,,,,
iShares S&P Mcap 400,cdi 1:1,IJH,I,33.0607,-,51.9956,-,-,-,79.8392,19.8453,29/12/09,31/12/09,19/1/10,,,,,,,,,
iShares S&P Scap 600,cdi 1:1,IJR,I,16.657,-,28.5548,-,-,-,50.4842,12.2541,29/12/09,31/12/09,19/1/10,,,,,,,,,
KFM Diversified Inf,ordinary units,KIL,I,-,2,-,-,3,-,-,-,23/12/09,31/12/09,26/2/10,,,,,,,,,
MacarthurCook Ind Pr,ordinary units,MIF,I,0.4,-,0.8,-,3,-,-,1.8125,23/12/09,31/12/09,21/1/10,,,,,,,,,
Macq Countrywid,units,MCW,I,-,3,-,-,3,-,-,-,23/12/09,31/12/09,19/2/10,,,,,,,,,
Macq Cps Tr,conv pref,MQCPA,I,559.31,-,559.31,-,-,-,-,-,14/12/09,18/12/09,31/12/09,,,,,,,,,
Macq Infra,stapled securities,MIG,I,2,-,2,-,4,-,-,10,23/12/09,31/12/09,12/2/10,,,,,,,,,
Macq Media,stapled securities,MMG,I,3.5,-,3.5,-,4,-,-,22.5,23/12/09,31/12/09,17/2/10,,,,,,,,,
Macq Office,unit,MOF,I,-,1,-,-,3,-,-,-,23/12/09,31/12/09,18/2/10,,,,,,,,,
MAP Grp,stapled us prohibit.,MAP,F,8,-,21,-,3,-,13,-,23/12/09,31/12/09,18/2/10,,,,,,,,,
Marbletrend Grp,ordinary,MBD,I,0.5,-,0.5,100,-,-,1,-,9/12/09,15/12/09,7/1/10,,,,,,,,,
Marest,tickets,MAZPA,I,326.41,-,326.41,-,-,-,-,322.86,23/12/09,31/12/09,31/12/09,,,,,,,,,
Merchant House,ordinary,MHI,I,0.5,-,0.5,-,-,-,-,1,12/1/10,18/1/10,28/1/10,,,,,,,,,
Metcash Ltd,ordinary,MTS,I,11,-,11,100,4,-,-,12,10/12/09,16/12/09,8/1/10,,,,,,,,,
Mirvac Grp,stapled securities,MGR,I,2,-,4,-,4,-,21.45,0.2,23/12/09,31/12/09,29/1/10,,,,,,,,,
Multiplex European,units,MUE,I,-,0.625,-,-,-,-,2.113,-,23/12/09,31/12/09,29/1/10,,,,,,,,,
Multiplex Sites,sites,MXUPA,I,-,132,-,-,-,-,226,-,23/12/09,31/12/09,18/1/10,,,,,,,,,
Orica Ltd,step up preference,ORIPB,I,288,-,288,-,-,-,-,470,10/5/10,14/5/10,31/5/10,,,,,,,,,
Preferred Capital,perls iii,PCAPA,I,161.85,-,309,100,-,-,620.94,145.32,22/12/09,30/12/09,6/1/10,,,,,,,,,
Premium Investors,ordinary,PRV,I,3.5,-,3.5,100,3,-,-,4,10/12/09,16/12/09,28/1/10,,,,,,,,,
Programmed,ordinary,PRG,I,3,-,3,100,3,-,-,10.5,31/12/09,7/1/10,27/1/10,,,,,,,,,
Rabinov Prop Tr,units,RBV,I,-,4.75,-,-,-,-,-,-,23/12/09,31/12/09,2/2/10,,,,,,,,,
Real Estate Capital,unit,RCU,I,0.95,-,1.9,-,4,-,1.5,1.19,23/12/09,31/12/09,15/1/10,,,,,,,,,
Reef Casino Tr,units,RCT,F,-,13,11,-,-,-,10.5,-,23/12/09,31/12/09,26/3/10,,,,,,,,,
Ruralco Hldgs,ordinary,RHL,F,6,-,12,100,4,-,9,-,30/11/09,4/12/09,11/1/10,,,,,,,,,
Silver Chef Ltd,ordinary,SIV,F,10,-,10,100,-,-,-,7.2,8/9/09,14/9/09,15/1/10,,,,,,,,,
Singapore Telecomm,chess depositary int,SGT,I,4.9474,-,4.9474,-,-,-,-,5.419,16/12/09,22/12/09,14/1/10,,,,,,,,,
Spdr 200 Fund,etf units,STW,I,65.704,-,65.704,78,3,-,-,257.8478,23/12/09,31/12/09,6/1/10,,,,,,,,,
Spdr 50 Fund,etf units,SFY,I,60.426,-,60.426,79.52,3,-,-,183.8298,23/12/09,31/12/09,6/1/10,,,,,,,,,
SPDR S&P/ASX Prop Fd,etf units,SLF,I,-,3.9297,13.8166,-,-,-,140.857,11.0063,31/12/09,7/1/10,5/3/10,,,,,,,,,
Stockland,units/ord stapled,SGP,I,-,10.8,-,-,4,-,-,23.9,23/12/09,31/12/09,26/2/10,,,,,,,,,
Suncorp-Metway,pref shares,SUNPB,Q3,130.37,-,359.66,100,-,-,-,108.78,1/3/10,5/3/10,15/3/10,,,,,,,,,
Taps Tr,taps cum. resettable,TTXPA,I,134.93,-,264.99,-,-,-,636.07,127.48,23/12/09,31/12/09,22/1/10,,,,,,,,,
Thorn Grp Ltd,ordinary,TGA,I,2.56,-,2.56,100,-,-,-,-,15/12/09,21/12/09,14/1/10,,,,,,,,,
Tower Aust,ordinary,TAL,F,5.25,-,5.25,100,3,-,-,-,4/1/10,8/1/10,25/1/10,,,,,,,,,
Tower Ltd,ordinary,TWR,F,-,-,-,-,3,-,-,-,11/1/10,15/1/10,2/2/10,,,,,,,,,
Transfield Serv Infr,stapled securities,TSI,I,-,6,-,-,3,-,-,-,23/12/09,31/12/09,31/3/10,,,,,,,,,
Transurban Grp,triple stapled sec.,TCL,I,12,-,12,-,3,-,-,29,23/12/09,31/12/09,26/2/10,,,,,,,,,
Tutt Bryant Grp,ordinary,TBG,I,2,-,2,100,3,-,3,-,4/1/10,8/1/10,20/1/10,,,,,,,,,
Van Eyk Blueprint,ordinary units,VBP,I,-,2.3,-,-,3,-,-,82,23/12/09,31/12/09,29/3/10,,,,,,,,,
Vngd All-World Ex-Us,cdi 1:1,VEU,F,84.7839,-,84.7839,-,-,-,-,-,29/12/09,31/12/09,22/1/10,,,,,,,,,
Vngd Us Total Market,cdi 1:1,VTS,I,34.5835,-,57.7764,-,-,-,-,24.276,23/12/09,29/12/09,20/1/10,,,,,,,,,
Westpac Banking,preferred,WBCPA,I,-,101.51,-,-,-,-,165.15,-,18/12/09,24/12/09,31/12/09,,,,,,,,,
Westpac Banking,preferred ii,WBCPB,I,-,126.21,-,-,-,-,-,-,18/12/09,24/12/09,31/12/09,,,,,,,,,
Westpac Office Tr,units,WOT,I,1.6625,-,3.325,-,-,-,-,-,23/12/09,31/12/09,16/2/10,,,,,,,,,
Westpac Office Tr,instalment receipts,WOTCA,I,0.85,-,1.7,-,-,-,2.85,0.85,23/12/09,31/12/09,16/2/10,,,,,,,,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,I,76.81,-,150.21,100,-,-,239.14,71.79,8/12/09,14/12/09,31/12/09,,,,,,,,,
