Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 7/8/2010|. Processed 18:02 Sunday 8/8/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Centennial Coal,ordinary,CEY,F,4,-,8,40,4,-,7,4,30/7/10,6/8/10,8/10/10,,,,,,,,,
CFS Retail Prop,units,CFX,F,-,6.3,6.2,-,3,-,-,6.3,24/6/10,30/6/10,26/8/10,,,,,,,,,
Challenger Div Pro,stapled units,CDI,F,-,2.15,-,-,4,-,-,3,24/6/10,30/6/10,30/8/10,,,,,,,,,
Challenger Infrast,stapled units,CIF,F,-,7,7,-,-,-,-,8,24/6/10,30/6/10,30/8/10,,,,,,,,,
Challenger Winetr,ordinary units,CWT,F,-,1,3.25,-,4,-,1.2,1.2,24/6/10,30/6/10,30/8/10,,,,,,,,,
Charter Hall Grp,stapled us prohibit.,CHC,F,1.6,-,3.2,-,3,-,-,1,24/6/10,30/6/10,27/8/10,,,,,,,,,
Charter Hall Office,unit,CQO,F,-,0.85,-,-,3,-,-,-,24/6/10,30/6/10,20/8/10,,,,,,,,,
Charter Hall Retail,units,CQR,F,-,2.3,-,-,3,-,-,-,24/6/10,30/6/10,20/8/10,,,,,,,,,
Choiseul Invest,ordinary,CHO,F,10.5,-,21,100,-,-,-,10.5,19/8/10,25/8/10,8/9/10,,,,,,,,,
Coal & Allied,ordinary,CNA,I,450,-,450,100,-,-,160,-,9/8/10,13/8/10,27/8/10,,,,,,,,,
Collection House,ordinary,CLH,F,3,-,5.8,100,-,-,-,2.6,8/11/10,12/11/10,26/11/10,,,,,,,,,
Colorpak Ltd,ordinary,CKL,F,2.75,-,4.25,100,4,-,-,1.75,3/9/10,9/9/10,5/10/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls v),CBAPA,I,280.59,-,573.19,100,-,-,306.57,256.97,19/10/10,25/10/10,1/11/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls iv),CBAPB,I,199.47,-,406.44,100,-,-,471.63,177.65,19/10/10,25/10/10,1/11/10,,,,,,,,,
Commonwealth Prop,ordinary units,CPA,F,-,2.9,2.65,-,-,-,-,4.2,24/6/10,30/6/10,26/8/10,,,,,,,,,
Coventry Grp,ordinary,CYG,F,8,-,14,100,-,-,-,5,31/8/10,6/9/10,21/9/10,,,,,,,,,
Crane Grp Ltd,ordinary,CRG,F,22,-,40,100,3,-,-,28,10/8/10,16/8/10,30/9/10,,,,,,,,,
Cromwell Grp,stapled securities,CMW,F,2,-,8,-,-,-,2.5,1.5,24/6/10,30/6/10,31/8/10,,,,,,,,,
Dexus Prop Grp,stapled units,DXS,F,2.45,-,5.1,-,3,-,-,3.5,24/6/10,30/6/10,27/8/10,,,,,,,,,
Djerriwarrh,ordinary,DJW,F,16,-,26,100,3,-,-,16,3/8/10,9/8/10,24/8/10,,,,,,,,,
Duet Grp,stapled us prohibit.,DUE,F,10,-,20,-,3,-,-,10,24/6/10,30/6/10,13/8/10,,,,,,,,,
Energy Res,ordinary 'a',ERA,I,8,-,8,100,-,-,14,-,9/8/10,13/8/10,27/8/10,,,,,,,,,
FFI Hldgs,ordinary,FFI,I,50,-,50,100,3,-,-,-,9/8/10,13/8/10,27/8/10,,,,,,,,,
Finbar Grp Ltd,ordinary,FRI,F,5.5,-,7.5,100,3,-,-,5,6/8/10,12/8/10,20/9/10,,,,,,,,,
FKP Prop Grp,stapled securities,FKP,F,-,1,0.5,-,3,-,-,1.45,24/6/10,30/6/10,30/9/10,,,,,,,,,
GUD Hldgs,ordinary,GUD,F,34,-,62,100,3,-,-,33,10/9/10,16/9/10,30/9/10,,,,,,,,,
Goodman Grp,stapled us prohibit.,GMG,F,-,1.9,1.5,-,4,-,-,-,24/6/10,30/6/10,26/8/10,,,,,,,,,
Growthpoint Prop,ord/unit stapled sec,GOZ,F,-,8.5,5.5,-,4,-,-,-,24/6/10,30/6/10,31/8/10,,,,,,,,,
Hastings High Yield,ordinary units,HHY,F,3.7,-,14.6,-,3,-,4.6,4.1,24/6/10,30/6/10,27/8/10,,,,,,,,,
Hills Ind Ltd,ordinary,HIL,F,5.5,-,12.5,100,4,4,-,2,7/9/10,13/9/10,27/9/10,,,,,,,,,
Hire Intelligence,ordinary,HII,F,0.4,-,0.4,100,-,-,-,1,4/8/10,10/8/10,6/9/10,,,,,,,,,
Hyperion Flagship,ordinary,HIP,F,4.25,-,8.5,100,3,-,-,4.25,23/8/10,27/8/10,28/9/10,,,,,,,,,
Infigen Energy,stapled securities,IFN,F,-,2,-,-,3,-,-,4.5,24/6/10,30/6/10,16/9/10,,,,,,,,,
ING Industrial Fund,units,IIF,F,0.8025,-,1.605,-,4,-,-,-,24/6/10,30/6/10,31/8/10,,,,,,,,,
ING Office Fund,stapled securities,IOF,F,0.975,-,2.925,-,4,-,2.125,2.125,24/6/10,30/6/10,31/8/10,,,,,,,,,
ING Real Estate,units,IHF,F,3.825,-,7.65,-,3,-,-,4.35,24/6/10,30/6/10,31/8/10,,,,,,,,,
Intoll Grp,stapled securities,ITO,F,1,-,1,-,4,-,-,-,24/6/10,30/6/10,13/8/10,,,,,,,,,
ITX Grp Ltd,ordinary,ITX,F,4.25,-,7,100,-,-,-,3.75,16/8/10,20/8/10,26/8/10,,,,,,,,,
Korvest Ltd,ordinary,KOV,F,15,-,32,100,4,-,-,17,18/8/10,24/8/10,7/9/10,,,,,,,,,
Linq Res Fund,units,LRF,F,-,3,-,-,3,-,-,1,24/6/10,30/6/10,30/8/10,,,,,,,,,
MAP Grp,stapled us prohibit.,MAP,I,11,-,11,-,3,-,13,-,24/6/10,30/6/10,18/8/10,,,,,,,,,
Merchant House,ordinary,MHI,F,1,-,1.5,-,-,-,-,0.5,16/8/10,20/8/10,26/8/10,,,,,,,,,
Milton Corp,ordinary,MLT,F,36,-,71,100,-,-,-,35,12/8/10,18/8/10,1/9/10,,,,,,,,,
Navitas Ltd,ordinary,NVT,F,10.7,-,18.8,100,-,-,-,8.8,11/8/10,17/8/10,31/8/10,,,,,,,,,
News Corp,b voting cdi,NWS,F,-,-,6.9634,-,-,-,-,5.9137,2/9/10,8/9/10,13/10/10,,,,,,,,,
News Corp,a non-voting cdi,NWSLV,F,-,-,6.9634,-,-,-,-,5.9137,2/9/10,8/9/10,13/10/10,,,,,,,,,
Orica Ltd,step up preference,ORIPB,F,316,-,604,-,-,-,-,229,9/11/10,15/11/10,30/11/10,,,,,,,,,
Ozgrowth Ltd,ordinary,OZG,F,1.1,-,1.4,100,-,-,-,-,3/8/10,9/8/10,16/8/10,,,,,,,,,
Preferred Capital,perls iii,PCAPA,Q1,-,-,-,-,-,-,487.82,192.61,23/9/10,29/9/10,6/10/10,,,,,,,,,
Prime Infr Grp,stapled securities,PIH,F,7.5,-,15,-,-,-,-,-,24/6/10,30/6/10,31/8/10,,,,,,,,,
Rabinov Prop Tr,units,RBV,F,-,4.75,-,-,-,-,-,-,24/6/10,30/6/10,10/8/10,,,,,,,,,
Reef Casino Tr,units,RCT,I,-,9,-,-,-,-,11,-,24/6/10,30/6/10,23/9/10,,,,,,,,,
Rio Tinto Ltd,ordinary,RIO,I,49.27,-,49.27,100,3,-,-,-,11/8/10,17/8/10,9/9/10,,,,,,,,,
Singapore Telecomm,chess depositary int,SGT,F,6.6974,-,11.6448,-,-,-,-,5.7486,5/8/10,11/8/10,27/8/10,,,,,,,,,
SPDR S&P/ASX Prop Fd,etf units,SLF,F,12.1667,-,52.0511,-,4,-,47.6317,11.0063,24/6/10,30/6/10,27/8/10,,,,,,,,,
Sterihealth Ltd,ordinary,STP,F,7,-,7,100,-,-,-,-,26/10/10,1/11/10,29/11/10,,,,,,,,,
Stockland,units/ord stapled,SGP,F,-,10.8,10.8,-,4,-,-,17,24/6/10,30/6/10,31/8/10,,,,,,,,,
Suncorp-Metway,pref shares,SUNPB,Q1,141.51,-,141.51,100,-,-,359.66,134.62,30/8/10,3/9/10,14/9/10,,,,,,,,,
Supply Net,ordinary,SNL,F,2,-,3,100,3,-,1,2,6/9/10,10/9/10,24/9/10,,,,,,,,,
Tabcorp Hldgs Ltd,ordinary,TAH,F,25,-,55,100,3,-,-,30,10/8/10,16/8/10,20/9/10,,,,,,,,,
Tamawood Ltd,ordinary,TWD,F,13,-,21,100,4,-,8,13,15/11/10,19/11/10,3/12/10,,,,,,,,,
Transfield Serv Infr,stapled securities,TSI,F,-,4,6,-,3,-,-,7,24/6/10,30/6/10,20/9/10,,,,,,,,,
Transfield Services,ordinary,TSE,F,-,-,5,100,-,-,4.75,7.25,9/9/10,15/9/10,20/10/10,,,,,,,,,
Transmetro Corp,ordinary,TCO,F,3,-,3,100,-,-,-,3,6/8/10,12/8/10,26/8/10,,,,,,,,,
Transpacific SPS,non-cum setup pref.,TPAPA,F,-,-,254,-,-,-,-,231,24/9/10,30/9/10,15/10/10,,,,,,,,,
Transurban Grp,triple stapled sec.,TCL,F,12,-,24,-,3,-,-,11,24/6/10,30/6/10,27/8/10,,,,,,,,,
Van Eyk Blueprint,ordinary units,VBP,F,-,32,2.3,-,3,-,-,25,24/6/10,30/6/10,28/9/10,,,,,,,,,
WAM Active Ltd,ordinary,WAA,F,3,-,6,100,3,-,-,2,13/9/10,17/9/10,24/9/10,,,,,,,,,
WAM Capital Ltd,ordinary,WAM,F,4,-,8,100,3,-,-,4,6/9/10,10/9/10,17/9/10,,,,,,,,,
Webjet Ltd,ordinary,WEB,F,5.5,-,10.5,100,-,-,-,3.5,20/9/10,24/9/10,8/10/10,,,,,,,,,
West Aust News,ordinary,WAN,F,26,-,45,100,3,-,23,10,3/9/10,9/9/10,30/9/10,,,,,,,,,
Westfield Grp,ord/unit stapled sec,WDC,I,-,32,-,-,4,-,47,-,10/8/10,16/8/10,31/8/10,,,,,,,,,
Westoz Inv Ltd,ordinary,WIC,F,7.5,-,10,100,4,-,-,-,3/8/10,9/8/10,16/8/10,,,,,,,,,
Westpac Banking,preferred,WBCPA,Q1,-,127.74,-,-,-,-,-,-,17/9/10,23/9/10,30/9/10,,,,,,,,,
Westpac Banking,preferred ii,WBCPB,Q1,-,152.44,-,-,-,-,-,-,17/9/10,23/9/10,30/9/10,,,,,,,,,
Westpac Office Tr,units,WOT,F,1.6625,-,6.65,-,-,-,-,-,24/6/10,30/6/10,16/8/10,,,,,,,,,
Westpac Office Tr,instalment receipts,WOTCA,F,0.85,-,3.4,-,-,-,0.85,0.85,24/6/10,30/6/10,16/8/10,,,,,,,,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,Q1,-,103.04,-,-,-,-,238.41,94.56,9/9/10,15/9/10,30/9/10,,,,,,,,,
Wilson Invest,ordinary,WIL,F,2.6,-,5.2,100,3,-,-,2,18/10/10,22/10/10,29/10/10,,,,,,,,,
