Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-12-13T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
AIMS Prop Sec Fund,units,APW,I,-,0.1088,-,-,4,-,-,-,26 Sep,30 Sep,19 Dec,0,,
BetaShares DivHarv,etf units,HVST,I,23.5001,-,23.5001,-,3,-,-,-,1 Dec,3 Dec,19 Dec,0,,
BetaShares HighIntCash,etf units,AAA,I,12.069,-,12.069,-,3,-,14.7075,-,1 Dec,3 Dec,16 Dec,0,,
BT Invest Mgt,ordinary,BTT,F,19.0,-,35.0,35.00,3,-,8.0,10.0,3 Dec,5 Dec,19 Dec,0,,
Calliden Grp,ordinary,CIX,I,5.0,-,5.0,-,-,-,0.5,-,15 Dec,17 Dec,19 Dec,1,,
Cape Lambert Res,ordinary,CFE,I,2.0,-,2.0,100,-,-,-,-,28 Jan,30 Jan,27 Feb,0,,
Challenger,cn cap note,CGFPA,I,179.0,-,179.0,-,-,-,-,-,13 Feb,17 Feb,25 Feb,0,,
Charter Hall Ret REIT,units,CQR,I,13.7,-,13.7,-,3,-,13.65,-,29 Dec,31 Dec,27 Feb,1,,
Clime Capital,ordinary,CAM,I,1.15,-,1.15,100,3,-,3.0,1.0,2 Jan,6 Jan,23 Jan,1,,
Clime Capital,7.5% non-cum. pref,CAMPA,I,4.75,-,4.75,100,-,-,14.25,4.75,2 Jan,6 Jan,22 Jan,1,,
Collins Foods,ordinary,CKF,I,5.0,-,5.0,100,-,-,-,5.5,4 Dec,8 Dec,22 Dec,0,,
C'wlth Bank  of Aust,perp.exc.(perls vi),CBAPC,I,112.51,-,112.51,100,-,-,357.47,111.34,3 Dec,5 Dec,15 Dec,0,,
C'wlth Bank  of Aust,perp.exc.perls vii,CBAPD,I,79.08,-,79.08,100,-,-,-,-,3 Dec,5 Dec,15 Dec,0,,
Countplus,ordinary,CUP,I,2.0,-,2.0,-,-,-,9.0,3.0,21 Jan,23 Jan,16 Feb,0,,
CSR,ordinary,CSR,I,8.5,-,8.5,-,3,-,5.0,-,13 Nov,17 Nov,16 Dec,0,,
Dicker Data,ordinary,DDR,I,2.0,-,2.0,100,3,-,1.0,-,17 Dec,19 Dec,31 Dec,1,,
DUET Grp,stapled us prohibit.,DUE,I,8.75,-,8.75,-,4,-,8.5,-,29 Dec,31 Dec,19 Feb,1,,
DuluxGroup,ordinary,DLX,F,10.5,-,20.5,100,3,-,8.0,9.5,25 Nov,27 Nov,17 Dec,0,,
Ethane Pipeline,stapled securities,EPX,I,3.25,-,3.25,77.10,-,-,10.29,3.29,29 Dec,31 Dec,15 Jan,0,,
Federation Cntres,ord/unit stapled sec,FDC,I,8.4,-,8.4,-,-,-,7.5,-,29 Dec,31 Dec,25 Feb,0,,
Fisher & Paykel Health,ordinary,FPH,I,5.2665,-,5.2665,-,3,-,4.9075,-,3 Dec,5 Dec,19 Dec,0,,
G8 Education,ordinary,GEM,F,6.0,-,11.0,100,3,-,6.0,3.5,23 Dec,29 Dec,21 Jan,1,,
GDI Prop Grp,stapled securities,GDI,I,-,3.75,-,-,-,-,-,-,29 Dec,31 Dec,27 Feb,1,,
Gentrack Grp,ordinary,GTK,F,3.3213,-,3.3213,40.00,-,-,-,-,9 Dec,11 Dec,19 Dec,0,,
GrainCorp,a class ordinary,GNC,F,5.0,-,20.0,100,-,-,25.0,20.0,28 Nov,2 Dec,16 Dec,0,,
Harvey Norman,ordinary,HVN,I,14.0,-,14.0,100,-,-,4.5,4.5,10 Dec,12 Dec,30 Dec,0,,
Incitec Pivot,ordinary,IPL,F,7.3,-,10.8,10.00,3,-,3.4,5.8,20 Nov,24 Nov,16 Dec,0,,
Infratil,ordinary,IFZ,I,17.9985,-,17.9985,-,4,-,3.3266,-,26 Nov,28 Nov,15 Dec,0,,
Insurance Aust Grp,conv pref shs,IAGPC,I,232.23,-,232.23,100,-,-,229.62,-,21 Apr,23 Apr,1 May,0,,
Ironbark Capital,ordinary,IBC,I,2.0,-,2.0,100,4,-,1.25,-,15 Dec,17 Dec,30 Dec,0,,
James Hardie Ind,chess depositary int,JHX,I,9.1733,-,9.1733,-,-,-,9.0448,-,19 Dec,23 Dec,27 Feb,0,,
Macquarie Bank,cnv cap note,MBLPA,I,236.3,-,236.3,40.00,-,-,-,-,12 Mar,16 Mar,24 Mar,0,,
Macquarie Grp,ordinary,MQG,I,130.0,-,130.0,40.00,3,-,100.0,-,12 Nov,14 Nov,16 Dec,0,,
Metals X,ordinary,MLX,F,2.715,-,2.715,100,3,-,-,-,12 Dec,16 Dec,7 Jan,0,,
Metcash,ordinary,MTS,I,6.5,-,6.5,100,3,-,9.5,-,4 Dec,8 Dec,9 Jan,0,,
Mirvac Grp,stapled securities,MGR,I,-,4.5,-,-,4,-,-,-,29 Dec,31 Dec,26 Feb,1,,
Market Vectors Banks,etf units,MVB,I,57.72,-,57.72,88.27,3,-,-,-,3 Dec,5 Dec,15 Dec,0,,
National Aust Bank,ordinary,NAB,F,99.0,-,198.0,100,3,3,93.0,97.0,7 Nov,11 Nov,16 Dec,0,,
National Aust Bank,pref share,NABPA,I,102.3,-,102.3,100,-,-,216.1,100.38,3 Dec,5 Dec,22 Dec,0,,
National Aust Bank,cps ii,NABPB,F,102.76,-,412.46,100,-,-,-,-,28 Nov,2 Dec,17 Dec,0,,
NSX Rgw,b class - national,RGWB,I,5.0,-,5.0,100,-,-,-,-,30 Dec,2 Jan,15 Jan,1,,
Orica,ordinary,ORI,F,56.0,-,96.0,35.71,3,-,39.0,55.0,1 Dec,3 Dec,19 Dec,0,,
OzForex Grp,ordinary,OFX,I,3.5,-,3.5,100,-,-,-,-,3 Dec,5 Dec,19 Dec,0,,
Programmed Maint,ordinary,PRG,I,6.5,-,6.5,100,4,-,6.0,-,6 Jan,8 Jan,22 Jan,0,,
ResMed Inc,cdi  10:1,RMD,I,2.7625,-,2.7625,-,-,-,2.2532,-,18 Nov,20 Nov,18 Dec,0,,
RFM Poultry,nsx - ordinary,RFP,I,2.5125,-,2.5125,100,3,-,-,-,24 Dec,30 Dec,15 Jan,1,,
Rural Funds Grp,stapled,RFF,I,2.1475,-,2.1475,-,3,-,-,-,24 Dec,30 Dec,15 Jan,0,,
Ruralco Hldgs,ordinary,RHL,F,8.0,-,16.0,100,3,-,10.0,10.0,15 Dec,17 Dec,14 Jan,0,,
Sietel,5.0% cum.preference,SSLPA,I,280.0,-,280.0,-,-,-,-,-,5 Dec,9 Dec,7 Jan,0,,
Singapore Tel,chess depositary int,SGT,I,6.0671,-,6.0671,-,-,-,6.0644,-,19 Dec,23 Dec,14 Jan,0,,
SPDR 200 Financials,etf units,OZF,I,-,-,-,-,3,-,67.2413,-,29 Dec,31 Dec,9 Jan,1,,
SPDR 200 Fund,etf units,STW,I,-,-,-,-,3,-,124.9232,-,29 Dec,31 Dec,9 Jan,1,,
SPDR 200 Resources,etf units,OZR,I,-,-,-,-,3,-,12.1227,-,29 Dec,31 Dec,9 Jan,1,,
SPDR 50 Fund,etf units,SFY,I,-,-,-,-,3,-,127.0464,-,29 Dec,31 Dec,9 Jan,1,,
Spdr Aust Bond,etf units,BOND,I,-,-,-,-,3,-,53.2018,20.6509,29 Dec,31 Dec,9 Jan,1,,
Spdr Dj Global Reit,etf units,DJRE,I,-,-,-,-,3,-,-,-,29 Dec,31 Dec,9 Jan,1,,
Spdr Global Dividend,etf units,WDIV,I,-,-,-,-,3,-,-,-,29 Dec,31 Dec,9 Jan,1,,
Spdr Govt Bond,etf units,GOVT,I,-,-,-,-,3,-,49.0977,21.1966,29 Dec,31 Dec,9 Jan,1,,
SPDR Prop Fund,etf units,SLF,I,-,-,-,-,4,-,26.187,12.415,5 Jan,7 Jan,9 Mar,1,,
SPDR Small Ords,etf units,SSO,I,-,-,-,-,3,-,13.9177,-,29 Dec,31 Dec,9 Jan,1,,
SPDR MSCI Au Sel HDY,etf units,SYI,I,-,-,-,-,3,-,77.3034,49.3792,29 Dec,31 Dec,9 Jan,1,,
Suncorp Grp,conv pref share cps2,SUNPC,I,127.2,-,127.2,100,-,-,400.38,126.12,8 Dec,10 Dec,17 Dec,0,,
Suncorp Grp,sub.note 22-nov-23,SUNPD,I,138.99,-,138.99,-,-,-,280.22,139.97,11 Feb,13 Feb,23 Feb,0,,
Suncorp Grp,conv pref cps3,SUNPE,I,105.38,-,105.38,100,-,-,-,-,1 Dec,3 Dec,17 Dec,0,,
Sydney Airport,stapled us prohibit.,SYD,F,12.0,-,23.5,-,3,-,11.0,11.5,29 Dec,31 Dec,12 Feb,1,,
Technology One,ordinary,TNE,F,6.21,-,8.16,100,-,-,1.77,3.83,1 Dec,3 Dec,17 Dec,0,,
Thorn Grp,ordinary,TGA,I,5.0,-,5.0,100,3,-,4.5,-,6 Jan,8 Jan,22 Jan,0,,
Timpetra Res,ordinary,TPR,I,3.6,-,3.6,-,-,-,-,-,19 Dec,23 Dec,29 Dec,0,,
Tower,ordinary,TWR,F,6.2277,-,11.2555,-,4,-,3.5517,4.7297,20 Jan,22 Jan,3 Feb,0,,
Transurban Grp,triple stapled sec.,TCL,I,19.5,-,19.5,17.95,3,-,17.0,-,29 Dec,31 Dec,13 Feb,1,,
Waterco,ordinary,WAT,F,3.0,-,6.0,100,3,-,3.0,4.0,10 Nov,12 Nov,15 Dec,0,,
Westpac Banking,ordinary,WBC,F,92.0,-,182.0,100,3,-,96.0,98.0,10 Nov,12 Nov,19 Dec,0,,
Westpac Banking,conv pref shs,WBCPC,I,-,209.42,-,-,-,-,-,-,19 Mar,23 Mar,31 Mar,0,,
Westpac Banking,conv perpetual note,WBCPD,I,-,102.18,-,-,-,-,109.74,-,25 Feb,27 Feb,10 Mar,0,,
Westpac Banking,conv perptl note ii,WBCPE,I,-,100.14,-,-,-,-,-,-,11 Dec,15 Dec,23 Dec,0,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,I,65.25,-,65.25,100,-,-,207.07,-,10 Dec,12 Dec,31 Dec,0,,
,
