Astro Japan Prop Grp,stapled securities,AJA,F,-,20.0,-,-,4,-,3.5,3.5,24 Jun,30 Jun,31 Aug,0,,
Aurora Absolute Return,ordinary units,ABW,F,2.3,-,6.9,-,3,-,2.5,2.5,24 Jun,30 Jun,25 Aug,0,,
Aurora Global Inc Tr,ordinary units,AIB,F,-,3.0,6.0,-,3,-,5.0,2.5,24 Jun,30 Jun,25 Aug,0,,
Aurora Prop,ordinary units,AUP,F,11.0,-,33.0,-,3,-,11.0,11.0,24 Jun,30 Jun,16 Sep,0,,
Aurora Sandringham,ordinary units,AOD,F,-,1.5,3.0,-,3,-,3.0,1.6,24 Jun,30 Jun,25 Aug,0,,
AUS Social Infr Fund,units,AZF,F,-,3.4,3.4,-,-,-,-,-,24 Jun,30 Jun,20 Jul,0,,
Australand Assets,assets,AAZPB,F,241.54,-,969.17,-,-,-,625.85,229.83,24 Jun,30 Jun,15 Jul,0,,
Australand Prop,stapled security,ALZ,I,10.5,-,10.5,-,4,-,10.0,-,24 Jun,30 Jun,4 Aug,0,,
Aust Education,units,AEU,F,-,2.1,2.15,-,-,-,-,-,24 Jun,30 Jun,20 Jul,0,,
Aust Enhanced,units,AYF,F,12.5,-,50.0,39.50,3,-,37.5,12.5,24 Jun,30 Jun,15 Jul,0,,
Aust Infrastructure Fd,units/ordinary,AIX,F,-,5.0,5.0,-,4,-,5.0,5.0,24 Jun,30 Jun,30 Aug,0,,
Bendigo & Adelaide,reset conv pref,BENPA,F,310.53,-,616.0,100,-,-,305.47,310.53,11 Oct,17 Oct,1 Nov,0,,
Bendigo & Adelaide,reset preference,BENPB,Q1,115.07,-,115.07,100,-,-,337.98,112.39,19 Aug,25 Aug,15 Sep,0,,
Bendigo & Adelaide,step up non-cum pref,BENPC,F,116.0,-,464.0,100,-,-,286.0,110.0,20 Jun,24 Jun,11 Jul,0,,
BetaShares ASX Fin,etf units,QFN,F,7.5864,-,7.5864,-,3,-,-,-,1 Jul,7 Jul,21 Jul,0,,
BetaShares ASX Res,etf units,QRE,F,4.122,-,4.122,-,3,-,-,-,1 Jul,7 Jul,21 Jul,0,,
Biotech Capital,ordinary,BTC,I,4.0,-,4.0,-,-,-,-,2.0,5 Jul,11 Jul,15 Jul,0,,
BWP Trust,ordinary units,BWP,F,-,5.79,6.18,-,3,-,6.1,5.98,24 Jun,30 Jun,26 Aug,0,,
Carindale Prop,unit,CDP,F,-,13.9,13.9,-,-,-,13.61,14.17,24 Jun,30 Jun,31 Aug,0,,
Cedar Woods Prop,ordinary,CWP,F,-,-,11.0,-,3,3,5.0,8.0,10 Oct,14 Oct,31 Oct,1,,
CFS Retail Prop,units,CFX,F,-,6.4,6.3,-,4,-,6.2,6.3,24 Jun,30 Jun,25 Aug,0,,
Challenger Div Pro,stapled units,CDI,F,-,2.0,2.0,-,-,-,-,2.15,24 Jun,30 Jun,30 Aug,0,,
Challenger Infra,stapled units,CIF,F,-,7.0,7.0,-,-,-,7.0,7.0,24 Jun,30 Jun,30 Aug,0,,
Charter Hall Grp,stapled us prohibit.,CHC,F,8.5,-,16.5,-,4,-,1.6,1.6,24 Jun,30 Jun,25 Aug,0,,
Charter Hall Off REIT,unit,CQO,F,11.0,-,20.25,-,4,-,-,-,24 Jun,30 Jun,24 Aug,0,,
Charter Hall Ret REIT,units,CQR,F,12.8,-,24.8,-,4,-,-,-,24 Jun,30 Jun,23 Aug,0,,
Clime Capital,ordinary,CAM,Q1,1.0,-,1.0,100,3,-,3.0,1.0,5 Jul,11 Jul,28 Jul,0,,
Clime Capital,7.5% non-cum. pref,CAMPA,Q1,4.75,-,4.75,100,-,-,14.25,4.75,5 Jul,11 Jul,27 Jul,0,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,Q1,293.59,-,293.59,100,-,-,859.46,290.4,20 Jul,26 Jul,2 Aug,0,,
C'wlth Bank  of Aust,perp.exc.(perls iv),CBAPB,I,210.67,-,210.67,100,-,-,503.54,206.97,20 Jul,26 Jul,2 Aug,0,,
C'wlth Prop Office,ordinary units,CPA,F,-,2.75,2.75,-,-,-,2.65,2.9,24 Jun,30 Jun,25 Aug,0,,
ConnectEast,stapled,CEU,F,1.0,-,2.0,-,-,-,1.0,-,24 Jun,30 Jun,26 Aug,0,,
Count Financial,ordinary,COU,F,2.0,-,4.0,100,-,-,5.0,2.0,22 Jun,28 Jun,15 Jul,0,,
Countplus,ordinary,CUP,Q1,2.0,-,2.0,100,-,-,-,-,25 Jul,29 Jul,15 Aug,0,,
Credit Suisse PL100,ord/units fully paid,CSW,F,-,0.8097,-,-,-,-,0.2223,1.2052,24 Jun,30 Jun,18 Jul,0,,
Cromwell Property,stapled securities,CMW,F,1.75,-,7.0,-,3,-,6.0,2.0,24 Jun,30 Jun,19 Aug,0,,
CS GP100 Aust Tr,ordinary units,CSJ,F,-,0.5447,-,-,-,-,1.968,0.4053,24 Jun,30 Jun,18 Jul,0,,
CS100 Emrg Mkt Infr,units fully paid,CSU,F,-,1.1376,-,-,-,-,0.6345,0.6919,24 Jun,30 Jun,18 Jul,0,,
DEXUS Prop Grp,stapled units,DXS,F,2.59,-,5.18,-,4,-,2.65,2.45,24 Jun,30 Jun,31 Aug,0,,
DEXUS Rents Tr,rents,DXRPA,F,154.0,-,619.0,-,-,-,245.0,143.0,24 Jun,30 Jun,15 Jul,0,,
DUET Grp,stapled us prohibit.,DUE,F,10.0,-,20.0,-,3,-,10.0,10.0,24 Jun,30 Jun,16 Aug,0,,
eServGlobal,ordinary,ESV,I,12.146,-,12.146,68.33,-,-,-,-,10 Aug,16 Aug,23 Aug,1,,
Ethane Pipeline,stapled securities,EPX,F,3.96,-,15.66,-,-,-,11.17,4.42,24 Jun,30 Jun,15 Jul,0,,
Euroz,ordinary,EZL,F,15.0,-,18.0,100,-,-,2.0,10.0,18 Jul,22 Jul,29 Jul,1,,
Finbar Grp,ordinary,FRI,F,5.5,-,8.5,100,3,-,2.0,5.5,14 Jul,20 Jul,5 Sep,1,,
FKP Prop Grp,stapled securities,FKP,F,-,1.6,1.4,-,3,-,0.5,1.0,24 Jun,30 Jun,30 Sep,0,,
G8 Education,ordinary,GEM,F,1.0,-,4.0,-,3,-,-,-,23 Jun,29 Jun,11 Jul,0,,
Goodman Grp,stapled us prohibit.,GMG,F,-,2.0,1.5,-,4,-,1.5,1.9,24 Jun,30 Jun,26 Aug,0,,
GrainCorp,a class ordinary,GNC,I,20.0,-,20.0,100,-,-,15.0,-,1 Jul,7 Jul,21 Jul,0,,
Growthpoint Prop,ord/unit stapled sec,GOZ,F,-,8.7,8.4,-,4,-,-,5.5,24 Jun,30 Jun,31 Aug,0,,
Gunns,forests,GNSPA,F,173.21,-,691.33,100,-,-,458.56,169.2,24 Jun,30 Jun,14 Jul,0,,
Hastings Divers,stapled security,HDF,F,2.5,-,11.0,-,4,-,9.0,3.0,24 Jun,30 Jun,28 Jul,0,,
Hastings High Yld,ordinary units,HHY,F,3.7,-,14.8,-,4,-,7.4,3.7,24 Jun,30 Jun,26 Aug,0,,
Hire Intelligence,ordinary,HII,F,1.0,-,1.0,100,-,-,-,0.4,25 Aug,31 Aug,28 Sep,0,,
ING Real Est Hlth,units,IHF,F,3.225,-,7.05,-,3,-,3.825,3.825,24 Jun,30 Jun,31 Aug,0,,
Investa Office Fd,stapled securities,IOF,F,0.975,-,2.925,-,4,-,1.95,0.975,24 Jun,30 Jun,31 Aug,0,,
iShares China 25,cdi 1:1,IZZ,I,54.3223,-,54.3223,-,-,-,46.3954,-,23 Jun,27 Jun,13 Jul,0,,
iShares Glb Cons,cdi 1:1,IXI,I,69.0281,-,69.0281,-,-,-,81.8661,-,23 Jun,27 Jun,13 Jul,0,,
iShares Glb Health,cdi 1:1,IXJ,I,63.0094,-,63.0094,-,-,-,74.639,-,23 Jun,27 Jun,13 Jul,0,,
iShares Glb Telco,cdi 1:1,IXP,I,136.683,-,136.683,-,-,-,149.0558,-,23 Jun,27 Jun,13 Jul,0,,
iShares Global 100,cdi 1:1,IOO,I,88.9025,-,88.9025,-,-,-,86.8814,-,23 Jun,27 Jun,13 Jul,0,,
iShares MSCI Aus 200,ishares msci aus 200,IOZ,Q1,29.6883,-,29.6883,-,3,-,-,3.0647,1 Jul,7 Jul,19 Jul,0,,
iShares MSCI BRIC,cdi 1:1,IBK,F,43.1515,-,46.1646,-,-,-,2.3106,40.0917,23 Jun,27 Jun,13 Jul,0,,
iShares MSCI EAFE,cdi 1:1,IVE,F,90.4115,-,136.2681,-,-,-,45.3139,85.4709,23 Jun,27 Jun,13 Jul,0,,
iShares MSCI Em Mkt,cdi 1:1,IEM,F,36.5227,-,38.6517,-,-,-,1.0926,26.0408,23 Jun,27 Jun,13 Jul,0,,
iShares MSCI Hong Kong,cdi 1:1,IHK,F,18.8091,-,33.4277,-,-,-,19.0065,27.4569,23 Jun,27 Jun,13 Jul,0,,
iShares MSCI Japan,cdi 1:1,IJP,F,6.9945,-,13.2151,-,-,-,8.042,6.8459,23 Jun,27 Jun,13 Jul,0,,
iShares MSCI Sth Korea,cdi 1:1,IKO,F,25.9028,-,40.3107,-,-,-,10.4436,27.139,23 Jun,27 Jun,13 Jul,0,,
iShares MSCI Singapore,cdi 1:1,ISG,F,14.9773,-,41.0351,-,-,-,23.4937,11.6911,23 Jun,27 Jun,13 Jul,0,,
iShares Russell 2000,cdi 1:1,IRU,Q1,19.9548,-,19.9548,-,-,-,64.1327,13.6847,6 Jul,8 Jul,26 Jul,1,,
iShares S&P 500,cdi 1:1,IVV,F,47.6261,-,201.8794,-,-,-,149.4658,49.4205,24 Jun,28 Jun,14 Jul,0,,
iShares S&P Asia 50,cdi 1:1,IAA,I,35.6181,-,35.6181,-,-,-,34.0182,-,23 Jun,27 Jun,13 Jul,0,,
iShares S&P Europe 350,cdi 1:1,IEU,I,71.1453,-,71.1453,-,-,-,73.4491,-,23 Jun,27 Jun,13 Jul,0,,
iShares S&P High Div,ishares s&p high div,IHD,Q1,27.9853,-,27.9853,-,3,-,-,8.4916,1 Jul,7 Jul,19 Jul,0,,
iShares S&P Mcap 400,cdi 1:1,IJH,F,18.8376,-,84.8352,-,-,-,67.8934,19.5342,24 Jun,28 Jun,14 Jul,0,,
iShares S&P Mcap 600,cdi 1:1,IJR,F,11.0355,-,62.3627,-,-,-,39.0169,13.0206,24 Jun,28 Jun,14 Jul,0,,
iShares S&P/ASX 20,ishares s&p/asx20,ILC,Q1,22.889,-,22.889,-,3,-,-,1.3782,1 Jul,7 Jul,19 Jul,0,,
iShares Small Ords,ishares small ords,ISO,Q1,8.8236,-,8.8236,-,3,-,-,-,1 Jul,7 Jul,19 Jul,0,,
LinQ Res Fund,units,LRF,F,-,3.0,1.5,-,3,-,-,-,24 Jun,30 Jun,31 Aug,0,,
Macquarie Winton,ordinary units,MWG,F,-,2.25,-,-,-,-,-,0.4094,24 Jun,30 Jun,29 Jul,0,,
MAp Grp,stapled us prohibit.,MAP,I,11.0,-,11.0,-,4,-,12.5,-,24 Jun,30 Jun,18 Aug,0,,
Merchant House,ordinary,MHI,F,0.5,-,1.0,-,-,-,-,1.0,15 Aug,19 Aug,25 Aug,0,,
Mirvac Grp,stapled securities,MGR,F,-,2.2,4.0,-,4,-,4.0,2.0,24 Jun,30 Jun,29 Jul,0,,
Multiplex European,units,MUE,F,-,0.625,-,-,-,-,-,-,24 Jun,30 Jun,29 Jul,0,,
Multiplex Sites,sites,MXUPA,F,-,219.0,-,-,-,-,-,-,24 Jun,30 Jun,15 Jul,0,,
Norfolk Grp,ordinary,NFK,F,2.0,-,2.0,-,-,-,-,-,11 Jul,15 Jul,29 Jul,0,,
Orica,step up preference,ORIPB,F,327.0,-,656.0,-,-,-,288.0,316.0,9 Nov,15 Nov,30 Nov,0,,
Ozgrowth,ordinary,OZG,F,1.2,-,1.7,100,-,-,0.3,1.1,3 Aug,9 Aug,16 Aug,1,,
Preferred Capital,perls iii,PCAPA,Q1,-,212.78,-,-,-,-,622.85,207.5,23 Sep,29 Sep,6 Oct,0,,
Programmed Maint,ordinary,PRG,F,6.0,-,9.0,100,4,-,3.0,6.0,4 Jul,8 Jul,27 Jul,0,,
Rabinov Prop Tr,units,RBV,F,-,4.15,2.3,-,-,-,-,-,24 Jun,30 Jun,10 Aug,0,,
Reef Casino Tr,units,RCT,I,-,9.0,-,-,-,-,-,-,24 Jun,30 Jun,23 Sep,0,,
Russell Aus Val Etf,etf units,RVL,F,3.9834,-,3.9834,21.34,3,-,-,-,24 Jun,30 Jun,13 Jul,0,,
Russell High Div,etf units,RDV,F,71.0672,-,128.0885,73.86,3,-,-,5.6364,24 Jun,30 Jun,13 Jul,0,,
Singapore Tel,chess depositary int,SGT,F,-,-,5.2141,-,-,-,4.9474,6.4691,4 Aug,10 Aug,26 Aug,0,,
SPDR Prop Fund,etf units,SLF,F,11.4888,-,40.1131,4.69,4,-,39.8844,12.1667,24 Jun,30 Jun,29 Aug,0,,
Stockland,units/ord stapled,SGP,F,-,11.9,11.8,-,4,-,10.8,11.0,24 Jun,30 Jun,31 Aug,0,,
Suncorp-Metway,pref shares,SBKPB,Q1,144.8,-,144.8,100,-,-,143.43,144.03,29 Aug,2 Sep,14 Sep,0,,
Tabcorp Hldgs,ordinary,TAH,F,-,-,24.0,-,-,-,30.0,25.0,19 Aug,25 Aug,23 Sep,0,,
Thakral Hldgs,ordinary/unit,THG,F,-,10.0,-,-,-,-,-,-,24 Jun,30 Jun,31 Aug,0,,
Thorn Grp,ordinary,TGA,F,4.95,-,8.49,100,-,-,2.56,3.76,17 Jun,23 Jun,22 Jul,0,,
Trafalgar Corp,stapled securities,TGP,I,20.0,-,20.0,-,4,-,-,-,8 Jul,14 Jul,21 Jul,0,,
Transpacific SPS Tr,non-cum setup pref.,TPAPA,F,-,-,300.0,100,-,-,254.0,287.0,26 Sep,30 Sep,17 Oct,0,,
Transurban Grp,triple stapled sec.,TCL,F,14.0,-,27.0,-,3,-,12.0,12.0,24 Jun,30 Jun,11 Aug,0,,
TTA Hldgs,ordinary,TTA,F,0.4,-,0.4,100,-,-,-,0.6,11 Jul,15 Jul,29 Jul,0,,
Van Eyk Blueprint,ordinary units,VBP,F,-,5.5,1.0,-,3,-,2.3,45.0,24 Jun,30 Jun,9 Sep,0,,
Village Roadshow,ordinary,VRL,I,80.0,-,80.0,100,-,-,-,6.0,4 Jul,8 Jul,19 Jul,0,,
Viterra Inc,cdi 1:1,VTA,I,4.103,-,4.103,-,-,-,-,-,1 Jul,7 Jul,28 Jul,0,,
Vngd Aus High Yield,etf units,VHY,Q1,13.5517,-,13.5517,-,3,-,-,-,1 Jul,6 Jul,20 Jul,0,,
Vngd Aus Large,etf units,VLC,Q1,1.237,-,1.237,-,3,-,-,-,1 Jul,6 Jul,20 Jul,0,,
Vngd Aust Property,etf units,VAP,Q1,75.6741,-,75.6741,-,3,-,20.9497,119.4472,1 Jul,6 Jul,20 Jul,0,,
Vngd Aust Shares,etf units,VAS,Q1,36.5972,-,36.5972,-,3,-,220.8999,47.564,1 Jul,6 Jul,20 Jul,0,,
Vngd Aus Small,etf units,VSO,F,45.0341,-,45.0341,-,3,-,-,-,1 Jul,6 Jul,20 Jul,0,,
Vngd US Total Market,cdi 1:1,VTS,F,22.8009,-,100.6668,-,-,-,77.5929,26.0689,27 Jun,29 Jun,20 Jul,0,,
Westoz Inv,ordinary,WIC,F,8.0,-,11.0,100,4,-,2.5,7.5,3 Aug,9 Aug,16 Aug,1,,
Westpac Banking,preferred,WBCPA,Q1,-,130.15,-,-,-,-,-,-,19 Sep,23 Sep,30 Sep,1,,
Westpac Banking,preferred ii,WBCPB,Q1,-,154.85,-,-,-,-,-,-,19 Sep,23 Sep,30 Sep,1,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,Q1,-,105.45,-,-,-,-,103.75,102.76,9 Sep,15 Sep,30 Sep,1,,
,
