Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 17/7/2010|. Processed 12:51 Sunday 18/7/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Thorn Grp Ltd,ordinary,TGA,F,3.76,-,6.32,100,-,-,-,-,17/6/10,23/6/10,22/7/10,,,,,,,,,
Transfield Serv Infr,stapled securities,TSI,F,-,4,6,-,3,-,-,7,24/6/10,30/6/10,20/9/10,,,,,,,,,
Transpacific SPS,non-cum setup pref.,TPAPA,F,-,-,254,-,-,-,-,231,24/9/10,30/9/10,15/10/10,,,,,,,,,
Transurban Grp,triple stapled sec.,TCL,F,12,-,24,-,3,-,-,11,24/6/10,30/6/10,27/8/10,,,,,,,,,
TTA Hldgs Ltd,ordinary,TTA,F,0.6,-,0.6,70,-,-,-,-,8/7/10,14/7/10,28/7/10,,,,,,,,,
Tutt Bryant Grp,ordinary,TBG,F,2,-,4,100,3,-,3,1.5,5/7/10,9/7/10,22/7/10,,,,,,,,,
Van Eyk Blueprint,ordinary units,VBP,F,-,32,2.3,-,3,-,-,25,24/6/10,30/6/10,28/9/10,,,,,,,,,
Vngd Aus Shares,etf units,VAS,Q1,63.9753,-,63.9753,34.77,3,-,117.9749,49.79,1/7/10,6/7/10,19/7/10,,,,,,,,,
Vngd Us Total Market,cdi 1:1,VTS,F,26.0689,-,103.6618,-,-,-,-,24.276,25/6/10,29/6/10,20/7/10,,,,,,,,,
Westoz Inv Ltd,ordinary,WIC,F,7.5,-,10,100,4,-,-,-,3/8/10,9/8/10,16/8/10,,,,,,,,,
Westpac Banking,preferred,WBCPA,Q1,-,127.74,-,-,-,-,-,-,17/9/10,23/9/10,30/9/10,,,,,,,,,
Westpac Banking,preferred ii,WBCPB,Q1,-,152.44,-,-,-,-,-,-,17/9/10,23/9/10,30/9/10,,,,,,,,,
Westpac Office Tr,units,WOT,F,1.6625,-,6.65,-,-,-,-,-,24/6/10,30/6/10,16/8/10,,,,,,,,,
Westpac Office Tr,instalment receipts,WOTCA,F,0.85,-,3.4,-,-,-,0.85,0.85,24/6/10,30/6/10,16/8/10,,,,,,,,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,Q1,-,103.04,-,-,-,-,238.41,94.56,9/9/10,15/9/10,30/9/10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
