Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 20/3/2010|. Processed 10:56 Sunday 21/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Ansell Ltd,ordinary,ANN,I,13,-,13,-,-,-,-,15.5,25/2/10,3/3/10,24/3/10,,,,,,,,,
ANZ Banking Grp,pref share,ANZPA,F,132.86,-,253.95,100,-,-,-,219.02,24/5/10,28/5/10,15/6/10,,,,,,,,,
ANZ Banking Grp,pref share,ANZPB,F,122.27,-,444.96,100,-,-,-,143.15,24/5/10,28/5/10,15/6/10,,,,,,,,,
APN News & Media,ordinary,APN,F,4,-,4,100,3,-,10.5,12,2/3/10,9/3/10,30/3/10,,,,,,,,,
APN Prop Grp,ordinary,APD,I,1.25,-,1.25,100,-,-,-,3,19/3/10,25/3/10,12/4/10,,,,,,,,,
Aquarius Platinum,ordinary,AQP,I,2.2683,-,2.2683,-,-,-,-,12.0846,1/3/10,5/3/10,26/3/10,,,,,,,,,
ARB Corp,ordinary,ARP,I,7.5,-,7.5,100,-,-,-,9,1/4/10,9/4/10,23/4/10,,,,,,,,,
ASG Grp Ltd,ordinary,ASZ,I,1.5,-,1.5,100,3,-,-,3,25/3/10,31/3/10,15/4/10,,,,,,,,,
Aspen Grp,ord/units stapled,APZ,Q3,1.05,-,3.15,-,4,-,9.79,-,25/3/10,31/3/10,20/5/10,,,,,,,,,
ASX Ltd,ordinary,ASX,I,89.1,-,89.1,100,3,-,-,93.9,1/3/10,5/3/10,29/3/10,,,,,,,,,
Auckland Internation,ordinary,AIA,I,2.9382,-,2.9382,-,3,-,-,2.1914,11/3/10,17/3/10,31/3/10,,,,,,,,,
Ausdrill Ltd,ordinary,ASL,I,5,-,5,100,3,-,-,6,15/4/10,21/4/10,30/4/10,,,,,,,,,
Ausenco Ltd,ordinary,AAX,F,4.5,-,9.5,100,3,-,18.25,13.5,25/3/10,31/3/10,14/4/10,,,,,,,,,
Austbrokers Hldgs,ordinary,AUB,I,7.5,-,7.5,100,3,-,-,11.5,7/4/10,13/4/10,30/4/10,,,,,,,,,
Austereo Grp Ltd,ordinary,AEO,I,4,-,4,100,-,-,-,6,10/3/10,16/3/10,30/3/10,,,,,,,,,
Austin Engineer,ordinary,ANG,I,2,-,2,100,-,-,-,6.5,22/2/10,26/2/10,26/3/10,,,,,,,,,
Aust Enhanced,units,AYF,Q3,12.5,-,37.5,17.37,3,-,52.5,17.5,25/3/10,31/3/10,16/4/10,,,,,,,,,
Aust Ethical,ordinary,AEF,I,50,-,50,100,4,-,-,120,5/3/10,12/3/10,26/3/10,,,,,,,,,
Aust Leaders,ordinary,ALF,I,4,-,4,100,3,-,-,2,19/4/10,23/4/10,30/4/10,,,,,,,,,
Automotive Hldgs,ordinary,AHE,I,7,-,7,100,-,-,-,10,15/3/10,19/3/10,6/4/10,,,,,,,,,
AXA Asia Pacific,ordinary,AXA,F,9.25,-,18.5,25,4,-,9.25,9.25,1/3/10,5/3/10,26/3/10,,,,,,,,,
Bank Of Queensland,5.1240% reset pref,BOQPA,I,255,-,255,100,-,-,-,257,22/3/10,26/3/10,15/4/10,,,,,,,,,
Bank Of Queensland,perpetual pref share,BOQPC,I,216,-,216,100,-,-,-,353,22/3/10,26/3/10,15/4/10,,,,,,,,,
Beach Energy Ltd,ordinary,BPT,I,0.75,-,0.75,13.34,3,-,0.75,-,25/3/10,31/3/10,23/4/10,,,,,,,,,
Bell Financial Grp,ordinary,BFG,F,6,-,8,100,-,-,3,-,5/3/10,12/3/10,26/3/10,,,,,,,,,
Bendigo & Adelaide,ordinary,BEN,I,28,-,28,100,3,3,28,-,26/2/10,4/3/10,31/3/10,,,,,,,,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,12/4/10,16/4/10,3/5/10,,,,,,,,,
Bendigo & Adelaide,reset preference,BENPB,F,104.63,-,374.95,100,-,-,-,152.98,18/5/10,24/5/10,15/6/10,,,,,,,,,
Bendigo & Adelaide,step up non-cum pref,BENPC,Q3,102,-,286,100,-,-,335,86,18/3/10,24/3/10,12/4/10,,,,,,,,,
Beyond Intl,ordinary,BYI,I,3,-,3,-,-,-,-,3,9/3/10,15/3/10,16/4/10,,,,,,,,,
BHP Billiton Ltd,ordinary,BHP,I,46.4707,-,46.4707,100,-,-,-,46.9022,1/3/10,5/3/10,23/3/10,,,,,,,,,
Billabong,ordinary,BBG,I,18,-,18,50,3,-,27,-,16/3/10,22/3/10,22/4/10,,,,,,,,,
Blackmores Ltd,ordinary,BKL,I,42,-,42,100,3,-,-,51,4/3/10,11/3/10,25/3/10,,,,,,,,,
Boral Ltd,ordinary,BLD,I,7,-,7,100,3,-,-,17,17/2/10,23/2/10,23/3/10,,,,,,,,,
Brambles Ltd,ordinary,BXB,I,12.5,-,12.5,20,3,-,-,17.5,12/3/10,18/3/10,8/4/10,,,,,,,,,
Breville Grp Ltd,ordinary,BRG,I,6,-,6,-,4,-,-,-,12/3/10,18/3/10,1/4/10,,,,,,,,,
Brierty Ltd,ordinary,BYL,I,0.5,-,0.5,100,-,-,-,-,9/3/10,15/3/10,29/3/10,,,,,,,,,
Brisbane Broncos,ordinary,BBL,F,0.5,-,0.5,100,-,-,-,-,19/3/10,25/3/10,15/4/10,,,,,,,,,
BSA Ltd,ordinary,BSA,I,1,-,1,100,3,-,1,-,5/3/10,12/3/10,16/4/10,,,,,,,,,
Cabcharge Aust,ordinary,CAB,I,17,-,17,100,-,-,-,17,25/3/10,31/3/10,29/4/10,,,,,,,,,
Calliden Grp,ordinary,CIX,F,1,-,1,100,-,-,-,-,3/3/10,10/3/10,25/3/10,,,,,,,,,
Caltex Aust,ordinary,CTX,F,25,-,25,100,-,-,36,-,2/3/10,9/3/10,29/3/10,,,,,,,,,
Cardno Ltd,ordinary,CDD,I,14,-,14,100,3,-,-,14,5/3/10,12/3/10,26/3/10,,,,,,,,,
Carsales Com Ltd,ordinary,CRZ,I,6.6,-,6.6,100,-,-,-,-,26/3/10,1/4/10,16/4/10,,,,,,,,,
Cash Converters,ord/div access,CCV,I,1.5,-,1.5,100,-,-,-,1.5,11/3/10,17/3/10,31/3/10,,,,,,,,,
Cedar Woods Prop,ordinary,CWP,I,5,-,5,100,3,-,-,10,12/4/10,16/4/10,30/4/10,,,,,,,,,
Centennial Coal,ordinary,CEY,I,4,-,4,50,3,-,7,-,26/3/10,1/4/10,20/4/10,,,,,,,,,
Century Aust,ordinary,CYA,I,3.5,-,3.5,100,4,-,-,5,9/3/10,15/3/10,26/3/10,,,,,,,,,
Challenger FSG,ordinary,CGF,I,6,-,6,-,4,-,-,7.5,18/3/10,24/3/10,16/4/10,,,,,,,,,
Chalmers Ltd,ordinary,CHR,I,7,-,7,100,-,-,-,13,12/3/10,18/3/10,1/4/10,,,,,,,,,
Chandler Macleod,ordinary,CMG,I,0.35,-,0.35,100,-,-,-,0.5,25/3/10,31/3/10,14/4/10,,,,,,,,,
CI Res Ltd,ordinary,CII,I,2,-,2,-,-,-,-,-,2/3/10,9/3/10,22/3/10,,,,,,,,,
CIC Aust Ltd,ordinary,CNB,F,3,-,4,100,3,-,1,3,25/3/10,31/3/10,30/4/10,,,,,,,,,
Coca-Cola Amatil,ordinary,CCL,F,25,-,43.5,100,3,-,-,-,22/2/10,26/2/10,6/4/10,,,,,,,,,
Codan Ltd,ordinary,CDA,I,3.5,-,3.5,100,-,-,-,3.5,12/3/10,18/3/10,1/4/10,,,,,,,,,
Coffey Intl,ordinary,COF,I,7.5,-,7.5,100,3,-,-,9,5/3/10,12/3/10,26/3/10,,,,,,,,,
Collection House,ordinary,CLH,I,2.8,-,2.8,100,-,-,-,2.5,5/3/10,12/3/10,26/3/10,,,,,,,,,
Colorpak Ltd,ordinary,CKL,I,1.5,-,1.5,100,4,-,-,2.75,1/3/10,5/3/10,1/4/10,,,,,,,,,
Commonwealth Bank,ordinary,CBA,I,120,-,120,100,3,-,-,153,15/2/10,19/2/10,1/4/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls v),CBAPA,F,256.97,-,563.54,100,-,-,-,-,19/4/10,23/4/10,30/4/10,,,,,,,,,
Commonwealth Bank,perp.exc.(perls iv),CBAPB,F,177.65,-,649.28,100,-,-,312.12,247.22,19/4/10,23/4/10,30/4/10,,,,,,,,,
Connecteast Grp,stapled,CEU,I,1,-,1,-,3,-,1,-,3/3/10,10/3/10,23/4/10,,,,,,,,,
Consolidated Media,ordinary,CMJ,I,10.5,-,10.5,100,-,-,-,6,26/3/10,1/4/10,16/4/10,,,,,,,,,
Corporate Express,ordinary,CXP,F,12.5,-,22.5,100,-,-,13.5,-,18/3/10,24/3/10,14/4/10,,,,,,,,,
Count Financial,ordinary,COU,Q3,2,-,5,100,-,-,8,2,15/3/10,19/3/10,15/4/10,,,,,,,,,
Coventry Grp,ordinary,CYG,I,6,-,6,100,3,-,-,-,3/3/10,10/3/10,23/3/10,,,,,,,,,
Crane Grp Ltd,ordinary,CRG,I,18,-,18,100,3,-,-,36,23/2/10,1/3/10,9/4/10,,,,,,,,,
Credit Corp Grp,ordinary,CCP,I,3,-,3,100,3,-,-,2,5/3/10,12/3/10,1/4/10,,,,,,,,,
Crown Ltd,ordinary,CWN,I,18,-,18,60,-,-,-,29,1/4/10,9/4/10,23/4/10,,,,,,,,,
CSG Ltd,ordinary,CSV,I,2.5,-,2.5,100,-,-,-,2,5/3/10,12/3/10,30/3/10,,,,,,,,,
CSL Ltd,ordinary,CSL,I,35,-,35,-,4,-,-,23,9/3/10,15/3/10,9/4/10,,,,,,,,,
CTI Logistics,ordinary,CLX,I,3,-,3,100,4,4,-,3,12/4/10,16/4/10,3/5/10,,,,,,,,,
Data#3 Ltd,ordinary,DTL,I,23,-,23,100,4,-,-,28,11/3/10,17/3/10,31/3/10,,,,,,,,,
David Jones Ltd,ordinary,DJS,I,12,-,12,100,3,-,11,-,29/3/10,6/4/10,3/5/10,,,,,,,,,
Diploma Grp Ltd,ordinary,DGX,I,1,-,1,100,3,-,-,2,12/3/10,18/3/10,30/4/10,,,,,,,,,
DKN Financial Grp,ordinary,DKN,I,2,-,2,-,-,-,-,3.5,9/3/10,15/3/10,31/3/10,,,,,,,,,
Dominion Min,ordinary,DOM,I,2,-,2,-,3,-,-,8,11/3/10,17/3/10,31/3/10,,,,,,,,,
Downer Edi Ltd,ordinary,DOW,I,13.1,-,13.1,-,3,-,-,12.5,2/3/10,9/3/10,9/4/10,,,,,,,,,
DWS Advanced,ordinary,DWS,I,5,-,5,100,-,-,-,5.5,9/3/10,15/3/10,6/4/10,,,,,,,,,
Embelton Ltd,ordinary,EMB,I,11,-,11,100,-,-,-,16.5,19/3/10,25/3/10,16/4/10,,,,,,,,,
Empired Ltd,ordinary,EPD,I,0.25,-,0.25,100,-,-,-,0.5,25/3/10,31/3/10,30/4/10,,,,,,,,,
Envestra Ltd,ordinary,ENV,I,2.75,-,2.75,54.6,3,-,4.5,2.75,15/3/10,19/3/10,30/4/10,,,,,,,,,
Equity Tr,ordinary,EQT,I,50,-,50,100,3,-,50,-,12/3/10,18/3/10,16/4/10,,,,,,,,,
Ethane Pipeline,stapled securities,EPX,Q3,4.39,-,11.17,-,-,-,3.08,3.1,25/3/10,31/3/10,15/4/10,,,,,,,,,
EVZ Ltd,ordinary,EVZ,I,0.25,-,0.25,100,4,-,-,-,17/3/10,23/3/10,15/4/10,,,,,,,,,
Excela Ltd,ordinary,EXA,I,2,-,2,100,-,-,-,-,4/3/10,11/3/10,31/3/10,,,,,,,,,
FFI Hldgs,ordinary,FFI,I,10,-,10,100,3,-,-,11,15/4/10,21/4/10,28/4/10,,,,,,,,,
Fantastic Hldgs,ordinary,FAN,I,6.25,-,6.25,100,-,-,-,6.2,15/3/10,19/3/10,9/4/10,,,,,,,,,
FAT Prophets,ordinary,FAT,I,3,-,3,100,-,-,-,2.75,5/3/10,12/3/10,26/3/10,,,,,,,,,
FKP Prop Grp,stapled securities,FKP,I,0.5,-,0.5,-,3,-,-,15.7,23/12/09,31/12/09,14/4/10,,,,,,,,,
Fleetwood Corp,ordinary,FWD,I,30,-,30,100,3,-,-,35,22/2/10,26/2/10,31/3/10,,,,,,,,,
Fletcher Bld,ordinary,FBU,I,-,-,-,-,3,-,17.8841,-,25/3/10,31/3/10,21/4/10,,,,,,,,,
Flexigrp Ltd,ordinary,FXL,I,3,-,3,100,4,-,3,-,10/3/10,16/3/10,15/4/10,,,,,,,,,
Flight Centre,ordinary,FLT,I,26,-,26,100,-,-,-,48.5,5/3/10,12/3/10,1/4/10,,,,,,,,,
Forge Grp Ltd,ordinary,FGE,I,2,-,2,100,-,-,-,-,15/3/10,19/3/10,31/3/10,,,,,,,,,
Foster's Grp,ordinary,FGL,I,12,-,12,100,3,-,-,14.25,23/2/10,1/3/10,1/4/10,,,,,,,,,
Frigrite Ltd,ordinary,FRR,I,0.5,-,0.5,100,-,-,-,-,22/3/10,26/3/10,12/4/10,,,,,,,,,
GUD Hldgs,ordinary,GUD,I,28,-,28,100,3,-,-,38,10/3/10,16/3/10,30/3/10,,,,,,,,,
Gazal Corp,ordinary,GZL,I,4,-,4,100,-,-,-,7,9/3/10,15/3/10,1/4/10,,,,,,,,,
GEO Prop Grp,stapled securities,GPM,Q3,1,-,1,100,-,-,2.225,1.5,2/3/10,9/3/10,25/3/10,,,,,,,,,
Global Construct,ordinary,GCS,I,2.25,-,2.25,100,3,-,-,4,9/3/10,15/3/10,31/3/10,,,,,,,,,
Goodman Fielder,ordinary,GFF,I,5.25,-,5.25,-,3,-,4.5,-,3/3/10,10/3/10,8/4/10,,,,,,,,,
Goodman Plus Tr,step-up units,GMPPA,Q3,148.0932,-,405.344,-,-,-,480.733,124.5753,9/3/10,15/3/10,22/3/10,,,,,,,,,
GPT Grp,stapled sec.,GPT,Q3,1,-,2.9,-,4,-,8.4,1.6,26/2/10,4/3/10,26/3/10,,,,,,,,,
Guinness Peat Grp,chess depositary int,GPG,F,1.6858,-,1.6858,-,-,3,-,2.1,5/3/10,12/3/10,17/5/10,,,,,,,,,
Gunns Ltd,forests,GNSPA,Q3,159.2,-,458.56,100,-,-,556.15,142.15,25/3/10,31/3/10,14/4/10,,,,,,,,,
GWA Intl,ordinary,GWT,I,9.5,-,9.5,100,4,-,-,8,15/3/10,19/3/10,7/4/10,,,,,,,,,
Hansen Tech,ordinary,HSN,I,2,-,2,100,3,-,-,1,1/3/10,5/3/10,29/3/10,,,,,,,,,
Harvey Norman,ordinary,HVN,I,7,-,7,100,-,-,-,7,12/4/10,16/4/10,3/5/10,,,,,,,,,
Hastie Grp Ltd,ordinary,HST,I,5,-,5,100,3,-,7,-,2/3/10,9/3/10,16/4/10,,,,,,,,,
Healthscope Ltd,ordinary,HSP,I,11.5,-,11.5,100,3,-,-,10,19/2/10,25/2/10,6/4/10,,,,,,,,,
Henderson Grp,cdi 1:1,HGG,F,-,-,3.6025,-,-,-,-,8.5539,3/5/10,7/5/10,28/5/10,,,,,,,,,
IDT Aust Ltd,ordinary,IDT,I,1,-,1,100,-,-,-,6.5,12/4/10,16/4/10,30/4/10,,,,,,,,,
iiNet Ltd,ordinary,IIN,I,3,-,3,100,-,-,-,4,15/3/10,19/3/10,21/4/10,,,,,,,,,
IMF (Aust) Ltd,ordinary,IMF,I,5,-,5,100,-,-,-,5,3/3/10,10/3/10,24/3/10,,,,,,,,,
Industrea Ltd,ordinary,IDL,I,0.3,-,0.3,100,3,-,-,1,1/3/10,5/3/10,29/3/10,,,,,,,,,
Infomedia Ltd,ordinary,IFM,I,1.2,-,1.2,-,-,-,-,1.4,3/3/10,10/3/10,24/3/10,,,,,,,,,
Insurance Aust,ordinary,IAG,I,8.5,-,8.5,100,3,-,4,-,3/3/10,10/3/10,12/4/10,,,,,,,,,
Integrated Legal,ordinary,IAW,I,0.25,-,0.25,100,3,-,-,2.2,3/3/10,10/3/10,9/4/10,,,,,,,,,
Invocare Ltd,ordinary,IVC,F,13.75,-,25.25,100,3,-,-,13,15/3/10,19/3/10,9/4/10,,,,,,,,,
Ioof Hldgs Ltd,ordinary,IFL,I,17,-,17,100,-,-,-,15,3/3/10,10/3/10,24/3/10,,,,,,,,,
Iress Market Tech,ordinary,IRE,F,21,-,34,100,-,-,12,-,9/3/10,15/3/10,31/3/10,,,,,,,,,
ITX Grp Ltd,ordinary,ITX,I,2.75,-,2.75,100,-,-,-,3.5,2/3/10,9/3/10,23/3/10,,,,,,,,,
Jetset Travelworld,ordinary,JET,I,1.6,-,1.6,100,-,-,11,-,22/2/10,26/2/10,31/3/10,,,,,,,,,
Jumbuck Entertainmnt,ordinary,JMB,I,0.5,-,0.5,100,-,-,-,-,11/3/10,17/3/10,31/3/10,,,,,,,,,
K & S Corp,ordinary,KSC,I,7,-,7,100,3,-,-,8,11/3/10,17/3/10,31/3/10,,,,,,,,,
Koon Hldgs,chess depositary int,KNH,F,-,-,0.7203,-,-,-,-,-,29/3/10,6/4/10,23/4/10,,,,,,,,,
Kresta Hldgs,ordinary,KRS,I,2,-,2,100,-,-,-,1,27/4/10,3/5/10,14/5/10,,,,,,,,,
Leighton Hldgs,ordinary,LEI,I,65,-,65,100,-,-,-,85,15/3/10,19/3/10,31/3/10,,,,,,,,,
Lend Lease Grp,unit/ord stapled,LLC,I,20,-,20,100,4,-,-,34,4/3/10,11/3/10,31/3/10,,,,,,,,,
Lihir Gold Ltd,ordinary,LGL,Q3,1.503,-,3.123,-,-,-,-,-,24/2/10,2/3/10,31/3/10,,,,,,,,,
Lindsay Aust,ordinary,LAU,I,0.75,-,0.75,100,3,-,-,0.5,5/3/10,12/3/10,31/3/10,,,,,,,,,
Little World Bev,ordinary,LWB,I,4.5,-,4.5,100,-,-,-,2.3,15/3/10,19/3/10,24/3/10,,,,,,,,,
Ludowici Ltd,ordinary,LDW,F,6,-,12,-,3,-,6,-,20/4/10,27/4/10,7/5/10,,,,,,,,,
Lycopodium Ltd,ordinary,LYL,I,5,-,5,100,-,-,-,20,26/3/10,1/4/10,15/4/10,,,,,,,,,
M2 Telecomms,ordinary,MTU,I,5,-,5,100,3,-,-,3,16/3/10,22/3/10,14/4/10,,,,,,,,,
MAC Services (The),ordinary,MSL,I,4.5,-,4.5,100,-,-,-,4,26/3/10,1/4/10,15/4/10,,,,,,,,,
Macarthur Coal,ordinary,MCC,I,8,-,8,100,-,-,-,14,25/3/10,31/3/10,21/4/10,,,,,,,,,
MacarthurCook Ind Pr,ordinary units,MIF,Q3,0.5,-,1.3,-,3,-,-,1.8125,25/3/10,31/3/10,22/4/10,,,,,,,,,
Macmahon Hldgs,ordinary,MAH,I,1.5,-,1.5,-,4,-,-,3.5,15/3/10,19/3/10,12/4/10,,,,,,,,,
Maryborough Sugar,ordinary,MSF,I,2.5,-,2.5,100,4,-,-,-,3/3/10,10/3/10,24/3/10,,,,,,,,,
Matrix C & E Ltd,ordinary,MCE,I,2,-,2,100,-,-,-,-,8/4/10,14/4/10,28/4/10,,,,,,,,,
Maxitrans Ind,ordinary,MXI,I,1,-,1,100,3,-,1,-,22/3/10,26/3/10,23/4/10,,,,,,,,,
McMillan Shakespeare,ordinary,MMS,I,10,-,10,100,-,-,-,9,15/3/10,19/3/10,1/4/10,,,,,,,,,
Mcpherson's Ltd,ordinary,MCP,I,10,-,10,100,4,-,-,13,9/3/10,15/3/10,1/4/10,,,,,,,,,
Melbourne IT,ordinary,MLB,F,8,-,15,100,3,-,7,-,17/3/10,23/3/10,15/4/10,,,,,,,,,
Mermaid Marine,ordinary,MRM,I,3,-,3,100,3,-,2,-,3/3/10,10/3/10,29/3/10,,,,,,,,,
Mesbon China Nylon,ordinary,MES,F,0.5,-,0.5,-,3,-,2,-,30/3/10,7/4/10,12/5/10,,,,,,,,,
Mincor Res NL,ordinary,MCR,I,3,-,3,100,-,-,-,6,22/2/10,26/2/10,26/3/10,,,,,,,,,
Mineral Res,ordinary,MIN,I,6.4,-,6.4,100,-,-,-,13.35,11/3/10,17/3/10,6/4/10,,,,,,,,,
Mitchell Comms,ordinary,MCU,I,2.3,-,2.3,100,3,-,1.9,-,15/3/10,19/3/10,16/4/10,,,,,,,,,
Money3 Corp,ordinary,MNY,I,1.6,-,1.6,100,3,-,1.5,-,22/3/10,26/3/10,30/4/10,,,,,,,,,
Mortgage Choice,ordinary,MOC,I,5.5,-,5.5,100,-,-,-,8,1/3/10,5/3/10,22/3/10,,,,,,,,,
Multiplex European,units,MUE,Q3,0.625,-,0.625,-,-,-,-,-,25/3/10,31/3/10,30/4/10,,,,,,,,,
Myer Hldgs Ltd,ordinary,MYR,I,10.5,-,10.5,100,-,-,-,-,19/3/10,25/3/10,6/5/10,,,,,,,,,
Mystate Ltd,ordinary,MYS,I,10,-,10,100,-,-,-,-,1/3/10,5/3/10,31/3/10,,,,,,,,,
National Can Ind,ordinary,NCI,I,3,-,3,100,-,-,-,2,31/3/10,8/4/10,22/4/10,,,,,,,,,
Newcrest Min,ordinary,NCM,I,5,-,5,-,3,-,-,10,22/3/10,26/3/10,16/4/10,,,,,,,,,
News Corp,b voting cdi,NWS,I,6.9634,-,6.9634,-,-,-,-,6.3464,3/3/10,10/3/10,14/4/10,,,,,,,,,
News Corp,a non-voting cdi,NWSLV,I,6.9634,-,6.9634,-,-,-,-,6.3464,3/3/10,10/3/10,14/4/10,,,,,,,,,
NIB Hldgs Ltd,ordinary,NHF,I,2,-,2,100,-,-,-,2.1,5/3/10,12/3/10,8/4/10,,,,,,,,,
Nick Scali Ltd,ordinary,NCK,I,4.5,-,4.5,100,-,-,-,2.5,3/3/10,10/3/10,31/3/10,,,,,,,,,
Noni B Ltd,ordinary,NBL,I,6,-,6,100,-,-,-,10,8/4/10,14/4/10,28/4/10,,,,,,,,,
North Queensland,ordinary,NQM,I,0.5,-,0.5,-,3,-,1,-,25/3/10,31/3/10,15/4/10,,,,,,,,,
NRW Hldgs Ltd,ordinary,NWH,I,3,-,3,100,-,-,-,4.23,25/2/10,3/3/10,31/3/10,,,,,,,,,
Nuplex Ind,ordinary,NPX,I,6.6484,-,6.6484,80,3,-,-,16.22,12/3/10,18/3/10,1/4/10,,,,,,,,,
Oaks Hotels & Resort,ordinary,OAK,I,2,-,2,100,3,-,-,4.5,1/3/10,5/3/10,24/3/10,,,,,,,,,
Oakton Ltd,ordinary,OKN,I,2.5,-,2.5,100,-,-,-,12,12/3/10,18/3/10,31/3/10,,,,,,,,,
Oil Search Ltd,ordinary,OSH,F,2.1763,-,4.4736,-,3,-,4.78,5.56,11/3/10,17/3/10,9/4/10,,,,,,,,,
OM Hldgs Ltd,ordinary,OMH,F,2,-,2,-,-,-,3.5,-,23/4/10,30/4/10,28/5/10,,,,,,,,,
OneSteel,ordinary,OST,I,5,-,5,-,3,-,6,-,1/3/10,5/3/10,15/4/10,,,,,,,,,
Orica Ltd,step up preference,ORIPB,I,288,-,288,-,-,-,-,470,10/5/10,14/5/10,31/5/10,,,,,,,,,
Origin Energy,ordinary,ORG,I,25,-,25,100,3,-,25,-,2/3/10,9/3/10,1/4/10,,,,,,,,,
Orotongrp Ltd,ordinary,ORL,I,22,-,22,100,-,-,16,-,18/3/10,24/3/10,7/4/10,,,,,,,,,
Panoramic Res,ordinary,PAN,I,10,-,10,100,-,-,-,5,11/3/10,17/3/10,26/3/10,,,,,,,,,
Patties Foods Ltd,ordinary,PFL,I,3,-,3,100,-,-,-,4.5,15/3/10,19/3/10,14/4/10,,,,,,,,,
Peet Ltd,ordinary,PPC,I,4,-,4,100,3,-,3,-,24/3/10,30/3/10,16/4/10,,,,,,,,,
Perpetual Ltd,ordinary,PPT,I,105,-,105,100,3,-,-,141,4/3/10,11/3/10,1/4/10,,,,,,,,,
Photon Grp Ltd,ordinary,PGA,I,3,-,3,100,-,-,-,17,15/3/10,19/3/10,30/3/10,,,,,,,,,
Plan B Grp Hld,ordinary,PLB,I,1.5,-,1.5,100,4,-,-,2.4,4/3/10,11/3/10,1/4/10,,,,,,,,,
PPK Grp Ltd,ordinary,PPK,I,1.5,-,1.5,100,-,-,-,3.25,22/3/10,26/3/10,9/4/10,,,,,,,,,
