Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-11-22T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
AIMS Prop Sec Fund,units,APW,I,-,0.1088,-,-,4,-,-,-,26 Sep,30 Sep,19 Dec,0,,
Macquarie Grp,ordinary,MQG,I,130.0,-,130.0,40.00,3,-,100.0,-,12 Nov,14 Nov,16 Dec,0,,
Macquarie Grp,non-cum capital note,MQGPA,I,284.26,-,284.26,40.00,4,-,291.63,-,26 Nov,28 Nov,8 Dec,0,,
Managed Accts Hldgs,ordinary,MGP,I,0.2,-,0.2,-,-,-,-,-,10 Nov,12 Nov,26 Nov,0,,
Metals X,ordinary,MLX,F,0.6785,-,0.6785,100,3,-,-,-,12 Dec,16 Dec,7 Jan,0,,
Mighty River Power,ordinary,MYT,I,4.4779,-,4.4779,-,-,-,-,6.2386,18 Nov,20 Nov,11 Dec,0,,
NAOS Emerging Opp,ordinary,NCC,F,3.0,-,5.75,100,3,-,-,2.5,20 Nov,24 Nov,3 Dec,0,,
National Aust Bank,ordinary,NAB,F,99.0,-,198.0,100,3,3,93.0,97.0,7 Nov,11 Nov,16 Dec,0,,
National Aust Bank,pref share,NABPA,I,102.3,-,102.3,100,-,-,216.1,100.38,3 Dec,5 Dec,22 Dec,0,,
National Aust Bank,cps ii,NABPB,F,102.76,-,412.46,100,-,-,-,-,28 Nov,2 Dec,17 Dec,0,,
Orica,ordinary,ORI,F,56.0,-,96.0,35.71,3,-,39.0,55.0,1 Dec,3 Dec,19 Dec,1,,
Programmed Maint,ordinary,PRG,I,6.5,-,6.5,100,4,-,6.0,-,6 Jan,8 Jan,22 Jan,1,,
ResMed Inc,cdi  10:1,RMD,I,2.716,-,2.716,-,-,-,2.2532,-,18 Nov,20 Nov,18 Dec,0,,
Ruralco Hldgs,ordinary,RHL,F,8.0,-,16.0,100,3,-,10.0,10.0,15 Dec,17 Dec,14 Jan,1,,
Seven Grp Hldgs,conv. red. pref.,SVWPA,I,261.76,-,261.76,100,-,-,264.27,-,12 Nov,14 Nov,1 Dec,0,,
Shenhua Int'l,ordinary,SHU,F,1.5,-,1.5,-,-,-,-,2.5,13 Nov,17 Nov,5 Dec,0,,
Singapore Tel,chess depositary int,SGT,I,6.0671,-,6.0671,-,-,-,6.0644,-,19 Dec,23 Dec,14 Jan,1,,
Soul Pattinson WH,ordinary,SOL,F,29.0,-,48.0,100,-,-,18.0,-,13 Nov,17 Nov,8 Dec,0,,
SPDR Prop Fund,etf units,SLF,I,-,-,-,-,4,-,39.2171,7.8596,2 Oct,7 Oct,5 Dec,0,,
Suncorp Grp,conv pref share cps2,SUNPC,I,127.2,-,127.2,100,-,-,400.38,126.12,8 Dec,10 Dec,17 Dec,0,,
Suncorp Grp,sub.note 22-nov-23,SUNPD,I,141.26,-,141.26,-,-,-,142.85,137.37,12 Nov,14 Nov,24 Nov,0,,
Suncorp Grp,conv pref cps3,SUNPE,I,105.38,-,105.38,100,-,-,-,-,1 Dec,3 Dec,17 Dec,0,,
Tamawood,ordinary,TWD,F,13.0,-,21.0,100,4,-,8.0,-,13 Nov,17 Nov,4 Dec,0,,
Thorn Grp,ordinary,TGA,I,5.0,-,5.0,100,3,-,4.5,-,6 Jan,8 Jan,22 Jan,1,,
Victor Grp Hldgs,ordinary,VIG,F,0.48,-,0.48,-,-,-,-,-,27 Nov,1 Dec,8 Dec,0,,
Vita Grp,ordinary,VTG,I,3.0,-,3.0,100,3,-,1.15,1.68,6 Nov,10 Nov,5 Dec,0,,
Waterco,ordinary,WAT,F,3.0,-,6.0,100,3,-,3.0,4.0,10 Nov,12 Nov,15 Dec,0,,
Westpac Banking,ordinary,WBC,F,92.0,-,182.0,100,3,-,96.0,98.0,10 Nov,12 Nov,19 Dec,0,,
Westpac Banking,conv pref shs,WBCPC,I,-,209.42,-,-,-,-,-,-,19 Mar,23 Mar,31 Mar,0,,
Westpac Banking,conv perpetual note,WBCPD,I,-,101.66,-,-,-,-,109.74,-,26 Nov,28 Nov,8 Dec,0,,
Westpac Banking,conv perptl note ii,WBCPE,I,-,100.14,-,-,-,-,-,-,11 Dec,15 Dec,23 Dec,0,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,I,-,65.25,-,-,-,-,207.07,-,10 Dec,12 Dec,31 Dec,0,,
Whitefield,ordinary,WHF,I,8.5,-,8.5,100,3,-,8.5,-,20 Nov,24 Nov,12 Dec,0,,
Whitefield,8.0% cumulative prf,WHFPA,I,4.0,-,4.0,100,-,-,4.0,-,20 Nov,24 Nov,12 Dec,0,,
Whitefield,cnv.reset.prf,WHFPB,I,350.0,-,350.0,100,-,-,350.0,-,20 Nov,24 Nov,12 Dec,0,,
Z Energy,ordinary,ZNZ,I,6.8959,-,6.8959,-,-,-,6.8923,-,19 Nov,21 Nov,3 Dec,0,,
Zicom Grp,ordinary,ZGL,F,0.45,-,0.9,-,-,-,0.45,0.55,12 Nov,14 Nov,28 Nov,0,,
,
