HGL Ltd,ordinary,HNG,F,5,-,8,100,3,-,7,5.1,1/12/09,7/12/09,17/12/09
Incitec Pivot,ordinary,IPL,F,2.3,-,4.4,-,3,-,204,19.5,19/11/09,25/11/09,18/12/09
Insurance Aust,5.63% reset cnv.pref,IAGPA,I,282.27,-,282.27,100,-,-,282.27,-,24/11/09,30/11/09,15/12/09
Joyce Corp,ordinary,JYC,F,2,-,3.5,-,4,-,3,3,30/11/09,4/12/09,11/12/09
Katana Capital,ordinary,KAT,F,0.5,-,0.5,100,3,-,2,1,26/11/09,2/12/09,17/12/09
Macq Cps Tr,conv pref,MQCPA,I,559.31,-,559.31,-,-,-,538.03,-,14/12/09,18/12/09,31/12/09
Macq Grp Ltd,ordinary,MQG,I,86,-,86,-,3,-,145,-,9/11/09,13/11/09,16/12/09
Marbletrend Grp,ordinary,MBD,I,0.5,-,0.5,100,-,-,1,1,9/12/09,15/12/09,7/1/10
Metcash Ltd,ordinary,MTS,I,11,-,11,100,4,-,10,-,10/12/09,16/12/09,8/1/10
Namoi Cotton Co-Op,co-operative cap.unt,NAM,I,2.5,-,2.5,-,4,-,3,-,5/11/09,11/11/09,16/12/09
National Aust Bank,ordinary,NAB,F,73,-,146,100,3,3,97,97,13/11/09,19/11/09,17/12/09
Newmont Min Corp,cdi 10:1,NEM,I,0.9398,-,1.9127,-,-,-,3.5439,1.1098,2/12/09,8/12/09,29/12/09
Orica Ltd,step up preference,ORIPB,I,288,-,288,-,-,-,281,-,10/5/10,14/5/10,31/5/10
Preferred Capital,perls iii,PCAPA,I,-,-,147.15,-,-,-,762.64,145.32,22/12/09,30/12/09,6/1/10
Premium Investors,ordinary,PRV,I,3.5,-,3.5,100,3,-,-,4,10/12/09,16/12/09,28/1/10
Programmed,ordinary,PRG,I,3,-,3,100,3,-,9.5,-,31/12/09,7/1/10,27/1/10
Ruralco Hldgs,ordinary,RHL,F,6,-,12,100,4,-,9,13,30/11/09,4/12/09,11/1/10
Silver Chef Ltd,ordinary,SIV,F,10,-,14,100,-,-,-,7.2,8/9/09,14/9/09,15/1/10
Singapore Telecomm,chess depositary int,SGT,I,-,-,-,-,-,-,5.7857,-,16/12/09,22/12/09,14/1/10
Sirtex Medical,ordinary,SRX,I,7,-,7,100,-,-,-,-,24/11/09,30/11/09,15/12/09
Soul Pattinson (W H),ordinary,SOL,F,44,-,57,100,-,-,12,18,10/11/09,16/11/09,7/12/09
SP Ausnet,stapled securities,SPN,I,4,-,4,32.23,3,-,5.927,-,24/11/09,30/11/09,22/12/09
Suncorp-Metway,pref shares,SUNPB,I,115.94,-,229.29,100,-,-,317.63,108.78,26/11/09,2/12/09,14/12/09
Supply Net,ordinary,SNL,I,4,-,4,100,3,-,1,2,7/12/09,11/12/09,22/12/09
Technology One,ordinary,TNE,F,2.87,-,3.75,100,-,-,1.67,2.45,30/11/09,4/12/09,18/12/09
TFS Corp Ltd,ordinary,TFC,F,3,-,4.25,100,3,-,1,3,26/11/09,2/12/09,22/12/09
Thorn Grp Ltd,ordinary,TGA,I,2.56,-,2.56,100,-,-,-,-,15/12/09,21/12/09,14/1/10
Tower Aust,ordinary,TAL,F,5.25,-,5.25,100,3,-,-,4.5,4/1/10,8/1/10,25/1/10
Tower Ltd,ordinary,TWR,F,-,-,-,-,3,-,-,5.4747,11/1/10,15/1/10,2/2/10
Transurban Grp,triple stapled sec.,TCL,I,12,-,12,-,3,-,11,-,23/12/09,31/12/09,26/2/10
Tutt Bryant Grp,ordinary,TBG,I,2,-,2,100,3,-,3,-,4/1/10,8/1/10,20/1/10
Waterco Ltd,ordinary,WAT,F,3,-,5,100,3,-,-,3,9/11/09,13/11/09,18/12/09
Westpac Banking,ordinary,WBC,F,60,-,116,100,3,-,70,72,9/11/09,13/11/09,21/12/09
Westpac Banking,preferred,WBCPA,I,-,101.51,-,-,-,-,165.15,-,18/12/09,24/12/09,31/12/09
Westpac Banking,preferred ii,WBCPB,I,-,126.21,-,-,-,-,-,-,18/12/09,24/12/09,31/12/09
Westpac Office Tr,units,WOT,I,1.6625,-,3.325,-,-,-,-,-,23/12/09,31/12/09,16/2/10
Westpac Office Tr,instalment receipts,WOTCA,I,0.85,-,1.7,-,-,-,2.55,0.85,23/12/09,31/12/09,16/2/10
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,I,-,76.81,73.4,-,-,-,379.58,71.79,8/12/09,14/12/09,31/12/09
Whitefield Ltd,ordinary,WHF,I,8.5,-,8.5,100,3,-,8.5,-,17/11/09,23/11/09,7/12/09
Whitefield Ltd,8.0% cumulative prf,WHFPA,I,4,-,4,100,-,-,4,-,17/11/09,23/11/09,7/12/09
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
