ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4437.0 at 16:39 16/7/2010  Report at 19:06 Friday 16/7/2010. Processed 12:51 Sunday 18/7/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ADQO,-,0.982,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.008,,-,0.008,0.008,0.008,-0.51,0.013,0.008,
ADL,10077.4,57.811,6.615,0.002,-,-,-0.4,-,-,-,-,,Admerex Ltd,,0.004,0.2,0.004,0.005,0.006,0.002,99.49,0.016,0.002,
ADG,15.53,1.114,0.529,0.088,2.44,1.4,37.1,9.4,20,1.86,5.71,f,Adtrans Grp,,3.50,,3.10,3.40,3.50,3.50,-0.51,3.70,2.23,
ASC,800,99.122,34.292,0.006,0.02,0.5,-0.19,-,-,-,-,,Adultshop Com,,0.01,0.1,0.009,0.01,0.01,0.009,10.60,0.015,0.005,
ASCO,250,18.425,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,,0.002,0.004,0.003,0.003,-0.51,0.005,0.002,
ABV,256,25.459,69.122,0.014,-,-,-0.32,-,-,-,-,,Adv Braking Tech,,0.018,,0.017,0.021,0.018,0.018,-0.51,0.038,0.012,
AMT,10,0.643,0.137,0.018,0.22,2.3,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.50,4,0.30,0.50,0.50,0.46,8.19,0.64,0.28,
AES,-,4.012,0.447,0.022,0.01,5.0,-0.09,-,-,-,-,,Advanced Energy,,0.05,,0.035,0.049,0.05,0.05,-0.51,0.125,0.021,
ACE,114.566,9.549,12.093,0.008,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.04,0.5,0.04,0.045,0.04,0.031,13.78,0.093,0.031,
ANM,31.2,8.088,16.847,0.013,0.02,2.5,-2.64,-,-,-,-,,Advanced Magnesium,,0.05,,0.05,0.052,0.053,0.05,-0.51,0.07,0.03,
ASW,420.666,5.255,0.81,0.026,0.11,5.9,3.16,20.6,2.75,1.15,4.23,f,Advanced Share,,0.65,11,0.65,0.68,0.695,0.65,19.86,0.695,0.235,
AEI,-,3.53,2.27,0.006,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.06,,0.06,0.065,0.06,0.06,-0.51,0.16,0.06,
AVE,346.082,22.602,13.128,0.188,2.07,0.5,4.2,25.2,4,1.05,3.77,,Aevum Ltd,,1.06,-1,1.05,1.06,1.075,1.05,-1.44,1.67,0.86,
AFT,11152.4,940.679,263.606,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,-0.51,0.002,0.001,
AGK,3641.78,188.065,203.896,6.639,6.21,2.4,27,54.6,57,0.47,3.86,f,AGL Energy Ltd,,14.75,-13,14.73,14.75,14.93,14.69,-1.38,15.69,13.37,
AGJ,0.742,0.339,0.425,0.012,0.38,0.3,-2.28,-,2.12,-,16.31,,Agricultural Land unt,,0.13,,0.13,0.175,0.13,0.13,-0.51,0.175,0.13,
AHC,-,0.096,0.01,0.012,4.89,0.4,14.09,14.5,-,-,-,,AHC Ltd,,2.05,,-,2.05,2.05,2.05,-0.51,2.45,1.295,
ENY,8.01,0.019,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,14.83,25,14.62,14.71,14.90,14.58,1.21,16.50,13.95,
FIN,12.901,0.062,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.42,24,4.39,4.42,4.43,4.36,5.23,5.09,4.18,
FIX,4,0.035,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.02,17,5.08,5.11,5.02,5.02,3.00,5.98,4.83,
IDD,10,0.039,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.34,3,3.39,3.42,3.34,3.31,0.40,3.97,3.21,
RSR,4,0.317,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.00,3,4.90,4.94,5.00,5.00,0.09,5.65,4.60,
MAM,-,0.105,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.05,,4.10,4.13,4.05,4.05,-0.51,4.83,3.90,
AGI,12,3.765,4.836,0.024,0.01,8.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.085,,0.085,0.09,0.085,0.085,-0.51,0.22,0.075,
AIZ,794.827,14.717,9.071,0.915,1.12,0.8,3.9,21.8,5.17,0.75,6.08,,Air New Zealand,,0.85,1,0.845,0.85,0.85,0.83,0.68,1.145,0.75,
AIG,-,-,0.18,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,0.02,0.08,0.11,0.11,-0.51,0.11,0.10,
AJL,169.721,19.624,38.542,0.14,1.32,1.6,16,13.4,5.5,2.91,2.56,,AJ Lucas Grp,,2.15,-2,2.10,2.15,2.24,2.12,-1.43,5.60,2.00,
ACL,944.405,28.365,43.529,0.08,0.09,4.7,-4.6,-,-,-,-,,Alchemia Ltd,,0.42,2.5,0.42,0.43,0.42,0.375,5.82,0.81,0.299,
AAI,6.049,0.046,-,12.081,-,-,-137.14,-,11.61,-,0.83,,Alcoa Inc cdi,,13.95,43,12.55,14.50,14.11,13.50,2.67,47.10,13.50,
LEP,241.652,20.88,9.922,0.314,2.39,0.9,95.98,2.1,27,3.55,13.17,,ALE Prop Grp stp,,2.05,,2.05,2.06,2.09,2.00,-0.51,2.43,1.90,
ALS,1531.26,56.975,67.637,0.238,0.65,3.9,-17.36,-,7,-,2.77,,Alesco Corp,,2.53,5,2.53,2.59,2.67,2.46,1.51,5.91,2.25,
AJX,353.8,26.57,-,0.009,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.13,,0.125,0.13,0.15,0.13,-0.51,0.205,0.01,
AEJ,4191.23,404.163,724.658,0.052,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.064,1,0.061,0.064,0.065,0.051,18.01,0.105,0.041,
ABQ,13695,94.967,10.031,0.008,0.06,0.6,2.3,1.6,0.5,4.60,13.51,,Allied Brands Ltd,,0.037,1,0.035,0.037,0.037,0.025,36.53,0.245,0.024,
ABQO,-,4.651,0.043,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-0.51,0.005,0.001,
AEA,135,8.557,0.997,0.01,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.23,3,0.21,0.26,0.23,0.20,14.49,0.36,0.039,
AEAO,-,0.942,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.16,,-,0.15,0.16,0.16,-0.51,0.16,0.06,
AIQ,82.2,20.15,3.29,0.137,1.45,0.7,-44.5,-,47,-,44.76,,Alternative Invest unt,,1.05,,1.05,1.07,1.06,1.04,-0.51,1.45,0.91,
ALU,-,3.578,1.286,0.022,0.09,2.8,-6.97,-,-,-,-,,Altium Ltd,,0.25,,0.23,0.25,0.25,0.25,-0.51,0.39,0.20,
AMA,7398.64,23.341,18.066,0.011,-0.09,-,7.75,0.5,-,-,-,,AMA Grp Ltd,,0.04,,0.035,0.04,0.042,0.035,-0.51,0.078,0.019,
AHD,220.004,24.756,5.494,0.896,4.65,1.2,68.5,8.3,35,1.96,6.14,f,Amalgamated Hldgs,,5.70,-8,5.67,5.75,5.79,5.60,-1.89,6.24,4.155,
AMO,79.5,2.084,0.336,0.012,0.61,0.7,9.3,4.3,5.5,1.69,13.75,f,Ambertech Ltd,,0.40,1,0.36,0.455,0.40,0.38,2.05,0.63,0.38,
AMB,-,1.329,1.462,0.02,0.14,2.1,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.30,,0.20,0.29,0.30,0.30,-0.51,0.42,0.165,
AKS,-,-,-,0.057,-,-,-,-,-,-,-,,Amcbf One,,104.17,,104.17,106.00,104.17,104.17,-0.51,104.17,104.17,
AKU,0.1,-,-,0.043,-,-,-,-,-,-,-,,Amcbf Thr,,104.00,,103.19,104.00,104.00,104.00,-0.51,104.00,104.00,
AKT,0.195,-,-,0.036,-,-,-,-,-,-,-,,Amcbf Two,,102.69,75,100.00,102.71,102.69,101.00,0.23,102.69,101.00,
AMH,259.861,9.256,4.199,0.122,0.71,0.9,-1.14,-,2,-,3.20,,Amcil Ltd,,0.625,-0.5,0.625,0.64,0.64,0.62,-1.30,0.72,0.565,
AMM,3257.36,157.718,105.642,0.215,0.18,1.7,2.78,10.8,0.9,3.09,3.00,f,Amcom Telecomm,,0.30,-0.5,0.295,0.305,0.305,0.295,-2.15,0.355,0.165,
AMC,18975,805.934,447.783,8.332,2.25,3.0,20.9,32.6,29.5,0.71,4.33,,Amcor Ltd,,6.82,14,6.80,6.83,6.88,6.51,1.59,6.88,4.473,
AEC,185.673,7.276,2.999,0.13,1.05,3.4,19.39,18.3,16.5,1.18,4.65,f,Ammtec Ltd,,3.55,5,3.50,3.55,3.55,3.42,0.92,3.55,1.90,
AGF,1668.08,34.647,31.892,0.256,0.99,0.8,10.02,7.6,8.47,1.18,11.14,,AMP Capital China unt,,0.76,0.5,0.76,0.77,0.78,0.755,0.15,1.265,0.675,
AMP,28335.8,1005.95,934.26,11.085,0.80,6.7,37.1,14.4,30,1.24,5.61,p,AMP Ltd,,5.35,4,5.34,5.35,5.45,5.25,0.24,6.97,4.97,
ANQ,14.105,6.254,11.206,0.03,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.17,2,0.16,0.18,0.17,0.16,12.82,0.305,0.15,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,,-,-,0.001,0.001,-0.51,0.004,0.001,
ALT,435.393,233.732,21.8,0.011,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.027,,0.027,0.031,0.031,0.027,-0.51,0.115,0.019,
ANN,2333.29,108.753,110.574,1.679,1.92,6.6,81.7,15.6,29,2.82,2.27,,Ansell Ltd,,12.76,3,12.70,12.95,13.15,12.66,-0.27,13.50,8.45,
ANO,50,12.909,8.537,0.008,0.04,0.9,1.46,2.5,-,-,-,,Antaria Ltd,,0.036,0.1,0.035,0.036,0.036,0.036,2.35,0.065,0.032,
ADO,45733,3181.75,45.515,0.031,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.06,-0.6,0.059,0.06,0.075,0.056,-9.60,0.105,0.006,
ADOO,3152.82,419.886,-,0.007,-,-,-,-,-,-,-,,  opt sep10,,0.046,-0.9,0.045,0.049,0.061,0.045,-16.87,0.07,0.001,
ADOOA,-,1.519,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.01,,0.013,0.025,0.01,0.01,-0.51,0.025,0.005,
ANP,35510.9,381.579,11.102,0.011,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.019,0.3,0.018,0.02,0.024,0.016,18.24,0.20,0.013,
ANZ,26456.4,1184.6,1304.65,57.683,9.99,2.3,144.8,15.6,108,1.34,4.79,f,ANZ Banking Grp,,22.54,15,22.53,22.55,22.80,22.18,0.16,26.23,16.58,
APE,11.23,0.32,0.341,0.374,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.50,,12.50,13.10,12.65,12.50,-0.51,13.55,8.11,
APP,-,3.159,1.107,0.001,-,-,0.1,17.0,-,-,-,,APA Financial,,0.017,,0.017,0.02,0.017,0.017,-0.51,0.023,0.009,
APA,4705.76,145.548,113.838,2.028,-,-,25,15.0,31.75,0.79,8.49,,APA Grp stp,,3.74,8,3.72,3.76,3.80,3.65,1.68,3.83,2.63,
AEZ,857.005,83.26,187.665,0.016,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.03,0.2,0.028,0.03,0.031,0.027,6.63,0.115,0.025,
APN,8163.95,212.15,260.911,1.228,-0.78,-,16.7,12.3,4,4.17,1.95,f,APN News & Media,,2.05,7,2.03,2.10,2.08,1.96,3.03,2.61,1.46,
APD,132.488,7.317,13.001,0.025,0.21,0.8,-17.88,-,1.25,-,7.14,f,APN Prop Grp,,0.175,-0.5,0.175,0.19,0.18,0.175,-3.29,0.41,0.165,
AOP,16669.1,145.572,-,0.006,-,-,0.18,6.7,-,-,-,,Apollo Cons,,0.012,0.2,0.014,0.011,0.012,0.01,19.49,0.04,0.007,
AQL,40.243,9.412,2.89,0.003,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.20,5,0.10,0.20,0.20,0.15,32.82,0.352,0.15,
APB,3710.1,24.549,10.726,0.009,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.018,0.4,0.014,0.018,0.019,0.014,28.06,0.058,0.008,
ARP,166.299,14.617,5.988,0.428,1.22,4.8,40.44,14.6,17.5,2.31,2.97,f,ARB Corp,,5.90,-1,5.80,5.96,5.98,5.71,-0.68,6.40,3.399,
AAD,2022.72,129.726,72.02,0.334,1.10,1.0,2.73,39.6,14.3,0.19,13.24,,Ardent Leisure stp,,1.08,2,1.075,1.095,1.10,1.04,1.38,1.845,0.94,
ARG,556.539,20.8,20.485,3.601,5.99,1.0,-11.1,-,25,-,4.20,f,Argo Invest,,5.95,8,5.92,5.95,6.00,5.86,0.85,7.05,5.61,
ASV,220.454,3.963,6.018,0.006,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.085,-0.5,0.076,0.085,0.09,0.075,-6.06,0.878,0.006,
ARA,111.131,7.335,2.579,0.053,0.32,0.8,-2.46,-,1,-,3.85,,Ariadne Aust,,0.26,1.5,0.25,0.26,0.26,0.235,5.61,0.37,0.225,
ALL,8743.42,298.32,236.675,1.883,0.07,50.4,-31.3,-,4.5,-,1.27,,Aristocrat Leisure,,3.53,-7,3.46,3.54,3.62,3.41,-2.45,5.75,3.41,
AEM,2045.45,95.705,61.072,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.011,0.4,0.008,0.011,0.012,0.01,56.63,0.025,0.007,
AKW,235.5,10.872,6.431,0.005,0.25,0.5,21.65,0.5,-,-,-,,Arturus Capital,,0.115,-0.5,0.115,0.13,0.125,0.115,-4.68,0.30,0.075,
APH,300.004,12.699,9.379,0.067,0.06,4.5,3.7,7.3,-,-,-,,Ascent Pharmahealth,,0.27,0.5,0.27,0.285,0.275,0.265,1.38,0.345,0.12,
AIO,30145,1838.21,1505.34,5.033,0.10,17.2,-41.9,-,-,-,-,,Asciano Grp stp,,1.72,3,1.71,1.725,1.725,1.675,1.27,1.94,1.315,
AFA,256.737,16.952,2.401,0.037,0.02,6.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.12,1,0.115,0.14,0.12,0.11,8.58,0.43,0.075,
ASZ,2011.71,41.447,19.95,0.227,0.06,24.9,9.43,15.9,6,1.57,4.01,f,ASG Grp Ltd,,1.495,4.5,1.495,1.50,1.55,1.45,2.59,1.55,0.64,
AJJ,50,3.489,2.884,0.015,0.01,8.0,-0.25,-,0.5,-,6.25,,Asia Liver Trans,,0.08,0.5,0.072,0.099,0.08,0.075,6.16,0.19,0.007,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,-,-,-,0.001,0.001,
AUF,30.956,5.025,1.577,0.104,1.00,1.0,-1.19,-,1,-,0.98,f,Asian Masters Fund,,1.02,-1,1.02,1.04,1.05,1.02,-1.48,1.06,0.98,
AKF,-,2.299,2.363,0.016,0.34,0.7,3.2,7.7,1.3,2.46,5.31,,ASK Funding Ltd,,0.245,,0.225,0.30,0.245,0.245,-0.51,0.37,0.17,
APZ,2555.63,197.634,157.154,0.264,0.68,0.7,-3.37,-,4.2,-,9.23,,Aspen Grp stp,,0.455,-0.5,0.455,0.46,0.47,0.445,-1.60,0.575,0.27,
ASP,60,0.701,0.112,0.026,-0.03,-,0.88,12.5,-,-,-,,Aspermont Ltd,,0.11,-3,0.11,0.14,0.14,0.11,-21.94,0.256,0.10,
AIR,23.472,1.742,-,0.021,0.38,2.4,8.23,10.9,-,-,-,,Astivita Renewables,,0.90,2,0.90,0.97,0.96,0.88,1.76,1.15,0.75,
AKR,1.858,0.85,18.932,0.016,1.62,0.5,-1.87,-,-,-,-,,Astra Capital Ltd,,0.77,-2,0.65,0.79,0.77,0.77,-3.04,0.85,0.51,
AJA,2151.88,191.747,393.54,0.165,0.76,0.4,-36.49,-,8.5,-,26.15,,Astro Jap Prop stp,,0.325,1.5,0.32,0.325,0.33,0.305,4.33,0.515,0.29,
ATR,17.878,1.151,1.214,0.118,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.80,2.5,1.79,1.83,1.80,1.68,0.90,2.70,1.61,
ASX,2771.55,113.73,106.561,5.034,3.19,9.1,180.6,16.1,163.6,1.10,5.64,f,ASX Ltd,,29.00,-3,29.00,29.17,29.70,28.70,-0.61,37.77,28.06,
ACG,130.27,6.076,11.375,0.013,0.04,3.3,-3.06,-,-,-,-,,Atcor Medical,,0.13,-1,0.13,0.15,0.14,0.13,-7.65,0.215,0.11,
ATI,7136.09,776.539,311.76,0.055,0.01,4.2,-0.12,-,-,-,-,,Atlantic Ltd,,0.042,-0.1,0.041,0.042,0.045,0.041,-2.83,0.07,0.01,
ATIO,1100,130.454,65.774,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.032,0.2,0.03,0.035,0.032,0.03,6.16,0.058,0.004,
ATP,130.689,6.179,8.088,0.013,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.105,,0.105,0.115,0.105,0.105,-0.51,0.145,0.085,
AIA,71.971,36.404,35.283,2.123,1.22,1.3,5.63,28.8,6.68,0.84,4.12,,Auckland Airport,,1.62,5,1.59,1.62,1.62,1.545,2.68,1.654,1.225,
AFV,0.32,-,-,0.018,-,-,-,-,-,-,-,,Aurora Funds Ltd,,2.00,,1.50,1.89,2.00,2.00,-,2.00,2.00,
AIB,22.5,0.559,0.06,0.013,1.20,0.9,-5.76,-,23.5,-,21.27,,Aurora Global Tr unt,,1.105,,1.105,1.22,1.11,1.10,-0.51,7.50,1.00,
AUP,2.5,0.256,0.173,0.019,5.39,1.0,-,-,-,-,-,,Aurora Prop unt,,5.15,5,5.17,-,5.15,5.10,0.47,5.40,4.40,
ABW,1.636,0.697,0.05,0.008,1.20,0.9,-30.42,-,23,-,21.30,,Aurora SAE ord unt,,1.08,4.5,1.075,1.085,1.08,1.035,3.84,7.35,0.867,
AOD,274.422,7.092,11.405,0.043,1.02,1.0,-4.69,-,6.2,-,6.33,p,Aurora Sandringham ,,0.98,-1.5,0.985,0.995,0.99,0.975,-2.02,1.12,0.965,
AQF,-,0.283,-,0.033,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.61,,1.53,-,1.61,1.61,-0.51,1.72,1.61,
ASL,4387.12,64.91,49.611,0.408,1.60,1.0,20.62,7.8,11,1.87,6.85,f,Ausdrill Ltd,,1.605,-2.5,1.60,1.625,1.72,1.605,-2.04,2.34,0.934,
AAX,4146.09,136.004,94.385,0.256,0.62,3.4,19,11.0,9.5,2.00,4.55,f,Ausenco Ltd,,2.09,14,2.09,2.14,2.16,1.96,6.67,5.95,1.71,
AAC,1346.25,106.945,147.055,0.395,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.495,,1.47,1.50,1.50,1.42,-0.51,1.595,1.18,
AAK,-,58.717,226.889,0.01,0.02,0.1,0.03,10.0,-,-,-,,Aust China Hldgs,,0.003,,0.003,0.004,0.003,0.003,-0.51,0.016,0.002,
AAKO,-,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-0.51,0.005,0.001,
AEU,442.342,14.541,23.27,0.076,1.29,0.4,9.4,6.0,-,-,-,,Aust Education unt,,0.565,-0.5,0.565,0.57,0.58,0.56,-1.39,0.66,0.25,
AYF,8.218,0.2,0.09,0.021,6.45,1.0,1,628.0,50,0.02,7.96,p,Aust Enhanced unt,,6.28,6,6.28,6.39,6.40,6.28,0.46,6.55,5.40,
AEF,3.69,0.027,0.012,0.02,8.11,2.5,139,14.4,182,0.76,9.10,f,Aust Ethical,,20.00,-200,20.00,23.10,22.00,20.00,-9.60,37.00,20.00,
AFI,976.524,40.637,36.423,4.738,4.98,1.0,8.93,53.6,21,0.43,4.38,f,Aust Foundation,,4.79,2,4.78,4.81,4.83,4.72,-0.09,5.41,4.45,
AFIN,7.345,0.08,-,0.082,-,-,-,-,-,-,-,,  new,,4.58,-2,4.57,4.65,4.65,4.58,-0.94,4.68,4.51,
AIX,5426.24,232.107,197.57,1.086,2.62,0.7,19.37,9.0,10,1.94,5.71,,Aust Infra unt,,1.75,-1,1.74,1.765,1.785,1.73,-1.08,2.09,1.29,
ALF,106.556,5.24,8.358,0.071,1.37,0.8,53.65,2.0,7,7.66,6.39,f,Aust Leaders,,1.095,,1.095,1.12,1.12,1.075,-0.51,1.265,1.01,
ALFO,166.681,10.521,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.005,,0.003,0.008,0.005,0.004,-0.51,0.10,0.003,
API,1787.58,91.282,19.097,0.215,0.79,0.6,6.1,7.2,3,2.03,6.82,f,Aust Pharmaceutical,,0.44,1,0.435,0.445,0.46,0.43,1.82,0.939,0.365,
APK,52.106,5.219,4.23,0.043,-,-,-3.1,-,-,-,-,,Aust Power,,0.425,-2.5,0.425,0.50,0.425,0.42,-6.06,0.50,0.155,
AUI,23.163,0.739,0.665,0.674,7.49,0.9,18.7,35.3,25,0.75,3.79,f,Aust United Invest,,6.60,-20,6.60,6.61,6.74,6.58,-3.45,7.90,5.90,
AVG,360.108,14.699,23.003,0.027,0.98,0.2,11.2,1.9,-,-,-,,Aust Vintage Ltd,,0.21,1,0.21,0.225,0.22,0.205,4.49,0.49,0.125,
ASB,138.026,23.28,25.726,0.442,1.30,1.8,4.35,54.0,6,0.72,2.55,,Austal Ltd,,2.35,10,2.35,2.37,2.38,2.25,3.94,3.12,1.935,
AUN,5478.15,359.307,324.031,1.361,-0.31,-,4.7,23.0,-,-,-,,Austar United,,1.08,10,1.055,1.08,1.08,0.98,9.69,1.465,0.84,
AUB,129.661,5.461,10.749,0.247,0.92,5.1,32.49,14.5,21,1.55,4.47,f,Austbrokers Hldgs,,4.70,-19,4.68,4.80,4.90,4.68,-4.39,5.65,3.93,
AEO,737.064,44.525,19.825,0.571,-0.57,-,11.98,13.8,9.1,1.32,5.50,f,Austereo Grp Ltd,,1.655,2,1.60,1.71,1.715,1.49,0.71,1.925,1.27,
ANG,255.625,20.61,9.386,0.236,0.52,6.5,26.32,12.9,8.5,3.10,2.50,f,Austin Engineer,,3.40,-10,3.36,3.48,3.50,3.30,-3.37,3.60,1.585,
ACK,-,3.957,2.003,0.02,0.24,0.6,-6.58,-,-,-,-,,Austock Grp Ltd,,0.15,,0.15,0.17,0.15,0.15,-0.51,0.33,0.14,
AYX,-,0.065,0.006,0.012,0.24,4.2,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.00,,-,1.25,1.00,1.00,-0.51,1.25,0.75,
ALZ,1750.26,330.913,405.47,1.442,0.68,3.7,-13.4,-,12,-,4.80,,Australand Prop stp,,2.50,-2,2.50,2.55,2.60,2.49,-1.30,3.05,2.125,
AIY,13.333,1.247,0.989,0.002,0.03,1.0,0.05,60.0,-,-,-,,Authorised Invest,,0.03,-0.1,0.03,0.035,0.031,0.03,-3.74,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.001,0.015,0.016,0.016,-0.51,0.016,0.01,
ATJ,926,15.757,1.432,0.009,0.02,2.7,-4.29,-,-,-,-,,Auto Tech Ltd,,0.054,-0.1,0.05,0.054,0.055,0.05,-2.33,0.092,0.028,
ATJO,800,1.992,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.003,-0.1,0.003,0.01,0.004,0.003,-25.51,0.011,0.003,
AIE,-,3.388,4.394,0.002,0.05,0.8,2.09,2.0,-,-,-,,Autodom Ltd,,0.041,,0.041,0.059,0.041,0.041,-0.51,0.11,0.022,
