ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 5007.3 at 16:34 16/4/2010  Report at 19:07 Friday 16/4/2010. Processed 20:06 Friday 16/4/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ANM,52.59,3.89,1.946,0.012,0.02,2.9,-2.64,-,-,-,-,,Advanced Magnesium,,0.057,0.2,0.057,0.062,0.057,0.055,2.95,0.124,0.019
ASW,27,2.559,0.622,0.018,0.11,4.0,3.16,13.9,2.75,1.15,6.25,f,Advanced Share,,0.44,2.5,0.405,0.435,0.44,0.42,5.33,0.44,0.15
AEI,-,1.539,0.479,0.008,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.085,,0.08,0.085,0.085,0.085,-0.69,0.185,0.06
AVE,403.351,17.894,4.37,0.215,2.07,0.6,4.2,28.8,4,1.05,3.31,,Aevum Ltd,,1.21,9.5,1.19,1.21,1.22,1.115,7.83,1.67,0.76
AFT,18047.7,705.779,10.589,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,-0.69,0.002,0.001
AGK,5435.73,95.818,94.145,6.936,6.21,2.5,27,57.1,57,0.47,3.70,f,AGL Energy Ltd,,15.41,16,15.40,15.50,15.69,15.20,0.36,15.69,13.07
AGJ,-,0.116,0.062,0.012,0.38,0.4,-2.28,-,2.12,-,15.14,,Agricultural Land unt,,0.14,,0.15,0.155,0.14,0.14,-0.69,0.21,0.13
AHC,1,0.068,-,0.012,4.89,0.4,14.09,14.9,-,-,-,,AHC Ltd,,2.10,-15,2.10,2.35,2.25,2.10,-7.36,2.45,1.295
ENY,0.308,-,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,16.28,,15.89,16.07,16.28,16.28,-,16.28,16.28
FIN,0.102,-,-,0.001,-,-,-,-,-,-,-,,Aii200financials etf unt,,5.09,14,5.00,5.06,5.09,4.95,2.14,5.09,4.95
FIX,-,-,-,-,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,-,,5.89,5.96,-,-,-,-,-
IDD,-,0.002,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.97,,3.97,4.02,3.97,3.97,-0.69,3.97,3.97
RSR,16.453,0.025,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.59,1,5.58,5.59,5.65,5.58,-0.51,5.65,5.37
MAM,13.55,0.014,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.72,,4.67,4.73,4.83,4.72,-,4.83,4.72
AGI,219.419,2.133,2.272,0.035,0.01,12.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.125,-2.5,0.125,0.14,0.14,0.125,-17.36,0.22,0.065
AIZ,64.736,5.77,1.659,1.146,1.12,1.0,3.9,27.3,5.17,0.75,4.85,,Air New Zealand,,1.065,-3.5,1.07,1.085,1.145,1.065,-3.87,1.145,0.67
AIG,-,-,0.055,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,-,-,0.11,0.11,-0.69,0.11,0.098
AJL,791.839,13.256,19.128,0.204,1.32,2.4,16,19.6,5.5,2.91,1.76,,AJ Lucas Grp,,3.13,33,3.10,3.20,3.24,2.77,11.09,5.60,2.03
ACL,844.944,15.007,30.572,0.114,0.09,6.7,-4.6,-,-,-,-,,Alchemia Ltd,,0.60,-4,0.595,0.60,0.64,0.585,-6.94,0.81,0.299
AAI,1.622,0.003,-,26.847,-,-,-137.14,-,12.39,-,0.40,,Alcoa Inc cdi,,31.00,-1300,26.00,31.00,39.90,31.00,-30.24,47.10,31.00
LEP,795.11,14.693,5.77,0.333,2.39,0.9,95.98,2.3,27,3.55,12.44,,ALE Prop Grp stp,,2.17,-1,2.16,2.17,2.21,2.16,-1.15,2.43,1.768
ALS,2335.14,33.225,45.642,0.285,0.65,4.7,-17.36,-,14,-,4.62,f,Alesco Corp,,3.03,1,3.03,3.05,3.08,3.00,-0.36,5.91,2.56
AJX,527.889,18.088,-,0.012,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.165,,0.165,0.17,0.18,0.16,-0.69,0.205,0.01
AEJ,14362,281.091,391.198,0.055,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.068,-0.2,0.066,0.068,0.07,0.06,-3.55,0.13,0.05
ABQ,7928.34,25.169,4.347,0.022,0.06,1.8,2.3,4.8,0.5,4.60,4.55,,Allied Brands Ltd,,0.11,,0.11,0.115,0.12,0.097,-0.69,0.245,0.097
ABQO,-,4.651,0.007,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.002,0.001,0.001,-0.69,0.005,0.001
AEA,504.354,4.887,0.087,0.013,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.30,-1,0.285,0.30,0.34,0.30,-3.92,0.34,0.037
AEAO,10,0.454,-,0.002,-,-,-,-,-,-,-,,  opt jan12,,0.12,4,0.07,0.12,0.12,0.12,49.31,0.12,0.06
AIQ,187.225,10.991,1.557,0.141,1.46,0.7,-44.5,-,47,-,43.52,,Alternative Invest unt,,1.08,1,1.07,1.13,1.10,1.07,0.24,1.45,0.91
ALU,179.148,1.359,0.471,0.023,0.09,2.8,-6.97,-,2,-,7.84,,Altium Ltd,,0.255,0.5,0.255,0.285,0.255,0.235,1.31,0.50,0.235
AMA,96.3,9.555,18.066,0.013,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.048,0.2,0.046,0.05,0.048,0.046,3.66,0.078,0.019
AHD,1262.84,17.102,3.191,0.928,4.65,1.3,68.5,8.6,35,1.96,5.93,f,Amalgamated Hldgs,,5.90,17,5.84,5.99,6.10,5.65,2.28,6.24,3.73
AMO,10,1.666,0.232,0.019,0.61,1.0,9.3,6.7,5.5,1.69,8.87,f,Ambertech Ltd,,0.62,-1,0.56,0.62,0.62,0.60,-2.28,0.63,0.41
AMB,68.704,0.986,0.484,0.026,0.14,2.8,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.39,1.5,0.38,0.40,0.39,0.38,3.31,0.41,0.13
AMH,1323.67,4.751,1.593,0.134,0.77,0.9,-1.14,-,2,-,2.90,,Amcil Ltd,,0.69,,0.69,0.695,0.70,0.69,-0.69,0.72,0.51
AMM,7640.24,116.256,59.963,0.244,0.18,1.9,2.78,12.2,0.9,3.09,2.65,f,Amcom Telecomm,,0.34,1.5,0.34,0.35,0.355,0.325,3.92,0.355,0.125
AMC,17419.8,393.436,236.268,7.938,2.25,2.9,20.9,31.1,29.5,0.71,4.54,,Amcor Ltd,,6.50,15,6.48,6.50,6.50,6.35,1.67,6.50,4.201
AEC,88.351,2.316,2.189,0.105,1.05,2.8,19.39,14.9,16.5,1.18,5.71,f,Ammtec Ltd,,2.89,18,2.80,2.92,2.94,2.72,5.95,3.00,1.55
AGF,787.118,16.621,13.312,0.292,1.12,0.8,10.02,8.6,8.47,1.18,9.79,,AMP Capital China unt,,0.865,-3.5,0.86,0.875,0.91,0.86,-4.58,1.265,0.845
AMP,27429.7,471.441,491.675,13.385,0.80,8.1,37.1,17.4,30,1.24,4.64,p,AMP Ltd,,6.46,9,6.45,6.47,6.56,6.33,0.72,6.97,4.55
ANQ,278.479,4.184,7.504,0.041,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.25,3,0.23,0.25,0.25,0.215,12.95,0.35,0.175
ANQO,-,-,0.022,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,-,0.005,0.005,-80.69,0.015,0.001
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-75.69,0.004,0.001
ALT,26949.7,213.291,11.794,0.018,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.045,-1,0.045,0.047,0.065,0.043,-18.87,0.115,0.019
ANN,2355.71,60.894,63.78,1.572,1.92,6.2,81.7,14.6,29,2.82,2.43,,Ansell Ltd,,11.95,-6,11.80,11.99,12.09,11.76,-1.19,12.87,7.58
ANO,-,3.516,0.634,0.009,0.04,1.0,1.46,2.7,-,-,-,,Antaria Ltd,,0.04,,0.037,0.04,0.04,0.04,-0.69,0.065,0.029
ADO,34371.8,2921.61,25.633,0.026,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.051,-0.4,0.051,0.052,0.057,0.047,-7.96,0.105,0.005
ADOO,1180,404.453,-,0.006,-,-,-,-,-,-,-,,  opt sep10,,0.039,-0.8,0.037,0.045,0.045,0.037,-17.71,0.07,0.001
ADOOA,-,0.518,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.012,,0.012,0.025,0.012,0.012,-0.69,0.025,0.012
ANP,15004,292.504,4.315,0.012,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.02,0.2,0.019,0.02,0.021,0.017,10.42,0.20,0.016
ANZ,35164.2,575.904,568.097,65.086,10.72,2.4,170.4,15.1,102,1.67,3.97,f,ANZ Banking Grp,,25.69,54,25.68,25.75,26.23,25.24,1.46,26.23,14.90
APE,5.103,0.108,0.23,0.387,8.81,1.5,121.6,10.6,62,1.96,4.79,f,AP Eagers Ltd,,12.95,45,12.70,12.95,12.95,12.50,2.91,13.55,6.12
APP,85,2.716,0.277,-,-,-,0.1,14.0,-,-,-,,APA Financial,,0.014,,0.014,0.019,0.014,0.014,-0.69,0.023,0.009
APA,6454.79,75.029,60.021,2.007,-,-,25,14.8,31.75,0.79,8.58,,APA Grp stp,,3.70,11,3.69,3.72,3.78,3.59,2.37,3.78,2.60
AEZ,2447.58,42.853,103.258,0.027,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stp,,0.05,0.5,0.048,0.051,0.05,0.044,10.42,0.115,0.037
APN,8413.39,88.809,68.719,1.347,-0.78,-,16.7,13.5,4,4.17,1.78,f,APN News & Media,,2.25,-2,2.24,2.29,2.32,2.25,-1.57,2.61,1.129
APD,128.5,3.277,10.111,0.04,0.21,1.4,-17.88,-,1.25,-,4.39,f,APN Prop Grp,,0.285,3.5,0.28,0.285,0.29,0.25,13.31,0.41,0.15
AOP,3139,64.673,-,0.004,-,-,0.18,5.0,-,-,-,,Apollo Cons,,0.009,-0.1,0.008,0.009,0.01,0.009,-10.69,0.04,0.007
AQL,-,7.496,2.254,0.004,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.012,,0.006,0.019,0.012,0.012,-0.69,0.018,0.008
APB,1134.21,10.18,3.76,0.009,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.018,,0.018,0.02,0.019,0.018,-0.69,0.058,0.018
ARP,170.702,7.987,1.914,0.428,1.22,4.8,40.44,14.6,17.5,2.31,2.97,f,ARB Corp,,5.90,25,5.86,5.90,6.09,5.62,3.73,6.09,2.693
AAD,3261.53,55.041,29.819,0.422,1.10,1.2,2.73,50.0,14.3,0.19,10.48,,Ardent Leisure stp,,1.365,-3.5,1.36,1.385,1.415,1.36,-3.19,1.845,1.165
ARG,1067.4,10.574,10.603,3.837,6.23,1.0,-11.1,-,25,-,3.83,f,Argo Invest,,6.53,4,6.52,6.53,6.60,6.46,-0.07,7.05,5.50
ASV,286.491,1.812,0.902,0.012,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.17,-1,0.15,0.175,0.17,0.12,-6.25,1.098,0.006
ARA,152.359,5.413,0.945,0.05,0.32,0.8,-2.46,-,1,-,4.08,,Ariadne Aust,,0.245,-1.5,0.245,0.255,0.25,0.245,-6.46,0.37,0.215
ALL,18386.4,148.538,97.826,2.347,0.07,62.9,-31.3,-,4.5,-,1.02,,Aristocrat Leisure,,4.40,-14,4.39,4.41,4.63,4.34,-3.77,5.75,3.24
AEM,4866.16,75.765,41.079,0.005,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.013,-0.1,0.012,0.014,0.013,0.01,-7.83,0.025,0.005
AKW,401.441,4.87,3.135,0.005,0.25,0.5,21.65,0.6,-,-,-,,Arturus Capital,,0.13,-6.5,0.135,0.14,0.18,0.13,-34.02,0.30,0.07
APH,1017.75,9.755,3.223,0.079,0.06,5.3,3.7,8.5,-,-,-,,Ascent Pharmahealth,,0.315,-0.5,0.315,0.335,0.33,0.31,-2.25,0.345,0.12
AIO,41161.6,968.928,557.911,5.443,0.10,18.6,-41.9,-,-,-,-,,Asciano Grp stp,,1.86,1,1.84,1.86,1.875,1.82,-0.15,1.94,1.017
AFA,678.468,13.269,1.321,0.048,0.02,7.8,-1.19,-,-,-,-,,ASF Grp Ltd,,0.155,-2.5,0.15,0.18,0.20,0.155,-14.58,0.43,0.065
ASZ,2316.04,24.582,12.591,0.195,0.06,23.0,9.43,14.6,6,1.57,4.35,f,ASG Grp Ltd,,1.38,1,1.355,1.405,1.41,1.355,0.04,1.41,0.545
AJJ,12.176,0.227,0.48,0.015,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.081,0.1,0.09,0.097,0.081,0.08,0.56,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,0.001,0.001,0.001,-0.69,0.002,0.001
AUF,1,2.328,0.522,0.106,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.04,-1,1.03,1.04,1.05,1.04,-1.64,1.06,0.84
AKF,10,0.491,1.33,0.016,0.34,0.7,3.2,7.8,1.3,2.46,5.20,,ASK Funding Ltd,,0.25,4,0.21,0.25,0.25,0.23,18.36,0.37,0.15
APZ,13276.6,111.99,72.775,0.316,0.68,0.8,-3.37,-,4.19,-,7.69,,Aspen Grp stp,,0.545,4.5,0.54,0.55,0.545,0.495,8.31,0.575,0.27
ASP,48,0.43,-,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,,0.12,0.14,0.14,0.12,-0.69,0.271,0.11
AIR,12.766,0.804,-,0.019,0.38,2.1,8.23,9.9,-,-,-,,Astivita Renewables,,0.815,-3.5,0.80,0.90,0.85,0.815,-4.81,1.15,0.75
AKR,14.432,0.508,16.178,0.013,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.60,-6,0.60,0.66,0.66,0.60,-9.78,0.90,0.008
AJA,7414.17,110.291,186.077,0.185,0.76,0.5,-36.49,-,8.5,-,23.29,,Astro Jap Prop stp,,0.365,-1,0.36,0.365,0.385,0.355,-3.36,0.515,0.275
ATR,37.365,0.784,0.82,0.131,2.90,0.7,-11.79,-,-,-,-,,Astron Ltd,,1.995,15.5,1.95,1.995,2.00,1.90,7.73,2.70,1.60
ASX,3340.76,61.272,54.091,5.849,3.19,10.6,180.6,18.7,163.6,1.10,4.85,f,ASX Ltd,,33.70,-37,33.60,33.72,34.20,33.16,-1.78,37.90,30.50
ACG,90.129,2.252,6.715,0.014,0.04,3.4,-3.06,-,-,-,-,,Atcor Medical,,0.135,-1.5,0.135,0.145,0.14,0.135,-10.69,0.24,0.13
ATI,108586,292.352,30.392,0.056,0.01,4.5,-0.12,-,-,-,-,,Atlantic Ltd,,0.045,0.7,0.044,0.045,0.049,0.036,17.73,0.049,0.006
ATIO,22097.5,86.048,-,0.01,-,-,-,-,-,-,-,,  opt dec11,,0.035,0.7,0.035,0.036,0.038,0.027,24.31,0.039,0.003
ATP,129.612,4.845,2.583,0.015,0.13,0.9,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.12,,0.115,0.12,0.12,0.115,-0.69,0.16,0.085
AIA,176.272,22.818,14.35,2.005,1.22,1.3,5.63,27.2,6.68,0.84,4.37,,Auckland Airport,,1.53,0.5,1.515,1.55,1.56,1.53,-0.36,1.654,1.171
AIB,2.5,0.297,0.037,0.015,1.21,1.0,-5.76,-,54,-,44.63,,Aurora Global Tr unt,,1.21,,1.145,1.21,1.21,1.21,-0.69,7.50,0.977
AUP,2.25,0.135,0.062,0.019,5.24,1.0,-,-,-,-,-,,Aurora Prop unt,,5.10,9,5.10,5.20,5.10,5.01,1.11,5.40,4.35
ABW,64.943,0.292,0.034,0.009,1.13,1.1,-30.42,-,23,-,18.55,,Aurora SAE ord unt,,1.24,2,1.23,1.24,1.24,1.225,0.95,7.35,0.867
AOD,179.269,3.415,6.144,0.046,1.05,1.0,-4.69,-,4,-,3.88,,Aurora Sandringham ,,1.03,1,1.025,1.035,1.035,1.02,0.29,1.12,1.005
AQF,-,0.276,-,0.035,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.72,,1.72,-,1.72,1.72,-0.69,1.72,1.62
ASL,2292.96,29.054,18.91,0.518,1.60,1.4,20.62,10.5,11,1.87,5.09,f,Ausdrill Ltd,,2.16,-14,2.15,2.19,2.30,2.15,-6.78,2.34,0.82
AAX,4904.65,41.141,40.698,0.624,0.62,8.2,19,26.8,9.5,2.00,1.86,f,Ausenco Ltd,,5.10,70,5.01,5.12,5.14,4.41,15.22,5.95,2.82
AAC,5636.47,44.176,31.547,0.378,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.43,2,1.42,1.435,1.44,1.40,0.73,1.95,1.18
AAK,6285.52,36.651,33.031,0.017,0.02,0.3,0.32,1.6,-,-,-,,Aust China Hldgs,,0.005,-0.1,0.005,0.006,0.006,0.005,-17.36,0.016,0.002
AAKO,-,21.675,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-0.69,0.005,0.001
AEU,312.462,7.225,11.851,0.072,1.29,0.4,9.4,5.6,1.75,5.37,3.30,,Aust Education unt,,0.53,1.5,0.53,0.54,0.53,0.505,2.22,0.60,0.225
AYF,1.333,0.086,0.052,0.022,7.50,0.9,1,645.0,55,0.02,8.53,p,Aust Enhanced unt,,6.45,,5.90,6.45,6.45,6.45,-0.69,6.53,5.00
AEF,0.911,0.01,0.004,0.026,8.11,3.2,139,18.7,182,0.76,7.00,f,Aust Ethical,,26.00,,26.00,26.50,26.00,26.00,-0.69,37.00,20.00
AFI,1473.96,22.064,19.465,5.153,4.80,1.1,8.93,58.3,21,0.43,4.03,f,Aust Foundation,,5.21,9,5.18,5.23,5.30,5.12,1.07,5.41,4.14
AIX,7781.95,124.902,60.805,1.154,2.62,0.8,19.37,10.3,10,1.94,5.00,p,Aust Infra unt,,2.00,1,1.99,2.02,2.03,1.975,-0.19,2.05,1.18
ALF,329.127,3.304,3.762,0.082,1.51,0.8,53.65,2.3,7,7.66,5.56,f,Aust Leaders,,1.26,1,1.255,1.26,1.265,1.25,0.11,1.265,0.72
ALFO,777.024,7.092,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.04,,0.037,0.041,0.041,0.037,-0.69,0.10,0.031
API,2219.77,48.868,10.414,0.286,0.84,0.7,5.9,9.9,2,2.95,3.42,f,Aust Pharmaceutical,,0.585,-1.5,0.57,0.585,0.605,0.57,-3.19,0.939,0.41
APK,129.624,3.41,0.697,0.048,-,-,-3.1,-,-,-,-,,Aust Power,,0.47,3,0.45,0.47,0.50,0.46,6.13,0.50,0.12
AUI,20.731,0.338,0.32,0.782,7.24,1.1,18.7,41.0,25,0.75,3.26,f,Aust United Invest,,7.66,15,7.65,7.78,7.79,7.60,1.31,7.90,5.11
AVG,599.074,9.223,3.902,0.032,0.98,0.3,11.2,2.2,-,-,-,,Aust Vintage Ltd,,0.25,-1.5,0.25,0.27,0.27,0.25,-6.35,0.49,0.125
ASB,429.378,14.641,10.144,0.465,1.30,1.9,4.35,56.8,6,0.72,2.43,,Austal Ltd,,2.47,4,2.41,2.48,2.49,2.41,0.96,3.12,2.18
AUN,28288.4,207.854,174.567,1.506,-0.31,-,4.7,25.4,-,-,-,,Austar United,,1.195,-0.5,1.19,1.195,1.22,1.185,-1.11,1.465,0.68
AUB,52.173,2.752,5.785,0.26,0.92,5.5,32.49,15.5,21,1.55,4.18,f,Austbrokers Hldgs,,5.02,-3,5.02,5.15,5.06,4.95,-1.29,5.65,3.58
AEO,949.856,27.737,6.374,0.652,-0.57,-,11.98,15.8,9.1,1.32,4.81,f,Austereo Grp Ltd,,1.89,11.5,1.84,1.90,1.925,1.76,5.79,1.925,1.15
ANG,433.738,9.833,4.807,0.239,0.52,6.6,26.32,13.1,8.5,3.10,2.46,f,Austin Engineer,,3.45,1,3.43,3.47,3.60,3.44,-0.40,3.60,1.125
ACK,145.4,1.332,0.551,0.033,0.24,1.0,-6.58,-,-,-,-,,Austock Grp Ltd,,0.25,-0.5,0.24,0.25,0.255,0.245,-2.65,0.33,0.20
AYX,4.739,0.054,0.005,0.01,0.24,3.5,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.85,-15,0.85,1.00,1.00,0.85,-15.69,1.25,0.75
ALZ,20819.6,288.876,159.449,1.557,0.68,0.8,-13.4,-,5,-,9.26,,Australand Prop stp,,0.54,-2.5,0.54,0.545,0.58,0.535,-5.12,0.585,0.321
AIY,65.526,0.603,-,0.004,0.03,1.7,0.05,100.0,-,-,-,,Authorised Invest,,0.05,1,0.05,0.066,0.05,0.04,24.31,0.05,0.008
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.01,0.03,0.016,0.016,-0.69,0.016,0.01
ATJ,1265,10.935,0.252,0.009,0.02,3.0,-4.29,-,-,-,-,,Auto Tech Ltd,,0.06,1.9,0.05,0.057,0.06,0.051,45.65,0.151,0.028
ATJO,-,0.172,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.01,-,0.01,0.01,-0.69,0.01,0.01
AIE,57.064,2.81,2.392,0.004,0.05,1.4,2.09,3.4,-,-,-,,Autodom Ltd,,0.071,0.4,0.071,0.075,0.072,0.069,5.28,0.11,0.02
AHE,1279.94,18.577,15.908,0.614,0.75,3.6,28.14,9.7,17,1.66,6.25,f,Automotive Hldgs,,2.72,7,2.71,2.75,2.72,2.60,1.95,2.74,1.15
AVX,7286.61,247.795,85.21,0.11,0.04,3.3,-4.17,-,-,-,-,,Avexa Ltd,,0.13,-1.5,0.13,0.135,0.145,0.13,-11.04,0.235,0.087
AVH,325.437,11.097,5.216,0.014,0.05,2.7,-3.66,-,-,-,-,,Avita Medical Ltd,,0.135,,0.14,0.145,0.145,0.135,-0.69,0.275,0.085
AVJ,107.675,2.765,3.379,0.132,1.06,0.5,0.09,533.3,-,-,-,,AVJennings,,0.48,-0.5,0.48,0.49,0.49,0.47,-1.72,0.63,0.24
