ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4882.7 at 14:54 31/12/2009  Report at 16:46 Thursday 31/12/2009. Processed 17:04 Thursday 31/12/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
LEP,434.985,38.127,27.383,0.344,3.08,0.7,31.51,7.2,30,1.05,13.22,,ALE Prop Grp stpld,,2.27,-4,2.24,2.27,2.31,2.23,-3.38,2.43,1.416
ALS,447.157,108.9,83.825,0.446,0.49,9.7,-13.94,-,7,-,1.47,f,Alesco Corp,,4.75,7,4.73,4.75,4.84,4.65,-0.16,5.91,0.60
ABQ,812.104,42.986,20.705,0.034,0.05,3.6,2.8,6.4,0.5,5.60,2.78,f,Allied Brands Ltd,,0.18,-1,0.175,0.18,0.185,0.165,-6.92,0.28,0.10
ABQO,-,0.222,3.858,-,-,-,-,-,-,-,-,,  opt dec10,,0.003,,0.003,0.005,0.003,0.003,-1.65,0.029,0.001
AEA,112.2,3.268,5.616,0.002,-,-,-3.25,-,-,-,-,,Altera Res Ltd,,0.10,-1,0.10,0.11,0.11,0.10,-10.74,0.13,0.014
AIQ,39.861,10.49,-,0.135,1.41,0.7,-33.96,-,47,-,45.63,,Alternative Invest unt,,1.03,-2,1.035,1.095,1.03,1.03,-3.56,1.45,0.575
ALU,1.5,7.476,4.161,0.022,0.12,2.1,-0.47,-,2,-,8.00,,Altium Ltd,,0.25,,0.25,0.275,0.25,0.25,-1.65,0.55,0.235
AMA,24.9,48.188,55.592,0.014,-0.23,-,-43.5,-,-,-,-,,AMA Grp Ltd,,0.053,0.1,0.053,0.055,0.053,0.053,0.27,0.078,0.017
AHD,57.149,12.716,6.634,0.867,4.48,1.2,53.5,10.4,32,1.67,5.72,f,Amalgamated Hldgs,,5.59,13,5.59,5.64,5.64,5.36,0.73,6.24,3.598
AMO,112.334,1.095,2.066,0.015,0.57,0.9,5.9,8.5,3.5,1.69,7.00,f,Ambertech Ltd,,0.50,,0.49,0.57,0.505,0.50,-1.65,0.55,0.32
AMB,-,3.451,18.576,0.022,0.13,2.5,-52.3,-,1.5,-,4.62,,Ambition Grp Ltd,,0.325,,0.325,0.37,0.325,0.325,-1.65,0.38,0.096
AMH,83.149,12.133,13.298,0.133,0.73,0.9,2.63,26.0,2,1.31,2.92,f,Amcil Ltd,,0.685,1,0.68,0.685,0.685,0.68,-0.17,0.72,0.43
AMM,1207.32,224.617,317.659,0.16,0.18,1.6,2.25,12.4,0.8,2.81,2.86,f,Amcom Telecomm,,0.28,0.5,0.275,0.28,0.28,0.27,0.17,0.28,0.10
AMMN,-,-,-,-,-,-,-,-,-,-,-,,  def x opt,,-,,-,-,-,-,-,-,-
AMC,7117.27,1145.59,967.974,7.606,1.61,3.9,25.3,24.6,34,0.74,5.46,,Amcor Ltd,,6.23,8,6.20,6.23,6.25,6.14,-0.35,6.29,3.50
AEC,32.915,7.439,3.445,0.09,0.77,3.2,27.1,9.2,16,1.69,6.45,f,Ammtec Ltd,,2.48,15,2.46,2.48,2.49,2.35,4.79,3.00,1.30
AGF,158.487,63.991,72.645,0.336,1.33,0.8,4.35,24.4,3.9,1.12,3.68,,AMP Capital China unt,,1.06,1.5,1.06,1.065,1.065,1.045,-0.22,1.265,0.73
AMP,8211.09,2107.29,1990.74,13.869,0.67,10.1,29.6,22.9,30,0.99,4.43,p,AMP Ltd,,6.77,9,6.75,6.78,6.80,6.63,-0.31,6.97,3.52
ANQ,58.46,21.962,9.148,0.035,0.02,13.0,-5.6,-,-,-,-,,Anaeco Ltd,,0.26,-0.5,0.255,0.26,0.265,0.26,-3.54,0.39,0.09
ANQO,-,0.048,0.015,-,-,-,-,-,-,-,-,,  opt may10,,0.003,-0.2,0.001,-,0.005,0.005,-41.65,0.023,0.003
ANQOA,-,0.044,0.005,-,-,-,-,-,-,-,-,,  opt may12,,0.004,,0.001,-,0.004,0.004,-1.65,0.016,0.001
ALT,-,69.205,133.163,0.015,-,-,-0.6,-,-,-,-,,Analytica Ltd,,0.039,,0.041,0.045,0.039,0.039,-1.65,0.083,0.019
ANN,410.752,197.447,204.674,1.457,1.98,5.5,89.2,12.3,28,3.19,2.56,,Ansell Ltd,,10.93,13,10.81,10.95,10.93,10.68,-0.45,12.70,7.51
ANO,-,12.884,5.561,0.011,0.03,1.6,0.77,6.4,-,-,-,,Antaria Ltd,,0.049,,0.027,0.055,0.049,0.049,-1.65,0.065,0.029
ADO,200,104.994,0.275,0.003,0.01,0.7,-1.1,-,-,-,-,,Anteo Diagnostics,,0.007,0.1,0.006,0.007,0.007,0.007,15.01,0.013,0.004
ADOO,-,14.608,-,-,-,-,-,-,-,-,-,,  opt sep10,,0.001,,0.001,0.002,0.001,0.001,-1.65,0.004,0.001
ADOOA,-,-,-,-,-,-,-,-,-,-,-,,  opt feb11,,-,,-,-,-,-,-,-,-
ANP,100,43.839,115.42,0.032,0.01,5.5,-0.46,-,-,-,-,,Antisense Therapeutic,,0.055,,0.055,0.058,0.058,0.055,-1.65,0.075,0.029
ANZ,10380.2,2490.95,2887.43,57.953,10.72,2.1,170.4,13.4,102,1.67,4.46,f,ANZ Banking Grp,,22.88,49,22.87,22.88,22.93,22.55,0.54,25.25,11.83
APE,3.135,0.916,0.987,0.359,8.41,1.4,36.1,33.2,44,0.82,3.67,f,AP Eagers Ltd,,12.00,,12.00,12.69,12.10,12.00,-1.65,13.00,4.45
APP,-,2.327,1.934,-,-,-,-3.7,-,-,-,-,,APA Financial,,0.014,,0.012,0.029,0.014,0.014,-1.65,0.035,0.009
APA,1470.63,230.502,233.265,1.781,1.18,3.0,16.2,21.6,31,0.52,8.86,,APA Grp stpld,,3.50,1,3.48,3.53,3.59,3.43,-1.37,3.59,2.50
AEZ,95.767,498.45,678.286,0.038,0.33,0.2,-56.84,-,1,-,14.29,,APN European Retail stpld,,0.07,0.5,0.068,0.07,0.07,0.068,6.04,0.115,0.014
APN,1465.41,508.235,194.398,1.381,-1.23,-,-13.1,-,12,-,5.17,,APN News & Media,,2.32,,2.31,2.34,2.39,2.30,-1.65,2.61,0.866
APD,3.2,20.842,40.793,0.05,0.20,1.7,-18.08,-,3,-,8.57,,APN Prop Grp,,0.35,,0.35,0.375,0.35,0.35,-1.65,0.41,0.09
AOP,4857.7,334.081,4.607,0.005,-,-,-0.91,-,-,-,-,,Apollo Cons,,0.01,,0.01,0.011,0.01,0.01,-1.65,0.04,0.009
AQL,-,15.205,25.764,0.003,-,-,-0.35,-,-,-,-,,Aquacarotene Ltd,,0.011,,0.011,0.016,0.011,0.011,-1.65,0.018,0.008
APB,650,19.133,17.876,0.01,0.22,0.2,2,1.9,-,-,-,,Arafura Pearls,,0.038,-0.3,0.038,0.05,0.041,0.038,-8.97,0.08,0.035
ARP,113.492,16.599,10.84,0.372,1.22,4.2,33.86,15.2,16.5,2.05,3.22,f,ARB Corp,,5.13,5,5.11,5.13,5.14,5.05,-0.67,5.20,2.368
AAD,1021.37,194.553,126.182,0.517,1.18,1.4,-0.32,-,14.3,-,8.41,,Ardent Leisure Grp stp,,1.70,4.5,1.68,1.71,1.735,1.66,1.07,1.735,0.79
ARG,119.781,38.32,37.213,3.987,6.33,1.1,-11.1,-,27,-,3.96,f,Argo Invest,,6.81,9,6.76,6.81,6.81,6.74,-0.31,6.91,4.52
ASVDA,-,-,-,-,-,-,-,-,-,-,-,,Argus Solutions def,,-,,-,-,-,-,-,-,-
ARA,-,4.572,14.466,0.061,0.30,1.0,-4.51,-,1,-,3.33,,Ariadne Aust,,0.30,,0.31,0.35,0.30,0.30,-1.65,0.37,0.18
ALL,2223.45,559.335,687.095,2.144,0.35,11.5,-0.2,-,14.5,-,3.61,f,Aristocrat Leisure,,4.02,-3,4.01,4.09,4.12,4.01,-2.39,5.75,3.16
ARJ,8,2.95,3.555,0.012,1.08,0.5,8.07,6.1,7,1.15,14.29,f,ARK Fund Ltd (The),,0.49,,0.465,0.50,0.49,0.49,-1.65,0.80,0.405
AEM,-,125.435,46.19,0.004,-,-,2.83,0.6,-,-,-,,Artist & Entertain,,0.016,,0.013,0.016,0.016,0.016,-1.65,0.025,0.003
AKW,31.2,7.917,110.719,0.01,0.43,0.5,51.76,0.5,-,-,-,,Arturus Capital,,0.235,-0.5,0.235,0.24,0.235,0.235,-3.74,0.30,0.07
APH,5,16.14,6.126,0.052,0.04,5.3,3.1,6.8,0.5,6.20,2.38,,Ascent Pharmahealth,,0.21,1,0.20,0.22,0.21,0.20,3.35,0.26,0.12
AIO,29823,4479.54,1308.11,5.326,-1.41,-,-32.5,-,23,-,12.64,,Asciano Grp stpld,,1.82,4,1.815,1.82,1.885,1.78,0.59,1.885,0.32
AFA,10,11.093,7.743,0.03,0.01,17.5,-2.61,-,-,-,-,,ASF Grp Ltd,,0.175,-1.5,0.175,0.19,0.19,0.175,-9.55,0.43,0.036
ASZ,365.1,64.613,30.236,0.145,0.05,20.8,8.52,12.2,5.5,1.55,5.29,f,ASG Grp Ltd,,1.04,1.5,1.03,1.04,1.04,1.01,-0.19,1.195,0.33
AJJ,-,15.168,5.903,0.02,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.105,,0.027,0.12,0.105,0.105,-1.65,0.267,0.007
AJJO,-,0.75,1.857,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-1.65,0.002,0.001
AUF,80,4.554,2.701,0.095,0.98,1.0,0.76,131.6,-,-,-,,Asian Masters Fund,,1.00,,1.00,1.01,1.00,1.00,-1.65,1.05,0.77
AKF,-,12.038,0.06,0.016,0.35,0.7,5.4,4.6,1.3,4.15,5.20,f,ASK Funding Ltd,,0.25,,0.26,0.33,0.25,0.25,-1.65,0.37,0.125
APZ,1918.28,393.47,141.101,0.273,0.68,0.7,-22.53,-,5.18,-,11.02,,Aspen Grp stpld,,0.47,-1,0.465,0.47,0.48,0.465,-3.74,0.575,0.218
ASP,40,1.301,3.674,0.032,-0.06,-,-0.22,-,0.13,-,0.96,,Aspermont Ltd,,0.135,-0.5,0.135,0.155,0.155,0.11,-5.22,0.271,0.11
AIR,46.903,0.61,-,0.024,-,-,-,-,-,-,-,,Astivita Renewables,,1.03,11,1.03,1.075,1.10,0.95,10.30,1.10,0.75
AKR,9.75,20.289,43.862,0.016,1.60,0.5,-0.03,-,-,-,-,,Astra Capital Ltd,,0.76,-3,0.76,0.81,0.76,0.76,-5.45,1.10,0.008
AJA,3484.98,678.996,679.798,0.201,0.93,0.4,-71.94,-,9,-,22.78,,Astro Jap Prop stp,,0.395,-0.5,0.395,0.40,0.405,0.395,-2.90,0.515,0.16
ATR,5,2.255,1.802,0.115,0.03,58.7,-3.9,-,10,-,5.68,,Astron Ltd,,1.76,0.5,1.705,1.76,1.76,1.755,-1.37,2.70,1.41
ASX,696.785,219.594,281.615,6.02,2.66,13.1,183.2,19.1,164.9,1.11,4.72,f,ASX Ltd,,34.94,19,34.87,35.00,35.20,34.65,-1.11,37.90,23.52
ACG,16,23.463,18.372,0.019,0.05,3.7,-1.7,-,-,-,-,,Atcor Medical,,0.185,-1,0.18,0.185,0.195,0.18,-6.78,0.24,0.15
ATI,8450.22,1558.7,82.51,0.043,0.01,3.5,-0.11,-,-,-,-,,Atlantic Ltd,,0.035,,0.034,0.036,0.037,0.034,-1.65,0.048,0.005
ATIO,6179.87,618.675,-,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.027,,0.026,0.027,0.028,0.025,-1.65,0.039,0.003
ATP,60,24.121,13.378,0.016,0.20,0.6,-4.39,-,2,-,16.00,,Atlas Southsea Pearl,,0.125,,0.115,0.125,0.125,0.125,-1.65,0.22,0.075
ATW,353,3.125,1.696,0.003,0.01,1.5,-0.12,-,-,-,-,,Atos Wellness,,0.015,-0.2,0.008,0.02,0.018,0.015,-13.42,0.04,0.01
AIA,18.244,76.034,85.209,1.937,1.21,1.3,2.74,57.7,6.7,0.41,4.24,,Auckland Airport fpo nz,,1.58,0.5,1.58,1.67,1.595,1.56,-1.34,1.66,1.175
ABW,19.548,0.516,0.207,0.009,1.23,1.0,-57.97,-,20.5,-,16.80,,Aurora Buy-Write ord ,,1.22,3,1.22,1.23,1.22,1.19,0.87,7.35,0.867
AIB,7,0.455,0.055,0.014,1.20,0.9,-13.91,-,51.5,-,46.82,,Aurora Global Tr unt,,1.10,9,1.11,1.25,1.10,1.01,7.26,7.50,0.977
AUP,-,0.277,0.301,0.018,5.49,0.9,-,-,-,-,-,,Aurora Prop unt,,5.00,30,4.85,5.50,4.70,4.70,4.73,5.40,4.35
AOD,62.301,23.35,7.955,0.046,1.08,1.0,-6.57,-,5,-,4.74,,Aurora Sandringham ,,1.055,,1.05,1.055,1.055,1.045,-1.65,1.175,1.045
ASL,380.337,111.453,134.07,0.432,1.73,1.2,23.23,8.9,11,2.11,5.31,f,Ausdrill Ltd,,2.07,7,2.05,2.08,2.09,1.98,1.85,2.16,0.675
AAX,517.731,199.177,87.717,0.556,0.76,6.0,43.94,10.4,18.5,2.38,4.06,f,Ausenco Ltd,,4.56,11,4.56,4.57,4.58,4.45,0.82,5.95,1.855
AET,935.419,27.039,3.575,0.054,-,-,-32.9,-,2,-,1.48,,Ausmelt Ltd,,1.35,-5,1.35,1.365,1.40,1.34,-5.22,1.485,0.10
AAC,558.56,229.942,120.863,0.395,2.55,0.6,-25.7,-,-,-,-,,Aust Agriculture,,1.495,2,1.48,1.495,1.50,1.455,-0.30,2.00,1.16
AAK,350,608.021,96.138,0.033,0.02,0.5,0.32,3.1,-,-,-,,Aust China Hldgs,,0.01,,0.008,0.01,0.01,0.01,-1.65,0.016,0.002
AAKO,-,38.114,-,0.006,-,-,-,-,-,-,-,,  opt dec13,,0.002,,0.001,0.002,0.002,0.002,-1.65,0.005,0.001
AEU,80.897,33.733,85.453,0.065,1.33,0.4,-21.5,-,6.7,-,13.81,,Aust Education unt,,0.485,1.5,0.445,0.475,0.485,0.435,1.54,0.54,0.145
AYF,-,0.443,0.334,0.021,6.54,0.9,-157,-,60,-,9.82,p,Aust Enhanced unt,,6.11,,6.20,6.35,6.11,6.11,-1.65,6.45,5.00
AEF,0.59,0.039,0.04,0.031,8.53,3.6,121.6,25.5,147,0.83,4.74,f,Aust Ethical,,31.00,,29.50,31.00,31.00,30.90,-1.65,37.00,17.00
AFI,358.116,70.313,76.575,5.125,4.86,1.1,10.61,49.0,21,0.51,4.04,f,Aust Foundation,,5.20,5,5.19,5.20,5.20,5.15,-0.68,5.35,3.45
AIX,2136.39,472.03,246.745,1.027,3.14,0.6,26.33,6.8,13,2.03,7.30,,Aust Infra unt,,1.78,4,1.77,1.79,1.80,1.74,0.65,1.93,0.991
ALF,145.574,15.156,18.406,0.076,1.53,0.8,11.85,9.7,5,2.37,4.35,f,Aust Leaders,,1.15,-1,1.145,1.15,1.165,1.15,-2.51,1.265,0.55
ALFO,-,22.295,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.046,,0.045,0.05,0.046,0.046,-1.65,0.10,0.045
API,1604.47,111.523,129.398,0.337,0.84,0.8,5.9,11.7,2,2.95,2.90,f,Aust Pharmaceutical,,0.69,0.5,0.675,0.69,0.695,0.675,-0.92,0.939,0.312
APK,149,9.435,19.16,0.036,-0.08,-,-9.8,-,-,-,-,,Aust Power,,0.355,1.5,0.34,0.36,0.355,0.32,2.76,0.38,0.12
AUI,5.217,1.03,0.937,0.727,7.35,1.0,14,52.9,25,0.56,3.38,f,Aust United Invest,,7.40,,7.30,7.40,7.55,7.40,-1.65,7.90,4.25
AVG,30.463,55.677,28.851,0.04,0.88,0.4,-96,-,-,-,-,,Aust Vintage Ltd,,0.31,,0.30,0.32,0.31,0.31,-1.65,0.49,0.125
ASB,155.364,56.019,74.498,0.436,1.24,1.9,5,46.4,6,0.83,2.59,f,Austal Ltd,,2.32,8,2.28,2.32,2.36,2.22,1.92,3.12,1.425
AUN,1623.66,598.768,542.348,1.779,-0.33,-,-2.4,-,-,-,-,,Austar United,,1.42,-1.5,1.42,1.44,1.445,1.41,-2.70,1.465,0.65
AUB,9.779,19.596,15.729,0.277,0.88,6.1,31.7,16.9,20.5,1.55,3.83,f,Austbrokers Hldgs,,5.35,4,5.25,5.35,5.45,5.25,-0.90,5.65,3.40
AEO,123.08,75.871,100.978,0.591,-0.01,-,11.98,14.3,9.1,1.32,5.31,f,Austereo Grp Ltd,,1.715,12,1.59,1.94,1.715,1.61,5.87,1.74,1.04
ANG,289.147,28.586,25.637,0.222,0.63,5.1,31.39,10.2,8,3.92,2.50,f,Austin Engineer,,3.20,25,3.13,3.21,3.21,2.93,6.82,3.21,0.78
ACK,42.103,6.318,13.913,0.044,0.19,1.7,-17.6,-,1,-,3.03,,Austock Grp Ltd,,0.33,3,0.30,0.33,0.33,0.32,8.35,0.35,0.15
AYX,-,0.061,0.025,0.007,0.26,4.8,-6.3,-,-,-,-,,Austofix Grp Ltd,,1.25,,1.25,-,1.25,1.25,-1.65,1.25,0.75
ALZ,3765.84,1110.27,544.056,1.485,0.92,0.6,-15.55,-,8,-,15.53,,Australand Prop stpld,,0.515,,0.515,0.52,0.53,0.51,-1.65,0.585,0.174
AIY,-,2.033,0.78,0.002,0.03,1.0,-0.23,-,-,-,-,,Authorised Invest,,0.03,,0.023,0.04,0.03,0.03,-1.65,0.034,0.016
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,-,-,-,-,-,-
AIYOA,-,-,0.09,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,-,0.01,0.01,-1.65,0.01,0.01
ATJ,-,11.543,7.43,0.007,0.01,4.7,-5.55,-,-,-,-,,Auto Tech Ltd,,0.047,,0.04,0.047,0.047,0.047,-1.65,0.151,0.028
AIE,0.638,9.435,11.245,0.004,0.12,0.6,2.32,3.2,-,-,-,,Autodom Ltd,,0.075,,0.05,0.075,0.075,0.075,-1.65,0.11,0.02
AHE,402.049,53.857,37.354,0.539,0.69,3.5,12.4,19.3,14,0.89,5.86,f,Automotive Hldgs,,2.39,,2.33,2.38,2.40,2.33,-1.65,2.60,0.485
AAT,71,1.657,2.543,0.019,-,-,-1.63,-,-,-,-,,Autron Corp,,0.025,1.5,0.017,0.025,0.025,0.01,148.30,0.025,0.01
AVX,10507.8,542.212,278.538,0.114,0.03,5.2,-7.87,-,-,-,-,,Avexa Ltd,,0.155,-0.5,0.155,0.16,0.17,0.15,-4.78,0.235,0.054
AVH,88.201,51.742,11.215,0.017,0.05,3.3,-5.49,-,-,-,-,,Avita Medical Ltd,,0.165,0.5,0.16,0.17,0.17,0.16,1.47,0.275,0.037
AVJ,35.829,20.818,18.383,0.139,1.04,0.5,-4.68,-,2,-,3.96,,AVJennings,,0.505,-1.5,0.505,0.515,0.51,0.495,-4.54,0.63,0.16
AWB,5980.56,1028.15,367.527,0.924,1.81,0.6,18.5,6.1,5,3.70,4.42,,AWB Ltd,,1.13,1,1.13,1.135,1.145,1.12,-0.76,2.20,0.592
AWL,3148.64,105.75,97.564,0.007,-,-,-0.31,-,-,-,-,,AWH Corp Ltd,,0.006,0.2,0.006,0.007,0.007,0.006,48.35,0.007,0.002
AXA,14666.1,1314.24,826.235,13.56,0.96,6.8,-7.39,-,18.5,-,2.82,p,AXA Asia Pacific,,6.56,,6.52,6.56,6.58,6.48,-1.65,6.58,2.52
AXI,575,60.95,53.152,0.017,0.06,0.7,-2.76,-,-,-,-,,Axiom Prop,,0.039,0.2,0.038,0.039,0.039,0.037,3.75,0.08,0.021
BBP,6464.46,1087.01,2057.33,0.069,-1.48,-,-20.34,-,-,-,-,,Babcock & Br Pwr stp,,0.095,0.7,0.092,0.095,0.095,0.087,6.30,0.13,0.032
BOQ,823.641,169.453,115.399,2.457,6.62,1.7,75.9,15.2,52,1.46,4.52,f,Bank of Qld,,11.51,21,11.50,11.52,11.64,11.26,0.21,13.49,6.228
