ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4507.4 at 16:36 30/7/2010  Report at 19:06 Friday 30/7/2010. Processed 18:53 Saturday 31/7/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
AEM,-,97.45,63.88,0.003,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.008,,0.008,0.012,0.008,0.008,-0.72,0.025,0.007,
AKW,692.629,11.607,6.431,0.005,0.25,0.4,21.65,0.5,-,-,-,,Arturus Capital,,0.10,-1,0.10,0.115,0.12,0.10,-9.81,0.30,0.075,
APH,309.527,13.379,9.604,0.066,0.06,4.4,3.7,7.2,-,-,-,,Ascent Pharmahealth,,0.265,-1,0.265,0.27,0.275,0.245,-4.36,0.345,0.125,
AIO,58254.6,1956.95,2171.71,4.945,0.10,16.9,-41.9,-,-,-,-,,Asciano Grp stp,,1.69,-1,1.69,1.695,1.725,1.675,-1.31,1.94,1.435,
AFA,294.667,17.689,2.861,0.04,0.02,6.5,-1.19,-,-,-,-,,ASF Grp Ltd,,0.13,,0.10,0.13,0.14,0.12,-0.72,0.43,0.075,
ASZ,620.26,42.917,20.945,0.22,0.06,24.2,9.43,15.4,6,1.57,4.14,f,ASG Grp Ltd,,1.45,-0.5,1.445,1.455,1.505,1.44,-1.06,1.55,0.76,
AJJ,64.697,3.554,2.884,0.014,0.01,7.2,-0.25,-,0.5,-,6.94,,Asia Liver Trans,,0.072,-0.8,0.073,0.099,0.08,0.072,-10.72,0.19,0.007,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-0.72,0.001,0.001,
AUF,164.4,5.418,2.294,0.105,1.00,1.0,-1.19,-,1,-,0.97,f,Asian Masters Fund,,1.03,-1,1.03,1.08,1.05,1.03,-1.68,1.06,0.98,
AKF,39.5,2.34,2.374,0.014,0.34,0.6,3.2,6.6,1.3,2.46,6.19,,ASK Funding Ltd,,0.21,-1.5,0.21,0.245,0.225,0.21,-7.39,0.37,0.185,
APZ,2623.01,202.674,169.707,0.278,0.68,0.7,-3.37,-,4.2,-,8.75,,Aspen Grp stp,,0.48,3,0.475,0.48,0.485,0.45,5.95,0.575,0.27,
ASP,4,0.721,0.133,0.031,-0.03,-,0.88,14.8,-,-,-,,Aspermont Ltd,,0.13,2,0.11,0.13,0.13,0.11,17.46,0.20,0.10,
AIR,94.225,1.859,-,0.025,0.38,2.9,8.23,13.4,-,-,-,,Astivita Renewables,,1.10,10,1.05,1.10,1.165,0.99,9.28,1.165,0.75,
AKR,1.482,0.852,19.031,0.015,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.71,6,0.70,0.90,0.71,0.65,8.51,0.85,0.51,
AJA,6931.37,207.201,421.405,0.152,0.76,0.4,-36.49,-,8.5,-,28.33,,Astro Jap Prop stp,,0.30,-1,0.30,0.31,0.315,0.30,-3.95,0.515,0.29,
ATR,22.5,1.209,1.315,0.124,2.90,0.7,-11.79,-,-,-,-,,Astron Ltd,,1.90,9,1.825,1.88,1.90,1.80,4.25,2.70,1.61,
ASX,3174.47,120.044,112.726,5.016,3.19,9.1,180.6,16.0,163.6,1.10,5.66,f,ASX Ltd,,28.90,19,28.85,29.00,29.17,28.45,-0.06,37.66,28.02,
ACG,-,11.57,12.029,0.015,0.04,3.8,-3.06,-,-,-,-,,Atcor Medical,,0.15,,0.13,0.15,0.15,0.15,-0.72,0.215,0.11,
ATI,5546.27,795.121,350.75,0.053,0.01,4.0,-0.12,-,-,-,-,,Atlantic Ltd,,0.04,-0.1,0.042,0.042,0.042,0.04,-3.16,0.07,0.01,
ATIO,-,131.104,72.918,0.007,-,-,-,-,-,-,-,,  opt dec11,,0.031,,0.027,0.035,0.031,0.031,-0.72,0.058,0.005,
ATP,190.2,7.207,8.407,0.011,0.13,0.7,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.09,0.3,0.089,0.099,0.09,0.085,2.73,0.145,0.08,
AIA,12.761,36.704,36.671,2.11,1.22,1.3,5.63,28.6,6.68,0.84,4.15,,Auckland Airport,,1.61,3.5,1.58,1.64,1.62,1.61,1.50,1.654,1.335,
AFV,-,0.013,-,0.016,-,-,-,-,-,-,-,,Aurora Funds Ltd,,1.75,,1.56,1.70,1.75,1.75,-0.72,2.00,1.75,
AIB,-,0.615,0.078,0.013,1.20,0.9,-5.76,-,23.5,-,21.27,,Aurora Global Tr unt,,1.105,,1.11,1.22,1.105,1.105,-0.72,7.50,0.977,
AUP,5.7,0.263,0.185,0.019,5.39,1.0,-,-,-,-,-,,Aurora Prop unt,,5.17,,5.17,5.45,5.17,5.15,-0.72,5.40,4.40,
ABW,3,0.718,0.065,0.008,1.20,0.9,-30.42,-,9.5,-,8.72,,Aurora SAE ord unt,,1.09,2.5,1.085,1.095,1.09,1.065,1.63,7.35,0.914,
AOD,601.865,7.96,12.712,0.043,1.02,1.0,-4.69,-,6.2,-,6.33,p,Aurora Sandringham ,,0.98,-1.5,0.97,0.98,0.995,0.965,-2.23,1.12,0.965,
AQF,-,0.31,-,0.033,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.58,,1.60,-,1.58,1.58,-0.72,1.72,1.58,
ASL,2133.35,69.979,52.098,0.426,1.60,1.0,20.62,8.1,11,1.87,6.57,f,Ausdrill Ltd,,1.675,2,1.65,1.685,1.69,1.635,0.49,2.34,1.158,
AAX,4751.63,148.176,103.099,0.295,0.62,3.9,19,12.7,9.5,2.00,3.94,f,Ausenco Ltd,,2.41,-1,2.40,2.41,2.51,2.28,-1.13,5.95,1.71,
AAC,991.15,109.632,154.243,0.398,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.505,-2,1.50,1.505,1.52,1.48,-2.03,1.595,1.22,
AAK,3675,67.294,241.312,0.014,0.02,0.2,0.03,13.3,-,-,-,,Aust China Hldgs,,0.004,0.1,0.004,0.005,0.004,0.003,32.61,0.016,0.002,
AAKO,7392.75,31.568,4.5,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,0.001,0.002,0.001,0.001,-0.72,0.005,0.001,
AEU,166.948,15.007,24.002,0.075,1.29,0.4,9.4,5.9,-,-,-,,Aust Education unt,,0.555,0.5,0.55,0.56,0.585,0.55,0.19,0.66,0.27,
AYF,7.746,0.209,0.129,0.021,6.45,1.0,1,629.0,50,0.02,7.95,p,Aust Enhanced unt,,6.29,1,6.26,6.44,6.43,6.28,-0.56,6.55,5.75,
AEF,2.16,0.029,0.013,0.022,8.11,2.7,139,15.6,182,0.76,8.39,f,Aust Ethical,,21.70,170,20.00,21.70,21.70,20.00,7.78,37.00,20.00,
AFI,1044.74,42.675,39.6,4.847,4.49,1.1,18.6,26.3,21,0.89,4.29,f,Aust Foundation,,4.90,12,4.90,4.91,4.90,4.77,1.79,5.41,4.52,
AFIN,16.658,0.099,-,0.085,-,-,-,-,-,-,-,,  new,,4.75,15,4.65,4.75,4.75,4.62,2.54,4.75,4.51,
AIX,7299.27,245.041,222.015,1.117,2.62,0.7,19.37,9.3,10,1.94,5.56,,Aust Infra unt,,1.80,2.5,1.80,1.805,1.845,1.75,0.69,2.09,1.44,
ALF,84.11,5.396,8.643,0.073,1.37,0.8,53.65,2.1,7,7.66,6.25,f,Aust Leaders,,1.12,1,1.10,1.115,1.12,1.085,0.18,1.265,1.04,
ALFO,40.874,10.575,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.003,,0.003,0.006,0.003,0.003,-0.72,0.10,0.003,
API,1052.65,95.984,19.983,0.2,0.79,0.5,6.1,6.7,3,2.03,7.32,f,Aust Pharmaceutical,,0.41,-0.5,0.405,0.415,0.43,0.41,-1.93,0.939,0.365,
APK,23.404,5.248,4.572,0.043,-,-,-3.1,-,-,-,-,,Aust Power,,0.42,-3,0.40,0.42,0.445,0.42,-7.39,0.50,0.18,
AUI,33.506,0.823,0.702,0.695,7.49,0.9,18.7,36.4,25,0.75,3.67,f,Aust United Invest,,6.81,22,6.81,6.90,6.81,6.59,2.62,7.90,6.40,
AVG,101.517,15.266,25.972,0.033,0.98,0.3,11.2,2.3,-,-,-,,Aust Vintage Ltd,,0.26,1,0.26,0.27,0.27,0.25,3.28,0.49,0.13,
ASB,334.694,23.968,26.584,0.433,1.30,1.8,4.35,52.9,6,0.72,2.61,,Austal Ltd,,2.30,-6,2.26,2.34,2.40,2.24,-3.26,3.12,1.935,
AUN,10467.5,375.491,346.645,1.184,-0.28,-,3.5,26.9,-,-,-,,Austar United,,0.94,-9.5,0.94,0.955,1.04,0.935,-9.90,1.465,0.84,
AUB,85.336,5.789,11.332,0.248,0.92,5.1,32.49,14.5,21,1.55,4.46,f,Austbrokers Hldgs,,4.71,13,4.71,4.77,4.81,4.61,2.12,5.65,4.31,
AEO,215.876,44.991,24.739,0.576,-0.57,-,11.98,13.9,9.1,1.32,5.45,f,Austereo Grp Ltd,,1.67,5.5,1.635,1.675,1.69,1.625,2.68,1.925,1.27,
ANG,195.637,20.95,10.816,0.246,0.52,6.8,26.32,13.5,8.5,3.10,2.39,f,Austin Engineer,,3.55,8,3.46,3.55,3.55,3.45,1.58,3.60,1.675,
ACK,22.8,3.979,3.003,0.019,0.24,0.6,-6.58,-,-,-,-,,Austock Grp Ltd,,0.14,-1,0.125,0.15,0.15,0.14,-7.39,0.33,0.14,
AYX,-,0.065,0.006,0.012,0.24,4.2,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.00,,-,1.25,1.00,1.00,-0.72,1.25,0.75,
ALZ,4516.82,336.595,500.224,1.534,3.44,0.8,14.9,17.9,12,1.24,4.51,,Australand Prop stp,,2.66,7,2.66,2.68,2.70,2.55,1.98,3.05,2.125,
AIY,4.391,1.252,1.079,0.003,0.03,1.2,0.05,70.0,-,-,-,,Authorised Invest,,0.035,0.5,0.03,0.07,0.035,0.03,15.95,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.001,0.015,0.016,0.016,-0.72,0.016,0.01,
ATJ,27.985,16.075,1.451,0.009,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,,0.042,0.05,0.05,0.05,-0.72,0.087,0.028,
ATJO,-,1.999,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.003,,0.003,0.009,0.003,0.003,-0.72,0.011,0.003,
