ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4507.4 at 16:37 7/5/2010  Report at 19:07 Friday 7/5/2010. Processed 15:00 Sunday 9/5/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ANM,154.162,4.333,2.473,0.012,0.02,2.8,-2.64,-,-,-,-,,Advanced Magnesium,,0.055,-0.2,0.045,0.054,0.058,0.055,3.25,0.124,0.019,
ASW,143.8,2.895,0.694,0.016,0.11,3.7,3.16,12.8,2.75,1.15,6.79,f,Advanced Share,,0.405,1,0.39,0.40,0.405,0.39,9.29,0.44,0.19,
AEI,205,1.904,0.479,0.008,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.078,-0.1,0.061,0.077,0.079,0.078,5.49,0.185,0.063,
AVE,537.048,19.124,5.681,0.193,2.07,0.5,4.2,26.0,4,1.05,3.67,,Aevum Ltd,,1.09,-12,1.07,1.14,1.20,1.08,-3.16,1.67,0.795,
AFT,-,779.637,16.595,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,-,0.001,0.001,0.001,6.75,0.002,0.001,
AGK,7038.95,114.991,111.463,6.612,6.21,2.4,27,54.4,57,0.47,3.88,f,AGL Energy Ltd,,14.69,-36,14.63,14.71,15.03,14.46,4.36,15.69,13.07,
AGJ,67.43,0.238,0.185,0.014,0.38,0.4,-2.28,-,2.12,-,13.25,,Agricultural Land unt,,0.16,1.5,0.15,0.175,0.16,0.145,17.10,0.19,0.13,
AHC,-,0.068,0.01,0.012,4.89,0.4,14.09,14.9,-,-,-,,AHC Ltd,,2.10,,2.00,2.30,2.10,2.10,6.75,2.45,1.295,
ENY,3.389,0.004,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,14.74,-176,12.54,14.72,16.50,14.74,-3.91,16.50,14.74,
FIN,0.5,0.021,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.61,-40,4.00,5.80,5.01,4.61,-1.23,5.09,4.61,
FIX,-,-,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.83,,4.73,5.29,5.83,5.83,6.75,5.98,5.83,
IDD,-,0.003,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.94,,3.30,3.68,3.94,3.94,6.75,3.97,3.94,
RSR,5.025,0.058,-,-,-,-,-,-,-,-,-,,Aii200res etf unt,,4.84,-46,4.84,4.90,5.15,4.84,-1.93,5.65,4.84,
MAM,33.69,0.064,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.13,-30,3.64,5.39,4.43,4.07,-0.02,4.83,4.07,
AGI,97.675,2.464,2.718,0.032,0.01,11.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.115,-1,0.11,0.12,0.125,0.115,-1.25,0.22,0.065,
AIZ,783.203,10.025,2.335,1.076,1.12,0.9,3.9,25.6,5.17,0.75,5.17,,Air New Zealand,,1.00,-5.5,0.98,1.015,1.055,0.95,1.54,1.145,0.67,
AIG,-,-,0.055,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,0.004,0.10,0.11,0.11,6.75,0.11,0.10,
AJL,640.673,14.686,22.989,0.155,1.32,1.8,16,14.9,5.5,2.91,2.31,,AJ Lucas Grp,,2.38,-25,2.30,2.43,2.63,2.25,-2.75,5.60,2.03,
ACL,1087.14,17.966,34.433,0.105,0.09,6.1,-4.6,-,-,-,-,,Alchemia Ltd,,0.55,1,0.54,0.56,0.56,0.48,8.61,0.81,0.299,
AAI,7.378,0.025,-,12.8,-,-,-137.14,-,11.61,-,0.79,,Alcoa Inc cdi,,14.78,-523,12.80,19.00,19.982,14.78,-19.38,47.10,14.78,
LEP,962.056,16.597,6.124,0.333,2.39,0.9,95.98,2.3,27,3.55,12.44,,ALE Prop Grp stp,,2.17,-8,2.15,2.18,2.28,2.15,3.20,2.43,1.768,
ALS,1968.37,38.358,54.293,0.255,0.65,4.2,-17.36,-,14,-,5.17,f,Alesco Corp,,2.71,-26,2.71,2.77,2.98,2.57,-2.00,5.91,2.57,
AJX,549.296,20.069,-,0.01,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.14,-1.5,0.12,0.16,0.16,0.14,-2.92,0.205,0.01,
AEJ,6573.98,306.603,498.187,0.042,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.052,-0.4,0.05,0.052,0.058,0.05,-0.39,0.13,0.05,
ABQ,2810.37,37.235,4.765,0.018,0.06,1.5,2.3,4.0,0.5,4.60,5.43,,Allied Brands Ltd,,0.092,-0.6,0.092,0.097,0.097,0.09,0.63,0.245,0.09,
ABQO,-,4.651,0.007,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,6.75,0.005,0.001,
AEA,644,6.753,0.087,0.011,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.26,-7.5,0.24,0.27,0.32,0.24,-15.63,0.36,0.037,
AEAO,166.824,0.883,-,0.001,-,-,-,-,-,-,-,,  opt jan12,,0.095,-2.5,0.09,0.12,0.12,0.09,-14.08,0.12,0.06,
AIQ,7558.07,18.81,2.067,0.131,1.46,0.7,-44.5,-,47,-,47.00,,Alternative Invest unt,,1.00,-8,1.00,1.04,1.08,1.00,-0.65,1.45,0.91,
ALU,113.1,2.517,0.617,0.021,0.09,2.7,-6.97,-,2,-,8.33,,Altium Ltd,,0.24,-2,0.24,0.28,0.26,0.235,-0.94,0.45,0.235,
AMA,1249.64,11.475,18.066,0.012,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.045,-0.5,0.045,0.05,0.045,0.04,-3.25,0.078,0.019,
AHD,1834.08,20.114,3.495,0.896,4.65,1.2,68.5,8.3,35,1.96,6.14,f,Amalgamated Hldgs,,5.70,-21,5.70,5.75,5.90,5.59,3.20,6.24,3.73,
AMO,47.62,1.721,0.268,0.018,0.61,1.0,9.3,6.2,5.5,1.69,9.48,f,Ambertech Ltd,,0.58,-2,0.48,0.58,0.60,0.56,3.42,0.63,0.42,
AMB,108.488,1.3,1.004,0.023,0.14,2.4,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.34,-7,0.34,0.39,0.41,0.34,-10.32,0.42,0.163,
AMH,436.841,5.771,2.267,0.129,0.77,0.9,-1.14,-,2,-,3.03,,Amcil Ltd,,0.66,-2.5,0.65,0.66,0.69,0.645,3.10,0.72,0.53,
AMM,4199.15,127.23,83.884,0.222,0.18,1.7,2.78,11.2,0.9,3.09,2.90,f,Amcom Telecomm,,0.31,-2.5,0.31,0.315,0.34,0.295,-0.71,0.355,0.125,
AMC,44332.5,511.503,275.646,7.913,2.25,2.9,20.9,31.0,29.5,0.71,4.55,,Amcor Ltd,,6.48,-10,6.43,6.57,6.76,6.40,5.23,6.76,4.276,
AEC,123.83,2.758,2.484,0.086,1.05,2.3,19.39,12.2,16.5,1.18,6.96,f,Ammtec Ltd,,2.37,-36,2.39,2.49,2.74,2.32,-6.43,3.00,1.83,
AGF,2266.1,21.332,18.035,0.249,1.12,0.7,10.02,7.4,8.47,1.18,11.45,,AMP Capital China unt,,0.74,-4,0.705,0.74,0.795,0.675,1.63,1.265,0.675,
AMP,63136.8,638.214,570.648,11.934,0.80,7.2,37.1,15.5,30,1.24,5.21,p,AMP Ltd,,5.76,-50,5.75,5.77,6.34,5.73,-1.23,6.97,4.55,
ANQ,393.229,4.916,7.927,0.03,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.18,-4,0.18,0.21,0.225,0.18,-11.43,0.35,0.175,
ANQO,-,-,0.022,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,0.001,0.005,0.005,-73.25,0.015,0.001,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-68.25,0.004,0.001,
ALT,1652.93,223.451,14.999,0.014,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.035,-0.3,0.035,0.038,0.039,0.031,-1.14,0.115,0.019,
ANN,3939.4,70.861,75.783,1.676,1.92,6.6,81.7,15.6,29,2.82,2.28,,Ansell Ltd,,12.74,-9,12.60,12.90,13.48,12.45,6.05,13.48,8.01,
ANO,6447.89,9.983,1.305,0.009,0.04,1.0,1.46,2.7,-,-,-,,Antaria Ltd,,0.04,0.3,0.04,0.045,0.04,0.032,14.86,0.065,0.029,
ADO,18729.1,2978.4,30.717,0.021,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.04,-0.7,0.038,0.04,0.049,0.035,-8.14,0.105,0.005,
ADOO,-,405.465,-,0.006,-,-,-,-,-,-,-,,  opt sep10,,0.039,,0.025,0.043,0.039,0.039,6.75,0.07,0.001,
ADOOA,-,1.518,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.012,,0.005,-,0.012,0.012,6.75,0.025,0.012,
ANP,3500.9,314.512,6.139,0.009,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.016,-0.2,0.016,0.018,0.019,0.016,-4.36,0.20,0.016,
ANZ,82348.8,749.553,695.043,55.484,9.99,2.2,144.8,15.1,108,1.34,4.93,f,ANZ Banking Grp,,21.90,-230,21.89,21.94,24.99,21.35,-2.75,26.23,14.90,
APE,30.423,0.152,0.235,0.38,8.81,1.4,121.6,10.5,62,1.96,4.86,f,AP Eagers Ltd,,12.75,25,12.50,12.75,12.75,12.50,8.75,13.55,6.60,
APP,199.186,2.915,0.277,-,-,-,0.1,12.0,-,-,-,,APA Financial,,0.012,-0.2,0.012,0.017,0.014,0.012,-7.53,0.023,0.009,
APA,5702.56,89.594,70.332,1.92,-,-,25,14.2,31.75,0.79,8.97,,APA Grp stp,,3.54,-9,3.51,3.57,3.73,3.51,4.27,3.79,2.60,
AEZ,12353.7,60.399,140.467,0.018,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.033,-0.9,0.033,0.035,0.042,0.03,-14.67,0.115,0.03,
APN,7910.74,113.169,86.092,1.425,-0.78,-,16.7,14.3,4,4.17,1.68,f,APN News & Media,,2.38,-7,2.30,2.40,2.50,2.28,3.90,2.61,1.129,
APD,191.407,3.857,10.756,0.039,0.21,1.3,-17.88,-,1.25,-,4.55,f,APN Prop Grp,,0.275,-4.5,0.28,0.30,0.34,0.275,-7.31,0.41,0.15,
AOP,10684.2,81.697,-,0.004,-,-,0.18,5.0,-,-,-,,Apollo Cons,,0.009,,0.008,0.009,0.009,0.007,6.75,0.04,0.007,
AQL,529.879,8.645,2.504,0.004,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.012,-0.1,0.011,0.013,0.013,0.012,-0.94,0.018,0.008,
APB,217.164,10.847,3.94,0.009,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.018,,0.018,0.019,0.018,0.018,6.75,0.058,0.018,
ARP,825.526,9.236,3.74,0.424,1.22,4.8,40.44,14.5,17.5,2.31,2.99,f,ARB Corp,,5.85,-27,5.85,5.90,6.15,5.61,2.34,6.19,3.167,
AAD,5851.54,68.615,39.102,0.389,1.10,1.1,2.73,46.2,14.3,0.19,11.35,,Ardent Leisure stp,,1.26,-14,1.25,1.27,1.40,1.26,-3.25,1.845,1.165,
ARG,1333.66,13.298,12.888,3.625,6.23,1.0,-11.1,-,25,-,4.17,f,Argo Invest,,5.99,-32,5.99,6.00,6.34,5.74,1.68,7.05,5.72,
ASV,280.497,2.141,0.902,0.007,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.10,-3.5,0.085,0.10,0.14,0.10,-19.17,1.098,0.006,
ARA,361.473,6.325,1.267,0.049,0.32,0.8,-2.46,-,1,-,4.17,,Ariadne Aust,,0.24,-0.5,0.24,0.26,0.255,0.24,4.71,0.37,0.215,
ALL,16361.3,177.981,141.794,2.192,0.07,58.7,-31.3,-,4.5,-,1.09,,Aristocrat Leisure,,4.11,-18,4.02,4.15,4.38,4.02,2.56,5.75,3.37,
AEM,3403.95,83.382,46.56,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.01,-0.1,0.009,0.011,0.013,0.009,-2.34,0.025,0.009,
AKW,268.09,5.812,6.431,0.004,0.25,0.4,21.65,0.5,-,-,-,,Arturus Capital,,0.11,-4,0.10,0.13,0.15,0.11,-19.91,0.30,0.07,
APH,163.215,10.382,6.787,0.075,0.06,5.0,3.7,8.1,-,-,-,,Ascent Pharmahealth,,0.30,-1,0.30,0.31,0.325,0.295,3.53,0.345,0.12,
AIO,73521.4,1190.31,695.919,4.682,0.10,16.0,-41.9,-,-,-,-,,Asciano Grp stp,,1.60,-10,1.595,1.60,1.72,1.56,0.87,1.94,1.037,
AFA,738.567,15.315,1.614,0.046,0.02,7.5,-1.19,-,-,-,-,,ASF Grp Ltd,,0.15,-2,0.13,0.15,0.17,0.14,-5.01,0.43,0.065,
ASZ,1880.68,28.737,13.933,0.178,0.06,21.0,9.43,13.4,6,1.57,4.76,f,ASG Grp Ltd,,1.26,-12,1.255,1.275,1.40,1.15,-1.94,1.475,0.545,
AJJ,96.208,3.242,0.873,0.019,0.01,10.0,-0.25,-,0.5,-,5.00,,Asia Liver Trans,,0.10,0.5,0.10,0.105,0.105,0.096,12.02,0.267,0.007,
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,0.001,0.001,0.001,6.75,0.002,0.001,
AUF,236.03,3.038,0.547,0.103,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.02,-3,1.00,1.02,1.05,1.02,3.90,1.06,0.90,
AKF,39.217,0.54,1.419,0.017,0.34,0.8,3.2,8.0,1.3,2.46,5.10,,ASK Funding Ltd,,0.255,1.5,0.255,0.26,0.255,0.235,13.00,0.37,0.17,
APZ,8397.75,133.47,86.371,0.31,0.68,0.8,-3.37,-,4.19,-,7.83,,Aspen Grp stp,,0.535,-1.5,0.515,0.535,0.56,0.51,4.03,0.575,0.27,
ASP,65,0.586,0.023,0.024,-0.03,-,0.88,11.4,-,-,-,,Aspermont Ltd,,0.10,-5,0.09,0.145,0.15,0.10,-26.58,0.256,0.10,
AIR,154.543,1.143,-,0.019,0.38,2.1,8.23,9.9,-,-,-,,Astivita Renewables,,0.815,1.5,0.77,0.815,0.82,0.77,8.63,1.15,0.75,
AKR,73.36,0.631,18.505,0.012,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.595,3.5,0.595,0.66,0.66,0.56,13.00,0.80,0.008,
AJA,7176.68,132.466,215.783,0.183,0.76,0.5,-36.49,-,8.5,-,23.61,,Astro Jap Prop stp,,0.36,-0.5,0.355,0.36,0.38,0.35,5.38,0.515,0.275,
ATR,95.043,0.914,0.889,0.118,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.80,-8,1.73,1.80,1.89,1.80,2.50,2.70,1.61,
ASX,3352.88,73.806,64.006,5.485,3.19,9.9,180.6,17.5,163.6,1.10,5.18,f,ASX Ltd,,31.60,-138,31.51,31.66,33.10,31.03,2.57,37.90,31.03,
ACG,210,2.692,8.46,0.012,0.04,2.9,-3.06,-,-,-,-,,Atcor Medical,,0.115,-2.5,0.105,0.15,0.14,0.115,-11.10,0.225,0.115,
ATI,64599.9,565.001,76.725,0.059,0.01,4.7,-0.12,-,-,-,-,,Atlantic Ltd,,0.047,-1.4,0.046,0.047,0.059,0.04,-16.20,0.07,0.009,
ATIO,4096.07,113.378,-,0.01,-,-,-,-,-,-,-,,  opt dec11,,0.038,-1.4,0.035,0.04,0.052,0.035,-20.17,0.058,0.003,
ATP,73.459,5.002,3.318,0.014,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.11,,0.11,0.12,0.11,0.11,6.75,0.16,0.085,
AIA,623.461,25.261,19.898,2.025,1.22,1.3,5.63,27.4,6.68,0.84,4.32,,Auckland Airport,,1.545,-2.5,1.535,1.55,1.575,1.54,5.16,1.654,1.171,
AIB,16.4,0.345,0.038,0.014,1.21,0.9,-5.76,-,54,-,47.58,,Aurora Global Tr unt,,1.135,-1,1.135,1.18,1.145,1.135,5.88,7.50,0.977,
AUP,27.712,0.174,0.111,0.018,5.24,0.9,-,-,-,-,-,,Aurora Prop unt,,4.80,-30,5.00,5.15,5.10,4.80,0.87,5.40,4.35,
ABW,32.115,0.381,0.042,0.008,1.13,1.0,-30.42,-,23,-,20.72,,Aurora SAE ord unt,,1.11,-8.5,1.12,1.13,1.20,1.11,-0.36,7.35,0.867,
AOD,157.862,3.895,6.85,0.044,1.05,1.0,-4.69,-,5.6,-,5.60,f,Aurora Sandringham ,,1.00,-2,1.00,1.01,1.035,1.00,4.79,1.12,1.00,
AQF,-,0.283,-,0.035,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.72,,1.65,1.72,1.72,1.72,6.75,1.72,1.62,
ASL,3758.18,38.051,26.489,0.451,1.60,1.2,20.62,9.1,11,1.87,5.88,f,Ausdrill Ltd,,1.87,-20,1.84,1.90,2.12,1.815,-2.91,2.34,0.855,
ASLNB,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-,
AAX,4265.75,50.377,52.242,0.498,0.62,6.6,19,21.4,9.5,2.00,2.33,f,Ausenco Ltd,,4.07,-83,4.05,4.07,4.90,3.99,-10.18,5.95,2.98,
AAC,3618.38,58.4,36.93,0.332,2.42,0.5,-20.3,-,-,-,-,,Aust Agriculture,,1.255,-4,1.25,1.31,1.325,1.22,3.67,1.74,1.18,
AAK,934.943,42.687,48.135,0.017,0.02,0.3,0.32,1.6,-,-,-,,Aust China Hldgs,,0.005,-0.1,0.004,0.006,0.006,0.005,-9.91,0.016,0.002,
AAKO,500,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,6.75,0.005,0.001,
AEU,967.18,8.618,14.416,0.066,1.29,0.4,9.4,5.2,1.75,5.37,3.57,,Aust Education unt,,0.49,-4,0.50,0.52,0.53,0.49,-0.79,0.60,0.23,
AYF,25.546,0.112,0.056,0.021,7.50,0.8,1,630.0,55,0.02,8.73,p,Aust Enhanced unt,,6.30,-15,6.30,6.45,6.45,6.25,4.43,6.53,5.00,
AEF,-,0.014,0.006,0.026,8.11,3.3,139,19.1,182,0.76,6.87,f,Aust Ethical,,26.50,,26.00,26.25,26.50,26.50,6.75,37.00,20.00,
AFI,2335.54,27.207,23.246,4.748,4.80,1.0,8.93,53.8,21,0.43,4.38,f,Aust Foundation,,4.80,-28,4.80,4.82,5.09,4.52,1.24,5.41,4.26,
AIX,8917.91,146.833,73.959,1.024,2.62,0.7,19.37,9.2,10,1.94,5.63,p,Aust Infra unt,,1.775,-20.5,1.775,1.80,2.05,1.775,-3.60,2.09,1.18,
ALF,324.532,4.079,4.64,0.074,1.51,0.8,53.65,2.1,7,7.66,6.14,f,Aust Leaders,,1.14,-5,1.14,1.15,1.19,1.125,2.55,1.265,0.815,
ALFO,741.122,8.258,-,0.002,-,-,-,-,-,-,-,,  opt nov10,,0.03,,0.016,0.028,0.03,0.02,6.75,0.10,0.02,
API,4449.22,60.04,12.133,0.225,0.79,0.6,6.1,7.5,3,2.03,6.52,f,Aust Pharmaceutical,,0.46,-10,0.46,0.475,0.57,0.46,-11.10,0.939,0.46,
APK,133.557,3.878,1.331,0.043,-,-,-3.1,-,-,-,-,,Aust Power,,0.42,-2,0.42,0.47,0.46,0.37,2.21,0.50,0.12,
AUI,33.904,0.429,0.385,0.725,7.24,1.0,18.7,38.0,25,0.75,3.52,f,Aust United Invest,,7.10,-38,7.10,7.20,7.56,7.10,1.67,7.90,5.43,
AVG,624.582,11.209,4.735,0.031,0.98,0.3,11.2,2.2,-,-,-,,Aust Vintage Ltd,,0.245,-0.5,0.245,0.25,0.25,0.225,4.75,0.49,0.125,
ASB,1182.25,16.606,14.687,0.395,1.30,1.6,4.35,48.3,6,0.72,2.86,,Austal Ltd,,2.10,-27,2.08,2.17,2.35,2.08,-4.64,3.12,2.08,
AUN,16254.8,263.704,216.483,1.417,-0.31,-,4.7,23.9,-,-,-,,Austar United,,1.125,-4.5,1.12,1.125,1.175,1.085,2.91,1.465,0.715,
AUB,112.162,4.041,7.03,0.255,0.92,5.3,32.49,14.9,21,1.55,4.34,f,Austbrokers Hldgs,,4.84,-16,4.83,4.90,5.01,4.83,3.55,5.65,3.75,
AEO,1637.03,31.573,7.673,0.576,-0.57,-,11.98,13.9,9.1,1.32,5.45,f,Austereo Grp Ltd,,1.67,-4,1.62,1.745,1.79,1.605,4.41,1.925,1.20,
ANG,1477.46,12.244,5.574,0.227,0.52,6.3,26.32,12.5,8.5,3.10,2.59,f,Austin Engineer,,3.28,-14,3.28,3.29,3.44,3.15,2.66,3.60,1.34,
ACK,285,1.81,0.64,0.027,0.24,0.9,-6.58,-,-,-,-,,Austock Grp Ltd,,0.205,-2,0.15,0.21,0.225,0.20,-2.13,0.33,0.20,
AYX,4.75,0.06,0.005,0.009,0.24,3.1,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.75,-10,0.60,0.90,0.85,0.75,-5.01,1.25,0.75,
ALZ,3350.36,297.608,223.54,1.494,0.68,3.8,-13.4,-,5,-,1.93,,Australand Prop stp,,2.59,-30,2.59,2.61,2.91,2.59,-3.63,3.05,1.606,
AIY,100,0.757,-,0.004,0.03,1.8,0.05,110.0,-,-,-,,Authorised Invest,,0.055,0.5,0.055,0.07,0.055,0.05,16.75,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.006,0.02,0.016,0.016,6.75,0.016,0.01,
ATJ,374,11.681,0.818,0.008,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,,0.05,0.055,0.054,0.041,6.75,0.092,0.028,
ATJO,-,0.284,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.01,-,0.01,0.01,6.75,0.011,0.01,
AIE,1.012,2.971,2.477,0.004,0.05,1.4,2.09,3.3,-,-,-,,Autodom Ltd,,0.07,-0.5,0.064,0.089,0.07,0.07,0.09,0.11,0.02,
AHE,2247.4,23.989,19.023,0.544,0.75,3.2,28.14,8.6,17,1.66,7.05,f,Automotive Hldgs,,2.41,-31,2.39,2.41,2.67,2.21,-4.64,2.88,1.22,
