ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4643.0 at 16:36 14/5/2010  Report at 19:07 Friday 14/5/2010. Processed 13:04 Sunday 16/5/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
AMT,-,0.239,0.104,0.014,0.22,1.8,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.40,,0.44,0.495,0.40,0.40,-3.01,0.64,0.28,
AES,155.534,3.663,0.248,0.036,0.01,8.0,-0.09,-,-,-,-,,Advanced Energy,,0.08,,0.08,0.10,0.085,0.075,-3.01,0.125,0.02,
ACE,160.114,7.646,7.455,0.008,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.037,-0.8,0.038,0.04,0.044,0.036,-20.79,0.093,0.031,
ANM,359.783,4.692,2.495,0.012,0.02,2.8,-2.64,-,-,-,-,,Advanced Magnesium,,0.055,,0.055,0.059,0.061,0.05,-3.01,0.124,0.019,
ASW,53.398,2.949,0.716,0.016,0.11,3.5,3.16,12.3,2.75,1.15,7.05,f,Advanced Share,,0.39,-1.5,0.39,0.40,0.405,0.39,-6.71,0.44,0.195,
AEI,-,1.904,0.649,0.008,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.078,,0.062,0.078,0.078,0.078,-3.01,0.185,0.075,
AVE,466.705,19.591,8.064,0.213,2.07,0.6,4.2,28.6,4,1.05,3.33,,Aevum Ltd,,1.20,11,1.20,1.235,1.26,1.135,7.08,1.67,0.795,
AFT,40479.2,820.117,26.246,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.002,0.001,-3.01,0.002,0.001,
AGK,6732.46,121.723,120.096,6.67,6.21,2.4,27,54.9,57,0.47,3.85,f,AGL Energy Ltd,,14.82,13,14.81,14.84,14.95,14.48,-2.12,15.69,13.07,
AGJ,-,0.238,0.209,0.014,0.38,0.4,-2.28,-,2.12,-,13.25,,Agricultural Land unt,,0.16,,0.16,0.175,0.16,0.16,-3.01,0.19,0.13,
AHC,-,0.068,0.01,0.012,4.89,0.4,14.09,14.9,-,-,-,,AHC Ltd,,2.10,,2.00,2.30,2.10,2.10,-3.01,2.45,1.295,
ENY,0.5,0.004,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.17,43,12.48,15.25,15.17,14.74,-0.09,16.50,14.74,
FIN,10.2,0.031,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.65,4,3.96,4.67,4.72,4.61,-2.14,5.09,4.61,
FIX,-,-,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.83,,4.73,5.45,5.83,5.83,-3.01,5.98,5.83,
IDD,3.829,0.007,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.78,-16,3.22,3.78,3.94,3.76,-7.07,3.97,3.76,
RSR,18.92,0.077,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.08,24,4.41,5.08,5.08,4.84,1.95,5.65,4.84,
MAM,2.7,0.067,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.16,3,4.05,4.25,4.20,4.13,-2.28,4.83,4.07,
AGI,336.923,2.801,2.862,0.038,0.01,13.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.135,2,0.13,0.14,0.135,0.105,14.38,0.22,0.065,
AIZ,28.37,10.054,6.545,1.055,1.12,0.9,3.9,25.1,5.17,0.75,5.28,,Air New Zealand,,0.98,-2,0.96,1.015,1.01,0.98,-5.01,1.145,0.67,
AIG,-,-,0.18,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,-,0.10,0.11,0.11,-3.01,0.11,0.10,
AJL,1359.55,16.046,26.429,0.143,1.32,1.7,16,13.7,5.5,2.91,2.51,,AJ Lucas Grp,,2.19,-19,2.19,2.23,2.51,2.11,-10.99,5.60,2.11,
ACL,621.182,18.587,36.532,0.113,0.09,6.6,-4.6,-,-,-,-,,Alchemia Ltd,,0.595,4.5,0.585,0.60,0.60,0.52,5.17,0.81,0.299,
AAI,2.998,0.028,-,12.921,-,-,-137.14,-,11.61,-,0.78,,Alcoa Inc cdi,,14.92,14,13.05,17.90,15.20,14.92,-2.06,47.10,14.78,
LEP,522.253,17.119,6.639,0.336,2.39,0.9,95.98,2.3,27,3.55,12.33,,ALE Prop Grp stp,,2.19,2,2.19,2.22,2.20,2.15,-2.09,2.43,1.768,
ALS,1065.79,39.423,55.705,0.264,0.65,4.3,-17.36,-,14,-,5.00,f,Alesco Corp,,2.80,9,2.75,2.80,2.86,2.71,0.31,5.91,2.57,
AJX,218.744,20.288,-,0.011,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.15,1,0.13,0.16,0.15,0.13,4.13,0.205,0.01,
AEJ,5793.24,312.396,544.485,0.04,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.05,-0.2,0.049,0.05,0.052,0.045,-6.85,0.125,0.045,
ABQ,1623.53,38.858,6.256,0.018,0.06,1.5,2.3,4.0,0.5,4.60,5.43,,Allied Brands Ltd,,0.092,,0.091,0.092,0.093,0.09,-3.01,0.245,0.09,
ABQO,-,4.651,0.017,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-3.01,0.005,0.001,
AEA,813.319,7.566,0.122,0.012,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.27,1,0.27,0.28,0.28,0.25,0.84,0.36,0.037,
AEAO,-,0.883,-,0.001,-,-,-,-,-,-,-,,  opt jan12,,0.095,,0.09,0.16,0.095,0.095,-3.01,0.12,0.06,
AIQ,52.851,18.863,2.297,0.136,1.46,0.7,-44.5,-,47,-,45.19,,Alternative Invest unt,,1.04,4,1.04,1.145,1.04,1.00,0.99,1.45,0.91,
ALU,69.334,2.586,0.622,0.023,0.09,2.9,-6.97,-,2,-,7.69,,Altium Ltd,,0.26,2,0.26,0.28,0.26,0.215,5.32,0.45,0.215,
AMA,39.821,11.515,18.066,0.011,-0.09,-,7.75,0.5,-,-,-,,AMA Grp Ltd,,0.04,-0.5,0.041,0.049,0.045,0.04,-14.12,0.078,0.019,
AHD,245.526,20.36,3.798,0.904,4.65,1.2,68.5,8.4,35,1.96,6.09,f,Amalgamated Hldgs,,5.75,5,5.75,5.80,6.00,5.69,-2.13,6.24,3.73,
AMO,5,1.726,0.279,0.018,0.61,1.0,9.3,6.2,5.5,1.69,9.48,f,Ambertech Ltd,,0.58,,0.53,0.575,0.58,0.58,-3.01,0.63,0.42,
AMB,-,1.3,1.086,0.023,0.14,2.4,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.34,,0.34,0.41,0.34,0.34,-3.01,0.42,0.165,
AMH,332.985,6.104,2.414,0.133,0.77,0.9,-1.14,-,2,-,2.94,,Amcil Ltd,,0.68,2,0.67,0.68,0.68,0.65,0.02,0.72,0.53,
AMM,3063.36,130.293,86.468,0.247,0.18,1.9,2.78,12.4,0.9,3.09,2.61,f,Amcom Telecomm,,0.345,3.5,0.34,0.345,0.35,0.31,8.28,0.355,0.125,
AMC,46437.6,557.94,290.247,8.171,2.25,3.0,20.9,32.0,29.5,0.71,4.41,,Amcor Ltd,,6.69,21,6.54,6.69,6.70,6.36,0.23,6.76,4.276,
AEC,80.327,2.839,2.52,0.099,1.05,2.6,19.39,13.9,16.5,1.18,6.11,f,Ammtec Ltd,,2.70,33,2.70,2.74,2.74,2.37,10.92,3.00,1.83,
AGF,791.505,22.124,20.855,0.256,1.12,0.7,10.02,7.6,8.47,1.18,11.14,,AMP Capital China unt,,0.76,2,0.74,0.76,0.76,0.72,-0.31,1.265,0.675,
AMP,30878.1,669.092,605.022,12.369,0.80,7.5,37.1,16.1,30,1.24,5.03,p,AMP Ltd,,5.97,21,5.94,5.97,6.03,5.83,0.64,6.97,4.55,
ANQ,282,5.198,8.259,0.034,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.205,2.5,0.205,0.22,0.21,0.18,10.88,0.35,0.175,
ANQO,-,-,0.022,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,0.001,0.005,0.005,-83.01,0.015,0.001,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-78.01,0.004,0.001,
ALT,1289.18,224.74,15.295,0.014,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.034,-0.1,0.034,0.035,0.036,0.033,-5.87,0.115,0.019,
ANN,5207.16,76.068,78.08,1.743,1.92,6.9,81.7,16.2,29,2.82,2.19,,Ansell Ltd,,13.25,51,12.94,13.30,13.38,12.30,0.99,13.48,8.01,
ANO,505.5,10.489,1.305,0.009,0.04,1.0,1.46,2.7,-,-,-,,Antaria Ltd,,0.04,,0.04,0.045,0.04,0.04,-3.01,0.065,0.029,
ADO,8741.21,2987.14,31.428,0.028,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.053,1.3,0.051,0.053,0.053,0.04,29.49,0.105,0.005,
ADOO,500,405.965,-,0.005,-,-,-,-,-,-,-,,  opt sep10,,0.032,-0.7,0.033,0.039,0.039,0.032,-20.96,0.07,0.001,
ADOOA,0.25,1.519,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.005,-0.7,0.007,-,0.012,0.005,-61.34,0.025,0.005,
ANP,3092,317.604,6.646,0.009,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.016,,0.016,0.018,0.019,0.016,-3.01,0.20,0.016,
ANZ,45863.9,795.417,732.246,57.794,9.99,2.3,144.8,15.8,108,1.34,4.73,f,ANZ Banking Grp,,22.81,91,22.79,22.82,23.29,22.32,1.15,26.23,14.90,
APE,3.53,0.155,0.241,0.379,8.81,1.4,121.6,10.5,62,1.96,4.87,f,AP Eagers Ltd,,12.72,-3,12.71,12.75,12.75,12.70,-3.24,13.55,6.60,
APP,80,2.995,0.277,-,-,-,0.1,12.0,-,-,-,,APA Financial,,0.012,,0.012,0.018,0.012,0.012,-3.01,0.023,0.009,
APA,3666.44,93.26,73.323,1.969,-,-,25,14.5,31.75,0.79,8.75,,APA Grp stp,,3.63,9,3.61,3.63,3.64,3.50,-0.47,3.79,2.60,
AEZ,2053.59,62.453,147.316,0.023,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stp,,0.042,0.9,0.041,0.043,0.044,0.033,24.26,0.115,0.03,
APN,7624.99,120.794,92.267,1.479,-0.78,-,16.7,14.8,4,4.17,1.62,f,APN News & Media,,2.47,9,2.40,2.51,2.50,2.32,0.77,2.61,1.144,
APD,618.15,4.475,11.014,0.037,0.21,1.3,-17.88,-,1.25,-,4.72,f,APN Prop Grp,,0.265,-1,0.265,0.28,0.28,0.26,-6.65,0.41,0.15,
AOP,2351.25,84.048,-,0.004,-,-,0.18,5.0,-,-,-,,Apollo Cons,,0.009,,0.008,0.009,0.009,0.008,-3.01,0.04,0.007,
AQL,90,8.735,2.628,0.003,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.011,-0.1,0.01,0.013,0.011,0.011,-11.34,0.018,0.008,
APB,474.175,11.321,4.153,0.008,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.015,-0.3,0.014,0.017,0.018,0.015,-19.68,0.058,0.015,
ARP,925.186,10.162,4.404,0.435,1.22,4.9,40.44,14.8,17.5,2.31,2.92,f,ARB Corp,,6.00,15,5.95,6.01,6.19,5.80,-0.44,6.19,3.167,
AAD,7774.59,76.39,40.377,0.355,1.10,1.0,2.73,42.1,14.3,0.19,12.43,,Ardent Leisure stp,,1.15,-11,1.14,1.15,1.265,1.125,-11.74,1.845,1.125,
ARG,1104.45,14.403,13.767,3.74,6.23,1.0,-11.1,-,25,-,4.05,f,Argo Invest,,6.18,19,6.12,6.19,6.27,5.95,0.16,7.05,5.72,
ASV,170.818,2.311,1.072,0.006,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.09,-1,0.085,0.09,0.10,0.09,-13.01,1.098,0.006,
ARA,76.556,6.402,1.408,0.053,0.32,0.8,-2.46,-,1,-,3.85,,Ariadne Aust,,0.26,2,0.25,0.26,0.26,0.26,5.32,0.37,0.215,
ALL,16516,194.497,153.534,2.283,0.07,61.1,-31.3,-,4.5,-,1.05,,Aristocrat Leisure,,4.28,17,4.20,4.35,4.37,4.04,1.13,5.75,3.37,
AEM,3187.22,86.569,46.56,0.005,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.013,0.3,0.012,0.014,0.013,0.01,26.99,0.025,0.009,
AKW,254.272,6.066,6.431,0.004,0.25,0.4,21.65,0.5,-,-,-,,Arturus Capital,,0.11,,0.115,0.12,0.125,0.105,-3.01,0.30,0.07,
APH,108.48,10.49,7.195,0.075,0.06,5.0,3.7,8.1,-,-,-,,Ascent Pharmahealth,,0.30,,0.305,0.315,0.305,0.295,-3.01,0.345,0.12,
AIO,69346.9,1259.66,755.996,4.813,0.10,16.4,-41.9,-,-,-,-,,Asciano Grp stp,,1.645,4.5,1.645,1.655,1.68,1.60,-0.20,1.94,1.037,
AFA,99.5,15.414,1.664,0.037,0.02,6.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.12,-3,0.115,0.145,0.15,0.12,-23.01,0.43,0.065,
ASZ,1481.8,30.219,14.675,0.207,0.06,24.3,9.43,15.5,6,1.57,4.11,f,ASG Grp Ltd,,1.46,20,1.46,1.47,1.46,1.23,12.86,1.475,0.555,
AJJ,45,3.287,0.913,0.019,0.01,10.0,-0.25,-,0.5,-,5.00,,Asia Liver Trans,,0.10,,0.04,0.10,0.10,0.095,-3.01,0.267,0.007,
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-3.01,0.002,0.001,
AUF,188.98,3.227,0.681,0.102,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.01,-1,1.01,1.04,1.04,1.01,-3.99,1.06,0.90,
AKF,10.783,0.551,1.428,0.017,0.34,0.8,3.2,8.0,1.3,2.46,5.10,,ASK Funding Ltd,,0.255,,0.23,0.26,0.255,0.255,-3.01,0.37,0.17,
APZ,3874.61,137.344,89.53,0.299,0.68,0.8,-3.37,-,4.19,-,8.14,,Aspen Grp stp,,0.515,-2,0.515,0.525,0.545,0.50,-6.75,0.575,0.27,
ASP,10,0.596,0.082,0.024,-0.03,-,0.88,11.4,-,-,-,,Aspermont Ltd,,0.10,,0.10,0.145,0.10,0.10,-3.01,0.256,0.10,
AIR,136.059,1.279,-,0.02,0.38,2.3,8.23,10.4,-,-,-,,Astivita Renewables,,0.86,4.5,0.86,0.93,0.88,0.77,2.51,1.15,0.75,
AKR,3.438,0.634,18.508,0.012,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.595,,0.595,0.66,0.595,0.595,-3.01,0.80,0.56,
AJA,3848.94,136.315,225.953,0.183,0.76,0.5,-36.49,-,8.5,-,23.61,,Astro Jap Prop stp,,0.36,,0.36,0.365,0.375,0.36,-3.01,0.515,0.275,
ATR,12.728,0.927,0.928,0.118,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.80,,1.75,1.80,1.80,1.74,-3.01,2.70,1.61,
ASX,3297.22,77.103,68.011,5.728,3.19,10.3,180.6,18.3,163.6,1.10,4.96,f,ASX Ltd,,33.00,140,32.90,33.00,33.24,31.62,1.42,37.90,31.03,
ACG,21.2,2.714,8.792,0.013,0.04,3.3,-3.06,-,-,-,-,,Atcor Medical,,0.13,1.5,0.13,0.15,0.13,0.115,10.03,0.225,0.115,
ATI,28070.7,593.072,185.838,0.062,0.01,4.9,-0.12,-,-,-,-,,Atlantic Ltd,,0.049,0.2,0.048,0.051,0.054,0.046,1.25,0.07,0.009,
ATIO,1487,114.865,23.165,0.011,-,-,-,-,-,-,-,,  opt dec11,,0.042,0.4,0.035,0.041,0.045,0.04,7.52,0.058,0.003,
ATP,40,5.042,3.69,0.014,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.11,,0.11,0.115,0.11,0.11,-3.01,0.155,0.085,
AIA,186.391,25.448,23.311,2.031,1.22,1.3,5.63,27.5,6.68,0.84,4.31,,Auckland Airport,,1.55,0.5,1.55,1.58,1.565,1.55,-2.69,1.654,1.171,
AIB,36.078,0.381,0.038,0.013,1.21,0.9,-5.76,-,54,-,50.47,,Aurora Global Tr unt,,1.07,-6.5,1.055,1.135,1.13,1.07,-8.74,7.50,0.977,
AUP,7.328,0.181,0.12,0.018,5.24,1.0,-,-,-,-,-,,Aurora Prop unt,,4.98,18,4.98,5.10,5.00,4.80,0.74,5.40,4.35,
ABW,30.507,0.412,0.042,0.009,1.13,1.0,-30.42,-,23,-,19.66,,Aurora SAE ord unt,,1.17,6,1.155,1.165,1.17,1.135,2.40,7.35,0.867,
AOD,439.026,4.335,7.134,0.045,1.05,1.0,-4.69,-,5.6,-,5.52,f,Aurora Sandringham ,,1.015,1.5,1.01,1.015,1.015,1.00,-1.51,1.12,1.00,
AQF,-,0.283,-,0.035,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.72,,1.65,1.70,1.72,1.71,-3.01,1.72,1.62,
ASL,1760.77,39.812,30.203,0.486,1.60,1.2,20.62,9.3,11,1.87,5.76,f,Ausdrill Ltd,,1.91,4,1.90,1.935,2.05,1.82,-0.87,2.34,0.855,
AAX,4290.71,54.668,55.061,0.526,0.62,6.9,19,22.6,9.5,2.00,2.21,f,Ausenco Ltd,,4.30,23,4.21,4.30,4.43,3.94,2.64,5.95,2.98,
AAC,3607.67,62.008,97.842,0.37,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.40,14.5,1.38,1.405,1.40,1.265,8.55,1.64,1.18,
AAK,2926,45.613,67.001,0.017,0.02,0.3,0.32,1.6,-,-,-,,Aust China Hldgs,,0.005,,0.004,0.006,0.005,0.005,-3.01,0.016,0.002,
AAKO,-,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-3.01,0.005,0.001,
AEU,226.962,8.845,15.784,0.067,1.29,0.4,9.4,5.3,1.75,5.37,3.54,,Aust Education unt,,0.495,0.5,0.49,0.505,0.52,0.49,-1.99,0.60,0.23,
AYF,0.184,0.112,0.056,0.022,7.50,0.9,1,645.0,55,0.02,8.53,p,Aust Enhanced unt,,6.45,15,6.36,6.53,6.45,6.45,-0.63,6.53,5.00,
AEF,0.166,0.014,0.007,0.025,8.11,3.1,139,18.3,182,0.76,7.14,f,Aust Ethical,,25.50,-100,24.00,25.50,26.50,25.50,-6.78,37.00,20.00,
AFI,1747.07,28.954,24.608,4.847,4.80,1.0,8.93,54.9,21,0.43,4.29,f,Aust Foundation,,4.90,10,4.90,4.94,5.05,4.80,-0.93,5.41,4.26,
AIX,14758.2,161.591,78.549,1.117,2.62,0.7,19.37,9.3,10,1.94,5.56,p,Aust Infra unt,,1.80,2.5,1.80,1.83,1.835,1.71,-1.60,2.09,1.18,
ALF,120.671,4.199,4.905,0.075,1.51,0.8,53.65,2.1,7,7.66,6.09,f,Aust Leaders,,1.15,1,1.15,1.16,1.16,1.14,-2.13,1.265,0.84,
ALFO,690.303,8.948,-,0.001,-,-,-,-,-,-,-,,  opt nov10,,0.016,-1.4,0.015,0.02,0.018,0.015,-49.68,0.10,0.015,
API,6454.36,66.494,12.862,0.229,0.79,0.6,6.1,7.7,3,2.03,6.38,f,Aust Pharmaceutical,,0.47,1,0.47,0.48,0.48,0.44,-0.83,0.939,0.44,
APK,90.066,3.968,1.439,0.045,-,-,-3.1,-,-,-,-,,Aust Power,,0.44,2,0.42,0.44,0.44,0.40,1.75,0.50,0.12,
AUI,37.056,0.466,0.397,0.736,7.24,1.0,18.7,38.6,25,0.75,3.47,f,Aust United Invest,,7.21,11,7.10,7.21,7.22,7.05,-1.46,7.90,5.43,
AVG,249.821,11.459,4.868,0.031,0.98,0.2,11.2,2.1,-,-,-,,Aust Vintage Ltd,,0.24,-0.5,0.24,0.25,0.255,0.24,-5.05,0.49,0.125,
ASB,752.748,17.359,19.155,0.416,1.30,1.7,4.35,50.8,6,0.72,2.71,,Austal Ltd,,2.21,11,2.20,2.23,2.27,2.08,2.23,3.12,2.08,
AUN,12152.1,275.856,225.33,1.43,-0.31,-,4.7,24.1,-,-,-,,Austar United,,1.135,1,1.115,1.14,1.145,1.11,-2.12,1.465,0.715,
AUB,79.023,4.12,7.122,0.256,0.92,5.3,32.49,15.0,21,1.55,4.32,f,Austbrokers Hldgs,,4.86,2,4.74,4.87,4.90,4.75,-2.60,5.65,3.75,
AEO,2093.16,33.666,8.435,0.565,-0.57,-,11.98,13.7,9.1,1.32,5.55,f,Austereo Grp Ltd,,1.64,-3,1.635,1.695,1.73,1.61,-4.81,1.925,1.21,
ANG,714.947,12.959,5.856,0.244,0.52,6.8,26.32,13.4,8.5,3.10,2.41,f,Austin Engineer,,3.52,24,3.47,3.52,3.52,3.27,4.31,3.60,1.40,
ACK,112.26,1.922,0.678,0.027,0.24,0.8,-6.58,-,-,-,-,,Austock Grp Ltd,,0.20,-0.5,0.18,0.20,0.22,0.20,-5.45,0.33,0.20,
AYX,-,0.06,0.005,0.009,0.24,3.1,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.75,,0.60,0.74,0.75,0.75,-3.01,1.25,0.75,
ALZ,3647.21,301.256,246.988,1.482,0.68,3.8,-13.4,-,5,-,1.95,,Australand Prop stp,,2.57,-2,2.56,2.59,2.70,2.56,-3.78,3.05,1.606,
AIY,74.445,0.831,-,0.004,0.03,1.8,0.05,110.0,-,-,-,,Authorised Invest,,0.055,,0.055,0.07,0.055,0.055,-3.01,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.022,0.016,0.016,-3.01,0.016,0.01,
ATJ,300.25,11.981,0.838,0.01,0.02,2.8,-4.29,-,-,-,-,,Auto Tech Ltd,,0.055,0.5,0.054,0.055,0.055,0.045,6.99,0.092,0.028,
ATJO,10.2,0.294,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.01,-,0.01,0.01,-3.01,0.011,0.01,
AIE,41.8,3.013,2.889,0.003,0.05,1.3,2.09,3.1,-,-,-,,Autodom Ltd,,0.064,-0.6,0.064,0.089,0.07,0.064,-11.58,0.11,0.02,
AHE,1138.59,25.128,19.363,0.56,0.75,3.3,28.14,8.8,17,1.66,6.85,f,Automotive Hldgs,,2.48,7,2.47,2.55,2.54,2.39,-0.10,2.88,1.22,
AVX,231236,500.625,163.243,0.022,0.04,0.6,-4.17,-,-,-,-,,Avexa Ltd,,0.026,-9.4,0.026,0.027,0.034,0.024,-81.34,0.235,0.024,
AVH,242.905,12.875,6.737,0.013,0.05,2.5,-3.66,-,-,-,-,,Avita Medical Ltd,,0.125,0.5,0.125,0.13,0.13,0.12,1.16,0.275,0.087,
