ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4532.5 at 16:45 5/2/2010  Report at 19:07 Friday 5/2/2010. Processed 18:03 Sunday 7/2/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
AAU,115.5,0.473,0.208,0.013,0.08,2.6,0.45,46.7,1,0.45,4.76,,Adcorp Aust,,0.21,0.5,0.185,0.21,0.21,0.195,3.84,0.31,0.165
ABC,7045.27,33.399,22.401,1.585,1.15,2.2,20.8,12.0,14,1.49,5.60,f,Adelaide Brighton,,2.50,3,2.48,2.52,2.58,2.38,2.62,3.01,1.445
AYT,162.864,0.868,1.538,0.129,1.78,0.7,12.59,10.3,15.47,0.81,11.90,,Adelaide Managed unt,,1.30,-7,1.30,1.38,1.37,1.30,-3.71,1.76,1.10
ADQ,2.159,0.29,0.059,0.007,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.06,,0.056,0.063,0.06,0.06,1.40,0.123,0.058
ADQO,-,-,-,-,-,-,-,-,-,-,-,,  opt mar11,,-,,-,0.02,-,-,-,-,-
ADL,675.5,3.637,0.672,0.003,0.01,0.8,-2.68,-,-,-,-,,Admerex Ltd,,0.008,,0.006,0.008,0.008,0.007,1.40,0.016,0.004
ADG,26.74,0.1,0.052,0.088,2.37,1.5,27.9,12.5,16,1.74,4.57,f,Adtrans Grp,,3.50,,3.50,3.55,3.51,3.50,1.40,3.53,1.65
ASC,9101.45,22.472,17.911,0.006,0.04,0.3,-0.28,-,-,-,-,,Adultshop Com,,0.01,,0.009,0.011,0.012,0.009,1.40,0.014,0.003
ASCO,-,1.863,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,,0.002,0.005,0.003,0.003,1.40,0.005,0.002
ABV,1540.72,5.768,4.861,0.018,0.01,2.4,-0.36,-,-,-,-,,Adv Braking Tech,,0.024,-0.1,0.02,0.025,0.027,0.024,-2.60,0.038,0.005
AMT,-,0.008,0.04,0.009,0.20,2.5,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.50,,0.38,0.50,0.50,0.50,1.40,0.64,0.28
AES,38.631,0.096,0.166,0.022,0.01,5.0,-0.06,-,-,-,-,,Advanced Energy,,0.05,,0.022,0.065,0.05,0.05,1.40,0.085,0.02
ACE,945,2.388,1.097,0.007,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.05,-0.3,0.05,0.055,0.053,0.05,-4.26,0.093,0.031
ANM,89.292,1.282,0.58,0.013,0.01,6.0,-3.07,-,-,-,-,,Advanced Magnesium,,0.06,-0.8,0.06,0.067,0.07,0.06,-10.36,0.124,0.014
ASW,431.2,1.288,0.28,0.015,0.09,4.2,2.1,18.1,2.75,0.76,7.24,f,Advanced Share,,0.38,-3,0.38,0.395,0.40,0.38,-5.92,0.435,0.15
AEI,-,0.226,0.019,0.01,0.01,10.5,-2.31,-,-,-,-,,Aeris Environmental,,0.105,,0.10,0.105,0.105,0.105,1.40,0.185,0.05
AVE,547.839,1.109,0.798,0.231,2.07,0.6,4.2,31.1,4,1.05,3.07,,Aevum Ltd,,1.305,-9.5,1.30,1.325,1.40,1.255,-5.39,1.67,0.545
AFT,45194,353.687,8.5,0.006,-,-,-0.03,-,-,-,-,,AFT Corp,,0.001,-0.1,0.001,0.002,0.002,0.001,-48.60,0.002,0.001
AGK,6701.16,30.036,28.039,6.203,6.00,2.3,358,3.9,54,6.63,3.91,f,AGL Energy Ltd,,13.82,-3,13.76,13.87,14.12,13.68,1.18,15.46,12.83
AGJ,-,0.045,-,0.015,0.38,0.4,-3.63,-,2.42,-,14.24,,Agricultural Land unt,,0.17,,0.17,-,0.17,0.17,1.40,0.28,0.13
AHC,-,-,-,0.013,3.31,0.7,17.79,12.6,-,-,-,,AHC Ltd,,2.25,,-,2.45,2.25,2.25,1.40,2.45,1.295
AGI,151.839,0.948,0.984,0.039,0.02,7.0,-4.45,-,-,-,-,,Ainsworth Game Tech,,0.14,-3.5,0.14,0.185,0.17,0.14,-18.60,0.22,0.05
AIZ,60.399,2.296,0.879,1.1,1.18,0.9,1.61,63.7,5.22,0.31,5.09,,Air New Zealand fpo nz,,1.025,1.5,1.015,1.045,1.085,1.01,2.89,1.12,0.55
AIG,-,-,0.015,0.001,-0.07,-,-5.34,-,-,-,-,,Aircruising Aust,,0.11,,0.07,-,0.11,0.11,1.40,0.12,0.098
AJL,2678.35,7.655,2.63,0.202,2.11,1.5,249.7,1.2,5.5,45.40,1.77,,AJ Lucas Grp,,3.11,-13,3.02,3.24,3.28,2.67,-2.61,5.60,2.03
ACL,1599.44,5.495,6.684,0.127,0.03,22.2,-5.2,-,-,-,-,,Alchemia Ltd,,0.665,-7.5,0.66,0.675,0.72,0.65,-8.73,0.81,0.116
AAI,0.088,-,-,39.187,-,-,-251.67,-,12.39,-,0.27,,Alcoa Inc cdi,,45.25,-25,-,45.25,45.471,45.25,0.85,47.10,44.00
LEP,1446.18,5.336,1.298,0.339,3.08,0.7,31.51,7.1,30,1.05,13.39,,ALE Prop Grp stpld,,2.24,-1,2.23,2.25,2.35,2.24,0.96,2.43,1.416
ALS,1511.39,5.886,8.728,0.392,0.65,6.4,-17.36,-,14,-,3.36,f,Alesco Corp,,4.17,-17,4.10,4.20,4.40,4.05,-2.52,5.91,0.60
AEJ,6696.99,32.074,130.075,0.056,-1.48,-,-20.34,-,-,-,-,,Alinta Energy Grp stp,,0.077,-0.3,0.077,0.079,0.081,0.075,-2.35,0.13,0.032
ABQ,1492.71,6.08,1.216,0.028,0.05,2.9,2.8,5.2,0.5,5.60,3.45,f,Allied Brands Ltd,,0.145,0.5,0.135,0.145,0.145,0.13,4.97,0.245,0.10
ABQO,-,4.103,0.006,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,0.001,0.002,0.001,0.001,1.40,0.005,0.001
AEA,170.911,0.93,-,0.003,-,-,-3.25,-,-,-,-,,Altera Res Ltd,,0.11,-2,0.11,0.115,0.13,0.11,-13.98,0.15,0.014
AEAO,-,-,-,-,-,-,-,-,-,-,-,,  opt jan12,,-,,0.01,-,-,-,-,-,-
AIQ,140.75,1.782,-,0.131,1.46,0.7,-33.96,-,47,-,46.77,,Alternative Invest unt,,1.005,2,1.005,1.03,1.05,0.985,3.43,1.45,0.575
ALU,46.95,0.253,0.22,0.025,0.12,2.3,-0.47,-,2,-,7.14,,Altium Ltd,,0.28,4,0.10,0.28,0.28,0.24,18.07,0.50,0.235
AMA,3309.36,5.304,5.65,0.014,-0.23,-,-43.5,-,-,-,-,,AMA Grp Ltd,,0.053,-0.2,0.051,0.059,0.056,0.053,-2.24,0.078,0.017
AHD,9842.6,10.772,0.839,0.875,4.48,1.3,53.5,10.5,32,1.67,5.67,f,Amalgamated Hldgs,,5.64,5,5.60,5.64,5.71,5.46,2.29,6.24,3.598
AMO,0.4,0.38,0.074,0.015,0.57,0.9,5.9,8.5,3.5,1.69,7.00,f,Ambertech Ltd,,0.50,-2,0.47,0.56,0.50,0.50,-2.45,0.57,0.33
AMB,10.075,0.331,0.117,0.026,0.13,3.0,-52.3,-,-,-,-,,Ambition Grp Ltd,,0.385,1.5,0.34,0.385,0.40,0.385,5.45,0.40,0.096
AMH,317.134,1.157,0.517,0.127,0.74,0.9,-1.14,-,2,-,3.08,,Amcil Ltd,,0.65,-1,0.65,0.685,0.67,0.65,-0.11,0.72,0.43
AMM,14632.8,51.601,9.353,0.226,0.18,1.8,2.25,14.0,0.8,2.81,2.54,f,Amcom Telecomm,,0.315,-1,0.325,0.315,0.34,0.31,-1.68,0.345,0.10
AMC,42495.9,126.728,69.45,7.325,1.61,3.7,25.3,23.7,34,0.74,5.67,,Amcor Ltd,,6.00,11,6.00,6.02,6.19,5.84,3.27,6.35,3.50
AEC,90.539,1.43,1.334,0.096,0.77,3.4,27.1,9.8,16,1.69,6.04,f,Ammtec Ltd,,2.65,-3,2.65,2.75,2.77,2.65,0.28,3.00,1.30
AGF,1710.45,6.819,2.64,0.289,1.33,0.7,4.35,20.9,3.9,1.12,4.29,,AMP Capital China unt,,0.91,-2.5,0.905,0.92,0.96,0.90,-1.27,1.265,0.73
AMP,27607.3,142.072,94.243,12.599,0.67,9.2,29.6,20.8,30,0.99,4.88,p,AMP Ltd,,6.15,-11,6.13,6.17,6.39,6.10,-0.36,6.97,3.52
ANQ,854.418,1.883,0.499,0.034,0.02,12.5,-5.6,-,-,-,-,,Anaeco Ltd,,0.25,-0.5,0.25,0.255,0.25,0.175,-0.56,0.39,0.11
ANQO,0.884,-,-,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,-,0.005,0.001,-78.60,0.023,0.001
ANQOA,0.884,-,-,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,0.001,-,0.004,0.001,-73.60,0.016,0.001
ALT,438.791,3.54,5.826,0.015,-,-,-0.6,-,-,-,-,,Analytica Ltd,,0.038,-0.2,0.038,0.04,0.042,0.038,-3.60,0.083,0.019
ANN,3315.99,17.403,20.087,1.348,1.98,5.1,89.2,11.4,28,3.19,2.76,,Ansell Ltd,,10.16,-12,10.06,10.30,10.44,10.01,0.23,10.98,7.51
ANO,827.483,0.89,0.168,0.007,0.03,1.1,0.77,4.2,-,-,-,,Antaria Ltd,,0.032,-0.8,0.032,0.039,0.047,0.032,-18.60,0.065,0.029
ADO,160905,1661.31,0.799,0.018,0.01,4.2,-1.1,-,-,-,-,,Anteo Diagnostics,,0.042,0.4,0.042,0.043,0.052,0.031,11.93,0.105,0.004
ADOO,22579.6,309.469,-,0.006,-,-,-,-,-,-,-,,  opt sep10,,0.027,0.1,0.026,0.029,0.036,0.02,5.25,0.07,0.001
ADOOA,-,0.404,-,0.002,-,-,-,-,-,-,-,,  opt feb11,,0.025,,0.005,0.035,0.025,0.025,1.40,0.025,0.018
ANP,161418,163.747,1.379,0.034,0.01,5.7,-0.46,-,-,-,-,,Antisense Therapeutic,,0.057,0.6,0.057,0.06,0.20,0.05,13.17,0.20,0.029
ANZ,43543.6,188.426,166.364,52.94,10.72,1.9,170.4,12.3,102,1.67,4.88,f,ANZ Banking Grp,,20.90,-83,20.88,20.95,22.07,20.57,-2.42,25.25,11.83
APE,5.668,0.027,0.056,0.373,8.41,1.5,36.1,34.6,44,0.82,3.52,f,AP Eagers Ltd,,12.50,-50,12.50,12.90,12.78,12.50,-2.45,13.00,4.45
APP,146,1.488,0.063,-,-,-,-3.7,-,-,-,-,,APA Financial,,0.014,-0.8,0.014,0.017,0.022,0.014,-34.96,0.028,0.009
APA,4466.66,21.207,13.105,1.633,1.18,2.7,16.2,19.8,31,0.52,9.66,,APA Grp stpld,,3.21,2,3.21,3.23,3.29,3.14,2.03,3.68,2.50
AEZ,2281.67,14.042,25.016,0.034,0.33,0.2,-56.84,-,-,-,-,,APN European Retail stpld,,0.063,-0.5,0.063,0.064,0.072,0.06,-5.95,0.115,0.014
APN,6833.03,28.258,14.301,1.381,-1.23,-,-13.1,-,12,-,5.17,,APN News & Media,,2.32,2,2.29,2.34,2.40,2.19,2.27,2.61,0.866
APD,240.198,1.063,2.181,0.044,0.20,1.5,-18.08,-,-,-,-,,APN Prop Grp,,0.305,0.5,0.305,0.365,0.34,0.30,3.07,0.41,0.09
AOP,6910,34.496,-,0.004,-,-,-0.91,-,-,-,-,,Apollo Cons,,0.009,,0.008,0.01,0.009,0.008,1.40,0.04,0.008
AQL,62.002,6.338,0.7,0.003,-,-,-0.35,-,-,-,-,,Aquacarotene Ltd,,0.012,0.1,0.012,0.015,0.012,0.011,10.49,0.018,0.008
APB,1569.05,3.853,2.218,0.012,0.22,0.2,2,2.3,-,-,-,,Arafura Pearls,,0.045,0.4,0.038,0.045,0.046,0.037,11.16,0.08,0.035
ARP,515.439,2.414,0.515,0.37,1.22,4.2,33.86,15.1,16.5,2.05,3.24,f,ARB Corp,,5.10,-12,5.10,5.12,5.46,4.66,-0.90,5.48,2.368
AAD,5679.11,17.013,8.406,0.468,1.18,1.3,-0.32,-,14.3,-,9.29,,Ardent Leisure Grp stp,,1.54,-7.5,1.51,1.55,1.675,1.49,-3.24,1.845,0.79
ARG,859.78,3.424,3.364,3.917,6.56,1.0,-11.1,-,25,-,3.74,f,Argo Invest,,6.69,-3,6.69,6.71,6.83,6.60,0.95,7.05,4.52
ASV,151.667,0.666,0.448,0.014,-,-,-0.12,-,-,-,-,,Argus Solutions,,0.205,-4.5,0.17,0.23,0.245,0.205,-16.60,1.098,0.006
ARA,2440.05,2.878,0.352,0.05,0.30,0.8,-4.51,-,1,-,4.08,,Ariadne Aust,,0.245,-3,0.24,0.26,0.275,0.24,-9.51,0.37,0.205
ALL,20581.2,53.725,23.397,2.32,0.35,12.4,-0.2,-,14.5,-,3.33,f,Aristocrat Leisure,,4.35,38,4.30,4.38,4.57,4.24,10.97,5.75,3.16
ARJ,82.5,0.357,0.145,0.01,1.08,0.4,8.07,5.1,7,1.15,17.07,f,ARK Fund Ltd (The),,0.41,1.5,0.41,0.445,0.44,0.395,5.20,0.80,0.395
AEM,2025.13,26.798,18.297,0.004,-,-,2.83,0.4,-,-,-,,Artist & Entertain,,0.012,,0.012,0.013,0.012,0.012,1.40,0.025,0.004
AKW,153.911,0.894,0.772,0.008,0.43,0.4,51.76,0.4,-,-,-,,Arturus Capital,,0.19,0.5,0.14,0.19,0.19,0.17,4.10,0.30,0.07
APH,523.143,1.353,1.762,0.05,0.04,5.0,3.1,6.5,-,-,-,,Ascent Pharmahealth,,0.20,0.5,0.195,0.215,0.20,0.195,3.96,0.26,0.12
AIO,63586,311.014,73.883,5.048,-1.41,-,-32.5,-,-,-,-,,Asciano Grp stpld,,1.725,1.5,1.72,1.725,1.775,1.66,2.28,1.94,0.32
AFA,848.5,3.89,0.179,0.03,0.01,17.0,-2.61,-,-,-,-,,ASF Grp Ltd,,0.17,-0.5,0.15,0.17,0.195,0.14,-1.46,0.43,0.06
ASZ,1403.03,6.66,6.845,0.16,0.05,23.0,8.52,13.5,5.5,1.55,4.78,f,ASG Grp Ltd,,1.15,-4.5,1.14,1.15,1.25,1.10,-2.37,1.30,0.42
AJJ,-,0.125,0.07,0.018,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.095,,0.03,0.10,0.095,0.095,1.40,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,1.40,0.002,0.001
AUF,254.34,1.019,0.178,0.098,1.02,1.0,0.76,132.9,-,-,-,,Asian Masters Fund,,1.01,,1.01,1.02,1.03,1.01,1.40,1.06,0.77
AKF,30,0.069,0.922,0.015,0.35,0.7,5.4,4.4,1.3,4.15,5.53,f,ASK Funding Ltd,,0.235,-6.5,0.235,0.285,0.30,0.23,-20.27,0.37,0.125
APZ,3119.67,24.426,12.638,0.261,0.68,0.7,-22.53,-,5.18,-,11.51,,Aspen Grp stpld,,0.45,-2.5,0.445,0.45,0.485,0.425,-3.86,0.575,0.218
ASP,-,0.267,-,0.031,-0.06,-,-0.22,-,-,-,-,,Aspermont Ltd,,0.13,,0.13,0.155,0.13,0.13,1.40,0.271,0.11
AIR,56.513,0.334,-,0.023,-,-,-,-,-,-,-,,Astivita Renewables,,0.975,-13.5,0.98,1.05,1.08,0.96,-10.76,1.15,0.75
AKR,28.194,0.211,1.122,0.015,1.60,0.4,-0.03,-,-,-,-,,Astra Capital Ltd,,0.70,,0.67,0.70,0.70,0.685,1.40,1.10,0.008
AJA,14030.3,48.166,41.691,0.185,0.93,0.4,-71.94,-,9,-,24.66,,Astro Jap Prop stp,,0.365,2.5,0.36,0.37,0.37,0.32,8.75,0.515,0.16
ATR,59.972,0.211,0.054,0.124,0.03,63.3,-3.9,-,-,-,-,,Astron Ltd,,1.90,-2,1.85,1.90,1.93,1.85,0.36,2.70,1.41
ASX,4850.39,17.889,15.717,6.036,2.66,13.2,183.2,19.1,164.9,1.11,4.71,f,ASX Ltd,,35.03,95,35.03,35.09,35.79,33.60,4.19,37.90,24.57
ACG,118.054,0.526,1.56,0.017,0.05,3.3,-1.7,-,-,-,-,,Atcor Medical,,0.165,-1,0.16,0.165,0.18,0.165,-4.31,0.24,0.155
ATI,7720.5,44.804,10.194,0.036,0.01,2.9,-0.11,-,-,-,-,,Atlantic Ltd,,0.029,-0.2,0.028,0.031,0.032,0.029,-5.05,0.048,0.005
ATIO,3523.65,20.1,-,0.005,-,-,-,-,-,-,-,,  opt dec11,,0.019,-0.2,0.014,0.019,0.02,0.019,-8.12,0.039,0.003
ATP,422.166,3.019,0.329,0.013,0.20,0.5,-4.39,-,-,-,-,,Atlas Southsea Pearl,,0.10,-0.5,0.105,0.12,0.13,0.10,-3.36,0.175,0.075
ATW,-,1.81,-,0.003,0.01,1.8,-0.12,-,-,-,-,,Atos Wellness,,0.018,,0.01,0.03,0.018,0.018,1.40,0.04,0.01
AIA,731.077,3.567,7.24,1.947,1.21,1.3,2.74,55.8,6.7,0.41,4.38,,Auckland Airport fpo nz,,1.53,7,1.53,1.555,1.59,1.459,6.24,1.654,1.171
AIB,65.778,0.101,-,0.014,1.22,0.9,-13.91,-,51.5,-,46.61,,Aurora Global Tr unt,,1.105,-0.5,1.10,1.25,1.13,1.105,0.95,7.50,0.977
AUP,10.439,0.061,0.013,0.018,5.28,0.9,-,-,-,-,-,,Aurora Prop unt,,4.90,5,4.90,4.95,5.00,4.85,2.43,5.40,4.35
ABW,32.945,0.083,0.024,0.008,1.23,0.9,-57.97,-,20.5,-,18.30,,Aurora Sand Au Tr ord unt,,1.12,-9.5,1.12,1.13,1.215,1.12,-6.42,7.35,0.867
AOD,149.697,0.511,1.802,0.045,1.05,1.0,-6.57,-,4,-,3.90,f,Aurora Sandringham ,,1.025,0.5,1.03,1.04,1.04,1.005,1.89,1.17,1.005
ASL,3210.17,10.7,1.531,0.359,1.73,1.0,23.23,7.4,11,2.11,6.40,f,Ausdrill Ltd,,1.72,-16.5,1.70,1.73,1.885,1.66,-7.35,2.20,0.675
AAX,4895.59,15.496,10.29,0.475,0.76,5.1,43.94,8.9,18.5,2.38,4.74,f,Ausenco Ltd,,3.90,-15,3.86,3.90,4.03,3.61,-2.30,5.95,1.855
AET,428.178,6.79,0.065,0.054,-,-,-32.9,-,-,-,-,,Ausmelt Ltd,,1.35,,1.35,1.355,1.355,1.35,1.40,1.485,0.10
AAC,2855.72,12.291,5.37,0.344,2.55,0.5,-25.7,-,-,-,-,,Aust Agriculture,,1.30,3,1.28,1.315,1.30,1.235,3.76,1.95,1.16
AAK,1925.61,11.299,11.526,0.027,0.02,0.4,0.32,2.5,-,-,-,,Aust China Hldgs,,0.008,-0.2,0.007,0.009,0.01,0.008,-18.60,0.016,0.002
AAKO,2100,2.1,-,0.006,-,-,-,-,-,-,-,,  opt dec13,,0.002,,0.001,0.002,0.002,0.001,1.40,0.005,0.001
AEU,1288.13,2.568,3.241,0.067,1.33,0.4,-21.5,-,4,-,8.00,,Aust Education unt,,0.50,3.5,0.47,0.50,0.525,0.455,8.93,0.54,0.145
AYF,10.639,0.043,0.024,0.022,6.78,0.9,-157,-,60,-,9.43,p,Aust Enhanced unt,,6.36,1,6.36,6.42,6.40,6.35,1.56,6.45,5.00
AEF,0.793,0.002,-,0.026,8.53,3.0,121.6,21.4,147,0.83,5.65,f,Aust Ethical,,26.00,-500,25.00,29.00,31.00,26.00,-14.73,37.00,17.00
AFI,1993.09,6.775,6.639,4.967,5.04,1.0,8.93,56.4,21,0.43,4.17,f,Aust Foundation,,5.04,-22,5.04,5.09,5.31,5.01,-2.78,5.41,3.45
AIX,11733.1,42.822,17.908,1.021,3.14,0.6,26.33,6.7,13,2.03,7.34,,Aust Infra unt,,1.77,-5,1.76,1.80,1.86,1.73,-1.35,1.95,0.991
ALF,199.743,0.848,0.734,0.075,1.51,0.8,11.85,9.6,5,2.37,4.41,f,Aust Leaders,,1.135,-0.5,1.135,1.14,1.15,1.13,0.96,1.265,0.55
ALFO,1170.05,2.845,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.041,0.1,0.038,0.041,0.043,0.035,3.90,0.10,0.035
API,3562.86,19.066,1.734,0.308,0.84,0.8,5.9,10.7,2,2.95,3.17,f,Aust Pharmaceutical,,0.63,-1.5,0.60,0.63,0.645,0.59,-0.93,0.939,0.312
APK,824.405,2.494,0.209,0.036,-0.08,-,-9.8,-,-,-,-,,Aust Power,,0.36,-4,0.34,0.36,0.45,0.36,-8.60,0.45,0.12
AUI,15.411,0.075,0.063,0.688,7.63,0.9,14,50.1,25,0.56,3.57,f,Aust United Invest,,7.01,-31,7.03,7.10,7.35,7.01,-2.83,7.90,4.25
AVG,612.763,2.706,0.35,0.039,0.88,0.3,-96,-,-,-,-,,Aust Vintage Ltd,,0.305,-2.5,0.305,0.31,0.32,0.30,-6.18,0.49,0.125
ASB,1802.73,5.612,1.984,0.459,1.24,2.0,5,48.8,6,0.83,2.46,f,Austal Ltd,,2.44,3,2.42,2.47,2.53,2.38,2.65,3.12,1.425
AUN,16399.1,42.727,38.566,1.547,-0.33,-,-2.4,-,-,-,-,,Austar United,,1.235,-4.5,1.20,1.25,1.315,1.195,-2.12,1.465,0.65
AUB,248.321,0.567,0.394,0.259,0.88,5.7,31.7,15.8,20.5,1.55,4.10,f,Austbrokers Hldgs,,5.00,-5,5.00,5.15,5.23,4.89,0.41,5.65,3.40
AEO,2716.89,11.806,1.885,0.569,-0.01,-,11.98,13.8,9.1,1.32,5.52,f,Austereo Grp Ltd,,1.65,-2,1.61,1.65,1.73,1.585,0.20,1.785,1.04
ANG,1040.62,3.369,2.018,0.187,0.63,4.3,31.39,8.6,8,3.92,2.96,f,Austin Engineer,,2.70,-20,2.70,2.72,2.94,2.57,-5.50,3.47,0.80
ACK,30.112,0.203,0.06,0.035,0.19,1.4,-17.6,-,-,-,-,,Austock Grp Ltd,,0.26,-2,0.20,0.29,0.28,0.26,-5.74,0.35,0.15
AYX,5.35,0.016,-,0.005,0.26,3.8,-6.3,-,-,-,-,,Austofix Grp Ltd,,1.00,,1.00,1.40,1.00,1.00,1.40,1.25,0.75
ALZ,22991.1,83.776,33.798,1.298,0.92,0.5,-15.55,-,8,-,17.78,,Australand Prop stpld,,0.45,,0.445,0.45,0.47,0.44,1.40,0.585,0.174
AIY,-,-,-,0.002,0.03,1.0,-0.23,-,-,-,-,,Authorised Invest,,0.03,,0.023,0.03,0.03,0.03,1.40,0.034,0.016
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,0.01,-,-,-,-,-
AIYOA,-,-,-,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,-,0.01,0.01,1.40,0.01,0.01
ATJ,1159,3.154,0.04,0.008,0.01,5.0,-5.55,-,-,-,-,,Auto Tech Ltd,,0.05,,0.045,0.05,0.053,0.05,1.40,0.151,0.028
ATJO,-,-,-,-,-,-,-,-,-,-,-,,  optjun11d,,-,,0.001,-,-,-,-,-,-
AIE,205.411,0.879,0.316,0.004,0.12,0.7,2.32,3.4,-,-,-,,Autodom Ltd,,0.08,0.9,0.08,0.09,0.08,0.071,14.08,0.11,0.02
AHE,1009.94,4.72,4.953,0.481,0.69,3.1,12.4,17.2,14,0.89,6.57,f,Automotive Hldgs,,2.13,-25,2.12,2.18,2.34,2.11,-9.10,2.60,0.55
AAT,231.2,0.34,0.03,0.013,-,-,-1.63,-,-,-,-,,Autron Corp,,0.017,,0.015,0.02,0.017,0.017,1.40,0.025,0.01
AVX,34437.4,78.603,20.743,0.114,0.03,4.5,-7.87,-,-,-,-,,Avexa Ltd,,0.135,-1.5,0.13,0.135,0.185,0.13,-8.60,0.235,0.054
AVH,823.316,4.779,2.863,0.017,0.05,3.2,-5.49,-,-,-,-,,Avita Medical Ltd,,0.16,,0.15,0.16,0.165,0.15,1.40,0.275,0.068
AVJ,180.89,0.863,0.417,0.137,1.04,0.5,-4.68,-,-,-,-,,AVJennings,,0.50,,0.50,0.505,0.52,0.48,1.40,0.63,0.16
AWB,21621.8,116.612,20.436,0.825,1.81,0.6,18.5,5.5,5,3.70,4.95,,AWB Ltd,,1.01,-5,1.01,1.015,1.085,1.00,-3.32,1.785,0.592
AWL,3300,17.587,1.421,0.006,-,-,-0.31,-,-,-,-,,AWH Corp Ltd,,0.005,-0.2,0.005,0.007,0.006,0.005,-27.17,0.007,0.002
AXA,28320.6,125.236,41.602,13.333,0.96,6.7,-7.39,-,18.5,-,2.87,p,AXA Asia Pacific,,6.45,-12,6.45,6.47,6.60,6.45,-0.43,6.72,2.52
AXI,1235,1.953,0.408,0.015,0.06,0.6,-2.76,-,-,-,-,,Axiom Prop,,0.035,-0.5,0.033,0.04,0.036,0.035,-11.10,0.08,0.021
