ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4414.5 at 16:35 9/7/2010  Report at 19:06 Friday 9/7/2010. Processed 15:32 Sunday 11/7/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ANO,978.8,12.859,8.533,0.008,0.04,0.9,1.46,2.4,-,-,-,,Antaria Ltd,,0.035,-0.1,0.035,0.036,0.036,0.035,-6.29,0.065,0.032,
ADO,20240.9,3136.02,44.958,0.034,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.066,0.7,0.064,0.066,0.066,0.059,8.36,0.105,0.006,
ADOO,2687.44,416.733,-,0.008,-,-,-,-,-,-,-,,  opt sep10,,0.055,1.1,0.055,0.056,0.055,0.045,21.49,0.07,0.001,
ADOOA,-,1.519,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.01,,0.011,-,0.01,0.01,-3.51,0.025,0.005,
ANP,3998.18,346.068,11.102,0.009,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.016,0.3,0.016,0.017,0.017,0.013,19.57,0.20,0.013,
ANZ,39588.3,1158.14,1252.35,57.299,9.99,2.2,144.8,15.5,108,1.34,4.82,f,ANZ Banking Grp,,22.39,153,22.37,22.40,22.43,20.61,3.83,26.23,15.69,
APE,17.236,0.309,0.34,0.371,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.50,,12.50,13.00,12.50,12.50,-3.51,13.55,8.10,
APP,-,3.159,1.107,0.001,-,-,0.1,17.0,-,-,-,,APA Financial,,0.017,,0.017,0.02,0.017,0.017,-3.51,0.023,0.009,
APA,4813.73,140.843,109.98,1.985,-,-,25,14.6,31.75,0.79,8.67,,APA Grp stp,,3.66,8,3.64,3.68,3.66,3.54,-1.27,3.83,2.63,
AEZ,473.495,82.403,183.709,0.015,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.028,0.2,0.028,0.03,0.03,0.026,4.18,0.115,0.025,
APN,9302.57,203.986,248.447,1.186,-0.78,-,16.7,11.9,4,4.17,2.02,f,APN News & Media,,1.98,-3,1.95,1.995,2.02,1.875,-5.00,2.61,1.38,
APD,272.6,7.184,12.639,0.025,0.21,0.9,-17.88,-,1.25,-,6.94,f,APN Prop Grp,,0.18,1,0.175,0.19,0.19,0.17,2.37,0.41,0.15,
AOP,16117.3,128.903,-,0.005,-,-,0.18,5.6,-,-,-,,Apollo Cons,,0.01,0.1,0.009,0.01,0.011,0.009,7.60,0.04,0.007,
AQL,1.067,9.372,2.842,0.002,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.15,,0.05,0.18,0.15,0.15,-3.51,0.18,0.009,
APB,153.333,20.839,9.608,0.007,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.014,,0.014,0.018,0.014,0.014,-3.51,0.058,0.008,
ARP,340.673,14.451,5.939,0.428,1.22,4.8,40.44,14.6,17.5,2.31,2.96,f,ARB Corp,,5.91,16,5.84,5.91,5.91,5.60,-0.73,6.40,3.343,
AAD,3083.07,127.703,68.395,0.328,1.10,1.0,2.73,38.8,14.3,0.19,13.49,,Ardent Leisure stp,,1.06,7,1.04,1.065,1.065,0.955,3.56,1.845,0.94,
ARG,606.348,20.244,19.554,3.553,5.99,1.0,-11.1,-,25,-,4.26,f,Argo Invest,,5.87,8,5.83,5.87,5.89,5.67,-2.13,7.05,5.61,
ASV,-,3.743,5.752,0.006,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.09,,0.081,0.10,0.09,0.09,-3.51,0.878,0.006,
ARA,30,7.224,2.551,0.05,0.32,0.8,-2.46,-,1,-,4.08,,Ariadne Aust,,0.245,1.5,0.235,0.25,0.245,0.23,3.01,0.37,0.225,
ALL,19815.6,289.577,228.298,1.92,0.07,51.4,-31.3,-,4.5,-,1.25,,Aristocrat Leisure,,3.60,-1,3.58,3.63,3.77,3.55,-3.79,5.75,3.50,
AEM,500,93.659,59.757,0.003,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.007,-0.4,0.008,0.011,0.011,0.007,-39.87,0.025,0.007,
AKW,1426.08,10.636,6.431,0.006,0.25,0.5,21.65,0.6,-,-,-,,Arturus Capital,,0.12,2.4,0.12,0.135,0.12,0.098,21.49,0.30,0.075,
APH,273.528,12.399,9.219,0.066,0.06,4.4,3.7,7.2,-,-,-,,Ascent Pharmahealth,,0.265,-1,0.265,0.295,0.295,0.265,-7.15,0.345,0.12,
AIO,59806.5,1808.07,1344.68,4.945,0.10,16.9,-41.9,-,-,-,-,,Asciano Grp stp,,1.69,8.5,1.685,1.70,1.70,1.58,1.79,1.94,1.28,
AFA,215.9,16.695,2.31,0.034,0.02,5.5,-1.19,-,-,-,-,,ASF Grp Ltd,,0.11,,0.10,0.11,0.115,0.105,-3.51,0.43,0.075,
ASZ,1009.38,39.435,19.779,0.22,0.06,24.2,9.43,15.4,6,1.57,4.14,f,ASG Grp Ltd,,1.45,5,1.44,1.45,1.465,1.37,0.06,1.48,0.595,
AJJ,-,3.439,2.884,0.014,0.01,7.5,-0.25,-,0.5,-,6.67,,Asia Liver Trans,,0.075,,0.08,0.099,0.075,0.075,-3.51,0.19,0.007,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-3.51,0.001,0.001,
AUF,316.095,4.994,1.412,0.105,1.00,1.0,-1.19,-,1,-,0.97,f,Asian Masters Fund,,1.03,-2,1.03,1.06,1.05,1.03,-5.41,1.06,0.97,
AKF,-,2.299,2.363,0.016,0.34,0.7,3.2,7.7,1.3,2.46,5.31,,ASK Funding Ltd,,0.245,,0.21,0.26,0.245,0.245,-3.51,0.37,0.17,
APZ,8880.84,195.078,151.423,0.267,0.68,0.7,-3.37,-,4.2,-,9.13,,Aspen Grp stp,,0.46,1.5,0.455,0.46,0.465,0.445,-0.14,0.575,0.27,
ASP,-,0.641,0.112,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,,0.011,0.11,0.14,0.14,-3.51,0.256,0.10,
AIR,9.087,1.718,-,0.02,0.38,2.3,8.23,10.7,-,-,-,,Astivita Renewables,,0.88,-4,0.88,0.945,0.92,0.88,-7.86,1.15,0.75,
AKR,-,0.848,18.932,0.017,1.62,0.5,-1.87,-,-,-,-,,Astra Capital Ltd,,0.79,,0.77,0.79,0.79,0.79,-3.51,0.85,0.51,
AJA,3318.8,189.595,370.862,0.158,0.76,0.4,-36.49,-,8.5,-,27.42,,Astro Jap Prop stp,,0.31,1,0.305,0.31,0.32,0.29,-0.18,0.515,0.29,
ATR,3.894,1.133,1.204,0.116,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.775,-7.5,1.64,1.80,1.85,1.775,-7.56,2.70,1.61,
ASX,2529.13,110.959,103.316,5.039,3.19,9.1,180.6,16.1,163.6,1.10,5.64,f,ASX Ltd,,29.03,22,28.98,29.04,29.17,28.06,-2.75,37.77,28.06,
ACG,439.969,5.945,11.191,0.014,0.04,3.5,-3.06,-,-,-,-,,Atcor Medical,,0.14,2.5,0.135,0.145,0.15,0.115,18.23,0.215,0.11,
ATI,12586.2,769.403,308.91,0.057,0.01,4.3,-0.12,-,-,-,-,,Atlantic Ltd,,0.043,0.3,0.043,0.044,0.045,0.038,3.99,0.07,0.01,
ATIO,525,129.354,64.274,0.007,-,-,-,-,-,-,-,,  opt dec11,,0.03,-0.1,0.03,0.034,0.03,0.028,-6.73,0.058,0.004,
ATP,245.74,6.048,7.998,0.013,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.105,-1,0.105,0.115,0.115,0.105,-12.20,0.145,0.085,
AIA,294.595,36.332,32.321,2.057,1.22,1.3,5.63,27.9,6.68,0.84,4.25,,Auckland Airport,,1.57,6,1.545,1.57,1.575,1.53,0.46,1.654,1.185,
AIB,80.958,0.536,0.06,0.013,1.20,0.9,-5.76,-,23.5,-,21.27,,Aurora Global Tr unt,,1.105,0.5,1.105,1.22,1.105,1.085,-3.05,7.50,0.977,
AUP,5.077,0.253,0.169,0.019,5.39,0.9,-,-,-,-,-,,Aurora Prop unt,,5.10,10,5.10,5.15,5.10,4.98,-1.51,5.40,4.40,
ABW,1.37,0.695,0.049,0.008,1.20,0.9,-30.42,-,23,-,22.22,,Aurora SAE ord unt,,1.035,-0.5,1.07,1.08,1.04,1.035,-3.99,7.35,0.867,
AOD,168.925,6.818,10.809,0.044,1.02,1.0,-4.69,-,5.6,-,5.63,,Aurora Sandringham ,,0.995,1,0.985,0.995,0.995,0.965,-2.49,1.12,0.965,
AQF,-,0.283,-,0.033,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.61,,1.55,-,1.61,1.61,-3.51,1.72,1.61,
ASL,1270.13,60.523,48.725,0.414,1.60,1.0,20.62,7.9,11,1.87,6.75,f,Ausdrill Ltd,,1.63,-3,1.63,1.64,1.67,1.555,-5.32,2.34,0.855,
AAX,4039.38,131.858,90.567,0.239,0.62,3.1,19,10.3,9.5,2.00,4.87,f,Ausenco Ltd,,1.95,15,1.945,1.95,1.965,1.76,4.82,5.95,1.71,
AAC,497.462,105.599,144.037,0.395,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.495,0.5,1.46,1.495,1.50,1.45,-3.17,1.595,1.18,
AAK,175,58.717,225.823,0.01,0.02,0.1,0.03,10.0,-,-,-,,Aust China Hldgs,,0.003,,0.003,0.004,0.003,0.003,-3.51,0.016,0.002,
AAKO,-,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-3.51,0.005,0.001,
AEU,227.949,14.099,22.756,0.077,1.29,0.4,9.4,6.1,-,-,-,,Aust Education unt,,0.57,3,0.58,0.605,0.61,0.54,2.05,0.66,0.245,
AYF,3.752,0.192,0.087,0.021,6.45,1.0,1,622.0,50,0.02,8.04,p,Aust Enhanced unt,,6.22,-3,6.22,6.30,6.23,6.22,-3.99,6.55,5.22,
AEF,0.14,0.023,0.01,0.022,8.11,2.7,139,15.8,182,0.76,8.27,f,Aust Ethical,,22.00,-110,20.20,22.00,23.10,22.00,-8.27,37.00,20.00,
AFI,1258.87,39.66,35.131,4.718,4.98,1.0,8.93,53.4,21,0.43,4.40,f,Aust Foundation,,4.77,3,4.77,4.81,4.84,4.63,-2.88,5.41,4.30,
AFIN,3.28,0.072,-,0.083,-,-,-,-,-,-,-,,  new,,4.60,6,4.55,4.65,4.60,4.54,-2.19,4.68,4.51,
AIX,6589.76,226.681,171.445,1.092,2.62,0.7,19.37,9.1,10,1.94,5.68,,Aust Infra unt,,1.76,7,1.74,1.76,1.76,1.67,0.63,2.09,1.24,
ALF,86.959,5.133,8.076,0.071,1.37,0.8,53.65,2.0,7,7.66,6.39,f,Aust Leaders,,1.095,1,1.095,1.10,1.115,1.085,-2.59,1.265,1.01,
ALFO,6.75,10.354,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.005,,0.003,0.005,0.005,0.005,-3.51,0.10,0.003,
API,1187.67,89.494,18.775,0.21,0.79,0.5,6.1,7.0,3,2.03,6.98,f,Aust Pharmaceutical,,0.43,3,0.41,0.435,0.43,0.395,3.99,0.939,0.365,
APK,135.927,5.167,4.198,0.046,-,-,-3.1,-,-,-,-,,Aust Power,,0.45,,0.42,0.45,0.45,0.39,-3.51,0.50,0.14,
AUI,24.595,0.716,0.64,0.694,7.49,0.9,18.7,36.4,25,0.75,3.68,f,Aust United Invest,,6.80,6,6.80,6.90,6.80,6.61,-2.62,7.90,5.81,
AVG,208.411,14.339,22.217,0.026,0.98,0.2,11.2,1.8,-,-,-,,Aust Vintage Ltd,,0.20,,0.20,0.21,0.22,0.195,-3.51,0.49,0.125,
ASB,448.863,23.142,25.097,0.423,1.30,1.7,4.35,51.7,6,0.72,2.67,,Austal Ltd,,2.25,4,2.25,2.29,2.29,2.15,-1.70,3.12,1.935,
AUN,4810.69,353.829,313.939,1.235,-0.31,-,4.7,20.9,-,-,-,,Austar United,,0.98,1,0.955,0.995,0.985,0.97,-2.48,1.465,0.82,
AUB,66.209,5.331,10.657,0.257,0.92,5.3,32.49,15.1,21,1.55,4.29,f,Austbrokers Hldgs,,4.89,-6,4.69,4.89,4.95,4.60,-4.72,5.65,3.85,
AEO,406.746,43.788,19.473,0.564,-0.57,-,11.98,13.6,9.1,1.32,5.57,f,Austereo Grp Ltd,,1.635,-3.5,1.635,1.65,1.675,1.585,-5.60,1.925,1.27,
ANG,286.012,20.355,9.038,0.243,0.52,6.7,26.32,13.3,8.5,3.10,2.43,f,Austin Engineer,,3.50,2,3.49,3.50,3.60,3.41,-2.93,3.60,1.585,
ACK,-,3.957,1.997,0.02,0.24,0.6,-6.58,-,-,-,-,,Austock Grp Ltd,,0.15,,0.14,0.19,0.15,0.15,-3.51,0.33,0.14,
AYX,-,0.065,0.006,0.012,0.24,4.2,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.00,,-,1.25,1.00,1.00,-3.51,1.25,0.75,
ALZ,1814.61,329.163,393.401,1.454,0.68,3.7,-13.4,-,12,-,4.76,,Australand Prop stp,,2.52,10,2.50,2.52,2.52,2.40,0.62,3.05,2.042,
AIY,4,1.234,0.656,0.002,0.03,1.0,0.05,62.0,-,-,-,,Authorised Invest,,0.031,,0.021,0.035,0.031,0.031,-3.51,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.016,0.016,0.016,-3.51,0.016,0.01,
ATJ,583.592,14.831,1.392,0.01,0.02,2.8,-4.29,-,-,-,-,,Auto Tech Ltd,,0.055,,0.05,0.055,0.055,0.05,-3.51,0.092,0.028,
ATJO,300,1.192,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.004,-0.1,0.003,0.01,0.005,0.004,-23.51,0.011,0.004,
AIE,30.391,3.388,4.213,0.002,0.05,0.8,2.09,2.0,-,-,-,,Autodom Ltd,,0.041,-1.9,0.041,0.059,0.06,0.041,-35.18,0.11,0.022,
