ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4925.9 at 16:34 1/4/2010  Report at 17:17 Thursday 1/4/2010. Processed 18:11 Thursday 1/4/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
AAU,82.337,2.172,0.926,0.012,0.07,2.8,-2.18,-,1,-,5.13,,Adcorp Aust,,0.195,,0.195,0.20,0.195,0.195,-0.42,0.31,0.18
ABC,11542.3,137.746,73.677,1.725,1.21,2.2,20.4,13.3,13.5,1.51,4.96,f,Adelaide Brighton,,2.72,11,2.71,2.72,2.75,2.58,3.79,3.01,1.84
AYT,93.96,3.215,7.226,0.13,1.79,0.7,6.83,19.2,13.82,0.49,10.55,,Adelaide Managed unt,,1.31,-2.5,1.31,1.35,1.34,1.31,-2.29,1.53,1.10
ADQ,70,2.56,0.098,0.008,0.02,3.3,-11.08,-,-,-,-,,ADG Global Supply,,0.065,,0.064,0.067,0.065,0.063,-0.42,0.123,0.058
ADQO,-,0.951,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.012,,0.008,-,0.012,0.012,-0.42,0.013,0.01
ADL,3100,23.727,1.49,0.002,-,-,-0.4,-,-,-,-,,Admerex Ltd,,0.005,,0.005,0.006,0.005,0.005,-0.42,0.016,0.004
ADG,6.428,0.687,0.3,0.088,2.44,1.4,37.1,9.4,20,1.86,5.71,f,Adtrans Grp,,3.50,,2.76,3.50,3.60,3.50,-0.42,3.70,2.00
ASC,4519.86,72.17,21.037,0.007,0.02,0.5,-0.19,-,-,-,-,,Adultshop Com,,0.011,,0.01,0.011,0.011,0.01,-0.42,0.015,0.004
ASCO,0.797,6.58,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.004,,0.003,0.004,0.004,0.004,-0.42,0.005,0.002
ABV,1076.32,13.661,44.412,0.018,-,-,-0.32,-,-,-,-,,Adv Braking Tech,,0.023,0.1,0.021,0.023,0.023,0.021,4.12,0.038,0.009
AMT,-,0.188,0.049,0.018,0.22,2.3,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.50,,0.32,0.55,0.50,0.50,-0.42,0.64,0.28
AES,123,0.684,0.189,0.053,0.01,12.0,-0.09,-,-,-,-,,Advanced Energy,,0.12,,0.085,0.125,0.12,0.084,-0.42,0.12,0.02
ACE,143.822,6.707,5.602,0.008,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.047,,0.048,0.05,0.05,0.047,-0.42,0.093,0.031
ANM,169.07,3.681,1.802,0.012,0.02,2.8,-2.64,-,-,-,-,,Advanced Magnesium,,0.055,-0.3,0.054,0.06,0.058,0.055,-5.59,0.124,0.019
ASW,115.51,2.456,0.54,0.017,0.11,3.7,3.16,13.0,2.75,1.15,6.71,f,Advanced Share,,0.41,1.5,0.41,0.42,0.41,0.40,3.38,0.435,0.15
AEI,1000,1.519,0.474,0.007,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.075,-1.5,0.08,0.085,0.09,0.075,-17.09,0.185,0.054
AVE,404.419,17.2,3.368,0.198,2.07,0.5,4.2,26.7,4,1.05,3.57,,Aevum Ltd,,1.12,1,1.12,1.13,1.12,1.11,0.48,1.67,0.76
AFT,15556.8,682.524,10.589,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.002,0.001,-0.42,0.002,0.001
AGK,3763.87,86.632,81.827,6.764,6.21,2.4,27,55.8,57,0.47,3.78,f,AGL Energy Ltd,,15.07,-11,15.07,15.09,15.24,15.00,-1.15,15.46,13.07
AGJ,2.9,0.116,-,0.012,0.38,0.4,-2.28,-,2.12,-,15.14,,Agricultural Land unt,,0.14,-1,0.15,0.17,0.15,0.14,-7.09,0.21,0.13
AHC,-,0.067,-,0.013,4.89,0.5,14.09,16.0,-,-,-,,AHC Ltd,,2.25,,-,2.40,2.25,2.25,-0.42,2.45,1.295
FIN,0.5,-,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.95,,4.86,4.93,4.95,4.95,-,4.95,4.95
RSR,6.125,0.008,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.56,19,5.50,5.56,5.56,5.47,3.12,5.56,5.37
AGI,75.468,1.827,2.083,0.038,0.01,13.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.135,,0.135,0.145,0.15,0.135,-0.42,0.22,0.065
AIZ,160.915,5.482,1.413,1.081,1.12,0.9,3.9,25.8,5.17,0.75,5.14,,Air New Zealand,,1.005,4.5,0.98,1.01,1.005,0.975,4.27,1.12,0.67
AIG,-,-,0.015,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,0.001,-,0.11,0.11,-0.42,0.12,0.098
AJL,476.704,12.165,15.79,0.175,1.32,2.0,16,16.8,5.5,2.91,2.05,,AJ Lucas Grp,,2.68,-16,2.68,2.74,2.84,2.65,-6.06,5.60,2.03
ACL,421.529,11.379,29.114,0.118,0.09,6.9,-4.6,-,-,-,-,,Alchemia Ltd,,0.62,1,0.61,0.62,0.625,0.575,1.22,0.81,0.271
AAI,-,0.001,-,39.135,-,-,-137.14,-,12.39,-,0.27,,Alcoa Inc cdi,,45.19,,-,44.90,45.19,45.19,-0.42,47.10,44.00
LEP,365.396,12.255,3.884,0.336,2.39,0.9,95.98,2.3,27,3.55,12.33,,ALE Prop Grp stp,,2.19,-1,2.19,2.20,2.22,2.17,-0.88,2.43,1.562
ALS,1601.76,28.682,37.455,0.285,0.65,4.7,-17.36,-,14,-,4.62,f,Alesco Corp,,3.03,5,3.03,3.04,3.06,2.95,1.26,5.91,2.30
AJX,1048.29,17.184,-,0.013,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.18,15.6,0.18,0.185,0.205,0.175,649.60,0.205,0.01
AEJ,6100.19,258.541,337.377,0.057,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.071,-0.2,0.07,0.072,0.075,0.069,-3.16,0.13,0.046
ABQ,742.423,14.525,3.466,0.024,0.06,2.0,2.3,5.2,0.5,4.60,4.17,,Allied Brands Ltd,,0.12,,0.115,0.12,0.12,0.115,-0.42,0.245,0.10
ABQO,-,4.651,0.007,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-0.42,0.005,0.001
AEA,307.992,3.623,0.015,0.01,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.23,,0.22,0.25,0.26,0.205,-0.42,0.26,0.029
AEAO,65,0.444,-,0.001,-,-,-,-,-,-,-,,  opt jan12,,0.08,2,0.08,0.105,0.08,0.06,32.91,0.08,0.06
AIQ,339.988,10.465,1.044,0.138,1.46,0.7,-44.5,-,47,-,44.55,,Alternative Invest unt,,1.055,-0.5,1.05,1.07,1.065,1.055,-0.89,1.45,0.91
ALU,80.25,1.073,0.4,0.025,0.09,3.1,-6.97,-,2,-,7.14,,Altium Ltd,,0.28,-1,0.25,0.28,0.29,0.275,-3.87,0.50,0.235
AMA,610.026,9.288,14.645,0.013,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.048,-0.2,0.048,0.056,0.051,0.047,-4.42,0.078,0.017
AHD,55.848,15.563,2.586,0.896,4.65,1.2,68.5,8.3,35,1.96,6.14,f,Amalgamated Hldgs,,5.70,,5.65,5.71,5.75,5.61,-0.42,6.24,3.664
AMO,-,1.656,0.199,0.019,0.61,1.0,9.3,6.8,5.5,1.69,8.73,f,Ambertech Ltd,,0.63,,0.56,0.62,0.63,0.63,-0.42,0.63,0.41
AMB,113.101,0.899,0.334,0.025,0.14,2.6,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.37,-2.5,0.36,0.37,0.37,0.36,-6.75,0.41,0.13
AMH,85.781,2.891,1.337,0.133,0.72,0.9,-1.14,-,2,-,2.94,,Amcil Ltd,,0.68,0.5,0.68,0.685,0.685,0.68,0.32,0.72,0.49
AMM,6834.73,106.487,42.932,0.222,0.18,1.7,2.78,11.2,0.9,3.09,2.90,f,Amcom Telecomm,,0.31,3,0.31,0.315,0.32,0.275,10.29,0.345,0.125
AMC,21008.7,364.172,212.129,7.791,2.25,2.8,20.9,30.5,29.5,0.71,4.62,,Amcor Ltd,,6.38,1,6.36,6.38,6.42,6.22,-0.27,6.42,4.201
AEC,64.841,2.188,2.026,0.099,1.05,2.6,19.39,14.0,16.5,1.18,6.07,f,Ammtec Ltd,,2.72,-8,2.70,2.82,2.80,2.70,-3.28,3.00,1.45
AGF,1482.16,14.815,10.489,0.293,1.12,0.8,10.02,8.7,8.47,1.18,9.74,,AMP Capital China unt,,0.87,1,0.87,0.875,0.88,0.85,0.74,1.265,0.845
AMP,25875.1,426.511,446.388,12.825,0.80,7.8,37.1,16.9,30,1.24,4.79,p,AMP Ltd,,6.26,-8,6.25,6.26,6.44,6.22,-1.68,6.97,4.55
ANQ,254.884,3.592,6.86,0.038,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.23,1,0.23,0.235,0.24,0.22,4.12,0.385,0.175
ANQO,-,-,0.022,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,-,0.005,0.005,-80.42,0.015,0.001
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,0.001,-,0.004,0.004,-75.42,0.004,0.001
ALT,871.583,183.791,10.418,0.023,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.056,-0.1,0.056,0.057,0.06,0.056,-2.18,0.115,0.019
ANN,2631.89,56.152,57.92,1.575,1.92,6.2,81.7,14.7,29,2.82,2.42,,Ansell Ltd,,11.97,-59,11.96,11.98,12.87,11.85,-5.12,12.87,7.58
ANO,-,3.399,0.564,0.008,0.04,0.9,1.46,2.5,-,-,-,,Antaria Ltd,,0.036,,0.036,0.04,0.036,0.036,-0.42,0.065,0.029
ADO,31734,2862.84,1.691,0.027,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.054,-0.2,0.054,0.055,0.057,0.052,-3.99,0.105,0.004
ADOO,1455.91,401.696,-,0.007,-,-,-,-,-,-,-,,  opt sep10,,0.041,-0.1,0.039,0.043,0.043,0.038,-2.80,0.07,0.001
ADOOA,-,0.464,-,0.002,-,-,-,-,-,-,-,,  opt feb11,,0.02,,0.012,0.025,0.02,0.02,-0.42,0.025,0.015
ANP,18027.7,247.981,3.002,0.012,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.02,-0.6,0.02,0.021,0.026,0.02,-23.50,0.20,0.02
ANZ,30429.8,520.427,503.834,64.067,10.72,2.4,170.4,14.8,102,1.67,4.03,f,ANZ Banking Grp,,25.29,-16,25.28,25.29,25.65,25.06,-1.05,25.72,14.90
APE,5.322,0.084,0.206,0.375,8.81,1.4,121.6,10.3,62,1.96,4.94,f,AP Eagers Ltd,,12.55,,12.55,13.25,12.55,12.55,-0.42,13.55,5.35
APP,-,2.501,0.2,-,-,-,0.1,16.0,-,-,-,,APA Financial,,0.016,,0.016,0.025,0.016,0.016,-0.42,0.023,0.009
APA,5527.46,64.848,49.321,1.914,-,-,25,14.1,31.75,0.79,8.99,,APA Grp stp,,3.53,7,3.52,3.53,3.61,3.43,1.60,3.68,2.60
AEZ,1681.47,38.204,88.986,0.025,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stp,,0.046,-0.1,0.046,0.047,0.048,0.046,-2.55,0.115,0.037
APN,3714.57,74.271,54.452,1.369,-0.78,-,16.7,13.8,4,4.17,1.74,f,APN News & Media,,2.30,-1,2.29,2.30,2.33,2.26,-0.85,2.61,1.129
APD,97.5,3.048,9.474,0.035,0.21,1.2,-17.88,-,1.25,-,5.00,f,APN Prop Grp,,0.25,-2,0.25,0.27,0.27,0.25,-7.83,0.41,0.15
AOP,4624,57.632,-,0.004,-,-,0.18,4.4,-,-,-,,Apollo Cons,,0.008,-0.1,0.008,0.009,0.009,0.007,-11.53,0.04,0.007
AQL,-,7.376,1.904,0.003,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.011,,0.012,0.013,0.011,0.011,-0.42,0.018,0.008
APB,486.333,8.98,3.58,0.01,0.12,0.2,-7.66,-,-,-,-,,Arafura Pearls,,0.019,,0.019,0.02,0.021,0.019,-0.42,0.058,0.019
ARP,171.15,7.583,1.585,0.394,1.22,4.5,40.44,13.5,17.5,2.31,3.22,f,ARB Corp,,5.44,-22,5.44,5.66,5.71,5.41,-4.31,5.78,2.535
AAD,2232.53,49.451,24.87,0.412,1.10,1.2,2.73,49.1,14.3,0.19,10.67,,Ardent Leisure stp,,1.34,2.5,1.34,1.345,1.39,1.32,1.48,1.845,1.11
ARG,595.002,8.856,9.233,3.731,6.26,1.0,-11.1,-,25,-,3.94,f,Argo Invest,,6.35,-7,6.35,6.39,6.43,6.35,-1.51,7.05,5.37
ASV,192.128,1.364,0.902,0.013,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.19,-1,0.135,0.19,0.20,0.14,-5.42,1.098,0.006
ARA,119.76,5.261,0.803,0.053,0.32,0.8,-2.46,-,1,-,3.85,,Ariadne Aust,,0.26,1,0.25,0.26,0.26,0.25,3.58,0.37,0.205
ALL,5066.78,121.915,85.35,2.384,0.07,63.9,-31.3,-,4.5,-,1.01,,Aristocrat Leisure,,4.47,-18,4.46,4.47,4.69,4.41,-4.29,5.75,3.24
AEM,5239.48,66.647,32.049,0.005,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.014,0.2,0.013,0.014,0.014,0.012,16.24,0.025,0.005
AKW,185.008,4.446,2.302,0.007,0.25,0.7,21.65,0.8,-,-,-,,Arturus Capital,,0.17,-1.5,0.165,0.175,0.195,0.17,-8.53,0.30,0.07
APH,221.45,8.375,2.789,0.08,0.06,5.3,3.7,8.6,-,-,-,,Ascent Pharmahealth,,0.32,,0.32,0.33,0.34,0.32,-0.42,0.345,0.12
AIO,55212.4,882.202,465.004,5.443,0.10,18.6,-41.9,-,-,-,-,,Asciano Grp stp,,1.86,,1.86,1.865,1.91,1.84,-0.42,1.94,0.688
AFA,226.9,11.483,1.017,0.056,0.02,9.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.18,2,0.18,0.185,0.18,0.15,12.08,0.43,0.065
ASZ,843.068,20.888,10.856,0.193,0.06,22.7,9.43,14.4,6,1.57,4.41,f,ASG Grp Ltd,,1.36,8.5,1.335,1.36,1.36,1.235,6.24,1.38,0.54
AJJ,60,0.202,0.48,0.019,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.10,,0.08,0.10,0.10,0.075,-0.42,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-0.42,0.002,0.001
AUF,377.335,2.206,0.413,0.104,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.03,,1.03,1.05,1.03,1.00,-0.42,1.06,0.77
AKF,2.64,0.481,0.923,0.014,0.34,0.6,3.2,6.6,1.3,2.46,6.19,,ASK Funding Ltd,,0.21,,0.21,0.25,0.21,0.21,-0.42,0.37,0.15
APZ,10406.1,95.752,61.234,0.293,0.68,0.7,-3.37,-,4.19,-,8.30,,Aspen Grp stp,,0.505,0.5,0.50,0.51,0.51,0.49,0.58,0.575,0.27
ASP,-,0.382,-,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,,0.12,0.14,0.14,0.14,-0.42,0.271,0.11
AIR,10.5,0.769,-,0.021,0.38,2.4,8.23,10.9,-,-,-,,Astivita Renewables,,0.90,,0.90,0.95,0.90,0.90,-0.42,1.15,0.75
AKR,30.369,0.493,14.549,0.014,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.66,,0.66,0.70,0.66,0.62,-0.42,0.90,0.008
AJA,3871.91,98.599,150.814,0.193,0.76,0.5,-36.49,-,8.5,-,22.37,,Astro Jap Prop stp,,0.38,0.5,0.375,0.38,0.395,0.365,0.91,0.515,0.26
ATR,23.342,0.715,0.328,0.126,2.90,0.7,-11.79,-,-,-,-,,Astron Ltd,,1.92,6,1.84,1.92,2.00,1.85,2.80,2.70,1.55
ASX,5079.14,54.369,48.013,5.882,3.19,10.6,180.6,18.8,163.6,1.10,4.83,f,ASX Ltd,,33.89,-171,33.87,33.89,35.78,33.49,-5.23,37.90,30.40
ACG,720.55,2.162,4.421,0.015,0.04,3.8,-3.06,-,-,-,-,,Atcor Medical,,0.15,1,0.13,0.15,0.155,0.14,6.72,0.24,0.13
ATI,7738.56,122.234,27.623,0.038,0.01,3.1,-0.12,-,-,-,-,,Atlantic Ltd,,0.031,-0.1,0.03,0.032,0.032,0.03,-3.55,0.048,0.006
ATIO,3271.66,51.231,-,0.006,-,-,-,-,-,-,-,,  opt dec11,,0.02,,0.02,0.022,0.021,0.02,-0.42,0.039,0.003
ATP,22.5,4.622,2.022,0.014,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.11,-1,0.11,0.125,0.12,0.11,-8.76,0.16,0.085
AIA,135.576,21.417,10.122,2.006,1.22,1.3,5.63,27.4,6.68,0.84,4.34,,Auckland Airport,,1.54,6,1.50,1.54,1.54,1.48,3.63,1.654,1.171
AIB,0.001,0.278,0.037,0.014,1.21,0.9,-5.76,-,54,-,48.43,,Aurora Global Tr unt,,1.115,0.5,1.12,1.21,1.115,1.11,0.03,7.50,0.977
AUP,30.373,0.133,0.044,0.018,5.24,1.0,-,-,-,-,-,,Aurora Prop unt,,5.01,-3,5.10,5.20,5.15,5.01,-1.02,5.40,4.35
ABW,1,0.191,0.029,0.009,1.13,1.1,-30.42,-,23,-,18.85,,Aurora SAE ord unt,,1.22,1.5,1.21,1.22,1.22,1.205,0.82,7.35,0.867
AOD,209.079,3.105,5.402,0.046,1.05,1.0,-4.69,-,4,-,3.88,,Aurora Sandringham ,,1.03,,1.025,1.035,1.035,1.02,-0.42,1.12,1.005
AQF,12.5,0.276,-,0.035,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.72,2,1.72,-,1.72,1.70,0.75,1.72,1.62
ASL,3156.04,24.765,15.792,0.451,1.60,1.4,20.62,10.5,11,1.87,5.09,f,Ausdrill Ltd,,2.16,-9.6,2.15,2.17,2.256,1.987,-4.66,2.256,0.82
AAX,2154.03,35.216,32.58,0.53,0.62,7.0,19,22.8,9.5,2.00,2.19,f,Ausenco Ltd,,4.34,-9,4.34,4.38,4.49,4.26,-2.45,5.95,2.82
AAC,2477.06,33.795,29.223,0.37,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.40,-1,1.40,1.41,1.45,1.34,-1.13,1.95,1.18
AAK,3495.83,28.184,28.93,0.021,0.02,0.3,0.32,1.9,-,-,-,,Aust China Hldgs,,0.006,,0.006,0.007,0.006,0.005,-0.42,0.016,0.002
AAKO,500,19.675,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,0.001,0.002,0.001,0.001,-0.42,0.005,0.001
AEU,341.509,6.619,10.274,0.074,1.29,0.4,9.4,5.8,4,2.35,7.34,,Aust Education unt,,0.545,-1.5,0.54,0.545,0.55,0.53,-3.10,0.60,0.19
AYF,0.769,0.084,0.047,0.022,7.50,0.9,1,649.0,55,0.02,8.47,p,Aust Enhanced unt,,6.49,11.5,6.31,6.49,6.49,6.375,1.38,6.53,5.00
AEF,0.654,0.009,0.004,0.025,8.11,3.1,139,18.3,182,0.76,7.14,f,Aust Ethical,,25.50,28,25.10,25.50,25.50,25.22,0.69,37.00,18.80
AFI,1369.39,19.451,17.122,4.946,4.76,1.1,8.93,56.0,21,0.43,4.20,f,Aust Foundation,,5.00,-3,5.00,5.03,5.07,5.00,-1.02,5.41,4.14
AIX,7575.43,112.152,56.023,1.154,2.62,0.8,19.37,10.3,10,1.94,5.00,p,Aust Infra unt,,2.00,7,2.00,2.01,2.05,1.905,3.20,2.05,1.18
ALF,620.624,2.84,2.47,0.082,1.51,0.8,53.65,2.3,7,7.66,5.58,f,Aust Leaders,,1.255,3,1.245,1.255,1.255,1.23,2.03,1.265,0.675
ALFO,474.326,5.854,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.04,-0.1,0.037,0.045,0.04,0.037,-2.86,0.10,0.031
API,1973.05,42.86,6.558,0.293,0.84,0.7,5.9,10.2,2,2.95,3.33,f,Aust Pharmaceutical,,0.60,-2,0.60,0.615,0.625,0.59,-3.65,0.939,0.35
APK,125.011,3.278,0.662,0.045,-,-,-3.1,-,-,-,-,,Aust Power,,0.44,3,0.42,0.47,0.44,0.425,6.89,0.45,0.12
AUI,96.443,0.303,0.272,0.743,7.10,1.1,18.7,40.0,25,0.75,3.34,f,Aust United Invest,,7.48,18,7.46,7.60,7.64,7.30,2.04,7.90,5.11
AVG,236.766,7.676,3.482,0.035,0.98,0.3,11.2,2.4,-,-,-,,Aust Vintage Ltd,,0.27,-0.5,0.26,0.275,0.29,0.27,-2.24,0.49,0.125
ASB,312.264,13.445,7.398,0.463,1.30,1.9,4.35,56.6,6,0.72,2.44,,Austal Ltd,,2.46,-9,2.46,2.52,2.59,2.45,-3.95,3.12,1.95
AUN,17013.1,166.542,137.866,1.484,-0.31,-,4.7,25.2,-,-,-,,Austar United,,1.185,2.5,1.185,1.19,1.205,1.16,1.73,1.465,0.67
AUB,177.564,2.644,2.297,0.262,0.92,5.5,32.49,15.6,21,1.55,4.15,f,Austbrokers Hldgs,,5.06,1,5.05,5.18,5.14,5.02,-0.22,5.65,3.45
AEO,666.946,25.828,5.736,0.607,-0.57,-,11.98,14.7,9.1,1.32,5.17,f,Austereo Grp Ltd,,1.76,13,1.74,1.77,1.77,1.605,7.55,1.785,1.15
ANG,289.648,8.956,4.021,0.225,0.52,6.3,26.32,12.3,8.5,3.10,2.62,f,Austin Engineer,,3.25,5,3.23,3.25,3.26,3.16,1.14,3.47,0.98
ACK,148.331,1.132,0.54,0.031,0.24,1.0,-6.58,-,-,-,-,,Austock Grp Ltd,,0.23,-4,0.23,0.275,0.27,0.23,-15.24,0.35,0.20
AYX,18,0.049,0.005,0.011,0.24,4.2,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.00,-20,1.00,1.20,1.05,1.00,-17.09,1.25,0.75
ALZ,6424.67,244.285,110.307,1.485,0.68,0.8,-13.4,-,8,-,15.53,,Australand Prop stp,,0.515,-0.5,0.515,0.52,0.52,0.505,-1.38,0.585,0.284
AIY,-,0.537,-,0.003,0.03,1.3,0.05,80.0,-,-,-,,Authorised Invest,,0.04,,0.045,0.065,0.04,0.04,-0.42,0.04,0.008
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.01,-,0.016,0.016,-0.42,0.016,0.01
ATJ,378.5,9.262,0.057,0.008,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,-0.6,0.05,0.051,0.056,0.05,-11.14,0.151,0.028
ATJO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.01,-,0.01,0.01,-0.42,0.01,0.01
AIE,9.666,2.75,2.385,0.004,0.05,1.3,2.09,3.2,-,-,-,,Autodom Ltd,,0.066,-1,0.067,0.098,0.076,0.066,-13.58,0.11,0.02
AHE,548.883,15.322,11.183,0.587,0.75,3.5,28.14,9.2,17,1.66,6.54,f,Automotive Hldgs,,2.60,-1,2.52,2.60,2.65,2.56,-0.81,2.74,0.85
AVX,3930.23,231.973,72.656,0.127,0.04,3.8,-4.17,-,-,-,-,,Avexa Ltd,,0.15,,0.145,0.15,0.15,0.145,-0.42,0.235,0.077
AVH,1802.84,10.206,4.428,0.014,0.05,2.7,-3.66,-,-,-,-,,Avita Medical Ltd,,0.135,,0.135,0.14,0.17,0.13,-0.42,0.275,0.07
AVJ,173.646,2.427,3.228,0.129,1.06,0.4,0.09,522.2,-,-,-,,AVJennings,,0.47,-2,0.47,0.475,0.49,0.47,-4.50,0.63,0.24
AWB,32334.7,365.975,115.503,0.776,1.81,0.5,18.5,5.1,5,3.70,5.26,,AWB Ltd,,0.95,5.5,0.95,0.955,0.965,0.885,5.72,1.337,0.791
AWL,2841.5,56.227,8.716,0.008,-,-,-0.2,-,-,-,-,,AWH Corp Ltd,,0.007,,0.006,0.007,0.007,0.006,-0.42,0.011,0.003
AXA,7951.91,343.066,205.922,13.105,1.12,5.7,34.89,18.2,18.5,1.89,2.92,p,AXA Asia Pacific,,6.34,,6.33,6.34,6.37,6.31,-0.42,6.72,3.51
AXI,956.203,6.769,19.883,0.013,0.04,0.8,-3.74,-,-,-,-,,Axiom Prop,,0.03,0.5,0.029,0.03,0.03,0.026,19.58,0.08,0.025
BOQ,1913.3,35.83,25.243,2.493,6.62,1.8,75.9,15.4,52,1.46,4.45,f,Bank of Qld,,11.68,-9,11.67,11.69,11.91,11.55,-1.19,13.49,7.384
