ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4831.5 at 16:35 12/3/2010  Report at 19:08 Friday 12/3/2010. Processed 12:51 Sunday 14/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ADL,4140.4,16.782,1.04,0.002,-,-,-0.4,-,-,-,-,,Admerex Ltd,,0.005,-0.2,0.005,0.007,0.007,0.005,-29.79,0.016,0.005
ADG,0.591,0.578,0.237,0.093,2.44,1.5,37.1,10.0,20,1.86,5.41,f,Adtrans Grp,,3.70,15,3.55,3.62,3.70,3.70,3.01,3.70,1.90
ASC,15639.6,55.463,19.349,0.007,0.02,0.6,-0.19,-,-,-,-,,Adultshop Com,,0.012,0.1,0.012,0.013,0.015,0.01,7.87,0.015,0.004
ASCO,400,5.93,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.005,0.2,0.004,0.005,0.005,0.003,65.45,0.005,0.002
ABV,630,9.117,7.29,0.015,-,-,-0.32,-,-,-,-,,Adv Braking Tech,,0.02,,0.019,0.022,0.022,0.019,-1.22,0.038,0.005
AMT,18.761,0.152,0.046,0.01,0.22,2.5,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.54,1,0.51,0.54,0.54,0.51,0.67,0.64,0.28
AES,-,0.139,0.186,0.027,0.01,6.0,-0.09,-,-,-,-,,Advanced Energy,,0.06,,0.055,0.06,0.06,0.06,-1.22,0.085,0.02
ACE,819.094,5.751,5.028,0.008,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.047,-0.3,0.048,0.052,0.053,0.047,-7.22,0.093,0.031
ANM,143.893,2.987,1.564,0.012,0.02,2.8,-2.64,-,-,-,-,,Advanced Magnesium,,0.056,-0.2,0.056,0.059,0.06,0.045,-4.67,0.124,0.017
ASW,85,1.926,0.455,0.016,0.11,3.6,3.16,12.7,2.75,1.15,6.88,f,Advanced Share,,0.40,1,0.395,0.40,0.40,0.395,1.35,0.435,0.15
AEI,2,0.446,0.4,0.008,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.085,-0.5,0.085,0.09,0.09,0.085,-6.77,0.185,0.05
AVE,363.585,14.209,2.445,0.207,2.07,0.6,4.2,27.9,4,1.05,3.42,,Aevum Ltd,,1.17,-0.5,1.175,1.18,1.20,1.155,-1.64,1.67,0.56
AFT,21686.6,628.931,10.089,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,-0.1,0.001,0.002,0.002,0.001,-51.22,0.002,0.001
AGK,10540.7,68.888,54.085,6.711,6.21,2.4,27,55.4,57,0.47,3.81,f,AGL Energy Ltd,,14.95,48,14.90,14.95,15.09,14.43,2.10,15.46,13.07
AGJ,-,0.059,-,0.011,0.38,0.3,-2.28,-,2.12,-,16.31,,Agricultural Land unt,,0.13,,0.15,0.30,0.13,0.13,-1.22,0.28,0.13
AHC,-,0.067,-,0.013,4.89,0.5,14.09,16.0,-,-,-,,AHC Ltd,,2.25,,2.00,-,2.25,2.25,-1.22,2.45,1.295
AGI,35.089,1.322,1.361,0.043,0.01,15.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.155,0.5,0.155,0.16,0.16,0.13,2.12,0.22,0.06
AIZ,81.437,3.856,1.367,1.074,1.12,0.9,3.9,25.6,5.17,0.75,5.17,,Air New Zealand,,1.00,,0.98,1.05,1.02,0.98,-1.22,1.12,0.67
AIG,-,-,0.015,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,-,-,0.11,0.11,-1.22,0.12,0.098
AJL,502.389,11.12,9.504,0.193,1.32,2.2,16,18.4,5.5,2.91,1.86,,AJ Lucas Grp,,2.95,12,2.92,2.95,3.00,2.86,3.02,5.60,2.03
ACL,694.323,9.035,17.317,0.13,0.09,7.6,-4.6,-,-,-,-,,Alchemia Ltd,,0.685,4.5,0.66,0.685,0.70,0.60,5.81,0.81,0.217
AAI,-,0.001,-,39.135,-,-,-137.14,-,12.39,-,0.27,,Alcoa Inc cdi,,45.19,,-,45.25,45.19,45.19,-1.22,47.10,44.00
LEP,285.447,11.067,3.058,0.336,2.39,0.9,95.98,2.3,27,3.55,12.33,,ALE Prop Grp stp,,2.19,,2.19,2.21,2.22,2.17,-1.22,2.43,1.502
ALS,6737.97,20.769,23.756,0.296,0.65,4.8,-17.36,-,14,-,4.46,f,Alesco Corp,,3.14,-156,3.11,3.14,4.73,2.98,-34.41,5.91,0.79
AEJ,175235,231.584,198.761,0.064,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.079,0.4,0.078,0.08,0.082,0.072,4.12,0.13,0.033
ABQ,738.793,10.497,2.749,0.025,0.06,2.2,2.3,5.7,0.5,4.60,3.85,,Allied Brands Ltd,,0.13,,0.125,0.13,0.13,0.125,-1.22,0.245,0.10
ABQO,-,4.651,0.007,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-1.22,0.005,0.001
AEA,342,2.105,0.004,0.008,-,-,-3.25,-,-,-,-,,Altera Res Ltd,,0.18,-2,0.19,0.20,0.20,0.175,-11.22,0.225,0.014
AEAO,16.5,0.095,-,-,-,-,-,-,-,-,-,,  opt jan12,,0.065,-1,0.065,0.085,0.075,0.065,-14.55,0.075,0.065
AIQ,1177.57,9.84,0.625,0.137,1.46,0.7,-44.5,-,47,-,44.98,,Alternative Invest unt,,1.045,,1.03,1.05,1.05,1.03,-1.22,1.45,0.575
ALU,40.468,0.924,0.329,0.027,0.09,3.3,-6.97,-,2,-,6.67,,Altium Ltd,,0.30,1,0.245,0.28,0.30,0.25,2.23,0.50,0.235
AMA,64.333,8.227,10.695,0.017,-0.09,-,7.75,0.8,-,-,-,,AMA Grp Ltd,,0.062,-0.2,0.051,0.062,0.063,0.062,-4.34,0.078,0.017
AHD,981.024,14.601,2.304,0.884,4.65,1.2,68.5,8.3,35,1.96,6.14,f,Amalgamated Hldgs,,5.70,6,5.65,5.70,5.90,5.48,-0.15,6.24,3.598
AMO,21.511,1.636,0.122,0.019,0.61,1.0,9.3,6.8,5.5,1.69,8.73,f,Ambertech Ltd,,0.63,3,0.56,0.62,0.63,0.595,3.78,0.63,0.35
AMB,50,0.737,0.248,0.028,0.14,2.9,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.41,1,0.35,0.41,0.41,0.40,1.28,0.41,0.101
AMH,237.789,2.1,1.016,0.133,0.74,0.9,-1.14,-,2,-,2.94,,Amcil Ltd,,0.68,0.5,0.68,0.685,0.69,0.68,-0.48,0.72,0.45
AMM,6692.32,91.342,17.946,0.222,0.18,1.7,2.78,11.2,0.9,3.09,2.90,f,Amcom Telecomm,,0.31,2,0.305,0.31,0.32,0.285,5.68,0.345,0.115
AMC,24740.8,257.568,159.687,7.29,2.25,2.7,20.9,28.6,29.5,0.71,4.94,,Amcor Ltd,,5.97,6,5.95,5.97,6.06,5.88,-0.20,6.35,3.677
AEC,55.618,1.947,1.704,0.094,1.05,2.5,19.39,13.4,16.5,1.18,6.35,f,Ammtec Ltd,,2.60,3,2.60,2.65,2.65,2.56,-0.05,3.00,1.35
AGF,664.109,10.519,6.493,0.289,1.33,0.7,10.02,9.1,8.47,1.18,9.31,,AMP Capital China unt,,0.91,-0.5,0.905,0.91,0.925,0.905,-1.76,1.265,0.78
AMP,32729.1,338.389,291.603,12.558,0.80,7.7,37.1,16.5,30,1.24,4.89,p,AMP Ltd,,6.13,16,6.13,6.14,6.20,6.01,1.46,6.97,4.02
ANQ,385.117,2.944,3.961,0.036,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.22,-1.5,0.22,0.225,0.24,0.215,-7.60,0.39,0.175
ANQO,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,0.05,0.005,0.005,-81.22,0.015,0.001
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,0.001,-,0.004,0.004,-76.22,0.004,0.001
ALT,144487,150.564,8.534,0.022,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.053,1.6,0.051,0.056,0.115,0.037,42.03,0.115,0.019
ANN,4068.42,45.166,46.657,1.517,1.92,6.0,81.7,14.1,29,2.82,2.52,,Ansell Ltd,,11.53,-21,11.41,11.59,12.25,11.44,-3.01,12.25,7.58
ANO,-,3.292,0.418,0.009,0.04,1.0,1.46,2.7,-,-,-,,Antaria Ltd,,0.04,,0.038,0.05,0.04,0.04,-1.22,0.065,0.029
ADO,125967,2733.62,1.047,0.03,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.063,-0.2,0.062,0.064,0.067,0.058,-4.29,0.105,0.004
ADOO,9239.15,387.998,-,0.01,-,-,-,-,-,-,-,,  opt sep10,,0.051,0.3,0.048,0.051,0.053,0.043,5.03,0.07,0.001
ADOOA,50,0.464,-,0.002,-,-,-,-,-,-,-,,  opt feb11,,0.02,0.5,0.015,0.03,0.02,0.015,32.12,0.025,0.015
ANP,152.464,175.225,2.829,0.029,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.05,0.2,0.05,0.052,0.052,0.048,2.95,0.20,0.029
ANZ,34213.8,397.428,354.541,61.452,10.72,2.3,170.4,14.2,102,1.67,4.20,f,ANZ Banking Grp,,24.26,43,24.25,24.26,24.28,23.63,0.59,25.25,13.40
APE,10.072,0.069,0.162,0.376,8.81,1.4,121.6,10.4,62,1.96,4.92,f,AP Eagers Ltd,,12.60,10,12.60,12.93,12.93,12.51,-0.42,13.00,4.75
APP,48,2.358,0.063,0.001,-,-,0.1,20.0,-,-,-,,APA Financial,,0.02,0.4,0.017,0.025,0.02,0.016,23.78,0.023,0.009
APA,4380.63,43.848,32.733,1.755,-,-,25,13.8,31.75,0.79,9.20,,APA Grp stp,,3.45,2,3.43,3.45,3.53,3.43,-0.63,3.68,2.58
AEZ,4255.44,32.147,65.597,0.027,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stp,,0.05,,0.047,0.052,0.05,0.044,-1.22,0.115,0.03
APN,4848.52,55.765,34.326,1.387,-0.78,-,16.7,14.0,4,4.17,1.72,f,APN News & Media,,2.33,,2.30,2.35,2.41,2.32,-1.22,2.61,1.022
APD,414.4,2.3,8.328,0.039,0.21,1.3,-17.88,-,1.25,-,4.63,f,APN Prop Grp,,0.27,-1,0.27,0.275,0.275,0.27,-4.79,0.41,0.10
AOP,3787.74,49.258,-,0.004,-,-,0.18,4.4,-,-,-,,Apollo Cons,,0.008,,0.007,0.008,0.009,0.007,-1.22,0.04,0.007
AQL,330,7.197,1.7,0.003,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.013,-0.2,0.013,0.016,0.015,0.013,-14.55,0.018,0.008
AQLN,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-
APB,592.513,6.672,3.173,0.006,0.12,0.2,-7.66,-,-,-,-,,Arafura Pearls,,0.022,0.1,0.022,0.023,0.025,0.021,3.54,0.058,0.021
ARP,243.119,5.275,0.997,0.402,1.22,4.5,40.44,13.7,17.5,2.31,3.16,f,ARB Corp,,5.54,1,5.53,5.60,5.68,5.52,-1.04,5.70,2.461
AAD,6822.18,37.943,20.309,0.418,1.10,1.2,2.73,49.8,14.3,0.19,10.51,,Ardent Leisure stp,,1.36,-6,1.345,1.38,1.44,1.315,-5.44,1.845,0.82
ARG,634.085,6.863,7.062,3.778,6.56,1.0,-11.1,-,25,-,3.89,f,Argo Invest,,6.43,-8,6.43,6.45,6.53,6.43,-2.45,7.05,4.88
ASV,82.217,1.009,0.902,0.015,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.22,,0.215,0.22,0.24,0.22,-1.22,1.098,0.006
ARA,773.684,4.633,0.528,0.051,0.32,0.8,-2.46,-,1,-,4.00,,Ariadne Aust,,0.25,-0.5,0.245,0.255,0.255,0.245,-3.18,0.37,0.205
ALL,5657.23,96.023,54.492,2.374,0.07,63.6,-31.3,-,4.5,-,1.01,,Aristocrat Leisure,,4.45,22,4.38,4.48,4.49,4.28,3.98,5.75,3.24
ARJ,-,0.367,0.375,0.01,1.08,0.4,8.07,5.1,7,1.15,17.07,f,ARK Fund Ltd (The),,0.41,,-,-,0.41,0.41,-1.22,0.78,0.395
AEM,2776.95,51.021,28.047,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.012,,0.011,0.012,0.013,0.011,-1.22,0.025,0.005
AKW,610.906,2.423,1.698,0.007,0.25,0.7,21.65,0.8,-,-,-,,Arturus Capital,,0.17,-3,0.17,0.20,0.20,0.165,-16.22,0.30,0.07
APH,1274.02,5.811,2.517,0.067,0.06,4.5,3.7,7.3,-,-,-,,Ascent Pharmahealth,,0.27,1,0.26,0.275,0.28,0.24,2.63,0.285,0.12
AIO,94161.6,674.458,290.274,5.413,0.10,18.5,-41.9,-,-,-,-,,Asciano Grp stp,,1.85,1.5,1.84,1.85,1.93,1.82,-0.40,1.94,0.52
AFA,1216.49,10.442,0.785,0.056,0.02,9.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.18,9.2,0.175,0.18,0.19,0.086,103.30,0.43,0.06
ASZ,2140.36,16.889,9.606,0.179,0.06,21.1,9.43,13.4,6,1.57,4.74,f,ASG Grp Ltd,,1.265,3.5,1.265,1.27,1.27,1.22,1.63,1.30,0.455
AJJ,-,0.142,0.48,0.019,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.10,,0.02,0.075,0.10,0.10,-1.22,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-1.22,0.002,0.001
AUF,47.85,1.36,0.413,0.098,1.02,1.0,-1.19,-,-,-,-,,Asian Masters Fund,,1.01,1,1.01,1.025,1.01,1.00,-0.22,1.06,0.77
AKF,52.5,0.476,0.923,0.015,0.34,0.7,3.2,7.2,1.3,2.46,5.65,,ASK Funding Ltd,,0.23,2,0.21,0.25,0.23,0.21,8.31,0.37,0.125
APZ,5794.64,70.098,33.833,0.287,0.68,0.7,-3.37,-,4.19,-,8.46,,Aspen Grp stp,,0.495,-1,0.495,0.50,0.52,0.495,-3.20,0.575,0.259
ASP,23,0.313,-,0.036,-0.03,-,0.88,17.0,-,-,-,,Aspermont Ltd,,0.15,,0.12,0.15,0.15,0.135,-1.22,0.271,0.11
AIR,35.057,0.616,-,0.021,0.38,2.4,8.23,10.9,-,-,-,,Astivita Renewables,,0.90,,0.90,0.92,0.94,0.90,-1.22,1.15,0.75
AKR,2.6,0.45,12.511,0.014,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.67,,0.68,0.69,0.67,0.67,-1.22,0.90,0.008
AJA,8021.96,81.635,95.602,0.208,0.76,0.5,-36.49,-,8.5,-,20.73,,Astro Jap Prop stp,,0.41,4,0.405,0.41,0.415,0.38,9.59,0.515,0.20
ATR,5.979,0.661,0.133,0.123,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.88,-12,1.88,2.00,1.95,1.86,-7.22,2.70,1.55
ASX,4377.39,40.227,34.975,6.213,3.19,11.3,180.6,20.0,163.6,1.10,4.54,f,ASX Ltd,,36.06,15,36.03,36.09,36.89,35.45,-0.80,37.90,28.35
ACG,306.4,1.2,2.074,0.015,0.04,3.8,-3.06,-,-,-,-,,Atcor Medical,,0.15,2,0.135,0.15,0.15,0.15,14.17,0.24,0.13
ATI,8603.07,90.199,19.651,0.036,0.01,2.9,-0.12,-,-,-,-,,Atlantic Ltd,,0.029,,0.027,0.029,0.031,0.027,-1.22,0.048,0.006
ATIO,2906.62,38.456,-,0.005,-,-,-,-,-,-,-,,  opt dec11,,0.017,-0.1,0.017,0.019,0.018,0.016,-6.77,0.039,0.003
ATP,222.833,4.027,1.169,0.016,0.13,1.0,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.125,1,0.125,0.13,0.13,0.115,7.48,0.16,0.08
AIA,920.044,18.156,9.145,1.928,1.22,1.2,5.63,26.3,6.68,0.84,4.51,,Auckland Airport,,1.48,,1.44,1.48,1.50,1.43,-1.22,1.654,1.171
AIB,-,0.148,0.036,0.014,1.22,0.9,-5.76,-,51.5,-,45.37,,Aurora Global Tr unt,,1.135,,1.135,1.25,1.135,1.135,-1.22,7.50,0.977
AUP,10.15,0.099,0.034,0.018,5.28,0.9,-,-,-,-,-,,Aurora Prop unt,,5.00,,5.02,5.15,5.00,4.95,-1.22,5.40,4.35
ABW,7.457,0.168,0.028,0.009,1.23,1.0,-30.42,-,20.5,-,16.73,,Aurora SAE ord unt,,1.225,2,1.225,1.23,1.225,1.205,0.44,7.35,0.867
AOD,242.465,2.195,4.187,0.046,1.05,1.0,-4.69,-,4,-,3.83,f,Aurora Sandringham ,,1.045,1.5,1.035,1.045,1.045,1.03,0.24,1.125,1.005
AQF,1.84,0.252,-,0.03,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.65,3,1.65,1.70,1.65,1.65,0.63,1.70,1.62
ASL,1451.86,18.557,6.05,0.459,1.60,1.4,20.62,10.7,11,1.87,5.00,f,Ausdrill Ltd,,2.20,18,2.19,2.20,2.25,2.00,7.69,2.25,0.675
AAX,1892.18,26.878,22.447,0.476,0.62,6.3,19,20.5,9.5,2.00,2.44,f,Ausenco Ltd,,3.90,-3,3.90,3.93,4.08,3.88,-1.98,5.95,2.21
AAC,1614.95,25.931,21.717,0.37,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.40,1,1.385,1.40,1.415,1.37,-0.50,1.95,1.18
AAK,2334.5,19.189,15.03,0.021,0.02,0.3,0.32,1.9,-,-,-,,Aust China Hldgs,,0.006,,0.006,0.007,0.007,0.005,-1.22,0.016,0.002
AAKO,-,2.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,0.001,0.002,0.001,0.001,-1.22,0.005,0.001
AEU,742.838,5.34,6.782,0.072,1.29,0.4,9.4,5.6,4,2.35,7.55,,Aust Education unt,,0.53,4,0.53,0.535,0.54,0.48,6.95,0.54,0.145
AYF,-,0.067,0.029,0.022,7.50,0.8,1,635.0,60,0.02,9.45,p,Aust Enhanced unt,,6.35,,6.41,6.52,6.35,6.35,-1.22,6.45,5.00
AEF,0.85,0.006,0.002,0.026,8.11,3.3,139,19.1,182,0.76,6.87,f,Aust Ethical,,26.51,51,26.51,27.00,26.51,26.00,0.74,37.00,17.00
AFI,1151.64,14.973,13.429,5.015,5.04,1.0,8.93,56.8,21,0.43,4.14,f,Aust Foundation,,5.07,-1,5.07,5.08,5.13,5.03,-1.41,5.41,3.81
AIX,9507.24,88.132,34.74,1.087,2.62,0.7,19.37,9.7,10,1.94,5.31,p,Aust Infra unt,,1.885,-3,1.88,1.89,1.985,1.885,-2.78,2.01,1.161
ALF,201.257,1.816,1.387,0.079,1.51,0.8,53.65,2.2,7,7.66,5.81,f,Aust Leaders,,1.205,1.5,1.195,1.205,1.21,1.195,0.04,1.265,0.55
ALFO,829.483,4.843,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.047,0.8,0.041,0.047,0.047,0.039,19.30,0.10,0.035
API,3725.74,37.506,4.408,0.268,0.84,0.7,5.9,9.3,2,2.95,3.64,f,Aust Pharmaceutical,,0.55,0.5,0.545,0.56,0.56,0.54,-0.30,0.939,0.312
APK,95.575,3.014,0.515,0.041,-,-,-3.1,-,-,-,-,,Aust Power,,0.40,2,0.38,0.40,0.41,0.38,4.05,0.45,0.12
AUI,23.549,0.188,0.219,0.707,7.10,1.0,18.7,38.5,25,0.75,3.47,f,Aust United Invest,,7.20,21,7.20,7.30,7.20,7.00,1.79,7.90,4.50
AVG,790.898,6.096,2.166,0.039,0.98,0.3,11.2,2.7,-,-,-,,Aust Vintage Ltd,,0.305,,0.305,0.31,0.31,0.30,-1.22,0.49,0.125
ASB,638.33,11.96,4.856,0.472,1.30,1.9,4.35,57.7,6,0.72,2.39,,Austal Ltd,,2.51,18,2.42,2.58,2.59,2.32,6.51,3.12,1.425
AUN,14671.8,118.372,90.094,1.453,-0.31,-,4.7,24.7,-,-,-,,Austar United,,1.16,1,1.16,1.18,1.17,1.115,-0.35,1.465,0.65
AUB,1154.64,2.067,1.292,0.253,0.92,5.3,32.49,15.0,21,1.55,4.31,f,Austbrokers Hldgs,,4.87,3,4.70,4.87,4.87,4.66,-0.60,5.65,3.40
AEO,3717.33,19.457,3.518,0.588,-0.57,-,11.98,14.2,9.1,1.32,5.34,f,Austereo Grp Ltd,,1.705,5.5,1.69,1.72,1.71,1.62,2.12,1.785,1.04
ANG,610.919,7.632,3.287,0.211,0.52,5.9,26.32,11.6,8.5,3.10,2.79,f,Austin Engineer,,3.05,-2,3.02,3.05,3.17,3.00,-1.87,3.47,0.84
ACK,13.169,0.855,0.431,0.037,0.24,1.2,-6.58,-,-,-,-,,Austock Grp Ltd,,0.28,1,0.29,0.30,0.295,0.27,2.49,0.35,0.20
AYX,-,0.031,-,0.006,0.24,5.0,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.20,,1.05,1.20,1.20,1.20,-1.22,1.25,0.75
ALZ,27287.2,192.804,69.233,1.471,0.68,0.8,-13.4,-,8,-,15.69,,Australand Prop stp,,0.51,2,0.505,0.51,0.52,0.49,2.86,0.585,0.197
AIY,12.195,0.078,-,0.001,0.03,0.4,0.05,26.0,-,-,-,,Authorised Invest,,0.013,0.3,0.013,-,0.013,0.01,28.78,0.034,0.008
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,0.01,-,-,-,-,-
AIYOA,-,-,-,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,0.001,0.01,0.01,-1.22,0.01,0.01
ATJ,320,6.05,0.04,0.008,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.051,-0.1,0.05,0.054,0.055,0.05,-3.14,0.151,0.028
ATJO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun11,,-,,0.002,-,-,-,-,-,-
AIE,64.476,2.574,1.779,0.005,0.05,1.7,2.09,4.1,-,-,-,,Autodom Ltd,,0.085,,0.072,0.089,0.089,0.085,-1.22,0.11,0.02
AHE,1911.79,12.37,10.602,0.542,0.75,3.2,28.14,8.5,17,1.66,7.08,f,Automotive Hldgs,,2.40,11,2.38,2.45,2.43,2.30,3.59,2.60,0.575
AAT,-,0.437,0.036,0.01,-,-,-1.63,-,-,-,-,,Autron Corp,,0.013,,-,-,0.013,0.013,-1.22,0.025,0.01
AVX,20578.7,171.798,35.82,0.11,0.04,3.3,-4.17,-,-,-,-,,Avexa Ltd,,0.13,2.5,0.125,0.13,0.135,0.10,22.59,0.235,0.063
AVH,782.009,7.685,3.926,0.014,0.05,2.7,-3.66,-,-,-,-,,Avita Medical Ltd,,0.135,-0.5,0.135,0.14,0.145,0.12,-4.79,0.275,0.068
AVJ,111.586,1.533,2.235,0.133,1.06,0.5,0.09,538.9,-,-,-,,AVJennings,,0.485,1.5,0.48,0.485,0.49,0.47,1.97,0.63,0.215
AWB,30594.5,228.242,71.225,0.866,1.81,0.6,18.5,5.7,5,3.70,4.72,,AWB Ltd,,1.06,-1.5,1.055,1.075,1.13,1.045,-2.61,1.337,0.711
AWL,9645.6,41.742,8.301,0.008,-,-,-0.2,-,-,-,-,,AWH Corp Ltd,,0.007,-0.1,0.007,0.008,0.011,0.007,-13.72,0.011,0.003
AXA,35812.3,294.042,133.592,13.043,1.12,5.6,34.89,18.1,18.5,1.89,2.93,p,AXA Asia Pacific,,6.31,-2,6.30,6.33,6.40,6.18,-1.53,6.72,3.15
AXI,1750,4.489,18.955,0.012,0.04,0.7,-3.74,-,-,-,-,,Axiom Prop,,0.028,-0.2,0.027,0.03,0.03,0.028,-7.88,0.08,0.028
BOQ,2532.42,28.5,16.758,2.417,6.62,1.7,75.9,14.9,52,1.46,4.59,f,Bank of Qld,,11.32,-5,11.28,11.32,11.52,11.20,-1.66,13.49,6.86
