ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4475.1 at 16:36 23/7/2010  Report at 19:06 Friday 23/7/2010. Processed 19:33 Saturday 24/7/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ADA,6.7,3.779,1.599,0.025,0.21,1.4,2.7,11.1,-,-,-,,Adacel Tech,,0.30,-1,0.305,0.345,0.31,0.30,-4.08,0.84,0.30,
AAU,195.25,4.993,3.265,0.01,0.07,2.4,-2.18,-,-,-,-,,Adcorp Aust,,0.165,-0.5,0.16,0.165,0.19,0.165,-3.80,0.305,0.145,
ABC,9629.53,325.018,467.192,2.001,1.21,2.6,20.4,15.4,13.5,1.51,4.29,f,Adelaide Brighton,,3.15,2,3.13,3.16,3.18,3.06,-0.22,3.18,2.29,
AYT,52,7.537,15.279,0.134,1.79,0.8,6.83,20.9,16.02,0.43,11.24,,Adelaide Managed unt,,1.425,1.5,1.425,1.43,1.45,1.40,0.21,1.45,1.032,
ADQ,-,7.346,0.817,0.009,0.02,4.1,-11.08,-,-,-,-,,ADG Global Supply,,0.082,,0.065,0.08,0.082,0.082,-0.86,0.118,0.052,
ADQO,-,0.982,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.008,,-,0.008,0.008,0.008,-0.86,0.013,0.008,
ADL,2797.25,60.608,6.715,0.002,-,-,-0.4,-,-,-,-,,Admerex Ltd,,0.004,,0.004,0.005,0.004,0.004,-0.86,0.016,0.002,
ADG,11.595,1.125,0.57,0.086,2.44,1.4,37.1,9.2,20,1.86,5.88,f,Adtrans Grp,,3.40,-10,3.20,3.40,3.40,3.11,-3.72,3.70,2.35,
ASC,2309.68,101.432,34.347,0.007,0.02,0.5,-0.19,-,-,-,-,,Adultshop Com,,0.011,0.1,0.01,0.011,0.012,0.01,9.14,0.015,0.005,
ASCO,25,18.45,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,,0.002,0.004,0.003,0.003,-0.86,0.005,0.002,
ABV,-,25.459,70.717,0.014,-,-,-0.32,-,-,-,-,,Adv Braking Tech,,0.018,,0.017,0.021,0.018,0.018,-0.86,0.038,0.013,
AMT,8.6,0.652,0.141,0.018,0.22,2.3,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.50,,0.50,0.54,0.50,0.50,-0.86,0.64,0.31,
AES,-,4.012,0.447,0.022,0.01,5.0,-0.09,-,-,-,-,,Advanced Energy,,0.05,,0.035,0.045,0.05,0.05,-0.86,0.125,0.021,
ACE,655.478,10.204,12.3,0.01,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.05,1,0.048,0.05,0.05,0.044,24.14,0.093,0.031,
ANM,609.806,8.697,17.437,0.014,0.02,2.5,-2.64,-,-,-,-,,Advanced Magnesium,,0.051,0.1,0.051,0.054,0.055,0.05,1.14,0.07,0.03,
ASW,99.1,5.354,0.816,0.026,0.11,5.5,3.16,19.3,2.75,1.15,4.51,f,Advanced Share,,0.61,-4,0.61,0.645,0.65,0.59,-7.01,0.695,0.235,
AEI,220.294,3.751,2.415,0.006,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.06,,0.055,0.06,0.06,0.055,-0.86,0.16,0.055,
AVE,176.207,22.778,13.36,0.191,2.07,0.5,4.2,25.6,4,1.05,3.72,,Aevum Ltd,,1.075,1.5,1.07,1.075,1.075,1.03,0.56,1.67,0.875,
AFT,11747.6,952.427,266.856,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,-0.86,0.002,0.001,
AGK,4639.65,192.705,210.269,6.711,6.21,2.4,27,55.2,57,0.47,3.82,f,AGL Energy Ltd,,14.91,16,14.89,14.91,15.00,14.50,0.23,15.69,13.37,
AGJ,55.3,0.394,0.435,0.012,0.38,0.3,-2.28,-,2.12,-,16.31,,Agricultural Land unt,,0.13,,0.13,0.175,0.13,0.13,-0.86,0.175,0.13,
AHC,-,0.096,0.01,0.012,4.89,0.4,14.09,14.5,-,-,-,,AHC Ltd,,2.05,,-,2.05,2.05,2.05,-0.86,2.45,2.00,
ENY,0.1,0.019,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,14.54,-29,14.76,14.85,14.54,14.54,-2.81,16.50,13.95,
FIN,2.205,0.065,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.33,-9,4.40,4.42,4.42,4.33,-2.89,5.09,4.18,
FIX,-,0.035,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.02,,5.07,5.11,5.02,5.02,-0.86,5.98,4.83,
IDD,0.005,0.039,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.38,4,3.39,3.42,3.38,3.34,0.34,3.97,3.21,
RSR,109.003,0.426,-,-,-,-,-,-,-,-,-,,Aii200res etf unt,,4.91,-9,5.04,5.07,4.92,4.87,-2.66,5.65,4.60,
MAM,4,0.109,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.19,14,4.25,4.27,4.19,4.05,2.60,4.83,3.90,
AGI,77.35,3.843,4.976,0.022,0.01,8.0,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.08,-0.5,0.08,0.085,0.085,0.08,-6.74,0.22,0.075,
AIZ,2013.64,16.731,9.086,0.98,1.12,0.8,3.9,23.3,5.17,0.75,5.68,,Air New Zealand,,0.91,6,0.885,0.91,0.91,0.83,6.20,1.145,0.77,
AIG,-,-,0.181,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,-,0.08,0.11,0.11,-0.86,0.11,0.10,
AJL,189.96,19.814,39.458,0.141,1.32,1.6,16,13.5,5.5,2.91,2.55,,AJ Lucas Grp,,2.16,1,2.12,2.16,2.27,2.07,-0.39,5.60,2.00,
ACL,1008.09,29.373,46.949,0.076,0.09,4.4,-4.6,-,-,-,-,,Alchemia Ltd,,0.40,-2,0.40,0.42,0.425,0.395,-5.62,0.81,0.345,
AAI,4.245,0.05,-,11.042,-,-,-137.14,-,11.61,-,0.91,,Alcoa Inc cdi,,12.75,-120,12.75,15.65,14.50,12.50,-9.46,47.10,12.50,
LEP,136.612,21.017,10.328,0.319,2.39,0.9,95.98,2.2,27,3.55,12.98,,ALE Prop Grp stp,,2.08,3,2.03,2.08,2.08,2.02,0.61,2.43,1.90,
ALS,1968.48,58.944,68.968,0.233,0.65,3.8,-17.36,-,7,-,2.83,,Alesco Corp,,2.47,-6,2.45,2.47,2.56,2.38,-3.23,5.91,2.25,
AJX,420.864,26.99,-,0.01,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.135,0.5,0.12,0.14,0.14,0.13,2.99,0.205,0.01,
AEJ,3639.42,407.802,733.347,0.047,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.058,-0.6,0.058,0.059,0.065,0.058,-10.23,0.105,0.041,
ABQ,38944.9,133.912,10.951,0.008,0.06,0.7,2.3,1.7,0.5,4.60,12.82,,Allied Brands Ltd,,0.039,0.2,0.039,0.04,0.051,0.032,4.55,0.245,0.024,
ABQO,-,4.651,0.043,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-0.86,0.005,0.001,
AEA,448.616,9.005,0.997,0.01,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.225,-0.5,0.225,0.23,0.24,0.195,-3.03,0.36,0.039,
AEAO,27.383,0.969,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.15,-1,-,0.16,0.16,0.15,-7.11,0.16,0.06,
AIQ,268.586,20.418,3.335,0.141,1.45,0.7,-44.5,-,47,-,43.52,,Alternative Invest unt,,1.08,3,1.08,1.18,1.08,1.05,2.00,1.45,0.91,
ALU,211.994,3.79,1.301,0.022,0.09,2.8,-6.97,-,-,-,-,,Altium Ltd,,0.25,,0.25,0.28,0.25,0.24,-0.86,0.39,0.20,
AMA,33.55,23.375,18.066,0.01,-0.09,-,7.75,0.5,-,-,-,,AMA Grp Ltd,,0.038,-0.2,0.036,0.038,0.04,0.035,-5.86,0.078,0.019,
AHD,153.225,24.909,5.617,0.898,4.65,1.2,68.5,8.3,35,1.96,6.13,f,Amalgamated Hldgs,,5.71,1,5.65,5.71,5.79,5.63,-0.68,6.24,4.203,
AMO,44.2,2.128,0.344,0.01,0.61,0.6,9.3,3.7,5.5,1.69,16.18,f,Ambertech Ltd,,0.34,-6,0.34,0.40,0.40,0.34,-15.86,0.63,0.34,
AMB,3.345,1.332,1.527,0.019,0.14,2.1,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.29,-1,0.18,0.29,0.30,0.29,-4.19,0.42,0.19,
AKS,0.02,-,-,0.056,-,-,-,-,-,-,-,,Amcbf One,,104.00,-17,100.00,104.00,104.17,104.00,-1.02,104.17,104.00,
AKU,0.395,-,-,0.043,-,-,-,-,-,-,-,,Amcbf Thr,,103.19,-81,102.16,103.19,104.00,103.19,-1.64,104.00,103.19,
AKT,-,-,-,0.036,-,-,-,-,-,-,-,,Amcbf Two,,102.69,,100.00,102.00,102.69,102.69,-0.86,102.69,101.00,
AMH,48.372,9.305,4.457,0.126,0.70,0.9,3.73,17.3,2,1.87,3.10,f,Amcil Ltd,,0.645,2,0.645,0.65,0.645,0.625,2.34,0.72,0.565,
AMM,842.655,158.561,109.837,0.226,0.18,1.8,2.78,11.3,0.9,3.09,2.86,f,Amcom Telecomm,,0.315,1.5,0.31,0.315,0.315,0.295,4.14,0.355,0.165,
AMC,23940.2,829.874,463.578,8.356,2.25,3.0,20.9,32.7,29.5,0.71,4.31,,Amcor Ltd,,6.84,2,6.83,6.86,7.04,6.68,-0.56,7.04,4.473,
AEC,180.415,7.457,3.142,0.127,1.05,3.3,19.39,18.0,16.5,1.18,4.73,f,Ammtec Ltd,,3.49,-6,3.36,3.49,3.55,3.46,-2.55,3.55,1.90,
AGF,3288.86,37.936,32.833,0.278,0.99,0.8,10.02,8.2,8.47,1.18,10.27,,AMP Capital China unt,,0.825,6.5,0.815,0.83,0.83,0.74,7.69,1.265,0.675,
AMP,22571.9,1028.52,967.965,11.085,0.80,6.7,37.1,14.4,30,1.24,5.61,p,AMP Ltd,,5.35,,5.35,5.36,5.39,5.21,-0.86,6.97,5.06,
ANQ,58.058,6.312,11.525,0.03,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.17,,0.17,0.19,0.19,0.16,-0.86,0.305,0.15,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,0.001,0.004,0.004,-75.86,0.004,0.001,
ALT,1790.27,235.523,24.487,0.012,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.029,0.2,0.028,0.03,0.029,0.024,6.55,0.115,0.019,
ANN,3527.54,112.28,114.592,1.788,1.92,7.1,81.7,16.6,29,2.82,2.13,,Ansell Ltd,,13.59,83,13.43,13.64,13.73,12.61,5.65,13.73,8.54,
ANO,662.95,13.572,8.997,0.01,0.04,1.1,1.46,3.1,-,-,-,,Antaria Ltd,,0.045,0.9,0.041,0.045,0.045,0.036,24.14,0.065,0.032,
ADO,8118.2,3189.87,46.431,0.029,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.056,-0.4,0.056,0.057,0.06,0.056,-7.52,0.105,0.006,
ADOO,433.888,420.319,-,0.006,-,-,-,-,-,-,-,,  opt sep10,,0.044,-0.2,0.041,0.044,0.047,0.044,-5.21,0.07,0.001,
ADOOA,-,1.519,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.01,,0.013,0.025,0.01,0.01,-0.86,0.025,0.005,
ANP,2222.68,383.801,11.507,0.01,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.017,-0.2,0.017,0.018,0.019,0.017,-11.38,0.20,0.013,
ANZ,30456.9,1215.06,1348.3,57.351,9.99,2.2,144.8,15.5,108,1.34,4.82,f,ANZ Banking Grp,,22.41,-13,22.40,22.42,22.62,22.02,-1.43,26.23,17.00,
APE,2.846,0.323,0.355,0.375,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.51,1,12.51,13.10,12.55,12.50,-0.78,13.55,8.41,
APP,-,3.159,1.137,0.001,-,-,0.1,17.0,-,-,-,,APA Financial,,0.017,,0.017,0.021,0.017,0.017,-0.86,0.022,0.009,
APA,3756.93,149.305,118.057,2.012,-,-,25,14.8,31.75,0.79,8.56,,APA Grp stp,,3.71,-3,3.68,3.73,3.74,3.65,-1.66,3.83,2.63,
AEZ,4982.35,88.242,191.791,0.013,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.024,-0.6,0.024,0.027,0.029,0.024,-20.86,0.115,0.024,
APN,6175.02,218.325,276.799,1.198,-0.78,-,16.7,12.0,4,4.17,2.00,f,APN News & Media,,2.00,-5,1.96,2.03,2.03,1.94,-3.30,2.61,1.63,
APD,184.878,7.502,13.191,0.029,0.21,1.0,-17.88,-,1.25,-,6.10,f,APN Prop Grp,,0.205,3,0.205,0.22,0.22,0.185,16.28,0.41,0.165,
AOP,39693.7,185.266,-,0.005,-,-,0.18,6.1,-,-,-,,Apollo Cons,,0.011,-0.1,0.01,0.012,0.014,0.01,-9.19,0.04,0.007,
AQL,13.704,9.426,2.89,0.003,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.20,,0.14,0.24,0.20,0.20,-0.86,0.352,0.15,
APB,131.578,24.681,10.883,0.01,0.12,0.2,-7.66,-,-,-,-,,Arafura Pearls,,0.019,0.1,0.017,0.018,0.019,0.018,4.70,0.056,0.008,
ARP,161.887,14.779,6.219,0.417,1.22,4.7,40.44,14.2,17.5,2.31,3.04,f,ARB Corp,,5.75,-15,5.75,5.80,5.91,5.68,-3.40,6.40,3.445,
AAD,3266.61,132.993,74.414,0.317,1.10,0.9,2.73,37.5,14.3,0.19,13.95,,Ardent Leisure stp,,1.025,-5.5,1.00,1.03,1.095,1.00,-5.95,1.845,0.94,
ARG,578.194,21.379,21.587,3.559,5.99,1.0,-11.1,-,25,-,4.25,f,Argo Invest,,5.88,-7,5.88,5.90,5.95,5.81,-2.03,7.05,5.61,
ASV,144.53,4.108,6.768,0.004,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.055,-3,0.055,0.083,0.076,0.05,-36.15,0.878,0.006,
ARA,45.259,7.381,2.707,0.05,0.32,0.8,-2.46,-,1,-,4.08,,Ariadne Aust,,0.245,-1.5,0.25,0.265,0.25,0.245,-6.63,0.37,0.23,
ALL,6283.67,304.604,255.101,1.909,0.07,51.1,-31.3,-,4.5,-,1.26,,Aristocrat Leisure,,3.58,5,3.50,3.59,3.58,3.39,0.56,5.75,3.39,
AEM,1745.27,97.45,62.864,0.003,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.008,-0.3,0.008,0.012,0.011,0.007,-28.13,0.025,0.007,
AKW,42.682,10.914,6.431,0.005,0.25,0.4,21.65,0.5,-,-,-,,Arturus Capital,,0.11,-0.5,0.11,0.12,0.115,0.11,-5.21,0.30,0.075,
APH,370.009,13.069,9.411,0.069,0.06,4.6,3.7,7.4,-,-,-,,Ascent Pharmahealth,,0.275,0.5,0.26,0.285,0.275,0.26,0.99,0.345,0.12,
AIO,60487.6,1898.7,1658.11,4.974,0.10,17.0,-41.9,-,-,-,-,,Asciano Grp stp,,1.70,-2,1.695,1.705,1.725,1.665,-2.02,1.94,1.375,
AFA,443,17.395,2.586,0.04,0.02,6.5,-1.19,-,-,-,-,,ASF Grp Ltd,,0.13,1,0.13,0.14,0.14,0.11,7.48,0.43,0.075,
ASZ,849.653,42.297,20.304,0.221,0.06,24.3,9.43,15.4,6,1.57,4.12,f,ASG Grp Ltd,,1.455,-4,1.455,1.46,1.50,1.435,-3.53,1.55,0.68,
AJJ,-,3.489,2.884,0.015,0.01,8.0,-0.25,-,0.5,-,6.25,,Asia Liver Trans,,0.08,,0.072,0.099,0.08,0.08,-0.86,0.19,0.007,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-0.86,0.001,0.001,
AUF,228.222,5.253,2.14,0.106,1.00,1.0,-1.19,-,1,-,0.96,f,Asian Masters Fund,,1.04,2,1.04,1.05,1.04,1.01,1.10,1.06,0.98,
AKF,1,2.3,2.363,0.015,0.34,0.7,3.2,7.0,1.3,2.46,5.78,,ASK Funding Ltd,,0.225,-2,0.225,0.295,0.245,0.225,-9.02,0.37,0.17,
APZ,2416.67,200.051,161.735,0.261,0.68,0.7,-3.37,-,4.2,-,9.33,,Aspen Grp stp,,0.45,-0.5,0.45,0.46,0.46,0.45,-1.96,0.575,0.27,
ASP,16,0.717,0.133,0.026,-0.03,-,0.88,12.5,-,-,-,,Aspermont Ltd,,0.11,,0.11,0.13,0.11,0.11,-0.86,0.20,0.10,
AIR,23.528,1.765,-,0.023,0.38,2.6,8.23,12.2,-,-,-,,Astivita Renewables,,1.00,10,0.91,1.00,1.00,0.90,10.25,1.15,0.75,
AKR,0.533,0.85,18.932,0.014,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.65,-12,0.65,0.79,0.77,0.65,-16.44,0.85,0.51,
AJA,8523.32,200.27,410.948,0.158,0.76,0.4,-36.49,-,8.5,-,27.42,,Astro Jap Prop stp,,0.31,-1.5,0.31,0.315,0.345,0.31,-5.47,0.515,0.29,
ATR,35.589,1.186,1.282,0.118,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.81,1,1.74,1.80,1.82,1.79,-0.30,2.70,1.61,
ASX,3139.23,116.869,109.46,4.983,3.19,9.0,180.6,15.9,163.6,1.10,5.70,f,ASX Ltd,,28.71,-29,28.63,28.77,29.05,28.02,-1.86,37.77,28.02,
ACG,5494.06,11.57,11.579,0.015,0.04,3.8,-3.06,-,-,-,-,,Atcor Medical,,0.15,2,0.13,0.15,0.15,0.11,14.53,0.215,0.11,
ATI,13035.5,789.575,340.672,0.054,0.01,4.1,-0.12,-,-,-,-,,Atlantic Ltd,,0.041,-0.1,0.041,0.042,0.042,0.04,-3.24,0.07,0.01,
ATIO,650,131.104,71.336,0.007,-,-,-,-,-,-,-,,  opt dec11,,0.031,-0.1,0.03,0.035,0.031,0.03,-3.98,0.058,0.004,
ATP,837.581,7.016,8.302,0.011,0.13,0.7,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.087,-1.8,0.087,0.088,0.105,0.08,-18.00,0.145,0.08,
AIA,287.367,36.691,36.479,2.064,1.22,1.3,5.63,28.0,6.68,0.84,4.24,,Auckland Airport,,1.575,-4.5,1.575,1.65,1.59,1.545,-3.64,1.654,1.325,
AFV,12.34,0.013,-,0.016,-,-,-,-,-,-,-,,Aurora Funds Ltd,,1.75,-25,1.56,1.75,1.89,1.75,-13.36,2.00,1.75,
AIB,56,0.615,0.063,0.013,1.20,0.9,-5.76,-,23.5,-,21.27,,Aurora Global Tr unt,,1.105,,1.11,1.22,1.105,1.105,-0.86,7.50,0.977,
AUP,1.789,0.258,0.181,0.019,5.39,1.0,-,-,-,-,-,,Aurora Prop unt,,5.17,2,5.17,5.45,5.17,5.15,-0.47,5.40,4.40,
ABW,18.347,0.715,0.05,0.008,1.20,0.9,-30.42,-,9.5,-,8.92,,Aurora SAE ord unt,,1.065,-1.5,1.08,1.09,1.065,1.055,-2.25,7.35,0.867,
AOD,265.571,7.358,12.002,0.044,1.02,1.0,-4.69,-,6.2,-,6.23,p,Aurora Sandringham ,,0.995,1.5,0.985,0.995,0.995,0.975,0.67,1.12,0.965,
AQF,26.864,0.31,-,0.033,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.58,-3,1.58,1.59,1.61,1.58,-2.72,1.72,1.58,
ASL,2935.76,67.846,50.851,0.421,1.60,1.0,20.62,8.0,11,1.87,6.65,f,Ausdrill Ltd,,1.655,5,1.65,1.68,1.695,1.605,2.26,2.34,0.984,
AAX,7420.99,143.425,98.314,0.296,0.62,3.9,19,12.7,9.5,2.00,3.93,f,Ausenco Ltd,,2.42,33,2.39,2.42,2.45,2.01,14.93,5.95,1.71,
AAC,1696.37,108.641,149.604,0.403,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.525,3,1.505,1.525,1.525,1.455,1.15,1.595,1.18,
AAK,4902.53,63.619,235.809,0.01,0.02,0.1,0.03,10.0,-,-,-,,Aust China Hldgs,,0.003,,0.003,0.004,0.003,0.003,-0.86,0.016,0.002,
AAKO,-,24.175,4.5,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-0.86,0.005,0.001,
AEU,298.982,14.84,23.741,0.074,1.29,0.4,9.4,5.9,-,-,-,,Aust Education unt,,0.55,-1.5,0.56,0.59,0.56,0.53,-3.51,0.66,0.265,
AYF,1.122,0.201,0.112,0.021,6.45,1.0,1,628.0,50,0.02,7.96,p,Aust Enhanced unt,,6.28,,6.26,6.42,6.28,6.28,-0.86,6.55,5.65,
AEF,-,0.027,0.012,0.02,8.11,2.5,139,14.4,182,0.76,9.10,f,Aust Ethical,,20.00,,20.20,23.10,20.00,20.00,-0.86,37.00,20.00,
AFI,993.204,41.63,37.918,4.728,4.98,1.0,8.93,53.5,21,0.43,4.39,f,Aust Foundation,,4.78,-1,4.77,4.79,4.85,4.75,-1.07,5.41,4.52,
AFIN,3.247,0.083,-,0.083,-,-,-,-,-,-,-,,  new,,4.60,2,4.61,4.64,4.60,4.58,-0.42,4.68,4.51,
AIX,5635.25,237.742,211.27,1.102,2.62,0.7,19.37,9.2,10,1.94,5.63,,Aust Infra unt,,1.775,2.5,1.75,1.775,1.78,1.695,0.57,2.09,1.37,
ALF,71.956,5.312,8.531,0.072,1.37,0.8,53.65,2.1,7,7.66,6.31,f,Aust Leaders,,1.11,1.5,1.105,1.12,1.11,1.07,0.51,1.265,1.01,
ALFO,13.801,10.535,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.003,-0.2,0.003,0.008,0.005,0.003,-40.86,0.10,0.003,
API,3649.92,94.932,19.49,0.203,0.79,0.5,6.1,6.8,3,2.03,7.23,f,Aust Pharmaceutical,,0.415,-2.5,0.415,0.445,0.45,0.415,-6.54,0.939,0.365,
APK,5.857,5.225,4.29,0.046,-,-,-3.1,-,-,-,-,,Aust Power,,0.45,2.5,0.42,0.45,0.45,0.425,5.02,0.50,0.165,
AUI,51.17,0.79,0.672,0.673,7.49,0.9,18.7,35.2,25,0.75,3.79,f,Aust United Invest,,6.59,-1,6.45,6.59,6.60,6.50,-1.01,7.90,6.04,
AVG,465.027,15.164,24.235,0.032,0.98,0.3,11.2,2.2,-,-,-,,Aust Vintage Ltd,,0.25,4,0.235,0.26,0.27,0.22,18.19,0.49,0.125,
ASB,353.164,23.633,26.26,0.444,1.30,1.8,4.35,54.3,6,0.72,2.54,,Austal Ltd,,2.36,1,2.36,2.45,2.51,2.28,-0.43,3.12,1.935,
AUN,5716.68,365.024,335.736,1.304,-0.31,-,4.7,22.0,-,-,-,,Austar United,,1.035,-4.5,1.00,1.045,1.06,1.00,-5.02,1.465,0.84,
AUB,242.939,5.703,11.193,0.241,0.92,5.0,32.49,14.1,21,1.55,4.59,f,Austbrokers Hldgs,,4.58,-12,4.55,4.89,4.80,4.54,-3.41,5.65,3.99,
AEO,250.827,44.775,24.384,0.557,-0.57,-,11.98,13.5,9.1,1.32,5.63,f,Austereo Grp Ltd,,1.615,-4,1.61,1.65,1.70,1.52,-3.27,1.925,1.27,
ANG,144.316,20.754,9.898,0.241,0.52,6.7,26.32,13.2,8.5,3.10,2.45,f,Austin Engineer,,3.47,7,3.47,3.52,3.52,3.36,1.20,3.60,1.585,
ACK,-,3.957,2.003,0.02,0.24,0.6,-6.58,-,-,-,-,,Austock Grp Ltd,,0.15,,0.15,0.17,0.15,0.15,-0.86,0.33,0.14,
AYX,-,0.065,0.006,0.012,0.24,4.2,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.00,,-,1.25,1.00,1.00,-0.86,1.25,0.75,
ALZ,1165.02,332.078,417.98,1.494,0.68,3.8,-13.4,-,12,-,4.63,,Australand Prop stp,,2.59,9,2.52,2.59,2.59,2.46,2.74,3.05,2.125,
AIY,-,1.247,1.079,0.002,0.03,1.0,0.05,60.0,-,-,-,,Authorised Invest,,0.03,,0.03,0.035,0.03,0.03,-0.86,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.001,0.015,0.016,0.016,-0.86,0.016,0.01,
ATJ,289.423,16.047,1.451,0.009,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,-0.4,0.05,0.052,0.051,0.05,-8.27,0.087,0.028,
