ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4803.3 at 14:41 24/12/2009  Report at 15:42 Thursday 24/12/2009. Processed 16:20 Thursday 24/12/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ADA,30.756,6.981,4.38,0.043,0.22,2.4,8.2,6.3,-,-,-,,Adacel Tech,,0.52,1.5,0.52,0.55,0.52,0.51,0.16,0.84,0.325
AAU,28.675,5.208,11.646,0.016,0.08,3.1,0.45,55.6,1,0.45,4.00,,Adcorp Aust,,0.25,1,0.24,0.25,0.25,0.24,1.35,0.34,0.165
ABC,5675.48,711.891,296.785,1.725,1.15,2.4,20.8,13.1,14,1.49,5.15,f,Adelaide Brighton,,2.72,12,2.68,2.72,2.72,2.60,1.80,3.01,1.445
AYT,39.817,23.285,20.171,0.134,1.81,0.7,12.59,10.7,15.47,0.81,11.46,,Adelaide Managed unt,,1.35,-3,1.32,1.40,1.37,1.35,-4.99,1.76,1.10
ADQ,24.948,4.212,1.467,0.007,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.07,,0.06,0.07,0.07,0.07,-2.81,0.142,0.058
ADQO,-,-,-,-,-,-,-,-,-,-,-,,  opt mar11,,-,,-,-,-,-,-,-,-
ADL,626,13.182,12.829,0.004,0.01,0.9,-2.68,-,-,-,-,,Admerex Ltd,,0.009,0.1,0.008,0.01,0.009,0.008,9.69,0.016,0.004
ADG,7.4,0.978,1.945,0.087,2.37,1.5,27.9,12.4,16,1.74,4.64,f,Adtrans Grp,,3.45,-3,3.42,3.50,3.53,3.45,-3.67,3.53,1.65
ASC,706.865,115.507,67.726,0.006,0.04,0.3,-0.28,-,-,-,-,,Adultshop Com,,0.01,,0.01,0.011,0.011,0.01,-2.81,0.012,0.003
ASCO,-,3.925,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,,0.003,0.004,0.003,0.003,-2.81,0.004,0.002
ABV,6427.09,111.395,58.276,0.021,0.01,2.8,-0.36,-,-,-,-,,Adv Braking Tech,,0.028,-0.2,0.03,0.033,0.032,0.026,-9.48,0.038,0.005
AMT,11.502,0.742,1.758,0.01,0.20,2.8,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.56,-2.5,0.52,0.60,0.585,0.52,-7.09,0.64,0.28
AES,210.426,1.472,8.386,0.028,0.01,6.3,-0.06,-,-,-,-,,Advanced Energy,,0.063,-0.1,0.06,0.07,0.08,0.062,-4.37,0.085,0.02
ACE,99.2,23.962,19.534,0.009,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.058,0.1,0.052,0.059,0.058,0.057,-1.06,0.093,0.031
ANM,58.373,27.391,34.357,0.013,0.01,6.0,-3.07,-,-,-,-,,Advanced Magnesium,,0.06,0.9,0.06,0.062,0.06,0.051,14.83,0.124,0.014
ASW,268.58,2.818,3.286,0.017,0.09,4.7,2.1,20.0,2,1.05,4.76,f,Advanced Share,,0.42,7,0.40,0.42,0.43,0.35,17.19,0.43,0.15
AEI,74,8.089,6.537,0.012,0.01,12.0,-2.31,-,-,-,-,,Aeris Environmental,,0.12,2,0.12,0.15,0.12,0.10,17.19,0.185,0.05
AVE,207.616,20.04,41.981,0.18,2.07,0.7,-9.7,-,4,-,2.86,,Aevum Ltd,,1.40,2,1.39,1.41,1.40,1.38,-1.36,1.67,0.545
AFT,21500,427.765,1800.65,0.006,-,-,-0.03,-,-,-,-,,AFT Corp,,0.001,,0.001,0.001,0.001,0.001,-2.81,0.001,0.001
AGK,2981.61,375.714,406.456,6.347,6.00,2.4,358,3.9,54,6.63,3.82,f,AGL Energy Ltd,,14.14,40,14.11,14.15,14.14,13.80,0.10,15.79,12.83
AGJ,15.966,1.365,0.283,0.015,0.38,0.4,-3.63,-,2.42,-,14.24,,Agricultural Land unt,,0.17,1.5,0.14,0.175,0.17,0.165,6.87,0.28,0.13
AHC,-,0.205,0.041,0.013,3.31,0.7,17.79,12.6,5,3.56,2.22,,AHC Ltd,,2.25,,2.25,2.45,2.25,2.25,-2.81,2.45,1.295
AGI,224.3,11.432,40.803,0.053,0.02,9.5,-4.45,-,-,-,-,,Ainsworth Game Tech,,0.19,,0.19,0.195,0.20,0.19,-2.81,0.22,0.05
AIZ,-,15.348,52.136,1.041,1.18,0.8,1.61,60.2,5.22,0.31,5.38,,Air New Zealand fpo nz,,0.97,,0.935,0.98,0.97,0.97,-2.81,1.12,0.55
AIG,-,0.187,0.051,0.001,-0.07,-,-5.34,-,-,-,-,,Aircruising Aust,,0.11,,-,-,0.11,0.11,-2.81,0.12,0.098
AJL,630.535,67.419,51.929,0.27,2.11,2.0,249.7,1.7,10.5,23.78,2.53,f,AJ Lucas Grp,,4.15,6,4.03,4.17,4.25,3.99,-1.35,5.60,2.03
ACL,283.648,72.667,52.718,0.105,0.03,21.7,-5.2,-,-,-,-,,Alchemia Ltd,,0.65,3.5,0.65,0.67,0.65,0.61,2.88,0.76,0.106
ACLN,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-
AAI,-,0.002,-,38.876,-,-,-251.67,-,31.58,-,0.70,,Alcoa Inc cdi,,44.89,,-,47.10,44.89,44.89,-2.81,47.10,44.00
LEP,1593.37,37.692,27.311,0.35,3.08,0.8,31.51,7.3,30,1.05,12.99,,ALE Prop Grp stpld,,2.31,-9,2.28,2.31,2.43,2.26,-6.56,2.43,1.416
ALS,639.182,108.453,83.504,0.44,0.49,9.6,-13.94,-,7,-,1.50,f,Alesco Corp,,4.68,6,4.63,4.69,4.73,4.52,-1.51,5.91,0.60
ABQ,2931.99,42.174,20.394,0.036,0.05,3.8,2.8,6.8,0.5,5.60,2.63,f,Allied Brands Ltd,,0.19,3.5,0.185,0.19,0.195,0.155,19.77,0.28,0.10
ABQO,1.18,0.222,3.858,-,-,-,-,-,-,-,-,,  opt dec10,,0.003,-0.2,0.003,0.005,0.005,0.003,-42.81,0.029,0.001
AEA,308.233,3.156,5.616,0.002,-,-,-3.25,-,-,-,-,,Altera Res Ltd,,0.11,-0.6,0.11,0.12,0.13,0.11,-7.90,0.13,0.014
AIQ,107.94,10.45,-,0.137,1.41,0.7,-33.96,-,47,-,44.76,,Alternative Invest unt,,1.05,3,1.03,1.06,1.05,1.01,0.13,1.45,0.575
ALU,51.567,7.475,4.161,0.022,0.12,2.1,-0.47,-,2,-,8.00,,Altium Ltd,,0.25,,0.25,0.285,0.25,0.25,-2.81,0.55,0.235
AMA,269.368,48.163,55.13,0.014,-0.23,-,-43.5,-,-,-,-,,AMA Grp Ltd,,0.052,0.2,0.052,0.055,0.054,0.05,1.19,0.078,0.017
AHD,540.418,12.659,6.611,0.847,4.48,1.2,53.5,10.2,32,1.67,5.86,f,Amalgamated Hldgs,,5.46,1,5.40,5.46,5.50,5.30,-2.63,6.24,3.598
AMO,42.6,0.983,2.066,0.015,0.57,0.9,5.9,8.5,3.5,1.69,7.00,f,Ambertech Ltd,,0.50,-2,0.49,0.52,0.50,0.49,-6.66,0.55,0.32
AMB,40,3.451,18.576,0.022,0.13,2.5,-52.3,-,1.5,-,4.62,,Ambition Grp Ltd,,0.325,-1.5,0.325,0.37,0.35,0.325,-7.22,0.38,0.096
AMH,60.964,12.049,13.238,0.132,0.73,0.9,2.63,25.7,2,1.31,2.96,f,Amcil Ltd,,0.675,-0.5,0.675,0.68,0.68,0.67,-3.55,0.72,0.43
AMM,2215.43,223.41,317.296,0.158,0.18,1.5,2.25,12.2,0.8,2.81,2.91,f,Amcom Telecomm,,0.275,1.5,0.27,0.275,0.275,0.255,2.96,0.275,0.10
AMMN,-,-,-,-,-,-,-,-,-,-,-,,  def x opt,,-,,-,-,-,-,-,-,-
AMC,10423.2,1138.48,962.327,7.508,1.61,3.8,25.3,24.3,34,0.74,5.53,,Amcor Ltd,,6.15,,6.13,6.16,6.20,6.05,-2.81,6.29,3.50
AEC,224.105,7.407,3.422,0.085,0.77,3.0,27.1,8.6,16,1.69,6.87,f,Ammtec Ltd,,2.33,-32,2.33,2.37,2.56,2.11,-14.89,3.00,1.30
AGF,662.935,63.833,72.254,0.331,1.33,0.8,4.35,24.0,3.9,1.12,3.73,,AMP Capital China unt,,1.045,-2,1.035,1.045,1.09,1.02,-4.69,1.265,0.73
AMP,20807.7,2099.08,1984.83,13.685,0.67,10.0,29.6,22.6,30,0.99,4.49,p,AMP Ltd,,6.68,17,6.63,6.68,6.68,6.46,-0.20,6.97,3.52
ANQ,72.77,21.904,9.139,0.036,0.02,13.3,-5.6,-,-,-,-,,Anaeco Ltd,,0.265,-1,0.255,0.265,0.275,0.26,-6.45,0.39,0.09
ANQO,-,0.048,0.015,-,-,-,-,-,-,-,-,,  opt may10,,0.003,-0.2,0.001,-,0.005,0.005,-42.81,0.023,0.003
ANQOA,-,0.044,0.005,-,-,-,-,-,-,-,-,,  opt may12,,0.004,,0.001,-,0.004,0.004,-2.81,0.016,0.001
ALT,791.654,69.205,132.324,0.015,-,-,-0.6,-,-,-,-,,Analytica Ltd,,0.039,-0.3,0.04,0.044,0.044,0.038,-9.96,0.083,0.019
ANN,1875.79,197.036,203.724,1.44,1.98,5.5,89.2,12.1,28,3.19,2.59,,Ansell Ltd,,10.80,20,10.70,10.80,10.87,10.52,-0.93,12.70,7.51
ANO,-,12.884,5.561,0.011,0.03,1.6,0.77,6.4,-,-,-,,Antaria Ltd,,0.049,,0.028,0.055,0.049,0.049,-2.81,0.065,0.029
ADO,2415.48,104.794,0.275,0.002,0.01,0.6,-1.1,-,-,-,-,,Anteo Diagnostics,,0.006,-0.1,0.006,0.007,0.007,0.006,-17.10,0.013,0.004
ADOO,207.744,14.608,-,-,-,-,-,-,-,-,-,,  opt sep10,,0.001,-0.1,0.001,0.002,0.002,0.001,-52.81,0.004,0.001
ADOOA,-,-,-,-,-,-,-,-,-,-,-,,  opt feb11,,-,,-,-,-,-,-,-,-
ANP,39,43.739,115.345,0.032,0.01,5.5,-0.46,-,-,-,-,,Antisense Therapeutic,,0.055,-0.5,0.055,0.058,0.06,0.053,-11.15,0.075,0.029
ANZ,22738.9,2480.57,2877.61,56.167,10.72,2.1,170.4,13.1,102,1.67,4.56,f,ANZ Banking Grp,,22.39,105,22.36,22.39,22.58,20.95,2.11,25.25,11.83
APE,22.29,0.913,0.982,0.359,8.41,1.4,36.1,33.2,44,0.82,3.67,f,AP Eagers Ltd,,12.00,-12,12.01,12.69,12.69,12.00,-3.80,13.00,4.45
APP,500,2.327,1.889,-,-,-,-3.7,-,-,-,-,,APA Financial,,0.014,-0.3,0.012,0.029,0.017,0.014,-17.97,0.074,0.009
APA,1816.2,229.031,232.615,1.776,1.18,3.0,16.2,21.5,31,0.52,8.88,,APA Grp stpld,,3.49,8,3.42,3.49,3.50,3.30,-0.47,3.50,2.50
AEZ,1254.03,498.354,676.844,0.035,0.33,0.2,-56.84,-,1,-,15.38,,APN European Retail stpld,,0.065,,0.065,0.068,0.068,0.064,-2.81,0.115,0.014
APN,2679.53,506.769,192.652,1.381,-1.23,-,-13.1,-,12,-,5.17,,APN News & Media,,2.32,7,2.31,2.33,2.33,2.22,0.30,2.61,0.866
APD,65,20.839,40.605,0.05,0.20,1.7,-18.08,-,3,-,8.57,,APN Prop Grp,,0.35,-3,0.35,0.375,0.38,0.35,-10.71,0.41,0.09
AOP,1200,329.223,4.607,0.005,-,-,-0.91,-,-,-,-,,Apollo Cons,,0.01,-0.1,0.01,0.011,0.011,0.01,-11.90,0.04,0.009
AQL,3474.98,15.205,25.664,0.003,-,-,-0.35,-,-,-,-,,Aquacarotene Ltd,,0.011,-0.1,0.011,0.016,0.017,0.011,-11.15,0.018,0.008
APB,1710.54,18.483,17.876,0.01,0.22,0.2,2,2.0,-,-,-,,Arafura Pearls,,0.041,-0.9,0.041,0.05,0.042,0.035,-20.81,0.08,0.035
ARP,400.379,16.486,10.791,0.368,1.22,4.2,33.86,15.0,16.5,2.05,3.25,f,ARB Corp,,5.08,9,5.04,5.08,5.09,4.99,-1.01,5.20,2.368
AAD,4803.14,193.532,125.702,0.503,1.18,1.4,-0.32,-,14.3,-,8.64,,Ardent Leisure Grp stp,,1.655,5.5,1.62,1.655,1.68,1.55,0.63,1.69,0.79
ARG,508.095,38.2,37.097,3.934,6.33,1.1,-11.1,-,27,-,4.02,f,Argo Invest,,6.72,7,6.72,6.74,6.78,6.59,-1.76,6.91,4.52
ASV,264.004,27.414,28.596,0.002,-,-,-0.12,-,-,-,-,,Argus Solutions,,0.006,,0.005,0.006,0.006,0.006,-2.81,0.017,0.005
ARA,79.744,4.572,14.459,0.061,0.30,1.0,-4.51,-,1,-,3.33,,Ariadne Aust,,0.30,2,0.31,0.35,0.305,0.28,4.33,0.37,0.18
ALL,7231.05,557.111,685.539,2.16,0.35,11.6,-0.2,-,14.5,-,3.58,f,Aristocrat Leisure,,4.05,-2,4.01,4.08,4.11,3.98,-3.30,5.75,3.16
ARJ,185.965,2.942,3.511,0.012,1.08,0.5,8.07,6.1,7,1.15,14.29,f,ARK Fund Ltd (The),,0.49,-3,0.43,0.49,0.52,0.405,-8.58,0.80,0.405
AEM,611.25,125.435,46.19,0.004,-,-,2.83,0.6,-,-,-,,Artist & Entertain,,0.016,,0.013,0.016,0.016,0.013,-2.81,0.025,0.003
AKW,527.346,7.885,110.553,0.01,0.43,0.6,51.76,0.5,-,-,-,,Arturus Capital,,0.24,0.5,0.235,0.24,0.255,0.235,-0.68,0.30,0.07
APH,57.817,16.135,6.121,0.05,0.04,5.0,3.1,6.5,0.5,6.20,2.50,,Ascent Pharmahealth,,0.20,,0.20,0.22,0.20,0.195,-2.81,0.26,0.12
AIO,27179.4,4449.72,1304.57,5.208,-1.41,-,-32.5,-,23,-,12.92,,Asciano Grp stpld,,1.78,1,1.775,1.78,1.78,1.705,-2.25,1.79,0.32
AFA,83.5,11.083,7.683,0.032,0.01,19.0,-2.61,-,-,-,-,,ASF Grp Ltd,,0.19,-0.5,0.175,0.185,0.195,0.175,-5.38,0.43,0.036
ASZ,976.905,64.248,29.998,0.142,0.05,20.5,8.52,12.0,5.5,1.55,5.37,f,ASG Grp Ltd,,1.025,-1.5,1.025,1.035,1.05,1.01,-4.25,1.195,0.33
AJJ,12.5,15.168,5.663,0.02,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.105,,0.04,0.12,0.105,0.105,-2.81,0.50,0.007
AJJO,-,0.75,1.857,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-2.81,0.002,0.001
AUF,69.7,4.474,2.701,0.095,0.98,1.0,0.76,131.6,-,-,-,,Asian Masters Fund,,1.00,1,1.00,1.01,1.00,0.99,-1.80,1.05,0.77
AKF,-,12.038,0.06,0.016,0.35,0.7,5.4,4.6,1.3,4.15,5.20,f,ASK Funding Ltd,,0.25,,0.23,0.33,0.25,0.25,-2.81,0.37,0.125
APZ,4291.26,391.551,139.996,0.278,0.68,0.7,-22.53,-,5.18,-,10.79,,Aspen Grp stpld,,0.48,,0.47,0.485,0.50,0.47,-2.81,0.575,0.218
ASP,22.64,1.261,3.674,0.033,-0.06,-,-0.22,-,0.13,-,0.93,,Aspermont Ltd,,0.14,,0.11,0.14,0.14,0.14,-2.81,0.271,0.14
AIR,176.855,0.563,-,0.021,-,-,-,-,-,-,-,,Astivita Renewables,,0.92,5,0.92,1.00,1.05,0.85,2.93,1.05,0.75
AKR,6.961,20.28,43.862,0.017,1.60,0.5,-0.03,-,-,-,-,,Astra Capital Ltd,,0.79,,0.76,0.81,0.79,0.79,-2.81,1.10,0.008
AJA,13503.8,675.511,677.863,0.203,0.93,0.4,-71.94,-,9,-,22.50,,Astro Jap Prop stp,,0.40,-3,0.395,0.405,0.445,0.395,-9.79,0.515,0.16
ATR,8.45,2.25,1.799,0.115,0.03,58.5,-3.9,-,10,-,5.70,,Astron Ltd,,1.755,0.5,1.705,1.755,1.755,1.71,-2.53,2.70,1.41
ASX,1538.27,218.897,281.025,5.988,2.66,13.1,183.2,19.0,164.9,1.11,4.75,f,ASX Ltd,,34.75,68,34.50,34.94,34.95,34.03,-0.82,37.90,23.52
ACG,-,23.447,18.365,0.02,0.05,3.9,-1.7,-,-,-,-,,Atcor Medical,,0.195,,0.175,0.185,0.195,0.195,-2.81,0.24,0.135
ATI,18111,1550.25,82.51,0.04,0.01,3.5,-0.11,-,-,-,-,,Atlantic Ltd,,0.035,0.4,0.034,0.037,0.041,0.035,10.09,0.048,0.005
ATIO,13333.6,612.495,-,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.027,0.6,0.026,0.027,0.034,0.026,25.76,0.039,0.003
ATP,206,24.061,13.33,0.016,0.20,0.6,-4.39,-,2,-,16.00,,Atlas Southsea Pearl,,0.125,1.5,0.11,0.125,0.125,0.11,10.82,0.22,0.075
ATW,-,2.772,1.696,0.003,0.01,1.7,-0.12,-,-,-,-,,Atos Wellness,,0.017,,0.017,0.02,0.017,0.017,-2.81,0.04,0.01
AIA,593.89,76.016,83.501,1.931,1.21,1.3,2.74,57.5,6.7,0.41,4.25,,Auckland Airport fpo nz,,1.575,5,1.56,1.62,1.60,1.51,0.47,1.66,1.175
ABW,135.748,0.497,0.206,0.009,1.23,1.0,-57.97,-,20.5,-,17.23,,Aurora Buy-Write ord ,,1.19,-1,1.20,1.21,1.215,1.19,-3.65,7.35,0.867
AIB,-,0.448,0.055,0.013,1.20,0.9,-13.91,-,51.5,-,49.76,,Aurora Global Tr unt,,1.035,,1.10,1.13,1.035,1.01,-2.81,7.50,0.977
AUP,10.1,0.277,0.301,0.018,5.49,0.9,-,-,-,-,-,,Aurora Prop unt,,5.00,-25,4.80,5.50,5.40,4.70,-7.57,5.40,4.35
AOD,131.785,23.288,7.888,0.046,1.08,1.0,-6.57,-,5,-,4.74,,Aurora Sandringham ,,1.055,-5.5,1.045,1.055,1.11,1.045,-7.77,1.175,1.045
ASL,2065.38,111.073,133.981,0.418,1.73,1.2,23.23,8.6,11,2.11,5.50,f,Ausdrill Ltd,,2.00,-4,1.98,2.02,2.03,1.92,-4.77,2.16,0.675
AAX,1561.97,198.659,86.949,0.542,0.76,5.9,43.94,10.1,18.5,2.38,4.16,f,Ausenco Ltd,,4.45,26,4.43,4.45,4.60,4.20,3.39,5.95,1.855
AET,9843.42,26.103,3.525,0.056,-,-,-32.9,-,2,-,1.43,,Ausmelt Ltd,,1.40,44.5,1.38,1.42,1.485,1.005,43.78,1.485,0.10
AAC,1540.77,229.383,120.444,0.39,2.55,0.6,-25.7,-,-,-,-,,Aust Agriculture,,1.475,11,1.455,1.475,1.495,1.365,5.25,2.00,1.16
AAK,7640,607.671,95.388,0.033,0.02,0.5,0.32,3.1,-,-,-,,Aust China Hldgs,,0.01,-0.2,0.009,0.01,0.012,0.008,-19.48,0.016,0.002
AAKO,-,38.114,-,0.006,-,-,-,-,-,-,-,,  opt dec13,,0.002,,0.001,0.002,0.002,0.002,-2.81,0.005,0.001
AEU,130.846,33.652,85.39,0.063,1.33,0.4,-21.5,-,6.7,-,14.26,,Aust Education unt,,0.47,3,0.47,0.48,0.475,0.43,4.01,0.54,0.145
AYF,5.887,0.443,0.327,0.021,6.54,0.9,-157,-,60,-,9.82,p,Aust Enhanced unt,,6.11,-4,6.12,6.35,6.35,6.10,-3.46,6.45,5.00
AEF,1.26,0.039,0.04,0.031,8.53,3.6,121.6,25.5,147,0.83,4.74,f,Aust Ethical,,31.00,,29.50,31.00,31.00,29.50,-2.81,37.00,17.00
AFI,878.45,69.955,76.203,5.075,4.86,1.1,10.61,48.5,21,0.51,4.08,f,Aust Foundation,,5.15,-5,5.15,5.18,5.20,5.14,-3.77,5.35,3.45
AIX,4283.48,469.893,245.878,1.004,3.14,0.6,26.33,6.6,13,2.03,7.47,,Aust Infra unt,,1.74,7,1.72,1.745,1.74,1.67,1.38,1.93,0.991
ALF,430.632,15.01,18.355,0.077,1.53,0.8,11.85,9.8,5,2.37,4.31,f,Aust Leaders,,1.16,,1.15,1.16,1.165,1.11,-2.81,1.265,0.55
ALFO,510.915,22.295,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.046,-0.4,0.045,0.05,0.05,0.046,-10.81,0.10,0.045
API,4551.43,109.919,128.166,0.334,0.84,0.8,5.9,11.6,2,2.95,2.92,f,Aust Pharmaceutical,,0.685,1.5,0.68,0.69,0.69,0.66,-0.57,0.939,0.312
APK,81.285,9.286,19.146,0.034,-0.08,-,-9.8,-,-,-,-,,Aust Power,,0.34,0.5,0.33,0.34,0.34,0.335,-1.32,0.38,0.12
AUI,10.5,1.025,0.924,0.727,7.35,1.0,14,52.9,25,0.56,3.38,f,Aust United Invest,,7.40,,7.40,7.55,7.40,7.40,-2.81,7.90,4.25
AVG,84.139,55.646,28.803,0.04,0.88,0.4,-96,-,-,-,-,,Aust Vintage Ltd,,0.31,1,0.31,0.32,0.325,0.295,0.52,0.49,0.125
ASB,293.115,55.863,74.244,0.421,1.24,1.8,5,44.8,6,0.83,2.68,f,Austal Ltd,,2.24,5,2.24,2.30,2.33,2.19,-0.53,3.12,1.425
AUN,6153.96,597.145,540.952,1.797,-0.33,-,-2.4,-,-,-,-,,Austar United,,1.435,3.5,1.395,1.44,1.45,1.37,-0.31,1.465,0.65
AUB,52.313,19.587,15.691,0.275,0.88,6.0,31.7,16.8,20.5,1.55,3.86,f,Austbrokers Hldgs,,5.31,10,5.30,5.50,5.50,5.24,-0.89,5.65,3.40
AEO,295.902,75.747,100.914,0.55,-0.01,-,11.98,13.3,9.1,1.32,5.71,f,Austereo Grp Ltd,,1.595,8.5,1.58,1.61,1.61,1.50,2.82,1.74,1.04
ANG,195.645,28.296,25.476,0.204,0.63,4.7,31.39,9.4,8,3.92,2.71,f,Austin Engineer,,2.95,,2.94,2.97,3.00,2.91,-2.81,3.00,0.78
ACK,213.372,6.276,13.913,0.04,0.19,1.6,-17.6,-,1,-,3.33,,Austock Grp Ltd,,0.30,,0.30,0.32,0.30,0.28,-2.81,0.35,0.15
AYX,2,0.061,0.025,0.007,0.26,4.8,-6.3,-,-,-,-,,Austofix Grp Ltd,,1.25,5,1.25,-,1.25,1.25,1.35,1.25,0.75
ALZ,9117.67,1106.5,541.276,1.485,0.92,0.6,-15.55,-,8,-,15.53,,Australand Prop stpld,,0.515,1,0.51,0.515,0.515,0.49,-0.83,0.585,0.174
AIY,-,2.033,0.78,0.002,0.03,1.0,-0.23,-,-,-,-,,Authorised Invest,,0.03,,0.023,0.03,0.03,0.03,-2.81,0.034,0.016
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,-,-,-,-,-,-
AIYOA,-,-,0.09,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,-,0.01,0.01,-2.81,0.01,0.01
ATJ,285,11.543,7.43,0.007,0.01,4.7,-5.55,-,-,-,-,,Auto Tech Ltd,,0.047,0.2,0.04,0.047,0.048,0.04,1.63,0.151,0.028
AIE,150.362,9.434,11.245,0.004,0.12,0.6,2.32,3.2,-,-,-,,Autodom Ltd,,0.075,0.6,0.075,0.079,0.075,0.069,5.88,0.11,0.02
AHE,379.789,53.455,37.285,0.539,0.69,3.5,12.4,19.3,14,0.89,5.86,f,Automotive Hldgs,,2.39,1,2.33,2.39,2.40,2.24,-2.39,2.60,0.485
AAT,-,1.586,2.543,0.007,-,-,-1.63,-,-,-,-,,Autron Corp,,0.01,,0.011,0.03,0.01,0.01,-2.81,0.025,0.01
AVX,10680.4,531.704,276.945,0.118,0.03,5.3,-7.87,-,-,-,-,,Avexa Ltd,,0.16,,0.16,0.17,0.175,0.155,-2.81,0.235,0.054
AVH,518.843,51.654,11.184,0.016,0.05,3.2,-5.49,-,-,-,-,,Avita Medical Ltd,,0.16,-1,0.16,0.17,0.175,0.16,-8.69,0.275,0.035
AVJ,28.02,20.783,18.326,0.143,1.04,0.5,-4.68,-,2,-,3.85,,AVJennings,,0.52,3,0.495,0.505,0.52,0.49,3.31,0.63,0.16
AWB,13593.1,1022.17,366.213,0.915,1.81,0.6,18.5,6.1,5,3.70,4.46,,AWB Ltd,,1.12,-1.5,1.115,1.125,1.135,1.075,-4.13,2.20,0.592
AWL,7768.89,102.601,97.564,0.004,-,-,-0.31,-,-,-,-,,AWH Corp Ltd,,0.004,-0.1,0.005,0.007,0.006,0.004,-22.81,0.007,0.002
AXA,52139.7,1299.57,823.573,13.56,0.96,6.8,-7.39,-,18.5,-,2.82,p,AXA Asia Pacific,,6.56,7,6.50,6.56,6.56,6.46,-1.73,6.56,2.52
AXI,-,60.375,53.152,0.016,0.06,0.6,-2.76,-,-,-,-,,Axiom Prop,,0.037,,0.038,0.04,0.037,0.037,-2.81,0.08,0.021
