ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4404.1 at 16:38 27/8/2010  Report at 19:06 Friday 27/8/2010. Processed 15:44 Sunday 29/8/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
AMT,-,0.665,0.241,0.017,0.22,2.1,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.47,,0.29,0.50,0.47,0.47,1.30,0.64,0.33,
AES,-,4.178,0.536,0.022,0.01,4.9,-0.09,-,-,-,-,,Advanced Energy,,0.049,,0.046,0.11,0.049,0.049,1.30,0.125,0.033,
ACE,55.556,11.077,13.55,0.007,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.033,,0.033,0.037,0.033,0.033,1.30,0.093,0.031,
ANM,245.242,10.349,19.782,0.014,0.02,2.5,-2.64,-,-,-,-,,Advanced Magnesium,,0.051,,0.051,0.063,0.051,0.05,1.30,0.07,0.03,
ASW,94.166,6.283,1.153,0.031,0.11,6.7,3.61,20.5,3.6,1.00,4.86,f,Advanced Share,,0.74,-2.5,0.71,0.74,0.77,0.72,-1.97,0.78,0.235,
AEI,15,4.719,3.109,0.012,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.12,,0.095,0.135,0.12,0.12,1.30,0.16,0.055,
AVE,669.8,37.12,15.813,0.302,2.02,0.8,19.2,8.9,5,3.84,2.94,,Aevum Ltd,,1.70,5,1.70,1.71,1.77,1.655,4.33,1.77,1.01,
AFT,16316,1003.95,294.169,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,1.30,0.002,0.001,
AGK,8923.09,225.314,247.497,6.832,5.89,2.6,79.3,19.1,59,1.34,3.89,,AGL Energy Ltd,,15.18,-11,15.12,15.25,15.60,14.89,0.58,15.69,13.37,
AGJ,-,0.426,0.466,0.012,0.38,0.3,-2.28,-,2.02,-,15.54,,Agricultural Land unt,,0.13,,0.13,-,0.13,0.13,1.30,0.175,0.121,
AHC,-,0.097,0.025,0.012,4.89,0.4,14.09,14.5,-,-,-,,AHC Ltd,,2.04,,-,2.04,2.04,2.04,1.30,2.45,2.00,
ENY,3.3,0.027,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.03,8,14.69,14.78,15.03,14.95,1.84,16.50,13.95,
FIN,6.286,0.167,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.30,-4,4.29,4.32,4.35,4.30,0.38,5.09,4.18,
FIX,43.802,0.091,-,-,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,4.95,-12,4.95,4.99,5.03,4.89,-1.07,5.98,4.83,
IDD,1.5,0.04,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.43,-2,3.44,3.47,3.45,3.43,0.72,3.97,3.21,
RSR,67.734,0.633,-,-,-,-,-,-,-,-,-,,Aii200res etf unt,,4.93,-10,4.91,4.96,5.08,4.91,-0.69,5.65,4.60,
MAM,18.334,0.261,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.14,-10,4.12,4.17,4.24,4.14,-1.06,4.83,3.90,
AGI,454.903,4.796,6.871,0.045,0.01,16.0,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.16,4,0.13,0.15,0.175,0.12,34.63,0.22,0.08,
AIZ,203.02,18.071,12.05,1.082,1.15,0.9,6.17,16.3,5.17,1.19,5.14,,Air New Zealand,,1.005,8,1.00,1.04,1.005,0.95,9.95,1.145,0.83,
AIG,-,-,0.181,-,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.065,,0.055,0.08,0.065,0.065,1.30,0.11,0.065,
AJL,179.691,21.267,44.897,0.133,1.32,1.5,16,12.7,5.5,2.91,2.71,,AJ Lucas Grp,,2.03,,1.965,2.04,2.17,1.88,1.30,5.60,1.88,
ACL,249.578,32.97,53.259,0.093,0.07,6.9,-5,-,-,-,-,,Alchemia Ltd,,0.485,-0.5,0.485,0.495,0.50,0.47,0.28,0.81,0.345,
AAI,1.378,0.063,-,10.808,-,-,-14.02,-,11.4,-,0.91,,Alcoa Inc cdi,,12.48,-102,11.50,12.48,13.00,12.48,-6.26,47.10,12.48,
LEP,424.161,22.963,15.596,0.302,2.10,0.9,-10.94,-,24,-,12.18,,ALE Prop Grp stp,,1.97,-2.5,1.965,1.99,2.04,1.95,0.05,2.43,1.905,
ALS,1105.47,69.532,78.01,0.252,0.60,4.5,-132.84,-,7,-,2.61,,Alesco Corp,,2.68,-17,2.68,2.69,2.89,2.57,-4.66,5.91,2.25,
AJX,545.353,30.175,-,0.012,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.17,-1,0.15,0.17,0.195,0.16,-4.26,0.205,0.01,
AEJ,2079.95,428.297,841.716,0.041,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.051,-0.2,0.051,0.052,0.055,0.05,-2.47,0.105,0.041,
ABQ,1668.53,173.155,22.299,0.006,0.06,0.5,2.3,1.3,0.5,4.60,16.67,,Allied Brands Ltd,,0.03,-0.2,0.029,0.03,0.032,0.027,-4.95,0.195,0.024,
ABQO,-,5.151,0.045,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,1.30,0.005,0.001,
AEA,596.5,10.419,1.297,0.012,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.28,-1,0.275,0.30,0.32,0.275,-2.15,0.36,0.048,
AEAO,-,1.069,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.15,,-,0.13,0.15,0.15,1.30,0.16,0.06,
AIQ,91.75,20.8,7.93,0.141,1.53,0.7,-44.5,-,47,-,43.52,,Alternative Invest unt,,1.08,,1.075,1.11,1.09,1.08,1.30,1.15,0.91,
ALU,17.001,4.766,4.263,0.019,0.09,2.4,-6.97,-,-,-,-,,Altium Ltd,,0.215,-1.5,0.22,0.255,0.235,0.215,-5.22,0.365,0.20,
AMA,256.94,29.717,23.577,0.013,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.05,,0.04,0.054,0.05,0.05,1.30,0.078,0.033,
AHD,192.186,28.395,6.394,0.908,4.57,1.3,66.4,8.7,37,1.79,6.41,f,Amalgamated Hldgs,,5.77,-6,5.71,5.83,6.09,5.70,0.27,6.24,4.561,
AMO,35,2.506,0.379,0.012,0.61,0.6,9.3,4.2,5.5,1.69,14.10,f,Ambertech Ltd,,0.39,-1,0.39,0.46,0.40,0.39,-1.20,0.63,0.34,
AMB,83.177,1.73,1.971,0.019,0.15,1.9,-10.32,-,-,-,-,,Ambition Grp Ltd,,0.29,-4,0.29,0.32,0.33,0.285,-10.82,0.42,0.26,
AKS,0.7,0.002,-,0.056,-,-,-,-,-,-,-,,Amcbf One,,104.00,55,103.45,104.00,104.00,103.45,1.83,104.17,100.00,
AKU,-,0.001,-,0.043,-,-,-,-,-,-,-,,Amcbf Thr,,104.00,,104.00,105.00,104.00,104.00,1.30,104.00,103.19,
AKT,-,0.002,-,0.036,-,-,-,-,-,-,-,,Amcbf Two,,102.00,,100.20,101.85,102.00,102.00,1.30,102.69,101.00,
AMH,594.576,12.389,8.11,0.117,0.73,0.8,3.73,16.1,2,1.87,3.33,f,Amcil Ltd,,0.60,-1,0.595,0.61,0.615,0.595,-0.34,0.72,0.595,
AMM,3362.05,176.861,122.694,0.229,0.16,2.0,2.73,11.7,1.4,1.95,4.38,f,Amcom Telecomm,,0.32,1.5,0.305,0.32,0.325,0.30,6.22,0.365,0.19,
AMC,32086.2,959.89,636.672,8.15,1.49,4.5,15.8,42.2,29.5,0.54,4.42,,Amcor Ltd,,6.67,15,6.66,6.70,6.73,6.31,3.60,7.04,5.27,
AEC,324.338,8.983,5.367,0.128,1.11,3.2,20.34,17.2,17.5,1.16,5.00,f,Ammtec Ltd,,3.50,-3,3.45,3.50,3.61,3.45,0.45,3.80,2.11,
AGF,1187.07,46.941,41.2,0.283,0.93,0.9,-1.38,-,8.47,-,10.08,,AMP Capital China unt,,0.84,-2.5,0.84,0.85,0.87,0.82,-1.59,1.145,0.675,
AMP,73782.2,1259.13,1171.6,10.256,0.90,5.5,39.8,12.4,31,1.28,6.26,p,AMP Ltd,,4.95,,4.94,4.96,4.97,4.85,1.30,6.97,4.85,
ANQ,472.175,7.081,13.47,0.027,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.15,-0.5,0.14,0.15,0.155,0.14,-1.93,0.295,0.14,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,0.001,0.004,0.004,-73.70,0.004,0.001,
ALT,906.213,239.91,27.467,0.01,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.024,-0.1,0.024,0.025,0.028,0.024,-2.70,0.115,0.019,
ANN,5144.07,129.406,136.934,1.726,2.22,5.9,89.6,14.6,30.5,2.94,2.32,,Ansell Ltd,,13.12,36,13.01,13.18,13.58,12.85,4.12,13.73,9.07,
ANO,4.45,13.577,11.045,0.008,0.04,0.9,1.46,2.4,-,-,-,,Antaria Ltd,,0.035,-1,0.035,0.042,0.045,0.035,-20.92,0.06,0.032,
ADO,8199.79,3226.95,49.841,0.029,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.054,0.1,0.051,0.052,0.055,0.05,3.19,0.105,0.006,
ADOO,900,426.178,-,0.005,-,-,-,-,-,-,-,,  opt sep10,,0.039,0.4,0.034,0.04,0.039,0.035,12.73,0.07,0.001,
ADOOA,-,1.58,-,0.001,-,-,-,-,-,-,-,,  opt feb11,,0.015,,0.015,0.03,0.015,0.015,1.30,0.025,0.005,
ANP,1115,393.346,14.102,0.008,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.014,,0.014,0.015,0.015,0.014,1.30,0.20,0.013,
ANZ,45647.9,1419.53,1620.29,57.431,9.99,2.2,144.8,15.5,108,1.34,4.81,f,ANZ Banking Grp,,22.44,-34,22.43,22.45,23.14,22.08,-0.19,26.23,19.95,
APE,11.169,0.402,0.67,0.374,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.51,,12.51,12.89,12.55,12.50,1.30,13.55,8.93,
APP,-,3.219,1.273,0.001,-,-,0.1,18.0,-,-,-,,APA Financial,,0.018,,0.013,0.018,0.018,0.018,1.30,0.022,0.009,
APA,5580.32,171.956,149.22,1.969,1.28,2.8,19.4,18.7,32.75,0.59,9.02,,APA Grp stp,,3.63,-7,3.63,3.65,3.75,3.63,-0.59,3.83,2.89,
AEZ,4261.01,126.353,269.144,0.016,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.03,-0.6,0.03,0.031,0.038,0.03,-15.37,0.115,0.024,
APN,8263.63,267.257,367.024,1.102,-0.75,-,16.7,11.0,9,1.86,4.89,,APN News & Media,,1.84,-3,1.83,1.845,1.915,1.84,-0.30,2.61,1.68,
APD,118.305,10.616,14.805,0.034,0.21,1.0,-17.88,-,1.25,-,5.95,f,APN Prop Grp,,0.21,-0.5,0.175,0.21,0.225,0.20,-1.03,0.41,0.165,
AOP,3350,206.834,-,0.005,-,-,0.18,5.6,-,-,-,,Apollo Cons,,0.01,,0.01,0.011,0.011,0.01,1.30,0.04,0.007,
AQL,23.65,9.487,4.781,0.004,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.16,-1.5,0.12,0.20,0.16,0.15,-7.27,0.352,0.15,
APB,-,25.668,12.09,0.011,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.018,,0.014,0.018,0.018,0.018,1.30,0.047,0.008,
ARP,265.155,15.974,7.593,0.475,1.39,4.7,46.28,14.2,19.5,2.37,2.98,f,ARB Corp,,6.55,33,6.52,6.55,6.55,6.22,6.61,6.55,3.891,
AAD,4312.02,154.405,95.423,0.287,0.92,1.0,6.3,14.8,10.75,0.59,11.56,,Ardent Leisure stp,,0.93,-3,0.93,0.945,0.965,0.925,-1.82,1.845,0.92,
ARG,857.342,24.936,26.593,3.395,6.03,0.9,26,21.6,25,1.04,4.46,f,Argo Invest,,5.61,-20,5.57,5.62,5.83,5.51,-2.14,7.05,5.51,
ASV,279.518,4.718,11.149,0.005,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.075,,0.075,0.11,0.10,0.075,1.30,0.732,0.006,
ARA,242.028,7.888,3.503,0.061,0.32,0.9,-2.46,-,1.5,-,5.00,,Ariadne Aust,,0.30,2.5,0.29,0.30,0.30,0.275,10.39,0.37,0.23,
ALL,13407.1,357.234,326.43,1.909,0.15,23.9,-15,-,3.5,-,0.98,,Aristocrat Leisure,,3.58,15,3.56,3.58,3.65,3.35,5.67,5.75,3.34,
AEM,333.333,98.44,69.936,0.003,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.008,-0.1,0.008,0.01,0.009,0.008,-9.81,0.025,0.007,
AKW,200.083,12.376,6.431,0.004,0.25,0.3,21.65,0.4,-,-,-,,Arturus Capital,,0.08,,0.06,0.08,0.085,0.042,1.30,0.30,0.042,
APH,596.558,14.596,11.194,0.07,0.08,3.5,4.4,6.4,-,-,-,,Ascent Pharmahealth,,0.28,-1.5,0.275,0.28,0.315,0.27,-3.78,0.345,0.15,
AIO,68415.3,2167.2,2836.46,4.77,0.08,20.4,-31.6,-,-,-,-,,Asciano Grp stp,,1.63,-2,1.625,1.64,1.70,1.61,0.09,1.94,1.435,
AFA,161.563,18.783,3.117,0.035,0.02,5.8,-1.19,-,-,-,-,,ASF Grp Ltd,,0.115,-0.5,0.115,0.125,0.12,0.115,-2.87,0.43,0.085,
ASZ,3083.73,48.901,29.293,0.195,-,-,8.77,14.7,6.5,1.35,5.06,f,ASG Grp Ltd,,1.285,-6,1.28,1.30,1.30,1.205,-3.16,1.55,0.81,
AJJ,0.085,3.672,2.884,0.01,0.01,5.5,-0.25,-,0.5,-,9.09,,Asia Liver Trans,,0.055,-1.3,0.055,0.099,0.068,0.055,-17.82,0.19,0.007,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,1.30,0.001,0.001,
AUF,97.772,5.647,2.56,0.11,1.01,1.0,-1.19,-,1,-,0.95,f,Asian Masters Fund,,1.05,,1.01,1.05,1.05,1.05,1.30,1.06,0.98,
AKF,0.001,2.34,5.56,0.014,0.34,0.6,3.2,6.6,1.3,2.46,6.19,,ASK Funding Ltd,,0.21,,0.20,0.21,0.21,0.21,1.30,0.37,0.205,
APZ,3047.38,210.676,223.514,0.264,0.66,0.7,2.25,20.2,4.2,0.54,9.23,,Aspen Grp stp,,0.455,-0.5,0.445,0.455,0.465,0.44,0.21,0.575,0.395,
ASP,19.001,0.762,0.245,0.028,-0.03,-,0.88,13.6,-,-,-,,Aspermont Ltd,,0.12,,0.011,0.12,0.12,0.12,1.30,0.20,0.10,
AIR,21.394,2.023,-,0.023,0.46,2.2,27.61,3.6,-,-,-,,Astivita Renewables,,0.99,,0.94,0.99,0.99,0.95,1.30,1.165,0.75,
AKR,2.905,0.862,19.199,0.016,1.62,0.5,-1.87,-,-,-,-,,Astra Capital Ltd,,0.75,1.5,0.75,-,0.755,0.75,3.34,0.85,0.51,
AJA,4626.21,221.874,481.432,0.15,0.76,0.4,-36.49,-,7,-,23.73,,Astro Jap Prop stp,,0.295,-1.5,0.285,0.295,0.31,0.28,-3.54,0.515,0.28,
ATR,37.033,1.28,1.413,0.127,-,-,1.8,107.8,-,-,-,,Astron Ltd,,1.94,8.5,1.80,1.95,1.95,1.88,5.88,2.70,1.625,
ASX,4822.74,137.974,135.185,5.304,3.49,8.8,190.4,16.1,173.1,1.10,5.66,f,ASX Ltd,,30.56,7,30.50,30.60,30.69,29.50,1.53,37.16,28.02,
ACG,295,12.806,13.414,0.011,0.04,2.6,-1.2,-,-,-,-,,Atcor Medical,,0.105,-3,0.10,0.125,0.13,0.105,-20.92,0.215,0.105,
ATP,183.539,8.316,9.916,0.013,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.105,-0.5,0.10,0.125,0.12,0.10,-3.25,0.145,0.08,
ATW,-,1.91,0.709,0.004,0.02,1.0,-0.4,-,-,-,-,,Atos Wellness,,0.02,,0.01,0.019,0.02,0.02,1.30,0.02,0.01,
AIA,260.996,37.363,39.488,2.07,1.22,1.3,5.63,28.1,6.68,0.84,4.23,,Auckland Airport,,1.58,3.5,1.56,1.59,1.58,1.54,3.57,1.654,1.385,
AFV,2.08,0.02,-,0.014,-,-,-,-,-,-,-,,Aurora Funds Ltd,,1.60,,1.21,1.60,1.60,1.60,1.30,2.00,1.56,
AIB,35,0.736,0.091,0.013,1.14,1.0,-5.76,-,23.5,-,20.43,,Aurora Global Tr unt,,1.15,1,1.18,1.22,1.15,1.14,2.18,7.50,0.977,
AUP,9.865,0.281,0.193,0.019,5.34,1.0,-,-,52,-,9.81,,Aurora Prop unt,,5.30,7,5.30,5.35,5.30,5.20,2.64,5.40,4.50,
ABW,33.254,0.795,0.1,0.007,1.05,1.0,-30.42,-,9.5,-,8.92,,Aurora SAE ord unt,,1.065,-1.5,1.065,1.075,1.08,1.055,-0.09,7.35,1.00,
AOD,435.783,9.587,15.877,0.044,1.00,1.0,-4.69,-,6.2,-,6.29,p,Aurora Sandringham ,,0.985,0.5,0.985,0.995,0.995,0.975,1.81,1.12,0.965,
AQF,8.052,0.414,-,0.041,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.60,,1.55,-,1.60,1.60,1.30,1.72,1.58,
ASL,2704.96,77.851,64.285,0.462,1.60,1.1,20.62,8.8,11,1.87,6.06,f,Ausdrill Ltd,,1.815,8.5,1.775,1.815,1.835,1.715,6.21,2.34,1.441,
AAX,2616.32,160.515,128.969,0.26,0.50,4.2,-10.35,-,4.5,-,2.12,,Ausenco Ltd,,2.12,-21,2.12,2.15,2.33,2.06,-7.71,5.95,1.71,
AAC,4580.63,123.25,178.954,0.428,-,-,-13.4,-,-,-,-,,Aust Agriculture,,1.62,,1.61,1.635,1.64,1.55,1.30,1.69,1.22,
AAK,1200,86.381,332.005,0.014,0.02,0.2,0.03,13.3,-,-,-,,Aust China Hldgs,,0.004,,0.003,0.004,0.004,0.004,1.30,0.016,0.003,
AAKO,-,38.752,9.721,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,1.30,0.005,0.001,
AEU,622.69,17.288,26.382,0.092,1.29,0.5,9.4,7.2,0.67,14.03,0.99,,Aust Education unt,,0.68,1,0.68,0.705,0.68,0.615,2.79,0.68,0.31,
AYF,2.74,0.238,0.157,0.021,6.44,1.0,1,624.0,50,0.02,8.01,p,Aust Enhanced unt,,6.24,-6,6.23,6.29,6.30,6.24,0.35,6.55,5.90,
AEF,10.754,0.045,0.014,0.019,8.11,2.3,139,13.7,182,0.76,9.58,f,Aust Ethical,,19.00,-200,18.50,22.50,21.00,19.00,-8.22,37.00,19.00,
AFI,1376.04,48.154,46.971,4.633,4.70,1.0,18.6,24.7,21,0.89,4.57,f,Aust Foundation,,4.60,-22,4.59,4.60,4.84,4.54,-3.26,5.41,4.52,
AIX,10892.1,286.93,260.836,1.117,2.61,0.7,33.22,5.4,10,3.32,5.56,p,Aust Infra unt,,1.80,-5.5,1.80,1.85,1.88,1.795,-1.66,2.09,1.46,
ALF,233.333,6.253,9.668,0.069,1.33,0.8,19.35,5.5,8,2.42,7.58,f,Aust Leaders,,1.055,-9.5,1.05,1.075,1.13,1.05,-6.96,1.222,1.015,
ALFO,12166,23.803,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.014,1.1,0.002,0.013,0.02,0.001,368.00,0.10,0.001,
API,386.279,101.745,24.912,0.207,0.79,0.5,6.1,7.0,3,2.03,7.06,f,Aust Pharmaceutical,,0.425,0.5,0.42,0.425,0.43,0.415,2.49,0.939,0.365,
APK,189.064,6.115,5.079,0.046,-0.15,-,-3.1,-,-,-,-,,Aust Power,,0.45,5,0.45,0.46,0.45,0.40,13.80,0.50,0.24,
AUI,6.934,0.909,0.788,0.653,6.68,1.0,27.7,23.1,25.5,1.09,3.98,f,Aust United Invest,,6.40,-39,6.40,6.56,6.80,6.40,-4.44,7.90,6.40,
AVG,379.515,17.428,41.258,0.044,0.96,0.4,7.1,4.8,-,-,-,,Aust Vintage Ltd,,0.34,2.5,0.34,0.35,0.36,0.32,9.24,0.37,0.195,
ASB,594.836,25.701,30.302,0.429,1.41,1.6,20.3,11.2,6,3.38,2.63,f,Austal Ltd,,2.28,-2,2.24,2.30,2.34,2.23,0.43,3.09,1.935,
AUN,9339.82,427.607,393.179,1.184,-0.28,-,3.5,26.9,-,-,-,,Austar United,,0.94,-2,0.92,0.95,0.96,0.92,-0.78,1.465,0.84,
AUB,108.173,6.153,13.181,0.268,0.92,5.5,32.49,15.7,22.5,1.44,4.42,f,Austbrokers Hldgs,,5.09,24,5.00,5.09,5.09,4.71,6.25,5.65,4.54,
AEO,7540.13,63.813,32.712,0.552,-0.01,-,13.66,11.7,9.7,1.41,6.06,f,Austereo Grp Ltd,,1.60,3.5,1.60,1.63,1.655,1.55,3.54,1.925,1.315,
ANG,260.28,22.676,16.086,0.249,0.65,5.5,28.25,12.7,9.5,2.97,2.65,f,Austin Engineer,,3.58,-3,3.56,3.58,3.63,3.53,0.47,3.69,1.98,
ACK,72.232,4.413,3.523,0.02,0.24,0.6,-6.58,-,-,-,-,,Austock Grp Ltd,,0.15,,0.14,0.155,0.15,0.135,1.30,0.33,0.135,
AYX,5,0.071,0.012,0.012,0.24,4.0,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.95,-4,-,1.20,0.99,0.95,-2.74,1.25,0.75,
ALZ,3211.64,352.058,693.199,1.552,3.44,0.8,14.9,18.1,12,1.24,4.46,,Australand Prop stp,,2.69,-1,2.68,2.71,2.71,2.63,0.93,3.05,2.20,
AIY,-,1.345,1.471,0.002,0.03,1.0,0.05,60.0,-,-,-,,Authorised Invest,,0.03,,0.015,0.03,0.03,0.03,1.30,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,-,0.016,0.016,1.30,0.016,0.01,
ATJ,122,16.758,2.24,0.008,0.02,2.3,-4.29,-,-,-,-,,Auto Tech Ltd,,0.045,-0.5,0.045,0.05,0.05,0.045,-8.70,0.07,0.04,
ATJO,-,1.999,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.003,,0.003,0.01,0.003,0.003,1.30,0.011,0.003,
AIE,49.325,3.996,5.792,0.002,0.05,0.9,2.09,2.2,-,-,-,,Autodom Ltd,,0.045,-1.5,0.046,0.06,0.06,0.045,-23.70,0.11,0.041,
AHE,2943.96,43.651,34.855,0.528,0.80,2.9,26.7,8.8,17,1.57,7.26,f,Automotive Hldgs,,2.34,-14,2.30,2.34,2.48,2.29,-4.35,2.88,1.87,
