ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4325.8 at 16:34 21/5/2010  Report at 19:07 Friday 21/5/2010. Processed 13:41 Sunday 23/5/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
AGJ,15.826,0.254,0.209,0.013,0.38,0.4,-2.28,-,2.12,-,14.13,,Agricultural Land unt,,0.15,-1,0.15,0.175,0.16,0.15,0.58,0.19,0.13,
AHC,15,0.083,0.01,0.011,4.89,0.4,14.09,14.2,-,-,-,,AHC Ltd,,2.00,-10,2.00,2.25,2.10,2.00,2.07,2.45,1.295,
ENY,-,0.004,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.17,,13.87,14.03,15.17,15.17,6.83,16.50,14.74,
FIN,2.8,0.034,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.32,-33,4.30,4.35,4.60,4.32,-0.27,5.09,4.32,
FIX,2.75,0.003,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.09,-74,5.01,5.07,5.83,5.09,-5.86,5.98,5.09,
IDD,-,0.007,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.78,,3.42,3.47,3.78,3.78,6.83,3.97,3.76,
RSR,2.8,0.08,-,-,-,-,-,-,-,-,-,,Aii200res etf unt,,4.60,-48,4.40,4.72,5.08,4.60,-2.62,5.65,4.60,
MAM,0.255,0.067,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,3.90,-26,3.91,3.96,4.16,3.90,0.58,4.83,3.90,
AGI,48.298,2.849,3.032,0.029,0.01,10.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.105,-3,0.105,0.12,0.135,0.105,-15.39,0.22,0.065,
AIZ,89.226,10.143,7.096,1.071,1.12,0.9,3.9,25.5,5.17,0.75,5.20,,Air New Zealand,,0.995,1.5,0.96,0.995,1.00,0.965,8.36,1.145,0.67,
AIG,-,-,0.18,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,0.002,-,0.11,0.11,6.83,0.11,0.10,
AJL,924.06,16.97,28.234,0.149,1.32,1.7,16,14.2,5.5,2.91,2.41,,AJ Lucas Grp,,2.28,9,2.26,2.33,2.34,2.00,10.94,5.60,2.00,
ACL,688.591,19.275,37.204,0.105,0.09,6.1,-4.6,-,-,-,-,,Alchemia Ltd,,0.55,-4.5,0.55,0.56,0.60,0.52,-0.73,0.81,0.299,
AAI,5.14,0.033,-,12.99,-,-,-137.14,-,11.61,-,0.77,,Alcoa Inc cdi,,15.00,8,14.50,17.50,15.00,14.50,7.37,47.10,14.50,
LEP,758.16,17.877,6.885,0.328,2.39,0.9,95.98,2.2,27,3.55,12.62,,ALE Prop Grp stp,,2.14,-5,2.08,2.14,2.23,1.975,4.55,2.43,1.768,
ALS,2141.03,41.564,56.617,0.239,0.65,3.9,-17.36,-,14,-,5.51,f,Alesco Corp,,2.54,-26,2.40,2.59,2.72,2.37,-2.45,5.91,2.37,
AJX,1779.25,22.067,-,0.01,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.14,-1,0.125,0.14,0.15,0.12,0.16,0.205,0.01,
AEJ,13670.6,326.067,544.485,0.04,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.05,,0.05,0.054,0.062,0.048,6.83,0.125,0.045,
ABQ,4610.99,43.469,6.298,0.015,0.06,1.3,2.3,3.3,0.5,4.60,6.58,,Allied Brands Ltd,,0.076,-1.6,0.073,0.076,0.092,0.071,-10.56,0.245,0.071,
ABQO,-,4.651,0.017,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,6.83,0.005,0.001,
AEA,91.985,7.658,0.122,0.01,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.23,-4,0.17,0.23,0.27,0.23,-7.98,0.36,0.037,
AEAO,-,0.883,-,0.001,-,-,-,-,-,-,-,,  opt jan12,,0.095,,0.07,0.16,0.095,0.095,6.83,0.12,0.06,
AIQ,384.485,19.247,2.384,0.133,1.46,0.7,-44.5,-,47,-,46.31,,Alternative Invest unt,,1.015,-2.5,1.00,1.02,1.04,0.985,4.43,1.45,0.91,
ALU,22.457,2.609,0.646,0.021,0.09,2.6,-6.97,-,2,-,8.70,,Altium Ltd,,0.23,-3,0.21,0.25,0.26,0.23,-4.71,0.445,0.215,
AMA,446.957,11.962,18.066,0.012,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.045,0.5,0.04,0.05,0.045,0.033,19.33,0.078,0.019,
AHD,1908.47,22.268,3.865,0.871,4.65,1.2,68.5,8.1,35,1.96,6.32,f,Amalgamated Hldgs,,5.54,-21,5.51,5.58,5.80,5.21,3.18,6.24,3.73,
AMO,75.2,1.801,0.279,0.014,0.61,0.7,9.3,4.7,5.5,1.69,12.50,f,Ambertech Ltd,,0.44,-14,0.39,0.485,0.58,0.385,-17.31,0.63,0.385,
AMB,20,1.32,1.091,0.023,0.14,2.4,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.34,,0.35,0.375,0.34,0.34,6.83,0.42,0.165,
AMH,749.387,6.853,2.588,0.125,0.77,0.8,-1.14,-,2,-,3.13,,Amcil Ltd,,0.64,-4,0.63,0.64,0.675,0.64,0.95,0.72,0.53,
AMM,3723.42,134.017,87.992,0.226,0.18,1.8,2.78,11.3,0.9,3.09,2.86,f,Amcom Telecomm,,0.315,-3,0.315,0.32,0.34,0.30,-1.86,0.355,0.125,
AMC,40755.1,598.696,300.878,7.352,2.25,2.7,20.9,28.8,29.5,0.71,4.90,,Amcor Ltd,,6.02,-67,5.99,6.03,6.63,5.99,-3.18,6.76,4.276,
AEC,1434.86,4.274,2.597,0.117,1.05,3.0,19.39,16.5,16.5,1.18,5.16,f,Ammtec Ltd,,3.20,50,3.20,3.23,3.27,2.51,25.35,3.27,1.83,
AGF,1994.16,24.118,22.482,0.239,1.12,0.6,10.02,7.1,8.47,1.18,11.93,,AMP Capital China unt,,0.71,-5,0.71,0.72,0.74,0.685,0.25,1.265,0.675,
AMP,59202.9,728.295,628.536,11.271,0.80,6.8,37.1,14.7,30,1.24,5.51,p,AMP Ltd,,5.44,-53,5.43,5.46,5.90,5.24,-2.05,6.97,4.55,
ANQ,208.231,5.406,8.467,0.033,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.20,-0.5,0.195,0.215,0.215,0.20,4.39,0.35,0.175,
ANQO,-,-,0.022,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,0.001,0.005,0.005,-73.17,0.015,0.001,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-68.17,0.004,0.001,
ALT,2339.09,227.079,15.854,0.012,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.03,-0.4,0.027,0.035,0.034,0.026,-4.93,0.115,0.019,
ANN,5440.09,81.508,82.433,1.612,1.92,6.4,81.7,15.0,29,2.82,2.37,,Ansell Ltd,,12.25,-100,12.01,12.32,13.14,12.20,-0.72,13.48,8.01,
ANO,755.509,11.244,1.325,0.01,0.04,1.1,1.46,3.1,-,-,-,,Antaria Ltd,,0.045,0.5,0.038,0.043,0.045,0.042,19.33,0.065,0.029,
ADO,10901.9,2998.05,31.644,0.024,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.047,-0.6,0.044,0.047,0.052,0.043,-4.49,0.105,0.005,
ADOO,300,406.265,-,0.005,-,-,-,-,-,-,-,,  opt sep10,,0.031,-0.1,0.025,0.039,0.033,0.027,3.71,0.07,0.001,
ADOOA,-,1.519,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.005,,0.005,-,0.005,0.005,6.83,0.025,0.005,
ANP,7163.5,324.768,7.314,0.009,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.016,,0.015,0.016,0.019,0.015,6.83,0.20,0.015,
ANZ,68249.2,863.666,764.785,53.208,9.99,2.1,144.8,14.5,108,1.34,5.14,f,ANZ Banking Grp,,21.00,-181,21.00,21.01,22.68,19.95,-1.10,26.23,14.90,
APE,44.012,0.199,0.254,0.373,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.50,-22,12.50,12.60,12.72,12.49,5.10,13.55,6.60,
APP,48,3.043,0.277,-,-,-,0.1,12.0,-,-,-,,APA Financial,,0.012,,0.012,0.017,0.012,0.012,6.83,0.023,0.009,
APA,5329.35,98.589,76.437,1.876,-,-,25,13.8,31.75,0.79,9.18,,APA Grp stp,,3.46,-17,3.41,3.48,3.63,3.35,2.15,3.79,2.60,
AEZ,4681.63,67.134,151.181,0.018,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.033,-0.9,0.033,0.037,0.042,0.031,-14.60,0.115,0.03,
APN,9710.2,130.504,125.39,1.347,-0.78,-,16.7,13.5,4,4.17,1.78,f,APN News & Media,,2.25,-22,2.22,2.26,2.43,2.06,-2.08,2.61,1.23,
APD,297.85,4.773,11.187,0.028,0.21,1.0,-17.88,-,1.25,-,6.25,f,APN Prop Grp,,0.20,-6.5,0.205,0.21,0.25,0.175,-17.70,0.41,0.15,
AOP,7874.88,91.923,-,0.004,-,-,0.18,4.4,-,-,-,,Apollo Cons,,0.008,-0.1,0.008,0.009,0.009,0.007,-4.28,0.04,0.007,
AQL,300,9.035,2.628,0.003,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.01,-0.1,0.007,0.01,0.01,0.01,-2.26,0.018,0.008,
APB,475.825,11.797,4.286,0.006,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.012,-0.3,0.012,0.016,0.014,0.012,-13.17,0.058,0.012,
ARP,424.605,10.586,4.529,0.427,1.22,4.8,40.44,14.6,17.5,2.31,2.97,f,ARB Corp,,5.89,-11,5.75,5.89,6.04,5.41,5.00,6.19,3.176,
AAD,5197.81,81.588,41.402,0.334,1.10,1.0,2.73,39.6,14.3,0.19,13.24,,Ardent Leisure stp,,1.08,-7,1.05,1.09,1.155,1.03,0.74,1.845,1.03,
ARG,1030.32,15.433,14.49,3.625,6.23,1.0,-11.1,-,25,-,4.17,f,Argo Invest,,5.99,-19,5.93,5.99,6.10,5.61,3.76,7.05,5.61,
ASV,17.926,2.329,1.097,0.006,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.09,,0.09,0.10,0.09,0.089,6.83,0.878,0.006,
ARA,69.061,6.471,1.432,0.049,0.32,0.8,-2.46,-,1,-,4.17,,Ariadne Aust,,0.24,-2,0.235,0.24,0.25,0.24,-0.86,0.37,0.215,
ALL,9443.8,203.941,164.523,2.176,0.07,58.3,-31.3,-,4.5,-,1.10,,Aristocrat Leisure,,4.08,-20,4.04,4.10,4.28,4.02,2.16,5.75,3.37,
AEM,1375,87.944,47.743,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.01,-0.3,0.01,0.013,0.014,0.01,-16.25,0.025,0.009,
AKW,24.66,6.091,6.431,0.004,0.25,0.4,21.65,0.5,-,-,-,,Arturus Capital,,0.11,,0.11,0.12,0.115,0.11,6.83,0.30,0.105,
APH,341.667,10.832,7.629,0.071,0.06,4.8,3.7,7.7,-,-,-,,Ascent Pharmahealth,,0.285,-1.5,0.27,0.285,0.31,0.26,1.83,0.345,0.12,
AIO,81890,1341.55,781.813,4.535,0.10,15.5,-41.9,-,-,-,-,,Asciano Grp stp,,1.55,-9.5,1.53,1.57,1.635,1.44,1.06,1.94,1.061,
AFA,36,15.45,1.705,0.035,0.02,5.8,-1.19,-,-,-,-,,ASF Grp Ltd,,0.115,-0.5,0.115,0.145,0.12,0.115,2.66,0.43,0.065,
ASZ,2137.75,32.356,14.76,0.178,0.06,20.9,9.43,13.3,6,1.57,4.78,f,ASG Grp Ltd,,1.255,-20.5,1.23,1.28,1.48,1.155,-7.21,1.48,0.555,
AJJ,10,3.297,0.913,0.02,0.01,10.5,-0.25,-,0.5,-,4.76,,Asia Liver Trans,,0.105,0.5,0.10,0.105,0.105,0.09,11.83,0.267,0.007,
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,6.83,0.002,0.001,
AUF,185.115,3.412,0.732,0.106,0.96,1.1,-1.19,-,1,-,0.96,f,Asian Masters Fund,,1.04,3,1.03,1.04,1.04,1.02,9.80,1.06,0.90,
AKF,-,0.551,1.428,0.017,0.34,0.8,3.2,8.0,1.3,2.46,5.10,,ASK Funding Ltd,,0.255,,0.21,0.26,0.255,0.255,6.83,0.37,0.17,
APZ,10164.5,147.509,95.182,0.267,0.68,0.7,-3.37,-,4.19,-,9.11,,Aspen Grp stp,,0.46,-5.5,0.455,0.475,0.515,0.445,-3.85,0.575,0.27,
ASP,34.836,0.631,0.082,0.024,-0.03,-,0.88,11.4,-,-,-,,Aspermont Ltd,,0.10,,0.10,0.145,0.10,0.10,6.83,0.256,0.10,
AIR,158.38,1.437,-,0.021,0.38,2.4,8.23,10.9,-,-,-,,Astivita Renewables,,0.90,4,0.80,0.95,0.915,0.87,11.48,1.15,0.75,
AKR,51.973,0.686,18.537,0.012,1.62,0.3,-1.87,-,-,-,-,,Astra Capital Ltd,,0.55,-4.5,0.55,0.59,0.595,0.55,-0.73,0.80,0.55,
AJA,9582.7,145.898,233.26,0.18,0.76,0.5,-36.49,-,8.5,-,23.94,,Astro Jap Prop stp,,0.355,-0.5,0.355,0.36,0.375,0.355,5.44,0.515,0.29,
ATR,10.703,0.938,0.935,0.117,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.79,-1,1.71,1.79,1.80,1.785,6.28,2.70,1.61,
ASX,4876.33,81.979,71.007,5.468,3.19,9.9,180.6,17.4,163.6,1.10,5.19,f,ASX Ltd,,31.50,-150,31.40,31.55,32.86,30.70,2.29,37.90,30.70,
ACG,2.808,2.716,9.483,0.013,0.04,3.3,-3.06,-,-,-,-,,Atcor Medical,,0.13,,0.13,0.14,0.13,0.13,6.83,0.22,0.115,
ATI,38212,631.284,231.263,0.054,0.01,4.2,-0.12,-,-,-,-,,Atlantic Ltd,,0.042,-0.7,0.04,0.043,0.055,0.039,-7.45,0.07,0.01,
ATIO,4710,119.575,31.641,0.007,-,-,-,-,-,-,-,,  opt dec11,,0.03,-1.2,0.033,0.04,0.046,0.03,-21.74,0.058,0.003,
ATP,20,5.062,3.773,0.013,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.10,-1,0.10,0.12,0.11,0.10,-2.26,0.145,0.085,
AIA,1471.66,26.919,25.484,2.011,1.22,1.3,5.63,27.3,6.68,0.84,4.35,,Auckland Airport,,1.535,-1.5,1.50,1.535,1.58,1.51,5.86,1.654,1.171,
AIB,3.083,0.384,0.045,0.013,1.21,0.9,-5.76,-,54,-,51.43,,Aurora Global Tr unt,,1.05,-2,1.11,1.15,1.07,1.05,4.96,7.50,0.977,
AUP,3.772,0.185,0.123,0.018,5.24,0.9,-,-,-,-,-,,Aurora Prop unt,,4.95,-3,4.95,5.00,5.00,4.95,6.23,5.40,4.35,
ABW,22.5,0.434,0.042,0.008,1.13,0.9,-30.42,-,23,-,21.50,,Aurora SAE ord unt,,1.07,-10,1.075,1.085,1.17,1.07,-1.72,7.35,0.867,
AOD,253.929,4.588,7.732,0.044,1.05,0.9,-4.69,-,5.6,-,5.66,f,Aurora Sandringham ,,0.99,-2.5,0.995,1.00,1.015,0.99,4.37,1.12,0.99,
AQF,-,0.283,-,0.035,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.72,1,1.50,-,1.71,1.71,7.42,1.72,1.62,
ASL,4438.54,44.25,31.391,0.412,1.60,1.0,20.62,7.9,11,1.87,6.79,f,Ausdrill Ltd,,1.62,-29,1.62,1.645,1.86,1.455,-8.35,2.34,0.855,
AAX,8453.02,63.121,58.487,0.411,0.62,5.4,19,17.7,9.5,2.00,2.83,f,Ausenco Ltd,,3.36,-94,3.25,3.36,4.19,3.02,-15.03,5.95,3.02,
AAC,9345.87,71.353,103.868,0.399,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.51,11,1.41,1.51,1.51,1.365,14.69,1.64,1.18,
AAK,7074.5,52.687,73.471,0.017,0.02,0.3,0.32,1.6,-,-,-,,Aust China Hldgs,,0.005,,0.004,0.005,0.005,0.004,6.83,0.016,0.002,
AAKO,-,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,6.83,0.005,0.001,
AEU,604.543,9.449,16.143,0.066,1.29,0.4,9.4,5.2,1.75,5.37,3.57,,Aust Education unt,,0.49,-0.5,0.49,0.50,0.52,0.44,5.82,0.60,0.23,
AYF,18.529,0.13,0.062,0.021,7.50,0.8,1,620.0,55,0.02,8.87,p,Aust Enhanced unt,,6.20,-25,6.21,6.35,6.35,6.20,2.96,6.53,5.22,
AEF,1.45,0.016,0.008,0.024,8.11,3.0,139,17.6,182,0.76,7.43,f,Aust Ethical,,24.50,-100,20.01,24.50,25.50,24.50,2.91,37.00,20.00,
AFI,2033.21,30.987,25.996,4.6,4.80,1.0,8.93,52.1,21,0.43,4.52,f,Aust Foundation,,4.65,-25,4.64,4.65,4.94,4.53,1.73,5.41,4.26,
AIX,14005.1,175.596,84.902,1.043,2.62,0.6,19.37,8.7,10,1.94,5.95,p,Aust Infra unt,,1.68,-12,1.68,1.70,1.79,1.54,0.16,2.09,1.18,
ALF,170.562,4.37,5.303,0.073,1.51,0.7,53.65,2.1,7,7.66,6.25,f,Aust Leaders,,1.12,-3,1.11,1.125,1.15,1.10,4.22,1.265,0.92,
ALFO,334.703,9.283,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.007,-0.9,0.005,0.015,0.016,0.007,-49.42,0.10,0.007,
API,4385.91,70.88,13.265,0.232,0.79,0.6,6.1,7.8,3,2.03,6.32,f,Aust Pharmaceutical,,0.475,0.5,0.465,0.48,0.49,0.445,7.90,0.939,0.44,
APK,185.972,4.154,1.663,0.042,-,-,-3.1,-,-,-,-,,Aust Power,,0.41,-3,0.38,0.42,0.42,0.34,0.01,0.50,0.125,
AUI,16.486,0.482,0.461,0.682,7.24,0.9,18.7,35.7,25,0.75,3.74,f,Aust United Invest,,6.68,-53,6.52,6.68,7.10,6.64,-0.52,7.90,5.48,
AVG,389.649,11.848,5.093,0.031,0.98,0.2,11.2,2.1,-,-,-,,Aust Vintage Ltd,,0.24,,0.24,0.245,0.25,0.23,6.83,0.49,0.125,
ASB,983.701,18.343,19.703,0.402,1.30,1.6,4.35,49.2,6,0.72,2.80,,Austal Ltd,,2.14,-7,2.00,2.15,2.23,1.935,3.66,3.12,1.935,
AUN,13465.6,289.322,235.183,1.317,-0.31,-,4.7,22.2,-,-,-,,Austar United,,1.045,-9,0.975,1.05,1.125,1.00,-1.10,1.465,0.715,
AUB,133.611,4.253,8.083,0.253,0.92,5.2,32.49,14.8,21,1.55,4.37,f,Austbrokers Hldgs,,4.81,-5,4.81,4.87,4.87,4.72,5.80,5.65,3.75,
AEO,1948.98,35.615,13.278,0.553,-0.57,-,11.98,13.4,9.1,1.32,5.67,f,Austereo Grp Ltd,,1.605,-3.5,1.58,1.68,1.675,1.58,4.70,1.925,1.27,
ANG,1132.43,14.091,6.156,0.198,0.52,5.5,26.32,10.8,8.5,3.10,2.98,f,Austin Engineer,,2.85,-67,2.75,2.85,3.47,2.55,-12.20,3.60,1.45,
ACK,286.59,2.208,1.593,0.027,0.24,0.8,-6.58,-,-,-,-,,Austock Grp Ltd,,0.20,,0.20,0.22,0.20,0.195,6.83,0.33,0.195,
AYX,-,0.06,0.005,0.009,0.24,3.1,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.75,,0.60,0.75,0.75,0.75,6.83,1.25,0.75,
ALZ,4891.54,306.147,255.874,1.425,0.68,3.6,-13.4,-,5,-,2.02,,Australand Prop stp,,2.47,-10,2.41,2.50,2.55,2.25,2.94,3.05,1.743,
AIY,-,0.831,0.017,0.004,0.03,1.8,0.05,110.0,-,-,-,,Authorised Invest,,0.055,,0.041,0.07,0.055,0.055,6.83,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.022,0.016,0.016,6.83,0.016,0.01,
ATJ,81.6,12.063,1.22,0.01,0.02,2.8,-4.29,-,-,-,-,,Auto Tech Ltd,,0.055,,0.05,0.055,0.055,0.05,6.83,0.092,0.028,
ATJO,2.5,0.297,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.01,-,0.01,0.01,6.83,0.011,0.01,
AIE,25.666,3.038,3.234,0.003,0.05,1.3,2.09,3.1,-,-,-,,Autodom Ltd,,0.064,,0.05,0.089,0.065,0.064,6.83,0.11,0.02,
AHE,897.259,26.025,20.157,0.497,0.75,2.9,28.14,7.8,17,1.66,7.73,f,Automotive Hldgs,,2.20,-28,2.20,2.26,2.53,2.10,-4.46,2.88,1.22,
AVX,109362,609.987,174.463,0.025,0.04,0.7,-4.17,-,-,-,-,,Avexa Ltd,,0.029,0.3,0.029,0.03,0.031,0.026,18.37,0.235,0.024,
