ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4516.5 at 16:37 11/6/2010  Report at 19:07 Friday 11/6/2010. Processed 19:27 Friday 11/6/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ARP,560.757,11.943,4.845,0.429,1.22,4.9,40.44,14.6,17.5,2.31,2.96,f,ARB Corp,,5.92,14,5.60,5.92,5.96,5.69,1.44,6.19,3.176,
AAD,5588.43,96.803,44.159,0.343,1.10,1.0,2.73,40.7,14.3,0.19,12.88,,Ardent Leisure stp,,1.11,1,1.09,1.11,1.11,1.01,-0.08,1.845,1.00,
ARG,608.33,17.579,16.376,3.589,5.99,1.0,-11.1,-,25,-,4.22,f,Argo Invest,,5.93,-5,5.93,5.95,6.00,5.83,-1.82,7.05,5.61,
ASV,137.17,3.145,2.256,0.006,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.081,0.6,0.082,0.11,0.081,0.075,7.01,0.878,0.006,
ARA,99.411,6.918,1.966,0.053,0.32,0.8,-2.46,-,1,-,3.85,,Ariadne Aust,,0.26,2,0.26,0.275,0.26,0.235,7.35,0.37,0.225,
ALL,15661.1,241.707,197.663,2.166,0.07,58.0,-31.3,-,4.5,-,1.11,,Aristocrat Leisure,,4.06,-1,4.00,4.10,4.16,3.84,-1.23,5.75,3.37,
AEM,490,89.559,49.24,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.01,-0.1,0.009,0.01,0.011,0.01,-10.08,0.025,0.009,
AKW,433.552,7.9,6.431,0.005,0.25,0.5,21.65,0.6,-,-,-,,Arturus Capital,,0.12,-1,0.12,0.14,0.145,0.11,-8.68,0.30,0.10,
APH,139.63,11.299,7.976,0.072,0.06,4.8,3.7,7.8,-,-,-,,Ascent Pharmahealth,,0.29,0.5,0.29,0.30,0.30,0.275,0.77,0.345,0.12,
AIO,62084.9,1557.53,871.584,4.623,0.10,15.8,-41.9,-,-,-,-,,Asciano Grp stp,,1.58,-2.5,1.58,1.585,1.60,1.52,-2.54,1.94,1.24,
AFA,61.33,15.64,1.952,0.031,0.02,5.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.10,-0.5,0.105,0.125,0.105,0.10,-5.75,0.43,0.075,
ASZ,833.921,35.132,17.411,0.205,0.06,23.3,9.43,14.8,6,1.57,4.29,f,ASG Grp Ltd,,1.40,4,1.38,1.40,1.40,1.30,1.96,1.48,0.555,
AJJ,-,3.397,1.043,0.019,0.01,10.0,-0.25,-,0.5,-,5.00,,Asia Liver Trans,,0.10,,0.018,0.095,0.10,0.10,-0.99,0.267,0.007,
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-0.99,0.002,0.001,
AUF,324.465,4.181,0.898,0.106,0.99,1.1,-1.19,-,1,-,0.96,f,Asian Masters Fund,,1.04,,1.04,1.06,1.05,1.04,-0.99,1.06,0.97,
AKF,200,1.782,2.211,0.016,0.34,0.7,3.2,7.8,1.3,2.46,5.20,,ASK Funding Ltd,,0.25,4,0.21,0.25,0.25,0.21,18.06,0.37,0.17,
APZ,1358.22,156.195,123.531,0.267,0.68,0.7,-3.37,-,4.19,-,9.11,,Aspen Grp stp,,0.46,-1,0.45,0.44,0.47,0.45,-3.11,0.575,0.27,
ASP,10,0.641,0.082,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,4,0.12,0.14,0.14,0.10,39.01,0.256,0.10,
AIR,63.389,1.666,-,0.021,0.38,2.4,8.23,11.2,-,-,-,,Astivita Renewables,,0.92,-8,0.86,0.92,0.95,0.90,-8.99,1.15,0.75,
AKR,0.16,0.766,18.798,0.016,1.62,0.5,-1.87,-,-,-,-,,Astra Capital Ltd,,0.76,-9,0.80,0.84,0.85,0.76,-11.57,0.85,0.51,
AJA,7167.57,162.196,291.556,0.178,0.76,0.5,-36.49,-,8.5,-,24.29,,Astro Jap Prop stp,,0.35,-1.5,0.345,0.35,0.36,0.34,-5.10,0.515,0.32,
ATR,9.755,1.08,0.982,0.123,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.88,-2,1.85,1.90,1.90,1.77,-2.04,2.70,1.61,
ASX,4311.02,96.92,84.616,5.344,3.19,9.7,180.6,17.0,163.6,1.10,5.31,f,ASX Ltd,,30.79,54,30.59,30.80,30.79,29.24,0.80,37.77,29.24,
ACG,39.285,5.424,9.727,0.014,0.04,3.5,-3.06,-,-,-,-,,Atcor Medical,,0.14,-1,0.135,0.14,0.15,0.14,-7.65,0.22,0.115,
ATI,23281.1,691.206,288.169,0.057,0.01,4.4,-0.12,-,-,-,-,,Atlantic Ltd,,0.044,0.4,0.042,0.045,0.044,0.038,9.01,0.07,0.01,
ATIO,2611.34,125.413,57.493,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.032,0.2,0.03,0.032,0.034,0.029,5.68,0.058,0.003,
ATP,100,5.289,5.247,0.016,0.13,1.0,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.125,2,0.11,0.13,0.125,0.11,18.06,0.145,0.085,
AIA,1785.96,32.573,26.963,1.979,1.22,1.2,5.63,26.8,6.68,0.84,4.42,,Auckland Airport,,1.51,-0.5,1.475,1.51,1.54,1.45,-1.32,1.654,1.171,
AIB,-,0.389,0.054,0.013,1.19,0.9,-5.76,-,54,-,49.09,,Aurora Global Tr unt,,1.10,,1.10,1.21,1.10,1.10,-0.99,7.50,0.977,
AUP,5,0.197,0.146,0.018,5.25,1.0,-,-,-,-,-,,Aurora Prop unt,,5.01,1,5.05,5.15,5.01,5.01,-0.79,5.40,4.40,
ABW,44.658,0.497,0.045,0.008,1.22,0.9,-30.42,-,23,-,20.44,,Aurora SAE ord unt,,1.125,1.5,1.125,1.135,1.125,1.11,0.37,7.35,0.867,
AOD,105.282,5.423,8.776,0.045,1.03,1.0,-4.69,-,5.6,-,5.52,f,Aurora Sandringham ,,1.015,2,1.01,1.015,1.015,1.00,1.02,1.12,0.99,
AQF,-,0.283,-,0.035,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.72,,1.55,1.62,1.72,1.72,-0.99,1.72,1.62,
ASL,1127.06,53.988,40.577,0.437,1.60,1.1,20.62,8.3,11,1.87,6.40,f,Ausdrill Ltd,,1.72,-8.5,1.705,1.72,1.82,1.64,-5.70,2.34,0.855,
AAX,11000.8,101.814,73.686,0.271,0.62,3.6,19,11.6,9.5,2.00,4.30,f,Ausenco Ltd,,2.21,21,2.18,2.21,2.28,1.89,9.51,5.95,1.89,
AAC,4952.98,86.81,118.563,0.395,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.495,8,1.46,1.495,1.51,1.38,4.67,1.595,1.18,
AAK,327.36,55.29,171.427,0.014,0.02,0.2,0.03,13.3,-,-,-,,Aust China Hldgs,,0.004,,0.004,0.005,0.004,0.004,-0.99,0.016,0.002,
AAKO,-,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-0.99,0.005,0.001,
AEU,568.874,12.146,18.151,0.077,1.29,0.4,9.4,6.1,1.75,5.37,3.07,,Aust Education unt,,0.57,-3,0.55,0.57,0.60,0.55,-5.99,0.66,0.23,
AYF,4.879,0.166,0.069,0.021,6.60,0.9,1,625.0,55,0.02,8.80,p,Aust Enhanced unt,,6.25,10,6.20,6.34,6.25,6.10,0.64,6.53,5.22,
AEF,0.365,0.016,0.009,0.023,8.11,2.8,139,16.4,182,0.76,8.00,f,Aust Ethical,,22.75,-25,23.00,24.50,23.00,22.45,-2.07,37.00,20.00,
AFI,1094.93,34.689,29.776,4.768,4.98,1.0,8.93,54.0,21,0.43,4.36,f,Aust Foundation,,4.82,4,4.80,4.84,4.84,4.70,-0.15,5.41,4.26,
AFIN,21.055,0.03,-,0.083,-,-,-,-,-,-,-,,  new,,4.62,,4.62,4.85,4.64,4.51,-0.99,4.68,4.51,
AIX,8677.59,200.967,103.688,1.083,2.62,0.7,19.37,9.0,10,1.94,5.73,p,Aust Infra unt,,1.745,6.5,1.73,1.75,1.765,1.615,2.88,2.09,1.18,
ALF,102.59,4.78,6.646,0.07,1.45,0.7,53.65,2.0,7,7.66,6.51,f,Aust Leaders,,1.075,-4.5,1.07,1.08,1.11,1.05,-5.00,1.265,0.985,
ALFO,180.656,9.883,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.01,,0.003,0.01,0.01,0.01,-0.99,0.10,0.007,
API,1435.42,79.053,15.639,0.22,0.79,0.6,6.1,7.4,3,2.03,6.67,f,Aust Pharmaceutical,,0.45,-1.5,0.44,0.455,0.465,0.445,-4.21,0.939,0.44,
APK,123.937,4.476,3.736,0.044,-,-,-3.1,-,-,-,-,,Aust Power,,0.43,5,0.43,0.47,0.43,0.335,12.17,0.50,0.13,
AUI,70.323,0.645,0.531,0.677,7.49,0.9,18.7,35.5,25,0.75,3.77,f,Aust United Invest,,6.63,13,6.52,6.68,6.65,6.49,1.01,7.90,5.74,
AVG,331.419,12.91,5.868,0.026,0.98,0.2,11.2,1.8,-,-,-,,Aust Vintage Ltd,,0.20,-1,0.20,0.215,0.215,0.195,-5.75,0.49,0.125,
ASB,595.768,20.919,21.68,0.416,1.30,1.7,4.35,50.8,6,0.72,2.71,,Austal Ltd,,2.21,5,2.13,2.21,2.36,2.14,1.33,3.12,1.935,
AUN,13573.4,327.278,264.778,1.285,-0.31,-,4.7,21.7,-,-,-,,Austar United,,1.02,1.5,1.00,1.03,1.03,0.96,0.51,1.465,0.755,
AUB,66.959,4.681,9.177,0.26,0.92,5.4,32.49,15.2,21,1.55,4.26,f,Austbrokers Hldgs,,4.93,-12,4.92,5.00,5.04,4.80,-3.36,5.65,3.83,
AEO,382.01,36.792,15.291,0.588,-0.57,-,11.98,14.2,9.1,1.32,5.34,f,Austereo Grp Ltd,,1.705,1.5,1.60,1.74,1.74,1.64,-0.10,1.925,1.27,
ANG,382.233,16.982,6.92,0.232,0.52,6.4,26.32,12.7,8.5,3.10,2.54,f,Austin Engineer,,3.35,15,3.35,3.38,3.38,3.03,3.70,3.60,1.45,
ACK,343.05,3.102,1.636,0.025,0.24,0.8,-6.58,-,-,-,-,,Austock Grp Ltd,,0.19,-0.5,0.19,0.20,0.21,0.19,-3.55,0.33,0.19,
AYX,5.189,0.065,0.005,0.012,0.24,4.2,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.00,25,1.00,1.25,1.00,0.75,32.35,1.25,0.75,
ALZ,3902.81,318.396,304.674,1.407,0.68,3.6,-13.4,-,5,-,2.05,,Australand Prop stp,,2.44,-2,2.42,2.46,2.45,2.36,-1.80,3.05,1.835,
AIY,-,0.831,0.017,0.004,0.03,1.8,0.05,110.0,-,-,-,,Authorised Invest,,0.055,,0.041,0.07,0.055,0.055,-0.99,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.019,0.016,0.016,-0.99,0.016,0.01,
ATJ,28,12.929,1.22,0.009,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,,0.05,0.054,0.05,0.041,-0.99,0.092,0.028,
ATJO,30.136,0.527,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.005,-0.5,0.005,-,0.01,0.005,-50.99,0.011,0.005,
AIE,19.833,3.169,3.669,0.003,0.05,1.0,2.09,2.4,-,-,-,,Autodom Ltd,,0.051,0.1,0.051,0.069,0.051,0.051,1.01,0.11,0.02,
AHE,828.725,30.32,23.693,0.515,0.75,3.0,28.14,8.1,17,1.66,7.46,f,Automotive Hldgs,,2.28,-17,2.21,2.42,2.43,2.24,-7.92,2.88,1.32,
AVX,19741.4,690.991,240.759,0.025,0.04,0.8,-4.17,-,-,-,-,,Avexa Ltd,,0.03,,0.03,0.031,0.033,0.03,-0.99,0.235,0.024,
