ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4972.9 at 16:33 9/4/2010  Report at 19:08 Friday 9/4/2010. Processed 19:27 Friday 9/4/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
AIG,-,-,0.055,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,-,-,0.11,0.11,-0.96,0.11,0.098
AJL,299.007,12.464,18.061,0.183,1.32,2.1,16,17.5,5.5,2.91,1.96,,AJ Lucas Grp,,2.80,12,2.78,2.82,2.85,2.66,3.52,5.60,2.03
ACL,2783.19,14.162,29.768,0.122,0.09,7.1,-4.6,-,-,-,-,,Alchemia Ltd,,0.64,2,0.62,0.635,0.645,0.58,2.27,0.81,0.29
AAI,0.113,0.001,-,38.105,-,-,-137.14,-,12.39,-,0.28,,Alcoa Inc cdi,,44.00,-119,-,43.50,44.00,44.00,-3.59,47.10,44.00
LEP,1642.6,13.898,4.154,0.334,2.39,0.9,95.98,2.3,27,3.55,12.39,,ALE Prop Grp stp,,2.18,-1,2.17,2.20,2.20,2.16,-1.41,2.43,1.716
ALS,2207.87,30.89,44.041,0.284,0.65,4.6,-17.36,-,14,-,4.64,f,Alesco Corp,,3.02,-1,3.01,3.03,3.08,3.00,-1.29,5.91,2.55
AJX,375.67,17.56,-,0.012,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.165,-1.5,0.17,0.18,0.19,0.165,-9.29,0.205,0.01
AEJ,8187.12,266.729,366.917,0.056,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.07,-0.1,0.069,0.071,0.074,0.069,-2.36,0.13,0.047
ABQ,2716.37,17.241,4.324,0.022,0.06,1.8,2.3,4.8,0.5,4.60,4.55,,Allied Brands Ltd,,0.11,-1,0.10,0.11,0.12,0.10,-9.29,0.245,0.10
ABQO,-,4.651,0.007,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-0.96,0.005,0.001
AEA,760.128,4.383,0.072,0.013,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.31,8,0.31,0.34,0.31,0.23,33.83,0.31,0.037
AEAO,-,0.444,-,0.001,-,-,-,-,-,-,-,,  opt jan12,,0.08,,0.09,0.12,0.08,0.08,-0.96,0.08,0.06
AIQ,339.131,10.804,1.441,0.14,1.46,0.7,-44.5,-,47,-,43.93,,Alternative Invest unt,,1.07,1.5,1.06,1.075,1.07,1.055,0.47,1.45,0.91
ALU,106.85,1.18,0.404,0.022,0.09,2.8,-6.97,-,2,-,8.00,,Altium Ltd,,0.25,-3,0.23,0.25,0.28,0.24,-11.67,0.50,0.235
AMA,170.5,9.459,16.851,0.012,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.046,-0.2,0.046,0.05,0.048,0.046,-5.12,0.078,0.017
AHD,275.983,15.839,3.147,0.901,4.65,1.2,68.5,8.4,35,1.96,6.11,f,Amalgamated Hldgs,,5.73,3,5.73,5.89,5.80,5.67,-0.43,6.24,3.73
AMO,-,1.656,0.226,0.019,0.61,1.0,9.3,6.8,5.5,1.69,8.73,f,Ambertech Ltd,,0.63,,0.56,0.60,0.63,0.63,-0.96,0.63,0.41
AMB,17.713,0.917,0.484,0.025,0.14,2.7,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.375,0.5,0.38,0.39,0.375,0.36,0.40,0.41,0.13
AMH,536.213,3.428,1.525,0.134,0.72,1.0,-1.14,-,2,-,2.90,,Amcil Ltd,,0.69,1,0.685,0.695,0.695,0.68,0.52,0.72,0.50
AMM,2129.23,108.616,56.847,0.233,0.18,1.8,2.78,11.7,0.9,3.09,2.77,f,Amcom Telecomm,,0.325,1.5,0.325,0.335,0.335,0.31,3.88,0.345,0.125
AMC,11839.1,376.016,228.289,7.755,2.25,2.8,20.9,30.4,29.5,0.71,4.65,,Amcor Ltd,,6.35,-3,6.32,6.38,6.39,6.26,-1.43,6.42,4.201
AEC,40.097,2.228,2.118,0.098,1.05,2.6,19.39,14.0,16.5,1.18,6.09,f,Ammtec Ltd,,2.71,-1,2.72,2.73,2.75,2.70,-1.32,3.00,1.48
AGF,1018.94,15.834,12.277,0.303,1.12,0.8,10.02,9.0,8.47,1.18,9.41,,AMP Capital China unt,,0.90,3,0.90,0.91,0.90,0.86,2.49,1.265,0.845
AMP,17500.6,444.012,480.032,13.05,0.80,8.0,37.1,17.2,30,1.24,4.71,p,AMP Ltd,,6.37,11,6.35,6.38,6.43,6.26,0.80,6.97,4.55
ANQ,313.385,3.905,7.413,0.036,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.22,-1,0.215,0.22,0.23,0.21,-5.30,0.35,0.175
ANQO,-,-,0.022,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,-,0.005,0.005,-80.96,0.015,0.001
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-75.96,0.004,0.001
ALT,2549.42,186.341,10.979,0.022,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.055,-0.1,0.055,0.056,0.056,0.052,-2.74,0.115,0.019
ANN,2386.96,58.539,61.317,1.58,1.92,6.3,81.7,14.7,29,2.82,2.41,,Ansell Ltd,,12.01,4,12.00,12.05,12.25,11.83,-0.62,12.87,7.58
ANO,117.5,3.516,0.614,0.009,0.04,1.0,1.46,2.7,-,-,-,,Antaria Ltd,,0.04,0.4,0.037,0.04,0.04,0.036,10.16,0.065,0.029
ADO,24398,2887.24,24.333,0.028,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.055,0.1,0.055,0.057,0.058,0.053,0.90,0.105,0.005
ADOO,1576.83,403.273,-,0.008,-,-,-,-,-,-,-,,  opt sep10,,0.047,0.6,0.042,0.046,0.047,0.041,13.68,0.07,0.001
ADOOA,54.218,0.518,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.012,-0.8,0.015,0.025,0.012,0.012,-40.96,0.025,0.012
ANP,29518.6,277.5,4.015,0.011,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.018,-0.2,0.018,0.019,0.021,0.016,-10.96,0.20,0.016
ANZ,20305.8,540.74,548.544,63.712,10.72,2.3,170.4,14.8,102,1.67,4.06,f,ANZ Banking Grp,,25.15,-14,25.15,25.17,25.64,25.06,-1.51,25.72,14.90
APE,18.608,0.103,0.226,0.373,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.50,-5,12.50,12.95,12.55,12.50,-1.35,13.55,6.10
APP,130,2.631,0.273,-,-,-,0.1,14.0,-,-,-,,APA Financial,,0.014,-0.2,0.014,0.025,0.016,0.014,-13.46,0.023,0.009
APA,3729.39,68.575,56.679,1.947,-,-,25,14.4,31.75,0.79,8.84,,APA Grp stp,,3.59,6,3.57,3.60,3.60,3.51,0.74,3.68,2.60
AEZ,2201.64,40.406,98.061,0.025,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stp,,0.045,-0.1,0.044,0.046,0.047,0.043,-3.13,0.115,0.037
APN,6126.64,80.396,63.921,1.359,-0.78,-,16.7,13.6,4,4.17,1.76,f,APN News & Media,,2.27,-3,2.27,2.31,2.38,2.27,-2.26,2.61,1.129
APD,100,3.148,9.729,0.035,0.21,1.2,-17.88,-,1.25,-,5.00,f,APN Prop Grp,,0.25,,0.24,0.255,0.26,0.25,-0.96,0.41,0.15
AOP,3902.5,61.534,-,0.005,-,-,0.18,5.6,-,-,-,,Apollo Cons,,0.01,0.2,0.009,0.01,0.01,0.008,24.04,0.04,0.007
AQL,120,7.496,1.904,0.004,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.012,0.1,0.012,0.013,0.012,0.012,8.14,0.018,0.008
APB,65.663,9.046,3.66,0.009,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.018,-0.1,0.018,0.021,0.019,0.018,-6.22,0.058,0.018
ARP,232.603,7.816,1.842,0.41,1.22,4.6,40.44,14.0,17.5,2.31,3.10,f,ARB Corp,,5.65,21,5.62,5.65,5.65,5.40,2.91,5.78,2.693
AAD,2328.7,51.779,29.159,0.43,1.10,1.3,2.73,51.3,14.3,0.19,10.21,,Ardent Leisure stp,,1.40,6,1.38,1.40,1.43,1.335,3.52,1.845,1.165
ARG,651.113,9.507,10.233,3.814,6.26,1.0,-11.1,-,25,-,3.85,f,Argo Invest,,6.49,14,6.45,6.49,6.50,6.37,1.25,7.05,5.50
ASV,161.495,1.526,0.902,0.012,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.18,-1,0.11,0.15,0.18,0.13,-6.22,1.098,0.006
ARA,-,5.261,0.905,0.053,0.32,0.8,-2.46,-,1,-,3.85,,Ariadne Aust,,0.26,,0.25,0.26,0.26,0.26,-0.96,0.37,0.205
ALL,8236.56,130.151,92.336,2.422,0.07,64.9,-31.3,-,4.5,-,0.99,,Aristocrat Leisure,,4.54,7,4.52,4.55,4.54,4.40,0.61,5.75,3.24
AEM,4251.66,70.899,38.241,0.005,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.014,,0.012,0.014,0.014,0.012,-0.96,0.025,0.005
AKW,22.833,4.469,2.756,0.008,0.25,0.8,21.65,0.9,-,-,-,,Arturus Capital,,0.195,2.5,0.17,0.19,0.195,0.17,13.75,0.30,0.07
APH,361.667,8.737,2.953,0.08,0.06,5.3,3.7,8.6,-,-,-,,Ascent Pharmahealth,,0.32,,0.32,0.335,0.335,0.32,-0.96,0.345,0.12
AIO,45564.2,927.767,529.439,5.413,0.10,18.5,-41.9,-,-,-,-,,Asciano Grp stp,,1.85,-1,1.85,1.855,1.915,1.845,-1.49,1.94,0.857
AFA,1107.49,12.59,1.24,0.056,0.02,9.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.18,,0.18,0.195,0.195,0.18,-0.96,0.43,0.065
ASZ,1378.04,22.266,11.966,0.194,0.06,22.8,9.43,14.5,6,1.57,4.38,f,ASG Grp Ltd,,1.37,1,1.36,1.375,1.38,1.31,-0.22,1.38,0.545
AJJ,12.396,0.215,0.48,0.015,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.08,-2,0.081,0.099,0.099,0.08,-20.96,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-0.96,0.002,0.001
AUF,121.152,2.327,0.413,0.107,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.05,2,1.00,1.05,1.05,1.03,0.99,1.06,0.77
AKF,-,0.481,1.33,0.014,0.34,0.6,3.2,6.6,1.3,2.46,6.19,,ASK Funding Ltd,,0.21,,0.21,0.23,0.21,0.21,-0.96,0.37,0.15
APZ,2960.78,98.713,70.67,0.29,0.68,0.7,-3.37,-,4.19,-,8.38,,Aspen Grp stp,,0.50,-0.5,0.495,0.50,0.505,0.49,-1.95,0.575,0.27
ASP,-,0.382,-,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,,0.125,0.14,0.14,0.14,-0.96,0.271,0.11
AIR,22.5,0.791,-,0.02,0.38,2.2,8.23,10.3,-,-,-,,Astivita Renewables,,0.85,-5,0.85,0.90,0.90,0.85,-6.51,1.15,0.75
AKR,0.954,0.494,15.351,0.014,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.66,,0.66,0.695,0.66,0.66,-0.96,0.90,0.008
AJA,4277.75,102.877,169.015,0.191,0.76,0.5,-36.49,-,8.5,-,22.67,,Astro Jap Prop stp,,0.375,-0.5,0.375,0.38,0.38,0.365,-2.27,0.515,0.275
ATR,31.846,0.747,0.345,0.12,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.84,-8,1.84,1.90,1.86,1.80,-5.12,2.70,1.55
ASX,3561.6,57.931,51.704,5.914,3.19,10.7,180.6,18.9,163.6,1.10,4.80,f,ASX Ltd,,34.07,18,34.07,34.09,34.46,33.46,-0.42,37.90,30.50
ACG,-,2.162,5.288,0.015,0.04,3.8,-3.06,-,-,-,-,,Atcor Medical,,0.15,,0.135,0.15,0.15,0.15,-0.96,0.24,0.13
ATI,61532.2,183.766,27.742,0.047,0.01,3.8,-0.12,-,-,-,-,,Atlantic Ltd,,0.038,0.7,0.037,0.038,0.041,0.029,21.63,0.048,0.006
ATIO,12719.4,63.951,-,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.028,0.8,0.027,0.028,0.029,0.02,39.04,0.039,0.003
ATP,93.036,4.715,2.528,0.015,0.13,0.9,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.12,1,0.12,0.13,0.125,0.12,8.14,0.16,0.085
AIA,1225.54,22.642,13.094,1.998,1.22,1.3,5.63,27.1,6.68,0.84,4.38,,Auckland Airport,,1.525,-1.5,1.525,1.54,1.53,1.50,-1.93,1.654,1.171
AIB,16.165,0.294,0.037,0.015,1.21,1.0,-5.76,-,54,-,44.63,,Aurora Global Tr unt,,1.21,9.5,1.135,1.21,1.21,1.115,7.57,7.50,0.977
AUP,-,0.133,0.059,0.018,5.24,1.0,-,-,-,-,-,,Aurora Prop unt,,5.01,,5.10,5.20,5.01,5.01,-0.96,5.40,4.35
ABW,35.932,0.227,0.032,0.009,1.13,1.1,-30.42,-,23,-,18.85,,Aurora SAE ord unt,,1.22,,1.215,1.225,1.235,1.22,-0.96,7.35,0.867
AOD,130.991,3.236,5.91,0.045,1.05,1.0,-4.69,-,4,-,3.92,,Aurora Sandringham ,,1.02,-1,1.02,1.03,1.035,1.02,-1.93,1.12,1.005
AQF,-,0.276,-,0.035,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.72,,1.72,-,1.72,1.72,-0.96,1.72,1.62
ASL,1996.26,26.761,17.936,0.48,1.60,1.4,20.62,11.2,11,1.87,4.78,f,Ausdrill Ltd,,2.30,14,2.29,2.30,2.34,2.20,5.53,2.34,0.82
ASLNA,-,-,-,-,-,-,-,-,-,-,-,,  new,,-,,2.05,2.25,-,-,-,-,-
AAX,1020.7,36.237,38.898,0.537,0.62,7.1,19,23.2,9.5,2.00,2.16,f,Ausenco Ltd,,4.40,6,4.37,4.41,4.45,4.30,0.43,5.95,2.82
AAC,4743.99,38.539,30.676,0.373,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.41,1,1.385,1.41,1.45,1.39,-0.24,1.95,1.18
AAK,2181.28,30.366,31.78,0.021,0.02,0.3,0.32,1.9,-,-,-,,Aust China Hldgs,,0.006,,0.006,0.007,0.007,0.006,-0.96,0.016,0.002
AAKO,2000,21.675,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,0.001,0.002,0.001,0.001,-0.96,0.005,0.001
AEU,293.053,6.913,11.077,0.07,1.29,0.4,9.4,5.5,1.75,5.37,3.40,,Aust Education unt,,0.515,-3,0.515,0.52,0.54,0.51,-6.46,0.60,0.19
AYF,0.75,0.085,0.052,0.022,7.50,0.9,1,645.0,55,0.02,8.53,p,Aust Enhanced unt,,6.45,-4,6.35,6.49,6.49,6.45,-1.57,6.53,5.00
AEF,0.393,0.009,0.004,0.026,8.11,3.2,139,18.7,182,0.76,7.00,f,Aust Ethical,,26.00,50,21.00,26.00,26.00,25.50,1.01,37.00,18.80
AFI,1138.84,20.59,18.821,5.064,4.76,1.1,8.93,57.3,21,0.43,4.10,f,Aust Foundation,,5.12,12,5.10,5.12,5.12,5.02,1.44,5.41,4.14
AIX,4968.56,117.12,59.081,1.148,2.62,0.8,19.37,10.3,10,1.94,5.03,p,Aust Infra unt,,1.99,-1,1.98,2.01,2.04,1.975,-1.46,2.05,1.18
ALF,134.109,2.975,3.419,0.082,1.51,0.8,53.65,2.3,7,7.66,5.60,f,Aust Leaders,,1.25,-0.5,1.25,1.26,1.26,1.25,-1.35,1.265,0.695
ALFO,460.372,6.315,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.04,,0.037,0.041,0.04,0.037,-0.96,0.10,0.031
API,3787.53,46.648,9.467,0.293,0.84,0.7,5.9,10.2,2,2.95,3.33,f,Aust Pharmaceutical,,0.60,,0.60,0.61,0.62,0.60,-0.96,0.939,0.38
APK,2.633,3.28,0.697,0.045,-,-,-3.1,-,-,-,-,,Aust Power,,0.44,,0.44,0.46,0.44,0.44,-0.96,0.45,0.12
AUI,13.935,0.317,0.303,0.767,7.10,1.1,18.7,40.2,25,0.75,3.33,f,Aust United Invest,,7.51,3,7.51,7.60,7.60,7.46,-0.55,7.90,5.11
AVG,947.966,8.624,3.823,0.034,0.98,0.3,11.2,2.4,-,-,-,,Aust Vintage Ltd,,0.265,-0.5,0.26,0.27,0.28,0.21,-2.81,0.49,0.125
ASB,766.501,14.211,9.464,0.457,1.30,1.9,4.35,55.9,6,0.72,2.47,,Austal Ltd,,2.43,-3,2.41,2.47,2.52,2.40,-2.17,3.12,2.18
AUN,13024.1,179.566,164.772,1.512,-0.31,-,4.7,25.5,-,-,-,,Austar United,,1.20,1.5,1.19,1.20,1.215,1.18,0.31,1.465,0.67
AUB,55.051,2.699,5.744,0.262,0.92,5.5,32.49,15.5,21,1.55,4.16,f,Austbrokers Hldgs,,5.05,-1,4.98,5.05,5.12,4.95,-1.15,5.65,3.46
AEO,958.813,26.787,6.199,0.612,-0.57,-,11.98,14.8,9.1,1.32,5.13,f,Austereo Grp Ltd,,1.775,1.5,1.75,1.79,1.79,1.715,-0.10,1.79,1.15
ANG,443.292,9.399,4.625,0.238,0.52,6.6,26.32,13.1,8.5,3.10,2.47,f,Austin Engineer,,3.44,19,3.41,3.44,3.50,3.24,4.89,3.50,1.125
ACK,54,1.186,0.551,0.034,0.24,1.1,-6.58,-,-,-,-,,Austock Grp Ltd,,0.255,2.5,0.24,0.265,0.255,0.23,9.91,0.33,0.20
AYX,-,0.049,0.005,0.012,0.24,4.2,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.00,,1.00,1.19,1.00,1.00,-0.96,1.25,0.75
ALZ,23776.9,268.056,134.382,1.63,0.68,0.8,-13.4,-,5,-,8.85,,Australand Prop stp,,0.565,5,0.56,0.565,0.565,0.52,8.75,0.585,0.298
AIY,-,0.537,-,0.003,0.03,1.3,0.05,80.0,-,-,-,,Authorised Invest,,0.04,,0.05,0.066,0.04,0.04,-0.96,0.04,0.008
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.01,-,0.016,0.016,-0.96,0.016,0.01
ATJ,408,9.67,0.232,0.006,0.02,2.0,-4.29,-,-,-,-,,Auto Tech Ltd,,0.041,-0.9,0.044,0.051,0.05,0.041,-18.96,0.151,0.028
ATJO,121.6,0.172,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.01,-,0.01,0.01,-0.96,0.01,0.01
AIE,3.333,2.753,2.385,0.004,0.05,1.3,2.09,3.2,-,-,-,,Autodom Ltd,,0.067,0.1,0.07,0.098,0.067,0.067,0.56,0.11,0.02
AHE,1975.54,17.297,15.491,0.598,0.75,3.5,28.14,9.4,17,1.66,6.42,f,Automotive Hldgs,,2.65,5,2.64,2.70,2.70,2.53,0.97,2.74,1.05
AVX,8535.96,240.509,77.085,0.123,0.04,3.6,-4.17,-,-,-,-,,Avexa Ltd,,0.145,-0.5,0.14,0.145,0.15,0.135,-4.29,0.235,0.077
AVH,565.42,10.772,4.855,0.014,0.05,2.7,-3.66,-,-,-,-,,Avita Medical Ltd,,0.135,,0.135,0.145,0.14,0.13,-0.96,0.275,0.07
AVJ,230.332,2.657,3.336,0.133,1.06,0.5,0.09,538.9,-,-,-,,AVJennings,,0.485,1.5,0.47,0.485,0.485,0.47,2.24,0.63,0.24
AWB,35961.7,401.937,123.652,0.883,1.81,0.6,18.5,5.8,-,-,-,,AWB Ltd,,1.08,13,1.07,1.09,1.095,0.955,12.73,1.337,0.791
AWL,350,56.577,9.613,0.007,-,-,-0.2,-,-,-,-,,AWH Corp Ltd,,0.006,-0.1,0.006,0.007,0.007,0.006,-15.24,0.011,0.003
