ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4890.1 at 16:38 19/3/2010  Report at 19:08 Friday 19/3/2010. Processed 20:09 Friday 19/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
APA,9661.53,53.51,41.243,1.71,-,-,25,13.4,31.75,0.79,9.45,,APA Grp stp,,3.36,-9,3.35,3.39,3.49,3.31,-3.82,3.68,2.60
AEZ,2764.38,34.912,78.663,0.027,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stp,,0.049,-0.1,0.047,0.049,0.051,0.046,-3.21,0.115,0.037
APN,8792.14,64.557,44.993,1.381,-0.78,-,16.7,13.9,4,4.17,1.72,f,APN News & Media,,2.32,-1,2.30,2.33,2.36,2.27,-1.64,2.61,1.09
APD,527.03,2.827,9.12,0.037,0.21,1.2,-17.88,-,1.25,-,4.90,f,APN Prop Grp,,0.255,-1.5,0.25,0.265,0.29,0.24,-6.77,0.41,0.14
AOP,592.872,49.85,-,0.004,-,-,0.18,4.4,-,-,-,,Apollo Cons,,0.008,,0.008,0.009,0.008,0.008,-1.21,0.04,0.007
AQL,5.72,7.203,1.832,0.004,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.013,,0.01,0.013,0.013,0.013,-1.21,0.018,0.008
APB,481.4,7.154,3.398,0.01,0.12,0.2,-7.66,-,-,-,-,,Arafura Pearls,,0.019,-0.3,0.021,0.022,0.022,0.019,-14.85,0.058,0.019
ARP,1421.15,6.696,1.176,0.402,1.22,4.5,40.44,13.7,17.5,2.31,3.15,f,ARB Corp,,5.55,1,5.54,5.55,5.60,5.19,-1.03,5.70,2.535
AAD,5554.51,43.497,22.382,0.422,1.10,1.3,2.73,50.4,14.3,0.19,10.40,,Ardent Leisure stp,,1.375,1.5,1.355,1.375,1.38,1.325,-0.11,1.845,0.94
ARG,724.84,7.588,8.042,3.767,6.26,1.0,-11.1,-,25,-,3.90,f,Argo Invest,,6.41,-2,6.41,6.42,6.49,6.36,-1.52,7.05,4.97
ASV,143.243,1.152,0.902,0.014,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.20,-2,0.20,0.22,0.215,0.20,-10.30,1.098,0.006
ARA,309.575,4.943,0.569,0.051,0.32,0.8,-2.46,-,1,-,4.00,,Ariadne Aust,,0.25,,0.24,0.25,0.25,0.24,-1.21,0.37,0.205
ALL,12306,108.329,68.227,2.31,0.07,61.9,-31.3,-,4.5,-,1.04,,Aristocrat Leisure,,4.33,-12,4.33,4.35,4.49,4.19,-3.91,5.75,3.24
AEM,2960,53.981,31.673,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.012,,0.011,0.012,0.013,0.012,-1.21,0.025,0.005
AKW,121.724,2.544,1.817,0.008,0.25,0.8,21.65,0.9,-,-,-,,Arturus Capital,,0.20,3,0.17,0.20,0.21,0.17,16.43,0.30,0.07
APH,1664.6,7.475,2.587,0.08,0.06,5.3,3.7,8.6,-,-,-,,Ascent Pharmahealth,,0.32,5,0.32,0.325,0.345,0.27,17.31,0.345,0.12
AIO,89585.9,764.043,376.115,5.472,0.10,18.7,-41.9,-,-,-,-,,Asciano Grp stp,,1.87,2,1.865,1.89,1.935,1.835,-0.13,1.94,0.576
AFA,700.69,11.143,0.925,0.048,0.02,7.8,-1.19,-,-,-,-,,ASF Grp Ltd,,0.155,-2.5,0.15,0.16,0.18,0.15,-15.10,0.43,0.06
ASZ,1774.52,18.663,9.89,0.186,0.06,21.9,9.43,13.9,6,1.57,4.56,f,ASG Grp Ltd,,1.315,5,1.315,1.35,1.38,1.30,2.74,1.38,0.475
AJJ,-,0.142,0.48,0.019,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.10,,0.025,0.075,0.10,0.10,-1.21,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-1.21,0.002,0.001
AUF,395.1,1.755,0.413,0.1,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.03,2,1.03,1.05,1.03,1.01,0.77,1.06,0.77
AKF,-,0.476,0.923,0.015,0.34,0.7,3.2,7.2,1.3,2.46,5.65,,ASK Funding Ltd,,0.23,,0.21,0.25,0.23,0.23,-1.21,0.37,0.125
APZ,8570.31,78.668,46.789,0.29,0.68,0.7,-3.37,-,4.19,-,8.38,,Aspen Grp stp,,0.50,0.5,0.50,0.505,0.51,0.49,-0.20,0.575,0.27
ASP,33.506,0.347,-,0.028,-0.03,-,0.88,13.6,-,-,-,,Aspermont Ltd,,0.12,-3,0.115,0.15,0.12,0.12,-21.21,0.271,0.11
AIR,101.392,0.717,-,0.021,0.38,2.4,8.23,10.9,-,-,-,,Astivita Renewables,,0.90,,0.85,0.98,0.94,0.85,-1.21,1.15,0.75
AKR,8.449,0.459,13.814,0.014,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.66,-1,0.66,0.69,0.68,0.66,-2.71,0.90,0.008
AJA,6493.38,88.128,123.537,0.203,0.76,0.5,-36.49,-,8.5,-,21.25,,Astro Jap Prop stp,,0.40,-1,0.40,0.405,0.41,0.385,-3.65,0.515,0.23
ATR,19.482,0.68,0.155,0.122,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.86,-2,1.88,2.04,2.04,1.86,-2.28,2.70,1.55
ASX,5479.16,45.707,42.158,6.196,3.19,11.3,180.6,19.9,163.6,1.10,4.55,f,ASX Ltd,,35.96,-10,35.95,36.03,36.81,35.38,-1.49,37.90,28.80
ACG,146.035,1.346,2.084,0.015,0.04,3.8,-3.06,-,-,-,-,,Atcor Medical,,0.15,,0.145,0.15,0.15,0.13,-1.21,0.24,0.13
ATI,7858.51,98.058,21.08,0.037,0.01,3.0,-0.12,-,-,-,-,,Atlantic Ltd,,0.03,0.1,0.028,0.031,0.03,0.027,2.24,0.048,0.006
ATIO,2300,40.756,-,0.005,-,-,-,-,-,-,-,,  opt dec11,,0.018,0.1,0.018,0.019,0.018,0.017,4.67,0.039,0.003
ATP,238.576,4.265,1.471,0.016,0.13,1.0,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.125,,0.125,0.13,0.13,0.125,-1.21,0.16,0.082
AIA,1939.68,20.096,9.628,1.954,1.22,1.2,5.63,26.6,6.68,0.84,4.45,,Auckland Airport,,1.50,2,1.49,1.60,1.50,1.45,0.14,1.654,1.171
AIB,109.2,0.257,0.036,0.014,1.21,0.9,-5.76,-,51.5,-,45.37,,Aurora Global Tr unt,,1.135,,1.135,1.25,1.135,1.135,-1.21,7.50,0.977
AUP,0.7,0.1,0.039,0.019,5.24,1.0,-,-,-,-,-,,Aurora Prop unt,,5.15,15,5.17,5.20,5.15,5.00,1.79,5.40,4.35
ABW,9.787,0.177,0.028,0.009,1.13,1.1,-30.42,-,20.5,-,16.60,,Aurora SAE ord unt,,1.235,1,1.24,1.25,1.235,1.225,-0.40,7.35,0.867
AOD,431.255,2.626,4.362,0.047,1.05,1.0,-4.69,-,4,-,3.81,f,Aurora Sandringham ,,1.05,0.5,1.045,1.05,1.055,1.035,-0.73,1.125,1.005
AQF,10.969,0.263,-,0.031,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.70,5,1.72,-,1.70,1.68,1.82,1.70,1.62
ASL,3051.25,21.609,7.175,0.474,1.60,1.4,20.62,11.0,11,1.87,4.85,f,Ausdrill Ltd,,2.27,7,2.15,2.28,2.27,2.11,1.97,2.27,0.68
AAX,2932.75,29.811,25.995,0.51,0.62,6.7,19,22.0,9.5,2.00,2.27,f,Ausenco Ltd,,4.18,28,4.12,4.18,4.18,3.93,5.97,5.95,2.43
AAC,2973.84,28.905,26.291,0.369,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.395,-0.5,1.37,1.40,1.405,1.375,-1.57,1.95,1.18
AAK,2000,21.189,16.33,0.021,0.02,0.3,0.32,1.9,-,-,-,,Aust China Hldgs,,0.006,,0.006,0.007,0.006,0.006,-1.21,0.016,0.002
AAKO,14075,16.25,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,0.001,0.002,0.001,0.001,-1.21,0.005,0.001
AEU,690.01,6.03,8.379,0.077,1.29,0.4,9.4,6.1,4,2.35,7.02,,Aust Education unt,,0.57,4,0.575,0.59,0.60,0.52,6.33,0.60,0.155
AYF,11.2,0.078,0.034,0.022,7.50,0.9,1,649.0,55,0.02,8.47,p,Aust Enhanced unt,,6.49,14,6.38,6.52,6.49,6.36,0.99,6.49,5.00
AEF,0.957,0.007,0.002,0.026,8.11,3.3,139,19.1,182,0.76,6.87,f,Aust Ethical,,26.50,-1,26.50,27.00,26.51,26.50,-1.25,37.00,17.50
AFI,1524.04,16.497,14.851,4.995,4.76,1.1,8.93,56.6,21,0.43,4.16,f,Aust Foundation,,5.05,-2,5.04,5.07,5.14,5.01,-1.61,5.41,4.00
AIX,8452.65,96.584,46.15,1.13,2.62,0.7,19.37,10.1,10,1.94,5.10,p,Aust Infra unt,,1.96,7.5,1.93,1.96,1.975,1.87,2.77,2.01,1.18
ALF,53.215,1.869,1.899,0.079,1.51,0.8,53.65,2.2,7,7.66,5.83,f,Aust Leaders,,1.20,-0.5,1.195,1.20,1.205,1.195,-1.63,1.265,0.605
ALFO,313.989,5.156,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.041,-0.6,0.041,0.045,0.047,0.04,-13.98,0.10,0.035
API,1927.75,39.434,4.839,0.278,0.84,0.7,5.9,9.7,2,2.95,3.51,f,Aust Pharmaceutical,,0.57,2,0.545,0.57,0.57,0.53,2.42,0.939,0.312
APK,85.82,3.099,0.546,0.042,-,-,-3.1,-,-,-,-,,Aust Power,,0.41,1,0.40,0.41,0.41,0.38,1.29,0.45,0.12
AUI,15.037,0.203,0.253,0.71,7.10,1.0,18.7,38.2,25,0.75,3.50,f,Aust United Invest,,7.15,-5,7.17,7.30,7.50,7.15,-1.91,7.90,4.70
AVG,1025.36,7.121,2.756,0.038,0.98,0.3,11.2,2.6,-,-,-,,Aust Vintage Ltd,,0.295,-1,0.29,0.295,0.305,0.27,-4.49,0.49,0.125
ASB,561.14,12.521,5.507,0.466,1.30,1.9,4.35,57.0,6,0.72,2.42,,Austal Ltd,,2.48,-3,2.48,2.54,2.59,2.46,-2.41,3.12,1.49
AUN,17235.2,135.607,110.692,1.509,-0.31,-,4.7,25.6,-,-,-,,Austar United,,1.205,4.5,1.18,1.205,1.22,1.155,2.67,1.465,0.65
AUB,62.036,2.129,1.619,0.252,0.92,5.3,32.49,15.0,21,1.55,4.32,f,Austbrokers Hldgs,,4.86,-1,4.83,4.87,4.87,4.73,-1.42,5.65,3.45
AEO,4506.09,23.964,4.321,0.559,-0.57,-,11.98,13.5,9.1,1.32,5.62,f,Austereo Grp Ltd,,1.62,-8.5,1.53,1.70,1.71,1.555,-6.20,1.785,1.10
ANG,612.13,8.244,3.575,0.22,0.52,6.1,26.32,12.1,8.5,3.10,2.67,f,Austin Engineer,,3.18,13,3.13,3.18,3.20,3.03,3.05,3.47,0.93
ACK,15.69,0.87,0.432,0.037,0.24,1.2,-6.58,-,-,-,-,,Austock Grp Ltd,,0.28,,0.27,0.28,0.30,0.28,-1.21,0.35,0.20
AYX,-,0.031,-,0.006,0.24,5.0,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.20,,1.05,1.20,1.20,1.20,-1.21,1.25,0.75
ALZ,30588.2,223.392,90.804,1.485,0.68,0.8,-13.4,-,8,-,15.53,,Australand Prop stp,,0.515,0.5,0.515,0.525,0.53,0.505,-0.23,0.585,0.216
AIY,-,0.078,-,0.001,0.03,0.4,0.05,26.0,-,-,-,,Authorised Invest,,0.013,,0.014,-,0.013,0.013,-1.21,0.034,0.008
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,0.01,-,-,-,-,-
AIYOA,-,-,-,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,0.001,0.01,0.01,-1.21,0.01,0.01
ATJ,2303.11,8.353,0.04,0.008,0.02,2.6,-4.29,-,-,-,-,,Auto Tech Ltd,,0.052,0.1,0.035,0.054,0.065,0.049,0.75,0.151,0.028
ATJO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun11,,-,,0.005,-,-,-,-,-,-
AIE,151.315,2.726,1.779,0.005,0.05,1.9,2.09,4.5,-,-,-,,Autodom Ltd,,0.095,1,0.076,0.098,0.095,0.085,10.55,0.11,0.02
AHE,1168.59,13.538,10.606,0.573,0.75,3.4,28.14,9.0,17,1.66,6.69,f,Automotive Hldgs,,2.54,14,2.40,2.60,2.54,2.27,4.62,2.60,0.60
AAT,-,0.437,0.036,0.01,-,-,-1.63,-,-,-,-,,Autron Corp,,0.013,,-,-,0.013,0.013,-1.21,0.025,0.01
AVX,31896.5,203.694,53.615,0.114,0.04,3.4,-4.17,-,-,-,-,,Avexa Ltd,,0.135,0.5,0.135,0.14,0.16,0.13,2.63,0.235,0.075
AVH,463.459,8.148,4.083,0.014,0.05,2.7,-3.66,-,-,-,-,,Avita Medical Ltd,,0.135,,0.135,0.14,0.14,0.13,-1.21,0.275,0.068
AVJ,114.667,1.648,2.54,0.129,1.06,0.4,0.09,522.2,-,-,-,,AVJennings,,0.47,-1.5,0.47,0.48,0.485,0.47,-4.31,0.63,0.23
AWB,72502.7,300.745,96.23,0.772,1.81,0.5,18.5,5.1,5,3.70,5.29,,AWB Ltd,,0.945,-11.5,0.945,0.95,1.075,0.92,-12.06,1.337,0.791
AWL,6723.5,48.465,8.301,0.008,-,-,-0.2,-,-,-,-,,AWH Corp Ltd,,0.007,,0.007,0.008,0.008,0.007,-1.21,0.011,0.003
AXA,24724.2,318.767,168.458,13.002,1.12,5.6,34.89,18.0,18.5,1.89,2.94,p,AXA Asia Pacific,,6.29,-2,6.28,6.30,6.33,6.20,-1.53,6.72,3.25
AXI,1241,5.73,19.593,0.012,0.04,0.7,-3.74,-,-,-,-,,Axiom Prop,,0.028,,0.025,0.028,0.028,0.025,-1.21,0.08,0.025
BOQ,3277.35,31.778,20.831,2.453,6.62,1.7,75.9,15.1,52,1.46,4.53,f,Bank of Qld,,11.49,17,11.39,11.49,11.53,11.23,0.29,13.49,7.384
BBX,-,0.229,-,-,0.06,0.2,19.48,0.1,-,-,-,,BBX Hldgs,,0.01,,0.006,0.04,0.01,0.01,-1.21,0.02,0.01
