ANM,314.56,23.636,20.829,0.012,0.01,5.5,-3.07,-,-,-,-,,Advanced Magnesium,,0.055,-0.4,0.055,0.059,0.059,0.055,-4.47,0.124,0.013
ASW,109.75,1.572,2.236,0.009,0.09,2.6,2.1,11.2,2,1.05,8.51,f,Advanced Share,,0.235,-4.5,0.235,0.25,0.29,0.235,-13.77,0.29,0.15
AEI,256.405,3.883,5.999,0.016,0.01,16.0,-2.31,-,-,-,-,,Aeris Environmental,,0.16,2.5,0.15,0.17,0.16,0.135,20.82,0.185,0.05
AVE,99.523,17.432,20.13,0.18,2.07,0.7,-9.7,-,4,-,2.84,,Aevum Ltd,,1.41,2.5,1.34,1.415,1.445,1.38,4.11,1.645,0.545
AFT,800,309.023,1786.68,0.006,-,-,-0.03,-,-,-,-,,AFT Corp,,0.001,,0.001,0.001,0.001,0.001,2.31,0.001,0.001
AGK,5850.11,297.91,322.258,6.091,6.00,2.3,358,3.8,54,6.63,3.97,f,AGL Energy Ltd,,13.61,-24,13.60,13.64,13.88,13.57,0.57,15.82,12.14
AGJ,0.061,1.04,0.194,0.013,0.38,0.4,-3.63,-,2.42,-,16.13,,Agricultural Land unt,,0.15,-2,0.155,0.165,0.17,0.15,-9.46,0.28,0.13
AHC,30,0.09,0.041,0.013,3.31,0.7,17.79,13.2,5,3.56,2.13,,AHC Ltd,,2.35,20,-,2.35,2.35,2.15,11.61,2.45,1.295
AGI,236.405,8.316,35.032,0.038,0.02,6.8,-4.45,-,-,-,-,,Ainsworth Game Tech,,0.135,0.5,0.13,0.14,0.14,0.13,6.15,0.15,0.04
AIZ,30.256,14.358,51.075,1.073,1.18,0.8,1.61,62.1,5.22,0.31,5.22,,Air New Zealand fpo nz,,1.00,2,0.99,1.00,1.03,0.99,4.35,1.06,0.55
AIG,-,0.181,0.016,0.001,-0.07,-,-5.34,-,-,-,-,,Aircruising Aust,,0.10,,0.032,0.11,0.10,0.10,2.31,0.21,0.098
AJL,1156.94,53.408,34.873,0.306,2.11,2.2,249.7,1.9,10.5,23.78,2.24,f,AJ Lucas Grp,,4.69,-31,4.68,4.75,5.02,4.60,-3.89,5.60,2.03
ACL,1056.74,59.35,31.281,0.085,0.03,17.5,-5.2,-,-,-,-,,Alchemia Ltd,,0.525,-5,0.525,0.54,0.58,0.50,-6.39,0.60,0.095
AAI,0.065,-,-,40.703,-,-,-12.99,-,51.82,-,1.10,,Alcoa Inc cdi,,47.00,-3,-,47.00,47.03,47.00,2.24,47.03,46.00
LEP,997.752,27.17,21.377,0.324,3.08,0.7,31.51,6.8,30,1.05,14.02,,ALE Prop Grp stpld,,2.14,9,2.14,2.16,2.18,2.05,6.70,2.506,1.416
ALS,1353,87.662,63.488,0.419,0.49,9.1,-13.94,-,7,-,1.56,f,Alesco Corp,,4.48,-36,4.42,4.50,4.80,4.30,-5.13,6.30,0.60
ABQ,952.075,28.758,16.929,0.026,0.05,3.1,2.8,5.5,0.5,5.60,3.23,f,Allied Brands Ltd,,0.155,-0.5,0.155,0.16,0.165,0.155,-0.82,0.385,0.10
ABQO,-,0.045,3.715,-,-,-,-,-,-,-,-,, opt dec10,,0.001,,0.005,0.10,0.001,0.001,2.31,0.09,0.001
AMA,3263.45,36.619,20.317,0.011,-0.23,-,-43.5,-,2.1,-,29.58,,Allomak Ltd,,0.071,2.1,-,-,0.078,0.048,44.31,0.295,0.017
AEA,135,1.805,5.023,0.001,-,-,-3.08,-,-,-,-,,Altera Res Ltd,,0.06,-1,0.034,0.06,0.07,0.06,-11.98,0.13,0.015
AIQ,618.878,8.816,-,0.131,1.49,0.7,-33.96,-,47,-,47.00,,Alternative Invest unt,,1.00,-0.5,0.965,1.03,1.035,1.00,1.81,1.45,0.575
ALU,111.017,4.996,3.119,0.028,0.12,2.6,-0.47,-,2,-,6.35,,Altium Ltd,,0.315,,0.315,0.34,0.345,0.315,2.31,0.70,0.30
AHD,177.23,7.165,5.764,0.664,4.48,1.1,53.5,9.6,32,1.67,6.21,f,Amalgamated Hldgs,,5.15,-13,4.86,5.24,5.49,4.83,-0.16,5.94,3.81
AMO,18.1,0.516,1.707,0.015,0.57,0.8,5.9,8.1,3.5,1.69,7.29,f,Ambertech Ltd,,0.48,,0.48,0.51,0.48,0.48,2.31,0.585,0.32
AMB,77.223,2.706,16.552,0.02,0.13,2.3,-52.3,-,1.5,-,5.00,,Ambition Grp Ltd,,0.30,-2,0.30,0.33,0.33,0.30,-3.94,0.38,0.096
AMH,320.636,9.188,11.128,0.119,0.69,1.0,2.63,25.3,2,1.31,3.01,f,Amcil Ltd,,0.665,-2.5,0.67,0.675,0.70,0.66,-1.32,0.70,0.43
AMM,3458.13,148.931,199.57,0.116,0.18,1.2,2.25,9.6,0.8,2.81,3.72,f,Amcom Telecomm,,0.215,1.5,0.225,0.21,0.215,0.195,9.81,0.215,0.096
AMMO,6651.39,105.823,58.549,0.008,-,-,-,-,-,-,-,, opt dec09,,0.029,0.6,0.029,0.036,0.029,0.022,28.39,0.029,0.002
AMC,22779,841.867,722.586,6.604,1.61,3.4,25.3,21.4,34,0.74,6.28,,Amcor Ltd,,5.41,-19,5.39,5.42,5.58,5.35,-1.09,6.082,3.50
AEC,127.776,6.37,2.827,0.089,0.77,3.2,27.1,9.1,16,1.69,6.50,f,Ammtec Ltd,,2.46,-21,2.43,2.46,2.66,2.42,-5.56,4.17,1.30
AGF,871.735,49.212,55.506,0.333,1.17,0.9,4.35,24.1,3.9,1.12,3.71,,AMP Capital China unt,,1.05,-2.5,1.05,1.06,1.085,1.05,-0.02,1.265,0.61
AMP,43100.7,1415.93,1550.86,12.483,0.67,9.2,29.6,20.8,30,0.99,4.88,p,AMP Ltd,,6.15,-3,6.15,6.20,6.56,6.11,1.82,7.02,3.52
ANQ,253.1,16.022,6.515,0.027,0.02,10.0,-5.6,-,-,-,-,,Anaeco Ltd,,0.20,,0.20,0.215,0.215,0.20,2.31,0.39,0.075
ANQO,-,0.048,0.015,-,-,-,-,-,-,-,-,, opt may10,,0.003,,0.003,-,0.003,0.003,2.31,0.023,0.003
ANQOA,-,0.044,0.005,-,-,-,-,-,-,-,-,, opt may12,,0.004,,0.004,-,0.004,0.004,2.31,0.016,0.001
ALT,795.356,33.755,110.217,0.008,-,-,-0.6,-,-,-,-,,Analytica Ltd,,0.02,,0.016,0.02,0.023,0.02,2.31,0.08,0.018
ANN,5457.58,165.019,156.298,1.364,1.98,5.1,89.2,11.2,28,3.19,2.80,,Ansell Ltd,,10.00,12,9.95,10.08,10.10,9.77,3.52,14.10,7.51
ANO,98,11.95,2.317,0.011,0.03,1.7,0.77,6.5,-,-,-,,Antaria Ltd,,0.05,-0.5,0.05,0.052,0.055,0.05,-6.79,0.065,0.02
ADO,453.5,55.33,-,0.002,0.01,0.9,-1.1,-,-,-,-,,Anteo Diagnostics,,0.009,-0.4,0.009,0.01,0.013,0.009,-28.46,0.015,0.004
ADOOA,-,-,-,-,-,-,-,-,-,-,-,, opt feb11,,-,,-,0.009,-,-,-,-,-
ANP,209.4,20.908,109.309,0.027,0.01,4.8,-0.46,-,-,-,-,,Antisense Therapeutic,,0.048,-0.5,0.048,0.051,0.053,0.048,-7.13,0.056,0.028
ANZ,47942.6,1923.65,2200.41,59.128,10.72,2.2,170.4,13.9,120,1.42,5.08,,ANZ Banking Grp,,23.61,-18,23.61,23.70,24.99,23.29,1.55,24.99,11.83
APE,10.65,0.754,0.832,0.299,8.41,1.2,36.1,27.4,44,0.82,4.44,f,AP Eagers Ltd,,9.90,45,9.90,11.20,10.45,9.45,7.07,10.45,4.45
APP,35,1.596,1.889,-,-,-,-3.7,-,-,-,-,,APA Financial,,0.02,,0.015,0.049,0.02,0.02,2.31,0.081,0.01
APA,3435.75,179.225,188.332,1.557,1.18,2.6,16.2,18.9,31,0.52,10.13,,APA Grp stpld,,3.06,-12,3.05,3.14,3.22,3.04,-1.47,3.41,2.43
AEZ,41549.3,430.224,565.106,0.051,0.33,0.3,-56.84,-,1,-,10.64,,APN European Retail stpld,,0.094,0.3,0.093,0.095,0.115,0.091,5.60,0.20,0.014
APN,9950.59,416.408,152.753,1.232,-1.23,-,-13.1,-,12,-,5.80,,APN News & Media,,2.07,5,2.07,2.14,2.18,1.68,4.78,3.202,0.866
APD,828.537,18.482,33.428,0.041,0.20,1.4,-18.08,-,3,-,10.53,,APN Prop Grp,,0.285,-4.5,0.29,0.32,0.34,0.285,-11.33,0.50,0.09
AQL,1400,9.361,21.1,0.004,-,-,-0.35,-,-,-,-,,Aquacarotene Ltd,,0.016,,0.014,0.019,0.016,0.015,2.31,0.016,0.008
APB,192,13.673,15.67,0.014,0.22,0.3,2,3.0,-,-,-,,Arafura Pearls,,0.06,0.5,0.06,0.061,0.061,0.055,11.40,0.094,0.036
ARP,171.001,8.769,9.288,0.311,1.22,3.8,33.86,13.8,16.5,2.05,3.53,f,ARB Corp,,4.67,-23,4.65,4.67,5.00,4.42,-2.39,5.00,2.55
AAD,6103.34,127.387,52.579,0.429,1.18,1.2,-0.32,-,14.3,-,10.14,,Ardent Leisure Grp stp,,1.41,-3,1.39,1.41,1.475,1.385,0.22,1.65,0.79
ARG,704.592,30.695,26.771,3.881,6.01,1.1,-11.1,-,27,-,4.07,f,Argo Invest,,6.63,-1,6.60,6.63,6.70,6.60,2.15,6.93,4.52
ASV,723.1,14.322,27.88,0.003,-,-,-0.12,-,-,-,-,,Argus Solutions,,0.01,0.2,0.008,0.009,0.01,0.008,27.31,0.017,0.007
ARA,99.377,3.786,12.03,0.056,0.30,0.9,-4.51,-,1,-,3.64,,Ariadne Aust,,0.275,,0.275,0.29,0.28,0.275,2.31,0.337,0.16
ALL,8436.79,404.444,563.682,2.751,0.35,14.8,-0.2,-,14.5,-,2.80,f,Aristocrat Leisure,,5.17,7,5.10,5.18,5.33,4.93,3.68,6.83,3.16
ARJ,18.5,2.086,2.614,0.014,1.08,0.5,8.07,7.1,7.75,1.04,13.48,f,ARK Fund Ltd (The),,0.575,1.5,0.54,0.61,0.575,0.56,4.98,0.80,0.44
AEM,2402,108.91,21.517,0.004,-,-,2.83,0.7,-,-,-,,Artist & Entertain,,0.02,,0.019,0.02,0.023,0.019,2.31,0.05,0.003
APH,96,12.482,3.177,0.052,0.04,5.3,3.1,6.8,0.5,6.20,2.38,,Ascent Pharmahealth,,0.21,-2,0.21,0.23,0.235,0.21,-6.39,0.27,0.12
AIO,77158.2,3480.04,822.815,4.682,-1.41,-,-32.5,-,23,-,14.38,,Asciano Grp stpld,,1.60,-7,1.595,1.60,1.685,1.565,-1.89,2.538,0.32
AFA,552.8,9.142,6.846,0.044,0.01,29.5,-2.61,-,-,-,-,,ASF Grp Ltd,,0.295,-11.5,0.285,0.30,0.40,0.28,-25.74,0.43,0.036
ASZ,1193.27,43.905,20.846,0.124,0.05,18.0,8.52,10.6,5.5,1.55,6.11,f,ASG Grp Ltd,,0.90,-10,0.88,0.90,1.01,0.87,-7.69,1.09,0.33
AJJ,11328.7,14.212,2.49,0.036,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.19,7.3,0.145,0.21,0.19,0.117,65.13,0.50,0.083
AJJO,-,-,-,-,-,-,-,-,-,-,-,, opt sep10,,-,,-,-,-,-,-,-,-
AUF,130.5,2.88,2.414,0.089,0.95,1.1,0.76,132.9,-,-,-,,Asian Masters Fund,,1.01,,1.00,1.045,1.01,1.01,2.31,1.05,0.76
AKF,4.963,5.615,-,0.021,0.35,0.9,5.4,5.8,1.3,4.15,4.13,f,ASK Funding Ltd,,0.315,,0.315,0.325,0.325,0.315,2.31,0.325,0.125
APZ,6556.97,290.727,104.267,0.275,0.68,0.7,-22.53,-,6.17,-,12.99,,Aspen Grp stpld,,0.475,0.5,0.465,0.475,0.495,0.42,3.37,1.033,0.218
ASP,19,0.312,3.484,0.038,-0.06,-,-0.22,-,0.13,-,0.81,,Aspermont Ltd,,0.16,-2,0.16,0.20,0.16,0.16,-8.81,0.365,0.148
AKR,79.705,19.546,20.09,0.015,1.60,0.4,-0.03,-,-,-,-,,Astra Capital Ltd,,0.70,-1,0.62,0.75,0.75,0.70,0.90,1.50,0.50
AJA,9178.93,540.626,212.791,0.229,0.93,0.5,-71.94,-,9,-,20.00,,Astro Jap Prop Tr unt,,0.45,2,0.45,0.455,0.47,0.43,6.96,0.65,0.16
ATR,41.514,1.917,1.305,0.137,0.03,70.0,-3.9,-,10,-,4.76,,Astron Ltd,,2.10,-20,2.11,2.25,2.39,2.08,-6.39,2.70,1.41
ASX,3999.36,167.475,240.079,5.887,2.66,12.9,183.2,18.7,164.9,1.11,4.82,f,ASX Ltd,,34.19,-52,34.15,34.20,35.36,34.11,0.81,37.90,23.52
ACG,5105.37,19.105,14.127,0.016,0.05,3.2,-1.7,-,-,-,-,,Atcor Medical,,0.16,-2,0.16,0.17,0.18,0.155,-8.81,0.24,0.095
ATI,117961,1170.86,69.839,0.036,0.01,3.7,-0.11,-,-,-,-,,Atlantic Ltd,,0.037,0.5,0.036,0.037,0.042,0.033,17.93,0.042,0.005
ATIO,48378.6,449.525,-,0.008,-,-,-,-,-,-,-,, opt dec11,,0.027,0.4,0.027,0.028,0.031,0.023,19.70,0.031,0.003
ATP,621.511,11.529,11.833,0.016,0.20,0.7,-4.39,-,2,-,15.38,,Atlas Southsea Pearl,,0.13,2,0.12,0.13,0.145,0.105,20.49,0.34,0.075
ATW,-,0.927,1.696,0.002,0.01,1.2,-0.12,-,-,-,-,,Atos Wellness,,0.012,,0.011,0.02,0.012,0.012,2.31,0.04,0.01
AIA,6727.32,48.488,71.812,1.923,1.21,1.3,2.74,57.3,5.15,0.53,3.28,,Auckland Airport fpo nz,,1.57,4.5,1.57,1.58,1.57,1.515,5.26,1.69,1.175
ABW,2.431,0.12,0.174,0.009,7.05,1.0,-57.97,-,43,-,6.32,,Aurora Buy-Write ord ,,6.80,35,6.60,-,6.80,6.45,7.73,7.00,4.50
AIB,4.729,0.11,0.033,0.012,8.24,0.9,-13.91,-,106,-,15.12,,Aurora Infrastructur unt,,7.01,1,7.50,-,7.51,7.00,2.45,8.60,7.00
AUP,3.689,0.224,0.21,0.019,5.36,0.9,-,-,-,-,-,,Aurora Prop unt,,5.00,2,5.00,5.40,5.00,4.95,2.71,5.00,4.20
AOD,277.218,18.202,4.131,0.05,1.09,1.0,-6.57,-,5,-,4.52,f,Aurora Sandringham ,,1.105,,1.105,1.115,1.12,1.105,2.31,1.245,1.055
ASL,3066.32,78.904,112.457,0.311,1.73,1.0,23.23,7.7,11,2.11,6.18,f,Ausdrill Ltd,,1.78,-9,1.77,1.825,1.89,1.63,-2.51,1.89,0.675
AAX,2593.15,153.079,53.899,0.653,0.76,7.1,43.94,12.2,18.5,2.38,3.45,f,Ausenco Ltd,,5.36,-39,5.36,5.40,5.94,5.33,-4.48,9.67,1.855
AET,195.314,9.888,2.96,0.013,-,-,-32.9,-,2,-,6.25,,Ausmelt Ltd,,0.32,-2,0.32,0.325,0.34,0.32,-3.58,0.60,0.10
AAC,2428.69,196.12,88.365,0.377,2.55,0.6,-25.7,-,-,-,-,,Aust Agriculture,,1.425,-10,1.405,1.425,1.53,1.385,-4.25,2.60,1.16
AAK,16202,435.282,49.965,0.026,0.06,0.1,0.34,2.6,-,-,-,,Aust China Hldgs,,0.009,0.2,0.008,0.01,0.009,0.006,30.88,0.014,0.002
AAKO,745,21.139,-,0.002,-,-,-,-,-,-,-,, opt dec13,,0.003,,0.003,0.004,0.003,0.003,2.31,0.005,0.001
AEU,1359.47,30.466,66.148,0.053,1.33,0.3,-21.5,-,6.7,-,17.18,,Aust Education unt,,0.39,2.5,0.39,0.41,0.405,0.365,9.15,0.425,0.145
AYF,5.8,0.19,0.292,0.022,6.28,1.0,-157,-,65,-,10.25,p,Aust Enhanced unt,,6.34,14,6.22,6.45,6.34,6.20,4.56,7.35,5.00
AEF,0.455,0.029,0.036,0.033,8.53,3.9,121.6,27.5,147,0.83,4.40,f,Aust Ethical,,33.40,-210,33.40,33.50,35.50,33.40,-3.61,37.00,17.00
AFI,1390.31,55.282,54.348,4.908,4.54,1.1,10.61,46.9,21,0.51,4.22,f,Aust Foundation,,4.98,-5,4.98,5.02,5.06,4.96,1.31,5.23,3.41
AIX,7998.59,316.753,180.701,0.891,3.14,0.5,26.33,5.9,13,2.03,8.41,p,Aust Infra unt,,1.545,-8.5,1.54,1.55,1.655,1.535,-2.91,2.17,0.991
ALF,306.058,11.049,14.604,0.083,1.49,0.8,11.85,10.5,5,2.37,4.03,f,Aust Leaders,,1.24,1.5,1.24,1.25,1.25,1.225,3.53,1.25,0.55
ALFO,1234.75,8.862,-,0.004,-,-,-,-,-,-,-,, opt nov10,,0.06,0.7,0.06,0.062,0.068,0.053,15.51,0.10,0.05
API,678.258,29.078,113.954,0.23,0.84,1.1,5.9,15.2,1,5.90,1.12,,Aust Pharmaceutical,,0.895,3.5,0.83,0.895,0.90,0.82,6.38,0.945,0.35
APK,259.867,6.618,18.156,0.032,-0.08,-,-9.8,-,-,-,-,,Aust Power,,0.32,-2,0.30,0.31,0.34,0.30,-3.58,0.38,0.12
AUI,26.485,0.878,0.676,0.683,6.82,1.0,14,49.6,25,0.56,3.60,f,Aust United Invest,,6.95,7,6.95,7.15,7.10,6.95,3.32,7.30,4.25
AVG,1242.08,47.803,23.295,0.04,0.88,0.4,-96,-,-,-,-,,Aust Vintage Ltd,,0.31,-2,0.30,0.31,0.33,0.295,-3.76,0.775,0.125
AWL,2039.75,54.327,86.298,0.006,-,-,-0.31,-,-,-,-,,Aust Wine,,0.006,0.1,0.004,0.006,0.006,0.005,22.31,0.009,0.002
ASB,1923.02,42.671,61.652,0.48,1.24,2.1,5,51.0,6,0.83,2.35,f,Austal Ltd,,2.55,-2,2.53,2.57,2.73,2.45,1.53,3.12,1.38
AUN,14519.1,469.312,421.175,1.585,-0.33,-,-2.4,-,-,-,-,,Austar United,,1.265,3.5,1.24,1.28,1.275,1.175,5.15,1.37,0.60
AUB,364.753,14.951,12.182,0.241,0.88,5.4,31.7,15.1,20.5,1.55,4.29,f,Austbrokers Hldgs,,4.78,-16,4.78,4.80,4.93,4.75,-0.93,5.00,3.30
AEO,1771.51,56.553,86.345,0.476,-0.01,-,11.98,11.5,9.1,1.32,6.59,f,Austereo Grp Ltd,,1.38,-11.5,1.375,1.38,1.52,1.365,-5.39,1.74,1.02
ANG,1050.42,21.189,18.292,0.15,0.63,3.4,31.39,6.9,8,3.92,3.69,f,Austin Engineer,,2.17,-31,2.17,2.20,2.48,1.98,-10.19,2.50,0.78
ACK,83.678,3.924,14.959,0.04,0.19,1.6,-17.6,-,1,-,3.33,,Austock Grp Ltd,,0.30,-1,0.295,0.30,0.32,0.30,-0.92,0.40,0.15
AYX,-,0.041,0.025,0.005,0.26,3.3,-6.3,-,-,-,-,,Austofix Grp Ltd,,0.85,,0.80,1.00,0.85,0.85,2.31,0.85,0.75
ALZ,13101.5,862.857,364.073,1.529,0.92,0.6,-15.55,-,10,-,18.87,,Australand Prop stpld,,0.53,-1,0.525,0.53,0.545,0.52,0.45,0.56,0.174
AIY,100,1.633,0.68,0.002,0.03,1.1,-0.23,-,-,-,-,,Authorised Invest,,0.033,0.6,0.023,0.033,0.033,0.027,24.53,0.057,0.016
AIYO,-,-,-,-,-,-,-,-,-,-,-,, opt feb13,,-,,-,-,-,-,-,-,-
AIYOA,-,-,0.09,-,-,-,-,-,-,-,-,, opt mar10,,0.01,,-,-,0.01,0.01,2.31,0.01,0.01
ATJ,10,3.575,2.111,0.005,0.01,5.0,-5.55,-,-,-,-,,Auto Tech Ltd,,0.05,,0.046,0.049,0.05,0.05,2.31,0.206,0.028
AIE,93.999,7.548,9.66,0.004,0.12,0.6,2.32,3.0,-,-,-,,Autodom Ltd,,0.07,,0.07,0.08,0.071,0.07,2.31,0.081,0.02
AHE,880.341,40.899,25.761,0.449,0.69,2.9,-,-,14,-,7.04,f,Automotive Hldgs,,1.99,-6,1.96,2.04,2.06,1.935,-0.62,2.09,0.42
AAT,79.021,1.341,2.108,0.015,-,-,-1.63,-,-,-,-,,Autron Corp,,0.02,-0.3,0.013,0.026,0.022,0.02,-10.74,0.03,0.01
AVX,5118.42,362.747,202.685,0.075,0.03,3.7,-7.87,-,-,-,-,,Avexa Ltd,,0.11,-0.5,0.11,0.115,0.12,0.11,-2.04,0.171,0.054
AVH,796.408,38.887,7.841,0.017,0.05,3.4,-5.49,-,-,-,-,,Avita Medical Ltd,,0.17,,0.165,0.17,0.175,0.165,2.31,0.275,0.031
AVJ,365.827,17.114,16.171,0.107,1.04,0.4,-4.68,-,2,-,5.13,,AVJennings,,0.39,-3.5,0.41,0.415,0.425,0.39,-5.93,0.55,0.16
AWB,23988.3,399.345,298.54,0.455,1.81,0.7,18.5,6.9,5,3.70,3.94,,AWB Ltd,,1.27,-5,1.26,1.28,1.325,1.23,-1.48,2.995,0.592
AXA,28141.1,716.512,649.893,8.93,0.96,4.5,-7.39,-,18.5,-,4.28,p,AXA Asia Pacific,,4.32,11,4.31,4.35,4.42,4.11,4.92,5.19,2.52
AXI,1200,46.282,49.664,0.03,0.06,1.2,-2.76,-,-,-,-,,Axiom Prop,,0.07,0.5,0.071,0.074,0.07,0.065,10.00,0.08,0.021
AZU,83.82,1.279,-,0.012,-,-,-,-,-,-,-,,Azurn Int Ltd,,0.095,-0.5,-,-,0.10,0.095,-2.69,0.20,0.095
BBI,43308.2,5483.66,2800.03,0.137,1.84,0.0,-40.69,-,2.5,-,47.17,,Babcock & Br Infr stp,,0.053,-0.2,0.07,0.02,0.057,0.053,-1.33,0.31,0.024
BBP,48060.2,1000.55,1630.77,0.056,-1.48,-,-20.34,-,-,-,-,,Babcock & Br Pwr stp,,0.077,1.2,0.077,0.078,0.092,0.065,20.77,0.145,0.024
BLP,921.154,18.387,40.391,0.02,0.66,0.2,-14.95,-,4.12,-,35.83,,Babcock & Br Res stp,,0.115,0.5,0.105,0.11,0.12,0.105,6.85,0.205,0.041
BOQ,5126.55,133.038,87.646,2.435,5.39,2.1,68.1,17.0,64,1.06,5.54,f,Bank of Qld,,11.55,49,11.55,11.65,12.03,10.90,6.74,14.333,6.228
BBX,-,0.124,1.32,0.002,0.01,2.0,-12.17,-,-,-,-,,BBX Hldgs,,0.02,,-,0.04,0.02,0.02,2.31,0.03,0.01
BEC,5652.04,162.863,130.756,0.023,0.23,0.5,-167.28,-,16.3,-,148.18,,Becton Prop Grp stpld,,0.11,,0.11,0.115,0.115,0.105,2.31,0.565,0.043
BFG,495.324,24.484,13.837,0.225,0.27,3.4,4.9,19.0,4,1.23,4.30,f,Bell Financial Grp,,0.93,-3,0.93,1.00,1.00,0.93,-0.82,1.00,0.37
BET,-,0.065,0.033,0.003,1.77,0.6,0.19,578.9,12.5,0.02,11.36,,Belmont Hldgs,,1.10,,1.21,-,1.10,1.10,2.31,2.00,1.10
