ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4671.9 at 16:47 18/12/2009  Report at 19:06 Friday 18/12/2009. Processed 20:46 Saturday 19/12/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ADA,186.529,6.95,4.33,0.042,0.22,2.3,8.2,6.2,-,-,-,,Adacel Tech,,0.505,-4,0.505,0.52,0.55,0.505,-7.78,0.84,0.325
AAU,8.5,5.179,11.626,0.015,0.08,3.0,0.45,53.3,1,0.45,4.17,,Adcorp Aust,,0.24,-0.5,0.24,0.25,0.245,0.24,-2.48,0.345,0.165
ABC,11855.4,706.215,293.135,1.649,1.15,2.3,20.8,12.5,14,1.49,5.38,f,Adelaide Brighton,,2.60,3,2.59,2.64,2.67,2.52,0.73,3.01,1.445
AYT,195.253,23.245,20.116,0.137,1.81,0.8,12.59,11.0,15.47,0.81,11.21,,Adelaide Managed unt,,1.38,4.5,1.35,1.38,1.38,1.34,2.93,1.76,1.10
ADQ,54.998,4.187,1.451,0.007,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.07,-1,0.07,0.085,0.07,0.07,-12.94,0.142,0.058
ADQN,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-
ADQO,-,-,-,-,-,-,-,-,-,-,-,,  opt mar11,,-,,-,-,-,-,-,-,-
ADL,-,12.556,12.466,0.003,0.01,0.8,-2.68,-,-,-,-,,Admerex Ltd,,0.008,,0.009,0.01,0.008,0.008,-0.44,0.016,0.004
ADG,22.725,0.971,1.945,0.087,2.37,1.5,27.9,12.5,16,1.74,4.60,f,Adtrans Grp,,3.48,,3.53,3.77,3.48,3.40,-0.44,3.48,1.65
ASC,4606.26,114.8,67.696,0.006,0.04,0.3,-0.28,-,-,-,-,,Adultshop Com,,0.01,,0.009,0.01,0.011,0.009,-0.44,0.012,0.003
ASCO,102.228,3.925,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,,0.003,0.006,0.003,0.003,-0.44,0.004,0.002
ABV,3145.01,104.968,57.726,0.023,0.01,3.0,-0.36,-,-,-,-,,Adv Braking Tech,,0.03,,0.03,0.033,0.033,0.03,-0.44,0.038,0.005
AMT,3.332,0.731,1.753,0.011,0.20,2.9,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.585,,0.52,0.585,0.585,0.585,-0.44,0.64,0.28
AES,0.012,1.262,8.386,0.029,0.01,6.4,-0.06,-,-,-,-,,Advanced Energy,,0.064,0.1,0.063,0.064,0.064,0.063,1.15,0.085,0.02
ACE,136,23.862,19.187,0.008,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.057,-0.2,0.057,0.059,0.065,0.057,-3.83,0.093,0.031
ANM,38.114,27.333,28.868,0.011,0.01,5.1,-3.07,-,-,-,-,,Advanced Magnesium,,0.051,-0.4,0.051,0.06,0.058,0.03,-7.71,0.124,0.014
ASW,60,2.549,3.224,0.014,0.09,3.9,2.1,16.7,2,1.05,5.71,f,Advanced Share,,0.35,,0.35,0.395,0.35,0.35,-0.44,0.36,0.15
AEI,25,8.015,6.412,0.01,0.01,10.0,-2.31,-,-,-,-,,Aeris Environmental,,0.10,,0.10,0.115,0.11,0.10,-0.44,0.185,0.05
AVE,573.277,19.832,41.928,0.177,2.07,0.7,-9.7,-,4,-,2.90,,Aevum Ltd,,1.38,0.5,1.38,1.40,1.40,1.35,-0.08,1.67,0.545
AFT,9000,406.265,1800.65,0.006,-,-,-0.03,-,-,-,-,,AFT Corp,,0.001,,-,0.001,0.001,0.001,-0.44,0.001,0.001
AGK,8316.17,372.733,403.388,6.167,6.00,2.3,358,3.8,54,6.63,3.93,f,AGL Energy Ltd,,13.74,11,13.68,13.75,13.93,13.55,0.37,15.79,12.83
AGJ,26.836,1.349,0.283,0.014,0.38,0.4,-3.63,-,2.42,-,15.61,,Agricultural Land unt,,0.155,-1,0.155,0.165,0.165,0.155,-6.50,0.28,0.13
AHC,-,0.205,0.041,0.013,3.31,0.7,17.79,12.6,5,3.56,2.22,,AHC Ltd,,2.25,,2.25,2.45,2.25,2.25,-0.44,2.45,1.295
AGI,128.375,11.208,40.798,0.053,0.02,9.5,-4.45,-,-,-,-,,Ainsworth Game Tech,,0.19,-1,0.19,0.195,0.20,0.19,-5.44,0.22,0.05
AIZ,41.227,15.348,52.133,1.041,1.18,0.8,1.61,60.2,5.22,0.31,5.38,,Air New Zealand fpo nz,,0.97,1,0.93,0.97,0.97,0.92,0.60,1.12,0.55
AIG,-,0.187,0.051,0.001,-0.07,-,-5.34,-,-,-,-,,Aircruising Aust,,0.11,,-,-,0.11,0.11,-0.44,0.12,0.098
AJL,2618.78,66.788,51.115,0.266,2.11,1.9,249.7,1.6,10.5,23.78,2.57,f,AJ Lucas Grp,,4.09,9,4.08,4.16,4.17,3.93,1.81,5.60,2.03
ACL,1336.58,72.383,46.28,0.099,0.03,20.5,-5.2,-,-,-,-,,Alchemia Ltd,*,0.615,-0.5,0.61,0.63,0.65,0.56,-1.25,0.76,0.106
ACLN,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-
AAI,-,0.002,-,38.876,-,-,-251.67,-,31.58,-,0.70,,Alcoa Inc cdi,,44.89,,-,44.90,44.89,44.89,-0.44,47.10,44.00
LEP,515.331,36.099,26.898,0.364,3.08,0.8,31.51,7.6,30,1.05,12.50,,ALE Prop Grp stpld,,2.40,5,2.39,2.40,2.42,2.36,1.69,2.42,1.416
ALS,2290.22,107.814,82.25,0.434,0.49,9.4,-13.94,-,7,-,1.52,f,Alesco Corp,,4.62,12,4.57,4.78,4.75,4.43,2.23,5.91,0.60
ABQ,1719.29,39.242,20.057,0.029,0.05,3.1,2.8,5.5,0.5,5.60,3.23,f,Allied Brands Ltd,,0.155,0.5,0.15,0.155,0.155,0.145,2.89,0.28,0.10
ABQO,-,0.221,3.858,-,-,-,-,-,-,-,-,,  opt dec10,,0.005,,0.003,0.005,0.005,0.005,-0.44,0.029,0.001
AEA,294.953,2.848,5.566,0.002,-,-,-3.25,-,-,-,-,,Altera Res Ltd,,0.12,1,0.12,0.13,0.125,0.11,8.65,0.125,0.015
AIQ,57.321,10.342,-,0.133,1.41,0.7,-33.96,-,47,-,46.08,,Alternative Invest unt,,1.02,-2,1.01,1.06,1.04,1.02,-2.36,1.45,0.575
ALU,500.995,7.423,4.147,0.022,0.12,2.1,-0.47,-,2,-,8.00,,Altium Ltd,,0.25,1,0.245,0.29,0.25,0.24,3.73,0.55,0.235
AMA,101,47.894,53.973,0.013,-0.23,-,-43.5,-,-,-,-,,AMA Grp Ltd,,0.05,0.5,0.05,0.055,0.056,0.045,10.67,0.078,0.017
AHD,645.882,12.118,6.594,0.845,4.48,1.2,53.5,10.2,32,1.67,5.87,f,Amalgamated Hldgs,,5.45,-8,5.28,5.45,5.58,5.20,-1.89,6.24,3.598
AMO,-,0.94,2.061,0.016,0.57,0.9,5.9,8.8,3.5,1.69,6.73,f,Ambertech Ltd,,0.52,,0.49,0.56,0.52,0.52,-0.44,0.55,0.32
AMB,3.69,3.411,18.566,0.023,0.13,2.6,-52.3,-,1.5,-,4.41,,Ambition Grp Ltd,,0.34,1.5,0.34,0.385,0.34,0.325,4.17,0.38,0.096
AMH,441.948,11.989,13.184,0.133,0.73,0.9,2.63,25.9,2,1.31,2.94,f,Amcil Ltd,,0.68,,0.675,0.68,0.685,0.67,-0.44,0.72,0.43
AMM,6071.35,221.195,316.574,0.146,0.18,1.4,2.25,11.6,0.8,2.81,3.08,f,Amcom Telecomm,,0.26,0.5,0.255,0.26,0.275,0.255,1.52,0.275,0.098
AMMO,9550.99,212.467,65.129,0.022,-,-,-,-,-,-,-,,  opt dec09,,0.088,1.4,0.07,0.089,0.09,0.075,18.48,0.09,0.002
AMC,31505.8,1128.05,953.984,7.508,1.61,3.8,25.3,24.3,34,0.74,5.53,,Amcor Ltd,,6.15,-1,6.08,6.15,6.29,6.04,-0.60,6.29,3.50
AEC,23.742,7.182,3.411,0.096,0.77,3.4,27.1,9.8,16,1.69,6.04,f,Ammtec Ltd,,2.65,-2,2.56,2.65,2.67,2.56,-1.19,3.00,1.30
AGF,2106.25,63.17,71.692,0.338,1.33,0.8,4.35,24.5,3.9,1.12,3.66,,AMP Capital China unt,,1.065,-2.5,1.065,1.08,1.115,1.065,-2.73,1.265,0.73
AMP,157897,2078.27,1960.4,13.337,0.67,9.7,29.6,22.0,30,0.99,4.61,p,AMP Ltd,,6.51,28,6.46,6.52,6.58,6.09,4.05,6.97,3.52
ANQ,586.115,21.831,9.139,0.037,0.02,13.8,-5.6,-,-,-,-,,Anaeco Ltd,,0.275,-0.5,0.265,0.275,0.29,0.26,-2.23,0.39,0.09
ANQO,-,0.048,0.015,-,-,-,-,-,-,-,-,,  opt may10,,0.003,-0.2,0.001,-,0.005,0.005,-40.44,0.023,0.003
ANQOA,-,0.044,0.005,-,-,-,-,-,-,-,-,,  opt may12,,0.004,,0.001,-,0.004,0.004,-0.44,0.016,0.001
ALT,1337.61,68.414,131,0.016,-,-,-0.6,-,-,-,-,,Analytica Ltd,,0.042,-0.7,0.042,0.045,0.048,0.037,-14.73,0.083,0.019
ANN,3097.6,195.161,199.905,1.413,1.98,5.4,89.2,11.9,28,3.19,2.64,,Ansell Ltd,,10.60,29,10.49,10.63,10.63,10.12,2.37,12.70,7.51
ANO,0.024,12.884,5.23,0.011,0.03,1.6,0.77,6.4,-,-,-,,Antaria Ltd,,0.049,-0.1,0.03,0.054,0.053,0.049,-2.44,0.065,0.029
ADO,5180.54,102.379,0.275,0.003,0.01,0.7,-1.1,-,-,-,-,,Anteo Diagnostics,,0.007,,0.006,0.007,0.007,0.007,-0.44,0.013,0.004
ADOO,-,14.4,-,-,-,-,-,-,-,-,-,,  opt sep10,,0.002,,0.001,0.002,0.002,0.002,-0.44,0.004,0.002
ADOOA,-,-,-,-,-,-,-,-,-,-,-,,  opt feb11,,-,,-,0.009,-,-,-,-,-
ANP,1445.66,43.7,115.345,0.035,0.01,6.0,-0.46,-,-,-,-,,Antisense Therapeutic,,0.06,0.2,0.053,0.06,0.06,0.052,3.01,0.075,0.029
ANZ,59481.3,2457.83,2846.02,53.504,10.72,2.0,170.4,12.5,102,1.67,4.78,f,ANZ Banking Grp,,21.34,4,21.31,21.45,21.76,20.97,-0.25,25.25,11.83
APE,9.839,0.891,0.974,0.362,8.41,1.4,36.1,33.6,44,0.82,3.63,f,AP Eagers Ltd,,12.12,162,12.12,12.69,13.00,10.60,14.99,13.00,4.45
APP,-,1.827,1.889,-,-,-,-3.7,-,-,-,-,,APA Financial,,0.018,0.1,0.021,0.03,0.017,0.017,8.65,0.074,0.009
APA,5250.35,227.215,230.845,1.735,1.18,2.9,16.2,21.0,31,0.52,9.09,,APA Grp stpld,,3.41,16,3.38,3.42,3.41,3.22,4.48,3.41,2.50
AEZ,2675.86,497.1,673.539,0.035,0.33,0.2,-56.84,-,1,-,15.38,,APN European Retail stpld,,0.065,0.1,0.065,0.068,0.069,0.063,1.12,0.115,0.014
APN,5539.45,504.09,189.65,1.339,-1.23,-,-13.1,-,12,-,5.33,,APN News & Media,,2.25,,2.24,2.26,2.28,2.15,-0.44,2.61,0.866
APD,150.001,20.774,40.111,0.055,0.20,1.9,-18.08,-,3,-,7.89,,APN Prop Grp,,0.38,4,0.35,0.38,0.38,0.34,11.32,0.41,0.09
AOP,10200,328.023,4.607,0.005,-,-,-0.91,-,-,-,-,,Apollo Cons,,0.011,,0.01,0.011,0.011,0.01,-0.44,0.04,0.009
AQL,110.255,11.73,25.564,0.004,-,-,-0.35,-,-,-,-,,Aquacarotene Ltd,,0.016,0.4,0.017,0.016,0.016,0.012,32.89,0.018,0.008
APB,131.644,16.772,17.866,0.013,0.22,0.2,2,2.5,-,-,-,,Arafura Pearls,,0.05,-0.4,0.04,0.05,0.053,0.05,-7.85,0.08,0.038
ARP,284.052,16.085,10.679,0.362,1.22,4.1,33.86,14.7,16.5,2.05,3.31,f,ARB Corp,,4.99,10,4.96,5.04,5.05,4.84,1.60,5.20,2.368
AAD,20715,188.729,125.024,0.486,1.18,1.4,-0.32,-,14.3,-,8.94,,Ardent Leisure Grp stp,,1.60,5,1.57,1.62,1.67,1.55,2.78,1.69,0.79
ARG,622.075,37.692,36.696,3.893,6.33,1.1,-11.1,-,27,-,4.06,f,Argo Invest,,6.65,5,6.60,6.65,6.67,6.56,0.32,6.91,4.52
ASV,491.2,27.15,28.596,0.002,-,-,-0.12,-,-,-,-,,Argus Solutions,,0.006,-0.1,0.006,0.007,0.007,0.006,-14.73,0.017,0.005
ARA,90.866,4.492,14.277,0.057,0.30,0.9,-4.51,-,1,-,3.57,,Ariadne Aust,,0.28,-2,0.28,0.30,0.31,0.28,-7.11,0.37,0.16
ALL,15848.1,549.88,681.84,2.171,0.35,11.6,-0.2,-,14.5,-,3.56,f,Aristocrat Leisure,,4.07,22,4.05,4.08,4.10,3.77,5.27,5.75,3.16
ARJ,45.537,2.756,3.43,0.012,1.08,0.5,8.07,6.4,7,1.15,13.46,f,ARK Fund Ltd (The),,0.52,-2.5,0.48,0.55,0.54,0.52,-5.03,0.80,0.44
AEM,200.012,124.823,43.135,0.004,-,-,2.83,0.6,-,-,-,,Artist & Entertain,,0.016,0.2,0.014,0.016,0.016,0.014,13.84,0.025,0.003
AKW,371.91,7.358,109.953,0.01,0.43,0.5,51.76,0.5,-,-,-,,Arturus Capital,,0.235,-1.5,0.235,0.25,0.25,0.205,-6.44,0.30,0.07
APH,200.605,16.077,6.02,0.05,0.04,5.0,3.1,6.5,0.5,6.20,2.50,,Ascent Pharmahealth,,0.20,-4,0.20,0.22,0.235,0.195,-17.11,0.26,0.12
AIO,86312.9,4422.54,1288.64,5.179,-1.41,-,-32.5,-,23,-,12.99,,Asciano Grp stpld,,1.77,,1.755,1.775,1.79,1.66,-0.44,1.79,0.32
AFA,233.3,10.999,7.665,0.033,0.01,19.5,-2.61,-,-,-,-,,ASF Grp Ltd,,0.195,1,0.18,0.19,0.195,0.18,4.96,0.43,0.036
ASZ,1022.6,63.271,29.555,0.145,0.05,20.8,8.52,12.2,5.5,1.55,5.29,f,ASG Grp Ltd,,1.04,-2.5,1.03,1.04,1.065,1.025,-2.79,1.195,0.33
AJJ,34.139,15.155,5.663,0.02,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.105,-2.5,0.04,0.15,0.13,0.105,-19.67,0.50,0.007
AJJO,-,0.75,1.857,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,0.035,0.001,0.001,-0.44,0.002,0.001
AUF,305.772,4.404,2.674,0.094,0.98,1.0,0.76,130.3,-,-,-,,Asian Masters Fund,,0.99,,0.87,0.99,1.01,0.99,-0.44,1.05,0.77
AKF,408.244,12.038,0.053,0.016,0.35,0.7,5.4,4.6,1.3,4.15,5.20,f,ASK Funding Ltd,,0.25,-4,0.25,0.35,0.29,0.25,-14.23,0.37,0.125
APZ,3976.31,387.26,135.183,0.278,0.68,0.7,-22.53,-,5.18,-,10.79,,Aspen Grp stpld,,0.48,0.5,0.465,0.485,0.495,0.465,0.61,0.575,0.218
ASP,106.81,1.238,3.674,0.033,-0.06,-,-0.22,-,0.13,-,0.93,,Aspermont Ltd,,0.14,-1,0.10,0.14,0.15,0.14,-7.11,0.271,0.14
AIR,386.169,0.386,-,0.02,-,-,-,-,-,-,-,,Astivita Renewables,,0.87,,0.85,1.00,0.87,0.75,-,0.87,0.75
AKR,0.089,20.273,43.65,0.017,1.60,0.5,-0.03,-,-,-,-,,Astra Capital Ltd,,0.79,,0.79,0.81,0.79,0.79,-0.44,1.10,0.008
AJA,40268.8,662.007,663.662,0.219,0.93,0.5,-71.94,-,9,-,20.93,,Astro Jap Prop stp,,0.43,2.5,0.43,0.44,0.46,0.40,5.73,0.515,0.16
ATR,25.579,2.242,1.745,0.114,0.03,58.3,-3.9,-,10,-,5.71,,Astron Ltd,,1.75,2,1.75,1.79,1.77,1.73,0.72,2.70,1.41
ASX,4130.75,217.359,279.275,5.87,2.66,12.8,183.2,18.6,164.9,1.11,4.84,f,ASX Ltd,,34.07,32,34.06,34.12,34.50,33.22,0.51,37.90,23.52
ACG,168,23.447,18.365,0.02,0.05,3.9,-1.7,-,-,-,-,,Atcor Medical,,0.195,0.5,0.175,0.19,0.195,0.175,2.19,0.24,0.135
ATI,14588.7,1532.14,81.968,0.035,0.01,3.1,-0.11,-,-,-,-,,Atlantic Ltd,,0.031,-0.4,0.033,0.032,0.033,0.029,-11.87,0.048,0.005
ATIO,8395,599.161,-,0.006,-,-,-,-,-,-,-,,  opt dec11,,0.021,-0.3,0.022,0.025,0.024,0.02,-12.94,0.039,0.003
ATP,10013.3,23.855,13.293,0.014,0.20,0.5,-4.39,-,2,-,18.18,,Atlas Southsea Pearl,,0.11,0.5,0.105,0.115,0.11,0.105,4.32,0.22,0.075
ATW,-,2.772,1.696,0.003,0.01,1.7,-0.12,-,-,-,-,,Atos Wellness,,0.017,,0.011,0.028,0.017,0.017,-0.44,0.04,0.01
AIA,1802.62,75.422,81.682,1.869,1.21,1.3,2.74,55.7,6.7,0.41,4.39,,Auckland Airport fpo nz,,1.525,2.5,1.50,1.535,1.535,1.485,1.23,1.66,1.175
ABW,185.466,0.361,0.205,0.009,1.23,1.0,-57.97,-,20.5,-,17.08,,Aurora Buy-Write ord ,,1.20,-1.5,1.21,1.22,1.22,1.20,-1.68,7.35,0.867
AIB,293.468,0.448,0.055,0.013,1.20,0.9,-13.91,-,51.5,-,49.76,,Aurora Global Tr unt,,1.035,-9.5,1.10,1.13,1.15,1.02,-8.85,7.50,0.977
AUP,11.921,0.267,0.296,0.019,5.49,1.0,-,-,-,-,-,,Aurora Prop unt,,5.25,30,5.20,5.70,5.25,4.95,5.62,5.37,4.35
AOD,461.852,23.156,7.542,0.048,1.08,1.0,-6.57,-,5,-,4.50,,Aurora Sandringham ,,1.11,1,1.10,1.11,1.11,1.10,0.47,1.23,1.055
ASL,2081.24,109.007,133.414,0.425,1.73,1.2,23.23,8.8,11,2.11,5.39,f,Ausdrill Ltd,,2.04,,2.03,2.13,2.16,2.04,-0.44,2.16,0.675
ASLN,-,-,-,-,-,-,-,-,-,-,-,,  def x bdl,,-,,-,-,-,-,-,-,-
AAX,2265.2,197.097,85.501,0.511,0.76,5.5,43.94,9.5,18.5,2.38,4.42,f,Ausenco Ltd,,4.19,5,4.15,4.29,4.42,4.12,0.77,5.95,1.855
AET,406.695,16.26,3.522,0.038,-,-,-32.9,-,2,-,2.09,,Ausmelt Ltd,,0.955,1,0.955,0.97,0.98,0.93,0.62,0.98,0.10
AAC,3397.55,227.842,118.309,0.361,2.55,0.5,-25.7,-,-,-,-,,Aust Agriculture,,1.365,5.5,1.365,1.385,1.395,1.30,3.76,2.07,1.16
AAK,8142.01,600.031,95.294,0.04,0.02,0.6,0.32,3.8,-,-,-,,Aust China Hldgs,,0.012,-0.3,0.011,0.012,0.015,0.011,-20.44,0.016,0.002
AAKO,275,38.114,-,0.006,-,-,-,-,-,-,-,,  opt dec13,,0.002,,0.001,0.002,0.002,0.002,-0.44,0.005,0.001
AEU,214.414,33.521,84.797,0.059,1.33,0.3,-21.5,-,6.7,-,15.23,,Aust Education unt,,0.44,,0.43,0.44,0.47,0.43,-0.44,0.54,0.145
AYF,14.065,0.437,0.323,0.021,6.54,0.9,-157,-,60,-,9.76,p,Aust Enhanced unt,,6.15,,6.20,6.35,6.20,6.00,-0.44,6.45,5.00
AEF,0.696,0.037,0.04,0.031,8.53,3.6,121.6,25.5,147,0.83,4.74,f,Aust Ethical,,31.00,2,29.50,31.00,31.35,29.50,-0.38,37.00,17.00
AFI,1154.47,69.077,75.182,5.125,4.86,1.1,10.61,49.0,21,0.51,4.04,f,Aust Foundation,,5.20,3,5.17,5.20,5.21,5.12,0.14,5.35,3.45
AIX,17167.1,465.61,244.212,0.963,3.14,0.5,26.33,6.3,13,2.03,7.78,,Aust Infra unt,,1.67,-5.5,1.665,1.725,1.75,1.625,-3.63,1.93,0.991
ALF,229.631,14.58,18.311,0.077,1.53,0.8,11.85,9.8,5,2.37,4.31,f,Aust Leaders,,1.16,-2,1.14,1.175,1.185,1.15,-2.14,1.265,0.55
ALFO,1223.36,21.784,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.05,,0.048,0.052,0.055,0.05,-0.44,0.10,0.045
API,9081.33,105.367,127.561,0.327,0.84,0.8,5.9,11.4,2,2.95,2.99,f,Aust Pharmaceutical,,0.67,-2,0.665,0.67,0.695,0.65,-3.34,0.939,0.312
APK,82.722,9.205,18.702,0.034,-0.08,-,-9.8,-,-,-,-,,Aust Power,,0.335,0.5,0.335,0.355,0.345,0.32,1.07,0.38,0.12
AUI,19.012,1.014,0.898,0.727,7.35,1.0,14,52.9,25,0.56,3.38,f,Aust United Invest,,7.40,20,7.40,7.55,7.40,7.25,2.34,7.90,4.25
AVG,517.485,55.562,28.387,0.038,0.88,0.3,-96,-,-,-,-,,Aust Vintage Ltd,,0.30,,0.29,0.30,0.325,0.30,-0.44,0.49,0.125
ASB,478.786,55.57,73.922,0.412,1.24,1.8,5,43.8,6,0.83,2.74,f,Austal Ltd,,2.19,-4,2.19,2.27,2.28,2.18,-2.23,3.12,1.425
AUN,10541.7,590.991,536.41,1.754,-0.33,-,-2.4,-,-,-,-,,Austar United,,1.40,10,1.345,1.42,1.40,1.265,7.25,1.465,0.65
AUB,476.315,19.534,15.639,0.27,0.88,5.9,31.7,16.4,20.5,1.55,3.93,f,Austbrokers Hldgs,,5.21,22,5.24,5.28,5.25,4.99,3.97,5.65,3.40
AEO,569.107,75.452,100.807,0.521,-0.01,-,11.98,12.6,9.1,1.32,6.03,f,Austereo Grp Ltd,,1.51,,1.50,1.56,1.545,1.48,-0.44,1.74,1.04
ANG,575.566,28.101,25.261,0.204,0.63,4.7,31.39,9.4,8,3.92,2.71,f,Austin Engineer,,2.95,10,2.90,2.95,2.99,2.86,3.07,2.99,0.78
ACK,10,6.063,13.903,0.04,0.19,1.6,-17.6,-,1,-,3.33,,Austock Grp Ltd,,0.30,,0.30,0.33,0.30,0.30,-0.44,0.35,0.15
AYX,1,0.059,0.025,0.006,0.26,4.6,-6.3,-,-,-,-,,Austofix Grp Ltd,,1.20,5,0.90,1.25,1.20,1.15,3.91,1.20,0.75
ALZ,18543.5,1097.39,520.542,1.456,0.92,0.5,-15.55,-,10,-,19.80,,Australand Prop stpld,,0.505,1,0.505,0.51,0.51,0.485,1.58,0.585,0.174
AIY,0.012,2.033,0.78,0.002,0.03,1.0,-0.23,-,-,-,-,,Authorised Invest,,0.03,,0.023,0.03,0.03,0.03,-0.44,0.034,0.016
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,-,-,-,-,-,-
AIYOA,-,-,0.09,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,-,0.01,0.01,-0.44,0.01,0.01
ATJ,500.024,11.258,7.43,0.007,0.01,4.5,-5.55,-,-,-,-,,Auto Tech Ltd,,0.045,-1.2,0.04,0.048,0.053,0.045,-21.49,0.151,0.028
AIE,23.304,9.284,11.237,0.004,0.12,0.6,2.32,3.0,-,-,-,,Autodom Ltd,,0.069,0.7,0.05,0.069,0.07,0.062,10.85,0.11,0.02
AHE,716.181,53.075,36.955,0.537,0.69,3.4,12.4,19.2,14,0.89,5.88,f,Automotive Hldgs,,2.38,-2,2.38,2.40,2.42,2.34,-1.27,2.60,0.48
AAT,127.244,1.586,2.543,0.007,-,-,-1.63,-,-,-,-,,Autron Corp,,0.01,-0.5,0.01,0.025,0.017,0.01,-33.77,0.025,0.01
AVX,10997.2,521.024,269.846,0.118,0.03,5.3,-7.87,-,-,-,-,,Avexa Ltd,,0.16,0.5,0.16,0.165,0.165,0.15,2.78,0.235,0.054
AVH,1283.97,51.135,11.074,0.017,0.05,3.4,-5.49,-,-,-,-,,Avita Medical Ltd,,0.17,-2,0.16,0.17,0.19,0.165,-10.97,0.275,0.035
AVJ,276.423,20.755,18.239,0.135,1.04,0.5,-4.68,-,2,-,4.08,,AVJennings,,0.49,,0.49,0.51,0.50,0.42,-0.44,0.63,0.16
AWB,35809.4,1008.58,359.017,0.928,1.81,0.6,18.5,6.1,5,3.70,4.41,,AWB Ltd,,1.135,1,1.115,1.14,1.135,1.07,0.45,2.20,0.592
AWL,6220.7,94.832,96.284,0.006,-,-,-0.31,-,-,-,-,,AWH Corp Ltd,,0.005,-0.1,0.004,0.005,0.006,0.005,-17.11,0.007,0.002
AXA,217714,1247.43,816.531,13.415,0.96,6.8,-7.39,-,18.5,-,2.85,p,AXA Asia Pacific,,6.49,67,6.45,6.49,6.55,5.56,11.07,6.55,2.52
