ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4685.1 at 16:41 17/9/2010  Report at 19:07 Friday 17/9/2010. Processed 18:07 Sunday 19/9/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
AEI,664.729,6.356,3.571,0.026,0.01,26.0,-1.93,-,-,-,-,,Aeris Environmental,,0.26,6.5,0.185,0.25,0.26,0.165,31.50,0.26,0.055,
AVE,5494.73,44.846,17.092,0.321,2.02,0.9,19.2,9.4,5,3.84,2.77,,Aevum Ltd,,1.805,4.5,1.80,1.805,1.83,1.73,0.72,1.83,1.01,
AFT,8254.5,1094.49,307.149,0.006,-,-,-,-,-,-,-,,AFT Corp,,0.001,,0.001,0.001,0.001,0.001,-1.84,0.002,0.001,
AGX,7623.94,10.631,-,0.022,0.01,3.4,0.54,6.3,-,-,-,,Agenix Ltd,,0.034,-0.1,0.034,0.036,0.047,0.029,-4.69,0.047,0.017,
AGXO,400,0.4,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.005,-0.5,0.002,0.005,0.01,0.005,-51.84,0.01,0.005,
AGK,9459.3,250.05,281.031,7.201,5.89,2.7,79.3,20.2,59,1.34,3.69,,AGL Energy Ltd,,16.00,41,15.90,16.00,16.07,15.46,0.79,16.07,13.43,
AGJ,550.953,1.418,0.507,0.012,0.37,0.4,2.25,6.0,2.02,1.11,14.96,,Agricultural Land unt,,0.135,-0.5,0.13,0.18,0.135,0.13,-5.41,0.175,0.121,
AHC,-,0.099,0.025,0.011,4.94,0.4,-0.31,-,-,-,-,,AHC Ltd,,2.00,,1.50,1.90,2.00,2.00,-1.84,2.45,2.00,
ENY,3.389,0.031,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.20,2,15.29,15.41,15.20,15.18,-1.70,16.50,13.95,
FIN,-,0.17,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.49,,4.59,4.63,4.49,4.49,-1.84,5.09,4.18,
FIX,1.901,0.14,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.31,8,5.31,5.36,5.31,5.23,-0.31,5.98,4.83,
IDD,-,0.04,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.43,,3.76,3.79,3.43,3.43,-1.84,3.97,3.21,
RSR,2.436,0.703,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.29,9,5.32,5.37,5.30,5.21,-0.10,5.65,4.60,
MAM,4,0.267,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.55,15,4.53,4.65,4.55,4.40,1.57,4.83,3.90,
AGI,97.922,5.285,7.82,0.035,0.01,12.5,-1,-,-,-,-,,Ainsworth Game Tech,,0.125,0.5,0.125,0.13,0.125,0.11,2.33,0.22,0.08,
AIZ,778.713,19.02,14.28,1.1,1.15,0.9,6.17,16.5,5.52,1.12,5.41,,Air New Zealand,,1.02,3.5,0.985,1.02,1.04,0.995,1.72,1.145,0.83,
AIG,-,-,0.181,-,-0.11,-,-3.63,-,-,-,-,,Aircruising Aust,,0.065,,0.001,0.08,0.065,0.065,-1.84,0.11,0.065,
AJL,2312.48,24.589,50.151,0.125,1.19,1.6,-11,-,5.5,-,2.86,,AJ Lucas Grp,,1.92,16,1.91,1.95,1.96,1.70,7.26,5.60,1.70,
ACL,785.079,34.804,56.846,0.092,0.07,6.9,-5,-,-,-,-,,Alchemia Ltd,,0.48,-1.5,0.475,0.48,0.495,0.47,-4.87,0.81,0.345,
AAI,1.359,0.065,-,10.912,-,-,-14.02,-,11.4,-,0.90,,Alcoa Inc cdi,,12.60,82,12.10,15.50,12.95,12.00,5.13,47.10,11.50,
LEP,2810.15,28.257,22.357,0.336,2.10,1.0,-10.94,-,24,-,11.11,,ALE Prop Grp stp,,2.16,16,2.09,2.17,2.20,1.99,6.16,2.43,1.95,
ALS,2582.44,73.884,83.51,0.275,0.60,4.9,-132.84,-,7,-,2.40,,Alesco Corp,,2.92,9,2.87,2.98,3.03,2.83,1.34,5.91,2.25,
AJX,828.8,32.278,-,0.014,0.03,6.5,-3.54,-,-,-,-,,Alexium Int Grp,,0.195,,0.19,0.195,0.195,0.18,-1.84,0.205,0.01,
AEJ,7352.27,442.005,925.742,0.047,-1.13,-,-76.57,-,-,-,-,,Alinta Energy Grp stp,,0.058,0.5,0.058,0.05,0.062,0.054,7.60,0.105,0.041,
ABQ,8271.73,183.824,26.57,0.004,-0.07,-,-18.9,-,0.5,-,26.32,,Allied Brands Ltd,,0.019,-0.8,0.018,0.019,0.027,0.016,-31.47,0.195,0.016,
ABQO,-,5.151,0.045,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-1.84,0.005,0.001,
AEA,422.17,11.295,1.445,0.013,-,-,-2.67,-,-,-,-,,Altera Res Ltd,,0.305,0.5,0.30,0.33,0.34,0.28,-0.17,0.36,0.048,
AEAO,87.167,1.256,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.11,-2,0.11,0.12,0.13,0.10,-17.22,0.16,0.06,
AIQ,56.431,21.656,8.1,0.144,1.53,0.7,-2.79,-,47,-,42.53,,Alternative Invest unt,,1.105,-0.5,1.105,1.145,1.11,1.10,-2.29,1.15,0.915,
ALU,57,5.225,4.693,0.022,0.03,8.3,-13.61,-,-,-,-,,Altium Ltd,,0.25,10,0.18,0.25,0.25,0.15,64.83,0.365,0.15,
AMA,481.487,30.9,31.2,0.013,0.08,0.6,2.01,2.3,-,-,-,,AMA Grp Ltd,,0.046,-0.3,0.046,0.048,0.054,0.046,-7.96,0.078,0.033,
AHD,369.126,29.511,6.878,0.923,4.57,1.3,66.4,8.8,37,1.79,6.30,f,Amalgamated Hldgs,,5.87,7,5.82,5.90,5.90,5.80,-0.63,6.24,4.561,
AMO,126.5,2.644,0.496,0.011,0.56,0.6,5.2,6.7,3.5,1.49,10.00,,Ambertech Ltd,,0.35,-4,0.34,0.35,0.39,0.35,-12.09,0.63,0.34,
AMB,1.721,1.789,2.091,0.024,0.15,2.3,-10.32,-,-,-,-,,Ambition Grp Ltd,,0.35,,0.305,0.35,0.35,0.35,-1.84,0.42,0.26,
AKS,0.62,0.004,-,0.058,-,-,-,-,-,-,-,,Amcbf One,,106.00,,106.00,110.00,106.00,106.00,-1.84,106.00,100.00,
AKU,0.18,0.001,-,0.043,-,-,-,-,-,-,-,,Amcbf Thr,,104.00,-100,103.73,104.00,105.00,104.00,-2.79,105.00,103.19,
AKT,-,0.005,-,0.036,-,-,-,-,-,-,-,,Amcbf Two,,102.45,,100.25,102.45,102.45,102.45,-1.84,102.69,100.00,
AMH,433.433,14.183,8.534,0.128,0.73,0.9,3.73,17.3,2,1.87,3.10,f,Amcil Ltd,,0.645,2.5,0.645,0.66,0.645,0.615,2.20,0.72,0.595,
AMM,7077.67,201.428,143.167,0.254,0.16,2.2,2.73,13.0,1.4,1.95,3.94,f,Amcom Telecomm,,0.355,3,0.35,0.355,0.355,0.325,7.40,0.365,0.19,
AMC,34008.8,1036.42,768.36,8.277,1.49,4.5,15.8,42.8,29.5,0.54,4.36,,Amcor Ltd,,6.77,-5,6.76,6.80,6.95,6.64,-2.57,7.04,5.27,
AEC,620.642,12.022,5.972,0.15,1.11,3.7,20.34,20.2,17.5,1.16,4.27,f,Ammtec Ltd,,4.10,27,4.04,4.10,4.10,3.83,5.21,4.10,2.11,
AGF,1868.34,50.495,46.475,0.288,0.93,0.9,-1.38,-,8.47,-,9.91,,AMP Capital China unt,,0.855,0.5,0.845,0.865,0.88,0.845,-1.25,1.13,0.675,
AMP,46418.3,1406.93,1326.55,10.505,0.90,5.6,39.8,12.7,31,1.28,6.11,p,AMP Ltd,,5.07,7,5.05,5.07,5.18,5.02,-0.44,6.97,4.85,
ANQ,334.048,7.54,15.343,0.023,-,-,-4.4,-,-,-,-,,Anaeco Ltd,,0.13,-0.5,0.13,0.14,0.145,0.13,-5.54,0.295,0.115,
ANQOA,-,-,0.044,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,0.001,0.004,0.004,-76.84,0.004,0.001,
ALT,543.665,241.172,30.638,0.009,-,-,-0.31,-,-,-,-,,Analytica Ltd,,0.023,-0.1,0.023,0.024,0.024,0.023,-6.00,0.115,0.019,
ANN,3169.75,139.007,152.412,1.79,2.22,6.1,89.6,15.0,30.5,2.94,2.26,,Ansell Ltd,,13.47,,13.39,13.53,13.65,13.36,-1.84,13.73,9.56,
ANO,50,13.802,11.842,0.009,0.01,3.8,-5.04,-,-,-,-,,Antaria Ltd,,0.038,,0.038,0.041,0.038,0.038,-1.84,0.055,0.032,
ADO,2026.78,3238.23,51.136,0.024,-,-,-0.62,-,-,-,-,,Anteo Diagnostics,,0.044,-0.3,0.044,0.046,0.047,0.044,-8.22,0.105,0.006,
ADOO,957.744,428.444,-,0.004,-,-,-,-,-,-,-,,  opt sep10,,0.03,-0.1,0.03,0.034,0.031,0.03,-5.06,0.07,0.001,
ADOOA,-,1.58,-,0.001,-,-,-,-,-,-,-,,  opt feb11,,0.015,,0.008,0.022,0.015,0.015,-1.84,0.025,0.005,
ANP,6482.1,404.645,19.007,0.008,-,-,-0.59,-,-,-,-,,Antisense Therapeutic,,0.014,,0.014,0.015,0.017,0.013,-1.84,0.20,0.013,
ANZ,51430.7,1550.53,1808.07,60.991,9.99,2.4,144.8,16.5,108,1.34,4.53,f,ANZ Banking Grp,,23.83,12,23.80,23.90,24.33,23.60,-1.33,26.23,19.95,
APE,50.719,0.46,0.743,0.373,8.60,1.5,120,10.4,63,1.90,5.04,f,AP Eagers Ltd,,12.50,,12.50,12.60,12.60,12.50,-1.84,13.55,9.45,
APP,50,3.349,1.438,-,-,-,0.41,3.9,-,-,-,,APA Financial,,0.016,-0.2,0.016,0.02,0.016,0.016,-12.95,0.022,0.009,
APA,6952.27,193.748,169.708,2.148,1.28,3.1,19.4,20.4,32.75,0.59,8.27,,APA Grp stp,,3.96,10,3.91,3.98,3.96,3.87,0.76,3.99,3.00,
AEZ,8846.28,149.035,339.06,0.015,0.16,0.2,-12.21,-,-,-,-,,APN European Retail stp,,0.028,,0.027,0.029,0.029,0.026,-1.84,0.115,0.024,
APN,11944.3,302.617,398.856,1.126,-0.75,-,16.7,11.3,9,1.86,4.79,,APN News & Media,,1.88,4,1.875,1.89,1.895,1.83,0.34,2.61,1.68,
APD,458.899,12.15,17.285,0.037,0.19,1.2,-4.49,-,1.25,-,5.43,,APN Prop Grp,,0.23,2,0.21,0.23,0.23,0.21,7.69,0.41,0.165,
AOP,36812.2,262.622,-,0.007,-,-,0.08,18.8,-,-,-,,Apollo Cons,,0.015,0.4,0.015,0.016,0.015,0.012,34.53,0.04,0.007,
AQL,101.208,9.619,7.791,0.005,0.15,1.3,6.52,3.1,-,-,-,,Aquacarotene Ltd,,0.20,4,0.19,0.20,0.20,0.16,23.16,0.352,0.12,
APB,527.188,27.681,13.049,0.011,0.05,0.4,-6,-,-,-,-,,Arafura Pearls,,0.019,,0.015,0.019,0.019,0.019,-1.84,0.045,0.008,
ARP,984.984,18.131,8.299,0.543,1.39,5.4,46.28,16.2,19.5,2.37,2.60,f,ARB Corp,,7.49,34,7.47,7.49,7.60,7.20,2.92,7.60,4.104,
AAD,6750.83,171.838,113.942,0.325,0.92,1.1,6.3,16.5,10.75,0.59,10.34,,Ardent Leisure stp,,1.04,3,1.015,1.05,1.07,1.005,1.13,1.845,0.92,
ARG,710.833,27.224,28.989,3.502,6.03,1.0,26,22.2,25,1.04,4.34,f,Argo Invest,,5.76,3,5.76,5.79,5.82,5.73,-1.31,7.05,5.51,
ASV,13.832,4.746,11.479,0.005,-0.06,-,-5.88,-,-,-,-,,Argus Solutions,,0.065,-0.1,0.064,0.075,0.066,0.065,-3.35,0.732,0.006,
ARA,411.812,8.427,3.58,0.065,0.33,1.0,2.75,11.5,1.5,1.83,4.76,,Ariadne Aust,,0.315,1.5,0.315,0.32,0.32,0.30,3.16,0.37,0.23,
ALL,13686.6,392.563,364.711,1.995,0.15,24.9,-15,-,3.5,-,0.94,,Aristocrat Leisure,,3.74,-1,3.72,3.78,3.99,3.68,-2.10,5.75,3.34,
AEM,300,98.74,99.256,0.003,-,-,-0.4,-,-,-,-,,Artist & Entertain,,0.009,0.1,0.009,0.01,0.009,0.008,10.66,0.023,0.007,
AKW,-,12.376,6.431,0.004,0.25,0.3,21.65,0.4,-,-,-,,Arturus Capital,,0.08,,-,-,0.08,0.08,-1.84,0.30,0.042,
APH,321.413,15.309,12.22,0.075,0.08,3.8,4.4,6.8,-,-,-,,Ascent Pharmahealth,,0.30,3,0.28,0.30,0.31,0.275,9.28,0.345,0.17,
AIO,105759,2395.16,3253.78,4.784,0.08,20.4,-31.6,-,-,-,-,,Asciano Grp stp,,1.635,-4,1.63,1.64,1.72,1.62,-4.22,1.94,1.435,
AFA,362.151,19.486,6.732,0.037,0.03,4.0,-1.02,-,-,-,-,,ASF Grp Ltd,,0.12,-1,0.10,0.12,0.13,0.10,-9.53,0.42,0.085,
ASZ,2413.92,57.197,41.305,0.212,-,-,8.77,15.9,6.5,1.35,4.66,f,ASG Grp Ltd,,1.395,2,1.39,1.41,1.415,1.355,-0.38,1.55,0.81,
AJJ,940,4.632,2.884,0.015,0.01,8.0,-0.25,-,0.5,-,6.25,,Asia Liver Trans,,0.08,4,0.069,0.08,0.08,0.05,98.16,0.19,0.04,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-1.84,0.001,0.001,
AUF,120.127,6.233,2.718,0.111,1.01,1.0,-0.21,-,1,-,0.94,,Asian Masters Fund,,1.06,1,1.06,1.17,1.06,1.035,-0.88,1.06,0.98,
AKF,50,2.392,5.593,0.009,0.34,0.4,1.5,9.3,0.36,4.17,2.57,f,ASK Funding Ltd,,0.14,-6,0.145,0.20,0.20,0.14,-31.84,0.37,0.14,
APZ,3536.09,218.63,275.237,0.28,0.66,0.7,2.25,21.3,4.2,0.54,8.75,,Aspen Grp stp,,0.48,-0.5,0.475,0.48,0.495,0.475,-2.87,0.575,0.42,
ASP,-,0.762,0.252,0.033,-0.04,-,0.46,30.4,-,-,-,,Aspermont Ltd,,0.14,2,0.11,0.13,0.12,0.12,14.83,0.20,0.10,
AIR,8.875,2.124,-,0.023,0.46,2.2,27.61,3.6,-,-,-,,Astivita Renewables,,1.00,-5,1.00,1.09,1.05,1.00,-6.60,1.165,0.75,
AKR,3.577,0.875,19.39,0.018,1.63,0.5,-0.03,-,-,-,-,,Astra Capital Ltd,,0.86,2,0.86,0.89,0.86,0.84,0.55,0.86,0.51,
AJA,2501.44,233.432,520.755,0.16,0.64,0.5,-22.02,-,7,-,22.22,,Astro Jap Prop stp,,0.315,-0.5,0.31,0.315,0.32,0.305,-3.40,0.515,0.28,
ATR,50.261,1.448,1.767,0.139,-,-,1.8,119.4,-,-,-,,Astron Ltd,,2.15,12,1.99,2.25,2.35,2.03,4.08,2.54,1.625,
ASX,5101.52,152.04,157.561,5.298,3.49,8.7,190.4,16.0,173.1,1.10,5.67,f,ASX Ltd,,30.52,92,30.50,30.71,30.70,29.67,1.27,37.16,28.02,
ACG,-,12.88,13.821,0.012,0.04,3.0,-1.2,-,-,-,-,,Atcor Medical,,0.12,,0.09,0.12,0.12,0.12,-1.84,0.215,0.081,
ATP,34.4,8.592,10.465,0.014,0.16,0.7,-5.06,-,-,-,-,,Atlas Southsea Pearl,,0.115,-1,0.115,0.12,0.125,0.115,-9.84,0.145,0.08,
ATW,-,2.177,0.927,0.002,0.01,1.3,-1.04,-,-,-,-,,Atos Wellness,,0.013,,0.015,0.019,0.013,0.013,-1.84,0.02,0.01,
AIA,734.431,38.377,41.233,2.097,1.19,1.3,1.95,82.1,6.68,0.29,4.17,,Auckland Airport,,1.60,-1,1.59,1.61,1.635,1.60,-2.46,1.654,1.395,
AFV,-,0.021,-,0.014,-,-,-,-,-,-,-,,Aurora Funds Ltd,,1.60,,1.40,1.55,1.60,1.60,-1.84,2.00,1.56,
AIB,-,0.736,0.097,0.014,1.14,1.1,6.38,19.1,23.5,0.27,19.26,,Aurora Global Tr unt,,1.22,,1.17,1.22,1.22,1.22,-1.84,7.50,0.977,
AUP,-,0.306,0.213,0.019,5.34,1.0,-,-,52,-,9.81,,Aurora Prop unt,,5.30,,5.30,5.40,5.30,5.30,-1.84,5.40,4.70,
ABW,22.79,0.826,0.114,0.007,1.05,1.1,14.03,8.1,9.5,1.48,8.37,,Aurora SAE ord unt,,1.135,1.5,1.135,1.145,1.135,1.13,-0.50,7.35,1.035,
AOD,752.47,10.757,17.167,0.041,1.00,1.0,-1.54,-,6.2,-,6.20,p,Aurora Sandringham ,,1.00,0.5,1.00,1.01,1.01,0.995,-1.33,1.12,0.965,
AQF,40.5,0.529,-,0.047,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.60,,1.55,1.60,1.60,1.60,-1.84,1.72,1.55,
ASL,3075.09,85.638,73.56,0.516,1.78,1.1,23.71,8.6,11,2.16,5.42,f,Ausdrill Ltd,,2.03,3,2.02,2.05,2.06,1.98,-0.34,2.34,1.455,
AAX,3633.24,170.206,144.374,0.324,0.50,5.3,-10.35,-,4.5,-,1.70,,Ausenco Ltd,,2.65,22,2.63,2.65,2.73,2.45,7.22,5.95,1.71,
AAC,2774.24,127.633,188.971,0.433,-,-,-13.4,-,-,-,-,,Aust Agriculture,,1.64,3,1.625,1.685,1.685,1.605,0.03,1.69,1.22,
AAK,1925,89.166,414.985,0.017,0.02,0.3,0.03,16.7,-,-,-,,Aust China Hldgs,,0.005,0.2,0.003,0.004,0.005,0.004,64.83,0.016,0.003,
AAKO,-,38.752,18.994,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-1.84,0.004,0.001,
AEU,421.073,18.596,28.011,0.094,1.36,0.5,2.69,26.0,0.67,4.01,0.96,,Aust Education unt,,0.70,4.5,0.70,0.72,0.735,0.67,5.03,0.735,0.355,
AYF,4.5,0.255,0.175,0.022,6.44,1.0,150,4.2,50,3.00,7.92,p,Aust Enhanced unt,,6.31,11,6.31,6.35,6.31,6.20,-0.06,6.55,5.90,
AEF,8.515,0.07,0.027,0.029,8.11,3.6,103,28.2,200,0.52,6.90,f,Aust Ethical,,29.00,200,27.10,29.00,30.00,26.95,5.57,37.00,19.00,
AFI,1664.65,52.55,51.794,4.762,4.70,1.0,18.6,25.3,21,0.89,4.47,f,Aust Foundation,,4.70,-2,4.70,4.71,4.76,4.66,-2.26,5.41,4.52,
AIX,9479.06,310.574,295.024,1.204,2.61,0.7,33.22,5.8,10,3.32,5.15,p,Aust Infra unt,,1.94,4,1.93,1.95,1.98,1.875,0.27,2.09,1.535,
ALF,133.535,6.54,10.47,0.071,1.33,0.8,19.35,5.6,8,2.42,7.44,f,Aust Leaders,,1.075,-3.5,1.075,1.08,1.11,1.07,-4.99,1.222,1.015,
ALFO,1766.84,26.33,5.914,-,-,-,-,-,-,-,-,,  opt nov10,,0.002,,0.001,0.002,0.002,0.001,-1.84,0.068,0.001,
API,1774.41,104.917,27.03,0.217,0.79,0.6,6.1,7.3,3,2.03,6.74,f,Aust Pharmaceutical,,0.445,1,0.445,0.46,0.46,0.435,0.46,0.939,0.365,
APK,343.294,6.712,6.093,0.051,-0.15,-,-3.1,-,-,-,-,,Aust Power,,0.50,1,0.50,0.52,0.50,0.49,0.21,0.50,0.295,
AUI,1162.49,2.217,0.813,0.666,6.68,1.0,27.7,23.5,25.5,1.09,3.91,f,Aust United Invest,,6.52,-5,6.50,6.52,6.65,6.52,-2.60,7.90,6.37,
AVG,498.808,18.836,43.174,0.045,0.96,0.4,7.1,4.9,-,-,-,,Aust Vintage Ltd,,0.35,-3.5,0.35,0.365,0.38,0.33,-10.93,0.40,0.195,
ASB,1091.88,29.098,35.712,0.451,1.41,1.7,20.3,11.8,6,3.38,2.50,f,Austal Ltd,,2.40,14,2.37,2.40,2.49,2.25,4.36,2.95,1.935,
AUN,44614.3,508.704,439.32,1.166,-0.28,-,3.5,26.4,-,-,-,,Austar United,,0.925,6.5,0.92,0.93,0.94,0.835,5.72,1.465,0.835,
AUB,737.26,7.356,14.369,0.264,1.23,4.1,35.3,14.2,22.5,1.57,4.50,f,Austbrokers Hldgs,,5.00,3,4.94,5.04,5.04,4.90,-1.23,5.65,4.54,
AEO,340.93,65.877,46.497,0.555,-0.01,-,13.66,11.8,9.7,1.41,6.02,f,Austereo Grp Ltd,,1.61,-3.5,1.60,1.665,1.695,1.61,-3.96,1.925,1.365,
ANG,1792.52,25.452,19.534,0.312,0.65,6.7,28.25,15.5,9.5,2.97,2.17,f,Austin Engineer,,4.38,48,4.30,4.40,4.44,3.81,10.47,4.44,1.98,
ACK,1505.45,5.975,3.793,0.013,0.19,0.5,-5.07,-,-,-,-,,Austock Grp Ltd,,0.10,-3.5,0.10,0.13,0.135,0.10,-27.76,0.33,0.10,
AYX,-,0.071,0.03,0.012,0.15,6.3,-3,-,-,-,-,,Austofix Grp Ltd,,0.95,,-,1.20,0.95,0.95,-1.84,1.25,0.75,
ALZ,5475.89,364.782,811.039,1.65,3.44,0.8,14.9,19.2,12,1.24,4.20,,Australand Prop stp,,2.86,4,2.84,2.87,2.88,2.82,-0.42,3.05,2.20,
AIY,-,1.345,1.528,0.002,0.02,1.5,-0.86,-,-,-,-,,Authorised Invest,,0.03,,0.009,0.03,0.03,0.03,-1.84,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,-,0.016,0.016,-1.84,0.016,0.01,
ATJ,120,17.826,2.958,0.008,0.01,4.8,-2.46,-,-,-,-,,Auto Tech Ltd,,0.048,,0.044,0.048,0.048,0.048,-1.84,0.065,0.04,
ATJO,-,1.999,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.003,,0.003,0.01,0.003,0.003,-1.84,0.011,0.003,
