ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4480.9 at 16:36 13/8/2010  Report at 19:07 Friday 13/8/2010. Processed 20:03 Saturday 14/8/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ADA,68.313,3.864,1.716,0.026,0.21,1.5,2.7,11.9,-,-,-,,Adacel Tech,,0.32,-3,0.32,0.335,0.33,0.305,-6.27,0.84,0.30,
AAU,89.699,5.598,3.511,0.011,0.07,2.6,-2.18,-,-,-,-,,Adcorp Aust,,0.185,,0.185,0.195,0.19,0.18,2.30,0.305,0.145,
ABC,11126.5,358.271,510.919,1.994,1.21,2.6,20.4,15.4,13.5,1.51,4.30,f,Adelaide Brighton,,3.14,-6,3.12,3.14,3.26,3.09,0.42,3.35,2.31,
AYT,256.36,8.175,19.072,0.135,1.63,0.9,2.11,68.0,15.35,0.14,10.70,,Adelaide Managed unt,,1.435,1,1.435,1.47,1.435,1.425,3.00,1.45,1.144,
ADQ,200,7.706,1.052,0.007,0.02,2.9,-11.08,-,-,-,-,,ADG Global Supply,,0.057,-0.5,0.039,0.062,0.062,0.057,-5.77,0.118,0.052,
ADQO,-,0.982,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.008,,-,0.01,0.008,0.008,2.30,0.013,0.008,
ADL,0.05,61.306,7.466,0.001,-,-,-0.4,-,-,-,-,,Admerex Ltd,,0.003,,0.003,0.005,0.003,0.003,2.30,0.016,0.002,
ADG,199.332,1.623,0.636,0.104,2.44,1.7,37.1,11.1,20,1.86,4.84,f,Adtrans Grp,,4.13,3,4.10,4.12,4.13,4.10,3.03,4.18,2.40,
ASC,19209.4,133.285,37.886,0.01,0.02,0.9,-0.19,-,-,-,-,,Adultshop Com,,0.017,0.4,0.017,0.018,0.019,0.013,33.07,0.019,0.005,
ASCO,3856.25,25.261,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.006,0.3,0.006,0.008,0.006,0.003,102.30,0.006,0.002,
ABV,491.361,29.347,73.64,0.016,-,-,-0.32,-,-,-,-,,Adv Braking Tech,,0.021,0.1,0.021,0.022,0.021,0.02,7.30,0.038,0.016,
AMT,-,0.655,0.232,0.018,0.22,2.3,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.50,,0.26,0.50,0.50,0.50,2.30,0.64,0.33,
AES,40,4.158,0.454,0.019,0.01,4.3,-0.09,-,-,-,-,,Advanced Energy,,0.043,-0.6,0.043,0.055,0.049,0.043,-9.95,0.125,0.033,
ACE,235,10.886,13.091,0.008,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.038,-0.6,0.037,0.045,0.044,0.038,-11.34,0.093,0.031,
ANM,530.274,9.617,18.862,0.015,0.02,2.7,-2.64,-,-,-,-,,Advanced Magnesium,,0.054,0.1,0.054,0.055,0.055,0.053,4.18,0.07,0.03,
ASW,296.666,5.998,0.988,0.028,0.11,6.0,3.61,18.3,3.6,1.00,5.45,f,Advanced Share,,0.66,-2,0.665,0.68,0.75,0.655,-0.64,0.75,0.235,
AEI,169.873,4.403,3.088,0.009,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.095,1.5,0.10,0.12,0.095,0.09,21.05,0.16,0.055,
AVE,551.841,35.93,15.199,0.296,2.07,0.8,4.2,39.8,4,1.05,2.40,,Aevum Ltd,,1.67,-2,1.67,1.675,1.70,1.64,1.11,1.70,1.01,
AFT,9117.05,973.56,288.444,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,-,0.001,0.001,0.001,2.30,0.002,0.001,
AGK,7900.72,209.821,232.466,6.819,6.21,2.4,27,56.1,57,0.47,3.76,f,AGL Energy Ltd,,15.15,-3,14.95,15.16,15.20,14.87,2.10,15.69,13.37,
AGJ,-,0.394,0.447,0.012,0.38,0.3,-2.28,-,2.12,-,16.31,,Agricultural Land unt,,0.13,,0.13,0.16,0.13,0.13,2.30,0.175,0.13,
AHC,-,0.097,0.025,0.012,4.89,0.4,14.09,14.5,-,-,-,,AHC Ltd,,2.04,,-,2.04,2.04,2.04,2.30,2.45,2.00,
ENY,-,0.023,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.05,,14.76,14.85,15.05,15.05,2.30,16.50,13.95,
FIN,28.07,0.134,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.36,-11,4.34,4.36,4.47,4.35,-0.16,5.09,4.18,
FIX,-,0.047,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.30,,5.00,5.04,5.30,5.30,2.30,5.98,4.83,
IDD,-,0.039,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.45,,3.39,3.43,3.45,3.45,2.30,3.97,3.21,
RSR,73.935,0.542,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.11,4,5.11,5.16,5.19,5.07,3.09,5.65,4.60,
MAM,63.202,0.217,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.36,-4,4.34,4.37,4.40,4.29,1.39,4.83,3.90,
AGI,331.893,4.23,5.74,0.031,0.01,11.0,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.11,2.5,0.10,0.11,0.11,0.086,31.71,0.22,0.08,
AIZ,400.284,17.541,10.915,0.964,1.12,0.8,3.9,22.9,5.17,0.75,5.78,,Air New Zealand,,0.895,-1.5,0.895,0.91,0.91,0.89,0.65,1.145,0.83,
AIG,0.7,-,0.181,-,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.065,-4.5,0.055,0.08,0.11,0.065,-38.61,0.11,0.065,
AJL,137.705,20.686,42.771,0.133,1.32,1.5,16,12.7,5.5,2.91,2.71,,AJ Lucas Grp,,2.03,3,2.03,2.05,2.05,1.99,3.80,5.60,1.96,
ACL,262.681,32.056,50.544,0.095,0.09,5.5,-4.6,-,-,-,-,,Alchemia Ltd,,0.495,1,0.48,0.50,0.505,0.465,4.36,0.81,0.345,
AAI,0.35,0.062,-,11.665,-,-,-14.02,-,11.4,-,0.85,,Alcoa Inc cdi,,13.47,96,12.50,13.50,13.49,12.51,9.97,47.10,12.50,
LEP,288.294,21.925,12.07,0.308,2.39,0.8,95.98,2.1,27,3.55,13.43,,ALE Prop Grp stp,,2.01,-3,2.01,2.05,2.07,2.01,0.83,2.43,1.90,
ALS,1419.75,64.252,74.656,0.247,0.60,4.4,-132.84,-,7,-,2.67,,Alesco Corp,,2.62,-3,2.52,2.63,2.70,2.57,1.17,5.91,2.25,
AJX,489,29.162,-,0.012,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.16,0.5,0.14,0.16,0.16,0.15,5.52,0.205,0.01,
AEJ,4699.92,420.408,755.908,0.048,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.06,0.2,0.059,0.06,0.064,0.058,5.75,0.105,0.041,
ABQ,5415.48,169.394,18.537,0.008,0.06,0.6,2.3,1.6,0.5,4.60,13.51,,Allied Brands Ltd,,0.037,-0.9,0.037,0.04,0.046,0.037,-17.27,0.21,0.024,
ABQO,-,5.151,0.045,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,2.30,0.005,0.001,
AEA,110.293,9.706,1.117,0.012,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.27,-4,0.27,0.32,0.315,0.27,-10.61,0.36,0.048,
AEAO,-,1.069,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.15,,-,0.145,0.15,0.15,2.30,0.16,0.06,
AIQ,70.316,20.584,6.616,0.141,1.53,0.7,-44.5,-,47,-,43.52,,Alternative Invest unt,,1.08,,1.075,1.12,1.09,1.08,2.30,1.15,0.91,
ALU,96.525,4.619,3.045,0.021,0.09,2.6,-6.97,-,-,-,-,,Altium Ltd,,0.23,,0.215,0.255,0.23,0.21,2.30,0.39,0.20,
AMA,8.3,29.46,18.066,0.013,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.05,-0.9,0.05,0.059,0.059,0.05,-12.96,0.078,0.019,
AHD,457.567,27.892,5.928,0.896,4.65,1.2,68.5,8.3,35,1.96,6.14,f,Amalgamated Hldgs,,5.70,,5.68,5.75,5.86,5.63,2.30,6.24,4.561,
AMO,270.75,2.441,0.354,0.012,0.61,0.6,9.3,4.2,5.5,1.69,14.10,f,Ambertech Ltd,,0.39,-4.5,0.37,0.415,0.435,0.38,-8.05,0.63,0.34,
AMB,187.49,1.535,1.748,0.02,0.14,2.1,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.30,,0.18,0.31,0.30,0.29,2.30,0.42,0.22,
AKS,0.653,0.001,-,0.055,-,-,-,-,-,-,-,,Amcbf One,,102.00,5,102.00,103.95,102.00,100.00,2.35,104.17,100.00,
AKU,0.1,-,-,0.043,-,-,-,-,-,-,-,,Amcbf Thr,,103.19,,103.19,104.00,103.19,103.19,2.30,104.00,103.19,
AKT,1.1,0.002,-,0.036,-,-,-,-,-,-,-,,Amcbf Two,,102.00,5,100.05,101.95,102.00,101.95,2.35,102.69,101.00,
AMH,508.747,11.183,5.56,0.122,0.73,0.9,3.73,16.8,2,1.87,3.20,f,Amcil Ltd,,0.625,-2.5,0.62,0.625,0.65,0.61,-1.55,0.72,0.595,
AMM,3588.63,169.466,114.592,0.222,0.18,1.7,2.78,11.2,0.9,3.09,2.90,f,Amcom Telecomm,,0.31,-2.5,0.305,0.31,0.35,0.305,-5.17,0.365,0.175,
AMC,20952.7,902.43,529.793,7.979,2.25,2.9,20.9,31.2,29.5,0.71,4.52,,Amcor Ltd,,6.53,11,6.50,6.54,6.59,6.35,4.01,7.04,5.26,
AEC,152.389,8.344,3.723,0.13,1.05,3.4,19.39,18.3,16.5,1.18,4.65,f,Ammtec Ltd,,3.55,-17,3.41,3.55,3.80,3.47,-2.27,3.80,2.11,
AGF,1691.3,44.292,38.491,0.283,0.93,0.9,10.02,8.4,8.47,1.18,10.08,,AMP Capital China unt,,0.84,-2.5,0.82,0.84,0.86,0.805,-0.59,1.17,0.675,
AMP,30296.7,1107.76,1087.28,11.043,0.80,6.7,37.1,14.4,30,1.24,5.63,p,AMP Ltd,,5.33,-9,5.32,5.34,5.59,5.25,0.64,6.97,5.06,
ANQ,19.996,6.556,12.806,0.03,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.17,,0.17,0.18,0.18,0.17,2.30,0.295,0.15,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-72.70,0.004,0.001,
ALT,271.905,238.412,26.612,0.01,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.024,-0.3,0.024,0.028,0.027,0.024,-8.81,0.115,0.019,
ANN,3310.07,121.392,127.702,1.739,1.92,6.9,81.7,16.2,29,2.82,2.19,,Ansell Ltd,,13.22,-13,12.82,13.25,13.49,12.73,1.32,13.73,9.07,
ANO,-,13.572,10.005,0.01,0.04,1.1,1.46,3.1,-,-,-,,Antaria Ltd,,0.045,,0.037,0.042,0.045,0.045,2.30,0.06,0.032,
ADO,5591.71,3213.87,47.946,0.029,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.056,0.1,0.053,0.056,0.056,0.05,4.12,0.105,0.006,
ADOO,766.683,423.454,-,0.006,-,-,-,-,-,-,-,,  opt sep10,,0.041,-0.1,0.038,0.041,0.042,0.035,-0.08,0.07,0.001,
ADOOA,-,1.58,-,0.001,-,-,-,-,-,-,-,,  opt feb11,,0.015,,0.01,0.03,0.015,0.015,2.30,0.025,0.005,
ANP,1719.31,388.544,12.946,0.009,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.016,-0.1,0.016,0.017,0.017,0.016,-3.58,0.20,0.013,
ANZ,43984.7,1327.31,1531.68,56.765,9.99,2.2,144.8,15.3,108,1.34,4.87,f,ANZ Banking Grp,,22.18,-87,22.15,22.19,23.17,21.81,-1.48,26.23,18.73,
APE,1.813,0.344,0.389,0.378,8.81,1.4,121.6,10.4,62,1.96,4.90,f,AP Eagers Ltd,,12.65,5,12.65,12.80,12.65,12.62,2.69,13.55,8.81,
APP,20,3.179,1.147,0.001,-,-,0.1,19.0,-,-,-,,APA Financial,,0.019,0.2,0.013,0.019,0.019,0.017,14.06,0.022,0.009,
APA,4721.09,161.495,136.751,2.012,-,-,25,14.8,31.75,0.79,8.56,,APA Grp stp,,3.71,-1,3.68,3.71,3.77,3.68,2.03,3.83,2.67,
AEZ,8029.3,110.373,217.832,0.018,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.033,0.6,0.032,0.035,0.035,0.026,24.52,0.115,0.024,
APN,5306.76,231.888,314.159,1.222,-0.78,-,16.7,12.2,4,4.17,1.96,f,APN News & Media,,2.04,-6,2.00,2.08,2.12,1.99,-0.56,2.61,1.63,
APD,135.705,10.068,13.759,0.032,0.21,1.0,-17.88,-,1.25,-,6.25,f,APN Prop Grp,,0.20,-1,0.205,0.22,0.22,0.20,-2.46,0.41,0.165,
AOP,3827.33,199.324,-,0.005,-,-,0.18,6.1,-,-,-,,Apollo Cons,,0.011,0.1,0.01,0.012,0.011,0.01,12.30,0.04,0.007,
AQL,16.225,9.442,3.09,0.002,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.15,-5,0.18,0.20,0.15,0.15,-22.70,0.352,0.15,
APB,701,25.639,11.898,0.011,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.018,0.4,0.014,0.018,0.018,0.014,30.87,0.047,0.008,
ARP,132.31,15.437,7.17,0.418,1.22,4.7,40.44,14.3,17.5,2.31,3.03,f,ARB Corp,,5.77,-13,5.77,5.82,6.00,5.76,0.09,6.40,3.724,
AAD,4988.39,145.435,86.446,0.294,1.10,0.9,2.73,34.8,14.3,0.19,15.05,,Ardent Leisure stp,,0.95,-4.5,0.935,0.95,1.00,0.935,-2.23,1.845,0.935,
ARG,683.344,23.422,24.525,3.534,6.03,1.0,26,22.5,25,1.04,4.28,f,Argo Invest,,5.84,-23,5.84,5.85,6.25,5.78,-1.49,7.05,5.61,
ASV,26.503,4.288,10.156,0.004,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.06,0.5,0.061,0.085,0.06,0.06,11.39,0.878,0.006,
ARA,81.684,7.507,3.175,0.054,0.32,0.8,-2.46,-,1,-,3.77,,Ariadne Aust,,0.265,0.5,0.265,0.275,0.275,0.26,4.22,0.37,0.23,
ALL,12673.4,333.192,307.539,1.84,0.07,49.3,-31.3,-,4.5,-,1.30,,Aristocrat Leisure,,3.45,-18,3.43,3.47,3.72,3.39,-2.66,5.75,3.34,
AEM,143,98.104,66.071,0.003,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.008,-0.1,0.009,0.011,0.008,0.008,-8.81,0.025,0.007,
AKW,95.875,12.02,6.431,0.004,0.25,0.3,21.65,0.4,-,-,-,,Arturus Capital,,0.076,-1.4,0.076,0.098,0.09,0.076,-13.26,0.30,0.075,
APH,129.706,13.823,10.695,0.069,0.06,4.6,3.7,7.4,-,-,-,,Ascent Pharmahealth,,0.275,1,0.27,0.275,0.275,0.265,6.07,0.345,0.14,
AIO,54941.8,2054.43,2551.56,4.93,0.10,16.8,-41.9,-,-,-,-,,Asciano Grp stp,,1.685,-2.5,1.67,1.69,1.735,1.595,0.84,1.94,1.435,
AFA,307.443,18.284,2.861,0.037,0.02,6.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.12,1,0.11,0.125,0.125,0.11,11.39,0.43,0.08,
ASZ,1001.21,44.594,25.13,0.212,0.06,23.3,9.43,14.8,6,1.57,4.30,f,ASG Grp Ltd,,1.395,-9.5,1.37,1.395,1.50,1.255,-4.08,1.55,0.81,
AJJ,-,3.571,2.884,0.014,0.01,7.3,-0.25,-,0.5,-,6.85,,Asia Liver Trans,,0.073,,0.076,0.099,0.073,0.073,2.30,0.19,0.007,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,2.30,0.001,0.001,
AUF,33.571,5.503,2.325,0.107,1.01,1.0,-1.19,-,1,-,0.98,f,Asian Masters Fund,,1.02,-3,1.02,1.20,1.05,1.02,-0.56,1.06,0.98,
AKF,-,2.34,5.352,0.014,0.34,0.6,3.2,6.6,1.3,2.46,6.19,,ASK Funding Ltd,,0.21,,-,0.22,0.21,0.21,2.30,0.37,0.20,
APZ,1925.28,206.334,195.849,0.267,0.68,0.7,-3.37,-,4.2,-,9.13,,Aspen Grp stp,,0.46,-1,0.46,0.465,0.47,0.445,0.17,0.575,0.285,
ASP,-,0.733,0.17,0.024,-0.03,-,0.88,11.4,-,-,-,,Aspermont Ltd,,0.10,,0.12,0.13,0.10,0.10,2.30,0.20,0.10,
AIR,58.626,1.992,-,0.023,0.46,2.2,27.61,3.6,-,-,-,,Astivita Renewables,,0.995,-10,0.995,1.07,1.095,0.97,-6.83,1.165,0.75,
AKR,4.096,0.858,19.068,0.015,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.72,1,0.72,0.90,0.72,0.72,3.71,0.85,0.51,
AJA,3858.76,215.45,443.989,0.158,0.76,0.4,-36.49,-,8.5,-,27.42,,Astro Jap Prop stp,,0.31,0.5,0.305,0.31,0.31,0.30,3.94,0.515,0.29,
ATR,9.991,1.229,1.335,0.118,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.81,-4,1.715,1.79,1.85,1.81,0.14,2.70,1.61,
ASX,4694.43,128.572,122.285,5.105,3.19,9.2,180.6,16.3,163.6,1.10,5.56,f,ASX Ltd,,29.41,-57,29.34,29.44,30.38,28.78,0.40,37.16,28.02,
ACG,460.789,12.095,12.507,0.013,0.04,3.3,-3.06,-,-,-,-,,Atcor Medical,,0.13,,0.12,0.13,0.13,0.12,2.30,0.215,0.11,
ATI,14658.2,824.605,404.147,0.053,0.01,4.0,-0.12,-,-,-,-,,Atlantic Ltd,,0.04,,0.041,0.04,0.04,0.037,2.30,0.07,0.016,
ATIO,-,131.479,89.076,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.032,,0.023,0.033,0.032,0.032,2.30,0.058,0.008,
ATP,40,7.758,9.505,0.012,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.098,-0.7,0.096,0.10,0.105,0.098,-4.37,0.145,0.08,
ATW,100,1.91,0.609,0.004,0.02,1.0,-0.4,-,-,-,-,,Atos Wellness,,0.02,0.2,0.007,0.02,0.02,0.018,13.41,0.02,0.01,
AIA,186.458,37.094,37.43,2.031,1.22,1.3,5.63,27.5,6.68,0.84,4.31,,Auckland Airport,,1.55,-1.5,1.55,1.58,1.565,1.54,1.34,1.654,1.335,
AFV,2.72,0.017,-,0.014,-,-,-,-,-,-,-,,Aurora Funds Ltd,,1.56,,1.40,1.60,1.56,1.56,2.30,2.00,1.56,
AIB,0.132,0.701,0.088,0.014,1.14,1.0,-5.76,-,23.5,-,20.61,,Aurora Global Tr unt,,1.14,,1.14,1.22,1.14,1.14,2.30,7.50,0.977,
AUP,4.254,0.271,0.192,0.019,5.34,1.0,-,-,-,-,-,,Aurora Prop unt,,5.23,-2,5.23,5.35,5.25,5.23,1.92,5.40,4.40,
ABW,4.2,0.73,0.086,0.008,1.05,1.1,-30.42,-,9.5,-,8.60,,Aurora SAE ord unt,,1.105,,1.07,1.08,1.105,1.105,2.30,7.35,0.942,
AOD,444.196,8.76,14.583,0.043,1.00,1.0,-4.69,-,6.2,-,6.39,p,Aurora Sandringham ,,0.97,-1,0.97,0.975,0.99,0.97,1.28,1.12,0.965,
AQF,31.456,0.385,-,0.041,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.61,,1.60,-,1.61,1.61,2.30,1.72,1.58,
ASL,1236.02,73.826,58.319,0.445,1.60,1.1,20.62,8.5,11,1.87,6.29,f,Ausdrill Ltd,,1.75,-4.5,1.72,1.76,1.815,1.68,-0.21,2.34,1.217,
AAX,4298.21,155.36,112.302,0.279,0.62,3.7,19,12.0,9.5,2.00,4.17,f,Ausenco Ltd,,2.28,-27,2.27,2.29,2.55,2.15,-8.29,5.95,1.71,
AAC,3655.31,114.334,170.751,0.404,-,-,-13.4,-,-,-,-,,Aust Agriculture,,1.53,,1.515,1.54,1.545,1.485,2.30,1.595,1.22,
AAK,450,80.066,261.456,0.014,0.02,0.2,0.03,13.3,-,-,-,,Aust China Hldgs,,0.004,,0.004,0.005,0.004,0.004,2.30,0.016,0.003,
AAKO,-,38.752,4.5,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,2.30,0.005,0.001,
AEU,811.407,16.357,25.109,0.081,1.29,0.5,9.4,6.4,-,-,-,,Aust Education unt,,0.60,-0.5,0.60,0.62,0.65,0.595,1.47,0.66,0.31,
AYF,9.1,0.221,0.147,0.022,6.44,1.0,1,642.0,50,0.02,7.79,p,Aust Enhanced unt,,6.42,10,6.33,6.42,6.43,6.32,3.88,6.55,5.85,
AEF,1.256,0.032,0.013,0.021,8.11,2.6,139,15.1,182,0.76,8.67,f,Aust Ethical,,21.00,,21.00,22.50,22.50,21.00,2.30,37.00,20.00,
AFI,1543.37,45.308,43.678,4.804,4.70,1.0,18.6,25.6,21,0.89,4.40,f,Aust Foundation,,4.77,-28,4.77,4.78,5.16,4.73,-3.25,5.41,4.52,
AFIN,8.457,0.114,-,0.086,-,-,-,-,-,-,-,,  new,,4.80,,-,-,4.85,4.72,2.30,4.85,4.51,
AIX,9136.26,266.122,241.051,1.151,2.62,0.7,19.37,9.6,10,1.94,5.39,,Aust Infra unt,,1.855,-5,1.855,1.86,1.935,1.815,-0.33,2.09,1.445,
ALF,75.76,5.672,9.167,0.073,1.33,0.8,53.65,2.1,7,7.66,6.25,f,Aust Leaders,,1.12,,1.10,1.12,1.12,1.085,2.30,1.265,1.05,
ALFO,421.817,10.997,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.003,,0.004,0.006,0.003,0.003,2.30,0.10,0.003,
API,2778.11,100.265,22.145,0.21,0.79,0.5,6.1,7.0,3,2.03,6.98,f,Aust Pharmaceutical,,0.43,1.5,0.425,0.445,0.445,0.42,5.91,0.939,0.365,
APK,128.478,5.391,4.832,0.041,-,-,-3.1,-,-,-,-,,Aust Power,,0.40,,0.40,0.42,0.41,0.38,2.30,0.50,0.18,
AUI,14.914,0.863,0.748,0.684,6.68,1.0,18.7,35.8,25,0.75,3.73,f,Aust United Invest,,6.70,,6.70,6.99,6.81,6.70,2.30,7.90,6.40,
AVG,877.107,16.23,33.243,0.038,0.98,0.3,11.2,2.6,-,-,-,,Aust Vintage Ltd,,0.295,4.5,0.29,0.30,0.31,0.25,20.30,0.49,0.195,
ASB,320.895,24.57,28.452,0.433,1.30,1.8,4.35,52.9,6,0.72,2.61,,Austal Ltd,,2.30,2,2.28,2.30,2.32,2.27,3.17,3.12,1.935,
AUN,10100.1,402.947,373.685,1.21,-0.28,-,3.5,27.4,-,-,-,,Austar United,,0.96,-1.5,0.96,0.965,0.98,0.94,0.76,1.465,0.84,
AUB,134.016,6.026,12.655,0.251,0.92,5.2,32.49,14.7,21,1.55,4.41,f,Austbrokers Hldgs,,4.76,-13,4.70,4.78,5.01,4.70,-0.36,5.65,4.40,
AEO,224.234,45.395,28.766,0.615,-0.57,-,11.98,14.9,9.7,1.24,5.43,f,Austereo Grp Ltd,,1.785,-2,1.785,1.79,1.85,1.71,1.19,1.925,1.315,
ANG,348.765,21.561,13.388,0.254,0.52,7.0,26.32,13.9,8.5,3.10,2.32,f,Austin Engineer,,3.66,11,3.63,3.66,3.69,3.50,5.40,3.69,1.98,
ACK,5.065,4.088,3.052,0.02,0.24,0.6,-6.58,-,-,-,-,,Austock Grp Ltd,,0.15,,0.15,0.17,0.15,0.15,2.30,0.33,0.135,
AYX,1,0.066,0.006,0.012,0.24,4.1,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.99,-1,-,1.25,1.00,0.99,1.30,1.25,0.75,
ALZ,5433.99,346.615,605.204,1.569,3.44,0.8,14.9,18.3,12,1.24,4.41,,Australand Prop stp,,2.72,-8,2.71,2.72,2.81,2.66,-0.56,3.05,2.20,
AIY,66,1.345,1.271,0.002,0.03,1.0,0.05,60.0,-,-,-,,Authorised Invest,,0.03,,0.009,0.03,0.03,0.03,2.30,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.015,0.016,0.016,2.30,0.016,0.01,
ATJ,175,16.29,1.809,0.008,0.02,2.4,-4.29,-,-,-,-,,Auto Tech Ltd,,0.047,-0.3,0.044,0.05,0.048,0.045,-3.70,0.07,0.04,
