ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4472.4 at 16:37 4/6/2010  Report at 19:07 Friday 4/6/2010. Processed 13:55 Sunday 6/6/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ADA,3,3.499,0.938,0.035,0.21,2.0,2.7,15.6,-,-,-,,Adacel Tech,,0.42,-0.5,0.42,0.455,0.42,0.42,-1.03,0.84,0.32,
AAU,56.7,2.91,2.579,0.011,0.07,2.6,-2.18,-,1,-,5.56,,Adcorp Aust,,0.18,1,0.17,0.18,0.20,0.18,6.03,0.305,0.17,
ABC,7226.28,240.088,388.801,1.785,1.21,2.3,20.4,13.8,13.5,1.51,4.80,f,Adelaide Brighton,,2.81,9,2.80,2.82,2.82,2.67,3.46,3.01,2.03,
AYT,107.302,6.56,9.709,0.148,1.78,0.8,6.83,21.8,16.02,0.43,10.75,,Adelaide Managed unt,,1.49,-0.5,1.475,1.49,1.49,1.475,-0.19,1.565,1.10,
ADQ,34.516,4.243,0.46,0.006,0.02,2.8,-11.08,-,-,-,-,,ADG Global Supply,,0.056,-0.3,0.056,0.066,0.059,0.056,-4.94,0.123,0.056,
ADQO,-,0.982,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.008,,0.004,0.008,0.008,0.008,0.15,0.013,0.008,
ADL,105,34.171,5.282,0.002,-,-,-0.4,-,-,-,-,,Admerex Ltd,,0.004,,0.004,0.005,0.004,0.004,0.15,0.016,0.004,
ADG,43.228,0.895,0.46,0.088,2.44,1.4,37.1,9.4,20,1.86,5.71,f,Adtrans Grp,,3.50,,3.50,3.62,3.50,3.50,0.15,3.70,2.10,
ASC,3519.69,89.275,24.977,0.006,0.02,0.5,-0.19,-,-,-,-,,Adultshop Com,,0.01,0.2,0.009,0.011,0.01,0.009,25.15,0.015,0.004,
ASCO,-,17.675,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,,0.002,0.003,0.003,0.003,0.15,0.005,0.002,
ABV,301.4,21.113,57.68,0.014,-,-,-0.32,-,-,-,-,,Adv Braking Tech,,0.018,-0.3,0.018,0.019,0.021,0.018,-14.14,0.038,0.009,
AMT,2.379,0.589,0.114,0.012,0.22,1.6,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.35,2,0.38,0.44,0.35,0.33,6.21,0.64,0.28,
AES,55.5,3.897,0.319,0.029,0.01,6.5,-0.09,-,-,-,-,,Advanced Energy,,0.065,1.5,0.035,0.065,0.065,0.05,30.15,0.125,0.02,
ACE,45.263,8.006,9.612,0.007,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.032,-0.5,0.035,0.039,0.037,0.032,-13.37,0.093,0.031,
ANM,143.692,5.341,2.874,0.011,0.02,2.5,-2.64,-,-,-,-,,Advanced Magnesium,,0.05,-0.8,0.05,0.056,0.058,0.05,-13.65,0.124,0.019,
ASW,81,3.14,0.765,0.015,0.11,3.4,3.16,11.9,2.75,1.15,7.33,f,Advanced Share,,0.375,-0.5,0.375,0.39,0.38,0.375,-1.17,0.44,0.22,
AEI,962.331,2.938,0.997,0.006,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.06,-0.1,0.06,0.065,0.063,0.06,-1.49,0.185,0.06,
AVE,524.016,20.689,9.927,0.21,2.07,0.6,4.2,28.2,4,1.05,3.38,,Aevum Ltd,,1.185,9,1.165,1.21,1.20,1.095,8.37,1.67,0.795,
AFT,17809.6,869.874,230.884,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,0.15,0.002,0.001,
AGK,10221.3,152.016,148.424,6.472,6.21,2.3,27,53.3,57,0.47,3.96,f,AGL Energy Ltd,,14.38,87,14.35,14.38,14.56,13.56,6.59,15.69,13.07,
AGJ,20.843,0.274,0.209,0.013,0.38,0.4,-2.28,-,2.12,-,14.13,,Agricultural Land unt,,0.15,,0.13,0.15,0.15,0.15,0.15,0.18,0.13,
AHC,-,0.083,0.01,0.011,4.89,0.4,14.09,14.2,-,-,-,,AHC Ltd,,2.00,,-,2.25,2.00,2.00,0.15,2.45,2.00,
ENY,0.5,0.005,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,14.44,8,14.72,14.81,14.44,14.36,0.70,16.50,14.36,
FIN,5,0.039,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.46,14,4.44,4.46,4.46,4.32,3.39,5.09,4.32,
FIX,-,0.01,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.08,,5.13,5.16,5.08,5.08,0.15,5.98,5.08,
IDD,-,0.014,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.48,,3.41,3.43,3.48,3.48,0.15,3.97,3.48,
RSR,20.376,0.101,-,-,-,-,-,-,-,-,-,,Aii200res etf unt,,4.89,5,4.88,4.92,4.93,4.89,1.18,5.65,4.60,
MAM,2,0.079,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.17,-1,4.08,4.10,4.18,4.17,-0.09,4.83,3.90,
AGI,155,3.142,3.29,0.026,0.01,9.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.095,-0.5,0.095,0.12,0.11,0.095,-4.85,0.22,0.065,
AIZ,55.968,10.332,8.071,1.012,1.12,0.8,3.9,24.1,5.17,0.75,5.50,,Air New Zealand,,0.94,-1,0.925,0.975,0.95,0.94,-0.91,1.145,0.67,
AIG,-,-,0.18,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,-,-,0.11,0.11,0.15,0.11,0.10,
AJL,228.464,17.907,30.802,0.15,1.32,1.7,16,14.4,5.5,2.91,2.39,,AJ Lucas Grp,,2.30,-6,2.30,2.32,2.39,2.28,-2.39,5.60,2.00,
ACL,260.54,20.197,40.048,0.107,0.09,6.2,-4.6,-,-,-,-,,Alchemia Ltd,,0.56,1,0.555,0.56,0.58,0.53,1.97,0.81,0.299,
AAI,1.133,0.036,-,13.423,-,-,-137.14,-,11.61,-,0.75,,Alcoa Inc cdi,,15.50,-200,15.00,17.25,18.49,15.50,-11.28,47.10,14.50,
LEP,239.419,18.596,7.24,0.331,2.39,0.9,95.98,2.3,27,3.55,12.50,,ALE Prop Grp stp,,2.16,-3,2.15,2.17,2.19,2.14,-1.22,2.43,1.871,
ALS,1785.32,45.912,58.637,0.251,0.65,4.1,-17.36,-,14,-,5.24,f,Alesco Corp,,2.67,11,2.61,2.75,2.78,2.52,4.44,5.91,2.37,
AJX,1418.31,23.626,-,0.009,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.12,-0.5,0.12,0.13,0.13,0.115,-3.85,0.205,0.01,
AEJ,8365.24,338.767,644.635,0.041,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.051,-0.2,0.051,0.052,0.054,0.05,-3.63,0.105,0.045,
ABQ,1845.21,48.426,7.315,0.013,0.06,1.1,2.3,2.9,0.5,4.60,7.46,,Allied Brands Ltd,,0.067,-1.8,0.067,0.068,0.085,0.065,-21.03,0.245,0.065,
ABQO,-,4.651,0.017,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.002,0.001,0.001,0.15,0.005,0.001,
AEA,200,7.878,0.122,0.011,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.26,-3,0.26,0.29,0.30,0.26,-10.20,0.36,0.037,
AEAO,-,0.942,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.16,,0.07,0.165,0.16,0.16,0.15,0.16,0.06,
AIQ,160.673,19.477,2.617,0.133,1.44,0.7,-44.5,-,47,-,46.08,,Alternative Invest unt,,1.02,,1.01,1.05,1.02,1.01,0.15,1.45,0.91,
ALU,13.9,2.748,0.694,0.021,0.09,2.7,-6.97,-,2,-,8.33,,Altium Ltd,,0.24,,0.24,0.265,0.265,0.24,0.15,0.405,0.20,
AMA,714.218,13.295,18.066,0.013,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.05,-0.8,0.036,0.05,0.055,0.046,-13.65,0.078,0.019,
AHD,427.666,22.891,4.253,0.912,4.65,1.2,68.5,8.5,35,1.96,6.03,f,Amalgamated Hldgs,,5.80,-9,5.65,5.85,5.90,5.62,-1.38,6.24,3.73,
AMO,1,1.86,0.291,0.014,0.61,0.8,9.3,4.9,5.5,1.69,11.96,f,Ambertech Ltd,,0.46,-1.5,0.46,0.47,0.475,0.46,-3.01,0.63,0.385,
AMB,-,1.322,1.194,0.025,0.14,2.6,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.37,,0.20,0.36,0.37,0.37,0.15,0.42,0.165,
AMH,288.737,7.6,2.943,0.122,0.77,0.8,-1.14,-,2,-,3.20,,Amcil Ltd,,0.625,-1,0.625,0.64,0.64,0.62,-1.43,0.72,0.53,
AMM,1121.86,142.177,93.478,0.229,0.18,1.8,2.78,11.5,0.9,3.09,2.81,f,Amcom Telecomm,,0.32,-1,0.31,0.32,0.33,0.315,-2.88,0.355,0.145,
AMC,27637.9,673.723,331.495,7.67,2.25,2.8,20.9,30.0,29.5,0.71,4.70,,Amcor Ltd,,6.28,12,6.26,6.29,6.45,6.06,2.10,6.76,4.276,
AEC,484.423,5.373,2.687,0.122,1.05,3.2,19.39,17.3,16.5,1.18,4.93,f,Ammtec Ltd,,3.35,2,3.34,3.36,3.40,3.30,0.75,3.40,1.83,
AGF,612.794,25.565,25.389,0.249,1.14,0.6,10.02,7.4,8.47,1.18,11.45,,AMP Capital China unt,,0.74,-0.5,0.74,0.755,0.765,0.74,-0.52,1.265,0.675,
AMP,36766.2,813.187,728.938,12.017,0.80,7.2,37.1,15.6,30,1.24,5.17,p,AMP Ltd,,5.80,15,5.80,5.82,5.94,5.53,2.80,6.97,4.55,
ANQ,180.479,5.737,9.274,0.031,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.175,-1,0.175,0.195,0.18,0.175,-5.26,0.35,0.175,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-74.85,0.004,0.001,
ALT,468.371,228.549,17.423,0.015,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.036,0.1,0.033,0.036,0.036,0.033,3.00,0.115,0.019,
ANN,4138.97,91.205,88.229,1.713,1.92,6.8,81.7,15.9,29,2.82,2.23,,Ansell Ltd,,13.02,51,12.80,13.05,13.33,12.35,4.22,13.48,8.16,
ANO,-,11.297,2.928,0.008,0.04,0.9,1.46,2.4,-,-,-,,Antaria Ltd,,0.035,,0.035,0.04,0.035,0.035,0.15,0.065,0.029,
ADO,32900.2,3051.28,32.881,0.03,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.058,1.1,0.057,0.058,0.061,0.047,23.55,0.105,0.006,
ADOO,2429.66,409.615,-,0.006,-,-,-,-,-,-,-,,  opt sep10,,0.042,0.8,0.038,0.047,0.047,0.036,23.68,0.07,0.001,
ADOOA,0.25,1.519,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.01,0.5,0.01,0.025,0.01,0.005,100.10,0.025,0.005,
ANP,1944.5,328.168,8.712,0.008,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.014,-0.1,0.014,0.015,0.015,0.014,-6.52,0.20,0.014,
ANZ,31764.6,959.942,969.024,57.363,9.99,2.3,144.8,15.6,108,1.34,4.77,f,ANZ Banking Grp,,22.64,12,22.61,22.65,22.95,21.94,0.68,26.23,15.68,
APE,11.331,0.228,0.274,0.373,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.50,,12.50,12.80,12.70,12.50,0.15,13.55,7.24,
APP,-,3.043,0.337,-,-,-,0.1,12.0,-,-,-,,APA Financial,,0.012,,0.015,0.019,0.012,0.012,0.15,0.023,0.009,
APA,4545.46,108.344,84.82,1.947,-,-,25,14.4,31.75,0.79,8.84,,APA Grp stp,,3.59,8,3.58,3.62,3.66,3.45,2.43,3.79,2.60,
AEZ,1483.54,71.209,159.426,0.017,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.032,0.1,0.032,0.033,0.034,0.031,3.37,0.115,0.03,
APN,10651.1,153.349,183.077,1.365,-0.78,-,16.7,13.7,4,4.17,1.75,f,APN News & Media,,2.28,8,2.26,2.32,2.32,2.15,3.78,2.61,1.32,
APD,408.855,5.422,11.625,0.031,0.21,1.0,-17.88,-,1.25,-,5.68,f,APN Prop Grp,,0.22,,0.22,0.235,0.22,0.18,0.15,0.41,0.15,
AOP,986.163,93.343,-,0.003,-,-,0.18,3.9,-,-,-,,Apollo Cons,,0.007,-0.1,0.007,0.008,0.008,0.007,-12.35,0.04,0.007,
AQLDA,0.5,-,-,0.002,-,-,-,-,-,-,-,,Aquacarotene Ltd def,,0.15,,0.15,0.20,0.15,0.15,-,0.15,0.15,
APB,2483,15.19,4.784,0.005,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.01,,0.008,0.01,0.012,0.008,0.15,0.058,0.008,
ARP,334.64,11.382,4.748,0.419,1.22,4.7,40.44,14.3,17.5,2.31,3.03,f,ARB Corp,,5.78,-2,5.55,5.79,5.80,5.54,-0.20,6.19,3.176,
AAD,3455.1,91.214,43.443,0.34,1.10,1.0,2.73,40.3,14.3,0.19,13.00,,Ardent Leisure stp,,1.10,3.5,1.09,1.11,1.13,1.005,3.43,1.845,1.00,
ARG,742.574,16.971,15.762,3.619,6.54,0.9,-11.1,-,25,-,4.18,f,Argo Invest,,5.98,,5.92,5.98,5.98,5.82,0.15,7.05,5.61,
ASV,603.771,3.007,1.713,0.005,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.075,-1.4,0.075,0.079,0.089,0.075,-15.58,0.878,0.006,
ARA,53.048,6.819,1.938,0.049,0.32,0.8,-2.46,-,1,-,4.17,,Ariadne Aust,,0.24,1,0.24,0.25,0.24,0.23,4.50,0.37,0.225,
ALL,9350.85,226.046,185.472,2.171,0.07,58.1,-31.3,-,4.5,-,1.11,,Aristocrat Leisure,,4.07,3,4.04,4.10,4.19,3.99,0.89,5.75,3.37,
AEM,10,89.069,48.398,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.011,0.1,0.01,0.012,0.011,0.01,10.15,0.025,0.009,
AKW,754.985,7.466,6.431,0.005,0.25,0.5,21.65,0.6,-,-,-,,Arturus Capital,,0.13,-2,0.125,0.15,0.17,0.125,-13.19,0.30,0.10,
APH,182.4,11.16,7.924,0.071,0.06,4.8,3.7,7.7,-,-,-,,Ascent Pharmahealth,,0.285,,0.275,0.30,0.295,0.275,0.15,0.345,0.12,
AIO,47622.1,1495.45,831.995,4.696,0.10,16.0,-41.9,-,-,-,-,,Asciano Grp stp,,1.605,0.5,1.60,1.61,1.63,1.585,0.46,1.94,1.193,
AFA,95.5,15.578,1.851,0.032,0.02,5.3,-1.19,-,-,-,-,,ASF Grp Ltd,,0.105,-0.5,0.10,0.13,0.11,0.10,-4.40,0.43,0.07,
ASZ,580.332,34.298,17.113,0.199,0.06,22.7,9.43,14.4,6,1.57,4.41,f,ASG Grp Ltd,,1.36,9,1.335,1.365,1.36,1.21,7.23,1.48,0.555,
AJJ,-,3.397,1.043,0.019,0.01,10.0,-0.25,-,0.5,-,5.00,,Asia Liver Trans,,0.10,,0.017,0.099,0.10,0.10,0.15,0.267,0.007,
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,0.15,0.002,0.001,
AUF,196.272,3.857,0.841,0.106,0.99,1.1,-1.19,-,1,-,0.96,f,Asian Masters Fund,,1.04,,1.04,1.05,1.04,1.03,0.15,1.06,0.97,
AKF,31.043,1.582,1.711,0.014,0.34,0.6,3.2,6.6,1.3,2.46,6.19,,ASK Funding Ltd,,0.21,-4,0.21,0.26,0.25,0.21,-15.85,0.37,0.17,
APZ,3018.16,154.836,113.53,0.273,0.68,0.7,-3.37,-,4.19,-,8.91,,Aspen Grp stp,,0.47,-1,0.465,0.47,0.49,0.47,-1.94,0.575,0.27,
ASP,-,0.631,0.082,0.024,-0.03,-,0.88,11.4,-,-,-,,Aspermont Ltd,,0.10,,0.11,0.14,0.10,0.10,0.15,0.256,0.10,
AIR,81.296,1.602,-,0.023,0.38,2.6,8.23,12.2,-,-,-,,Astivita Renewables,,1.00,2.5,0.95,0.995,1.00,0.90,2.71,1.15,0.75,
AKR,66.748,0.766,18.765,0.018,1.62,0.5,-1.87,-,-,-,-,,Astra Capital Ltd,,0.85,30,0.85,0.90,0.85,0.51,54.69,0.85,0.51,
AJA,2612.4,155.029,277.821,0.185,0.76,0.5,-36.49,-,8.5,-,23.29,,Astro Jap Prop stp,,0.365,1,0.36,0.365,0.365,0.35,2.96,0.515,0.32,
ATR,17.129,1.07,0.973,0.124,2.90,0.7,-11.79,-,-,-,-,,Astron Ltd,,1.90,3,1.72,1.90,1.90,1.895,1.75,2.70,1.61,
ASX,4601.1,92.609,80.387,5.251,3.19,9.5,180.6,16.7,163.6,1.10,5.41,f,ASX Ltd,,30.25,-88,30.24,30.34,31.19,30.00,-2.68,37.90,30.00,
ACG,62,5.385,9.577,0.015,0.04,3.8,-3.06,-,-,-,-,,Atcor Medical,,0.15,1,0.145,0.15,0.16,0.14,7.29,0.22,0.115,
ATI,13655.2,667.925,281.55,0.051,0.01,4.0,-0.12,-,-,-,-,,Atlantic Ltd,,0.04,-0.3,0.039,0.04,0.043,0.036,-6.83,0.07,0.01,
ATIO,1645,122.802,49.072,0.007,-,-,-,-,-,-,-,,  opt dec11,,0.03,-0.4,0.029,0.032,0.034,0.03,-11.62,0.058,0.003,
ATP,28,5.189,4.329,0.013,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.105,0.5,0.12,0.13,0.11,0.10,5.15,0.145,0.085,
AIA,971.193,30.787,26.258,1.985,1.22,1.2,5.63,26.9,6.68,0.84,4.41,,Auckland Airport,,1.515,,1.495,1.52,1.545,1.485,0.15,1.654,1.171,
AIB,1.54,0.389,0.045,0.013,1.19,0.9,-5.76,-,54,-,49.09,,Aurora Global Tr unt,,1.10,-5,1.10,1.21,1.15,1.10,-4.20,7.50,0.977,
AUP,6.824,0.192,0.133,0.018,5.25,1.0,-,-,-,-,-,,Aurora Prop unt,,5.00,5,5.01,5.14,5.00,4.96,1.16,5.40,4.40,
ABW,18,0.452,0.045,0.008,1.22,0.9,-30.42,-,23,-,20.72,,Aurora SAE ord unt,,1.11,2.5,1.11,1.12,1.11,1.085,2.45,7.35,0.867,
AOD,332.176,5.318,8.427,0.044,1.03,1.0,-4.69,-,5.6,-,5.63,f,Aurora Sandringham ,,0.995,-0.5,0.995,1.01,1.01,0.995,-0.35,1.12,0.99,
AQF,-,0.283,-,0.035,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.72,,1.58,-,1.72,1.72,0.15,1.72,1.62,
ASL,2617.3,52.861,39.158,0.459,1.60,1.1,20.62,8.8,11,1.87,6.09,f,Ausdrill Ltd,,1.805,-6.5,1.80,1.83,1.93,1.785,-3.33,2.34,0.855,
AAX,14293.6,90.813,70.135,0.245,0.62,3.2,19,10.5,9.5,2.00,4.75,f,Ausenco Ltd,,2.00,-34,2.00,2.02,2.39,1.96,-14.38,5.95,1.96,
AAC,5044.76,81.857,114.875,0.374,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.415,-2,1.405,1.45,1.485,1.39,-1.25,1.595,1.18,
AAK,50,54.962,162.544,0.014,0.02,0.2,0.03,13.3,-,-,-,,Aust China Hldgs,,0.004,-0.1,0.004,0.005,0.005,0.004,-19.85,0.016,0.002,
AAKO,-,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,0.15,0.005,0.001,
AEU,1342.61,11.577,17.706,0.081,1.29,0.5,9.4,6.4,1.75,5.37,2.92,,Aust Education unt,,0.60,10,0.60,0.605,0.66,0.49,20.15,0.66,0.23,
AYF,30.737,0.161,0.068,0.021,6.60,0.9,1,615.0,55,0.02,8.94,p,Aust Enhanced unt,,6.15,-5,6.15,6.35,6.20,6.15,-0.66,6.53,5.22,
AEF,0.22,0.016,0.008,0.023,8.11,2.8,139,16.5,182,0.76,7.91,f,Aust Ethical,,23.00,-150,23.00,23.65,24.50,23.00,-5.97,37.00,20.00,
AFI,1024.19,33.594,28.506,4.728,5.08,0.9,8.93,53.5,21,0.43,4.39,f,Aust Foundation,,4.78,-11,4.76,4.78,4.88,4.75,-2.10,5.41,4.26,
AFIN,8.759,0.009,-,0.083,-,-,-,-,-,-,-,,  new,,4.62,,4.50,4.68,4.68,4.62,-,4.68,4.62,
AIX,7211.58,192.29,97.268,1.043,2.62,0.6,19.37,8.7,10,1.94,5.95,p,Aust Infra unt,,1.68,-1,1.68,1.71,1.72,1.64,-0.44,2.09,1.18,
ALF,141.749,4.678,6.187,0.073,1.45,0.8,53.65,2.1,7,7.66,6.25,f,Aust Leaders,,1.12,,1.09,1.12,1.12,1.08,0.15,1.265,0.985,
ALFO,264.402,9.702,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.01,,0.01,0.015,0.01,0.01,0.15,0.10,0.007,
API,2987.43,77.617,15.302,0.227,0.79,0.6,6.1,7.6,3,2.03,6.45,f,Aust Pharmaceutical,,0.465,,0.465,0.47,0.485,0.45,0.15,0.939,0.44,
APK,81.641,4.352,2.506,0.039,-,-,-3.1,-,-,-,-,,Aust Power,,0.38,,0.34,0.375,0.38,0.34,0.15,0.50,0.125,
AUI,44.204,0.574,0.501,0.664,7.49,0.9,18.7,34.8,25,0.75,3.85,f,Aust United Invest,,6.50,,6.51,6.63,6.69,6.46,0.15,7.90,5.74,
AVG,350.573,12.579,5.519,0.027,0.98,0.2,11.2,1.9,-,-,-,,Aust Vintage Ltd,,0.21,-1.5,0.205,0.215,0.24,0.21,-6.52,0.49,0.125,
ASB,1062.43,20.323,21.231,0.406,1.30,1.7,4.35,49.7,6,0.72,2.78,,Austal Ltd,,2.16,3,2.16,2.19,2.35,2.09,1.56,3.12,1.935,
AUN,11886.5,313.704,251.278,1.266,-0.31,-,4.7,21.4,-,-,-,,Austar United,,1.005,2,1.005,1.01,1.03,0.955,2.18,1.465,0.725,
AUB,167.631,4.614,9.009,0.266,0.92,5.5,32.49,15.5,21,1.55,4.16,f,Austbrokers Hldgs,,5.05,18,4.99,5.05,5.15,4.87,3.84,5.65,3.83,
AEO,139.213,36.41,14.676,0.583,-0.57,-,11.98,14.1,9.1,1.32,5.38,f,Austereo Grp Ltd,,1.69,8,1.595,1.69,1.69,1.565,5.12,1.925,1.27,
ANG,1331.46,16.6,6.826,0.222,0.52,6.2,26.32,12.2,8.5,3.10,2.66,f,Austin Engineer,,3.20,-5,3.10,3.23,3.26,3.06,-1.39,3.60,1.45,
ACK,298.5,2.759,1.624,0.026,0.24,0.8,-6.58,-,-,-,-,,Austock Grp Ltd,,0.195,-0.5,0.20,0.21,0.20,0.195,-2.35,0.33,0.195,
AYX,-,0.06,0.005,0.009,0.24,3.1,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.75,,-,0.75,0.75,0.75,0.15,1.25,0.75,
ALZ,3141.11,314.493,287.114,1.419,0.68,3.6,-13.4,-,5,-,2.03,,Australand Prop stp,,2.46,1,2.46,2.47,2.47,2.41,0.56,3.05,1.835,
AIY,-,0.831,0.017,0.004,0.03,1.8,0.05,110.0,-,-,-,,Authorised Invest,,0.055,,0.041,0.07,0.055,0.055,0.15,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.019,0.016,0.016,0.15,0.016,0.01,
ATJ,133,12.901,1.22,0.009,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,-0.4,0.041,0.054,0.054,0.05,-7.26,0.092,0.028,
ATJO,-,0.497,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.003,-,0.01,0.01,0.15,0.011,0.01,
AIE,10.999,3.149,3.542,0.003,0.05,1.0,2.09,2.4,-,-,-,,Autodom Ltd,,0.05,-0.5,0.051,0.07,0.055,0.05,-8.94,0.11,0.02,
AHE,1436.05,29.491,21.609,0.553,0.75,3.3,28.14,8.7,17,1.66,6.94,f,Automotive Hldgs,,2.45,15,2.40,2.45,2.47,2.27,6.67,2.88,1.29,
AVX,13567.8,671.249,225.736,0.025,0.04,0.8,-4.17,-,-,-,-,,Avexa Ltd,,0.03,-0.1,0.03,0.031,0.032,0.03,-3.08,0.235,0.024,
AVH,246.408,14.953,10.932,0.013,0.05,2.4,-3.66,-,-,-,-,,Avita Medical Ltd,,0.12,0.5,0.11,0.12,0.12,0.11,4.50,0.275,0.092,
