ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4651.1 at 16:35 26/2/2010  Report at 19:07 Friday 26/2/2010. Processed 17:32 Sunday 28/2/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ALT,598.838,5.684,6.819,0.015,-,-,-0.6,-,-,-,-,,Analytica Ltd,,0.04,0.5,0.038,0.04,0.041,0.038,14.40,0.083,0.019
ANN,7410.76,36.272,37.157,1.513,1.92,6.0,81.7,14.0,29,2.82,2.54,,Ansell Ltd,,11.43,-9,11.32,11.54,11.87,11.29,-0.67,11.87,7.58
ANO,112,3.292,0.418,0.009,0.03,1.3,0.77,5.2,-,-,-,,Antaria Ltd,,0.04,0.1,0.04,0.05,0.042,0.04,2.68,0.065,0.029
ADO,141203,2096.47,1.047,0.022,0.01,5.2,-1.1,-,-,-,-,,Anteo Diagnostics,,0.052,-0.1,0.052,0.053,0.061,0.051,-1.78,0.105,0.004
ADOO,14056.6,354.78,-,0.008,-,-,-,-,-,-,-,,  opt sep10,,0.036,-0.1,0.034,0.037,0.045,0.032,-2.59,0.07,0.001
ADOOA,-,0.404,-,0.002,-,-,-,-,-,-,-,,  opt feb11,,0.025,,0.006,0.044,0.025,0.025,0.11,0.025,0.018
ANP,680.545,174.171,2.229,0.029,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.05,-0.3,0.05,0.053,0.053,0.049,-5.55,0.20,0.029
ANZ,47927.1,321.154,280.914,58.615,10.72,2.2,170.4,13.6,102,1.67,4.41,f,ANZ Banking Grp,,23.14,118,23.08,23.14,23.14,22.07,5.48,25.25,12.31
APE,6.448,0.042,0.12,0.382,8.41,1.5,36.1,35.5,44,0.82,3.44,f,AP Eagers Ltd,,12.80,-10,12.70,12.80,12.80,12.50,-0.66,13.00,4.50
APP,704.094,2.292,0.063,-,-,-,-3.7,-,-,-,-,,APA Financial,,0.016,,0.016,0.028,0.02,0.016,0.11,0.028,0.009
APA,5610.19,33.358,23.628,1.761,-,-,25,13.8,31.75,0.79,9.18,,APA Grp stpld,,3.46,30,3.43,3.46,3.50,3.18,9.60,3.68,2.50
AEZ,4168.46,24.85,37.561,0.029,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stpld,,0.053,-0.4,0.052,0.054,0.056,0.05,-6.91,0.115,0.014
APN,6594.27,46.07,26.91,1.363,-0.78,-,16.7,13.7,4,4.17,1.75,f,APN News & Media,,2.29,-7,2.27,2.32,2.45,2.25,-2.85,2.61,0.866
APD,325.5,1.564,5.786,0.043,0.20,1.5,-18.08,-,-,-,-,,APN Prop Grp,,0.30,-1.5,0.30,0.32,0.32,0.29,-4.65,0.41,0.09
AOP,4223,41.454,-,0.004,-,-,-0.91,-,-,-,-,,Apollo Cons,,0.008,,0.007,0.008,0.008,0.008,0.11,0.04,0.008
AQL,191.25,6.784,0.7,0.004,-,-,-0.35,-,-,-,-,,Aquacarotene Ltd,,0.016,0.3,0.013,0.016,0.016,0.012,23.19,0.018,0.008
APB,1311.6,5.483,2.318,0.005,0.22,0.1,2,1.1,-,-,-,,Arafura Pearls,,0.021,-0.8,0.021,0.023,0.029,0.021,-27.47,0.058,0.021
ARP,431.888,3.398,0.729,0.402,1.22,4.5,40.44,13.7,17.5,2.31,3.15,f,ARB Corp,,5.55,,5.53,5.59,5.70,5.54,0.11,5.70,2.368
AAD,3640.9,27.704,14.715,0.438,1.10,1.3,2.73,52.7,14.3,0.19,9.93,,Ardent Leisure stp,,1.44,-5,1.435,1.445,1.52,1.40,-3.24,1.845,0.79
ARG,646.689,5.587,5.178,3.794,6.56,1.0,-11.1,-,25,-,3.86,f,Argo Invest,,6.48,-4,6.45,6.48,6.63,6.44,-0.50,7.05,4.52
ASV,201.866,0.899,0.651,0.019,-,-,-0.12,-,-,-,-,,Argus Solutions,,0.27,,0.25,0.27,0.27,0.24,0.11,1.098,0.006
ARA,216.23,3.265,0.477,0.056,0.32,0.9,-2.46,-,1,-,3.64,,Ariadne Aust,,0.275,2.5,0.27,0.285,0.285,0.26,10.11,0.37,0.205
ALL,11229.7,80.926,38.718,2.256,0.07,60.4,-31.3,-,4.5,-,1.06,,Aristocrat Leisure,,4.23,-7,4.15,4.24,4.46,4.07,-1.52,5.75,3.16
ARJ,-,0.367,0.261,0.01,1.08,0.4,8.07,5.1,7,1.15,17.07,f,ARK Fund Ltd (The),,0.41,,-,-,0.41,0.41,0.11,0.79,0.395
AEM,5987.45,43.473,21.841,0.004,-,-,2.83,0.4,-,-,-,,Artist & Entertain,,0.011,0.1,0.011,0.012,0.013,0.01,10.11,0.025,0.004
AKW,611.075,1.581,1.461,0.007,0.43,0.4,51.76,0.3,-,-,-,,Arturus Capital,,0.17,-2.5,0.145,0.17,0.20,0.15,-12.71,0.30,0.07
APH,1301.95,3.121,2.194,0.062,0.06,4.2,3.7,6.8,-,-,-,,Ascent Pharmahealth,,0.25,7.5,0.245,0.26,0.285,0.175,42.97,0.285,0.12
AIO,97769.7,520.736,201.013,5.267,0.10,18.0,-41.9,-,-,-,-,,Asciano Grp stpld,,1.80,4.5,1.795,1.805,1.895,1.76,2.68,1.94,0.332
AFA,992.849,8.925,0.37,0.026,0.01,8.5,-2.61,-,-,-,-,,ASF Grp Ltd,,0.085,-2,0.085,0.094,0.105,0.085,-18.94,0.43,0.06
ASZ,1804.82,13.533,7.813,0.17,0.06,20.0,9.43,12.7,6,1.57,5.00,f,ASG Grp Ltd,,1.20,-0.5,1.195,1.20,1.24,1.16,-0.30,1.30,0.42
AJJ,-,0.142,0.462,0.019,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.10,,0.01,0.099,0.10,0.10,0.11,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,0.11,0.002,0.001
AUF,52.11,1.26,0.378,0.097,1.02,1.0,-1.19,-,-,-,-,,Asian Masters Fund,,1.00,2,1.00,1.03,1.00,0.99,2.15,1.06,0.77
AKF,115,0.4,0.923,0.014,0.35,0.6,5.4,4.0,1.3,4.15,6.05,f,ASK Funding Ltd,,0.215,-1.5,0.105,0.215,0.23,0.215,-6.41,0.37,0.125
APZ,22259.2,55.247,24.209,0.284,0.68,0.7,-3.37,-,5.18,-,10.57,,Aspen Grp stpld,,0.49,4,0.475,0.495,0.495,0.45,9.00,0.575,0.218
ASP,20,0.29,-,0.036,-0.06,-,-0.22,-,-,-,-,,Aspermont Ltd,,0.15,-0.5,0.11,0.155,0.155,0.15,-3.11,0.271,0.11
AIR,29.765,0.527,-,0.021,0.38,2.4,8.23,10.9,-,-,-,,Astivita Renewables,,0.90,4,0.88,0.90,0.90,0.88,4.76,1.15,0.75
AKR,0.5,0.426,7.459,0.014,1.60,0.4,-0.03,-,-,-,-,,Astra Capital Ltd,,0.67,-3,0.67,0.70,0.70,0.67,-4.17,0.90,0.008
AJA,8358.25,66.985,67.509,0.178,0.76,0.5,-36.49,-,8.5,-,24.29,,Astro Jap Prop stp,,0.35,,0.345,0.355,0.36,0.33,0.11,0.515,0.16
ATR,178.418,0.47,0.109,0.135,2.90,0.7,-11.79,-,-,-,-,,Astron Ltd,,2.06,-1,1.91,2.07,2.09,1.94,-0.37,2.70,1.50
ASX,4340.6,31.573,26.578,6.282,3.19,11.4,180.6,20.2,163.6,1.10,4.49,f,ASX Ltd,,36.46,-19,36.33,36.47,37.16,36.07,-0.41,37.90,25.20
ACG,63.194,0.725,1.964,0.016,0.04,3.9,-3.06,-,-,-,-,,Atcor Medical,,0.155,-1,0.155,0.16,0.165,0.155,-5.95,0.24,0.155
ATI,24352.4,78.153,13.184,0.036,0.01,2.9,-0.11,-,-,-,-,,Atlantic Ltd,,0.029,-0.1,0.028,0.032,0.033,0.026,-3.22,0.048,0.005
ATIO,3343.44,34.699,-,0.005,-,-,-,-,-,-,-,,  opt dec11,,0.017,-0.3,0.017,0.02,0.021,0.017,-14.89,0.039,0.003
ATP,272.521,3.736,0.811,0.013,0.20,0.5,-4.39,-,-,-,-,,Atlas Southsea Pearl,,0.105,-0.5,0.105,0.115,0.11,0.105,-4.43,0.16,0.075
ATW,-,1.81,-,0.003,0.01,1.8,-0.12,-,-,-,-,,Atos Wellness,,0.018,,-,-,0.018,0.018,0.11,0.04,0.01
AIA,962.049,16.305,8.043,1.889,1.21,1.2,2.74,52.9,6.7,0.41,4.62,,Auckland Airport fpo nz,,1.45,2,1.43,1.46,1.47,1.41,1.51,1.654,1.171
AIB,8.246,0.148,0.007,0.014,1.22,0.9,-13.91,-,51.5,-,45.37,,Aurora Global Tr unt,,1.135,1.5,1.135,1.25,1.14,1.12,1.45,7.50,0.977
AUP,1.287,0.072,0.024,0.018,5.28,0.9,-,-,-,-,-,,Aurora Prop unt,,5.00,3,5.00,5.20,5.00,5.00,0.71,5.40,4.35
ABW,15.752,0.148,0.027,0.009,1.23,1.0,-57.97,-,20.5,-,17.45,,Aurora SAE ord unt,,1.175,1,1.165,1.175,1.19,1.165,0.97,7.35,0.867
AOD,637.963,1.675,2.686,0.046,1.05,1.0,-6.57,-,4,-,3.88,f,Aurora Sandringham ,,1.03,-0.5,1.03,1.04,1.055,1.03,-0.37,1.13,1.005
AQF,-,0.212,-,0.03,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.68,,1.70,2.00,1.68,1.68,0.11,1.68,1.62
ASL,1625.72,15.523,4.464,0.418,1.73,1.2,23.23,8.6,11,2.11,5.50,f,Ausdrill Ltd,,2.00,4,1.95,2.00,2.08,1.95,2.15,2.20,0.675
AAX,3083.39,23.005,19.09,0.476,0.62,6.3,19,20.5,9.5,2.00,2.44,f,Ausenco Ltd,,3.90,-11,3.89,3.97,4.33,3.84,-2.63,5.95,1.855
AAC,2122,21.409,16.731,0.341,2.42,0.5,-20.3,-,-,-,-,,Aust Agriculture,,1.29,-4,1.29,1.37,1.415,1.28,-2.90,1.95,1.16
AAK,1145,13.255,13.426,0.024,0.02,0.3,0.32,2.2,-,-,-,,Aust China Hldgs,,0.007,-0.1,0.007,0.008,0.008,0.007,-12.39,0.016,0.002
AAKO,-,2.1,-,0.006,-,-,-,-,-,-,-,,  opt dec13,,0.002,,0.001,0.002,0.002,0.002,0.11,0.005,0.001
AEU,629.499,4.16,4.671,0.061,1.33,0.3,-21.5,-,4,-,8.89,,Aust Education unt,,0.45,-0.5,0.45,0.455,0.47,0.45,-0.99,0.54,0.145
AYF,-,0.064,0.025,0.022,7.50,0.9,-157,-,60,-,9.38,p,Aust Enhanced unt,,6.40,,6.30,6.40,6.40,6.40,0.11,6.45,5.00
AEF,1.905,0.005,-,0.028,8.53,3.3,121.6,23.0,182,0.67,6.50,f,Aust Ethical,,28.00,170,26.00,28.00,28.50,26.00,6.58,37.00,17.00
AFI,1744.83,12.097,9.89,4.898,5.04,1.0,8.93,55.7,21,0.43,4.23,f,Aust Foundation,,4.97,-5,4.95,4.99,5.10,4.90,-0.88,5.41,3.45
AIX,7279.19,65.734,24.39,1.067,2.62,0.7,19.37,9.6,10,1.94,5.41,p,Aust Infra unt,,1.85,-1,1.825,1.85,1.895,1.795,-0.43,1.95,0.991
ALF,303.94,1.495,1.171,0.078,1.51,0.8,53.65,2.2,7,7.66,5.88,f,Aust Leaders,,1.19,-0.5,1.185,1.19,1.21,1.19,-0.31,1.265,0.55
ALFO,315.194,3.756,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.04,-0.1,0.04,0.044,0.045,0.04,-2.33,0.10,0.035
API,1088.49,28.172,3.716,0.276,0.84,0.7,5.9,9.6,2,2.95,3.54,f,Aust Pharmaceutical,,0.565,-3.5,0.56,0.58,0.615,0.56,-5.72,0.939,0.312
APK,73.016,2.816,0.395,0.042,-0.08,-,-9.8,-,-,-,-,,Aust Power,,0.41,-2,0.40,0.41,0.41,0.41,-4.54,0.45,0.12
AUI,21.002,0.121,0.172,0.692,7.10,1.0,18.7,37.7,25,0.75,3.55,f,Aust United Invest,,7.05,-18,6.97,7.05,7.40,6.95,-2.38,7.90,4.25
AVG,437.74,4.34,1.201,0.041,0.98,0.3,11.2,2.9,-,-,-,,Aust Vintage Ltd,,0.32,-2,0.31,0.32,0.34,0.32,-5.77,0.49,0.125
ASB,301.034,10.741,3.204,0.459,1.30,1.9,4.35,56.1,6,0.72,2.46,,Austal Ltd,,2.44,1,2.44,2.46,2.50,2.40,0.52,3.12,1.425
AUN,24413.7,91.682,76.171,1.409,-0.31,-,4.7,23.9,-,-,-,,Austar United,,1.125,-13,1.11,1.145,1.27,1.105,-10.25,1.465,0.65
AUB,120.451,0.824,0.716,0.255,0.88,5.6,31.7,15.5,21,1.51,4.27,f,Austbrokers Hldgs,,4.92,-5,4.75,4.92,5.00,4.80,-0.89,5.65,3.40
AEO,892.494,13.839,2.762,0.569,-0.57,-,11.98,13.8,9.1,1.32,5.52,f,Austereo Grp Ltd,,1.65,-2,1.625,1.69,1.75,1.59,-1.09,1.785,1.04
ANG,266.065,5.419,3.028,0.198,0.52,5.5,26.32,10.8,8.5,3.10,2.98,f,Austin Engineer,,2.85,-19,2.81,2.85,3.10,2.75,-6.14,3.47,0.80
ACK,436.499,0.746,0.199,0.04,0.19,1.6,-17.6,-,-,-,-,,Austock Grp Ltd,,0.30,10,0.28,0.30,0.30,0.20,50.11,0.35,0.16
AYX,1.335,0.026,-,0.005,0.26,3.8,-6.3,-,-,-,-,,Austofix Grp Ltd,,1.00,-5,1.20,1.60,1.05,1.00,-4.65,1.25,0.75
ALZ,14404,147.38,56.794,1.399,0.68,0.7,-13.4,-,8,-,16.49,,Australand Prop stpld,,0.485,,0.485,0.49,0.50,0.485,0.11,0.585,0.174
AIY,-,-,-,0.002,0.03,1.0,-0.23,-,-,-,-,,Authorised Invest,,0.03,,0.023,0.03,0.03,0.03,0.11,0.034,0.016
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,0.005,-,-,-,-,-
AIYOA,-,-,-,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,-,0.01,0.01,0.11,0.01,0.01
ATJ,893,4.599,0.04,0.008,0.01,5.5,-5.55,-,-,-,-,,Auto Tech Ltd,,0.055,,0.049,0.055,0.063,0.047,0.11,0.151,0.028
ATJO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun11,,-,,0.002,-,-,-,-,-,-
AIE,815,1.857,1.625,0.005,0.12,0.8,2.32,3.9,-,-,-,,Autodom Ltd,,0.09,0.9,0.09,0.098,0.09,0.08,11.22,0.11,0.02
AHE,724.946,7.791,10.227,0.537,0.75,3.2,28.14,8.5,17,1.66,7.14,f,Automotive Hldgs,,2.38,7,2.34,2.41,2.43,2.30,3.14,2.60,0.56
AAT,-,0.437,0.036,0.01,-,-,-1.63,-,-,-,-,,Autron Corp,,0.013,,0.01,0.015,0.013,0.013,0.11,0.025,0.01
AVX,4800.65,121.556,28.278,0.11,0.04,3.3,-4.17,-,-,-,-,,Avexa Ltd,,0.13,-1,0.13,0.135,0.145,0.13,-7.03,0.235,0.054
AVH,509.591,6.381,3.769,0.015,0.05,2.9,-5.49,-,-,-,-,,Avita Medical Ltd,,0.145,-1,0.14,0.15,0.155,0.12,-6.34,0.275,0.068
AVJ,72.601,1.325,0.792,0.129,1.06,0.4,0.09,522.2,-,-,-,,AVJennings,,0.47,-2,0.47,0.495,0.50,0.47,-3.97,0.63,0.16
AWB,13134.4,175.859,51.76,0.834,1.81,0.6,18.5,5.5,5,3.70,4.90,,AWB Ltd,,1.02,-1,1.015,1.02,1.07,1.015,-0.86,1.337,0.592
AWL,6727.98,30.583,2.021,0.01,-,-,-0.31,-,-,-,-,,AWH Corp Ltd,,0.009,0.3,0.008,0.009,0.009,0.006,50.11,0.009,0.003
AXA,43638.8,222.211,90.571,13.333,1.12,5.8,34.89,18.5,18.5,1.89,2.87,p,AXA Asia Pacific,,6.45,7,6.41,6.46,6.46,6.34,1.21,6.72,2.52
AXI,70.46,2.261,1.921,0.014,0.06,0.5,-2.76,-,-,-,-,,Axiom Prop,,0.032,,0.032,0.04,0.032,0.032,0.11,0.08,0.028
