ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4905.2 at 16:37 26/3/2010  Report at 19:08 Friday 26/3/2010. Processed 18:58 Sunday 28/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
APA,5810.24,59.32,46.279,1.876,-,-,25,13.8,31.75,0.79,9.18,,APA Grp stp,,3.46,10,3.44,3.48,3.48,3.35,2.67,3.68,2.60
AEZ,1610.55,36.522,84.226,0.026,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stp,,0.047,-0.2,0.046,0.048,0.049,0.046,-4.39,0.115,0.037
APN,5999.48,70.557,49.691,1.375,-0.78,-,16.7,13.8,4,4.17,1.73,f,APN News & Media,,2.31,-1,2.28,2.33,2.34,2.28,-0.74,2.61,1.09
APD,124,2.951,9.298,0.038,0.21,1.3,-17.88,-,1.25,-,4.63,f,APN Prop Grp,,0.27,1.5,0.25,0.27,0.27,0.25,5.57,0.41,0.14
AOP,3157.12,53.008,-,0.004,-,-,0.18,5.0,-,-,-,,Apollo Cons,,0.009,0.1,0.008,0.009,0.009,0.008,12.19,0.04,0.007
AQL,173,7.376,1.882,0.003,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.011,-0.2,0.011,0.013,0.013,0.011,-15.69,0.018,0.008
APB,1340,8.494,3.425,0.01,0.12,0.2,-7.66,-,-,-,-,,Arafura Pearls,,0.019,,0.019,0.021,0.021,0.019,-0.31,0.058,0.019
ARP,715.965,7.412,1.51,0.41,1.22,4.6,40.44,14.0,17.5,2.31,3.09,f,ARB Corp,,5.66,11,5.65,5.66,5.78,5.53,1.67,5.78,2.535
AAD,3720.66,47.218,24.11,0.404,1.10,1.2,2.73,48.2,14.3,0.19,10.87,,Ardent Leisure stp,,1.315,-6,1.315,1.335,1.375,1.30,-4.67,1.845,1.03
ARG,672.967,8.261,8.794,3.773,6.26,1.0,-11.1,-,25,-,3.89,f,Argo Invest,,6.42,1,6.38,6.42,6.46,6.36,-0.15,7.05,5.21
ASV,20.057,1.172,0.902,0.014,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.20,,0.175,0.21,0.22,0.20,-0.31,1.098,0.006
ARA,198.377,5.141,0.673,0.051,0.32,0.8,-2.46,-,1,-,4.00,,Ariadne Aust,,0.25,,0.25,0.26,0.26,0.24,-0.31,0.37,0.205
ALL,8519.08,116.848,74.948,2.48,0.07,66.4,-31.3,-,4.5,-,0.97,,Aristocrat Leisure,,4.65,32,4.61,4.72,4.73,4.30,7.08,5.75,3.24
AEM,7426.89,61.407,31.783,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.012,,0.012,0.013,0.012,0.011,-0.31,0.025,0.005
AKW,1716.73,4.261,2.232,0.008,0.25,0.7,21.65,0.9,-,-,-,,Arturus Capital,,0.185,-1.5,0.185,0.205,0.23,0.16,-7.81,0.30,0.07
APH,678.552,8.154,2.604,0.08,0.06,5.3,3.7,8.6,-,-,-,,Ascent Pharmahealth,,0.32,,0.32,0.325,0.325,0.32,-0.31,0.345,0.12
AIO,62946.5,826.99,419.189,5.443,0.10,18.6,-41.9,-,-,-,-,,Asciano Grp stp,,1.86,-1,1.85,1.86,1.90,1.825,-0.84,1.94,0.64
AFA,113.185,11.256,0.925,0.049,0.02,8.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.16,0.5,0.15,0.175,0.17,0.155,2.92,0.43,0.065
ASZ,1381.9,20.045,10.413,0.18,0.06,21.3,9.43,13.5,6,1.57,4.71,f,ASG Grp Ltd,,1.275,-4,1.265,1.275,1.38,1.20,-3.35,1.38,0.53
AJJ,-,0.142,0.48,0.019,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.10,,0.045,0.075,0.10,0.10,-0.31,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-0.31,0.002,0.001
AUF,74.283,1.829,0.413,0.1,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.03,,1.03,1.05,1.03,1.03,-0.31,1.06,0.77
AKF,1.944,0.478,0.923,0.014,0.34,0.6,3.2,6.6,1.3,2.46,6.19,,ASK Funding Ltd,,0.21,-2,0.21,0.25,0.23,0.21,-9.01,0.37,0.125
APZ,6678.17,85.346,55.692,0.29,0.68,0.7,-3.37,-,4.19,-,8.38,,Aspen Grp stp,,0.50,,0.50,0.505,0.51,0.48,-0.31,0.575,0.27
ASP,35,0.382,-,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,2,0.12,0.14,0.14,0.12,16.36,0.271,0.11
AIR,41.082,0.758,-,0.021,0.38,2.4,8.23,10.9,-,-,-,,Astivita Renewables,,0.90,,0.85,0.90,0.92,0.90,-0.31,1.15,0.75
AKR,3.761,0.462,14.458,0.014,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.66,,0.66,0.69,0.66,0.66,-0.31,0.90,0.008
AJA,6599.02,94.727,142.698,0.191,0.76,0.5,-36.49,-,8.5,-,22.67,,Astro Jap Prop stp,,0.375,-2.5,0.375,0.38,0.425,0.37,-6.56,0.515,0.26
ATR,11.039,0.691,0.17,0.122,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.86,,1.85,1.93,1.94,1.85,-0.31,2.70,1.55
ASX,3583.73,49.29,45.929,6.134,3.19,11.2,180.6,19.7,163.6,1.10,4.60,f,ASX Ltd,,35.60,-36,35.56,35.64,36.14,35.00,-1.31,37.90,28.80
ACG,95,1.441,2.241,0.014,0.04,3.5,-3.06,-,-,-,-,,Atcor Medical,,0.14,-1,0.14,0.145,0.15,0.14,-6.98,0.24,0.13
ATI,16437.8,114.496,27.223,0.04,0.01,3.2,-0.12,-,-,-,-,,Atlantic Ltd,,0.032,0.2,0.031,0.032,0.033,0.029,6.36,0.048,0.006
ATIO,7203.95,47.96,-,0.006,-,-,-,-,-,-,-,,  opt dec11,,0.02,0.2,0.017,0.021,0.023,0.02,10.80,0.039,0.003
ATP,334.78,4.6,1.775,0.015,0.13,0.9,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.12,-0.5,0.11,0.13,0.125,0.11,-4.31,0.16,0.082
AIA,1185.51,21.281,9.893,1.928,1.22,1.2,5.63,26.3,6.68,0.84,4.51,,Auckland Airport,,1.48,-2,1.475,1.485,1.51,1.46,-1.64,1.654,1.171
AIB,21,0.278,0.036,0.014,1.21,0.9,-5.76,-,54,-,48.65,,Aurora Global Tr unt,,1.11,-2.5,1.115,1.10,1.135,1.11,-2.51,7.50,0.977
AUP,3.268,0.103,0.042,0.019,5.24,1.0,-,-,-,-,-,,Aurora Prop unt,,5.15,,5.15,5.20,5.17,5.04,-0.31,5.40,4.35
ABW,12.81,0.19,0.029,0.009,1.13,1.1,-30.42,-,23,-,19.09,,Aurora SAE ord unt,,1.205,-3,1.22,1.23,1.24,1.205,-2.74,7.35,0.867
AOD,269.394,2.896,5.003,0.046,1.05,1.0,-4.69,-,4,-,3.88,,Aurora Sandringham ,,1.03,-2,1.02,1.03,1.055,1.02,-2.21,1.12,1.005
AQF,0.5,0.263,-,0.031,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.70,,1.50,-,1.70,1.70,-0.31,1.70,1.62
ASL,-,21.609,13.913,0.474,1.60,1.4,20.62,11.0,11,1.87,4.85,f,Ausdrill Ltd,,2.27,,-,-,2.27,2.27,-0.31,2.27,0.71
AAX,3250.96,33.062,28.904,0.541,0.62,7.1,19,23.3,9.5,2.00,2.14,f,Ausenco Ltd,,4.43,25,4.30,4.49,4.49,4.12,5.67,5.95,2.70
AAC,2413.68,31.318,27.797,0.373,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.41,1.5,1.405,1.41,1.47,1.355,0.77,1.95,1.18
AAK,3500,24.689,21.83,0.021,0.02,0.3,0.32,1.9,-,-,-,,Aust China Hldgs,,0.006,,0.005,0.006,0.006,0.005,-0.31,0.016,0.002
AAKO,2925,19.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-0.31,0.005,0.001
AEU,247.775,6.278,9.218,0.076,1.29,0.4,9.4,6.0,4,2.35,7.14,,Aust Education unt,,0.56,-1,0.545,0.56,0.575,0.535,-2.06,0.60,0.185
AYF,5,0.083,0.042,0.022,7.50,0.9,1,650.0,55,0.02,8.46,p,Aust Enhanced unt,,6.50,1,6.30,6.49,6.53,6.375,-0.16,6.53,5.00
AEF,0.994,0.008,0.003,0.025,8.11,3.1,139,18.1,182,0.76,7.22,f,Aust Ethical,,25.22,-128,25.10,25.22,26.50,25.00,-5.14,37.00,18.50
AFI,1584.75,18.082,16.041,4.975,4.76,1.1,8.93,56.3,21,0.43,4.17,f,Aust Foundation,,5.03,-2,5.02,5.03,5.07,5.00,-0.71,5.41,4.12
AIX,7992.2,104.576,53.037,1.113,2.62,0.7,19.37,10.0,10,1.94,5.18,p,Aust Infra unt,,1.93,-3,1.89,1.945,1.96,1.87,-1.84,2.01,1.18
ALF,350.663,2.22,2.356,0.08,1.51,0.8,53.65,2.3,7,7.66,5.71,f,Aust Leaders,,1.225,2.5,1.205,1.23,1.225,1.195,1.77,1.265,0.655
ALFO,223.465,5.38,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.041,,0.038,0.045,0.045,0.031,-0.31,0.10,0.031
API,1453.08,40.887,5.865,0.303,0.84,0.7,5.9,10.5,2,2.95,3.23,f,Aust Pharmaceutical,,0.62,5,0.615,0.62,0.62,0.545,8.46,0.939,0.312
APK,53.229,3.153,0.603,0.042,-,-,-3.1,-,-,-,-,,Aust Power,,0.41,,0.40,0.425,0.41,0.40,-0.31,0.45,0.12
AUI,3.87,0.207,0.265,0.725,7.10,1.0,18.7,39.0,25,0.75,3.42,f,Aust United Invest,,7.30,15,7.35,7.40,7.30,7.16,1.79,7.90,5.08
AVG,318.363,7.439,3.336,0.035,0.98,0.3,11.2,2.5,-,-,-,,Aust Vintage Ltd,,0.275,-2,0.275,0.285,0.295,0.275,-7.09,0.49,0.125
ASB,611.728,13.133,6.752,0.48,1.30,2.0,4.35,58.6,6,0.72,2.35,,Austal Ltd,,2.55,7,2.51,2.56,2.59,2.44,2.51,3.12,1.67
AUN,13921.1,149.529,124.766,1.453,-0.31,-,4.7,24.7,-,-,-,,Austar United,,1.16,-4.5,1.15,1.17,1.21,1.15,-4.04,1.465,0.65
AUB,337.347,2.467,1.986,0.262,0.92,5.5,32.49,15.5,21,1.55,4.16,f,Austbrokers Hldgs,,5.05,19,4.84,5.05,5.05,4.83,3.60,5.65,3.45
AEO,1197.61,25.161,5.428,0.562,-0.57,-,11.98,13.6,9.1,1.32,5.58,f,Austereo Grp Ltd,,1.63,1,1.605,1.69,1.70,1.605,0.31,1.785,1.10
ANG,422.811,8.667,3.79,0.222,0.52,6.2,26.32,12.2,8.5,3.10,2.66,f,Austin Engineer,,3.20,2,3.18,3.20,3.24,3.16,0.32,3.47,0.94
ACK,113.928,0.984,0.527,0.036,0.24,1.1,-6.58,-,-,-,-,,Austock Grp Ltd,,0.27,-1,0.27,0.275,0.28,0.27,-3.88,0.35,0.20
AYX,-,0.031,-,0.014,0.24,5.0,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.20,,1.05,1.20,1.20,1.20,-0.31,1.25,0.75
ALZ,14468,237.86,100.419,1.5,0.68,0.8,-13.4,-,8,-,15.38,,Australand Prop stp,,0.52,0.5,0.515,0.52,0.53,0.51,0.66,0.585,0.243
AIY,459.183,0.537,-,0.003,0.03,1.3,0.05,80.0,-,-,-,,Authorised Invest,,0.04,2.7,0.04,0.04,0.04,0.02,207.40,0.04,0.008
AIYO,50,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.01,-,0.016,0.01,-,0.016,0.01
ATJ,530,8.883,0.04,0.008,0.02,2.8,-4.29,-,-,-,-,,Auto Tech Ltd,,0.056,0.4,0.041,0.055,0.056,0.052,7.38,0.151,0.028
ATJO,50.266,0.05,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,-,-,0.01,0.01,-,0.01,0.01
AIE,14.666,2.74,2.312,0.004,0.05,1.5,2.09,3.6,-,-,-,,Autodom Ltd,,0.076,-1.9,0.076,0.098,0.095,0.076,-20.31,0.11,0.02
AHE,1234.69,14.773,10.832,0.589,0.75,3.5,28.14,9.3,17,1.66,6.51,f,Automotive Hldgs,,2.61,7,2.53,2.62,2.74,2.53,2.45,2.74,0.70
AAT,-,0.437,0.036,0.01,-,-,-2.93,-,-,-,-,,Autron Corp,,0.013,,-,-,0.013,0.013,-0.31,0.025,0.01
AVX,24348,228.042,67.364,0.127,0.04,3.8,-4.17,-,-,-,-,,Avexa Ltd,,0.15,1.5,0.145,0.15,0.155,0.14,10.80,0.235,0.077
AVH,255.596,8.404,4.349,0.014,0.05,2.7,-3.66,-,-,-,-,,Avita Medical Ltd,,0.135,,0.13,0.135,0.14,0.13,-0.31,0.275,0.07
AVJ,605.127,2.253,3.042,0.135,1.06,0.5,0.09,544.4,-,-,-,,AVJennings,,0.49,2,0.49,0.505,0.505,0.47,3.95,0.63,0.24
AWB,32895.5,333.641,108.41,0.731,1.81,0.5,18.5,4.8,5,3.70,5.59,,AWB Ltd,,0.895,-5,0.89,0.895,0.95,0.865,-5.60,1.337,0.791
AWL,4919.91,53.385,8.558,0.008,-,-,-0.2,-,-,-,-,,AWH Corp Ltd,,0.007,,0.006,0.007,0.007,0.006,-0.31,0.011,0.003
AXA,16347,335.114,191.891,13.105,1.12,5.7,34.89,18.2,18.5,1.89,2.92,p,AXA Asia Pacific,,6.34,5,6.30,6.37,6.37,6.29,0.49,6.72,3.25
AXI,82.5,5.812,19.683,0.011,0.04,0.6,-3.74,-,-,-,-,,Axiom Prop,,0.025,-0.3,0.026,0.028,0.028,0.025,-11.02,0.08,0.025
BOQ,2138.5,33.916,23.595,2.513,6.62,1.8,75.9,15.5,52,1.46,4.42,f,Bank of Qld,,11.77,28,11.53,11.78,11.83,11.39,2.13,13.49,7.384
