ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4651.5 at 16:42 24/9/2010  Report at 19:08 Friday 24/9/2010. Processed 22:17 Sunday 26/9/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ABV,3574.38,53.212,88.556,0.013,-,-,-0.16,-,-,-,-,,Adv Braking Tech,,0.015,-0.2,0.014,0.015,0.016,0.014,-11.05,0.034,0.014,
AMT,225.795,0.89,0.311,0.013,0.16,2.4,-1.31,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.38,-9,0.38,0.39,0.455,0.34,-18.43,0.64,0.33,
AES,285,4.611,0.685,0.016,0.01,3.5,-0.1,-,-,-,-,,Advanced Energy,,0.035,-0.5,0.04,0.064,0.04,0.035,-11.78,0.125,0.035,
ACE,218.732,11.423,15.099,0.007,-0.03,-,-2.3,-,-,-,-,,Advanced Engine,,0.035,,0.035,0.04,0.037,0.034,0.72,0.093,0.031,
ANM,228.848,12.427,23.248,0.013,0.03,1.6,-1.66,-,-,-,-,,Advanced Magnesium,,0.049,0.2,0.045,0.049,0.049,0.043,4.97,0.07,0.03,
ASW,63.122,6.629,1.412,0.034,0.11,7.3,3.61,22.2,3.6,1.00,4.50,f,Advanced Share,,0.80,-1.5,0.725,0.79,0.82,0.785,-1.12,0.90,0.235,
AEI,997.482,7.353,3.623,0.031,0.01,31.5,-1.93,-,-,-,-,,Aeris Environmental,,0.315,5.5,0.30,0.315,0.39,0.245,21.87,0.39,0.055,
AVE,5800.17,50.646,17.299,0.314,2.02,0.9,19.2,9.2,5,3.84,2.82,,Aevum Ltd,,1.77,-3.5,1.77,1.775,1.805,1.77,-1.22,1.83,1.01,
AFT,13610,1108.1,307.271,0.006,-,-,-,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,0.72,0.002,0.001,
AGX,4924.3,15.555,-,0.025,0.01,3.8,0.54,7.0,-,-,-,,Agenix Ltd,,0.038,0.4,0.038,0.04,0.043,0.037,12.48,0.047,0.017,
AGXO,200,0.6,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.005,,0.002,0.019,0.005,0.005,0.72,0.01,0.005,
AGK,5687.98,255.738,289.382,7.179,5.89,2.7,79.3,20.1,59,1.34,3.70,,AGL Energy Ltd,,15.95,-5,15.95,16.01,16.24,15.87,0.40,16.24,13.43,
AGJ,-,1.418,1.037,0.012,0.37,0.4,2.25,6.0,2.02,1.11,14.96,,Agricultural Land unt,,0.135,,0.13,0.18,0.135,0.135,0.72,0.175,0.121,
AHC,20,0.119,0.06,0.01,4.94,0.4,-0.31,-,-,-,-,,AHC Ltd,,1.80,-20,1.70,1.80,2.00,1.80,-9.28,2.45,1.80,
ENY,0.962,0.032,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.34,14,15.24,15.34,15.34,15.26,1.64,16.50,13.95,
FIN,4.83,0.174,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.62,13,4.54,4.57,4.62,4.59,3.61,5.09,4.18,
FIX,9.056,0.149,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.31,,5.12,5.30,5.31,5.31,0.72,5.98,4.83,
IDD,4,0.044,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.78,35,3.72,3.76,3.78,3.77,10.92,3.97,3.21,
RSR,10.818,0.714,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.32,3,5.28,5.32,5.33,5.28,1.28,5.65,4.60,
MAM,2.75,0.27,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.54,-1,4.49,4.53,4.54,4.53,0.50,4.83,3.90,
AGI,120.817,5.406,8.037,0.038,0.01,13.5,-1,-,-,-,-,,Ainsworth Game Tech,,0.135,1,0.125,0.135,0.135,0.125,8.72,0.22,0.08,
AIZ,16.144,19.036,14.309,1.072,1.15,0.9,6.17,16.0,5.45,1.13,5.51,,Air New Zealand,,0.99,-3,0.975,1.02,1.02,0.98,-2.22,1.145,0.83,
AIG,-,-,0.181,-,-0.11,-,-3.63,-,-,-,-,,Aircruising Aust,,0.065,,0.001,0.08,0.065,0.065,0.72,0.11,0.065,
AJL,1103.84,25.693,51.914,0.135,1.19,1.7,-11,-,5.5,-,2.70,,AJ Lucas Grp,,2.04,12,2.01,2.08,2.18,1.92,6.97,5.08,1.70,
ACL,396.891,35.201,57.818,0.088,0.07,6.6,-5,-,-,-,-,,Alchemia Ltd,,0.46,-2,0.45,0.49,0.49,0.44,-3.45,0.81,0.345,
AAI,0.62,0.066,-,11.042,-,-,-14.02,-,11.4,-,0.89,,Alcoa Inc cdi,,12.75,15,12.00,13.80,12.76,12.75,1.91,47.10,11.50,
LEP,751.514,29.009,25.91,0.323,2.10,1.0,-10.94,-,24,-,11.54,,ALE Prop Grp stp,,2.08,-8,2.07,2.09,2.14,2.06,-2.99,2.43,1.95,
ALS,2103.11,75.987,85.551,0.251,0.60,4.4,-132.84,-,7,-,2.63,,Alesco Corp,,2.66,-26,2.62,2.70,2.92,2.65,-8.19,5.91,2.25,
AJX,873.85,33.152,-,0.014,0.03,6.3,-3.54,-,-,-,-,,Alexium Int Grp,,0.19,-0.5,0.175,0.19,0.195,0.18,-1.85,0.205,0.01,
AEJ,82959.7,524.964,943.533,0.07,-1.13,-,-76.57,-,-,-,-,,Alinta Energy Grp stp,,0.087,2.9,0.087,0.088,0.092,0.058,50.72,0.105,0.041,
ABQ,5807.59,189.632,27.704,0.004,-0.07,-,-18.9,-,0.5,-,29.41,,Allied Brands Ltd,,0.017,-0.2,0.018,0.019,0.019,0.014,-9.81,0.195,0.014,
ABQO,-,5.151,0.045,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,0.72,0.005,0.001,
AEA,1198.43,12.493,1.62,0.017,-,-,-2.67,-,-,-,-,,Altera Res Ltd,,0.39,8.5,0.39,0.405,0.41,0.325,28.59,0.41,0.048,
AEAO,0.4,1.257,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.11,,0.105,0.20,0.11,0.11,0.72,0.16,0.06,
AIQ,118.375,21.774,8.155,0.141,1.46,0.7,-2.79,-,47,-,43.52,,Alternative Invest unt,,1.08,-2.5,1.08,1.10,1.105,1.08,-1.55,1.15,0.93,
ALU,100,5.325,4.885,0.021,0.03,7.8,-13.61,-,-,-,-,,Altium Ltd,,0.235,-1.5,0.205,0.25,0.25,0.235,-5.28,0.345,0.15,
AMA,250,31.15,32,0.013,0.08,0.6,2.01,2.3,-,-,-,,AMA Grp Ltd,,0.046,,0.046,0.048,0.046,0.046,0.72,0.078,0.033,
AHD,104.095,29.615,6.968,0.917,4.57,1.3,66.4,8.8,37,1.79,6.35,f,Amalgamated Hldgs,,5.83,-4,5.72,5.83,5.91,5.72,0.03,6.24,4.561,
AMO,78.5,2.722,0.498,0.01,0.56,0.6,5.2,6.3,3.5,1.49,10.61,,Ambertech Ltd,,0.33,-2,0.32,0.35,0.35,0.33,-5.00,0.63,0.33,
AMB,73.279,1.862,2.615,0.024,0.15,2.3,-10.32,-,-,-,-,,Ambition Grp Ltd,,0.35,,0.32,0.395,0.35,0.35,0.72,0.42,0.26,
AKS,-,0.004,-,0.058,-,-,-,-,-,-,-,f,Amcbf One,,106.00,,106.00,110.00,106.00,106.00,0.72,106.00,100.00,
AKU,0.47,0.002,-,0.043,-,-,-,-,-,-,-,f,Amcbf Thr,,104.00,,104.01,105.00,104.00,104.00,0.72,105.00,103.19,
AKT,0.084,0.005,-,0.036,-,-,-,-,-,-,-,f,Amcbf Two,,102.65,20,102.65,-,102.65,102.45,0.91,102.69,100.00,
AMH,290.773,14.474,8.858,0.129,0.71,0.9,3.73,17.4,2,1.87,3.08,f,Amcil Ltd,,0.65,0.5,0.65,0.665,0.67,0.645,1.49,0.72,0.595,
AMM,7394.28,208.822,145.33,0.251,0.16,2.2,2.73,12.8,1.4,1.95,4.00,f,Amcom Telecomm,,0.35,-0.5,0.345,0.35,0.36,0.35,-0.69,0.365,0.195,
AMC,22439.4,1058.86,810.704,8.07,1.49,4.4,15.8,41.8,29.5,0.54,4.47,,Amcor Ltd,,6.60,-17,6.60,6.62,6.82,6.41,-1.79,7.04,5.27,
AEC,670.899,12.693,6.213,0.146,1.11,3.6,20.34,19.5,17.5,1.16,4.42,f,Ammtec Ltd,,3.96,-4,3.85,4.00,4.01,3.85,-0.28,4.01,2.059,
AGF,1085.57,51.58,47.836,0.285,1.03,0.8,-1.38,-,8.47,-,10.02,,AMP Capital China unt,,0.845,-1,0.845,0.85,0.86,0.84,-0.45,1.13,0.675,
AMP,53389.2,1460.32,1362.05,10.546,0.90,5.7,39.8,12.8,31,1.28,6.09,p,AMP Ltd,,5.09,2,5.08,5.11,5.16,5.00,1.11,6.97,4.85,
ANQ,71.149,7.611,15.709,0.023,-,-,-4.4,-,-,-,-,,Anaeco Ltd,,0.13,,0.125,0.13,0.135,0.13,0.72,0.295,0.115,
ANQOA,5.947,0.007,0.044,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,0.001,-,0.001,0.001,-74.28,0.004,0.001,
ALT,572.245,241.744,32.318,0.009,-,-,-0.31,-,-,-,-,,Analytica Ltd,,0.023,,0.02,0.023,0.023,0.023,0.72,0.115,0.019,
ANN,2410.56,141.417,158.579,1.727,2.22,5.9,89.6,14.5,30.5,2.94,2.35,,Ansell Ltd,,13.00,-47,12.85,13.08,13.59,12.77,-2.77,13.73,9.67,
ANO,200,14.002,11.852,0.009,0.01,3.8,-5.04,-,-,-,-,,Antaria Ltd,,0.038,,0.036,0.041,0.038,0.036,0.72,0.055,0.032,
ADO,23618.9,3261.85,54.876,0.024,-,-,-0.62,-,-,-,-,,Anteo Diagnostics,,0.045,0.1,0.044,0.047,0.051,0.044,2.99,0.105,0.006,
ADOO,1440,429.884,-,0.004,-,-,-,-,-,-,-,,  opt sep10,,0.034,0.4,-,-,0.034,0.03,14.05,0.07,0.001,
ADOOA,-,1.58,-,0.001,-,-,-,-,-,-,-,,  opt feb11,,0.015,,0.01,0.022,0.015,0.015,0.72,0.025,0.005,
ANP,739.9,405.385,20.474,0.008,-,-,-0.59,-,-,-,-,,Antisense Therapeutic,,0.014,,0.013,0.014,0.015,0.013,0.72,0.20,0.013,
ANZ,43347.6,1593.88,1855.24,60.402,9.99,2.4,144.8,16.3,108,1.34,4.58,f,ANZ Banking Grp,,23.60,-23,23.60,23.66,24.15,23.47,-0.25,26.23,19.95,
APE,6.102,0.466,0.744,0.376,8.60,1.5,120,10.5,63,1.90,5.00,f,AP Eagers Ltd,,12.60,10,12.65,12.99,12.60,12.50,1.52,13.55,9.45,
APP,-,3.349,1.561,-,-,-,0.41,3.9,-,-,-,,APA Financial,,0.016,,0.017,0.021,0.016,0.016,0.72,0.022,0.009,
APA,3125.9,196.874,174.511,2.146,1.28,3.0,19.4,20.1,32.75,0.59,8.42,,APA Grp stp,,3.89,-7,3.88,3.95,3.98,3.88,-1.05,3.99,3.00,
AEZ,1393.62,150.429,376.603,0.015,0.16,0.2,-12.21,-,-,-,-,,APN European Retail stp,,0.027,-0.1,0.027,0.028,0.028,0.026,-2.86,0.115,0.024,
APN,6671.76,309.289,403.512,1.186,-0.75,-,16.7,11.9,9,1.86,4.55,,APN News & Media,,1.98,10,1.975,1.99,1.985,1.86,6.04,2.61,1.68,
APD,206.03,12.356,17.574,0.037,0.19,1.2,-4.49,-,1.25,-,5.43,,APN Prop Grp,,0.23,,0.225,0.235,0.23,0.21,0.72,0.41,0.165,
AOP,93033.3,355.655,-,0.009,-,-,0.08,23.8,-,-,-,,Apollo Cons,,0.019,0.4,0.018,0.019,0.019,0.015,27.38,0.04,0.007,
AQL,21.975,9.641,7.926,0.005,0.15,1.3,6.52,3.1,-,-,-,,Aquacarotene Ltd,,0.20,,0.16,0.18,0.20,0.20,0.72,0.352,0.12,
APB,753.333,28.434,13.396,0.011,0.05,0.4,-6,-,-,-,-,,Arafura Pearls,,0.018,-0.1,0.016,0.018,0.02,0.015,-4.55,0.044,0.008,
ARP,409.702,18.541,8.56,0.529,1.39,5.3,46.28,15.8,19.5,2.37,2.67,f,ARB Corp,,7.30,-19,7.28,7.30,7.53,7.20,-1.82,7.60,4.104,
AAD,2559.54,174.398,120.628,0.316,0.92,1.1,6.3,16.0,10.75,0.59,10.64,,Ardent Leisure stp,,1.01,-3,1.00,1.03,1.045,1.00,-2.17,1.845,0.92,
ARG,771.694,27.996,29.665,3.526,5.84,1.0,26,22.3,25,1.04,4.31,f,Argo Invest,,5.80,4,5.78,5.80,5.80,5.72,1.41,7.05,5.51,
ASV,91.837,4.838,13.579,0.004,-0.06,-,-5.88,-,-,-,-,,Argus Solutions,,0.06,-0.5,0.05,0.09,0.075,0.06,-6.98,0.732,0.006,
ARA,66.105,8.493,3.674,0.061,0.33,0.9,2.75,10.9,1.5,1.83,5.00,,Ariadne Aust,,0.30,-1.5,0.30,0.315,0.32,0.30,-4.05,0.37,0.23,
ALL,4677.27,397.241,393.259,1.942,0.15,24.3,-15,-,3.5,-,0.96,,Aristocrat Leisure,,3.64,-10,3.61,3.69,3.83,3.61,-1.96,5.75,3.34,
AEM,2293.17,101.033,106.393,0.004,-,-,-0.4,-,-,-,-,,Artist & Entertain,,0.011,0.2,0.009,0.01,0.011,0.009,22.94,0.023,0.007,
AKW,-,12.376,6.431,0.004,0.25,0.3,21.65,0.4,-,-,-,,Arturus Capital,,0.08,,-,-,0.08,0.08,0.72,0.30,0.042,
APH,190.684,15.5,12.386,0.072,0.08,3.6,4.4,6.6,-,-,-,,Ascent Pharmahealth,,0.29,-1,0.28,0.30,0.29,0.28,-2.62,0.345,0.17,
AIO,67965.3,2463.12,3358.3,4.755,0.08,20.3,-31.6,-,-,-,-,,Asciano Grp stp,,1.625,-1,1.615,1.63,1.675,1.60,0.10,1.94,1.435,
AFA,386.258,19.873,8.236,0.037,0.03,4.0,-1.02,-,-,-,-,,ASF Grp Ltd,,0.12,,0.11,0.125,0.125,0.10,0.72,0.40,0.085,
ASZ,1103.73,58.301,42.502,0.203,-,-,8.77,15.2,6.5,1.35,4.87,f,ASG Grp Ltd,,1.335,-6,1.31,1.34,1.40,1.30,-3.58,1.55,0.81,
AJJ,489.841,5.122,2.884,0.017,0.01,9.0,-0.25,-,0.5,-,5.56,,Asia Liver Trans,,0.09,1,0.08,0.09,0.09,0.08,13.22,0.19,0.04,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,0.72,0.001,0.001,
AUF,105.884,6.339,2.75,0.111,1.00,1.1,-0.21,-,1,-,0.94,,Asian Masters Fund,,1.06,,1.05,1.06,1.07,1.06,0.72,1.07,0.98,
AKF,-,2.392,5.61,0.009,0.34,0.4,1.5,9.3,0.36,4.17,2.57,f,ASK Funding Ltd,,0.14,,0.16,0.205,0.14,0.14,0.72,0.37,0.14,
APZ,4434.87,223.065,281.531,0.277,0.66,0.7,2.25,21.1,4.2,0.54,8.84,,Aspen Grp stp,,0.475,-0.5,0.47,0.48,0.485,0.465,-0.33,0.575,0.42,
ASP,-,0.762,0.287,0.033,-0.04,-,0.46,30.4,-,-,-,,Aspermont Ltd,,0.14,2,0.11,0.12,0.12,0.12,17.38,0.18,0.10,
AIR,71.406,2.196,-,0.026,0.46,2.4,27.61,4.1,-,-,-,,Astivita Renewables,,1.12,12,1.13,1.185,1.15,1.00,12.72,1.165,0.75,
AKR,34.832,0.909,19.392,0.019,1.63,0.6,-0.03,-,-,-,-,,Astra Capital Ltd,,0.90,4,0.84,0.945,0.95,0.84,5.37,0.95,0.51,
AJA,2847.51,236.279,530.493,0.152,0.64,0.5,-22.02,-,7,-,23.33,,Astro Jap Prop stp,,0.30,-1.5,0.30,0.305,0.32,0.30,-4.05,0.515,0.28,
ATR,25,1.473,1.873,0.136,-,-,1.8,116.7,-,-,-,,Astron Ltd,,2.10,-5,2.05,2.17,2.18,2.10,-1.61,2.39,1.625,
ASX,7284.74,159.325,161.643,5.678,3.49,9.4,190.4,17.2,173.1,1.10,5.29,f,ASX Ltd,,32.71,219,32.60,32.75,32.76,30.28,7.89,37.16,28.02,
ACG,-,12.88,13.997,0.012,0.04,3.0,-1.2,-,-,-,-,,Atcor Medical,,0.12,,0.09,0.12,0.12,0.12,0.72,0.215,0.081,
ATP,230.23,8.822,10.849,0.014,0.16,0.7,-5.06,-,-,-,-,,Atlas Southsea Pearl,,0.115,,0.115,0.12,0.12,0.115,0.72,0.145,0.08,
ATW,120,2.297,0.927,0.002,0.01,1.2,-1.04,-,-,-,-,,Atos Wellness,,0.012,-0.1,0.012,0.019,0.015,0.012,-6.98,0.02,0.01,
AIA,20.012,38.397,41.737,2.07,1.19,1.3,1.95,81.0,6.68,0.29,4.23,,Auckland Airport,,1.58,-2,1.50,1.65,1.60,1.58,-0.53,1.654,1.395,
AFV,6.62,0.027,-,0.013,-,-,-,-,-,-,-,,Aurora Funds Ltd,,1.40,-20,1.40,1.54,1.55,1.40,-11.78,2.00,1.40,
AIB,35,0.771,0.105,0.013,1.23,1.0,6.38,18.3,23.5,0.27,20.09,,Aurora Global Tr unt,,1.17,-5,-,1.20,1.17,1.17,-3.38,7.50,0.977,
AUP,0.1,0.306,0.22,0.02,5.41,1.0,-,-,63,-,11.67,,Aurora Prop unt,,5.40,10,-,5.40,5.40,5.30,2.60,5.40,4.70,
ABW,-,0.826,0.117,0.007,1.08,1.1,14.03,8.1,12,1.17,10.57,,Aurora SAE ord unt,,1.135,,1.105,1.115,1.135,1.135,0.72,7.35,1.035,
AOD,204.628,10.962,17.661,0.041,0.98,1.0,-1.54,-,7.7,-,7.74,,Aurora Sandringham ,,0.995,-0.5,0.985,0.995,1.01,0.985,0.22,1.12,0.965,
AQF,5.604,0.535,-,0.047,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.60,,1.60,-,1.60,1.60,0.72,1.72,1.55,
ASL,3279.51,88.917,75.175,0.571,1.78,1.2,23.71,9.2,11,2.16,5.05,f,Ausdrill Ltd,,2.18,15,2.15,2.19,2.18,2.04,8.11,2.34,1.455,
AAX,4352.35,174.558,149.162,0.333,0.50,5.4,-10.35,-,4.5,-,1.65,,Ausenco Ltd,,2.72,7,2.70,2.73,3.03,2.60,3.36,5.94,1.71,
AAC,1460.77,129.094,193.3,0.428,-,-,-13.4,-,-,-,-,,Aust Agriculture,,1.62,-2,1.60,1.62,1.70,1.59,-0.50,1.70,1.22,
AAK,-,89.166,419.08,0.017,0.02,0.3,0.03,16.7,-,-,-,,Aust China Hldgs,,0.005,,0.003,0.004,0.005,0.005,0.72,0.016,0.003,
AAKO,-,38.752,20.394,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,0.72,0.004,0.001,
AEU,1172.05,19.768,28.655,0.094,1.36,0.5,2.69,26.0,0.67,4.01,0.96,,Aust Education unt,,0.70,,0.70,0.71,0.73,0.70,0.72,0.735,0.365,
AYF,0.929,0.256,0.183,0.022,6.59,1.0,150,4.2,50,3.00,7.87,p,Aust Enhanced unt,,6.35,4,6.12,6.39,6.35,6.35,1.35,6.55,5.90,
AEF,8.599,0.079,0.029,0.023,8.11,2.9,103,22.8,100,1.03,4.26,f,Aust Ethical,,23.50,-450,23.50,28.50,29.10,23.50,-15.35,34.275,18.345,
AFI,1296.62,53.846,53.262,4.762,4.50,1.0,18.6,25.3,21,0.89,4.47,f,Aust Foundation,,4.70,,4.69,4.70,4.74,4.67,0.72,5.41,4.52,
AIX,4199.94,314.774,304.052,1.167,2.61,0.7,33.22,5.7,10,3.32,5.32,p,Aust Infra unt,,1.88,-6,1.88,1.92,1.95,1.88,-2.38,2.09,1.535,
ALF,29.068,6.569,10.707,0.071,1.30,0.8,19.35,5.6,8,2.42,7.41,f,Aust Leaders,,1.08,0.5,1.07,1.08,1.08,1.07,1.18,1.222,1.015,
ALFO,178.639,26.509,7.546,-,-,-,-,-,-,-,-,,  opt nov10,,0.001,-0.1,0.001,0.002,0.001,0.001,-49.28,0.068,0.001,
API,2497.72,107.414,28.292,0.232,0.79,0.6,6.1,7.8,3,2.03,6.32,f,Aust Pharmaceutical,,0.475,3,0.47,0.48,0.48,0.435,7.46,0.939,0.365,
APK,97.183,6.809,6.352,0.057,-0.15,-,-3.1,-,-,-,-,,Aust Power,,0.49,-1,0.49,0.50,0.52,0.49,-1.28,0.52,0.295,
AUI,608.956,2.826,0.835,0.664,6.76,1.0,27.7,23.5,25.5,1.09,3.92,f,Aust United Invest,,6.50,-2,6.50,6.52,6.55,6.50,0.41,7.90,6.37,
AVG,137.639,18.974,44.663,0.046,0.96,0.4,7.1,5.0,-,-,-,,Aust Vintage Ltd,,0.355,0.5,0.355,0.365,0.39,0.35,2.14,0.40,0.195,
ASB,576.076,29.674,40.174,0.449,1.41,1.7,20.3,11.8,6,3.38,2.51,f,Austal Ltd,,2.39,-1,2.38,2.42,2.49,2.34,0.30,2.77,1.935,
AUN,16859.1,525.563,451.594,1.166,-0.28,-,3.5,26.4,-,-,-,,Austar United,,0.925,,0.92,0.935,0.94,0.90,0.72,1.465,0.835,
AUB,247.834,7.604,14.509,0.264,1.23,4.1,35.3,14.2,22.5,1.57,4.50,f,Austbrokers Hldgs,,5.00,,4.88,5.00,5.03,4.89,0.72,5.65,4.54,
AEO,948.055,66.825,54.424,0.565,-0.01,-,13.66,12.0,9.7,1.41,5.91,f,Austereo Grp Ltd,,1.64,3,1.63,1.665,1.66,1.60,2.58,1.925,1.365,
ANG,343.477,25.796,19.97,0.295,0.65,6.4,28.25,14.6,9.5,2.97,2.30,f,Austin Engineer,,4.13,-25,4.10,4.14,4.38,4.10,-4.99,4.44,1.98,
ACK,5.555,5.981,3.841,0.015,0.19,0.6,-5.07,-,-,-,-,,Austock Grp Ltd,,0.11,1,0.105,0.13,0.11,0.11,10.72,0.33,0.10,
AYX,-,0.071,0.041,0.012,0.15,6.3,-3,-,-,-,-,,Austofix Grp Ltd,,0.95,,-,0.93,0.95,0.95,0.72,1.25,0.75,
ALZ,2279.07,367.061,832.809,1.569,3.44,0.8,14.9,18.3,12,1.24,4.41,,Australand Prop stp,,2.72,-14,2.70,2.78,2.86,2.72,-4.18,3.05,2.20,
AIY,-,1.345,1.533,0.002,0.02,1.5,-0.86,-,-,-,-,,Authorised Invest,,0.03,,0.009,0.03,0.03,0.03,0.72,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,-,0.016,0.016,0.72,0.016,0.01,
ATJ,76.334,17.902,3.208,0.008,0.01,4.4,-2.46,-,-,-,-,,Auto Tech Ltd,,0.044,-0.4,0.047,0.051,0.048,0.044,-7.62,0.065,0.04,
ATJO,-,1.999,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.003,,0.003,0.01,0.003,0.003,0.72,0.011,0.003,
