ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4574.1 at 16:41 18/6/2010  Report at 19:06 Friday 18/6/2010. Processed 20:20 Friday 18/6/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ASW,358.492,3.533,0.79,0.017,0.11,3.8,3.16,13.1,2.75,1.15,6.63,f,Advanced Share,,0.415,4,0.415,0.44,0.445,0.375,9.39,0.445,0.22,
AEI,129.8,3.1,1.594,0.006,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.06,,0.06,0.065,0.06,0.06,-1.27,0.185,0.06,
AVE,253.601,21.169,10.623,0.204,2.07,0.6,4.2,27.4,4,1.05,3.48,,Aevum Ltd,,1.15,-1,1.15,1.165,1.17,1.115,-2.14,1.67,0.795,
AFT,22176,910.662,232.844,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,-1.27,0.002,0.001,
AGK,5313.72,165.859,168.382,6.675,6.21,2.4,27,54.9,57,0.47,3.84,f,AGL Energy Ltd,,14.83,-3,14.70,14.85,15.05,14.70,-1.48,15.69,13.07,
AGJ,4.158,0.279,0.329,0.013,0.38,0.4,-2.28,-,2.12,-,14.13,,Agricultural Land unt,,0.15,,0.13,0.18,0.15,0.15,-1.27,0.175,0.13,
AHC,-,0.093,0.01,0.012,4.89,0.4,14.09,14.9,-,-,-,,AHC Ltd,,2.10,,1.55,2.10,2.10,2.10,-1.27,2.45,2.00,
ENY,1,0.006,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.18,74,15.00,15.09,15.18,14.44,3.85,16.50,14.36,
FIN,-,0.041,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.35,,4.54,4.57,4.35,4.35,-1.27,5.09,4.32,
FIX,1.901,0.012,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.27,19,5.26,5.29,5.27,5.08,2.47,5.98,5.08,
IDD,-,0.015,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.36,,3.42,3.44,3.36,3.36,-1.27,3.97,3.36,
RSR,80.92,0.183,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.12,31,5.08,5.12,5.12,5.00,5.17,5.65,4.60,
MAM,6.5,0.089,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.23,22,4.27,4.29,4.24,4.01,4.21,4.83,3.90,
AGI,282.825,3.532,3.63,0.025,0.01,9.0,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.09,-0.7,0.09,0.099,0.10,0.09,-8.49,0.22,0.065,
AIZ,382.133,10.736,8.809,1.023,1.12,0.8,3.9,24.4,5.17,0.75,5.44,,Air New Zealand,,0.95,-1,0.915,0.95,0.95,0.93,-2.32,1.145,0.67,
AIG,-,-,0.18,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,0.002,-,0.11,0.11,-1.27,0.11,0.10,
AJL,237.742,18.538,33.55,0.167,1.32,1.9,16,16.0,5.5,2.91,2.15,,AJ Lucas Grp,,2.56,-9,2.48,2.57,2.64,2.46,-4.67,5.60,2.00,
ACL,721.923,21.201,40.951,0.108,0.09,6.3,-4.6,-,-,-,-,,Alchemia Ltd,,0.57,1,0.55,0.575,0.57,0.53,0.51,0.81,0.299,
AAI,0.122,0.038,-,14.289,-,-,-137.14,-,11.61,-,0.70,,Alcoa Inc cdi,,16.50,,15.50,17.89,16.50,16.50,-1.27,47.10,14.50,
LEP,190.792,19.398,7.505,0.351,2.39,1.0,95.98,2.4,27,3.55,11.79,,ALE Prop Grp stp,,2.29,6,2.22,2.30,2.29,2.21,1.42,2.43,1.871,
ALS,2488.98,50.311,61.842,0.261,0.65,4.3,-17.36,-,14,-,5.05,f,Alesco Corp,,2.77,1,2.70,2.86,2.92,2.47,-0.91,5.91,2.37,
AJX,928.296,24.842,-,0.009,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.12,,0.12,0.14,0.12,0.105,-1.27,0.205,0.01,
AEJ,2764.42,356.01,678.462,0.036,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.044,-0.1,0.044,0.045,0.049,0.042,-3.50,0.105,0.041,
ABQ,8915.21,61.153,8.001,0.007,0.06,0.6,2.3,1.4,0.5,4.60,15.15,,Allied Brands Ltd,,0.033,-0.3,0.033,0.034,0.043,0.032,-9.61,0.245,0.032,
ABQO,-,4.651,0.017,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-1.27,0.005,0.001,
AEA,-,8.108,0.586,0.011,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.25,,0.215,0.25,0.25,0.25,-1.27,0.36,0.037,
AEAO,-,0.942,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.16,,-,0.16,0.16,0.16,-1.27,0.16,0.06,
AIQ,159.992,19.672,2.954,0.134,1.44,0.7,-44.5,-,47,-,45.85,,Alternative Invest unt,,1.025,1,1.015,1.06,1.06,1.025,-0.29,1.45,0.91,
ALU,9.783,2.774,0.86,0.021,0.09,2.6,-6.97,-,2,-,8.70,,Altium Ltd,,0.23,,0.23,0.24,0.23,0.23,-1.27,0.39,0.20,
AMA,718.4,14.89,18.066,0.015,-0.09,-,7.75,0.7,-,-,-,,AMA Grp Ltd,,0.056,0.1,0.055,0.058,0.056,0.048,0.54,0.078,0.019,
AHD,428.268,23.795,4.391,0.937,4.65,1.3,68.5,8.7,35,1.96,5.87,f,Amalgamated Hldgs,,5.96,26,5.91,5.96,5.96,5.67,3.29,6.24,3.73,
AMO,30.38,1.897,0.301,0.012,0.61,0.7,9.3,4.3,5.5,1.69,13.75,f,Ambertech Ltd,,0.40,1,0.40,0.44,0.41,0.40,1.29,0.63,0.385,
AMB,-,1.322,1.291,0.025,0.14,2.6,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.37,,0.21,0.33,0.37,0.37,-1.27,0.42,0.165,
AKS,0.08,-,-,0.057,-,-,-,-,-,-,-,,Amcbf One,,104.17,,104.17,106.00,104.17,104.17,-,104.17,104.17,
AKT,-,-,-,0.036,-,-,-,-,-,-,-,,Amcbf Two,,101.94,,100.00,101.94,101.94,101.94,-1.27,101.94,101.94,
AMH,422.082,8.372,3.235,0.122,0.71,0.9,-1.14,-,2,-,3.20,,Amcil Ltd,,0.625,-2.5,0.625,0.64,0.64,0.60,-5.12,0.72,0.53,
AMM,1034.23,147.111,97.954,0.229,0.18,1.8,2.78,11.5,0.9,3.09,2.81,f,Amcom Telecomm,,0.32,,0.32,0.33,0.33,0.32,-1.27,0.355,0.145,
AMC,25688.5,723.438,360.616,7.963,2.25,2.9,20.9,31.2,29.5,0.71,4.52,,Amcor Ltd,,6.52,21,6.50,6.55,6.71,6.33,2.05,6.76,4.276,
AEC,129.028,6.027,2.744,0.122,1.05,3.2,19.39,17.3,16.5,1.18,4.93,f,Ammtec Ltd,,3.35,,3.34,3.40,3.40,3.35,-1.27,3.40,1.83,
AGF,960.006,27.503,27.792,0.248,0.99,0.7,10.02,7.3,8.47,1.18,11.52,,AMP Capital China unt,,0.735,2.5,0.73,0.74,0.74,0.71,2.25,1.265,0.675,
AMP,32909.4,881.744,807.664,11.624,0.80,7.0,37.1,15.1,30,1.24,5.35,p,AMP Ltd,,5.61,-6,5.59,5.61,5.67,5.57,-2.33,6.97,4.55,
ANQ,51.999,5.82,9.536,0.032,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.18,1,0.18,0.20,0.18,0.17,4.61,0.32,0.17,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-76.27,0.004,0.001,
ALT,101,229.717,19.774,0.012,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.029,-0.1,0.029,0.03,0.029,0.029,-4.61,0.115,0.019,
ANN,3533.39,98.22,96.064,1.724,1.92,6.8,81.7,16.0,29,2.82,2.21,,Ansell Ltd,,13.10,40,12.96,13.25,13.46,12.72,1.87,13.48,8.16,
ANO,40,11.346,4.64,0.008,0.04,0.9,1.46,2.5,-,-,-,,Antaria Ltd,,0.036,0.1,0.036,0.04,0.036,0.035,1.58,0.065,0.029,
ADO,9516.83,3089.09,40.097,0.033,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.063,0.4,0.062,0.063,0.063,0.058,5.50,0.105,0.006,
ADOO,380.25,411.969,-,0.007,-,-,-,-,-,-,-,,  opt sep10,,0.048,0.3,0.046,0.05,0.049,0.045,5.39,0.07,0.001,
ADOOA,-,1.519,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.01,,0.01,0.025,0.01,0.01,-1.27,0.025,0.005,
ANP,2977.85,334.304,10.15,0.009,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.015,0.1,0.015,0.016,0.016,0.014,5.87,0.20,0.013,
ANZ,32056,1035.91,1104.09,58.63,9.99,2.3,144.8,16.0,108,1.34,4.67,f,ANZ Banking Grp,,23.14,10,23.11,23.17,23.40,22.86,-0.84,26.23,15.68,
APE,1.087,0.255,0.307,0.372,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.50,,12.50,12.70,12.50,12.50,-1.27,13.55,7.80,
APP,-,3.073,0.907,-,-,-,0.1,15.0,-,-,-,,APA Financial,,0.015,,0.015,0.018,0.015,0.015,-1.27,0.023,0.009,
APA,8200.6,122.103,95.727,2.012,-,-,25,14.8,31.75,0.79,8.56,,APA Grp stp,,3.71,11,3.66,3.74,3.77,3.60,1.78,3.79,2.60,
AEZ,1353.59,77.532,171.439,0.017,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.031,,0.03,0.031,0.032,0.029,-1.27,0.115,0.029,
APN,11670.5,171.475,218.342,1.27,-0.78,-,16.7,12.7,4,4.17,1.89,f,APN News & Media,,2.12,-14,2.11,2.12,2.26,2.12,-7.47,2.61,1.32,
APD,301.488,6.012,12.05,0.025,0.21,0.9,-17.88,-,1.25,-,6.94,f,APN Prop Grp,,0.18,-1,0.18,0.20,0.20,0.17,-6.54,0.41,0.15,
AOP,2358.17,99.155,-,0.004,-,-,0.18,5.0,-,-,-,,Apollo Cons,,0.009,,0.009,0.01,0.009,0.008,-1.27,0.04,0.007,
AQL,8.33,9.314,2.653,0.002,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.15,-3,0.15,0.18,0.16,0.15,-17.94,0.18,0.008,
APB,1320.34,17.11,7.207,0.005,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.01,,0.01,0.012,0.01,0.01,-1.27,0.058,0.008,
ARP,800.35,12.744,5.194,0.452,1.22,5.1,40.44,15.4,17.5,2.31,2.81,f,ARB Corp,,6.23,31,6.20,6.25,6.40,5.82,3.96,6.40,3.176,
AAD,13632.6,110.435,47.724,0.355,1.10,1.0,2.73,42.1,14.3,0.19,12.43,,Ardent Leisure stp,,1.15,4,1.14,1.15,1.15,1.10,2.33,1.845,1.00,
ARG,528.798,18.108,17.295,3.661,5.99,1.0,-11.1,-,25,-,4.13,f,Argo Invest,,6.05,12,6.02,6.07,6.10,5.94,0.75,7.05,5.61,
ASV,40,3.185,3.684,0.007,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.105,2.4,0.096,0.11,0.105,0.081,28.35,0.878,0.006,
ARA,54,6.972,2.173,0.054,0.32,0.8,-2.46,-,1,-,3.77,,Ariadne Aust,,0.265,0.5,0.265,0.27,0.28,0.26,0.65,0.37,0.225,
ALL,12017.9,253.725,209.701,2.112,0.07,56.6,-31.3,-,4.5,-,1.14,,Aristocrat Leisure,,3.96,-10,3.96,4.00,4.16,3.94,-3.74,5.75,3.37,
AEM,660.002,90.219,51.201,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.01,,0.01,0.011,0.01,0.01,-1.27,0.025,0.009,
AKW,150.378,8.05,6.431,0.005,0.25,0.5,21.65,0.6,-,-,-,,Arturus Capital,,0.125,0.5,0.10,0.135,0.125,0.10,2.89,0.30,0.10,
APH,81.892,11.381,8.353,0.074,0.06,4.9,3.7,8.0,-,-,-,,Ascent Pharmahealth,,0.295,0.5,0.295,0.305,0.30,0.29,0.45,0.345,0.12,
AIO,67969.6,1625.5,1036,4.945,0.10,16.9,-41.9,-,-,-,-,,Asciano Grp stp,,1.69,11,1.685,1.69,1.695,1.585,5.69,1.94,1.24,
AFA,75.799,15.715,2.052,0.032,0.02,5.3,-1.19,-,-,-,-,,ASF Grp Ltd,,0.105,0.5,0.105,0.11,0.125,0.10,3.73,0.43,0.075,
ASZ,1117.25,36.249,17.577,0.21,0.06,23.8,9.43,15.2,6,1.57,4.20,f,ASG Grp Ltd,,1.43,3,1.41,1.43,1.475,1.40,0.87,1.48,0.555,
AJJ,5,3.402,1.043,0.017,0.01,9.0,-0.25,-,0.5,-,5.56,,Asia Liver Trans,,0.09,-1,0.09,0.095,0.10,0.09,-11.27,0.267,0.007,
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-1.27,0.002,0.001,
AUF,219.125,4.4,1.102,0.106,1.00,1.0,-1.19,-,1,-,0.96,f,Asian Masters Fund,,1.04,,1.04,1.06,1.04,1.03,-1.27,1.06,0.97,
AKF,226.279,2.008,2.212,0.016,0.34,0.7,3.2,7.8,1.3,2.46,5.20,,ASK Funding Ltd,,0.25,,0.24,0.285,0.25,0.25,-1.27,0.37,0.17,
APZ,10643.6,166.838,130.124,0.29,0.68,0.7,-3.37,-,4.19,-,8.38,,Aspen Grp stp,,0.50,4,0.485,0.50,0.50,0.435,7.42,0.575,0.27,
ASP,-,0.641,0.084,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,,0.12,0.13,0.14,0.14,-1.27,0.256,0.10,
AIR,16.973,1.683,-,0.021,0.38,2.4,8.23,10.9,-,-,-,,Astivita Renewables,,0.90,-2,0.905,0.975,0.92,0.885,-3.45,1.15,0.75,
AKR,2.777,0.769,18.82,0.016,1.62,0.5,-1.87,-,-,-,-,,Astra Capital Ltd,,0.76,,0.76,0.82,0.80,0.76,-1.27,0.85,0.51,
AJA,6896.58,169.093,308.421,0.196,0.76,0.5,-36.49,-,8.5,-,22.08,,Astro Jap Prop stp,,0.385,3.5,0.38,0.385,0.385,0.345,8.73,0.515,0.32,
ATR,24.966,1.105,1.01,0.122,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.86,-2,1.86,1.90,1.89,1.86,-2.34,2.70,1.61,
ASX,3990.14,100.91,89.682,5.311,3.19,9.6,180.6,16.9,163.6,1.10,5.35,f,ASX Ltd,,30.60,-19,30.53,30.63,31.08,30.32,-1.89,37.77,29.24,
ACG,23,5.447,9.86,0.014,0.04,3.4,-3.06,-,-,-,-,,Atcor Medical,,0.135,-0.5,0.135,0.14,0.14,0.135,-4.85,0.22,0.115,
ATI,9784.46,700.99,292.474,0.053,0.01,4.1,-0.12,-,-,-,-,,Atlantic Ltd,,0.041,-0.3,0.04,0.041,0.044,0.04,-8.09,0.07,0.01,
ATIO,1501,126.914,59.593,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.032,,0.032,0.035,0.032,0.029,-1.27,0.058,0.003,
ATP,188.401,5.477,6.967,0.014,0.13,0.9,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.115,-1,0.11,0.115,0.125,0.11,-9.27,0.145,0.085,
AIA,1316.63,33.89,27.438,2.057,1.22,1.3,5.63,27.9,6.68,0.84,4.25,,Auckland Airport,,1.57,6,1.545,1.57,1.59,1.50,2.70,1.654,1.171,
AIB,32,0.421,0.056,0.015,1.20,1.0,-5.76,-,54,-,43.20,,Aurora Global Tr unt,,1.25,15,1.10,1.25,1.25,1.10,12.36,7.50,0.977,
AUP,13.506,0.211,0.156,0.019,5.25,1.0,-,-,-,-,-,,Aurora Prop unt,,5.10,9,5.10,5.15,5.10,5.01,0.52,5.40,4.35,
ABW,46.723,0.544,0.047,0.008,1.20,0.9,-30.42,-,23,-,20.26,,Aurora SAE ord unt,,1.135,1,1.135,1.145,1.145,1.125,-0.39,7.35,0.867,
AOD,268.917,5.692,9.275,0.045,1.02,1.0,-4.69,-,5.6,-,5.57,f,Aurora Sandringham ,,1.005,-1,1.005,1.01,1.015,1.005,-2.26,1.12,0.99,
AQF,0.5,0.283,-,0.033,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.61,-10,1.61,-,1.61,1.61,-7.12,1.72,1.61,
ASL,2720.56,56.708,43.447,0.463,1.60,1.1,20.62,8.8,11,1.87,6.04,f,Ausdrill Ltd,,1.82,10,1.77,1.82,1.82,1.70,4.54,2.34,0.855,
AAX,10231.8,112.046,79.642,0.271,0.62,3.6,19,11.6,9.5,2.00,4.30,f,Ausenco Ltd,,2.21,,2.21,2.23,2.48,2.20,-1.27,5.95,1.89,
AAC,12985.4,99.795,126.031,0.402,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.52,2.5,1.485,1.525,1.52,1.44,0.40,1.595,1.18,
AAK,975.534,56.265,194.603,0.014,0.02,0.2,0.03,13.3,-,-,-,,Aust China Hldgs,,0.004,,0.004,0.005,0.005,0.004,-1.27,0.016,0.002,
AAKO,-,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-1.27,0.005,0.001,
AEU,564.507,12.711,19.666,0.08,1.29,0.5,9.4,6.3,1.75,5.37,2.97,,Aust Education unt,,0.59,2,0.58,0.59,0.59,0.55,2.23,0.66,0.23,
AYF,5.95,0.172,0.07,0.022,6.60,1.0,1,645.0,50,0.02,7.75,p,Aust Enhanced unt,,6.45,20,6.45,6.48,6.45,6.35,1.93,6.53,5.22,
AEF,1.497,0.018,0.009,0.023,8.11,2.8,139,16.5,182,0.76,7.91,f,Aust Ethical,,23.00,25,23.00,24.50,23.25,23.00,-0.18,37.00,20.00,
AFI,892.311,35.581,31.293,4.788,4.98,1.0,8.93,54.2,21,0.43,4.34,f,Aust Foundation,,4.84,2,4.82,4.84,4.86,4.78,-0.86,5.41,4.26,
AFIN,7.4,0.037,-,0.084,-,-,-,-,-,-,-,,  new,,4.67,5,4.63,4.67,4.67,4.62,-0.19,4.68,4.51,
AIX,6746.2,207.714,110.791,1.105,2.62,0.7,19.37,9.2,10,1.94,5.62,p,Aust Infra unt,,1.78,3.5,1.78,1.80,1.845,1.725,0.73,2.09,1.18,
ALF,104.771,4.885,7.032,0.071,1.45,0.8,53.65,2.0,7,7.66,6.42,f,Aust Leaders,,1.09,1.5,1.09,1.155,1.09,1.07,0.12,1.265,1.00,
ALFO,376.681,10.26,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.01,,0.005,0.01,0.01,0.003,-1.27,0.10,0.003,
API,1813.49,80.866,16.024,0.22,0.79,0.6,6.1,7.4,3,2.03,6.67,f,Aust Pharmaceutical,,0.45,,0.445,0.46,0.46,0.445,-1.27,0.939,0.44,
APK,96,4.572,3.848,0.041,-,-,-3.1,-,-,-,-,,Aust Power,,0.40,-3,0.39,0.42,0.43,0.39,-8.25,0.50,0.13,
AUI,27.785,0.673,0.588,0.672,7.49,0.9,18.7,35.2,25,0.75,3.80,f,Aust United Invest,,6.58,-5,6.58,6.69,6.68,6.56,-2.03,7.90,5.74,
AVG,257.902,13.168,6.709,0.028,0.98,0.2,11.2,1.9,-,-,-,,Aust Vintage Ltd,,0.215,1.5,0.21,0.22,0.22,0.205,6.23,0.49,0.125,
ASB,434.987,21.354,22.215,0.431,1.30,1.8,4.35,52.6,6,0.72,2.62,,Austal Ltd,,2.29,8,2.28,2.39,2.40,2.14,2.35,3.12,1.935,
AUN,12587.3,339.865,282.359,1.298,-0.31,-,4.7,21.9,-,-,-,,Austar United,,1.03,1,1.02,1.04,1.06,0.995,-0.29,1.465,0.77,
AUB,74.483,4.755,9.745,0.261,0.92,5.4,32.49,15.3,21,1.55,4.23,f,Austbrokers Hldgs,,4.96,3,4.92,5.00,5.03,4.92,-0.67,5.65,3.83,
AEO,1936.36,38.728,16.189,0.597,-0.57,-,11.98,14.4,9.1,1.32,5.26,f,Austereo Grp Ltd,,1.73,2.5,1.60,1.74,1.74,1.625,0.19,1.925,1.27,
ANG,721.386,17.703,7.408,0.236,0.52,6.5,26.32,12.9,8.5,3.10,2.50,f,Austin Engineer,,3.40,5,3.38,3.40,3.42,3.32,0.22,3.60,1.50,
ACK,144.168,3.246,1.728,0.023,0.24,0.7,-6.58,-,-,-,-,,Austock Grp Ltd,,0.17,-2,0.15,0.17,0.19,0.15,-11.80,0.33,0.15,
AYX,-,0.065,0.005,0.012,0.24,4.2,-2.5,-,-,-,-,,Austofix Grp Ltd,,1.00,,0.72,1.25,1.00,1.00,-1.27,1.25,0.75,
ALZ,3948.96,322.345,320.84,1.517,0.68,3.9,-13.4,-,5,-,1.90,,Australand Prop stp,,2.63,19,2.61,2.64,2.66,2.44,6.51,3.05,1.835,
AIY,25,0.856,0.017,0.003,0.03,1.3,0.05,80.0,-,-,-,,Authorised Invest,,0.04,-1.5,0.04,0.07,0.055,0.04,-28.55,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.019,0.016,0.016,-1.27,0.016,0.01,
ATJ,142,13.071,1.36,0.009,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,,0.041,0.05,0.05,0.05,-1.27,0.092,0.028,
ATJO,0.776,0.528,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.005,,0.005,-,0.005,0.005,-1.27,0.011,0.005,
AIE,69.665,3.239,3.669,0.003,0.05,1.3,2.09,3.0,-,-,-,,Autodom Ltd,,0.063,1.2,0.063,0.07,0.063,0.051,22.25,0.11,0.02,
AHE,2701.35,33.021,24.73,0.553,0.75,3.3,28.14,8.7,17,1.66,6.94,f,Automotive Hldgs,,2.45,17,2.42,2.50,2.54,2.28,6.18,2.88,1.33,
