ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4600.7 at 16:40 10/9/2010  Report at 19:07 Friday 10/9/2010. Processed 16:36 Sunday 12/9/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ADA,20.955,4.022,3.026,0.026,0.19,1.7,-3.5,-,-,-,-,,Adacel Tech,,0.32,0.5,0.32,0.335,0.32,0.30,1.08,0.735,0.30,
AAU,80.5,6.146,3.846,0.012,0.08,2.4,-11.03,-,-,-,-,,Adcorp Aust,,0.19,-0.5,0.19,0.20,0.20,0.19,-3.07,0.305,0.145,
ABC,6048.58,404.404,563.773,2.121,1.16,2.9,23.6,14.2,15.5,1.52,4.64,f,Adelaide Brighton,,3.34,6,3.34,3.36,3.37,3.29,1.33,3.435,2.293,
AYT,1068.09,10.64,20.003,0.146,1.63,1.0,2.11,73.5,15.35,0.14,9.90,,Adelaide Managed unt,,1.55,3,1.545,1.56,1.56,1.53,1.47,1.56,1.144,
ADQ,-,9.024,2.072,0.006,0.01,5.0,-1.09,-,-,-,-,,ADG Global Supply,,0.05,,0.06,0.08,0.05,0.05,-0.50,0.118,0.05,
ADQO,-,0.982,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.008,,-,0.009,0.008,0.008,-0.50,0.013,0.008,
ADL,40,64.848,8.394,0.001,-,-,-0.56,-,-,-,-,,Admerex Ltd,,0.003,,0.003,0.004,0.003,0.003,-0.50,0.016,0.002,
ADG,86.695,1.85,0.715,0.1,2.54,1.6,36.7,10.8,23,1.60,5.79,f,Adtrans Grp,,3.97,-12,3.97,4.03,4.19,3.95,-3.44,4.19,2.75,
ASC,1304.25,158.494,44.131,0.009,0.02,0.8,-0.43,-,-,-,-,,Adultshop Com,,0.015,,0.013,0.016,0.016,0.015,-0.50,0.019,0.005,
ASCO,685.419,28.332,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.005,,0.005,0.007,0.006,0.005,-0.50,0.008,0.002,
ABV,8082.69,46.888,80.113,0.015,-,-,-0.16,-,-,-,-,,Adv Braking Tech,,0.017,,0.016,0.018,0.018,0.016,-0.50,0.038,0.016,
AMT,-,0.665,0.287,0.017,0.16,2.9,-1.31,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.47,,0.35,0.47,0.47,0.47,-0.50,0.64,0.33,
AES,12,4.19,0.595,0.022,0.01,5.0,-0.1,-,-,-,-,,Advanced Energy,,0.05,0.1,0.04,0.065,0.05,0.049,1.54,0.125,0.033,
ACE,70.057,11.147,14.381,0.007,-0.03,-,-2.3,-,-,-,-,,Advanced Engine,,0.035,0.2,0.032,0.035,0.035,0.033,5.56,0.093,0.031,
ANM,162.774,11.482,21.697,0.013,0.03,1.7,-1.66,-,-,-,-,,Advanced Magnesium,,0.05,0.1,0.05,0.052,0.054,0.048,1.54,0.07,0.03,
ASW,83.257,6.453,1.178,0.036,0.11,7.8,3.61,23.8,3.6,1.00,4.19,f,Advanced Share,,0.86,1,0.855,0.86,0.86,0.815,0.67,0.86,0.235,
AEI,627.591,5.691,3.488,0.019,0.01,19.5,-1.93,-,-,-,-,,Aeris Environmental,,0.195,2,0.19,0.195,0.20,0.175,10.92,0.20,0.055,
AVE,1427.5,39.351,16.958,0.313,2.02,0.9,19.2,9.2,5,3.84,2.84,,Aevum Ltd,,1.76,5.5,1.76,1.77,1.83,1.705,2.72,1.83,1.01,
AFT,61579.3,1086.24,298.147,0.006,-,-,-,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,-0.50,0.002,0.001,
AGX,3006.96,3.007,-,0.023,0.01,3.5,0.54,6.5,-,-,-,,Agenix Ltd,,0.035,1.8,0.032,0.035,0.035,0.017,105.40,0.035,0.017,
AGXO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.001,-,0.01,0.01,-0.50,0.01,0.01,
AGK,7166.07,240.591,267.365,7.017,5.89,2.6,79.3,19.7,59,1.34,3.78,,AGL Energy Ltd,,15.59,19,15.50,15.62,15.70,15.20,0.73,15.70,13.37,
AGJ,67.198,0.867,0.487,0.012,0.37,0.4,2.25,6.2,2.02,1.11,14.43,,Agricultural Land unt,,0.14,,0.13,0.135,0.14,0.13,-0.50,0.175,0.121,
AHC,2,0.099,0.025,0.011,4.94,0.4,-0.31,-,-,-,-,,AHC Ltd,,2.00,-4,1.50,2.04,2.04,2.00,-2.46,2.45,2.00,
ENY,-,0.028,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.18,,14.76,14.88,15.18,15.18,-0.50,16.50,13.95,
FIN,-,0.17,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.49,,4.52,4.56,4.49,4.49,-0.50,5.09,4.18,
FIX,13.244,0.138,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.23,8,5.22,5.26,5.23,5.15,1.05,5.98,4.83,
IDD,-,0.04,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.43,,3.67,3.70,3.43,3.43,-0.50,3.97,3.21,
RSR,21.954,0.7,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.20,4,5.14,5.19,5.25,5.18,0.27,5.65,4.60,
MAM,2.2,0.263,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.40,26,4.38,4.42,4.41,4.14,5.78,4.83,3.90,
AGI,219.208,5.187,7.685,0.033,0.01,12.0,-1,-,-,-,-,,Ainsworth Game Tech,,0.12,-2,0.11,0.135,0.14,0.10,-14.79,0.22,0.08,
AIZ,107.28,18.241,14.171,1.062,1.15,0.9,6.17,16.0,5.52,1.12,5.60,,Air New Zealand,,0.985,-2.5,0.98,1.02,1.03,0.978,-2.98,1.145,0.83,
AIG,-,-,0.181,-,-0.11,-,-3.63,-,-,-,-,,Aircruising Aust,,0.065,,-,0.08,0.065,0.065,-0.50,0.11,0.065,
AJL,439.571,22.276,48.084,0.115,1.19,1.5,-11,-,5.5,-,3.13,,AJ Lucas Grp,,1.76,-12,1.72,1.76,1.945,1.75,-6.89,5.60,1.75,
ACL,256.89,34.019,55.737,0.095,0.07,7.1,-5,-,-,-,-,,Alchemia Ltd,,0.495,0.5,0.495,0.50,0.50,0.485,0.52,0.81,0.345,
AAI,0.377,0.064,-,10.202,-,-,-14.02,-,11.4,-,0.97,,Alcoa Inc cdi,,11.78,28,11.82,12.48,11.79,11.75,1.93,47.10,11.50,
LEP,957.043,25.447,20.215,0.311,2.10,1.0,-10.94,-,24,-,12.00,,ALE Prop Grp stp,,2.00,-1,1.99,2.02,2.04,1.99,-1.00,2.43,1.95,
ALS,667.252,71.301,81.176,0.267,0.60,4.7,-132.84,-,7,-,2.47,,Alesco Corp,,2.83,-4,2.83,2.85,2.92,2.83,-1.90,5.91,2.25,
AJX,906.162,31.449,-,0.014,0.03,6.5,-3.54,-,-,-,-,,Alexium Int Grp,,0.195,3.5,0.17,0.195,0.195,0.155,21.37,0.205,0.01,
AEJ,3561.18,434.652,910.657,0.043,-1.13,-,-76.57,-,-,-,-,,Alinta Energy Grp stp,,0.053,0.4,0.052,0.053,0.053,0.048,7.66,0.105,0.041,
ABQ,921.269,175.552,25.851,0.006,-0.07,-,-18.9,-,0.5,-,18.52,,Allied Brands Ltd,,0.027,,0.026,0.026,0.027,0.027,-0.50,0.195,0.024,
ABQO,-,5.151,0.045,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-0.50,0.005,0.001,
AEA,153.176,10.872,1.375,0.013,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.30,2,0.28,0.30,0.30,0.28,6.64,0.36,0.048,
AEAO,-,1.169,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.13,,0.10,0.12,0.13,0.13,-0.50,0.16,0.06,
AIQ,512.406,21.599,8.024,0.145,1.53,0.7,-2.79,-,47,-,42.34,,Alternative Invest unt,,1.11,1,1.10,1.12,1.115,1.10,0.41,1.15,0.91,
ALU,230.035,5.168,4.609,0.013,0.03,5.0,-13.61,-,-,-,-,,Altium Ltd,,0.15,,0.15,0.21,0.17,0.15,-0.50,0.365,0.15,
AMA,481.029,30.419,30.298,0.013,0.08,0.6,2.01,2.4,-,-,-,,AMA Grp Ltd,,0.049,-0.6,0.049,0.055,0.054,0.045,-11.41,0.078,0.033,
AHD,664.325,29.142,6.753,0.912,4.57,1.3,66.4,8.7,37,1.79,6.38,f,Amalgamated Hldgs,,5.80,-5,5.80,5.84,5.90,5.72,-1.36,6.24,4.561,
AMO,10.97,2.517,0.485,0.012,0.56,0.7,5.2,7.5,3.5,1.49,8.97,,Ambertech Ltd,,0.39,,0.35,0.39,0.39,0.39,-0.50,0.63,0.34,
AMB,46.761,1.787,2.074,0.024,0.15,2.3,-10.32,-,-,-,-,,Ambition Grp Ltd,,0.35,7,0.31,0.40,0.35,0.30,24.50,0.42,0.26,
AKS,0.546,0.003,-,0.058,-,-,-,-,-,-,-,,Amcbf One,,106.00,100,106.00,110.00,106.00,105.00,0.45,106.00,100.00,
AKU,-,0.001,-,0.044,-,-,-,-,-,-,-,,Amcbf Thr,,105.00,,104.00,105.00,105.00,105.00,-0.50,105.00,103.19,
AKT,2.5,0.005,-,0.036,-,-,-,-,-,-,-,,Amcbf Two,,102.45,245,100.25,102.45,102.45,101.00,1.95,102.69,100.00,
AMH,615.124,13.75,8.386,0.123,0.73,0.8,3.73,16.6,2,1.87,3.23,f,Amcil Ltd,,0.62,,0.615,0.62,0.63,0.61,-0.50,0.72,0.595,
AMM,1641.84,194.35,134.576,0.233,0.16,2.0,2.73,11.9,1.4,1.95,4.31,f,Amcom Telecomm,,0.325,0.5,0.325,0.33,0.34,0.315,1.06,0.365,0.19,
AMC,15330.5,1002.41,723.896,8.333,1.49,4.6,15.8,43.2,29.5,0.54,4.33,,Amcor Ltd,,6.82,2,6.81,6.83,7.02,6.77,-0.21,7.04,5.27,
AEC,383.701,11.402,5.739,0.14,1.11,3.5,20.34,18.8,17.5,1.16,4.57,f,Ammtec Ltd,,3.83,1,3.80,3.83,3.90,3.71,-0.24,3.90,2.11,
AGF,573.992,48.626,45.229,0.286,0.93,0.9,-1.38,-,8.47,-,9.96,,AMP Capital China unt,,0.85,1,0.845,0.86,0.865,0.84,0.69,1.13,0.675,
AMP,49964.1,1360.51,1277.46,10.36,0.90,5.6,39.8,12.6,31,1.28,6.20,p,AMP Ltd,,5.00,-21,4.99,5.00,5.19,4.95,-4.53,6.97,4.85,
ANQ,118.618,7.206,13.968,0.024,-,-,-4.4,-,-,-,-,,Anaeco Ltd,,0.135,-0.5,0.12,0.145,0.14,0.115,-4.08,0.295,0.115,
ANQOA,-,-,0.044,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,0.001,0.004,0.004,-75.50,0.004,0.001,
ALT,477,240.628,29.974,0.01,-,-,-0.31,-,-,-,-,,Analytica Ltd,,0.024,,0.024,0.025,0.027,0.023,-0.50,0.115,0.019,
ANN,2344.11,135.837,145.024,1.784,2.22,6.1,89.6,15.0,30.5,2.94,2.26,,Ansell Ltd,,13.47,4,13.29,13.50,13.70,13.37,-0.21,13.73,9.09,
ANO,25,13.752,11.604,0.009,0.01,3.8,-5.04,-,-,-,-,,Antaria Ltd,,0.038,0.3,0.038,0.042,0.038,0.035,8.07,0.055,0.032,
ADO,3585.93,3236.2,50.883,0.025,-,-,-0.62,-,-,-,-,,Anteo Diagnostics,,0.047,-0.2,0.045,0.047,0.051,0.045,-4.59,0.105,0.006,
ADOO,945.696,427.486,-,0.004,-,-,-,-,-,-,-,,  opt sep10,,0.031,-0.2,0.031,0.033,0.035,0.031,-6.56,0.07,0.001,
ADOOA,-,1.58,-,0.001,-,-,-,-,-,-,-,,  opt feb11,,0.015,,0.019,0.022,0.015,0.015,-0.50,0.025,0.005,
ANP,1949.74,398.163,17.518,0.008,-,-,-0.59,-,-,-,-,,Antisense Therapeutic,,0.014,-0.1,0.014,0.015,0.015,0.014,-7.17,0.20,0.013,
ANZ,34129.6,1499.1,1743.32,60.684,9.99,2.4,144.8,16.4,108,1.34,4.56,f,ANZ Banking Grp,,23.71,42,23.70,23.73,23.97,23.36,1.30,26.23,19.95,
APE,2.079,0.409,0.723,0.373,8.60,1.5,120,10.4,63,1.90,5.04,f,AP Eagers Ltd,,12.50,-2,12.50,13.00,12.58,12.27,-0.66,13.55,9.21,
APP,80,3.299,1.388,0.001,-,-,0.41,4.4,-,-,-,,APA Financial,,0.018,,0.017,0.02,0.018,0.018,-0.50,0.022,0.009,
APA,5866.69,186.796,162.601,2.093,1.28,3.0,19.4,19.9,32.75,0.59,8.48,,APA Grp stp,,3.86,-3,3.85,3.89,3.95,3.81,-1.27,3.99,2.96,
AEZ,9002.24,140.189,316.658,0.015,0.16,0.2,-12.21,-,-,-,-,,APN European Retail stp,,0.028,-0.1,0.027,0.028,0.029,0.026,-3.95,0.115,0.024,
APN,12917.2,290.673,388.82,1.102,-0.75,-,16.7,11.0,9,1.86,4.89,,APN News & Media,,1.84,-8.5,1.83,1.88,1.965,1.84,-4.92,2.61,1.68,
APD,909.184,11.691,16.704,0.034,0.19,1.1,-4.49,-,1.25,-,5.95,,APN Prop Grp,,0.21,2,0.185,0.22,0.215,0.20,10.02,0.41,0.165,
AOP,15690.7,225.81,-,0.005,-,-,0.08,13.7,-,-,-,,Apollo Cons,,0.011,0.1,0.011,0.012,0.012,0.01,9.50,0.04,0.007,
AQL,1.75,9.517,5.781,0.004,0.15,1.1,6.52,2.5,-,-,-,,Aquacarotene Ltd,,0.16,1.5,0.15,0.20,0.16,0.145,9.84,0.352,0.12,
APB,397.833,27.153,12.332,0.011,0.05,0.4,-6,-,-,-,-,,Arafura Pearls,,0.019,0.4,0.015,0.019,0.019,0.015,26.16,0.047,0.008,
ARP,899.265,17.146,8.154,0.518,1.39,5.1,46.28,15.4,19.5,2.37,2.73,f,ARB Corp,,7.15,43,7.10,7.20,7.20,6.70,5.90,7.20,4.104,
AAD,4838.95,165.087,105.51,0.316,0.92,1.1,6.3,16.0,10.75,0.59,10.64,,Ardent Leisure stp,,1.01,,1.01,1.03,1.045,1.01,-0.50,1.845,0.92,
ARG,759.391,26.514,28.091,3.483,6.03,1.0,26,22.0,25,1.04,4.36,f,Argo Invest,,5.73,-8,5.73,5.75,5.86,5.72,-1.88,7.05,5.51,
ASV,14.905,4.733,11.479,0.005,-0.06,-,-5.88,-,-,-,-,,Argus Solutions,,0.066,-0.9,0.066,0.075,0.075,0.065,-12.50,0.732,0.006,
ARA,112.34,8.015,3.559,0.061,0.33,0.9,2.75,10.9,1.5,1.83,5.00,,Ariadne Aust,,0.30,1.5,0.30,0.305,0.30,0.285,4.76,0.37,0.23,
ALL,9486.82,378.877,347.048,2,0.15,25.0,-15,-,3.5,-,0.93,,Aristocrat Leisure,,3.75,11,3.75,3.80,3.84,3.64,2.52,5.75,3.34,
AEM,-,98.44,77.618,0.003,-,-,-0.4,-,-,-,-,,Artist & Entertain,,0.008,,0.008,0.01,0.008,0.008,-0.50,0.025,0.007,
AKW,-,12.376,6.431,0.004,0.25,0.3,21.65,0.4,-,-,-,,Arturus Capital,,0.08,,-,-,0.08,0.08,-0.50,0.30,0.042,
APH,132.734,14.988,11.628,0.067,0.08,3.4,4.4,6.1,-,-,-,,Ascent Pharmahealth,,0.27,0.5,0.275,0.28,0.275,0.265,1.38,0.345,0.17,
AIO,53101,2289.4,3126.34,4.901,0.08,20.9,-31.6,-,-,-,-,,Asciano Grp stp,,1.675,-4.5,1.67,1.685,1.78,1.675,-3.12,1.94,1.435,
AFA,24,19.124,5.572,0.04,0.03,4.3,-1.02,-,-,-,-,,ASF Grp Ltd,,0.13,1,0.10,0.125,0.13,0.11,7.83,0.43,0.085,
ASZ,1604.45,54.783,39.362,0.209,-,-,8.77,15.7,6.5,1.35,4.73,f,ASG Grp Ltd,,1.375,2.5,1.37,1.38,1.39,1.335,1.35,1.55,0.81,
AJJ,20,3.692,2.884,0.008,0.01,4.0,-0.25,-,0.5,-,12.50,,Asia Liver Trans,,0.04,-1.5,0.042,0.099,0.055,0.04,-27.78,0.19,0.04,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-0.50,0.001,0.001,
AUF,126.55,6.113,2.627,0.11,1.01,1.0,-0.21,-,1,-,0.95,,Asian Masters Fund,,1.05,2,1.04,1.17,1.05,1.05,1.44,1.06,0.98,
AKF,1.25,2.342,5.584,0.013,0.34,0.6,1.5,13.3,0.36,4.17,1.80,f,ASK Funding Ltd,,0.20,,0.14,0.20,0.20,0.20,-0.50,0.37,0.20,
APZ,1605.8,215.094,265.529,0.283,0.66,0.7,2.25,21.6,4.2,0.54,8.66,,Aspen Grp stp,,0.485,2,0.475,0.485,0.485,0.465,3.80,0.575,0.42,
ASP,-,0.762,0.245,0.033,-0.04,-,0.46,30.4,-,-,-,,Aspermont Ltd,,0.14,2,0.11,0.13,0.12,0.12,16.16,0.20,0.10,
AIR,22.05,2.116,-,0.024,0.46,2.3,27.61,3.8,-,-,-,,Astivita Renewables,,1.05,11,1.02,1.10,1.05,0.94,11.20,1.165,0.75,
AKR,3.387,0.871,19.367,0.018,1.63,0.5,-0.03,-,-,-,-,,Astra Capital Ltd,,0.84,3,0.84,0.88,0.84,0.81,3.20,0.85,0.51,
AJA,3777.56,230.93,505.316,0.163,0.64,0.5,-22.02,-,7,-,21.88,,Astro Jap Prop stp,,0.32,1.5,0.315,0.32,0.32,0.30,4.41,0.515,0.28,
ATR,101.957,1.398,1.534,0.132,-,-,1.8,112.8,-,-,-,,Astron Ltd,,2.03,23,2.00,2.05,2.05,1.85,12.27,2.70,1.625,
ASX,3421.6,146.939,148.611,5.138,3.49,8.5,190.4,15.5,173.1,1.10,5.85,f,ASX Ltd,,29.60,24,29.56,29.68,29.77,29.15,0.31,37.16,28.02,
ACG,8,12.88,13.721,0.012,0.04,3.0,-1.2,-,-,-,-,,Atcor Medical,,0.12,0.5,0.09,0.12,0.12,0.12,3.84,0.215,0.081,
ATI,-,824.605,920.643,-,-,-,-0.71,-,-,-,-,,Atlantic Ltd,,-,,-,-,0.04,0.04,-0.50,0.07,0.026,
ATIO,-,131.479,344.407,-,-,-,-,-,-,-,-,,  opt dec11,,-,,-,-,0.032,0.032,-0.50,0.058,0.013,
ATP,215.766,8.557,10.35,0.016,0.16,0.8,-5.06,-,-,-,-,,Atlas Southsea Pearl,,0.125,1.5,0.115,0.125,0.125,0.11,13.13,0.145,0.08,
ATW,9.5,2.177,0.927,0.002,0.01,1.3,-1.04,-,-,-,-,,Atos Wellness,,0.013,,0.013,0.019,0.013,0.013,-0.50,0.02,0.01,
AIA,174.949,37.643,40.947,2.11,1.19,1.4,1.95,82.6,6.68,0.29,4.15,,Auckland Airport,,1.61,1,1.61,1.63,1.63,1.585,0.12,1.654,1.395,
AFV,-,0.021,-,0.014,-,-,-,-,-,-,-,,Aurora Funds Ltd,,1.60,,1.00,1.60,1.60,1.60,-0.50,2.00,1.56,
AIB,0.002,0.736,0.095,0.014,1.14,1.1,6.38,19.1,23.5,0.27,19.26,,Aurora Global Tr unt,,1.22,7,1.16,1.22,1.22,1.22,5.58,7.50,0.977,
AUP,6.166,0.306,0.202,0.019,5.34,1.0,-,-,52,-,9.81,,Aurora Prop unt,,5.30,-5,5.30,5.40,5.35,5.30,-1.44,5.40,4.50,
ABW,7.8,0.803,0.105,0.007,1.05,1.1,14.03,8.0,9.5,1.48,8.48,,Aurora SAE ord unt,,1.12,5.5,1.12,1.13,1.12,1.115,4.66,7.35,1.035,
AOD,133.388,10.005,16.725,0.044,1.00,1.0,-1.54,-,6.2,-,6.23,p,Aurora Sandringham ,,0.995,0.5,0.995,1.00,1.00,0.99,0.00,1.12,0.965,
AQF,33.256,0.489,-,0.041,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.60,5,1.55,1.60,1.60,1.55,2.72,1.72,1.55,
ASL,1820.23,82.563,70.444,0.509,1.78,1.1,23.71,8.4,11,2.16,5.50,f,Ausdrill Ltd,,2.00,10,1.97,2.00,2.06,1.915,4.76,2.34,1.455,
AAX,2416.51,166.572,139.533,0.297,0.50,4.9,-10.35,-,4.5,-,1.85,,Ausenco Ltd,,2.43,-1,2.41,2.44,2.53,2.38,-0.91,5.95,1.71,
AAC,936.023,124.859,185.049,0.425,-,-,-13.4,-,-,-,-,,Aust Agriculture,,1.61,3,1.60,1.61,1.625,1.55,1.39,1.69,1.22,
AAK,578.75,87.241,376.764,0.01,0.02,0.1,0.03,10.0,-,-,-,,Aust China Hldgs,,0.003,-0.1,0.003,0.004,0.003,0.003,-25.50,0.016,0.003,
AAKO,-,38.752,11.794,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-0.50,0.005,0.001,
AEU,671.292,18.175,27.811,0.088,1.36,0.5,2.69,24.3,0.67,4.01,1.02,,Aust Education unt,,0.655,0.5,0.655,0.675,0.68,0.645,0.27,0.69,0.35,
AYF,10.658,0.25,0.166,0.021,6.44,1.0,150,4.1,50,3.00,8.06,p,Aust Enhanced unt,,6.20,-9,6.22,6.35,6.30,6.20,-1.93,6.55,5.90,
AEF,4.814,0.062,0.022,0.027,8.11,3.3,103,26.2,200,0.52,7.41,f,Aust Ethical,,27.00,350,27.00,28.00,27.00,23.50,14.39,37.00,19.00,
AFI,1312.85,50.885,49.741,4.782,4.70,1.0,18.6,25.4,21,0.89,4.45,f,Aust Foundation,,4.72,-2,4.68,4.72,4.78,4.69,-0.93,5.41,4.52,
AIX,5533.36,301.095,282.145,1.179,2.61,0.7,33.22,5.7,10,3.32,5.26,p,Aust Infra unt,,1.90,-2.5,1.89,1.91,1.96,1.885,-1.80,2.09,1.535,
ALF,31,6.406,10.109,0.072,1.33,0.8,19.35,5.7,8,2.42,7.21,f,Aust Leaders,,1.11,5.5,1.09,1.11,1.11,1.07,4.71,1.222,1.015,
ALFO,318.861,24.563,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.002,-0.3,0.001,0.005,0.005,0.001,-60.50,0.10,0.001,
API,514.6,103.142,26.46,0.212,0.79,0.6,6.1,7.1,3,2.03,6.90,f,Aust Pharmaceutical,,0.435,-0.5,0.42,0.435,0.44,0.42,-1.64,0.939,0.365,
APK,142.901,6.369,5.859,0.05,-0.15,-,-3.1,-,-,-,-,,Aust Power,,0.49,1,0.48,0.495,0.49,0.485,1.58,0.50,0.295,
AUI,96.5,1.054,0.808,0.671,6.68,1.0,27.7,23.7,25.5,1.09,3.88,f,Aust United Invest,,6.57,13,6.54,6.57,6.60,6.41,1.51,7.90,6.37,
AVG,243.869,18.337,42.54,0.049,0.96,0.4,7.1,5.4,-,-,-,,Aust Vintage Ltd,,0.385,0.5,0.37,0.385,0.40,0.37,0.81,0.40,0.195,
ASB,1615.81,28.006,32.462,0.425,1.41,1.6,20.3,11.1,6,3.38,2.65,f,Austal Ltd,,2.26,4,2.21,2.26,2.26,2.16,1.30,3.07,1.935,
AUN,17925,464.09,416.167,1.084,-0.28,-,3.5,24.6,-,-,-,,Austar United,,0.86,-1.5,0.855,0.87,0.91,0.855,-2.22,1.465,0.84,
AUB,38.118,6.619,14.234,0.262,1.23,4.0,35.3,14.1,22.5,1.57,4.53,f,Austbrokers Hldgs,,4.97,-3,4.97,5.00,5.10,4.85,-1.10,5.65,4.54,
AEO,609.433,65.536,41.96,0.567,-0.01,-,13.66,12.0,9.7,1.41,5.90,f,Austereo Grp Ltd,,1.645,-0.5,1.645,1.66,1.70,1.57,-0.81,1.925,1.315,
ANG,316.171,23.66,18.407,0.274,0.65,6.0,28.25,13.8,9.5,2.97,2.44,f,Austin Engineer,,3.90,5,3.82,3.90,3.98,3.73,0.79,3.98,1.98,
ACK,5.55,4.47,3.697,0.018,0.19,0.7,-5.07,-,-,-,-,,Austock Grp Ltd,,0.135,-0.5,0.135,0.14,0.14,0.135,-4.08,0.33,0.135,
AYX,-,0.071,0.012,0.012,0.15,6.3,-3,-,-,-,-,,Austofix Grp Ltd,,0.95,,-,1.20,0.95,0.95,-0.50,1.25,0.75,
ALZ,2499.64,359.306,775.585,1.627,3.44,0.8,14.9,18.9,12,1.24,4.26,,Australand Prop stp,,2.82,-4,2.82,2.85,2.92,2.80,-1.90,3.05,2.20,
AIY,-,1.345,1.528,0.002,0.02,1.5,-0.86,-,-,-,-,,Authorised Invest,,0.03,,0.009,0.03,0.03,0.03,-0.50,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,-,0.016,0.016,-0.50,0.016,0.01,
