ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4913.5 at 16:37 23/4/2010  Report at 19:07 Friday 23/4/2010. Processed 20:02 Friday 23/4/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
FIN,20,0.021,-,0.001,-,-,-,-,-,-,-,,Aii200financials etf unt,,5.01,-8,4.95,5.00,5.01,5.01,0.30,5.09,4.95
FIX,0.2,-,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.98,,5.81,5.87,5.98,5.98,-,5.98,5.98
IDD,1.5,0.003,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.94,-3,3.94,3.98,3.97,3.94,1.12,3.97,3.94
RSR,22.378,0.048,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.46,-13,5.40,5.44,5.54,5.45,-0.45,5.65,5.37
MAM,2.665,0.016,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.67,-5,4.53,4.58,4.72,4.67,0.81,4.83,4.67
AGI,97.704,2.231,2.371,0.038,0.01,13.5,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.135,1,0.125,0.13,0.135,0.125,9.87,0.22,0.065
AHJ,-,2.526,0.261,-,0.09,-,-4.26,-,-,-,-,,AIR Change Int,,-,,-,-,0.10,0.10,1.87,0.15,0.02
AIZ,1260.62,7.03,2.063,1.124,1.12,0.9,3.9,26.8,5.17,0.75,4.95,,Air New Zealand,,1.045,-2,1.045,1.07,1.055,1.04,0.00,1.145,0.67
AIG,-,-,0.055,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,0.03,-,0.11,0.11,1.87,0.11,0.098
AJL,428.122,13.684,20.772,0.182,1.32,2.1,16,17.4,5.5,2.91,1.97,,AJ Lucas Grp,,2.79,-34,2.76,2.80,3.10,2.72,-8.99,5.60,2.03
ACL,603.552,15.611,33.13,0.108,0.09,6.3,-4.6,-,-,-,-,,Alchemia Ltd,,0.57,-3,0.57,0.575,0.615,0.565,-3.13,0.81,0.299
AAI,3.106,0.006,-,20.265,-,-,-137.14,-,12.39,-,0.53,,Alcoa Inc cdi,,23.40,-760,20.76,27.00,31.00,23.40,-22.64,47.10,23.40
LEP,579.806,15.273,5.855,0.348,2.39,0.9,95.98,2.4,27,3.55,11.89,,ALE Prop Grp stp,,2.27,10,2.26,2.29,2.30,2.15,6.48,2.43,1.768
ALS,1204.06,34.429,47.354,0.287,0.65,4.7,-17.36,-,14,-,4.59,f,Alesco Corp,,3.05,2,3.03,3.06,3.08,3.02,2.53,5.91,2.81
AJX,501.629,18.59,-,0.012,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.165,,0.16,0.17,0.17,0.155,1.87,0.205,0.01
AEJ,11291,292.382,406.413,0.048,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.06,-0.8,0.06,0.061,0.068,0.058,-9.89,0.13,0.055
ABQ,4863.37,30.033,4.469,0.02,0.06,1.7,2.3,4.3,0.5,4.60,5.00,,Allied Brands Ltd,,0.10,-1,0.10,0.105,0.11,0.10,-7.22,0.245,0.097
ABQO,-,4.651,0.007,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.002,0.001,0.001,1.87,0.005,0.001
AEA,532.854,5.42,0.087,0.012,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.29,-1,0.285,0.29,0.30,0.285,-1.46,0.34,0.037
AEAO,-,0.454,-,0.002,-,-,-,-,-,-,-,,  opt jan12,,0.12,,0.09,0.12,0.12,0.12,1.87,0.12,0.06
AIQ,245.604,11.237,1.843,0.141,1.46,0.7,-44.5,-,47,-,43.52,,Alternative Invest unt,,1.08,,1.06,1.095,1.085,1.07,1.87,1.45,0.91
ALU,34,1.393,0.473,0.023,0.09,2.8,-6.97,-,2,-,7.84,,Altium Ltd,,0.255,,0.25,0.285,0.255,0.25,1.87,0.50,0.235
AMA,411.099,9.966,18.066,0.013,-0.09,-,7.75,0.6,-,-,-,,AMA Grp Ltd,,0.05,0.2,0.046,0.05,0.05,0.046,6.04,0.078,0.019
AHD,783.618,17.885,3.331,0.939,4.65,1.3,68.5,8.7,35,1.96,5.86,f,Amalgamated Hldgs,,5.97,7,5.91,6.00,6.05,5.83,3.06,6.24,3.73
AMO,7,1.673,0.247,0.018,0.61,1.0,9.3,6.5,5.5,1.69,9.17,f,Ambertech Ltd,,0.60,-2,0.58,0.62,0.62,0.60,-1.35,0.63,0.41
AMB,37.323,1.023,0.67,0.026,0.14,2.7,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.38,-1,0.38,0.40,0.39,0.38,-0.69,0.41,0.13
AMH,219.316,4.971,1.755,0.135,0.77,0.9,-1.14,-,2,-,2.88,,Amcil Ltd,,0.695,0.5,0.69,0.695,0.695,0.685,2.60,0.72,0.51
AMM,3945.58,120.202,68.809,0.251,0.18,1.9,2.78,12.6,0.9,3.09,2.57,f,Amcom Telecomm,,0.35,1,0.345,0.35,0.35,0.335,4.81,0.355,0.125
AMC,21271.8,414.707,250.371,7.828,2.25,2.8,20.9,30.7,29.5,0.71,4.60,,Amcor Ltd,,6.41,-9,6.41,6.44,6.63,6.32,0.49,6.63,4.201
AEC,259.763,2.576,2.383,0.103,1.05,2.7,19.39,14.6,16.5,1.18,5.81,f,Ammtec Ltd,,2.84,-5,2.80,2.84,2.90,2.71,0.14,3.00,1.66
AGF,1271.33,17.893,14.637,0.283,1.12,0.7,10.02,8.4,8.47,1.18,10.08,,AMP Capital China unt,,0.84,-2.5,0.835,0.845,0.86,0.83,-1.02,1.265,0.83
AMP,72987.8,544.429,515.243,13.032,0.80,7.9,37.1,17.0,30,1.24,4.77,p,AMP Ltd,,6.29,-17,6.27,6.30,6.45,6.09,-0.76,6.97,4.55
ANQ,151.539,4.335,7.663,0.04,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.24,-1,0.225,0.24,0.245,0.225,-2.13,0.35,0.175
ANQO,-,-,0.022,-,-,-,-,-,-,-,-,,  opt may10,,0.001,-0.4,-,0.001,0.005,0.005,-78.13,0.015,0.001
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-73.13,0.004,0.001
ALT,4783.28,218.074,13.497,0.018,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.043,-0.2,0.043,0.048,0.048,0.042,-2.57,0.115,0.019
ANN,3106.03,64,66.349,1.611,1.92,6.4,81.7,15.0,29,2.82,2.37,,Ansell Ltd,,12.24,29,12.01,12.29,12.46,11.68,4.30,12.87,7.58
ANO,13.049,3.53,0.892,0.008,0.04,0.9,1.46,2.5,-,-,-,,Antaria Ltd,,0.036,-0.4,0.036,0.04,0.04,0.036,-8.13,0.065,0.029
ADO,24143.2,2945.75,26.892,0.027,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.052,0.1,0.051,0.052,0.053,0.049,3.83,0.105,0.005
ADOO,481.5,404.934,-,0.006,-,-,-,-,-,-,-,,  opt sep10,,0.039,,0.039,0.045,0.045,0.039,1.87,0.07,0.001
ADOOA,1000,1.518,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.012,,0.01,0.012,0.012,0.012,1.87,0.025,0.012
ANP,8588.48,301.092,4.654,0.012,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.02,,0.02,0.021,0.021,0.018,1.87,0.20,0.016
ANZ,38200.4,614.105,601.006,63.845,10.72,2.4,170.4,14.8,102,1.67,4.05,f,ANZ Banking Grp,,25.20,-49,25.18,25.20,25.57,25.02,-0.03,26.23,14.90
APE,4.869,0.113,0.231,0.38,8.81,1.4,121.6,10.5,62,1.96,4.86,f,AP Eagers Ltd,,12.75,-20,12.75,12.90,12.95,12.70,0.33,13.55,6.15
APP,-,2.716,0.277,-,-,-,0.1,14.0,-,-,-,,APA Financial,,0.014,,0.014,0.019,0.014,0.014,1.87,0.023,0.009
APA,4554.74,79.584,62.818,2.034,-,-,25,15.0,31.75,0.79,8.47,,APA Grp stp,,3.75,5,3.74,3.78,3.79,3.65,3.22,3.79,2.60
AEZ,2162.02,45.015,124.798,0.027,0.24,0.2,-11.22,-,-,-,-,,APN European Retail stp,,0.049,-0.1,0.048,0.049,0.05,0.047,-0.13,0.115,0.037
APN,7384.13,96.193,74.975,1.455,-0.78,-,16.7,14.6,4,4.17,1.65,f,APN News & Media,,2.43,18,2.38,2.44,2.47,2.19,9.87,2.61,1.129
APD,243.99,3.521,10.386,0.042,0.21,1.4,-17.88,-,1.25,-,4.17,f,APN Prop Grp,,0.30,1.5,0.31,0.34,0.30,0.28,7.14,0.41,0.15
AOP,3094.3,67.767,-,0.004,-,-,0.18,4.4,-,-,-,,Apollo Cons,,0.008,-0.1,0.008,0.009,0.009,0.008,-9.24,0.04,0.007
AQL,318.588,7.815,2.254,0.004,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.012,,0.013,0.015,0.013,0.01,1.87,0.018,0.008
APB,250,10.43,3.787,0.009,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.018,,0.018,0.02,0.02,0.018,1.87,0.058,0.018
ARP,223.045,8.21,2.682,0.444,1.22,5.0,40.44,15.1,17.5,2.31,2.86,f,ARB Corp,,6.12,22,6.10,6.15,6.19,5.79,5.60,6.19,2.777
AAD,4554.56,59.595,31.379,0.433,1.10,1.3,2.73,51.3,14.3,0.19,10.21,,Ardent Leisure stp,,1.40,3.5,1.39,1.42,1.425,1.35,4.44,1.845,1.165
ARG,629.687,11.204,11.539,3.928,6.23,1.0,-11.1,-,25,-,3.85,f,Argo Invest,,6.49,-4,6.49,6.52,6.59,6.42,1.26,7.05,5.50
ASV,18,1.83,0.902,0.012,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.175,0.5,0.13,0.165,0.175,0.15,4.81,1.098,0.006
ARA,129.82,5.543,1.036,0.053,0.32,0.8,-2.46,-,1,-,3.85,,Ariadne Aust,,0.26,1.5,0.255,0.30,0.26,0.24,8.00,0.37,0.215
ALL,4106.58,152.644,115.503,2.342,0.07,62.7,-31.3,-,4.5,-,1.03,,Aristocrat Leisure,,4.39,-1,4.38,4.46,4.51,4.34,1.65,5.75,3.24
AEM,2113,77.878,41.597,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.012,-0.1,0.01,0.012,0.013,0.012,-5.82,0.025,0.005
AKW,566.039,5.436,3.304,0.006,0.25,0.6,21.65,0.6,-,-,-,,Arturus Capital,,0.14,1,0.14,0.16,0.15,0.13,9.57,0.30,0.07
APH,150.4,9.905,3.383,0.077,0.06,5.2,3.7,8.4,-,-,-,,Ascent Pharmahealth,,0.31,-0.5,0.305,0.33,0.315,0.31,0.29,0.345,0.12
AIO,79994.4,1048.92,631.888,5.165,0.10,17.6,-41.9,-,-,-,-,,Asciano Grp stp,,1.765,-9.5,1.76,1.77,1.83,1.745,-3.23,1.94,1.017
AFA,1189.39,14.458,1.604,0.051,0.02,8.3,-1.19,-,-,-,-,,ASF Grp Ltd,,0.165,1,0.165,0.175,0.18,0.145,8.32,0.43,0.065
ASZ,1049.81,25.632,13.377,0.198,0.06,23.3,9.43,14.8,6,1.57,4.29,f,ASG Grp Ltd,,1.40,2,1.395,1.40,1.475,1.32,3.32,1.475,0.545
AJJ,2819.03,3.046,0.58,0.019,0.01,10.0,-0.14,-,0.5,-,5.00,,Asia Liver Trans,,0.10,1.9,0.091,0.105,0.10,0.09,25.33,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,0.001,0.001,0.001,1.87,0.002,0.001
AUF,384.217,2.713,0.522,0.107,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.05,1,1.04,1.05,1.05,1.03,2.83,1.06,0.84
AKF,10,0.501,1.33,0.016,0.34,0.7,3.2,7.5,1.3,2.46,5.42,,ASK Funding Ltd,,0.24,-1,0.21,0.25,0.25,0.24,-2.13,0.37,0.17
APZ,7428.47,119.418,77.684,0.316,0.68,0.8,-3.37,-,4.19,-,7.69,,Aspen Grp stp,,0.545,,0.54,0.545,0.545,0.53,1.87,0.575,0.27
ASP,66.4,0.496,-,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,,0.12,0.14,0.14,0.12,1.87,0.271,0.11
AIR,96.131,0.9,-,0.02,0.38,2.2,8.23,10.3,-,-,-,,Astivita Renewables,,0.85,3.5,0.79,0.89,0.85,0.80,6.17,1.15,0.75
AKR,44.693,0.553,18.495,0.012,1.62,0.4,-1.87,-,-,-,-,,Astra Capital Ltd,,0.58,-2,0.56,0.59,0.60,0.58,-1.46,0.90,0.008
AJA,7896.93,118.188,194.899,0.183,0.76,0.5,-36.49,-,8.5,-,23.61,,Astro Jap Prop stp,,0.36,-0.5,0.36,0.37,0.375,0.35,0.50,0.515,0.275
ATR,15.22,0.799,0.834,0.128,2.90,0.7,-11.79,-,-,-,-,,Astron Ltd,,1.95,-4.5,1.85,1.95,1.95,1.94,-0.38,2.70,1.61
ASX,4096.73,65.368,56.656,5.815,3.19,10.5,180.6,18.5,163.6,1.10,4.88,f,ASX Ltd,,33.50,-20,33.50,33.59,33.69,32.91,1.28,37.90,30.50
ACG,210,2.462,7.571,0.014,0.04,3.5,-3.06,-,-,-,-,,Atcor Medical,,0.14,0.5,0.135,0.145,0.145,0.14,5.58,0.23,0.13
ATI,132799,425.152,30.942,0.078,0.01,6.2,-0.12,-,-,-,-,,Atlantic Ltd,,0.062,1.7,0.061,0.062,0.07,0.041,39.65,0.07,0.006
ATIO,21039.7,107.088,-,0.015,-,-,-,-,-,-,-,,  opt dec11,,0.053,1.8,0.053,0.054,0.058,0.035,53.30,0.058,0.003
ATP,52.2,4.897,2.724,0.014,0.13,0.9,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.115,-0.5,0.11,0.12,0.12,0.115,-2.29,0.16,0.085
AIA,1071.29,23.89,15.349,2.011,1.22,1.3,5.63,27.3,6.68,0.84,4.35,,Auckland Airport,,1.535,0.5,1.535,1.56,1.555,1.525,2.20,1.654,1.171
AIB,1.75,0.299,0.037,0.014,1.21,0.9,-5.76,-,54,-,47.16,,Aurora Global Tr unt,,1.145,-6.5,1.15,1.18,1.145,1.145,-3.50,7.50,0.977
AUP,3.464,0.139,0.092,0.018,5.24,1.0,-,-,-,-,-,,Aurora Prop unt,,5.05,-5,5.10,5.20,5.10,5.05,0.89,5.40,4.35
ABW,26.912,0.319,0.036,0.009,1.13,1.1,-30.42,-,23,-,18.85,,Aurora SAE ord unt,,1.22,-2,1.225,1.23,1.225,1.22,0.26,7.35,0.867
AOD,173.559,3.588,6.202,0.046,1.05,1.0,-4.69,-,5.6,-,5.41,,Aurora Sandringham ,,1.035,0.5,1.025,1.035,1.035,1.025,2.36,1.12,1.005
AQF,0.55,0.276,-,0.035,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.72,,1.72,-,1.72,1.72,1.87,1.72,1.62
ASL,2562.62,31.617,21.783,0.487,1.60,1.3,20.62,9.8,11,1.87,5.42,f,Ausdrill Ltd,,2.03,-13,2.00,2.03,2.19,2.01,-4.15,2.34,0.82
AAX,3045.96,44.187,45.427,0.634,0.62,8.4,19,27.3,9.5,2.00,1.83,f,Ausenco Ltd,,5.18,8,5.15,5.18,5.27,4.96,3.44,5.95,2.82
AAC,5203.84,49.38,33.001,0.357,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.35,-8,1.35,1.355,1.43,1.335,-3.72,1.95,1.18
AAK,3967.5,40.619,43.23,0.021,0.02,0.3,0.32,1.9,-,-,-,,Aust China Hldgs,,0.006,0.1,0.005,0.007,0.006,0.005,21.87,0.016,0.002
AAKO,2000,23.675,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,0.001,0.002,0.001,0.001,1.87,0.005,0.001
AEU,221.881,7.447,13.076,0.072,1.29,0.4,9.4,5.6,1.75,5.37,3.30,,Aust Education unt,,0.53,,0.53,0.54,0.53,0.51,1.87,0.60,0.23
AYF,-,0.086,0.052,0.022,7.50,0.9,1,645.0,55,0.02,8.53,p,Aust Enhanced unt,,6.45,,6.32,6.45,6.45,6.45,1.87,6.53,5.00
AEF,0.975,0.011,0.005,0.026,8.11,3.3,139,19.1,182,0.76,6.87,f,Aust Ethical,,26.50,50,26.00,26.50,26.50,26.49,3.80,37.00,20.00
AFI,1414.43,23.479,20.552,5.144,4.80,1.1,8.93,58.2,21,0.43,4.04,f,Aust Foundation,,5.20,-1,5.20,5.21,5.22,5.15,1.68,5.41,4.14
AIX,7604.35,132.507,63.877,1.165,2.62,0.8,19.37,10.4,10,1.94,4.95,p,Aust Infra unt,,2.02,2,2.00,2.05,2.05,1.955,2.87,2.05,1.18
ALF,269.948,3.574,4.182,0.078,1.51,0.8,53.65,2.2,7,7.66,5.86,f,Aust Leaders,,1.195,-6.5,1.195,1.20,1.205,1.165,-3.29,1.265,0.76
ALFO,185.326,7.277,-,0.002,-,-,-,-,-,-,-,,  opt nov10,,0.031,-0.9,0.031,0.039,0.038,0.031,-20.63,0.10,0.031
API,2498.18,51.366,10.973,0.281,0.84,0.7,5.9,9.7,2,2.95,3.48,f,Aust Pharmaceutical,,0.575,-1,0.57,0.585,0.595,0.57,0.16,0.939,0.41
APK,129.466,3.539,0.957,0.045,-,-,-3.1,-,-,-,-,,Aust Power,,0.44,-3,0.44,0.45,0.45,0.41,-4.51,0.50,0.12
AUI,32.017,0.37,0.352,0.778,7.24,1.1,18.7,40.7,25,0.75,3.28,f,Aust United Invest,,7.62,-4,7.48,7.62,7.78,7.60,1.35,7.90,5.11
AVG,1019.04,10.242,4.402,0.031,0.98,0.2,11.2,2.1,-,-,-,,Aust Vintage Ltd,,0.24,-1,0.24,0.255,0.26,0.24,-2.13,0.49,0.125
ASB,457.761,15.098,11.637,0.453,1.30,1.9,4.35,55.4,6,0.72,2.49,,Austal Ltd,,2.41,-6,2.41,2.45,2.46,2.40,-0.56,3.12,2.18
AUN,13459.3,221.314,183.221,1.461,-0.31,-,4.7,24.7,-,-,-,,Austar United,,1.16,-3.5,1.155,1.16,1.185,1.15,-1.06,1.465,0.715
AUB,1002.41,3.754,5.99,0.266,0.92,5.6,32.49,15.8,21,1.55,4.10,f,Austbrokers Hldgs,,5.12,10,5.02,5.12,5.15,4.90,3.87,5.65,3.70
AEO,1046.88,28.784,6.495,0.638,-0.57,-,11.98,15.4,9.1,1.32,4.92,f,Austereo Grp Ltd,,1.85,-4,1.825,1.86,1.89,1.80,-0.24,1.925,1.15
ANG,526.075,10.359,5.104,0.226,0.52,6.3,26.32,12.4,8.5,3.10,2.61,f,Austin Engineer,,3.26,-19,3.26,3.29,3.43,3.24,-3.63,3.60,1.125
ACK,155.8,1.488,0.557,0.029,0.24,0.9,-6.58,-,-,-,-,,Austock Grp Ltd,,0.22,-3,0.22,0.235,0.24,0.22,-10.13,0.33,0.20
AYX,1.35,0.055,0.005,0.01,0.24,3.5,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.85,,0.85,1.00,0.85,0.85,1.87,1.25,0.75
ALZDA,2537.41,2.537,-,1.69,0.68,4.3,-13.4,-,-,-,-,,Australand Prop stp  d,,2.93,,2.92,2.98,3.05,2.55,-,3.05,2.55
AIY,53.889,0.657,-,0.004,0.03,1.7,0.05,100.0,-,-,-,,Authorised Invest,,0.05,,0.05,0.066,0.05,0.05,1.87,0.05,0.008
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,0.009,0.03,0.016,0.016,1.87,0.016,0.01
ATJ,176,11.111,0.648,0.008,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,-1,0.042,0.049,0.06,0.042,-14.79,0.151,0.028
ATJO,109.2,0.281,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.011,0.1,0.01,0.011,0.011,0.01,11.87,0.011,0.01
AIE,18.949,2.829,2.4,0.004,0.05,1.5,2.09,3.6,-,-,-,,Autodom Ltd,,0.075,0.4,0.077,0.094,0.075,0.071,7.51,0.11,0.02
AHE,1694.63,20.272,17.859,0.637,0.75,3.8,28.14,10.0,17,1.66,6.03,f,Automotive Hldgs,,2.82,10,2.80,2.82,2.87,2.69,5.55,2.87,1.15
AVX,7154.34,254.95,100.162,0.119,0.04,3.5,-4.17,-,-,-,-,,Avexa Ltd,,0.14,1,0.135,0.14,0.14,0.125,9.57,0.235,0.087
AVH,208.114,11.305,5.686,0.015,0.05,2.8,-3.66,-,-,-,-,,Avita Medical Ltd,,0.14,0.5,0.14,0.145,0.145,0.135,5.58,0.275,0.085
