ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4577.6 at 16:40 3/9/2010  Report at 19:06 Friday 3/9/2010. Processed 12:00 Sunday 5/9/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ADA,31.1,4.001,2.538,0.026,0.19,1.7,-3.5,-,-,-,-,,Adacel Tech,,0.315,1,0.315,0.335,0.315,0.30,-0.66,0.77,0.30,
AAU,411.654,6.066,3.794,0.012,0.08,2.4,-11.03,-,-,-,-,,Adcorp Aust,,0.195,2,0.195,0.205,0.20,0.175,7.49,0.305,0.145,
ABC,9802.39,398.355,551.922,2.083,1.16,2.8,23.6,13.9,15.5,1.52,4.73,f,Adelaide Brighton,,3.28,4,3.28,3.29,3.36,3.25,-2.71,3.435,2.293,
AYT,1097.41,9.572,19.919,0.143,1.63,0.9,2.11,72.0,15.35,0.14,10.10,,Adelaide Managed unt,,1.52,6,1.52,1.53,1.54,1.44,0.17,1.54,1.144,
ADQ,-,9.024,1.638,0.006,0.01,5.0,-1.09,-,-,-,-,,ADG Global Supply,,0.05,,0.06,0.071,0.05,0.05,-3.94,0.118,0.05,
ADQO,-,0.982,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.008,,0.001,0.009,0.008,0.008,-3.94,0.013,0.008,
ADL,343.957,64.808,7.884,0.001,-,-,-0.4,-,-,-,-,,Admerex Ltd,,0.003,,0.003,0.004,0.003,0.003,-3.94,0.016,0.002,
ADG,5.267,1.764,0.715,0.103,2.54,1.6,36.7,11.1,23,1.60,5.62,f,Adtrans Grp,,4.09,-2,4.09,4.15,4.09,4.09,-4.43,4.18,2.75,
ASC,4422.19,157.19,41.388,0.009,0.02,0.8,-0.19,-,-,-,-,,Adultshop Com,,0.015,0.1,0.015,0.018,0.018,0.014,3.20,0.019,0.005,
ASCO,-,27.646,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.005,,0.006,0.007,0.005,0.005,-3.94,0.008,0.002,
ABV,4602.22,38.805,77.988,0.015,-,-,-0.16,-,-,-,-,,Adv Braking Tech,,0.017,-0.1,0.016,0.017,0.02,0.016,-9.50,0.038,0.016,
AMT,-,0.665,0.278,0.017,0.22,2.1,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.47,,0.29,0.47,0.47,0.47,-3.94,0.64,0.33,
AES,-,4.178,0.575,0.022,0.01,4.9,-0.09,-,-,-,-,,Advanced Energy,,0.049,,-,-,0.049,0.049,-3.94,0.125,0.033,
ACE,-,11.077,14.053,0.007,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.033,,0.032,0.033,0.033,0.033,-3.94,0.093,0.031,
ANM,969.65,11.319,21.422,0.013,0.02,2.5,-2.64,-,-,-,-,,Advanced Magnesium,,0.049,-0.2,0.048,0.05,0.054,0.048,-7.86,0.07,0.03,
ASW,86.709,6.37,1.168,0.036,0.11,7.7,3.61,23.5,3.6,1.00,4.24,f,Advanced Share,,0.85,11,0.82,0.90,0.85,0.725,10.92,0.85,0.235,
AEI,345.074,5.064,3.161,0.017,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.175,5.5,0.16,0.175,0.175,0.12,41.89,0.175,0.055,
AVE,803.185,37.923,16.49,0.303,2.02,0.8,19.2,8.9,5,3.84,2.93,,Aevum Ltd,,1.705,0.5,1.68,1.71,1.705,1.66,-3.65,1.77,1.01,
AFT,20710.5,1024.66,296.129,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,-3.94,0.002,0.001,
AGK,8110.66,233.425,257.296,6.931,5.89,2.6,79.3,19.4,59,1.34,3.83,,AGL Energy Ltd,,15.40,22,15.31,15.45,15.48,15.02,-2.49,15.69,13.37,
AGJ,374.009,0.8,0.482,0.012,0.38,0.4,-2.28,-,2.02,-,14.43,,Agricultural Land unt,,0.14,1,0.13,0.14,0.14,0.13,3.75,0.175,0.121,
AHC,-,0.097,0.025,0.012,4.94,0.4,-0.31,-,-,-,-,,AHC Ltd,,2.04,,-,2.04,2.04,2.04,-3.94,2.45,2.00,
ENY,0.725,0.028,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,15.18,15,15.11,15.20,15.28,15.03,-2.94,16.50,13.95,
FIN,2.503,0.17,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.49,19,4.45,4.48,4.51,4.30,0.48,5.09,4.18,
FIX,33.645,0.124,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.15,20,5.13,5.17,5.15,5.05,0.10,5.98,4.83,
IDD,-,0.04,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.43,,3.62,3.65,3.43,3.43,-3.94,3.97,3.21,
RSR,45.015,0.678,-,0.001,-,-,-,-,-,-,-,,Aii200res etf unt,,5.16,23,5.15,5.19,5.19,4.99,0.72,5.65,4.60,
MAM,-,0.261,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.14,,4.36,4.39,4.14,4.14,-3.94,4.83,3.90,
AGI,172,4.968,7.518,0.039,0.01,14.0,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.14,-2,0.14,0.15,0.15,0.13,-16.44,0.22,0.08,
AIZ,62.672,18.134,14.143,1.088,1.15,0.9,6.17,16.4,5.17,1.19,5.12,,Air New Zealand,,1.01,0.5,1.01,1.03,1.03,1.00,-3.44,1.145,0.83,
AIG,-,-,0.181,-,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.065,,0.01,0.08,0.065,0.065,-3.94,0.11,0.065,
AJL,569.509,21.837,46.454,0.123,1.19,1.6,-11,-,5.5,-,2.93,,AJ Lucas Grp,,1.88,-15,1.85,1.88,2.00,1.82,-11.33,5.60,1.82,
ACL,791.687,33.762,54.886,0.094,0.07,7.0,-5,-,-,-,-,,Alchemia Ltd,,0.49,0.5,0.49,0.495,0.49,0.475,-2.91,0.81,0.345,
AAI,0.191,0.063,-,9.959,-,-,-14.02,-,11.4,-,0.99,,Alcoa Inc cdi,,11.50,-98,11.50,11.75,12.48,11.50,-11.79,47.10,11.50,
LEP,1527.4,24.49,18.189,0.308,2.10,1.0,-10.94,-,24,-,11.94,,ALE Prop Grp stp,,2.01,4,2.00,2.01,2.02,1.975,-1.91,2.43,1.95,
ALS,1102.07,70.634,79.461,0.27,0.60,4.8,-132.84,-,7,-,2.44,,Alesco Corp,,2.87,19,2.82,2.87,2.89,2.70,3.15,5.91,2.25,
AJX,367.991,30.543,-,0.012,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.16,-1,0.16,0.185,0.17,0.155,-9.82,0.205,0.01,
AEJ,2794.01,431.091,884.599,0.04,-1.13,-,-76.57,-,-,-,-,,Alinta Energy Grp stp,,0.049,-0.2,0.049,0.05,0.055,0.047,-7.86,0.105,0.041,
ABQ,1476.37,174.631,24.711,0.006,0.06,0.5,2.3,1.2,0.5,4.60,18.52,,Allied Brands Ltd,,0.027,-0.3,0.027,0.029,0.03,0.027,-13.94,0.195,0.024,
ABQO,-,5.151,0.045,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-3.94,0.005,0.001,
AEA,299.972,10.719,1.347,0.012,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.28,,0.27,0.28,0.30,0.27,-3.94,0.36,0.048,
AEAO,100,1.169,-,0.002,-,-,-,-,-,-,-,,  opt feb12,,0.13,-2,-,0.135,0.15,0.13,-17.27,0.16,0.06,
AIQ,286.294,21.087,7.972,0.144,1.53,0.7,-44.5,-,47,-,42.73,,Alternative Invest unt,,1.10,2,1.10,1.115,1.12,1.085,-2.09,1.15,0.91,
ALU,171.625,4.938,4.541,0.013,0.09,1.7,-6.97,-,-,-,-,,Altium Ltd,,0.15,-6.5,0.16,0.21,0.215,0.15,-34.17,0.365,0.15,
AMA,221.007,29.938,27.797,0.015,-0.09,-,7.75,0.7,-,-,-,,AMA Grp Ltd,,0.055,0.5,0.05,0.055,0.055,0.047,6.06,0.078,0.033,
AHD,83.18,28.478,6.682,0.92,4.57,1.3,66.4,8.8,37,1.79,6.32,f,Amalgamated Hldgs,,5.85,8,5.76,5.90,5.94,5.75,-2.55,6.24,4.561,
AMO,-,2.506,0.449,0.012,0.61,0.6,9.3,4.2,3.5,2.66,8.97,,Ambertech Ltd,,0.39,,0.35,0.39,0.39,0.39,-3.94,0.63,0.34,
AMB,10.5,1.741,2.055,0.019,0.15,1.9,-10.32,-,-,-,-,,Ambition Grp Ltd,,0.28,-1,0.29,0.30,0.29,0.28,-7.39,0.42,0.26,
AKS,0.68,0.003,-,0.057,-,-,-,-,-,-,-,,Amcbf One,,105.00,100,105.00,106.00,105.00,104.00,-2.98,105.00,100.00,
AKU,0.05,0.001,-,0.044,-,-,-,-,-,-,-,,Amcbf Thr,,105.00,100,104.00,105.00,105.00,105.00,-2.98,105.00,103.19,
AKT,0.452,0.002,-,0.036,-,-,-,-,-,-,-,,Amcbf Two,,100.00,-200,100.00,101.00,102.00,100.00,-5.90,102.69,100.00,
AMH,745.333,13.135,8.257,0.123,0.73,0.8,3.73,16.6,2,1.87,3.23,f,Amcil Ltd,,0.62,2,0.615,0.62,0.62,0.60,-0.61,0.72,0.595,
AMM,15846.8,192.708,130.716,0.229,0.16,2.0,2.73,11.7,1.4,1.95,4.38,f,Amcom Telecomm,,0.32,,0.315,0.32,0.32,0.305,-3.94,0.365,0.19,
AMC,27194.9,987.085,682.707,8.309,1.49,4.6,15.8,43.0,29.5,0.54,4.34,,Amcor Ltd,,6.80,13,6.78,6.81,7.00,6.68,-1.99,7.04,5.27,
AEC,2034.94,11.018,5.537,0.14,1.11,3.4,20.34,18.8,17.5,1.16,4.58,f,Ammtec Ltd,,3.82,32,3.82,3.85,3.84,3.45,5.20,3.84,2.11,
AGF,1111.74,48.052,43.137,0.283,0.93,0.9,-1.38,-,8.47,-,10.08,,AMP Capital China unt,,0.84,,0.845,0.86,0.87,0.83,-3.94,1.13,0.675,
AMP,51411.9,1310.55,1227.26,10.795,0.90,5.8,39.8,13.1,31,1.28,5.95,p,AMP Ltd,,5.21,26,5.20,5.21,5.21,5.00,1.31,6.97,4.85,
ANQ,6.418,7.087,13.648,0.025,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.14,-1,0.12,0.15,0.15,0.14,-10.61,0.295,0.14,
ANQOA,-,-,0.02,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,0.001,0.004,0.004,-78.94,0.004,0.001,
ALT,241.604,240.151,28.77,0.01,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.024,,0.024,0.027,0.024,0.024,-3.94,0.115,0.019,
ANN,4087.37,133.493,140.847,1.767,2.22,6.0,89.6,15.0,30.5,2.94,2.27,,Ansell Ltd,,13.43,31,13.15,13.45,13.58,12.99,-1.58,13.73,9.07,
ANO,150,13.727,11.37,0.008,0.04,0.9,1.46,2.4,-,-,-,,Antaria Ltd,,0.035,,0.035,0.045,0.04,0.035,-3.94,0.06,0.032,
ADO,5667.06,3232.61,50.241,0.026,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.049,-0.5,0.049,0.051,0.053,0.049,-13.20,0.105,0.006,
ADOO,362.339,426.54,-,0.005,-,-,-,-,-,-,-,,  opt sep10,,0.033,-0.6,0.033,0.036,0.039,0.032,-19.32,0.07,0.001,
ADOOA,-,1.58,-,0.001,-,-,-,-,-,-,-,,  opt feb11,,0.015,,0.015,0.03,0.015,0.015,-3.94,0.025,0.005,
ANP,2867.93,396.214,14.484,0.009,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.015,0.1,0.014,0.015,0.015,0.013,3.20,0.20,0.013,
ANZ,45441.5,1464.97,1697.2,59.609,9.99,2.3,144.8,16.1,108,1.34,4.64,f,ANZ Banking Grp,,23.29,85,23.29,23.30,23.55,22.58,-0.15,26.23,19.95,
APE,5.044,0.407,0.671,0.374,8.60,1.5,120,10.4,63,1.90,5.03,f,AP Eagers Ltd,,12.52,1,12.51,12.89,12.52,12.50,-3.86,13.55,8.93,
APP,-,3.219,1.388,0.001,-,-,0.1,18.0,-,-,-,,APA Financial,,0.018,,0.013,0.018,0.018,0.018,-3.94,0.022,0.009,
APA,8973.04,180.929,155.956,2.11,1.28,3.0,19.4,20.1,32.75,0.59,8.42,,APA Grp stp,,3.89,26,3.88,3.92,3.99,3.65,3.22,3.99,2.93,
AEZ,4833.39,131.187,284.905,0.016,0.16,0.2,-12.21,-,-,-,-,,APN European Retail stp,,0.029,-0.1,0.029,0.032,0.031,0.028,-7.27,0.115,0.024,
APN,10499.3,277.756,380.273,1.153,-0.75,-,16.7,11.5,9,1.86,4.68,,APN News & Media,,1.925,8.5,1.90,1.98,1.94,1.81,0.68,2.61,1.68,
APD,166,10.782,15.953,0.031,0.21,0.9,-17.88,-,1.25,-,6.58,,APN Prop Grp,,0.19,-2,0.20,0.22,0.22,0.19,-13.46,0.41,0.165,
AOP,3285,210.119,-,0.005,-,-,0.18,5.6,-,-,-,,Apollo Cons,,0.01,,0.01,0.011,0.01,0.009,-3.94,0.04,0.007,
AQL,28.646,9.516,4.781,0.004,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.145,-1.5,0.145,0.175,0.145,0.12,-13.32,0.352,0.12,
APB,1087.5,26.756,12.175,0.009,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.015,-0.3,0.014,0.015,0.017,0.015,-20.61,0.047,0.008,
ARP,273.048,16.247,7.98,0.487,1.39,4.8,46.28,14.5,19.5,2.37,2.90,f,ARB Corp,,6.72,17,6.71,6.78,6.85,6.54,-1.34,6.85,4.049,
AAD,5842.95,160.248,99.016,0.316,0.92,1.1,6.3,16.0,10.75,0.59,10.64,,Ardent Leisure stp,,1.01,8,1.00,1.015,1.02,0.925,4.66,1.845,0.92,
ARG,818.362,25.754,27.371,3.516,6.03,1.0,26,22.3,25,1.04,4.30,f,Argo Invest,,5.81,20,5.81,5.84,5.87,5.63,-0.38,7.05,5.51,
ASV,-,4.718,11.249,0.005,-0.06,-,-5.88,-,-,-,-,,Argus Solutions,,0.075,,0.075,0.095,0.075,0.075,-3.94,0.732,0.006,
ARA,15.1,7.903,3.554,0.058,0.33,0.9,2.75,10.4,1.5,1.83,5.26,,Ariadne Aust,,0.285,-1.5,0.29,0.30,0.285,0.285,-8.94,0.37,0.23,
ALL,12155.5,369.39,336.397,1.942,0.15,24.3,-15,-,3.5,-,0.96,,Aristocrat Leisure,,3.64,6,3.63,3.70,3.87,3.55,-2.26,5.75,3.34,
AEM,-,98.44,70.237,0.003,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.008,,0.008,0.01,0.008,0.008,-3.94,0.025,0.007,
AKW,-,12.376,6.431,0.004,0.25,0.3,21.65,0.4,-,-,-,,Arturus Capital,,0.08,,-,-,0.08,0.08,-3.94,0.30,0.042,
APH,258.999,14.855,11.55,0.066,0.08,3.3,4.4,6.0,-,-,-,,Ascent Pharmahealth,,0.265,-1.5,0.265,0.28,0.28,0.26,-9.30,0.345,0.15,
AIO,69103.5,2236.3,2988.67,5.033,0.08,21.5,-31.6,-,-,-,-,,Asciano Grp stp,,1.72,9,1.705,1.73,1.75,1.645,1.58,1.94,1.435,
AFA,317.563,19.1,4.423,0.037,0.02,6.0,-1.19,-,-,-,-,,ASF Grp Ltd,,0.12,0.5,0.11,0.13,0.13,0.11,0.41,0.43,0.085,
ASZ,4277.37,53.178,35.017,0.205,-,-,8.77,15.4,6.5,1.35,4.81,f,ASG Grp Ltd,,1.35,6.5,1.34,1.36,1.37,1.28,1.12,1.55,0.81,
AJJ,-,3.672,2.884,0.01,0.01,5.5,-0.25,-,0.5,-,9.09,,Asia Liver Trans,,0.055,,0.055,0.099,0.055,0.055,-3.94,0.19,0.055,
AJJO,-,-,0.75,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-3.94,0.001,0.001,
AUF,339.283,5.987,2.599,0.108,1.01,1.0,-1.19,-,1,-,0.97,,Asian Masters Fund,,1.03,-2,1.03,1.03,1.05,1.03,-5.85,1.06,0.98,
AKF,1.25,2.341,5.584,0.013,0.34,0.6,3.2,6.3,0.36,8.89,1.80,f,ASK Funding Ltd,,0.20,-1,0.20,0.205,0.21,0.20,-8.70,0.37,0.20,
APZ,2811.93,213.488,248.85,0.27,0.66,0.7,2.25,20.7,4.2,0.54,9.03,,Aspen Grp stp,,0.465,1,0.46,0.47,0.475,0.45,-1.74,0.575,0.42,
ASP,-,0.762,0.245,0.033,-0.03,-,0.88,15.9,-,-,-,,Aspermont Ltd,,0.14,2,0.10,0.13,0.12,0.12,12.73,0.20,0.10,
AIR,70.208,2.093,-,0.022,0.46,2.0,27.61,3.4,-,-,-,,Astivita Renewables,,0.94,-5,0.94,1.02,0.975,0.94,-8.99,1.165,0.75,
AKR,5.581,0.868,19.276,0.017,1.62,0.5,-1.87,-,-,-,-,,Astra Capital Ltd,,0.81,6,0.81,0.90,0.81,0.75,4.06,0.85,0.51,
AJA,5278.75,227.153,495.723,0.155,0.64,0.5,-22.02,-,7,-,22.95,,Astro Jap Prop stp,,0.305,1,0.305,0.31,0.31,0.28,-0.55,0.515,0.28,
ATR,15.676,1.296,1.491,0.117,-,-,1.8,100.0,-,-,-,,Astron Ltd,,1.80,-14,1.80,1.90,1.95,1.80,-11.16,2.70,1.625,
ASX,5543.18,143.517,140.845,5.096,3.49,8.4,190.4,15.4,173.1,1.10,5.90,f,ASX Ltd,,29.36,-120,29.34,29.40,30.00,29.11,-7.87,37.16,28.02,
ACG,66.324,12.872,13.651,0.012,0.04,2.9,-1.2,-,-,-,-,,Atcor Medical,,0.115,1,0.09,0.115,0.115,0.081,5.58,0.215,0.081,
ATI,-,824.605,743.253,-,0.01,-,-0.12,-,-,-,-,,Atlantic Ltd,,-,,-,-,0.04,0.04,-3.94,0.07,0.023,
ATIO,-,131.479,284.555,-,-,-,-,-,-,-,-,,  opt dec11,,-,,-,-,0.032,0.032,-3.94,0.058,0.013,
ATP,25,8.341,10.174,0.014,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.11,0.5,0.115,0.125,0.11,0.105,0.82,0.145,0.08,
ATW,258,2.168,0.709,0.002,0.02,0.6,-0.4,-,-,-,-,,Atos Wellness,,0.013,-0.7,0.013,0.019,0.02,0.013,-38.94,0.02,0.01,
AIA,104.702,37.468,40.316,2.097,1.19,1.3,1.95,82.1,6.68,0.29,4.17,,Auckland Airport,,1.60,2,1.59,1.60,1.60,1.58,-2.67,1.654,1.395,
AFV,0.5,0.021,-,0.014,-,-,-,-,-,-,-,,Aurora Funds Ltd,,1.60,,-,1.60,1.60,1.60,-3.94,2.00,1.56,
AIB,-,0.736,0.095,0.013,1.14,1.0,-5.76,-,23.5,-,20.43,,Aurora Global Tr unt,,1.15,,1.20,1.22,1.15,1.15,-3.94,7.50,0.977,
AUP,18.79,0.299,0.194,0.019,5.34,1.0,-,-,52,-,9.72,,Aurora Prop unt,,5.35,5,5.35,5.40,5.35,5.30,-3.00,5.40,4.50,
ABW,-,0.795,0.102,0.007,1.05,1.0,-30.42,-,9.5,-,8.92,,Aurora SAE ord unt,,1.065,,1.11,1.12,1.065,1.065,-3.94,7.35,1.00,
AOD,283.943,9.871,16.241,0.044,1.00,1.0,-4.69,-,6.2,-,6.26,p,Aurora Sandringham ,,0.99,0.5,0.99,1.00,1.00,0.985,-3.43,1.12,0.965,
AQF,41.25,0.456,-,0.041,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.60,,1.55,1.60,1.55,1.55,-3.94,1.72,1.55,
ASL,2890.89,80.742,66.163,0.483,1.78,1.1,23.71,8.0,11,2.16,5.79,f,Ausdrill Ltd,,1.90,8.5,1.90,1.925,1.98,1.77,0.74,2.34,1.455,
AAX,3640.51,164.156,134.923,0.299,0.50,4.9,-10.35,-,4.5,-,1.84,,Ausenco Ltd,,2.44,32,2.41,2.45,2.46,2.16,11.15,5.95,1.71,
AAC,673.251,123.923,182.324,0.418,-,-,-13.4,-,-,-,-,,Aust Agriculture,,1.58,-4,1.555,1.58,1.64,1.555,-6.41,1.69,1.22,
AAK,281.352,86.662,342.395,0.014,0.02,0.2,0.03,13.3,-,-,-,,Aust China Hldgs,,0.004,,0.003,0.004,0.004,0.004,-3.94,0.016,0.003,
AAKO,-,38.752,9.721,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-3.94,0.005,0.001,
AEU,215.401,17.504,27.233,0.088,1.36,0.5,2.69,24.2,0.67,4.01,1.03,,Aust Education unt,,0.65,-3,0.65,0.66,0.69,0.65,-8.35,0.69,0.31,
AYF,1.815,0.24,0.16,0.021,6.44,1.0,150,4.2,50,3.00,7.95,p,Aust Enhanced unt,,6.29,5,6.25,6.40,6.29,6.24,-3.14,6.55,5.90,
AEF,12.418,0.057,0.017,0.023,8.11,2.9,139,16.9,200,0.69,8.51,f,Aust Ethical,,23.50,450,23.50,25.40,23.50,19.00,19.74,37.00,19.00,
AFI,1418.14,49.572,48.356,4.802,4.70,1.0,18.6,25.5,21,0.89,4.43,f,Aust Foundation,,4.74,14,4.72,4.74,4.74,4.60,-0.90,5.41,4.52,
AIX,8631.99,295.562,272.298,1.195,2.61,0.7,33.22,5.8,10,3.32,5.19,p,Aust Infra unt,,1.925,12.5,1.89,1.925,1.93,1.815,3.00,2.09,1.50,
ALF,121.7,6.375,9.915,0.069,1.33,0.8,19.35,5.5,8,2.42,7.58,f,Aust Leaders,,1.055,,1.06,1.11,1.095,1.055,-3.94,1.222,1.015,
ALFO,441.139,24.244,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.005,-0.9,0.005,0.008,0.014,0.005,-68.23,0.10,0.001,
API,883.026,102.628,25.681,0.215,0.79,0.6,6.1,7.2,3,2.03,6.82,f,Aust Pharmaceutical,,0.44,1.5,0.425,0.44,0.44,0.415,-0.41,0.939,0.365,
APK,110.671,6.226,5.531,0.049,-0.15,-,-3.1,-,-,-,-,,Aust Power,,0.48,3,0.48,0.495,0.48,0.455,2.73,0.50,0.265,
AUI,49.031,0.958,0.803,0.658,6.68,1.0,27.7,23.2,25.5,1.09,3.96,f,Aust United Invest,,6.44,4,6.35,6.56,6.56,6.37,-3.32,7.90,6.37,
AVG,665.899,18.094,42.23,0.049,0.96,0.4,7.1,5.4,-,-,-,,Aust Vintage Ltd,,0.38,4,0.36,0.385,0.40,0.34,7.82,0.40,0.195,
ASB,689.246,26.391,31.626,0.418,1.41,1.6,20.3,10.9,6,3.38,2.70,f,Austal Ltd,,2.22,-6,2.20,2.25,2.30,2.20,-6.57,3.07,1.935,
AUN,18557.6,446.165,401.285,1.103,-0.28,-,3.5,25.0,-,-,-,,Austar United,,0.875,-6.5,0.875,0.90,0.955,0.865,-10.86,1.465,0.84,
AUB,427.81,6.581,13.909,0.264,1.23,4.1,35.3,14.2,22.5,1.57,4.50,f,Austbrokers Hldgs,,5.00,-9,4.85,5.00,5.09,4.72,-5.71,5.65,4.54,
AEO,1114.14,64.927,34.882,0.569,-0.01,-,13.66,12.1,9.7,1.41,5.88,f,Austereo Grp Ltd,,1.65,5,1.63,1.70,1.70,1.56,-0.82,1.925,1.315,
ANG,667.256,23.344,17.622,0.271,0.65,5.9,28.25,13.6,9.5,2.97,2.47,f,Austin Engineer,,3.85,27,3.83,3.90,3.85,3.54,3.60,3.85,1.98,
ACK,51.038,4.464,3.697,0.019,0.24,0.6,-6.58,-,-,-,-,,Austock Grp Ltd,,0.14,-1,0.105,0.14,0.14,0.14,-10.61,0.33,0.135,
AYX,-,0.071,0.012,0.012,0.24,4.0,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.95,,-,1.20,0.95,0.95,-3.94,1.25,0.75,
ALZ,4748.12,356.806,736.607,1.65,3.44,0.8,14.9,19.2,12,1.24,4.20,,Australand Prop stp,,2.86,17,2.75,2.87,2.98,2.71,2.38,3.05,2.20,
AIY,-,1.345,1.471,0.002,0.03,1.0,0.05,60.0,-,-,-,,Authorised Invest,,0.03,,0.009,0.03,0.03,0.03,-3.94,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,-,0.016,0.016,-3.94,0.016,0.01,
ATJ,378,17.136,2.42,0.008,0.02,2.2,-4.29,-,-,-,-,,Auto Tech Ltd,,0.044,-0.1,0.044,0.049,0.05,0.044,-6.16,0.07,0.04,
ATJO,-,1.999,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.003,,0.003,0.01,0.003,0.003,-3.94,0.011,0.003,
