ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4479.0 at 16:37 28/5/2010  Report at 19:07 Friday 28/5/2010. Processed 15:13 Sunday 30/5/2010.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
AEI,58.424,1.975,0.742,0.006,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.061,-1.4,0.061,0.074,0.075,0.061,-22.21,0.185,0.061,
AVE,208.019,20.165,9.739,0.194,2.07,0.5,4.2,26.1,4,1.05,3.65,,Aevum Ltd,,1.095,2,1.09,1.12,1.18,1.09,-1.68,1.67,0.795,
AFT,17260.9,852.064,225.735,0.006,-,-,-0.01,-,-,-,-,,AFT Corp,,0.001,,0.001,0.002,0.001,0.001,-3.54,0.002,0.001,
AGK,10684.9,141.795,135.479,6.081,6.21,2.2,27,50.0,57,0.47,4.22,f,AGL Energy Ltd,,13.51,-64,13.51,13.75,14.36,13.51,-8.07,15.69,13.07,
AGJ,-,0.254,0.209,0.013,0.38,0.4,-2.28,-,2.12,-,14.13,,Agricultural Land unt,,0.15,,0.15,0.165,0.15,0.15,-3.54,0.19,0.13,
AHC,-,0.083,0.01,0.011,4.89,0.4,14.09,14.2,-,-,-,,AHC Ltd,,2.00,,-,2.25,2.00,2.00,-3.54,2.45,1.295,
ENY,0.1,0.005,-,0.001,-,-,-,-,-,-,-,,Aii200energy etf unt,,14.36,-81,14.49,14.61,15.17,14.36,-8.88,16.50,14.36,
FIN,-,0.034,-,-,-,-,-,-,-,-,-,,Aii200financials etf unt,,4.32,,4.47,4.51,4.32,4.32,-3.54,5.09,4.32,
FIX,6.784,0.01,-,0.001,-,-,-,-,-,-,-,,Aii200finxareit etf unt,,5.08,-1,5.20,5.24,5.19,5.08,-3.74,5.98,5.08,
IDD,7.15,0.014,-,-,-,-,-,-,-,-,-,,Aii200industrials etf unt,,3.48,-30,3.43,3.46,3.48,3.48,-11.48,3.97,3.48,
RSR,0.46,0.08,-,-,-,-,-,-,-,-,-,,Aii200res etf unt,,4.84,24,4.84,4.96,4.84,4.60,1.68,5.65,4.60,
MAM,10,0.077,-,-,-,-,-,-,-,-,-,,Aii300metals&Min etf unt,,4.18,28,4.14,4.17,4.18,3.90,3.64,4.83,3.90,
AGI,137.56,2.987,3.141,0.028,0.01,10.0,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.10,-0.5,0.10,0.12,0.105,0.10,-8.30,0.22,0.065,
AIZ,133.234,10.276,7.809,1.023,1.12,0.8,3.9,24.4,5.17,0.75,5.44,,Air New Zealand,,0.95,-4.5,0.91,0.98,1.00,0.95,-8.06,1.145,0.67,
AIG,-,-,0.18,0.001,-0.11,-,-8.38,-,-,-,-,,Aircruising Aust,,0.11,,0.005,-,0.11,0.11,-3.54,0.11,0.10,
AJL,708.807,17.679,29.172,0.154,1.32,1.8,16,14.7,5.5,2.91,2.33,,AJ Lucas Grp,,2.36,8,2.35,2.36,2.40,2.10,-0.03,5.60,2.00,
ACL,661.579,19.937,38.81,0.105,0.09,6.1,-4.6,-,-,-,-,,Alchemia Ltd,,0.55,,0.53,0.55,0.57,0.525,-3.54,0.81,0.299,
AAI,1.126,0.034,-,15.155,-,-,-137.14,-,11.61,-,0.66,,Alcoa Inc cdi,,17.50,250,15.00,18.50,17.50,17.50,13.12,47.10,14.50,
LEP,478.837,18.356,7.004,0.336,2.39,0.9,95.98,2.3,27,3.55,12.33,,ALE Prop Grp stp,,2.19,5,2.16,2.19,2.19,2.10,-1.21,2.43,1.871,
ALS,2561.77,44.126,57.359,0.241,0.65,3.9,-17.36,-,14,-,5.47,f,Alesco Corp,,2.56,2,2.50,2.56,2.58,2.45,-2.75,5.91,2.37,
AJX,140.128,22.208,-,0.009,-,-,-0.13,-,-,-,-,,Alexium Int Grp,,0.125,-1.5,0.13,0.14,0.14,0.12,-14.26,0.205,0.01,
AEJ,4334.69,330.401,544.485,0.043,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.053,0.3,0.053,0.055,0.055,0.049,2.46,0.125,0.045,
ABQ,3111.16,46.581,6.422,0.017,0.06,1.4,2.3,3.7,0.5,4.60,5.88,,Allied Brands Ltd,,0.085,0.9,0.084,0.085,0.085,0.075,8.30,0.245,0.071,
ABQO,-,4.651,0.017,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-3.54,0.005,0.001,
AEA,19.488,7.678,0.122,0.012,-,-,-3,-,-,-,-,,Altera Res Ltd,,0.29,6,0.26,0.29,0.29,0.23,22.54,0.36,0.037,
AEAO,59.112,0.942,-,0.002,-,-,-,-,-,-,-,,  opt jan12,,0.16,6.5,0.07,0.16,0.16,0.095,64.88,0.16,0.06,
AIQ,69.18,19.317,2.487,0.133,1.44,0.7,-44.5,-,47,-,46.08,,Alternative Invest unt,,1.02,0.5,1.02,1.06,1.02,1.00,-3.05,1.45,0.91,
ALU,125.211,2.734,0.648,0.021,0.09,2.7,-6.97,-,2,-,8.33,,Altium Ltd,,0.24,1,0.24,0.265,0.25,0.20,0.81,0.405,0.20,
AMA,618.957,12.581,18.066,0.016,-0.09,-,7.75,0.7,-,-,-,,AMA Grp Ltd,,0.058,1.3,0.05,0.059,0.058,0.045,25.35,0.078,0.019,
AHD,195.375,22.463,4.166,0.926,4.65,1.3,68.5,8.6,35,1.96,5.94,f,Amalgamated Hldgs,,5.89,35,5.80,5.95,5.89,5.40,2.78,6.24,3.73,
AMO,58.5,1.859,0.289,0.015,0.61,0.8,9.3,5.1,5.5,1.69,11.58,f,Ambertech Ltd,,0.475,3.5,0.39,0.475,0.485,0.45,4.41,0.63,0.385,
AMB,1.845,1.322,1.154,0.025,0.14,2.6,-13.07,-,-,-,-,,Ambition Grp Ltd,,0.37,3,0.20,0.36,0.37,0.37,5.28,0.42,0.165,
AMH,458.453,7.312,2.838,0.124,0.77,0.8,-1.14,-,2,-,3.15,,Amcil Ltd,,0.635,-0.5,0.63,0.64,0.675,0.61,-4.32,0.72,0.53,
AMM,7038.19,141.055,90.332,0.237,0.18,1.8,2.78,11.9,0.9,3.09,2.73,f,Amcom Telecomm,,0.33,1.5,0.325,0.33,0.33,0.315,1.22,0.355,0.14,
AMC,47390,646.086,315.901,7.523,2.25,2.7,20.9,29.5,29.5,0.71,4.79,,Amcor Ltd,,6.16,14,6.16,6.17,6.17,5.79,-1.22,6.76,4.276,
AEC,614.811,4.888,2.655,0.122,1.05,3.2,19.39,17.2,16.5,1.18,4.95,f,Ammtec Ltd,,3.33,13,3.31,3.33,3.36,3.19,0.52,3.36,1.83,
AGF,834.394,24.952,24.206,0.251,1.14,0.7,10.02,7.4,8.47,1.18,11.37,,AMP Capital China unt,,0.745,3.5,0.745,0.755,0.755,0.695,1.39,1.265,0.675,
AMP,48125.6,776.42,673.29,11.706,0.80,7.1,37.1,15.2,30,1.24,5.31,p,AMP Ltd,,5.65,21,5.60,5.66,5.68,5.31,0.32,6.97,4.55,
ANQ,150.431,5.556,9.141,0.031,-,-,-5.5,-,-,-,-,,Anaeco Ltd,,0.185,-1.5,0.175,0.185,0.20,0.185,-11.04,0.35,0.175,
ANQOA,-,-,0.019,-,-,-,-,-,-,-,-,,  opt may12,,0.001,-0.3,-,-,0.004,0.004,-78.54,0.004,0.001,
ALT,1001.9,228.081,16.867,0.014,-,-,-0.24,-,-,-,-,,Analytica Ltd,,0.035,0.5,0.031,0.039,0.04,0.035,13.12,0.115,0.019,
ANN,5558.14,87.066,85.108,1.646,1.92,6.5,81.7,15.3,29,2.82,2.32,,Ansell Ltd,,12.51,26,12.30,12.51,12.62,12.00,-1.42,13.48,8.16,
ANO,53.05,11.297,1.495,0.008,0.04,0.9,1.46,2.4,-,-,-,,Antaria Ltd,,0.035,-1,0.035,0.04,0.038,0.035,-25.76,0.065,0.029,
ADO,20331.7,3018.38,32.206,0.024,-,-,-0.8,-,-,-,-,,Anteo Diagnostics,,0.047,,0.046,0.048,0.05,0.042,-3.54,0.105,0.005,
ADOO,920,407.185,-,0.005,-,-,-,-,-,-,-,,  opt sep10,,0.034,0.3,0.034,0.035,0.034,0.031,6.14,0.07,0.001,
ADOOA,-,1.519,-,-,-,-,-,-,-,-,-,,  opt feb11,,0.005,,0.005,-,0.005,0.005,-3.54,0.025,0.005,
ANP,1456,326.224,8.079,0.009,-,-,-0.55,-,-,-,-,,Antisense Therapeutic,,0.015,-0.1,0.015,0.016,0.016,0.015,-9.79,0.20,0.015,
ANZ,64510.7,928.177,851.027,57.059,9.99,2.3,144.8,15.6,108,1.34,4.80,f,ANZ Banking Grp,,22.52,152,22.50,22.58,22.69,21.20,3.70,26.23,15.67,
APE,17.752,0.217,0.271,0.373,8.81,1.4,121.6,10.3,62,1.96,4.96,f,AP Eagers Ltd,,12.50,,12.51,12.60,12.60,12.50,-3.54,13.55,7.00,
APP,-,3.043,0.337,-,-,-,0.1,12.0,-,-,-,,APA Financial,,0.012,,0.012,0.018,0.012,0.012,-3.54,0.023,0.009,
APA,5209.26,103.799,80.208,1.904,-,-,25,14.0,31.75,0.79,9.05,,APA Grp stp,,3.51,5,3.48,3.51,3.56,3.40,-2.10,3.79,2.60,
AEZ,2591.57,69.726,155.58,0.017,0.24,0.1,-11.22,-,-,-,-,,APN European Retail stp,,0.031,-0.2,0.031,0.032,0.033,0.03,-9.60,0.115,0.03,
APN,12193.5,142.698,166.429,1.317,-0.78,-,16.7,13.2,4,4.17,1.82,f,APN News & Media,,2.20,-5,2.08,2.21,2.27,2.07,-5.76,2.61,1.27,
APD,240.1,5.013,11.425,0.031,0.21,1.0,-17.88,-,1.25,-,5.68,f,APN Prop Grp,,0.22,2,0.22,0.23,0.22,0.20,6.46,0.41,0.15,
AOP,434.265,92.357,-,0.004,-,-,0.18,4.4,-,-,-,,Apollo Cons,,0.008,,0.007,0.008,0.008,0.008,-3.54,0.04,0.007,
AQL,-,9.035,2.628,0.003,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.01,,0.007,0.01,0.01,0.01,-3.54,0.018,0.008,
APB,910,12.707,4.511,0.005,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.01,-0.2,0.009,0.01,0.012,0.01,-20.21,0.058,0.01,
ARP,461.647,11.048,4.659,0.42,1.22,4.8,40.44,14.3,17.5,2.31,3.02,f,ARB Corp,,5.80,-9,5.77,5.80,6.00,5.58,-5.07,6.19,3.176,
AAD,6171.16,87.759,42.536,0.329,1.10,1.0,2.73,39.0,14.3,0.19,13.43,,Ardent Leisure stp,,1.065,-1.5,1.04,1.065,1.09,1.00,-4.93,1.845,1.00,
ARG,794.849,16.228,15.006,3.619,6.54,0.9,-11.1,-,25,-,4.18,f,Argo Invest,,5.98,-1,5.98,5.99,6.15,5.71,-3.71,7.05,5.61,
ASV,74.269,2.404,1.252,0.006,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.089,-0.1,0.089,0.09,0.10,0.089,-4.65,0.878,0.006,
ARA,295.101,6.766,1.668,0.047,0.32,0.7,-2.46,-,1,-,4.35,,Ariadne Aust,,0.23,-1,0.23,0.24,0.25,0.23,-7.71,0.37,0.215,
ALL,12754,216.695,172.682,2.155,0.07,57.7,-31.3,-,4.5,-,1.11,,Aristocrat Leisure,,4.04,-4,3.98,4.05,4.11,3.92,-4.52,5.75,3.37,
AEM,1115,89.059,47.918,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.01,,0.009,0.012,0.01,0.01,-3.54,0.025,0.009,
AKW,620.248,6.711,6.431,0.006,0.25,0.6,21.65,0.7,-,-,-,,Arturus Capital,,0.15,4,0.13,0.15,0.185,0.10,32.82,0.30,0.10,
APH,145.634,10.977,7.791,0.071,0.06,4.8,3.7,7.7,-,-,-,,Ascent Pharmahealth,,0.285,,0.27,0.285,0.31,0.285,-3.54,0.345,0.12,
AIO,106281,1447.83,805.04,4.682,0.10,16.0,-41.9,-,-,-,-,,Asciano Grp stp,,1.60,5,1.59,1.605,1.66,1.51,-0.32,1.94,1.061,
AFA,32.5,15.483,1.705,0.034,0.02,5.5,-1.19,-,-,-,-,,ASF Grp Ltd,,0.11,-0.5,0.105,0.12,0.115,0.11,-7.89,0.43,0.065,
ASZ,1361.31,33.718,15.998,0.186,0.06,21.2,9.43,13.5,6,1.57,4.72,f,ASG Grp Ltd,,1.27,1.5,1.265,1.275,1.35,1.215,-2.35,1.48,0.555,
AJJ,100,3.397,0.913,0.019,0.01,10.0,-0.25,-,0.5,-,5.00,,Asia Liver Trans,,0.10,-0.5,0.015,0.10,0.105,0.10,-8.30,0.267,0.007,
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-3.54,0.002,0.001,
AUF,248.665,3.66,0.772,0.106,0.99,1.1,-1.19,-,1,-,0.96,f,Asian Masters Fund,,1.04,,0.98,1.04,1.04,1.02,-3.54,1.06,0.92,
AKF,999.961,1.551,1.694,0.016,0.34,0.7,3.2,7.8,1.3,2.46,5.20,,ASK Funding Ltd,,0.25,-0.5,0.21,0.26,0.255,0.25,-5.50,0.37,0.17,
APZ,4309.17,151.818,103.86,0.278,0.68,0.7,-3.37,-,4.19,-,8.73,,Aspen Grp stp,,0.48,2,0.48,0.485,0.49,0.455,0.81,0.575,0.27,
ASP,-,0.631,0.082,0.024,-0.03,-,0.88,11.4,-,-,-,,Aspermont Ltd,,0.10,,0.11,0.145,0.10,0.10,-3.54,0.256,0.10,
AIR,83.545,1.521,-,0.023,0.38,2.6,8.23,11.8,-,-,-,,Astivita Renewables,,0.975,7.5,0.90,0.97,0.975,0.89,4.79,1.15,0.75,
AKR,13.024,0.699,18.605,0.012,1.62,0.3,-1.87,-,-,-,-,,Astra Capital Ltd,,0.55,,0.51,0.66,0.55,0.55,-3.54,0.80,0.55,
AJA,6518.66,152.416,246.344,0.18,0.76,0.5,-36.49,-,8.5,-,23.94,,Astro Jap Prop stp,,0.355,,0.355,0.365,0.375,0.35,-3.54,0.515,0.32,
ATR,115.199,1.053,0.946,0.122,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.87,8,1.87,1.93,1.95,1.79,0.93,2.70,1.61,
ASX,6028.79,88.008,75.159,5.403,3.19,9.8,180.6,17.2,163.6,1.10,5.26,f,ASX Ltd,,31.13,-37,31.04,31.15,31.70,30.72,-4.72,37.90,30.70,
ACG,2606.61,5.323,9.522,0.014,0.04,3.5,-3.06,-,-,-,-,,Atcor Medical,,0.14,1,0.135,0.14,0.14,0.13,4.15,0.22,0.115,
ATI,22985.5,654.269,238.828,0.055,0.01,4.3,-0.12,-,-,-,-,,Atlantic Ltd,,0.043,0.1,0.042,0.044,0.046,0.038,-1.16,0.07,0.01,
ATIO,1582,121.157,33.141,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.034,0.4,0.034,0.04,0.035,0.03,9.79,0.058,0.003,
ATP,99,5.161,3.812,0.013,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.10,,0.10,0.12,0.10,0.10,-3.54,0.145,0.085,
AIA,2896.44,29.816,25.802,1.985,1.22,1.2,5.63,26.9,6.68,0.84,4.41,,Auckland Airport,,1.515,-2,1.50,1.515,1.535,1.485,-4.85,1.654,1.171,
AIB,3.083,0.388,0.045,0.014,1.19,1.0,-5.76,-,54,-,46.96,,Aurora Global Tr unt,,1.15,10,1.10,1.21,1.15,1.15,5.98,7.50,0.977,
AUP,0.4,0.185,0.124,0.018,5.25,0.9,-,-,-,-,-,,Aurora Prop unt,,4.95,,4.96,4.99,4.95,4.95,-3.54,5.40,4.35,
ABW,0.064,0.434,0.045,0.008,1.22,0.9,-30.42,-,23,-,21.20,,Aurora SAE ord unt,,1.085,1.5,1.11,1.12,1.085,1.07,-2.14,7.35,0.867,
AOD,397.031,4.985,7.85,0.044,1.03,1.0,-4.69,-,5.6,-,5.60,f,Aurora Sandringham ,,1.00,1,1.00,1.01,1.00,0.995,-2.53,1.12,0.99,
AQF,-,0.283,-,0.035,-,-,-,-,-,-,-,f,AUS Gov Index Fund,,1.72,1,1.53,-,1.71,1.71,-2.96,1.72,1.62,
ASL,5993.2,50.243,36.999,0.476,1.60,1.2,20.62,9.1,11,1.87,5.88,f,Ausdrill Ltd,,1.87,25,1.87,1.88,1.87,1.615,11.89,2.34,0.855,
AAX,13398.4,76.519,60.234,0.286,0.62,3.8,19,12.3,9.5,2.00,4.06,f,Ausenco Ltd,,2.34,-102,2.34,2.35,3.50,2.34,-33.90,5.95,2.34,
AAC,5458.74,76.812,108.57,0.379,2.42,0.6,-20.3,-,-,-,-,,Aust Agriculture,,1.435,-7.5,1.425,1.445,1.54,1.38,-8.51,1.61,1.18,
AAK,2225,54.912,79.121,0.017,0.02,0.3,0.32,1.6,-,-,-,,Aust China Hldgs,,0.005,,0.004,0.005,0.005,0.004,-3.54,0.016,0.002,
AAKO,-,24.175,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,-3.54,0.005,0.001,
AEU,785.316,10.235,17.044,0.067,1.29,0.4,9.4,5.3,1.75,5.37,3.50,,Aust Education unt,,0.50,1,0.485,0.51,0.545,0.49,-1.50,0.60,0.23,
AYF,0.16,0.131,0.067,0.021,6.60,0.9,1,620.0,55,0.02,8.87,p,Aust Enhanced unt,,6.20,,6.23,6.39,6.20,6.20,-3.54,6.53,5.22,
AEF,-,0.016,0.008,0.024,8.11,3.0,139,17.6,182,0.76,7.43,f,Aust Ethical,,24.50,,20.01,24.50,24.50,24.50,-3.54,37.00,20.00,
AFI,1582.77,32.57,27.06,4.837,5.08,1.0,8.93,54.8,21,0.43,4.29,f,Aust Foundation,,4.89,24,4.82,4.89,4.93,4.73,1.62,5.41,4.26,
AIX,9482.02,185.078,91.188,1.049,2.62,0.6,19.37,8.7,10,1.94,5.92,p,Aust Infra unt,,1.69,1,1.675,1.695,1.75,1.61,-2.95,2.09,1.18,
ALF,166.151,4.536,5.608,0.073,1.45,0.8,53.65,2.1,7,7.66,6.25,f,Aust Leaders,,1.12,,1.12,1.15,1.125,1.095,-3.54,1.265,0.95,
ALFO,154.942,9.438,-,-,-,-,-,-,-,-,-,,  opt nov10,,0.01,0.3,0.01,0.015,0.01,0.007,39.31,0.10,0.007,
API,3749.37,74.63,14.303,0.227,0.79,0.6,6.1,7.6,3,2.03,6.45,f,Aust Pharmaceutical,,0.465,-1,0.455,0.465,0.495,0.45,-5.65,0.939,0.44,
APK,116.1,4.27,1.857,0.039,-,-,-3.1,-,-,-,-,,Aust Power,,0.38,-3,0.34,0.38,0.41,0.38,-10.86,0.50,0.125,
AUI,47.944,0.53,0.479,0.664,7.49,0.9,18.7,34.8,25,0.75,3.85,f,Aust United Invest,,6.50,-18,6.50,6.65,6.75,6.46,-6.24,7.90,5.50,
AVG,379.675,12.228,5.291,0.029,0.98,0.2,11.2,2.0,-,-,-,,Aust Vintage Ltd,,0.225,-1.5,0.22,0.24,0.24,0.22,-9.79,0.49,0.125,
ASB,917.662,19.26,20.163,0.401,1.30,1.6,4.35,49.0,6,0.72,2.82,,Austal Ltd,,2.13,-1,2.08,2.13,2.25,1.97,-4.01,3.12,1.935,
AUN,12495.6,301.818,241.353,1.241,-0.31,-,4.7,21.0,-,-,-,,Austar United,,0.985,-6,0.955,0.995,1.085,0.955,-9.28,1.465,0.72,
AUB,192.645,4.446,8.889,0.256,0.92,5.3,32.49,15.0,21,1.55,4.31,f,Austbrokers Hldgs,,4.87,6,4.79,4.87,4.87,4.77,-2.29,5.65,3.83,
AEO,656.223,36.271,14.325,0.555,-0.57,-,11.98,13.4,9.1,1.32,5.65,f,Austereo Grp Ltd,,1.61,0.5,1.61,1.68,1.68,1.54,-3.23,1.925,1.27,
ANG,1177.15,15.268,6.456,0.225,0.52,6.3,26.32,12.3,8.5,3.10,2.62,f,Austin Engineer,,3.25,40,3.20,3.27,3.30,2.88,10.49,3.60,1.45,
ACK,251.7,2.46,1.593,0.027,0.24,0.8,-6.58,-,-,-,-,,Austock Grp Ltd,,0.20,,0.20,0.22,0.20,0.195,-3.54,0.33,0.195,
AYX,-,0.06,0.005,0.009,0.24,3.1,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.75,,-,0.75,0.75,0.75,-3.54,1.25,0.75,
ALZ,5205.22,311.352,267.095,1.413,0.68,3.6,-13.4,-,5,-,2.04,,Australand Prop stp,,2.45,-2,2.42,2.46,2.50,2.39,-4.35,3.05,1.835,
AIY,-,0.831,0.017,0.004,0.03,1.8,0.05,110.0,-,-,-,,Authorised Invest,,0.055,,0.041,0.07,0.055,0.055,-3.54,0.055,0.008,
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.022,0.016,0.016,-3.54,0.016,0.01,
ATJ,704.913,12.768,1.22,0.009,0.02,2.7,-4.29,-,-,-,-,,Auto Tech Ltd,,0.054,-0.1,0.05,0.055,0.056,0.05,-5.36,0.092,0.028,
ATJO,200,0.497,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,,0.004,-,0.01,0.01,-3.54,0.011,0.01,
AIE,100,3.138,3.509,0.003,0.05,1.1,2.09,2.6,-,-,-,,Autodom Ltd,,0.055,-0.9,0.033,0.075,0.064,0.055,-17.60,0.11,0.02,
AHE,2030.23,28.055,20.516,0.519,0.75,3.1,28.14,8.2,17,1.66,7.39,f,Automotive Hldgs,,2.30,10,2.30,2.32,2.38,2.14,1.00,2.88,1.25,
AVX,47694.2,657.682,197.052,0.026,0.04,0.8,-4.17,-,-,-,-,,Avexa Ltd,,0.031,0.2,0.03,0.031,0.038,0.029,3.35,0.235,0.024,
AVH,791.047,14.706,9.103,0.012,0.05,2.3,-3.66,-,-,-,-,,Avita Medical Ltd,,0.115,-1,0.11,0.115,0.12,0.11,-11.54,0.275,0.092,
