ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4651.4 at 16:47 11/12/2009  Report at 19:06 Friday 11/12/2009. Processed 19:07 Sunday 13/12/2009.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
AGJ,-,1.322,0.283,0.014,0.38,0.4,-3.63,-,2.42,-,14.67,,Agricultural Land unt,,0.165,,0.155,0.165,0.165,0.165,1.48,0.28,0.13
AHC,-,0.205,0.041,0.013,3.31,0.7,17.79,12.6,5,3.56,2.22,,AHC Ltd,,2.25,,2.25,2.45,2.25,2.25,1.48,2.45,1.295
AGI,216.875,11.079,40.098,0.056,0.02,10.0,-4.45,-,-,-,-,,Ainsworth Game Tech,,0.20,0.5,0.195,0.20,0.20,0.19,4.04,0.22,0.05
AIZ,8.512,15.307,51.831,1.031,1.18,0.8,1.61,59.6,5.22,0.31,5.44,,Air New Zealand fpo nz,,0.96,1.5,0.955,0.98,0.96,0.87,3.07,1.12,0.55
AIG,-,0.187,0.051,0.001,-0.07,-,-5.34,-,-,-,-,,Aircruising Aust,,0.11,,-,-,0.11,0.11,1.48,0.12,0.098
AJL,1122.18,64.169,49.913,0.26,2.11,1.9,249.7,1.6,10.5,23.78,2.63,f,AJ Lucas Grp,,4.00,-13,3.95,4.05,4.24,3.91,-1.67,5.60,2.03
ACL,862.668,71.047,43.395,0.1,0.03,20.7,-5.2,-,-,-,-,,Alchemia Ltd,*,0.62,-13,0.62,0.65,0.76,0.615,-15.85,0.76,0.096
ACLR,1582.65,1.646,-,0.003,-,-,-,-,-,-,-,,  rts 16dec,,0.09,-9,0.09,0.10,0.20,0.085,-48.52,0.20,0.06
AAI,0.31,0.002,-,38.876,-,-,-251.67,-,31.58,-,0.70,,Alcoa Inc cdi,,44.89,4,-,44.90,44.89,44.85,1.57,47.10,44.00
LEP,410.255,35.583,25.814,0.356,3.08,0.8,31.51,7.5,30,1.05,12.77,,ALE Prop Grp stpld,,2.35,9,2.31,2.35,2.35,2.26,5.46,2.36,1.416
ALS,3270.7,105.524,76.696,0.423,0.49,9.2,-13.94,-,7,-,1.56,f,Alesco Corp,,4.50,-31,4.46,4.54,4.94,4.32,-4.97,5.91,0.60
ABQ,1143.3,37.523,19.825,0.028,0.05,3.0,2.8,5.4,0.5,5.60,3.33,f,Allied Brands Ltd,,0.15,,0.14,0.15,0.15,0.14,1.48,0.28,0.10
ABQO,-,0.221,3.858,-,-,-,-,-,-,-,-,,  opt dec10,,0.005,,0.002,0.005,0.005,0.005,1.48,0.029,0.001
AEA,73.15,2.553,5.556,0.002,-,-,-3.25,-,-,-,-,,Altera Res Ltd,,0.11,-0.5,0.096,0.11,0.115,0.10,-2.87,0.12,0.015
AIQ,46.805,10.284,-,0.136,1.43,0.7,-33.96,-,47,-,45.19,,Alternative Invest unt,,1.04,-2,1.03,1.06,1.06,1.02,-0.41,1.45,0.575
ALU,51.235,6.922,4.141,0.021,0.12,2.0,-0.47,-,2,-,8.33,,Altium Ltd,,0.24,-1,0.24,0.28,0.25,0.24,-2.52,0.60,0.235
AMA,390.002,47.793,52.011,0.012,-0.23,-,-43.5,-,-,-,-,,AMA Grp Ltd,,0.045,-0.9,0.051,0.058,0.054,0.045,-15.19,0.078,0.017
AHD,1926.55,11.472,6.513,0.858,4.48,1.2,53.5,10.3,32,1.67,5.79,f,Amalgamated Hldgs,,5.53,-33,5.50,5.53,5.90,5.36,-4.15,6.24,3.598
AMO,38.509,0.94,2.061,0.016,0.57,0.9,5.9,8.8,3.5,1.69,6.73,f,Ambertech Ltd,,0.52,3.5,0.49,0.55,0.52,0.485,8.70,0.55,0.32
AMB,91.928,3.407,18.556,0.022,0.13,2.5,-52.3,-,1.5,-,4.62,,Ambition Grp Ltd,,0.325,1,0.325,0.355,0.325,0.315,4.65,0.38,0.096
AMH,92.849,11.547,13.117,0.122,0.72,0.9,2.63,25.9,2,1.31,2.94,f,Amcil Ltd,,0.68,0.5,0.675,0.68,0.68,0.67,2.22,0.72,0.43
AMM,8334.82,215.123,314.849,0.141,0.18,1.4,2.25,11.3,0.8,2.81,3.14,f,Amcom Telecomm,,0.255,-1.5,0.255,0.27,0.27,0.255,-4.08,0.27,0.098
AMMO,4840.31,202.916,65.12,0.019,-,-,-,-,-,-,-,,  opt dec09,,0.074,0.4,0.074,0.079,0.085,0.07,7.19,0.085,0.002
AMC,26426.5,1096.55,929.128,7.52,1.61,3.8,25.3,24.3,34,0.74,5.52,,Amcor Ltd,,6.16,14,6.15,6.18,6.19,6.02,3.80,6.19,3.50
AEC,95.921,7.159,3.391,0.097,0.77,3.5,27.1,9.9,16,1.69,5.99,f,Ammtec Ltd,,2.67,13,2.55,2.67,2.68,2.50,6.60,3.00,1.30
AGF,1208.78,61.063,71.153,0.346,1.27,0.9,4.35,25.1,3.9,1.12,3.58,,AMP Capital China unt,,1.09,,1.105,1.11,1.12,1.08,1.48,1.265,0.73
AMP,33343.6,1920.38,1909.88,12.763,0.67,9.3,29.6,21.0,30,0.99,4.82,p,AMP Ltd,,6.23,8,6.22,6.24,6.26,6.08,2.78,6.97,3.52
ANQ,848.774,21.245,9.076,0.038,0.02,14.0,-5.6,-,-,-,-,,Anaeco Ltd,,0.28,2.5,0.26,0.28,0.295,0.23,11.28,0.39,0.09
ANQO,-,0.048,0.015,-,-,-,-,-,-,-,-,,  opt may10,,0.003,-0.2,0.001,-,0.005,0.005,-38.52,0.023,0.003
ANQOA,-,0.044,0.005,-,-,-,-,-,-,-,-,,  opt may12,,0.004,,0.001,-,0.004,0.004,1.48,0.016,0.001
ALT,1710.84,67.076,128.777,0.019,-,-,-0.6,-,-,-,-,,Analytica Ltd,,0.049,-0.6,0.047,0.049,0.053,0.047,-9.43,0.083,0.019
ANN,2747.34,192.063,194.087,1.375,1.98,5.2,89.2,11.6,28,3.19,2.72,,Ansell Ltd,,10.31,5,10.30,10.32,10.56,10.02,1.97,12.84,7.51
ANO,-,12.884,5.14,0.011,0.03,1.7,0.77,6.5,-,-,-,,Antaria Ltd,,0.05,,0.04,0.053,0.05,0.05,1.48,0.065,0.028
ADO,1800,97.198,0.275,0.003,0.01,0.7,-1.1,-,-,-,-,,Anteo Diagnostics,,0.007,,0.007,0.008,0.007,0.007,1.48,0.013,0.004
ADOO,241.771,14.4,-,-,-,-,-,-,-,-,-,,  opt sep10,,0.002,,0.001,0.002,0.002,0.002,1.48,0.004,0.002
ADOOA,-,-,-,-,-,-,-,-,-,-,-,,  opt feb11,,-,,-,0.009,-,-,-,-,-
ANP,480.77,42.254,115.043,0.034,0.01,5.8,-0.46,-,-,-,-,,Antisense Therapeutic,,0.058,-0.3,0.058,0.064,0.061,0.058,-3.44,0.075,0.029
ANZ,36266.3,2398.35,2776.95,53.404,10.72,2.0,170.4,12.5,102,1.67,4.79,f,ANZ Banking Grp,,21.30,-68,21.29,21.33,22.28,21.30,-1.61,25.25,11.83
APE,17.395,0.881,0.964,0.314,8.41,1.2,36.1,29.1,44,0.82,4.19,f,AP Eagers Ltd,,10.50,48,10.50,10.85,10.85,10.10,6.27,11.65,4.45
APP,-,1.827,1.889,-,-,-,-3.7,-,-,-,-,,APA Financial,,0.018,0.1,0.013,-,0.017,0.017,10.57,0.074,0.009
APA,3065.05,221.965,223.113,1.654,1.18,2.8,16.2,20.1,31,0.52,9.54,,APA Grp stpld,,3.25,,3.23,3.29,3.33,3.21,1.48,3.38,2.50
AEZ,2541.92,494.424,670.427,0.035,0.33,0.2,-56.84,-,1,-,15.63,,APN European Retail stpld,,0.064,-0.4,0.064,0.065,0.068,0.062,-4.40,0.115,0.014
APN,4950.07,498.55,184.914,1.339,-1.23,-,-13.1,-,12,-,5.33,,APN News & Media,,2.25,-14,2.25,2.30,2.41,2.22,-4.38,2.61,0.866
APD,91.5,20.624,39.519,0.049,0.20,1.7,-18.08,-,3,-,8.82,,APN Prop Grp,,0.34,-0.5,0.345,0.35,0.355,0.34,0.03,0.41,0.09
AOP,6084.71,317.823,4.607,0.005,-,-,-0.91,-,-,-,-,,Apollo Cons,,0.011,,0.01,0.012,0.011,0.01,1.48,0.04,0.009
AQL,-,11.619,24.688,0.003,-,-,-0.35,-,-,-,-,,Aquacarotene Ltd,,0.012,,0.012,0.016,0.012,0.012,1.48,0.018,0.008
APB,613.3,16.641,17.501,0.014,0.22,0.2,2,2.7,-,-,-,,Arafura Pearls,,0.054,0.7,0.046,0.054,0.055,0.045,16.37,0.08,0.038
ARP,409.947,15.801,10.552,0.354,1.22,4.0,33.86,14.4,16.5,2.05,3.37,f,ARB Corp,,4.89,4,4.81,4.90,4.94,4.80,2.30,5.20,2.368
AAD,7017.92,168.014,122.926,0.471,1.18,1.3,-0.32,-,14.3,-,9.23,,Ardent Leisure Grp stp,,1.55,-8.5,1.55,1.575,1.64,1.55,-3.72,1.69,0.79
ARG,612.734,37.07,36.065,3.864,6.26,1.1,-11.1,-,27,-,4.09,f,Argo Invest,,6.60,-10,6.57,6.60,6.80,6.56,-0.01,6.91,4.52
ASV,368.429,26.659,28.481,0.002,-,-,-0.12,-,-,-,-,,Argus Solutions,,0.007,-0.1,0.006,0.007,0.008,0.006,-11.02,0.017,0.005
ARA,74.39,4.401,14.135,0.061,0.30,1.0,-4.51,-,1,-,3.33,,Ariadne Aust,,0.30,-4,0.31,0.32,0.34,0.30,-10.29,0.37,0.16
ALL,13341.1,534.032,667.509,2.054,0.35,11.0,-0.2,-,14.5,-,3.77,f,Aristocrat Leisure,,3.85,6,3.80,3.90,3.91,3.71,3.06,5.75,3.16
ARJ,111.073,2.711,3.318,0.013,1.08,0.5,8.07,6.8,7,1.15,12.84,f,ARK Fund Ltd (The),,0.545,-2.5,0.54,0.55,0.585,0.54,-2.91,0.80,0.44
AEM,779.88,124.623,40.145,0.003,-,-,2.83,0.5,-,-,-,,Artist & Entertain,,0.014,,0.014,0.015,0.014,0.014,1.48,0.025,0.003
AKW,555.238,6.986,109.756,0.01,0.43,0.6,51.76,0.5,-,-,-,,Arturus Capital,,0.25,-3,0.25,0.26,0.30,0.24,-9.24,0.30,0.07
APH,131.5,15.877,5.635,0.06,0.04,6.0,3.1,7.7,0.5,6.20,2.08,,Ascent Pharmahealth,,0.24,4,0.22,0.24,0.255,0.20,21.48,0.26,0.12
AIO,118124,4336.23,1260.62,5.179,-1.41,-,-32.5,-,23,-,12.99,,Asciano Grp stpld,,1.77,7,1.765,1.775,1.785,1.66,5.60,1.785,0.32
AFA,40,10.766,7.611,0.028,0.01,18.5,-2.61,-,-,-,-,,ASF Grp Ltd,,0.185,-1,0.175,0.185,0.195,0.175,-3.65,0.43,0.036
ASZ,2399.48,62.249,29.135,0.148,0.05,21.3,8.52,12.5,5.5,1.55,5.16,f,ASG Grp Ltd,,1.065,-8,1.04,1.065,1.15,1.00,-5.51,1.195,0.33
AJJ,-,15.121,5.663,0.024,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.13,,0.04,0.13,0.13,0.13,1.48,0.50,0.007
AJJO,-,0.75,1.857,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,0.035,0.001,0.001,1.48,0.002,0.001
AUF,60.95,4.098,2.566,0.094,0.95,1.0,0.76,130.3,-,-,-,,Asian Masters Fund,,0.99,1,0.99,1.00,0.99,0.98,2.50,1.05,0.77
AKF,91.335,11.63,0.028,0.019,0.35,0.8,5.4,5.4,1.3,4.15,4.48,f,ASK Funding Ltd,,0.29,-2.5,0.29,0.35,0.315,0.26,-6.46,0.37,0.125
APZ,3566.67,383.284,131.221,0.275,0.68,0.7,-22.53,-,5.18,-,10.91,,Aspen Grp stpld,,0.475,-3.5,0.475,0.49,0.505,0.475,-5.38,0.575,0.218
ASP,182.388,1.132,3.674,0.036,-0.06,-,-0.22,-,0.13,-,0.87,,Aspermont Ltd,,0.15,,0.15,0.155,0.155,0.15,1.48,0.271,0.14
AKR,90.45,20.273,42.936,0.017,1.60,0.5,-0.03,-,-,-,-,,Astra Capital Ltd,,0.79,-1,0.79,0.81,0.80,0.79,0.23,1.10,0.008
AJA,9717.74,621.739,642.766,0.206,0.93,0.4,-71.94,-,9,-,22.22,,Astro Jap Prop stp,,0.405,-3,0.405,0.41,0.445,0.405,-5.42,0.515,0.16
ATR,25.83,2.216,1.732,0.113,0.03,57.7,-3.9,-,10,-,5.78,,Astron Ltd,,1.73,3,1.73,1.74,1.75,1.70,3.24,2.70,1.41
ASX,3405.12,213.228,274.962,5.815,2.66,12.7,183.2,18.4,164.9,1.11,4.89,f,ASX Ltd,,33.75,65,33.72,33.94,33.95,33.01,3.44,37.90,23.52
ACG,127.883,23.279,17.593,0.019,0.05,3.8,-1.7,-,-,-,-,,Atcor Medical,,0.19,-0.5,0.18,0.19,0.195,0.19,-1.09,0.24,0.135
ATI,13556.1,1517.55,79.459,0.039,0.01,3.5,-0.11,-,-,-,-,,Atlantic Ltd,,0.035,-0.2,0.033,0.034,0.038,0.032,-3.93,0.048,0.005
ATIO,7500.89,590.766,-,0.007,-,-,-,-,-,-,-,,  opt dec11,,0.024,-0.3,0.024,0.026,0.027,0.023,-9.63,0.039,0.003
ATP,108.667,13.841,13.243,0.013,0.20,0.5,-4.39,-,2,-,19.05,,Atlas Southsea Pearl,,0.105,-1,0.105,0.12,0.115,0.105,-7.22,0.22,0.075
ATW,-,2.772,1.696,0.003,0.01,1.7,-0.12,-,-,-,-,,Atos Wellness,,0.017,,0.01,0.029,0.017,0.017,1.48,0.04,0.01
AIA,3343.6,73.619,81.352,1.838,1.21,1.2,2.74,54.7,6.7,0.41,4.47,,Auckland Airport fpo nz,,1.50,2,1.50,1.525,1.53,1.40,2.83,1.66,1.175
ABW,20.898,0.175,0.199,0.009,7.25,0.2,-57.97,-,43,-,35.39,,Aurora Buy-Write ord ,,1.215,-1,1.20,1.21,7.35,1.21,0.64,7.35,0.867
AIB,0.111,0.155,0.051,0.014,8.07,0.1,-13.91,-,106,-,93.81,,Aurora Global Tr unt,,1.13,,1.13,1.20,7.50,1.13,1.48,7.50,0.977
AUP,13.316,0.255,0.289,0.018,5.43,0.9,-,-,-,-,-,,Aurora Prop unt,,4.95,-37,4.93,5.30,5.32,4.95,-5.48,5.37,4.35
AOD,382.771,22.694,7.218,0.048,1.08,1.0,-6.57,-,5,-,4.55,f,Aurora Sandringham ,,1.10,-1,1.105,1.11,1.11,1.10,0.58,1.23,1.055
ASL,3957.39,106.926,132.776,0.358,1.73,1.2,23.23,8.8,11,2.11,5.39,f,Ausdrill Ltd,,2.04,4,2.03,2.05,2.16,1.95,3.48,2.16,0.675
ASLN,-,-,-,-,-,-,-,-,-,-,-,,  def x bdl,,-,,-,-,-,-,-,-,-
AAX,3126.51,194.832,82.482,0.505,0.76,5.4,43.94,9.4,18.5,2.38,4.47,f,Ausenco Ltd,,4.14,-12,4.13,4.22,4.31,4.03,-1.34,5.95,1.855
AET,2278.63,15.853,3.502,0.038,-,-,-32.9,-,2,-,2.12,,Ausmelt Ltd,,0.945,16.5,0.945,0.95,0.95,0.755,22.63,0.95,0.10
AAC,2645.1,224.445,114.117,0.346,2.55,0.5,-25.7,-,-,-,-,,Aust Agriculture,,1.31,-1,1.295,1.31,1.34,1.285,0.72,2.07,1.16
AAK,3922.5,591.889,93.82,0.049,0.02,0.8,0.32,4.7,-,-,-,,Aust China Hldgs,,0.015,-0.1,0.013,0.015,0.016,0.015,-4.77,0.016,0.002
AAKO,5500,37.839,-,0.006,-,-,-,-,-,-,-,,  opt dec13,,0.002,,0.001,0.002,0.002,0.002,1.48,0.005,0.001
AEU,251.403,33.307,83.025,0.059,1.33,0.3,-21.5,-,6.7,-,15.23,,Aust Education unt,,0.44,2,0.44,0.475,0.495,0.395,6.24,0.54,0.145
AYF,80.804,0.423,0.323,0.021,6.59,0.9,-157,-,60,-,9.76,p,Aust Enhanced unt,,6.15,-7,6.07,6.38,6.22,5.90,0.35,6.45,5.00
AEF,0.259,0.037,0.04,0.031,8.53,3.6,121.6,25.5,147,0.83,4.74,f,Aust Ethical,,30.98,-249,29.00,31.50,33.00,30.98,-5.96,37.00,17.00
AFI,1288.46,67.922,73.793,5.095,4.77,1.1,10.61,48.7,21,0.51,4.06,f,Aust Foundation,,5.17,3,5.13,5.17,5.24,5.10,2.06,5.35,3.45
AIX,8754.04,448.443,236.941,0.995,3.14,0.5,26.33,6.6,13,2.03,7.54,,Aust Infra unt,,1.725,,1.71,1.725,1.77,1.60,1.48,1.93,0.991
ALF,137.15,14.35,18.096,0.079,1.55,0.8,11.85,10.0,5,2.37,4.24,f,Aust Leaders,,1.18,-1,1.18,1.185,1.195,1.18,0.64,1.265,0.55
ALFO,480.995,20.56,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.05,-0.1,0.05,0.055,0.053,0.048,-0.48,0.10,0.045
API,11252.7,96.286,127.109,0.337,0.84,0.8,5.9,11.7,2,2.95,2.90,f,Aust Pharmaceutical,,0.69,3.5,0.69,0.705,0.715,0.66,6.82,0.939,0.312
APK,121.4,9.122,18.56,0.033,-0.08,-,-9.8,-,-,-,-,,Aust Power,,0.33,-1,0.33,0.34,0.34,0.33,-1.46,0.38,0.12
AUI,2.814,0.995,0.83,0.707,7.19,1.0,14,51.4,25,0.56,3.47,f,Aust United Invest,,7.20,15,7.20,7.34,7.20,7.05,3.61,7.90,4.25
AVG,421.459,55.045,27.941,0.038,0.88,0.3,-96,-,-,-,-,,Aust Vintage Ltd,,0.30,3,0.30,0.31,0.315,0.27,12.59,0.49,0.125
ASB,410.369,55.091,73.225,0.419,1.24,1.8,5,44.6,6,0.83,2.69,f,Austal Ltd,,2.23,-10,2.19,2.27,2.38,2.19,-2.81,3.12,1.425
AUN,6984.56,580.449,517.503,1.628,-0.33,-,-2.4,-,-,-,-,,Austar United,,1.30,2.5,1.295,1.305,1.32,1.25,3.44,1.465,0.60
AUB,92.857,19.058,15.442,0.259,0.88,5.7,31.7,15.7,20.5,1.55,4.11,f,Austbrokers Hldgs,,4.99,-14,4.99,5.09,5.20,4.90,-1.25,5.65,3.40
AEO,480.671,74.882,100.182,0.521,-0.01,-,11.98,12.6,9.1,1.32,6.03,f,Austereo Grp Ltd,,1.51,1,1.485,1.55,1.53,1.46,2.15,1.74,1.04
ANG,394.186,27.525,25.084,0.198,0.63,4.5,31.39,9.1,8,3.92,2.81,f,Austin Engineer,,2.85,-4,2.83,2.85,2.94,2.75,0.09,2.99,0.78
ACK,246,6.053,13.838,0.04,0.19,1.6,-17.6,-,1,-,3.33,,Austock Grp Ltd,,0.30,,0.30,0.325,0.31,0.30,1.48,0.35,0.15
AYX,3.4,0.058,0.025,0.006,0.26,4.4,-6.3,-,-,-,-,,Austofix Grp Ltd,,1.15,15,1.12,1.20,1.15,1.00,16.48,1.15,0.75
ALZ,22255,1078.84,500.361,1.428,0.92,0.5,-15.55,-,10,-,20.20,,Australand Prop stpld,,0.495,-0.5,0.49,0.495,0.515,0.485,0.48,0.585,0.174
AIY,-,2.033,0.78,0.002,0.03,1.0,-0.23,-,-,-,-,,Authorised Invest,,0.03,,0.023,0.03,0.03,0.03,1.48,0.034,0.016
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,-,-,-,-,-,-
AIYOA,-,-,0.09,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,-,0.01,0.01,1.48,0.01,0.01
ATJ,79.156,10.758,7.429,0.009,0.01,5.7,-5.55,-,-,-,-,,Auto Tech Ltd,,0.057,0.1,0.05,0.057,0.058,0.052,3.26,0.151,0.028
AIE,1.332,9.261,11.106,0.003,0.12,0.5,2.32,2.7,-,-,-,,Autodom Ltd,,0.062,-0.5,0.062,0.07,0.067,0.052,-5.98,0.11,0.02
AHE,812.03,52.359,36.615,0.542,0.69,3.5,12.4,19.4,14,0.89,5.83,f,Automotive Hldgs,,2.40,3,2.40,2.41,2.42,2.33,2.74,2.60,0.48
AAT,32.2,1.459,2.543,0.011,-,-,-1.63,-,-,-,-,,Autron Corp,,0.015,,0.011,0.015,0.015,0.015,1.48,0.025,0.01
AVX,11999.4,510.027,267.484,0.114,0.03,5.2,-7.87,-,-,-,-,,Avexa Ltd,,0.155,-2,0.155,0.16,0.18,0.15,-9.95,0.235,0.054
AVH,3701.61,49.851,10.679,0.019,0.05,3.8,-5.49,-,-,-,-,,Avita Medical Ltd,,0.19,3,0.175,0.19,0.195,0.155,20.23,0.275,0.035
AVJ,181.265,20.478,17.935,0.135,1.04,0.5,-4.68,-,2,-,4.08,,AVJennings,,0.49,-5,0.49,0.505,0.54,0.48,-7.78,0.63,0.16
AWB,35257.1,972.774,348.793,0.919,1.81,0.6,18.5,6.1,5,3.70,4.44,,AWB Ltd,,1.125,-6.5,1.12,1.125,1.235,1.115,-3.98,2.521,0.592
AWL,200,88.611,95.481,0.006,-,-,-0.31,-,-,-,-,,AWH Corp Ltd,,0.006,,0.006,0.007,0.006,0.006,1.48,0.007,0.002
AXA,24842.8,1029.72,793.171,12.03,0.96,6.1,-7.39,-,18.5,-,3.18,p,AXA Asia Pacific,,5.82,14,5.81,5.83,5.90,5.67,3.94,6.00,2.52
