ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:06 Friday 8/1/2010. Processed 12:03 Saturday 9/1/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
AEA,183.239,0.183,-,0.002,-,-,-3.25,-,-,-,-,,Altera Res Ltd,,0.12,2,0.12,0.13,0.12,0.11,18.78,0.13,0.014
AIQ,150.59,0.151,-,0.15,1.41,0.8,-33.96,-,47,-,40.87,,Alternative Invest unt,,1.15,12,1.045,1.12,1.15,1.03,10.43,1.45,0.575
ALU,100.325,0.1,0.008,0.024,0.12,2.2,-0.47,-,2,-,7.55,,Altium Ltd,,0.265,1.5,0.265,0.275,0.265,0.25,4.78,0.55,0.235
AMA,360.641,0.361,0.979,0.016,-0.23,-,-43.5,-,-,-,-,,AMA Grp Ltd,,0.06,0.7,0.06,0.064,0.06,0.053,11.99,0.078,0.017
AHD,281.593,0.282,0.115,0.895,4.48,1.3,53.5,10.8,32,1.67,5.55,f,Amalgamated Hldgs,,5.77,18,5.71,5.77,5.81,5.59,2.00,6.24,3.598
AMO,40.666,0.041,0.003,0.016,0.57,0.9,5.9,8.6,3.5,1.69,6.93,f,Ambertech Ltd,,0.505,0.5,0.505,0.57,0.505,0.50,-0.22,0.55,0.32
AMB,17.217,0.017,0.03,0.022,0.13,2.5,-52.3,-,-,-,-,,Ambition Grp Ltd,,0.33,0.5,0.33,0.37,0.33,0.325,0.32,0.38,0.096
AMH,144.066,0.144,0.058,0.136,0.73,1.0,2.63,26.6,2,1.31,2.86,f,Amcil Ltd,,0.70,1.5,0.69,0.70,0.70,0.685,0.97,0.72,0.43
AMM,5850.7,5.851,2.136,0.166,0.18,1.6,2.25,12.9,0.8,2.81,2.76,f,Amcom Telecomm,,0.29,1,0.29,0.295,0.29,0.28,2.35,0.29,0.10
AMMN,-,-,-,-,-,-,-,-,-,-,-,,  def x opt,,-,,-,-,-,-,-,-,-
AMC,13857.9,13.858,10.594,7.52,1.61,3.8,25.3,24.3,34,0.74,5.52,,Amcor Ltd,,6.16,-7,6.15,6.16,6.34,6.06,-2.34,6.34,3.50
AEC,653.441,0.653,0.069,0.093,0.77,3.3,27.1,9.5,16,1.69,6.23,f,Ammtec Ltd,,2.57,9,2.50,2.57,2.58,2.42,2.41,3.00,1.30
AGF,521.725,0.522,0.675,0.335,1.33,0.8,4.35,24.3,3.9,1.12,3.70,,AMP Capital China unt,,1.055,-0.5,1.05,1.055,1.075,1.055,-1.69,1.265,0.73
AMP,23189.6,23.19,20.085,13.173,0.67,9.6,29.6,21.7,30,0.99,4.67,p,AMP Ltd,,6.43,-34,6.42,6.44,6.83,6.41,-6.24,6.97,3.52
ANQ,336.442,0.336,0.036,0.035,0.02,13.0,-5.6,-,-,-,-,,Anaeco Ltd,,0.26,,0.245,0.26,0.26,0.24,-1.22,0.39,0.095
ANQO,-,-,-,-,-,-,-,-,-,-,-,,  opt may10,,0.003,-0.2,0.001,-,0.005,0.005,-41.22,0.023,0.003
ANQOA,-,-,-,-,-,-,-,-,-,-,-,,  opt may12,,0.004,,0.001,-,0.004,0.004,-1.22,0.016,0.001
ALT,1420.68,1.421,0.943,0.016,-,-,-0.6,-,-,-,-,,Analytica Ltd,,0.042,0.3,0.041,0.043,0.043,0.034,6.47,0.083,0.019
ANN,1448.85,1.449,3.829,1.427,1.98,5.4,89.2,12.0,28,3.19,2.62,,Ansell Ltd,,10.70,-23,10.55,10.87,10.93,10.54,-3.32,11.31,7.51
ANO,-,-,0.046,0.011,0.03,1.6,0.77,6.4,-,-,-,,Antaria Ltd,,0.049,,0.037,0.054,0.049,0.049,-1.22,0.065,0.029
ADO,4827.03,4.827,0.352,0.004,0.01,1.0,-1.1,-,-,-,-,,Anteo Diagnostics,,0.01,0.3,0.008,0.01,0.01,0.006,41.64,0.013,0.004
ADOO,5490,5.49,-,-,-,-,-,-,-,-,-,,  opt sep10,,0.003,0.2,0.001,0.002,0.003,0.001,198.80,0.004,0.001
ADOOA,-,-,-,-,-,-,-,-,-,-,-,,  opt feb11,,-,,-,-,-,-,-,-,-
ANP,794.798,0.795,0.704,0.032,0.01,5.4,-0.46,-,-,-,-,,Antisense Therapeutic,,0.054,-0.1,0.054,0.056,0.059,0.053,-3.04,0.075,0.029
ANZ,22662.6,22.663,16.219,56.357,10.72,2.1,170.4,13.1,102,1.67,4.58,f,ANZ Banking Grp,,22.25,-63,22.24,22.26,23.09,22.10,-3.97,25.25,11.83
APE,3.147,0.003,0.013,0.359,8.41,1.4,36.1,33.2,44,0.82,3.67,f,AP Eagers Ltd,,12.00,,12.00,12.69,12.00,12.00,-1.22,13.00,4.45
APP,30,0.03,-,-,-,-,-3.7,-,-,-,-,,APA Financial,,0.009,-0.5,0.012,0.022,0.014,0.009,-36.93,0.035,0.009
APA,2963.88,2.964,2.68,1.801,1.18,3.0,16.2,21.9,31,0.52,8.76,,APA Grp stpld,,3.54,4,3.51,3.60,3.68,3.43,-0.08,3.68,2.50
AEZ,2911.19,2.911,11.472,0.039,0.33,0.2,-56.84,-,-,-,-,,APN European Retail stpld,,0.072,0.2,0.071,0.073,0.077,0.065,1.64,0.115,0.014
APN,2580.1,2.58,1.811,1.393,-1.23,-,-13.1,-,12,-,5.13,,APN News & Media,,2.34,2,2.33,2.36,2.47,2.28,-0.36,2.61,0.866
APD,111.09,0.111,0.408,0.05,0.20,1.7,-18.08,-,-,-,-,,APN Prop Grp,,0.345,-0.5,0.345,0.35,0.35,0.345,-2.65,0.41,0.09
AOP,5362.37,5.362,-,0.004,-,-,-0.91,-,-,-,-,,Apollo Cons,,0.009,-0.1,0.009,0.01,0.01,0.009,-11.22,0.04,0.009
AQL,1282.72,1.283,0.644,0.004,-,-,-0.35,-,-,-,-,,Aquacarotene Ltd,,0.015,0.4,0.012,0.015,0.018,0.013,35.15,0.018,0.008
APB,1224.87,1.225,0.025,0.01,0.22,0.2,2,2.0,-,-,-,,Arafura Pearls,,0.04,0.2,0.04,0.045,0.042,0.038,4.04,0.08,0.035
ARP,646.474,0.646,0.105,0.378,1.22,4.3,33.86,15.4,16.5,2.05,3.17,f,ARB Corp,,5.21,8,5.20,5.28,5.30,5.14,0.34,5.30,2.368
AAD,2111.13,2.111,1.19,0.544,1.18,1.5,-0.32,-,14.3,-,7.99,,Ardent Leisure Grp stp,,1.79,9,1.70,1.79,1.845,1.70,4.08,1.845,0.79
ARG,460.838,0.461,0.764,4.039,6.33,1.1,-11.1,-,27,-,3.91,f,Argo Invest,,6.90,9,6.86,6.90,6.90,6.74,0.10,6.91,4.52
ASVDA,-,-,-,-,-,-,-,-,-,-,-,,Argus Solutions def,,-,,-,-,-,-,-,-,-
ARA,191.22,0.191,0.099,0.063,0.30,1.0,-4.51,-,1,-,3.28,,Ariadne Aust,,0.305,0.5,0.305,0.34,0.32,0.295,0.45,0.37,0.20
ALL,5554.54,5.555,3.45,2.16,0.35,11.6,-0.2,-,14.5,-,3.58,f,Aristocrat Leisure,,4.05,3,4.04,4.06,4.25,4.02,-0.47,5.75,3.16
ARJ,25.115,0.025,0.042,0.011,1.08,0.4,8.07,5.9,7,1.15,14.58,f,ARK Fund Ltd (The),,0.48,-1,0.48,0.50,0.51,0.48,-3.26,0.80,0.405
AEM,243.9,0.244,3.75,0.003,-,-,2.83,0.5,-,-,-,,Artist & Entertain,,0.014,-0.2,0.014,0.016,0.016,0.014,-13.72,0.025,0.004
AKW,103.968,0.104,0.175,0.01,0.43,0.5,51.76,0.5,-,-,-,,Arturus Capital,,0.235,,0.21,0.22,0.24,0.20,-1.22,0.30,0.07
APH,166.922,0.167,0.084,0.05,0.04,5.0,3.1,6.5,-,-,-,,Ascent Pharmahealth,,0.20,-1,0.20,0.22,0.21,0.20,-5.98,0.26,0.12
AIO,45282.6,45.283,14.259,5.545,-1.41,-,-32.5,-,-,-,-,,Asciano Grp stpld,,1.895,7.5,1.895,1.90,1.94,1.81,2.90,1.94,0.32
AFA,498.432,0.498,0.015,0.025,0.01,15.0,-2.61,-,-,-,-,,ASF Grp Ltd,,0.15,-2.5,0.15,0.17,0.175,0.15,-15.50,0.43,0.06
ASZ,1619.03,1.619,0.904,0.165,0.05,23.7,8.52,13.9,5.5,1.55,4.64,f,ASG Grp Ltd,,1.185,14.5,1.165,1.18,1.185,1.04,12.72,1.195,0.33
AJJ,-,-,-,0.02,-0.02,-,-2.51,-,-,-,-,,Asia Liver Trans,,0.105,,0.075,0.12,0.105,0.105,-1.22,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,-,0.001,0.001,-1.22,0.002,0.001
AUF,222.272,0.222,-,0.096,0.98,1.0,0.76,132.9,-,-,-,,Asian Masters Fund,,1.01,1,0.90,1.01,1.01,1.00,-0.22,1.05,0.77
AKF,6,0.006,0.002,0.018,0.35,0.8,5.4,5.0,1.3,4.15,4.81,f,ASK Funding Ltd,,0.27,2,0.27,0.315,0.27,0.25,6.78,0.37,0.125
APZ,10446.1,10.446,1.772,0.29,0.68,0.7,-22.53,-,5.18,-,10.36,,Aspen Grp stpld,,0.50,3,0.495,0.505,0.50,0.465,5.16,0.575,0.218
ASP,64.113,0.064,-,0.033,-0.06,-,-0.22,-,-,-,-,,Aspermont Ltd,,0.14,0.5,0.14,0.155,0.155,0.135,2.49,0.271,0.11
AIR,101.286,0.101,-,0.024,-,-,-,-,-,-,-,,Astivita Renewables,,1.05,2,0.99,1.02,1.15,0.995,0.72,1.15,0.75
AKR,12.219,0.012,0.469,0.015,1.60,0.4,-0.03,-,-,-,-,,Astra Capital Ltd,,0.71,-5,0.71,0.825,0.76,0.71,-7.80,1.10,0.008
AJA,8253.05,8.253,9.159,0.198,0.93,0.4,-71.94,-,9,-,23.08,,Astro Jap Prop stp,,0.39,-0.5,0.39,0.40,0.405,0.39,-2.48,0.515,0.16
ATR,28.232,0.028,0.02,0.118,0.03,60.0,-3.9,-,-,-,-,,Astron Ltd,,1.80,4,1.75,1.80,1.80,1.75,1.05,2.70,1.41
ASX,1859.39,1.859,2.162,6.084,2.66,13.3,183.2,19.3,164.9,1.11,4.67,f,ASX Ltd,,35.31,37,35.27,35.49,35.75,34.46,-0.16,37.90,23.52
ACG,122.756,0.123,0.07,0.02,0.05,4.0,-1.7,-,-,-,-,,Atcor Medical,,0.20,1.5,0.17,0.20,0.20,0.18,6.89,0.24,0.15
ATI,13005.6,13.006,8.09,0.045,0.01,3.7,-0.11,-,-,-,-,,Atlantic Ltd,,0.037,0.2,0.036,0.037,0.038,0.035,4.50,0.048,0.005
ATIO,6425,6.425,-,0.008,-,-,-,-,-,-,-,,  opt dec11,,0.028,0.1,0.028,0.029,0.03,0.027,2.49,0.039,0.003
ATP,282,0.282,0.055,0.016,0.20,0.6,-4.39,-,-,-,-,,Atlas Southsea Pearl,,0.125,,0.125,0.135,0.145,0.125,-1.22,0.22,0.075
ATW,347,0.347,-,0.003,0.01,1.8,-0.12,-,-,-,-,,Atos Wellness,,0.018,0.3,0.018,0.02,0.02,0.018,18.78,0.04,0.01
AIA,1014.29,1.014,0.045,2.023,1.21,1.4,2.74,60.2,6.7,0.41,4.06,,Auckland Airport fpo nz,,1.65,7,1.65,1.685,1.66,1.59,3.21,1.66,1.175
AIB,-,-,-,0.014,1.20,0.9,-13.91,-,51.5,-,46.82,,Aurora Global Tr unt,,1.10,,1.12,1.15,1.10,1.10,-1.22,7.50,0.977
AUP,5,0.005,0.004,0.019,5.49,0.9,-,-,-,-,-,,Aurora Prop unt,,5.20,50,5.00,5.20,5.30,4.70,9.42,5.40,4.35
ABW,18.236,0.018,-,0.009,1.23,1.0,-57.97,-,20.5,-,16.53,,Aurora Sand Au Tr ord unt,,1.24,2,1.235,1.245,1.245,1.22,0.42,7.35,0.867
AOD,38.92,0.039,0.508,0.047,1.08,1.0,-6.57,-,5,-,4.72,,Aurora Sandringham ,,1.06,0.5,1.05,1.06,1.06,1.045,-0.74,1.17,1.045
ASL,3021.28,3.021,0.566,0.449,1.73,1.2,23.23,9.3,11,2.11,5.12,f,Ausdrill Ltd,,2.15,8,2.13,2.15,2.20,2.08,2.65,2.20,0.675
AAX,1393,1.393,2.872,0.567,0.76,6.1,43.94,10.6,18.5,2.38,3.98,f,Ausenco Ltd,,4.65,9,4.62,4.65,4.77,4.53,0.76,5.95,1.855
AET,1462.11,1.462,0.029,0.054,-,-,-32.9,-,-,-,-,,Ausmelt Ltd,,1.355,0.5,1.355,1.36,1.36,1.35,-0.85,1.485,0.10
AAC,1939.52,1.94,1.191,0.396,2.55,0.6,-25.7,-,-,-,-,,Aust Agriculture,,1.50,0.5,1.485,1.50,1.505,1.47,-0.88,2.00,1.16
AAK,835,0.835,0.39,0.03,0.02,0.4,0.32,2.8,-,-,-,,Aust China Hldgs,,0.009,-0.1,0.009,0.01,0.01,0.009,-11.22,0.016,0.002
AAKO,-,-,-,0.006,-,-,-,-,-,-,-,,  opt dec13,,0.002,,0.001,0.002,0.002,0.002,-1.22,0.005,0.001
AEU,246.087,0.246,1.112,0.063,1.33,0.4,-21.5,-,4,-,8.51,,Aust Education unt,,0.47,-1.5,0.45,0.47,0.475,0.45,-4.31,0.54,0.145
AYF,2.5,0.003,-,0.021,6.54,1.0,-157,-,60,-,9.60,p,Aust Enhanced unt,,6.25,14,6.25,6.35,6.25,6.11,1.07,6.45,5.00
AEF,1.373,0.001,-,0.031,8.53,3.7,121.6,25.7,147,0.83,4.71,f,Aust Ethical,,31.20,20,29.00,31.50,31.20,31.00,-0.57,37.00,17.00
AFI,991.655,0.992,1.514,5.263,4.86,1.1,10.61,50.3,21,0.51,3.93,f,Aust Foundation,,5.34,14,5.32,5.34,5.35,5.17,1.47,5.35,3.45
AIX,3882.61,3.883,2.12,1.03,3.14,0.6,26.33,6.8,13,2.03,7.28,,Aust Infra unt,,1.785,0.5,1.76,1.81,1.83,1.76,-0.94,1.93,0.991
ALF,163.08,0.163,0.136,0.076,1.53,0.8,11.85,9.7,5,2.37,4.35,f,Aust Leaders,,1.15,,1.15,1.165,1.16,1.145,-1.22,1.265,0.55
ALFO,364.263,0.364,-,0.003,-,-,-,-,-,-,-,,  opt nov10,,0.049,0.3,0.049,0.05,0.049,0.045,5.30,0.10,0.045
API,5171.79,5.172,0.471,0.337,0.84,0.8,5.9,11.7,2,2.95,2.90,f,Aust Pharmaceutical,,0.69,,0.685,0.69,0.705,0.68,-1.22,0.939,0.312
APK,687.353,0.687,0.051,0.034,-0.08,-,-9.8,-,-,-,-,,Aust Power,,0.34,-1.5,0.33,0.35,0.345,0.30,-5.44,0.38,0.12
AUI,14.061,0.014,0.009,0.73,7.35,1.0,14,53.1,25,0.56,3.36,f,Aust United Invest,,7.43,3,7.30,7.43,7.43,7.35,-0.81,7.90,4.25
AVG,417.22,0.417,0.077,0.04,0.88,0.4,-96,-,-,-,-,,Aust Vintage Ltd,,0.31,,0.305,0.33,0.33,0.285,-1.22,0.49,0.125
ASB,590.59,0.591,0.676,0.431,1.24,1.8,5,45.8,6,0.83,2.62,f,Austal Ltd,,2.29,-3,2.26,2.29,2.44,2.23,-2.51,3.12,1.425
AUN,8108.6,8.109,8.216,1.678,-0.33,-,-2.4,-,-,-,-,,Austar United,,1.34,-8,1.33,1.35,1.435,1.315,-6.85,1.465,0.65
AUB,89.574,0.09,0.052,0.272,0.88,6.0,31.7,16.6,20.5,1.55,3.90,f,Austbrokers Hldgs,,5.25,-10,5.25,5.37,5.55,5.11,-3.09,5.65,3.40
AEO,306.558,0.307,0.309,0.576,-0.01,-,11.98,13.9,9.1,1.32,5.45,f,Austereo Grp Ltd,,1.67,-4.5,1.65,1.675,1.73,1.605,-3.84,1.74,1.04
ANG,697.663,0.698,0.641,0.225,0.63,5.2,31.39,10.4,8,3.92,2.46,f,Austin Engineer,,3.25,5,3.23,3.25,3.47,3.20,0.34,3.47,0.78
ACK,-,-,-,0.044,0.19,1.7,-17.6,-,-,-,-,,Austock Grp Ltd,,0.33,,0.29,0.32,0.33,0.33,-1.22,0.35,0.15
AYX,1.35,0.001,-,0.007,0.26,4.8,-6.3,-,-,-,-,,Austofix Grp Ltd,,1.25,,1.00,1.50,1.25,1.25,-1.22,1.25,0.75
ALZ,9727.54,9.728,6.673,1.514,0.92,0.6,-15.55,-,8,-,15.24,,Australand Prop stpld,,0.525,1,0.525,0.53,0.535,0.515,0.72,0.585,0.174
AIY,-,-,-,0.002,0.03,1.0,-0.23,-,-,-,-,,Authorised Invest,,0.03,,0.023,0.04,0.03,0.03,-1.22,0.034,0.016
AIYO,-,-,-,-,-,-,-,-,-,-,-,,  opt feb13,,-,,-,-,-,-,-,-,-
AIYOA,-,-,-,-,-,-,-,-,-,-,-,,  opt mar10,,0.01,,-,-,0.01,0.01,-1.22,0.01,0.01
ATJ,465,0.465,-,0.007,0.01,4.9,-5.55,-,-,-,-,,Auto Tech Ltd,,0.049,0.2,0.041,0.049,0.049,0.041,3.04,0.151,0.028
AIE,232.712,0.233,-,0.004,0.12,0.7,2.32,3.4,-,-,-,,Autodom Ltd,,0.079,0.4,0.079,0.095,0.089,0.075,4.12,0.11,0.02
AHE,1479.92,1.48,0.791,0.542,0.69,3.5,12.4,19.4,14,0.89,5.83,f,Automotive Hldgs,,2.40,1,2.37,2.40,2.49,2.26,-0.80,2.60,0.495
AAT,40,0.04,-,0.013,-,-,-1.63,-,-,-,-,,Autron Corp,,0.017,-0.8,0.015,0.025,0.017,0.017,-33.22,0.025,0.01
AVX,8355.41,8.355,3.718,0.131,0.03,5.2,-7.87,-,-,-,-,,Avexa Ltd,,0.155,,0.155,0.16,0.165,0.155,-1.22,0.235,0.054
AVH,605.165,0.605,0.625,0.019,0.05,3.5,-5.49,-,-,-,-,,Avita Medical Ltd,,0.175,1,0.165,0.175,0.175,0.16,4.84,0.275,0.063
AVJ,187.906,0.188,0.085,0.146,1.04,0.5,-4.68,-,-,-,-,,AVJennings,,0.53,2.5,0.52,0.53,0.53,0.51,3.73,0.63,0.16
AWB,24286,24.286,2.657,0.956,1.81,0.6,18.5,6.3,5,3.70,4.27,,AWB Ltd,,1.17,4,1.165,1.175,1.195,1.13,2.32,2.14,0.592
AWL,7603.35,7.603,-,0.007,-,-,-0.31,-,-,-,-,,AWH Corp Ltd,,0.006,,0.005,0.006,0.006,0.005,-1.22,0.007,0.002
AXA,19320.9,19.321,7.021,13.829,0.96,7.0,-7.39,-,18.5,-,2.77,p,AXA Asia Pacific,,6.69,13,6.68,6.70,6.72,6.54,0.76,6.72,2.52
AXI,117.735,0.118,0.13,0.016,0.06,0.6,-2.76,-,-,-,-,,Axiom Prop,,0.037,-0.2,0.038,0.039,0.038,0.036,-6.35,0.08,0.021
BOQ,1317.85,1.318,1.423,2.497,6.62,1.8,75.9,15.4,52,1.46,4.44,f,Bank of Qld,,11.70,19,11.65,11.73,11.90,11.36,0.43,13.49,6.228
BBX,3.5,0.004,-,-,0.01,1.0,-12.17,-,-,-,-,,BBX Hldgs,,0.01,,0.01,0.04,0.01,0.01,-1.22,0.02,0.01
