ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:08 Friday 30/4/2010. Processed 12:54 Sunday 2/5/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
APD,144.251,3.665,10.462,0.045,0.21,1.5,-17.88,-,1.25,-,3.91,f,APN Prop Grp,,0.32,2,0.315,0.34,0.34,0.305,8.29,0.41,0.15
AOP,3245,71.012,-,0.004,-,-,0.18,5.0,-,-,-,,Apollo Cons,,0.009,0.1,0.008,0.01,0.01,0.008,14.12,0.04,0.007
AQL,300,8.115,2.254,0.004,-,-,-0.27,-,-,-,-,,Aquacarotene Ltd,,0.013,0.1,0.013,0.016,0.013,0.012,9.95,0.018,0.008
APB,200,10.63,3.787,0.009,0.12,0.1,-7.66,-,-,-,-,,Arafura Pearls,,0.018,,0.018,0.02,0.018,0.018,1.62,0.058,0.018
ARP,201.173,8.411,3.388,0.444,1.22,5.0,40.44,15.1,17.5,2.31,2.86,f,ARB Corp,,6.12,,6.00,6.13,6.16,5.84,1.62,6.19,2.777
AAD,3168.6,62.764,33.591,0.433,1.10,1.3,2.73,51.3,14.3,0.19,10.21,,Ardent Leisure stp,,1.40,,1.35,1.40,1.415,1.35,1.62,1.845,1.165
ARG,760.813,11.965,12.112,3.819,6.23,1.0,-11.1,-,25,-,3.96,f,Argo Invest,,6.31,-18,6.31,6.35,6.53,6.30,-1.15,7.05,5.53
ASV,30,1.86,0.902,0.009,-,-,-0.44,-,-,-,-,,Argus Solutions,,0.135,-4,0.13,0.145,0.175,0.13,-21.24,1.098,0.006
ARA,420.409,5.964,1.094,0.05,0.32,0.8,-2.46,-,1,-,4.08,,Ariadne Aust,,0.245,-1.5,0.245,0.255,0.255,0.245,-4.15,0.37,0.215
ALL,8975.73,161.62,130.335,2.288,0.07,61.3,-31.3,-,4.5,-,1.05,,Aristocrat Leisure,,4.29,-10,4.28,4.30,4.50,4.21,-0.66,5.75,3.37
AEM,2100,79.978,45.31,0.004,-,-,-1.54,-,-,-,-,,Artist & Entertain,,0.011,-0.1,0.01,0.011,0.011,0.01,-6.71,0.025,0.008
AKW,107.582,5.544,3.54,0.006,0.25,0.6,21.65,0.7,-,-,-,,Arturus Capital,,0.15,1,0.14,0.16,0.16,0.14,8.76,0.30,0.07
APH,313.309,10.218,5.682,0.077,0.06,5.2,3.7,8.4,-,-,-,,Ascent Pharmahealth,,0.31,,0.295,0.31,0.31,0.29,1.62,0.345,0.12
AIO,67869.8,1116.79,659.901,4.974,0.10,17.0,-41.9,-,-,-,-,,Asciano Grp stp,,1.70,-6.5,1.68,1.705,1.785,1.655,-2.06,1.94,1.037
AFA,118,14.576,1.614,0.052,0.02,8.5,-1.19,-,-,-,-,,ASF Grp Ltd,,0.17,0.5,0.16,0.17,0.175,0.16,4.65,0.43,0.065
ASZ,1224.23,26.856,13.656,0.195,0.06,23.0,9.43,14.6,6,1.57,4.35,f,ASG Grp Ltd,,1.38,-2,1.365,1.38,1.45,1.30,0.19,1.475,0.545
AJJ,100,3.146,0.585,0.018,0.01,9.5,-0.25,-,0.5,-,5.26,,Asia Liver Trans,,0.095,-0.5,0.096,0.10,0.10,0.095,-3.38,0.267,0.007
AJJO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep10,,-,,-,0.001,0.001,0.001,1.62,0.002,0.001
AUF,88.9,2.801,0.547,0.107,0.96,1.1,-1.19,-,-,-,-,,Asian Masters Fund,,1.05,,1.04,1.05,1.05,1.05,1.62,1.06,0.84
AKF,-,0.501,1.412,0.016,0.34,0.7,3.2,7.5,1.3,2.46,5.42,,ASK Funding Ltd,,0.24,,0.23,0.245,0.24,0.24,1.62,0.37,0.17
APZ,5653.75,125.072,82.791,0.319,0.68,0.8,-3.37,-,4.19,-,7.62,,Aspen Grp stp,,0.55,0.5,0.525,0.555,0.56,0.51,2.54,0.575,0.27
ASP,25,0.521,-,0.036,-0.03,-,0.88,17.0,-,-,-,,Aspermont Ltd,,0.15,1,0.12,0.16,0.15,0.13,8.76,0.256,0.11
AIR,88.454,0.988,-,0.019,0.38,2.1,8.23,9.7,-,-,-,,Astivita Renewables,,0.80,-5,0.78,0.80,0.875,0.78,-4.26,1.15,0.75
AKR,4.719,0.558,18.495,0.012,1.62,0.3,-1.87,-,-,-,-,,Astra Capital Ltd,,0.56,-2,0.56,0.65,0.59,0.56,-1.83,0.90,0.008
AJA,7101.44,125.289,202.36,0.185,0.76,0.5,-36.49,-,8.5,-,23.29,,Astro Jap Prop stp,,0.365,0.5,0.365,0.37,0.375,0.355,3.01,0.515,0.275
ATR,19.842,0.819,0.868,0.123,2.90,0.6,-11.79,-,-,-,-,,Astron Ltd,,1.88,-7,1.88,1.89,1.95,1.83,-1.97,2.70,1.61
ASX,5084.2,70.453,60.784,5.724,3.19,10.3,180.6,18.3,163.6,1.10,4.96,f,ASX Ltd,,32.98,-52,32.81,33.00,33.57,32.50,0.07,37.90,31.12
ACG,20.6,2.482,7.736,0.014,0.04,3.5,-3.06,-,-,-,-,,Atcor Medical,,0.14,,0.14,0.15,0.14,0.14,1.62,0.225,0.13
ATI,75249.2,500.401,35.559,0.077,0.01,6.1,-0.12,-,-,-,-,,Atlantic Ltd,,0.061,-0.1,0.061,0.062,0.063,0.052,0.01,0.07,0.006
ATIO,2193.5,109.282,-,0.014,-,-,-,-,-,-,-,,  opt dec11,,0.052,-0.1,0.05,0.054,0.054,0.048,-0.27,0.058,0.003
ATP,31.25,4.929,2.909,0.014,0.13,0.8,-6.75,-,-,-,-,,Atlas Southsea Pearl,,0.11,-0.5,0.11,0.12,0.11,0.11,-2.73,0.16,0.085
AIA,747.97,24.638,16.563,2.057,1.22,1.3,5.63,27.9,6.68,0.84,4.25,,Auckland Airport,,1.57,3.5,1.55,1.57,1.57,1.545,3.90,1.654,1.171
AIB,30.199,0.329,0.038,0.014,1.21,0.9,-5.76,-,54,-,47.16,,Aurora Global Tr unt,,1.145,,1.145,1.15,1.15,1.145,1.62,7.50,0.977
AUP,7.198,0.146,0.107,0.019,5.24,1.0,-,-,-,-,-,,Aurora Prop unt,,5.10,5,5.10,5.15,5.10,5.10,2.61,5.40,4.35
ABW,30.29,0.349,0.039,0.009,1.13,1.1,-30.42,-,23,-,19.25,,Aurora SAE ord unt,,1.195,-2.5,1.20,1.21,1.225,1.195,-0.43,7.35,0.867
AOD,149.165,3.738,6.568,0.045,1.05,1.0,-4.69,-,5.6,-,5.49,f,Aurora Sandringham ,,1.02,-1.5,1.02,1.025,1.03,1.015,0.17,1.12,1.005
AQF,6.25,0.283,-,0.035,-,-,-,-,-,-,-,,AUS Gov Index Fund,,1.72,,1.72,-,1.72,1.72,1.62,1.72,1.62
ASL,2676.08,34.293,23.302,0.496,1.60,1.3,20.62,10.0,11,1.87,5.31,f,Ausdrill Ltd,,2.07,4,2.05,2.10,2.08,1.985,3.59,2.34,0.85
ASLNB,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-
AAX,1924.15,46.111,49.663,0.599,0.62,7.9,19,25.8,9.5,2.00,1.94,f,Ausenco Ltd,,4.90,-28,4.90,5.00,5.30,4.86,-3.79,5.95,2.98
AAC,5401.79,54.781,35.029,0.342,2.42,0.5,-20.3,-,-,-,-,,Aust Agriculture,,1.295,-5.5,1.29,1.305,1.35,1.235,-2.45,1.86,1.18
AAK,1133.2,41.752,44.905,0.021,0.02,0.3,0.32,1.9,-,-,-,,Aust China Hldgs,,0.006,,0.005,0.006,0.006,0.005,1.62,0.016,0.002
AAKO,-,23.675,-,0.003,-,-,-,-,-,-,-,,  opt dec13,,0.001,,-,0.001,0.001,0.001,1.62,0.005,0.001
AEU,203.906,7.651,13.401,0.072,1.29,0.4,9.4,5.6,1.75,5.37,3.30,,Aust Education unt,,0.53,,0.53,0.54,0.54,0.515,1.62,0.60,0.23
AYF,-,0.086,0.055,0.022,7.50,0.9,1,645.0,55,0.02,8.53,p,Aust Enhanced unt,,6.45,,6.35,6.45,6.45,6.45,1.62,6.53,5.00
AEF,3.172,0.014,0.006,0.026,8.11,3.3,139,19.1,182,0.76,6.87,f,Aust Ethical,,26.50,,26.00,26.50,26.50,26.50,1.62,37.00,20.00
AFI,1392.3,24.871,21.785,5.025,4.80,1.1,8.93,56.9,21,0.43,4.13,f,Aust Foundation,,5.08,-12,5.08,5.10,5.24,5.01,-0.69,5.41,4.20
AIX,5408.05,137.915,67.417,1.142,2.62,0.8,19.37,10.2,10,1.94,5.05,p,Aust Infra unt,,1.98,-4,1.955,2.00,2.09,1.92,-0.36,2.09,1.18
ALF,180.576,3.754,4.309,0.077,1.51,0.8,53.65,2.2,7,7.66,5.88,f,Aust Leaders,,1.19,-0.5,1.18,1.195,1.20,1.18,1.20,1.265,0.785
ALFO,239.734,7.517,-,0.002,-,-,-,-,-,-,-,,  opt nov10,,0.03,-0.1,0.021,0.035,0.031,0.03,-1.61,0.10,0.03
API,4225.05,55.591,11.393,0.273,0.84,0.7,5.9,9.5,3,1.97,5.36,f,Aust Pharmaceutical,,0.56,-1.5,0.56,0.565,0.595,0.545,-0.99,0.939,0.453
APK,205.106,3.744,1.017,0.045,-,-,-3.1,-,-,-,-,,Aust Power,,0.44,,0.44,0.47,0.46,0.44,1.62,0.50,0.12
AUI,25.166,0.395,0.358,0.764,7.24,1.0,18.7,40.0,25,0.75,3.34,f,Aust United Invest,,7.48,-14,7.48,7.65,7.65,7.48,-0.22,7.90,5.30
AVG,342.194,10.584,4.618,0.032,0.98,0.3,11.2,2.2,-,-,-,,Aust Vintage Ltd,,0.25,1,0.24,0.25,0.25,0.23,5.79,0.49,0.125
ASB,325.641,15.424,12.974,0.446,1.30,1.8,4.35,54.5,6,0.72,2.53,,Austal Ltd,,2.37,-4,2.30,2.37,2.43,2.33,-0.04,3.12,2.18
AUN,26135.7,247.449,203.841,1.474,-0.31,-,4.7,24.9,-,-,-,,Austar United,,1.17,1,1.16,1.17,1.18,1.145,2.48,1.465,0.715
AUB,174.7,3.929,6.808,0.262,0.92,5.4,32.49,15.4,21,1.55,4.20,f,Austbrokers Hldgs,,5.00,-12,4.90,5.00,5.11,4.91,-0.72,5.65,3.75
AEO,1151.81,29.935,7.318,0.59,-0.57,-,11.98,14.3,9.1,1.32,5.32,f,Austereo Grp Ltd,,1.71,-14,1.705,1.86,1.86,1.71,-5.95,1.925,1.20
ANG,406.933,10.766,5.299,0.237,0.52,6.6,26.32,13.0,8.5,3.10,2.49,f,Austin Engineer,,3.42,16,3.42,3.44,3.44,3.29,6.53,3.60,1.24
ACK,36.9,1.525,0.614,0.03,0.24,0.9,-6.58,-,-,-,-,,Austock Grp Ltd,,0.225,0.5,0.225,0.235,0.225,0.22,3.89,0.33,0.20
AYX,-,0.055,0.005,0.011,0.24,3.5,-2.5,-,-,-,-,,Austofix Grp Ltd,,0.85,,0.85,1.00,0.85,0.85,1.62,1.25,0.75
ALZDA,2844.46,5.382,-,1.667,0.68,4.3,-13.4,-,-,-,-,,Australand Prop stp  d,,2.89,-4,2.89,2.90,2.97,2.84,0.25,3.05,2.55
AIY,-,0.657,-,0.004,0.03,1.7,0.05,100.0,-,-,-,,Authorised Invest,,0.05,,0.055,-,0.05,0.05,1.62,0.05,0.008
AIYO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt feb13,,0.016,,-,0.02,0.016,0.016,1.62,0.016,0.01
ATJ,196.353,11.307,0.808,0.008,0.02,2.5,-4.29,-,-,-,-,,Auto Tech Ltd,,0.05,,0.05,0.055,0.05,0.049,1.62,0.101,0.028
ATJO,2.827,0.284,-,-,-,-,-,-,-,-,-,,  opt jun11,,0.01,-0.1,0.01,-,0.01,0.01,-7.47,0.011,0.01
AIE,140.523,2.97,2.477,0.004,0.05,1.5,2.09,3.6,-,-,-,,Autodom Ltd,,0.075,,0.07,0.075,0.077,0.07,1.62,0.11,0.02
AHE,1469.55,21.742,18.531,0.614,0.75,3.6,28.14,9.7,17,1.66,6.25,f,Automotive Hldgs,,2.72,-10,2.62,2.80,2.88,2.56,-1.93,2.88,1.22
AVX,10053.1,265.003,112.193,0.106,0.04,3.1,-4.17,-,-,-,-,,Avexa Ltd,,0.125,-1.5,0.125,0.13,0.135,0.115,-9.09,0.235,0.087
AVH,123.438,11.429,6.195,0.014,0.05,2.7,-3.66,-,-,-,-,,Avita Medical Ltd,,0.135,-0.5,0.135,0.14,0.14,0.135,-1.95,0.275,0.085
