Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 1/10/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-10-04T13:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0382,1.0342,NAv,NAv,NAv,,
CBA Growth,NAv,1.6943,9.74,12.16,***,,
CFS FC Inv-FirstChoice Growth,1.1020,1.0976,13.01,12.32,***,,
CFS FC W Inv-CFS W Diversified,1.5784,1.5721,11.85,12.92,***,,
CFS FC W Inv-FC W Multi-Index Balanced,1.0581,1.0549,14.16,13.43,*****,,
CFS FC W Inv-FirstChoice W Growth,1.1065,1.1021,14.07,13.37,****,,
CFS MIF-Diversified,1.8385,1.8312,10.92,11.98,**,,
DMG Diversified Portfolio,1.0630,1.0577,6.71,NAv,NAv,,
EQT Growth,1.4318,1.4218,11.93,13.34,****,,
Fiducian Balanced,1.1555,1.1498,12.26,12.29,***,,
IOOF MultiMix Balanced Growth Trust,1.0724,1.0664,11.90,12.55,***,,
IOOF Profile 75,0.9691,0.9677,12.84,12.78,***,,
ipac Classic Portfolio 2,0.8893,0.8848,12.48,13.00,***,,
ipac Pathways 70,0.9494,0.9446,12.98,13.63,****,,
ipac Strat Inv Srv Inflation Plus 4,1.0625,1.0571,11.94,12.60,***,,
MLC UT/MKey InvSer Horizon 4 - Balanced,1.3962,1.3934,10.51,11.81,**,,
North Index Balanced,0.8281,0.8257,12.59,13.34,****,,
North Multi Manager Active Growth,0.8654,0.8611,14.69,16.20,*****,,
North Multi Manager Balanced,0.9491,0.9450,12.99,14.28,*****,,
North Select Active Balanced,1.1674,1.1615,13.58,14.06,****,,
OnePath OA IP-OP Tax Effective Inc NE,1.5876,1.5876,9.95,11.09,*,,
Perpetual Wholesale Balanced Growth,1.5195,1.5144,11.85,14.18,*****,,
Pre Select Growth,1.2645,1.2607,13.52,14.17,****,,
Russell Balanced A,0.9485,0.9440,11.09,12.62,****,,
Russell Balanced Class C,1.0184,1.0137,10.82,12.39,***,,
SUMMIT Select - Active Balanced,1.0278,1.0229,13.55,14.11,****,,
UBS Balanced Investment,1.2958,1.2907,12.84,14.37,****,,
Multisector Moderate,,
Advance Defensive Multi-Blend W,1.0969,1.0947,6.17,6.57,***,,
BT Investor Choice Mod Gr,1.0756,1.0731,7.36,7.55,**,,
CFS FC Inv-FirstChoice Conservative,1.0443,1.0412,7.34,7.19,**,,
CFS FC W Inv-CFS W Conservative,1.1433,1.1410,7.64,7.69,***,,
CFS FC W Inv-FirstChoice W Conservative,1.0618,1.0586,8.17,8.02,***,,
IOOF MultiMix Conservative Trust,1.0190,1.0164,8.63,8.69,****,,
ipac Classic Portfolio 1,0.9401,0.9366,8.29,8.58,****,,
ipac Pathways 30,0.9675,0.9640,8.55,8.98,****,,
Mercer Conservative,0.9809,0.9785,7.37,7.17,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.1083,1.1072,7.20,7.75,***,,
North Index Defensive,0.9757,0.9736,8.30,8.58,****,,
North Multi Manager Active Moderately De,0.9446,0.9414,10.81,11.72,*****,,
Perpetual Wholesale Conservative Growth,1.1508,1.1478,8.57,9.57,*****,,
Russell Conservative A,0.9473,0.9440,7.90,8.67,****,,
UBS Defensive Investment,1.1865,1.1830,10.74,11.25,*****,,
Hedge Funds - Australia,,
Bennelong Kardinia Absolute Return,1.1051,1.1007,6.50,NAv,NAv,,
K2 Australian Absolute Return,191.4800,189.9600,12.41,11.93,***,,
Perpetual Pure Equity Alpha,1.0782,1.0739,9.29,NAv,NAv,,
WaveStone Dynamic Australian Equity,1.4877,1.4789,12.08,13.69,***,,
Hedge Funds - Global,,
Atrium Evolution Series Divers - AEF 7,1.1789,1.1737,8.02,9.41,****,,
K2 Select International Absolute Return,158.6600,157.4000,5.86,10.51,***,,
UBS Dynamic Alpha Strategies Fund A,1.1788,1.1741,10.25,11.71,****,,
van Eyk Blueprint Alternatives,0.7916,0.7894,-0.45,1.65,***,,
Winton Global Alpha,1.1825,1.1811,14.96,5.84,****,,
Equity Asia Pacific w/o Japan,,
Aberdeen Asian Opportunities,2.5196,2.4920,12.96,13.82,****,,
BT Asian Share Retail,6.9008,6.8662,7.71,9.27,**,,
Macquarie Asia New Stars No.1,1.5399,1.5245,24.83,18.52,*****,,
Platinum Asia,3.0147,2.9996,23.05,15.70,****,,
Equity Australia Derivative Income,,
CFS FC W Inv-CFS W Equity Income,NAv,0.7662,10.09,11.98,***,,
Merlon WS Australian Share Income,1.1266,1.1222,10.75,12.55,***,,
Zurich Investments Equity Income,0.7092,0.7070,9.52,10.79,***,,
Equity Australia Large Blend,,
Alphinity Wholesale Australian Share,2.5616,2.5462,14.54,16.59,****,,
AMP Gen-BlackRock Aust Equity Index,1.2641,1.2611,12.59,12.47,**,,
Antares Prof High Growth Shares,1.1146,1.1112,12.53,13.28,****,,
BlackRock Australian Share,1.7013,1.6919,9.76,11.45,**,,
BT Aus Share Retail,3.7463,3.7275,12.30,13.22,****,,
BT Class Inv Core Aus Shr,3.6020,3.5870,12.03,12.99,***,,
BT Imp Shr Retail,1.6840,1.6760,11.40,12.17,***,,
BT Investor Choice Aus Tax Eff,1.9004,1.8908,11.52,13.78,****,,
CFS FC W Inv-CFS W Aus Share Core,1.6006,1.5942,12.16,13.86,****,,
CFS FC W Inv-CFS W Imputation,2.4968,2.4868,13.62,14.93,****,,
CFS FC W Inv-CFS W Index Australian Shr,1.0190,1.0170,14.01,14.08,***,,
CFS FC W Inv-FC W Australian Share,1.1878,1.1830,13.71,13.96,****,,
CFS FC WS Inv-Schroder Australian Equity,NAv,1.4023,12.80,15.61,*****,,
CFS MIF-Australian Share,2.2069,2.1981,14.69,14.79,***,,
CFS MIF-Imputation,3.6030,3.5886,12.66,13.97,***,,
CFS Wholesale Australian Share,2.0415,2.0334,15.72,15.74,****,,
EQT Flagship Common No 2,1.7622,1.7506,13.07,13.55,****,,
Fidelity Australian Equities,27.0680,26.9330,17.03,16.82,*****,,
Fiducian Australian Shares,1.4976,1.4887,13.75,12.54,***,,
IOOF MultiMix Australian Shares Trust,1.0046,0.9996,13.69,13.39,**,,
Macquarie Aus Pure Indexed Equities,1.6662,1.6578,13.97,13.79,***,,
MLC UT/MKey InvSer Australian Share,1.7072,1.7021,9.90,11.72,*,,
MLC UT/MKey InvSer MLC - Vanguard Sh Ind,2.3615,2.3591,12.83,12.88,**,,
Pengana Australian Equities Class A,1.5841,1.5762,8.25,15.54,*****,,
Russell Australian Share A,1.4738,1.4664,14.02,14.21,***,,
The Trust Company Share Imputation,2.7822,2.7739,14.04,15.75,****,,
UBS Australian Share,1.7614,1.7526,12.86,15.04,****,,
UCA Australian Equities Portfolio,13.1853,13.1064,9.65,11.55,**,,
UCA Growth Portfolio,4.5341,4.5069,11.68,12.08,***,,
Vanguard High Yield Australian Shares,1.4411,1.4374,14.03,18.94,*****,,
Vanguard Index Australian Shares,1.9633,1.9583,13.39,13.24,***,,
Westpac Aus Tax Eff Retail,0.8972,0.8927,10.91,13.13,***,,
Equity Australia Large Geared,,
CFS FC W Inv-CFS W Geared Share,3.8103,3.7759,29.55,28.66,***,,
CFS MIF-Geared Share,1.8703,1.8534,28.31,27.43,***,,
Perpetual Wholesale Geared Australian,3.4467,3.4209,27.85,32.97,****,,
Equity Australia Large Growth,,
Arnhem Australian Equity,1.6986,1.6885,11.30,15.52,****,,
Ausbil Australian Active Equity,3.2912,3.2748,15.85,15.42,****,,
Greencape Wholesale Broadcap,1.3340,1.3260,16.45,16.80,*****,,
Greencape Wholesale High Conviction,1.3720,1.3638,15.23,15.26,****,,
Hyperion Australian Growth Companies,3.1276,3.1088,17.10,19.05,*****,,
Perennial Growth Shares Wholesale Trust,1.7152,1.7050,16.09,13.01,***,,
Platypus Australian Equities - Wholesale,1.2206,1.2158,16.25,14.06,****,,
Russell Aust Opportunities Class A,1.3299,1.3207,15.28,14.40,***,,
Equity Australia Large Value,,
CFS FC Inv-Perpetual Industrial Shr,1.3722,1.3667,15.61,20.27,****,,
Maple-Brown Abbott Imputation,1.2147,1.2147,13.52,14.95,**,,
Maple-Brown Abbott Imputation Wholesale,1.2264,1.2203,14.91,16.40,***,,
Maple-Brown Abbott Sharemarket,0.9851,0.9851,13.51,15.29,**,,
MLC UT/MKey InvSer Income Builder,2.6464,2.6385,14.75,18.33,***,,
Perennial Value Shares Wholesale Trust,1.2468,1.2394,17.08,14.46,***,,
Perpetual W Share Plus L/S,2.6389,2.6284,19.02,21.49,*****,,
Perpetual WFIA-Perpetual Aus Shr,3.0058,2.9968,12.92,15.57,****,,
Perpetual WFIA-Perpetual Indl Shr,2.4077,2.4004,15.71,20.34,****,,
Perpetual WFI-Perpetual Indl Shr,1.8151,1.8096,15.92,20.45,****,,
Perpetual Wholesale Australian,1.7175,1.7124,14.15,16.72,****,,
Perpetual Wholesale Concentrated Equity,1.8210,1.8156,16.23,18.43,****,,
Perpetual Wholesale Ethical SRI,1.9429,1.9371,16.82,23.34,*****,,
Perpetual Wholesale Industrial,1.5625,1.5578,16.90,21.57,****,,
Realindex Australian Share-Class A,NAv,1.2035,14.06,16.02,***,,
Sandhurst BMF-Sandhurst Ind Share,1.8708,1.8615,13.24,19.03,****,,
The Trust Company Australian Share,2.3600,2.3530,12.83,15.40,***,,
Equity Australia Mid/Small Blend,,
Aberdeen Australian Small Companies,2.3097,2.2981,19.71,15.13,****,,
Ausbil MicroCap,2.9568,2.9391,33.32,23.59,*****,,
BT Smaller Companies Retail,1.8120,1.8030,12.00,11.41,***,,
Celeste Australian Small Companies,2.9115,2.8940,0.80,6.38,***,,
CFS FC W Inv-CFS W Small Companies Core,1.6290,1.6209,20.21,13.97,****,,
Invesco W Aust Smaller Companies,2.6247,2.6064,6.89,7.19,***,,
Ironbark Karara Australian Small Comp,2.9615,2.9467,14.60,12.19,****,,
NovaPort WS Smaller Companies,2.5069,2.4869,16.21,20.47,****,,
Pengana Emerging Companies,2.4442,2.4296,21.98,17.50,****,,
Smallco Investment,4.0204,3.9844,17.93,35.49,*****,,
Equity Australia Mid/Small Growth,,
Ausbil Australian Emerging Leaders,3.0364,3.0183,20.43,11.30,***,,
Australian Ethical Smaller Companies,2.1549,2.1544,18.13,16.13,****,,
CFS Developing Companies,2.0153,2.0073,18.27,13.87,****,,
CFS Future Leaders,3.9702,3.9544,15.40,10.56,***,,
Eley Griffiths Group Small Companies,1.9451,1.9350,14.21,9.50,***,,
Fairview Equity Partners Emerging Co,1.9588,1.9472,11.42,10.56,****,,
Goldman Sachs Emerging Leaders Fund,NAv,2.5439,24.33,14.48,***,,
Hyperion Small Growth Companies,3.6276,3.6058,13.70,21.84,*****,,
Equity Australia Mid/Small Value,,
Allan Gray Australia Equity,1.3900,1.3844,21.22,17.51,***,,
Perennial Value Smaller Companies Trust,0.8792,0.8740,18.72,5.87,**,,
Perpetual WFIA-Perpetual Small Coms,2.6377,2.6298,15.26,13.12,**,,
Perpetual Wholesale Smaller Companies,1.2487,1.2450,16.14,13.93,***,,
Equity Australia Other,,
Russell After-Tax Aus Shr (SuperInvs) A,1.1405,1.1349,13.84,14.35,NAv,,
The Montgomery,1.3535,1.3467,11.59,NAv,NAv,,
Equity Australia Real Estate,,
APN AREIT,1.4133,1.4061,19.38,18.91,*****,,
APN Property for Income,1.8840,1.8745,17.28,15.40,****,,
CFS FC W Inv-CFS W Property Securities,0.7450,0.7420,18.88,18.75,***,,
Cromwell Phoenix Property Securities,1.0553,1.0511,21.51,24.53,*****,,
Ironbark Paladin Property Securities,0.6982,0.6947,19.56,19.01,***,,
SG Hiscock Premier Property Securities,0.7849,0.7817,20.74,20.20,*****,,
SG Hiscock WS Property Securities,0.6899,0.6871,19.91,19.29,****,,
UBS Property Securities,0.8447,0.8388,19.85,20.95,***,,
Equity Emerging Markets,,
Aberdeen Emerging Opportunities,2.2252,2.2009,13.67,11.32,****,,
CFS Wholesale Glb Emerging Markets Sust,1.7901,1.7776,16.20,18.38,*****,,
CFS Wholesale Global Emerging Market,1.6646,1.6529,12.60,14.99,****,,
Realindex Emerging Markets-Class A,1.0021,0.9981,13.43,7.88,***,,
Russell Emerging Markets Fund Class A,1.1551,1.1447,15.81,10.82,***,,
Walter Scott Emerging Markets,1.1979,1.1914,6.86,9.68,***,,
Equity Europe,,
Platinum European,2.6191,2.6060,3.23,18.02,NAv,,
Equity Global Real Estate,,
Advance Global Property W,0.8064,0.8006,22.04,17.76,***,,
EQT SGH LaSalle Global Listed Prop Secs,1.1516,1.1458,23.94,15.42,***,,
Invesco WS Global Property Secs Hgd A,1.0577,1.0504,21.66,16.21,**,,
Ironbark Global (ex-Aus) Property Secs,0.7230,0.7186,24.66,15.10,***,,
Resolution Capital Global Prp Secs (WS),1.5430,1.5338,23.58,17.37,****,,
Russell Intl Property Secs Hedged A,0.9326,0.9270,22.97,16.29,**,,
Equity Global Resources,,
CFS FC W Inv-CFS W Global Resources,1.6249,1.6152,11.55,-3.86,NAv,,
Equity Greater China,,
Premium China,1.8943,1.8849,11.90,7.12,***,,
Equity Japan,,
Platinum Japan,3.2037,3.1877,13.15,23.25,NAv,,
Equity World - Currency Hedged,,
Arrowstreet Global Equity Hedged,1.1709,1.1661,30.05,22.11,*****,,
Capital International Global Equity Hgd,1.0722,1.0700,20.97,18.65,**,,
Grant Samuel Epoch Gbl Eq Shldr Yld Hgd,0.9128,0.9092,20.64,18.32,****,,
Russell International Shares Hedged A,0.7316,0.7276,21.55,19.46,**,,
Vanguard Index Hedged International Shrs,0.8472,0.8445,23.02,19.76,***,,
Walter Scott Global Equity Hedged,1.1285,1.1237,18.39,17.22,***,,
Zurich Investments Hgd Gbl Thematic Shr,1.1020,1.1002,20.86,15.35,*,,
Equity World Large Blend,,
Altrinsic Global Equities Trust,1.4550,1.4463,9.42,NAv,NAv,,
Arrowstreet Global Equity,0.9868,0.9837,21.30,23.47,*****,,
BT International Share Retail,2.9194,2.9164,14.86,20.97,***,,
Candriam Sustainable Global Equity,1.1189,1.1100,16.62,21.47,****,,
CFS FC Inv-Platinum International,1.7023,1.6921,11.40,15.81,***,,
CFS FC WS Inv-Magellan W Global,1.7699,1.7628,8.84,23.06,*****,,
CFS FC WS Inv-Platinum International,1.7961,1.7853,12.13,16.57,***,,
CFS Wholesale Indexed Global Share,2.0600,2.0538,15.06,20.63,***,,
Fiducian International Shares,1.2784,1.2694,15.58,17.29,***,,
IFP Global Franchise,1.9207,1.9118,12.13,20.51,****,,
IOOF MultiMix International Shares Trust,1.1445,1.1369,15.72,18.03,***,,
Ironbark GTP Global Equity Thematic,1.6777,1.6710,15.87,17.23,***,,
Magellan Global,1.7381,1.7347,9.05,23.67,*****,,
MLC UT/MKey InvSer Platinum Global,2.0964,2.0964,13.19,18.19,****,,
Platinum International,2.0316,2.0214,12.42,17.45,****,,
Platinum International Brands,2.5306,2.5179,3.63,13.01,****,,
PM Capital Absolute Performance,1.9218,1.9122,8.04,30.64,**,,
Russell Global Opportunities A,1.2517,1.2443,12.18,17.67,**,,
Russell International Shares A,1.1498,1.1440,12.01,19.63,***,,
UBS International Share,1.1942,1.1882,14.37,21.65,***,,
Vanguard Index International Shares,1.1978,1.1948,14.67,20.39,***,,
Equity World Large Growth,,
Aberdeen Actively Hedged Intl Equities,2.7732,2.7594,14.00,18.29,***,,
Aberdeen Select Inv Act Hgd Intl Share,0.9936,0.9886,13.77,18.04,***,,
Capital International Global Equity,1.2483,1.2459,13.36,19.82,***,,
Walter Scott Global Equity,1.7049,1.6993,10.37,17.93,***,,
Zurich Investments Gbl Thematic Shr,1.5617,1.5593,12.98,16.08,***,,
Zurich Investments Gbl Thematic Shr Pool,1.6129,1.6103,14.05,17.19,****,,
Zurich Investments Uhgd Gbl Thematic Shr,1.4954,1.4930,13.01,15.93,**,,
Zurich Investments Unhedged Global Gr,1.7033,1.7005,15.11,20.64,****,,
Equity World Large Value,,
Aberdeen International Equity,1.1538,1.1480,13.97,17.94,****,,
AMP Capital W Global Equity Value,0.9898,0.9859,16.06,20.95,***,,
AUI Wingate Global Equity Fund,0.9896,0.9847,9.47,18.18,***,,
Grant Samuel Epoch Gbl Eq Shldr Yld Uhgd,1.2660,1.2610,14.06,19.64,*****,,
Perpetual Wholesale International Share,1.4149,1.4078,10.79,17.74,***,,
Platinum Unhedged,1.4507,1.4434,16.27,18.32,****,,
Realindex Global Share-Class A,1.3336,1.3296,15.33,18.78,***,,
Templeton Global Equity,1.2151,1.2103,14.05,22.80,****,,
Equity World Mid/Small,,
Fidelity Select Global Small Cap,NAv,11.5891,11.41,21.11,***,,
Hunter Hall Global Equities Trust,1.5072,1.4982,15.16,10.83,**,,
Hunter Hall Value Growth Trust,2.9314,2.9138,19.08,12.38,***,,
Infrastructure - Global,,
CFS FC W Inv-CFS W Glbl Listed Infra Sec,1.0244,1.0193,26.05,19.12,****,,
CFS Wholesale Infrastructure Income,NAv,1.1199,9.85,7.64,*,,
Macquarie International Infra Ses,1.1565,1.1507,25.43,19.88,***,,
Magellan Infrastructure,1.0370,1.0338,23.52,17.67,****,,
RARE Emerging Markets,2.1993,2.1861,14.94,15.33,**,,
RARE Infrastructure Value,1.2399,1.2343,21.89,16.23,***,,
RARE Infrastructure Value Unhedged,1.3273,1.3213,16.31,17.08,**,,
Russell Global Listed Infr $A Hedged,1.3225,1.3145,27.98,19.63,****,,
Australian Short Term Fixed Interest,,
IOOF MultiMix Cash Enhanced Trust,1.0092,1.0092,3.53,4.66,***,,
IOOF/Perennial Flex Cash & Income,1.0000,1.0000,1.69,2.65,NAv,,
Russell Aus Cash Enhanced Fund Class A,1.0425,1.0415,4.21,4.72,***,,
Russell Australian Cash A,1.0348,1.0348,2.27,3.05,**,,
TPS Cash Management,NAv,NAv,2.34,3.25,**,,
UBS Cash Plus,1.0327,1.0311,3.32,4.03,***,,
Bonds - Australia,,
Aberdeen Australian Fixed Income,1.1635,1.1623,6.72,6.06,****,,
Aberdeen Income Focused Bond,1.0480,1.0475,6.82,6.16,****,,
Altius Bond,1.0160,1.0160,5.42,5.82,***,,
CFS FC W Inv-CFS W Australian Bond,1.0997,1.0975,5.95,5.27,***,,
CFS Wholesale Sovereign Australian Bond,0.9275,0.9256,2.70,4.01,**,,
Nikko AM Australian Bond,1.0696,1.0690,6.84,6.14,****,,
Perennial Fixed Interest Wholesale,1.0592,1.0592,6.94,7.06,*****,,
Perennial Tactical Income Trust,1.0768,1.0768,5.36,6.04,****,,
PIMCO EQT Wholesale Australian Bond,1.0098,1.0087,6.68,6.41,*****,,
PIMCO EQT Wholesale Australian Focus,1.0342,1.0331,4.51,5.16,**,,
Russell Australian Bond A,1.0606,1.0576,6.89,6.39,****,,
Russell Australian Bond Income,1.0735,1.0725,6.59,6.12,***,,
Schroder Fixed Income Wholesale,1.1171,1.1145,6.14,6.33,****,,
The Trust Company Bond,1.0381,1.0365,4.36,5.56,**,,
UBS Australian Bond,1.1085,1.1076,6.82,6.34,***,,
Bonds - Global,,
Advance Int Fix Intr Multi-Blend W,1.0671,1.0649,9.28,7.60,*****,,
CFS Wholesale Global Corporate Bond,1.0326,1.0264,12.53,10.26,*****,,
PIMCO EQT Wholesale Global Bond,1.0030,1.0019,11.37,8.25,*****,,
Russell Global Bond B,1.0534,1.0482,13.76,NAv,NAv,,
Russell International Bond $A Hedged A,1.0591,1.0539,10.31,9.48,****,,
Bonds - Global / Australia,,
BT WE BT Macquarie Diversified Fixed Int,1.0303,1.0286,4.64,4.57,*,,
CFS FC W Inv-CFS W Diversified Fixed Int,1.0411,1.0370,5.47,4.89,***,,
CFS FC W Inv-FC W Fixed Interest,1.0287,1.0246,7.60,6.73,***,,
IOOF MultiMix Diversified Fixed Interest,1.0047,1.0047,8.15,7.31,****,,
Macquarie Diversified Fixed Interest,1.0579,1.0563,5.71,5.60,***,,
PIMCO EQT WS Diversified Fixed Interest,0.9989,0.9979,8.97,7.30,*****,,
UBS Diversified Fixed Income,0.9040,0.9022,8.45,6.99,****,,
Diversified Credit,,
Antares Income Fund,1.0110,1.0110,NAv,NAv,NAv,,
CFS FC W Inv-CFS W Global Credit Income,1.0101,1.0050,7.45,7.53,***,,
Macquarie Income Opportunities,1.0224,1.0194,4.56,5.92,***,,
Omega Global Corporate Bond,1.0209,1.0179,8.83,7.49,***,,
Perpetual Wholesale Diversified Income,0.9792,0.9772,5.72,6.42,***,,
PIMCO EQT Wholesale Global Credit,0.9908,0.9888,9.25,7.69,****,,
PM Capital Enhanced Yield,1.1218,1.1196,4.99,5.42,***,,
