Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 17/9/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-09-20T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0453,1.0413,NAv,NAv,NAv,,
UBS Balanced Investment,1.3039,1.2987,12.84,14.37,****,,
Multisector Moderate,,
Advance Defensive Multi-Blend W,1.0989,1.0967,6.16,6.56,***,,
BT Investor Choice Mod Gr,1.0755,1.0730,7.36,7.55,**,,
CFS FC Inv-FirstChoice Conservative,1.0486,1.0455,7.34,7.19,**,,
CFS FC W Inv-CFS W Conservative,1.1519,1.1496,7.64,7.69,***,,
CFS FC W Inv-FC W Multi-Index Cons,0.9623,0.9604,8.47,8.28,***,,
CFS FC W Inv-FirstChoice W Conservative,1.0677,1.0645,8.17,8.02,***,,
IOOF MultiMix Conservative Trust,1.0229,1.0203,8.63,8.69,****,,
ipac Classic Portfolio 1,0.9427,0.9393,8.29,8.58,****,,
ipac Pathways 30,0.9701,0.9665,8.55,8.98,****,,
Mercer Conservative,0.9814,0.9789,7.37,7.17,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.1102,1.1091,7.20,7.75,***,,
North Index Defensive,0.9767,0.9745,8.30,8.58,****,,
North Multi Manager Active Moderately De,0.9486,0.9454,10.81,11.72,*****,,
Perpetual Wholesale Conservative Growth,1.1509,1.1479,8.57,9.57,*****,,
Russell Conservative A,0.9482,0.9449,7.90,8.67,****,,
UBS Defensive Investment,1.1882,1.1847,10.74,11.25,*****,,
Hedge Funds - Australia,,
Bennelong Kardinia Absolute Return,1.1051,1.1007,6.50,NAv,NAv,,
K2 Australian Absolute Return,195.9900,194.4300,12.41,11.93,***,,
Perpetual Pure Equity Alpha,1.0718,1.0676,9.29,NAv,NAv,,
WaveStone Dynamic Australian Equity,1.5267,1.5175,12.08,13.69,***,,
Hedge Funds - Global,,
Atrium Evolution Series Divers - AEF 7,1.1669,1.1618,8.02,9.41,****,,
K2 Select International Absolute Return,155.0500,153.8100,5.86,10.51,***,,
UBS Dynamic Alpha Strategies Fund A,1.1773,1.1726,10.25,11.71,****,,
van Eyk Blueprint Alternatives,0.7936,0.7914,-0.45,1.65,***,,
Winton Global Alpha,1.1754,1.1740,14.96,5.84,****,,
Equity Asia Pacific w/o Japan,,
Aberdeen Asian Opportunities,2.4982,2.4709,12.96,13.82,****,,
BT Asian Share Retail,6.8740,6.8396,7.71,9.27,**,,
Platinum Asia,2.9772,2.9623,23.05,15.70,****,,
Equity Australia Derivative Income,,
CFS FC W Inv-CFS W Equity Income,0.8053,0.8021,10.09,11.98,***,,
Merlon WS Australian Share Income,1.1481,1.1435,10.75,12.55,***,,
Zurich Investments Equity Income,0.7326,0.7304,9.52,10.79,***,,
Equity Australia Large Blend,,
Alphinity Wholesale Australian Share,2.6575,2.6417,14.54,16.59,****,,
AMP Gen-BlackRock Aust Equity Index,1.3133,1.3102,12.59,12.47,**,,
Antares Prof High Growth Shares,1.1418,1.1384,12.53,13.28,****,,
BlackRock Australian Share,1.7671,1.7574,9.76,11.45,**,,
BT Aus Share Retail,3.8693,3.8499,12.30,13.22,****,,
BT Class Inv Core Aus Shr,3.7210,3.7050,12.03,12.99,***,,
BT Imp Shr Retail,1.7390,1.7310,11.40,12.17,***,,
BT Investor Choice Aus Tax Eff,1.9645,1.9547,11.52,13.78,****,,
CFS FC W Inv-CFS W Aus Share Core,1.6607,1.6541,12.16,13.86,****,,
CFS FC W Inv-CFS W Imputation,2.6198,2.6094,13.62,14.93,****,,
CFS FC W Inv-CFS W Index Australian Shr,1.0692,1.0671,14.01,14.08,***,,
CFS FC W Inv-FC W Australian Share,1.2465,1.2415,13.71,13.96,****,,
CFS FC WS Inv-Schroder Australian Equity,1.4670,1.4612,12.80,15.61,*****,,
CFS MIF-Australian Share,2.3077,2.2984,14.69,14.79,***,,
CFS MIF-Imputation,3.7731,3.7580,12.66,13.97,***,,
CFS Wholesale Australian Share,2.1383,2.1297,15.72,15.74,****,,
EQT Flagship Common No 2,1.8281,1.8160,13.07,13.55,****,,
Fidelity Australian Equities,27.8780,27.7390,17.03,16.82,*****,,
Fiducian Australian Shares,1.5511,1.5419,13.75,12.54,***,,
IOOF MultiMix Australian Shares Trust,1.0409,1.0357,13.69,13.39,**,,
Macquarie Aus Pure Indexed Equities,1.7316,1.7230,13.97,13.79,***,,
MLC UT/MKey InvSer Australian Share,1.7568,1.7515,9.90,11.72,*,,
MLC UT/MKey InvSer MLC - Vanguard Sh Ind,2.4294,2.4270,12.83,12.88,**,,
Pengana Australian Equities Class A,1.6116,1.6035,8.25,15.54,*****,,
Russell Australian Share A,1.5289,1.5213,14.02,14.21,***,,
The Trust Company Share Imputation,2.8858,2.8771,14.04,15.75,****,,
UBS Australian Share,1.8342,1.8251,12.86,15.04,****,,
UCA Australian Equities Portfolio,13.1853,13.1064,9.65,11.55,**,,
UCA Growth Portfolio,4.5341,4.5069,11.68,12.08,***,,
Vanguard High Yield Australian Shares,1.5124,1.5085,14.03,18.94,*****,,
Vanguard Index Australian Shares,2.0410,2.0358,13.39,13.24,***,,
Westpac Aus Tax Eff Retail,0.9278,0.9231,10.91,13.13,***,,
Equity Australia Large Geared,,
CFS FC W Inv-CFS W Geared Share,4.1362,4.1005,29.55,28.66,***,,
CFS MIF-Geared Share,2.0305,2.0130,28.31,27.43,***,,
Perpetual Wholesale Geared Australian,3.7646,3.7364,27.85,32.97,****,,
Equity Australia Large Growth,,
Arnhem Australian Equity,1.7434,1.7330,11.30,15.52,****,,
Ausbil Australian Active Equity,3.4227,3.4057,15.85,15.42,****,,
Greencape Wholesale Broadcap,1.3796,1.3714,16.45,16.80,*****,,
Greencape Wholesale High Conviction,1.4136,1.4052,15.23,15.26,****,,
Hyperion Australian Growth Companies,3.1674,3.1484,17.10,19.05,*****,,
Macquarie Core Equities,1.3217,1.3151,13.64,12.60,***,,
Perennial Growth Shares Wholesale Trust,1.7714,1.7608,16.09,13.01,***,,
Platypus Australian Equities - Wholesale,1.2607,1.2557,16.25,14.06,****,,
Russell Aust Opportunities Class A,1.3757,1.3661,15.28,14.40,***,,
Equity Australia Large Value,,
CFS FC Inv-Perpetual Industrial Shr,1.4217,1.4160,15.61,20.27,****,,
Maple-Brown Abbott Imputation,1.2554,1.2554,13.52,14.95,**,,
Maple-Brown Abbott Imputation Wholesale,1.2669,1.2606,14.91,16.40,***,,
Maple-Brown Abbott Sharemarket,1.0173,1.0173,13.51,15.29,**,,
MLC UT/MKey InvSer Income Builder,2.7103,2.7022,14.75,18.33,***,,
Perennial Value Shares Wholesale Trust,1.2829,1.2753,17.08,14.46,***,,
Perpetual W Share Plus L/S,2.7049,2.6941,19.02,21.49,*****,,
Perpetual WFIA-Perpetual Aus Shr,3.1172,3.1078,12.92,15.57,****,,
Perpetual WFIA-Perpetual Indl Shr,2.4842,2.4768,15.71,20.34,****,,
Perpetual WFI-Perpetual Indl Shr,1.8726,1.8669,15.92,20.45,****,,
Perpetual Wholesale Australian,1.7799,1.7746,14.15,16.72,****,,
Perpetual Wholesale Concentrated Equity,1.8783,1.8727,16.23,18.43,****,,
Perpetual Wholesale Ethical SRI,2.0130,2.0070,16.82,23.34,*****,,
Perpetual Wholesale Industrial,1.6114,1.6065,16.90,21.57,****,,
Realindex Australian Share-Class A,1.2566,1.2541,14.06,16.02,***,,
Sandhurst BMF-Sandhurst Ind Share,1.9152,1.9056,13.24,19.03,****,,
The Trust Company Australian Share,2.4477,2.4404,12.83,15.40,***,,
Equity Australia Mid/Small Blend,,
Aberdeen Australian Small Companies,2.3515,2.3397,19.71,15.13,****,,
Ausbil MicroCap,3.0702,3.0519,33.32,23.59,*****,,
BT Smaller Companies Retail,1.8470,1.8390,12.00,11.41,***,,
Celeste Australian Small Companies,3.0044,2.9863,0.80,6.38,***,,
CFS FC W Inv-CFS W Small Companies Core,1.6614,1.6531,20.21,13.97,****,,
Invesco W Aust Smaller Companies,2.6916,2.6728,6.89,7.19,***,,
Ironbark Karara Australian Small Comp,3.0325,3.0173,14.60,12.19,****,,
NovaPort WS Smaller Companies,2.5824,2.5618,16.21,20.47,****,,
Pengana Emerging Companies,2.5183,2.5033,21.98,17.50,****,,
Smallco Investment,4.0738,4.0373,17.93,35.49,*****,,
Equity Australia Mid/Small Growth,,
Ausbil Australian Emerging Leaders,3.1409,3.1221,20.43,11.30,***,,
Australian Ethical Smaller Companies,2.1784,2.1780,18.13,16.13,****,,
CFS Developing Companies,2.0911,2.0827,18.27,13.87,****,,
CFS Future Leaders,4.0836,4.0673,15.40,10.56,***,,
Eley Griffiths Group Small Companies,1.9889,1.9785,14.21,9.50,***,,
Fairview Equity Partners Emerging Co,2.0046,1.9928,11.42,10.56,****,,
Goldman Sachs Emerging Leaders Fund,NAv,2.6478,24.33,14.48,***,,
Hyperion Small Growth Companies,3.6462,3.6244,13.70,21.84,*****,,
Equity Australia Mid/Small Value,,
Allan Gray Australia Equity,1.4234,1.4178,21.22,17.51,***,,
Perpetual WFIA-Perpetual Small Coms,2.7032,2.6951,15.26,13.12,**,,
Perpetual Wholesale Smaller Companies,1.2794,1.2755,16.14,13.93,***,,
Equity Australia Other,,
Russell After-Tax Aus Shr (SuperInvs) A,1.1841,1.1781,13.84,14.35,NAv,,
The Montgomery,1.3687,1.3618,11.59,NAv,NAv,,
Equity Australia Real Estate,,
APN AREIT,1.4301,1.4228,19.38,18.91,*****,,
APN Property for Income,1.9053,1.8957,17.28,15.40,****,,
CFS FC W Inv-CFS W Property Securities,0.7560,0.7530,18.88,18.75,***,,
Cromwell Phoenix Property Securities,1.0597,1.0554,21.51,24.53,*****,,
Ironbark Paladin Property Securities,0.7021,0.6985,19.56,19.01,***,,
SG Hiscock Premier Property Securities,0.7849,0.7817,20.74,20.20,*****,,
SG Hiscock WS Property Securities,0.6963,0.6935,19.91,19.29,****,,
UBS Property Securities,0.8511,0.8452,19.85,20.95,***,,
Equity Emerging Markets,,
Aberdeen Emerging Opportunities,2.2497,2.2251,13.67,11.32,****,,
CFS Wholesale Glb Emerging Markets Sust,1.7841,1.7716,16.20,18.38,*****,,
CFS Wholesale Global Emerging Market,1.6521,1.6406,12.60,14.99,****,,
Realindex Emerging Markets-Class A,1.0187,1.0146,13.43,7.88,***,,
Russell Emerging Markets Fund Class A,1.1590,1.1486,15.81,10.82,***,,
Walter Scott Emerging Markets,1.2025,1.1959,6.86,9.68,***,,
Equity Europe,,
Platinum European,2.5789,2.5660,3.23,18.02,NAv,,
Equity Global Real Estate,,
Advance Global Property W,0.8132,0.8074,22.04,17.76,***,,
EQT SGH LaSalle Global Listed Prop Secs,1.1606,1.1548,23.94,15.42,***,,
Invesco WS Global Property Secs Hgd A,1.0718,1.0644,21.66,16.21,**,,
Ironbark Global (ex-Aus) Property Secs,0.7287,0.7243,24.66,15.10,***,,
Resolution Capital Global Prp Secs (WS),1.5558,1.5465,23.58,17.37,****,,
Russell Intl Property Secs Hedged A,0.9448,0.9392,22.97,16.29,**,,
Equity Global Resources,,
CFS FC W Inv-CFS W Global Resources,1.6688,1.6589,11.55,-3.86,NAv,,
Equity Greater China,,
Premium China,1.8982,1.8888,11.90,7.12,***,,
Equity Japan,,
Platinum Japan,3.0883,3.0728,13.15,23.25,NAv,,
Equity World - Currency Hedged,,
Arrowstreet Global Equity Hedged,1.1710,1.1662,30.05,22.11,*****,,
Capital International Global Equity Hgd,1.0832,1.0810,20.97,18.65,**,,
Grant Samuel Epoch Gbl Eq Shldr Yld Hgd,0.9148,0.9112,20.64,18.32,****,,
Russell International Shares Hedged A,0.7349,0.7309,21.55,19.46,**,,
Vanguard Index Hedged International Shrs,0.8518,0.8490,23.02,19.76,***,,
Walter Scott Global Equity Hedged,1.1338,1.1290,18.39,17.22,***,,
Zurich Investments Hgd Gbl Thematic Shr,1.1113,1.1095,20.86,15.35,*,,
Equity World Large Blend,,
Altrinsic Global Equities Trust,1.4215,1.4130,9.42,NAv,NAv,,
Arrowstreet Global Equity,0.9595,0.9566,21.30,23.47,*****,,
BT International Share Retail,2.8462,2.8432,14.86,20.97,***,,
Candriam Sustainable Global Equity,1.0966,1.0879,16.62,21.47,****,,
CFS FC Inv-Platinum International,1.6776,1.6676,11.40,15.81,***,,
CFS FC WS Inv-Magellan W Global,1.7340,1.7270,8.84,23.06,*****,,
CFS FC WS Inv-Platinum International,1.7696,1.7590,12.13,16.57,***,,
CFS Wholesale Indexed Global Share,2.0194,2.0133,15.06,20.63,***,,
Fiducian International Shares,1.2571,1.2483,15.58,17.29,***,,
IFP Global Franchise,1.8929,1.8842,12.13,20.51,****,,
IOOF MultiMix International Shares Trust,1.1247,1.1173,15.72,18.03,***,,
Ironbark GTP Global Equity Thematic,1.6670,1.6603,15.87,17.23,***,,
Magellan Global,1.7026,1.6992,9.05,23.67,*****,,
MLC UT/MKey InvSer Platinum Global,2.0651,2.0651,13.19,18.19,****,,
Platinum International,1.9985,1.9885,12.42,17.45,****,,
Platinum International Brands,2.5143,2.5017,3.63,13.01,****,,
PM Capital Absolute Performance,1.8744,1.8650,8.04,30.64,**,,
Russell Global Opportunities A,1.2314,1.2240,12.18,17.67,**,,
Russell International Shares A,1.1235,1.1179,12.01,19.63,***,,
UBS International Share,1.1707,1.1649,14.37,21.65,***,,
Vanguard Index International Shares,1.1707,1.1677,14.67,20.39,***,,
Equity World Large Growth,,
Aberdeen Actively Hedged Intl Equities,2.7455,2.7319,14.00,18.29,***,,
Aberdeen Select Inv Act Hgd Intl Share,0.9838,0.9788,13.77,18.04,***,,
Capital International Global Equity,1.2272,1.2248,13.36,19.82,***,,
Walter Scott Global Equity,1.6644,1.6589,10.37,17.93,***,,
Zurich Investments Gbl Thematic Shr,1.5286,1.5262,12.98,16.08,***,,
Zurich Investments Gbl Thematic Shr Pool,1.5782,1.5756,14.05,17.19,****,,
Zurich Investments Uhgd Gbl Thematic Shr,1.4637,1.4613,13.01,15.93,**,,
Zurich Investments Unhedged Global Gr,1.6519,1.6493,15.11,20.64,****,,
Equity World Large Value,,
Aberdeen International Equity,1.1409,1.1352,13.97,17.94,****,,
AMP Capital W Global Equity Value,0.9753,0.9714,16.06,20.95,***,,
AUI Wingate Global Equity Fund,0.9745,0.9696,9.47,18.18,***,,
Grant Samuel Epoch Gbl Eq Shldr Yld Uhgd,1.2344,1.2294,14.06,19.64,*****,,
Perpetual Wholesale International Share,1.3826,1.3757,10.79,17.74,***,,
Platinum Unhedged,1.4299,1.4227,16.27,18.32,****,,
Realindex Global Share-Class A,1.3173,1.3133,15.33,18.78,***,,
Templeton Global Equity,1.2060,1.2012,14.05,22.80,****,,
Equity World Mid/Small,,
Fidelity Select Global Small Cap,NAv,11.5881,11.41,21.11,***,,
Hunter Hall Global Equities Trust,1.4809,1.4721,15.16,10.83,**,,
Hunter Hall Value Growth Trust,2.9164,2.8990,19.08,12.38,***,,
Infrastructure - Global,,
CFS FC W Inv-CFS W Glbl Listed Infra Sec,1.0267,1.0216,26.05,19.12,****,,
CFS Wholesale Infrastructure Income,NAv,1.1199,9.85,7.64,*,,
Macquarie International Infra Ses,1.1643,1.1585,25.43,19.88,***,,
Magellan Infrastructure,1.0507,1.0475,23.52,17.67,****,,
RARE Emerging Markets,2.1713,2.1584,14.94,15.33,**,,
RARE Infrastructure Value,1.2441,1.2386,21.89,16.23,***,,
RARE Infrastructure Value Unhedged,1.3036,1.2977,16.31,17.08,**,,
Russell Global Listed Infr $A Hedged,1.3374,1.3294,27.98,19.63,****,,
Australian Short Term Fixed Interest,,
IOOF MultiMix Cash Enhanced Trust,1.0086,1.0086,3.53,4.66,***,,
Russell Aus Cash Enhanced Fund Class A,1.0415,1.0405,4.21,4.72,***,,
Russell Australian Cash A,1.0339,1.0339,2.27,3.05,**,,
TPS Cash Management,NAv,NAv,2.34,3.25,**,,
UBS Cash Plus,1.0319,1.0303,3.32,4.03,***,,
Bonds - Australia,,
Aberdeen Australian Fixed Income,1.1557,1.1545,6.72,6.06,****,,
Aberdeen Income Focused Bond,1.0407,1.0402,6.82,6.16,****,,
Altius Bond,1.0118,1.0118,5.42,5.82,***,,
CFS FC W Inv-CFS W Australian Bond,1.1074,1.1052,5.95,5.27,***,,
CFS Wholesale Sovereign Australian Bond,0.9310,0.9292,2.70,4.01,**,,
Nikko AM Australian Bond,1.0631,1.0624,6.84,6.14,****,,
Perennial Fixed Interest Wholesale,1.0534,1.0534,6.94,7.06,*****,,
Perennial Tactical Income Trust,1.0763,1.0763,5.36,6.04,****,,
PIMCO EQT Wholesale Australian Bond,1.0026,1.0015,6.68,6.41,*****,,
PIMCO EQT Wholesale Australian Focus,1.0306,1.0295,4.51,5.16,**,,
Russell Australian Bond A,1.0542,1.0512,6.89,6.39,****,,
Russell Australian Bond Income,1.0661,1.0651,6.59,6.12,***,,
Schroder Fixed Income Wholesale,1.1122,1.1096,6.14,6.33,****,,
The Trust Company Bond,1.0352,1.0336,4.36,5.56,**,,
UBS Australian Bond,1.1016,1.1008,6.82,6.34,***,,
Bonds - Global,,
Advance Int Fix Intr Multi-Blend W,1.0645,1.0623,9.28,7.60,*****,,
CFS Wholesale Global Corporate Bond,1.0397,1.0335,12.53,10.26,*****,,
PIMCO EQT Wholesale Global Bond,1.0015,1.0004,11.37,8.25,*****,,
Russell Global Bond B,1.0642,1.0588,13.76,NAv,NAv,,
Russell International Bond $A Hedged A,1.0536,1.0484,10.31,9.48,****,,
Bonds - Global / Australia,,
BT WE BT Macquarie Diversified Fixed Int,1.0250,1.0233,4.64,4.57,*,,
CFS FC W Inv-CFS W Diversified Fixed Int,1.0443,1.0401,5.47,4.89,***,,
CFS FC W Inv-FC W Fixed Interest,1.0276,1.0235,7.60,6.73,***,,
IOOF MultiMix Diversified Fixed Interest,1.0029,1.0029,8.15,7.31,****,,
Macquarie Diversified Fixed Interest,1.0531,1.0515,5.71,5.60,***,,
PIMCO EQT WS Diversified Fixed Interest,0.9947,0.9937,8.97,7.30,*****,,
UBS Diversified Fixed Income,0.8998,0.8980,8.45,6.99,****,,
Diversified Credit,,
Antares Income Fund,1.0107,1.0107,NAv,NAv,NAv,,
CFS FC W Inv-CFS W Global Credit Income,1.0151,1.0100,7.45,7.53,***,,
Macquarie Income Opportunities,1.0221,1.0191,4.56,5.92,***,,
Omega Global Corporate Bond,1.0173,1.0142,8.83,7.49,***,,
Perpetual Wholesale Diversified Income,0.9784,0.9764,5.72,6.42,***,,
PIMCO EQT Wholesale Global Credit,0.9877,0.9857,9.25,7.69,****,,
