Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 21/10/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 30/9/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 30/9/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-10-25T13:30:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0151,1.0111,NAv,NAv,NAv,,
IOOF Multi Series Balanced Trust,0.8627,0.8591,10.54,12.61,****,,
IOOF MultiMix Moderate Trust,1.0182,1.0134,8.54,10.64,***,,
IOOF Profile 55,0.9426,0.9416,5.81,10.38,***,,
ipac Classic Value Portfolio,0.9569,0.9525,8.56,12.01,****,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,0.9930,0.9920,6.43,9.63,**,,
Netwealth Active Balanced,0.7054,0.7030,7.43,11.95,***,,
North Index Moderately Defensive,0.9336,0.9312,8.18,11.18,****,,
Pre Select Balanced,1.1404,1.1377,8.07,11.53,*****,,
Russell Diversified 50 A,1.0311,1.0268,8.03,11.31,****,,
Schroder Real Return CPI+5% Wholesale,1.1384,1.1338,6.72,9.14,**,,
SUMMIT Select - Active Mod Defensive,1.0539,1.0497,8.45,12.19,****,,
Summit Select Income Generator,1.1215,1.1171,7.17,11.34,****,,
The Trust Company Philanthropy,0.8279,0.8250,5.10,10.10,*,,
UBS Tactical Beta Fund - Balanced,1.1306,1.1272,10.70,NAv,NAv,,
Multisector Conservative,,
North Multi Manager Active Defensive,0.9823,0.9799,6.86,8.96,*****,,
Multisector Growth,,
Adv Balanced Multi-Blend ARS,0.8420,0.8420,5.29,10.05,**,,
Advance Balanced Multi-Blend W,1.1069,1.1023,6.54,11.34,***,,
AMP FLI-AMP Balanced Growth,1.0638,1.0589,7.28,12.71,**,,
AMP Gen-Balanced,0.9977,0.9929,9.26,13.65,***,,
BT Active Bal WS,1.6584,1.6536,7.99,12.00,***,,
BT Investor Choice Bal Gr,1.2094,1.2053,6.44,11.31,**,,
BT Multi-Manager Bal Retail,1.0221,1.0180,5.45,10.21,*,,
CBA Balanced,NAv,1.4970,6.95,9.54,**,,
CBA Growth,NAv,1.6668,6.96,11.97,***,,
CFS FC Inv-FirstChoice Growth,1.0890,1.0847,9.39,13.07,***,,
CFS FC W Inv-CFS W Diversified,1.5617,1.5554,8.94,13.35,***,,
CFS FC W Inv-FC W Multi-Index Balanced,1.0455,1.0424,9.50,13.94,*****,,
CFS FC W Inv-FirstChoice W Growth,1.0941,1.0897,10.40,14.13,****,,
CFS MIF-Diversified,1.8182,1.8110,8.03,12.40,**,,
DMG Diversified Portfolio,1.0451,1.0399,6.78,NAv,NAv,,
EQT Growth,1.4101,1.4002,6.78,13.90,****,,
Fiducian Balanced,1.1360,1.1303,9.04,12.89,***,,
IOOF MultiMix Balanced Growth Trust,1.0494,1.0436,10.04,13.29,***,,
IOOF Profile 75,0.9468,0.9454,7.27,13.45,***,,
ipac Classic Portfolio 2,0.8765,0.8721,9.41,13.70,***,,
ipac Pathways 70,0.9363,0.9315,9.89,14.30,****,,
ipac Strat Inv Srv Inflation Plus 4,1.0474,1.0420,8.89,13.26,***,,
MLC UT/MKey InvSer Horizon 4 - Balanced,1.3743,1.3716,7.74,12.13,**,,
North Index Balanced,0.8159,0.8136,9.59,13.80,****,,
North Multi Manager Active Growth,0.8480,0.8437,11.13,16.94,*****,,
North Multi Manager Balanced,0.9355,0.9315,9.84,14.81,****,,
North Select Active Balanced,1.1519,1.1460,10.50,14.78,****,,
OnePath OA IP-OP Tax Effective Inc NE,1.5776,1.5776,4.09,11.14,*,,
Perpetual Wholesale Balanced Growth,1.4947,1.4896,9.21,14.52,*****,,
Pre Select Growth,1.2314,1.2278,9.38,14.33,****,,
Russell Balanced A,0.9287,0.9244,9.09,13.47,****,,
Russell Balanced Class C,0.9984,0.9937,8.84,13.24,***,,
SUMMIT Select - Active Balanced,1.0133,1.0085,10.41,14.84,*****,,
UBS Balanced Investment,1.2552,1.2502,10.86,15.13,****,,
Multisector Moderate,,
Advance Defensive Multi-Blend W,1.0928,1.0906,4.78,6.98,***,,
BT Investor Choice Mod Gr,1.0789,1.0764,5.55,7.65,**,,
CFS FC Inv-FirstChoice Conservative,1.0424,1.0393,5.90,7.35,**,,
CFS FC W Inv-CFS W Conservative,1.1425,1.1403,6.02,7.85,***,,
CFS FC W Inv-FC W Multi-Index Cons,0.9522,0.9503,6.33,8.37,***,,
CFS FC W Inv-FirstChoice W Conservative,1.0602,1.0571,6.73,8.19,***,,
IOOF MultiMix Conservative Trust,1.0146,1.0120,6.97,8.83,****,,
ipac Classic Portfolio 1,0.9374,0.9339,6.45,8.78,***,,
ipac Pathways 30,0.9647,0.9612,6.72,9.17,****,,
Mercer Conservative,0.9752,0.9727,6.14,7.35,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.1076,1.1065,5.09,7.62,**,,
North Index Defensive,0.9737,0.9716,6.67,8.59,****,,
North Multi Manager Active Moderately De,0.9379,0.9347,8.35,11.95,*****,,
Perpetual Wholesale Conservative Growth,1.1431,1.1402,6.87,9.56,*****,,
Russell Conservative A,0.9385,0.9352,6.81,8.95,****,,
UBS Defensive Investment,1.1679,1.1644,9.51,11.13,*****,,
Hedge Funds - Australia,,
Bennelong Kardinia Absolute Return,1.0942,1.0898,5.25,NAv,NAv,,
K2 Australian Absolute Return,191.1000,189.5800,5.33,12.99,***,,
Perpetual Pure Equity Alpha,1.0797,1.0754,10.52,NAv,NAv,,
WaveStone Dynamic Australian Equity,1.4839,1.4751,5.73,14.59,***,,
Hedge Funds - Global,,
Atrium Evolution Series Divers - AEF 7,1.1603,1.1552,8.02,9.79,****,,
K2 Select International Absolute Return,148.5100,147.3300,9.49,13.65,****,,
UBS Dynamic Alpha Strategies Fund A,1.1654,1.1607,9.83,11.65,****,,
van Eyk Blueprint Alternatives,0.7853,0.7831,0.18,1.52,**,,
Winton Global Alpha,1.2103,1.2089,13.15,5.72,****,,
Equity Asia Pacific w/o Japan,,
Aberdeen Asian Opportunities,2.4254,2.3989,14.51,15.10,****,,
BT Asian Share Retail,6.7345,6.7009,10.10,11.54,**,,
Macquarie Asia New Stars No.1,1.4749,1.4603,33.76,24.35,*****,,
Platinum Asia,2.8892,2.8747,21.90,17.72,****,,
Equity Australia Derivative Income,,
CFS FC W Inv-CFS W Equity Income,0.7667,0.7636,4.01,11.68,****,,
Merlon WS Australian Share Income,1.1067,1.1023,4.36,12.29,***,,
Zurich Investments Equity Income,0.7043,0.7021,3.32,10.81,***,,
Equity Australia Large Blend,,
Alphinity Wholesale Australian Share,2.5280,2.5180,5.82,16.99,****,,
AMP Gen-BlackRock Aust Equity Index,1.2641,1.2611,4.44,12.83,**,,
Antares Prof High Growth Shares,1.0911,1.0879,5.13,13.50,****,,
BlackRock Australian Share,1.6995,1.6901,1.88,11.84,**,,
BT Aus Share Retail,3.7225,3.7039,4.06,13.65,****,,
BT Class Inv Core Aus Shr,3.5810,3.5660,3.82,13.41,***,,
BT Imp Shr Retail,1.6830,1.6760,3.85,12.61,***,,
BT Investor Choice Aus Tax Eff,1.9152,1.9056,3.54,14.15,****,,
CFS FC W Inv-CFS W Aus Share Core,1.6129,1.6065,5.15,13.86,****,,
CFS FC W Inv-CFS W Imputation,2.5249,2.5148,6.00,15.23,****,,
CFS FC W Inv-CFS W Index Australian Shr,1.0295,1.0275,5.64,14.39,***,,
CFS FC W Inv-FC W Australian Share,1.1937,1.1889,5.63,14.23,****,,
CFS FC WS Inv-Schroder Australian Equity,1.4081,1.4024,4.66,15.59,*****,,
CFS MIF-Australian Share,2.2204,2.2115,6.41,15.31,***,,
CFS MIF-Imputation,3.6419,3.6274,5.08,14.27,***,,
CFS Wholesale Australian Share,2.0552,2.0470,7.37,16.29,****,,
EQT Flagship Common No 2,1.7611,1.7495,4.44,14.15,****,,
Fidelity Australian Equities,27.1588,27.0234,8.31,17.62,*****,,
Fiducian Australian Shares,1.4812,1.4723,5.62,13.35,***,,
IOOF MultiMix Australian Shares Trust,0.9943,0.9893,5.36,14.09,**,,
Macquarie Aus Pure Indexed Equities,1.6475,1.6393,5.56,14.15,***,,
MLC UT/MKey InvSer Australian Share,1.7088,1.7036,1.92,11.78,*,,
MLC UT/MKey InvSer MLC - Vanguard Sh Ind,2.3720,2.3696,4.46,13.16,**,,
Pengana Australian Equities Class A,1.5711,1.5632,4.21,15.54,*****,,
Russell Australian Share A,1.4559,1.4487,5.54,14.64,***,,
The Trust Company Share Imputation,2.7430,2.7348,5.11,15.22,****,,
UBS Australian Share,1.7355,1.7268,4.38,15.53,****,,
UCA Australian Equities Portfolio,12.5296,12.4546,1.05,12.04,**,,
UCA Growth Portfolio,4.3857,4.3595,5.16,13.49,***,,
Vanguard High Yield Australian Shares,1.4311,1.4274,3.84,17.21,*****,,
Vanguard Index Australian Shares,1.9637,1.9587,5.02,13.58,***,,
Westpac Aus Tax Eff Retail,0.9039,0.8994,2.97,13.51,***,,
Equity Australia Large Geared,,
CFS FC W Inv-CFS W Geared Share,3.8008,3.7664,9.96,29.47,***,,
CFS MIF-Geared Share,1.8646,1.8478,8.94,28.23,***,,
Perpetual Wholesale Geared Australian,3.4031,3.3777,5.40,31.39,****,,
Equity Australia Large Growth,,
Arnhem Australian Equity,1.7055,1.6953,2.85,15.24,****,,
Ausbil Australian Active Equity,3.2631,3.2468,7.03,16.05,****,,
Greencape Wholesale Broadcap,1.3148,1.3096,7.91,16.98,*****,,
Greencape Wholesale High Conviction,1.3496,1.3442,7.24,15.55,****,,
Hyperion Australian Growth Companies,3.1149,3.0963,7.11,20.82,*****,,
Perennial Growth Shares Wholesale Trust,1.6916,1.6814,6.38,13.49,**,,
Platypus Australian Equities - Wholesale,1.2088,1.2039,9.29,16.47,****,,
Russell Aust Opportunities Class A,1.3238,1.3146,6.85,14.58,***,,
Equity Australia Large Value,,
CFS FC Inv-Perpetual Industrial Shr,1.3821,1.3765,6.78,19.10,****,,
Maple-Brown Abbott Aus Shr Retail,1.2118,1.2118,4.88,14.54,**,,
Maple-Brown Abbott Aus Shr Wholesale,1.2201,1.2150,6.17,15.97,***,,
Maple-Brown Abbott Sharemarket,0.9815,0.9815,5.15,14.97,**,,
MLC UT/MKey InvSer Income Builder,2.6680,2.6600,6.63,17.34,***,,
Perennial Value Shares Wholesale Trust,1.2327,1.2253,8.07,14.57,***,,
Perpetual W Share Plus L/S,2.6423,2.6318,13.13,21.78,*****,,
Perpetual WFIA-Perpetual Aus Shr,2.9920,2.9830,3.90,15.01,****,,
Perpetual WFIA-Perpetual Indl Shr,2.3844,2.3773,6.82,19.17,****,,
Perpetual WFI-Perpetual Indl Shr,1.7961,1.7907,7.07,19.27,****,,
Perpetual Wholesale Australian,1.7112,1.7061,5.06,16.18,****,,
Perpetual Wholesale Concentrated Equity,1.8083,1.8029,8.06,17.81,*****,,
Perpetual Wholesale Ethical SRI,1.9176,1.9118,5.91,23.21,*****,,
Perpetual Wholesale Industrial,1.5430,1.5383,7.98,20.39,****,,
Realindex Australian Share-Class A,1.2031,1.2007,5.06,15.64,***,,
Sandhurst BMF-Sandhurst Ind Share,1.9048,1.8953,7.30,18.12,****,,
The Trust Company Australian Share,2.3274,2.3204,4.61,14.95,***,,
Equity Australia Mid/Small Blend,,
Aberdeen Australian Small Companies,2.2726,2.2612,10.91,14.53,****,,
Ausbil MicroCap,2.8392,2.8222,21.77,26.21,*****,,
BT Smaller Companies Retail,1.7840,1.7750,3.94,13.59,***,,
Celeste Australian Small Companies,2.7942,2.7774,-7.54,6.95,***,,
CFS FC W Inv-CFS W Small Companies Core,1.6014,1.5934,12.74,16.36,****,,
Invesco W Aust Smaller Companies,2.5409,2.5232,-4.01,7.90,***,,
Ironbark Karara Australian Small Comp,2.8839,2.8695,7.31,14.40,****,,
NovaPort WS Smaller Companies,2.4437,2.4291,7.03,19.92,****,,
Pengana Emerging Companies,2.4030,2.3886,12.37,18.74,****,,
Smallco Investment,4.0193,3.9833,12.33,36.44,*****,,
Equity Australia Mid/Small Growth,,
Ausbil Australian Emerging Leaders,2.9699,2.9521,8.50,14.58,***,,
Australian Ethical Smaller Companies,2.1668,2.1664,11.88,19.08,****,,
CFS Developing Companies,1.9635,1.9557,8.34,14.82,****,,
CFS Future Leaders,3.8579,3.8425,4.50,11.96,***,,
Eley Griffiths Group Small Companies,1.9009,1.8911,3.45,11.50,***,,
Fairview Equity Partners Emerging Co,1.9191,1.9077,2.05,13.10,****,,
Hyperion Small Growth Companies,3.6468,3.6250,4.14,21.75,*****,,
Equity Australia Mid/Small Value,,
Allan Gray Australia Equity,1.3700,1.3646,14.36,16.93,**,,
Perpetual WFIA-Perpetual Small Coms,2.5446,2.5370,5.11,14.90,***,,
Perpetual Wholesale Smaller Companies,1.2051,1.2015,5.90,15.75,***,,
Equity Australia Other,,
Russell After-Tax Aus Shr (SuperInvs) A,1.1313,1.1257,5.34,14.61,NAv,,
The Montgomery,1.3352,1.3285,6.14,NAv,NAv,,
Equity Australia Real Estate,,
APN AREIT,1.4164,1.4092,13.11,18.72,****,,
APN Property for Income,1.8895,1.8800,11.95,15.00,****,,
CFS FC W Inv-CFS W Property Securities,0.7494,0.7464,11.90,18.93,***,,
Cromwell Phoenix Property Securities,1.0473,1.0431,16.20,24.70,*****,,
Ironbark Paladin Property Securities,0.6998,0.6963,12.33,18.78,***,,
SG Hiscock Premier Property Securities,0.7462,0.7432,12.92,19.97,*****,,
SG Hiscock WS Property Securities,0.6918,0.6890,12.18,19.06,****,,
UBS Property Securities,0.8485,0.8426,11.88,21.24,***,,
Equity Emerging Markets,,
Aberdeen Emerging Opportunities,2.1532,2.1296,9.63,12.23,****,,
CFS Wholesale Glb Emerging Markets Sust,1.7417,1.7296,18.25,19.97,*****,,
CFS Wholesale Global Emerging Market,1.6038,1.5926,13.93,15.86,****,,
Realindex Emerging Markets-Class A,0.9698,0.9659,8.51,9.15,**,,
Russell Emerging Markets Fund Class A,1.0939,1.0841,12.01,11.62,***,,
Walter Scott Emerging Markets,1.1634,1.1571,4.90,10.97,***,,
Equity Europe,,
Platinum European,2.4804,2.4680,6.32,20.04,NAv,,
Equity Global Real Estate,,
Advance Global Property W,0.8019,0.7963,11.88,20.48,***,,
EQT SGH LaSalle Global Listed Prop Secs,1.1645,1.1586,14.13,17.53,***,,
Invesco WS Global Property Secs Hgd A,1.0556,1.0482,11.25,18.84,**,,
Ironbark Global (ex-Aus) Property Secs,0.7313,0.7269,13.74,17.61,***,,
Resolution Capital Global Prp Secs (WS),1.5552,1.5459,14.15,19.77,*****,,
Russell Intl Property Secs Hedged A,0.9224,0.9168,12.62,19.19,**,,
Equity Global Resources,,
CFS FC W Inv-CFS W Global Resources,1.5459,1.5367,7.38,-0.52,NAv,,
Equity Greater China,,
Premium China,1.8507,1.8415,14.45,13.85,***,,
Equity Japan,,
Platinum Japan,2.9048,2.8903,15.52,23.47,NAv,,
Equity World - Currency Hedged,,
Arrowstreet Global Equity Hedged,1.0938,1.0893,22.69,24.78,*****,,
Capital International Global Equity Hgd,1.0114,1.0094,13.84,21.22,**,,
Grant Samuel Epoch Gbl Eq Shldr Yld Hgd,0.8678,0.8644,16.82,19.01,****,,
Russell International Shares Hedged A,0.6901,0.6863,16.76,22.02,**,,
Vanguard Index Hedged International Shrs,0.8008,0.7982,17.62,21.99,****,,
Walter Scott Global Equity Hedged,1.0729,1.0683,11.95,18.92,***,,
Zurich Investments Hgd Gbl Thematic Shr,1.0411,1.0395,14.99,17.61,*,,
Equity World Large Blend,,
Altrinsic Global Equities Trust,1.3599,1.3518,14.03,NAv,NAv,,
Arrowstreet Global Equity,0.9209,0.9180,25.31,24.83,*****,,
BT International Share Retail,2.7218,2.7190,20.26,22.37,***,,
Candriam Sustainable Global Equity,1.0503,1.0419,20.54,22.67,****,,
CFS FC Inv-Platinum International,1.6000,1.5904,13.82,17.18,***,,
CFS FC WS Inv-Magellan W Global,1.6901,1.6833,16.54,23.66,****,,
CFS FC WS Inv-Platinum International,1.6886,1.6785,14.57,17.96,***,,
CFS Wholesale Indexed Global Share,1.9511,1.9453,20.05,21.92,***,,
Fiducian International Shares,1.2072,1.1988,17.81,18.68,***,,
IFP Global Franchise,1.8346,1.8262,18.60,20.74,****,,
IOOF MultiMix International Shares Trust,1.0670,1.0600,18.52,19.52,**,,
Ironbark GTP Global Equity Thematic,1.5916,1.5852,16.76,19.18,***,,
Magellan Global,1.6540,1.6506,16.69,24.12,*****,,
MLC UT/MKey InvSer Platinum Global,1.9509,1.9509,15.60,19.75,****,,
Platinum International,1.8929,1.8834,14.66,18.41,***,,
Platinum International Brands,2.4355,2.4233,3.37,14.90,****,,
PM Capital Absolute Performance,1.8427,1.8335,18.32,32.27,**,,
Russell Global Opportunities A,1.1821,1.1751,16.38,19.38,**,,
Russell International Shares A,1.0831,1.0777,17.20,21.33,***,,
UBS International Share,1.1148,1.1093,17.80,23.81,***,,
Vanguard Index International Shares,1.1291,1.1262,19.70,21.67,***,,
Equity World Large Growth,,
Aberdeen Actively Hedged Intl Equities,2.6381,2.6249,15.97,18.66,***,,
Aberdeen Select Inv Act Hgd Intl Share,0.9456,0.9408,15.70,18.40,***,,
Capital International Global Equity,1.1750,1.1726,16.06,21.60,***,,
Walter Scott Global Equity,1.6202,1.6148,14.48,18.47,***,,
Zurich Investments Gbl Thematic Shr,1.4709,1.4685,18.02,17.46,***,,
Zurich Investments Gbl Thematic Shr Pool,1.5134,1.5110,19.13,18.57,****,,
Zurich Investments Uhgd Gbl Thematic Shr,1.4086,1.4064,18.03,17.28,**,,
Zurich Investments Unhedged Global Gr,1.6110,1.6084,17.53,22.34,****,,
Equity World Large Value,,
Aberdeen International Equity,1.0978,1.0924,15.99,18.33,***,,
AMP Capital W Global Equity Value,0.9251,0.9214,19.33,22.62,**,,
AUI Wingate Global Equity Fund,0.9275,0.9229,16.08,18.83,***,,
Grant Samuel Epoch Gbl Eq Shldr Yld Uhgd,1.2074,1.2026,19.57,19.64,****,,
Perpetual Wholesale International Share,1.3261,1.3195,16.77,19.13,***,,
Platinum Unhedged,1.3326,1.3259,16.21,18.94,***,,
Realindex Global Share-Class A,1.2626,1.2589,17.53,19.93,***,,
Templeton Global Equity,1.1326,1.1280,16.03,23.69,****,,
Equity World Mid/Small,,
Fidelity Select Global Small Cap,NAv,11.1541,11.13,23.30,***,,
Hunter Hall Value Growth Trust,2.8007,2.7867,18.02,15.03,***,,
Infrastructure - Global,,
CFS FC W Inv-CFS W Glbl Listed Infra Sec,1.0118,1.0068,19.11,18.83,****,,
CFS Wholesale Infrastructure Income,NAv,1.1318,9.56,7.48,*,,
Macquarie International Infra Ses,1.1165,1.1109,19.24,20.20,***,,
Magellan Infrastructure,1.0329,1.0299,19.10,17.36,***,,
RARE Emerging Markets,2.1519,2.1391,21.09,19.06,**,,
RARE Infrastructure Value,1.1930,1.1877,16.64,16.82,***,,
RARE Infrastructure Value Unhedged,1.2798,1.2741,18.14,17.94,***,,
Russell Global Listed Infr $A Hedged,1.2833,1.2757,21.55,20.14,****,,
Australian Short Term Fixed Interest,,
IOOF MultiMix Cash Enhanced Trust,1.0095,1.0095,3.44,4.62,***,,
Russell Aus Cash Enhanced Fund Class A,1.0390,1.0380,3.95,4.70,***,,
Russell Australian Cash A,1.0320,1.0320,2.27,2.98,**,,
TPS Cash Management,NAv,NAv,2.35,3.18,**,,
UBS Cash Plus,1.0268,1.0253,3.28,4.00,***,,
Bonds - Australia,,
Aberdeen Australian Fixed Income,1.1581,1.1569,5.99,5.57,****,,
Altius Bond,1.0131,1.0131,5.13,5.60,***,,
AMP Capital Corporate Bond H,1.0331,1.0290,6.09,7.13,*****,,
CFS FC W Inv-CFS W Australian Bond,1.1050,1.1028,5.33,5.01,***,,
CFS Wholesale Sovereign Australian Bond,0.9290,0.9271,2.62,3.81,**,,
Nikko AM Australian Bond,1.0670,1.0664,6.14,5.82,****,,
Perennial Fixed Interest Wholesale,1.0576,1.0576,6.04,6.71,*****,,
Perennial Tactical Income Trust,1.0705,1.0705,4.68,5.93,***,,
PIMCO EQT Wholesale Australian Bond,1.0154,1.0143,5.99,6.18,*****,,
PIMCO EQT Wholesale Australian Focus,1.0361,1.0350,4.13,5.07,**,,
Russell Australian Bond A,1.0627,1.0597,6.04,6.03,****,,
Russell Australian Bond Income,1.0753,1.0743,5.66,5.71,***,,
Schroder Fixed Income Wholesale,1.1139,1.1113,5.56,6.01,****,,
The Trust Company Bond,1.0124,1.0107,3.88,5.50,**,,
UBS Australian Bond,1.1084,1.1076,6.10,5.96,****,,
Bonds - Global,,
Advance Int Fix Intr Multi-Blend W,1.0683,1.0661,8.45,7.88,*****,,
CFS Wholesale Global Corporate Bond,1.0426,1.0364,10.55,10.04,*****,,
PIMCO EQT Wholesale Global Bond,1.0057,1.0046,8.97,8.48,*****,,
Russell Global Bond B,1.0801,1.0747,9.74,NAv,NAv,,
Russell International Bond $A Hedged A,1.0640,1.0586,9.60,9.31,****,,
Bonds - Global / Australia,,
BT WE BT Macquarie Diversified Fixed Int,1.0294,1.0277,3.91,4.27,*,,
CFS FC W Inv-CFS W Diversified Fixed Int,1.0407,1.0365,5.15,4.95,***,,
CFS FC W Inv-FC W Fixed Interest,1.0341,1.0299,7.16,6.52,****,,
IOOF MultiMix Diversified Fixed Interest,1.0012,1.0012,6.97,7.19,****,,
Macquarie Diversified Fixed Interest,1.0614,1.0598,4.75,5.29,***,,
PIMCO EQT WS Diversified Fixed Interest,1.0029,1.0018,7.45,7.29,*****,,
UBS Diversified Fixed Income,0.8980,0.8962,7.89,6.69,****,,
Diversified Credit,,
Antares Income Fund,1.0060,1.0060,NAv,NAv,NAv,,
CFS FC W Inv-CFS W Global Credit Income,1.0068,1.0017,6.83,7.99,***,,
Macquarie Income Opportunities,1.0178,1.0148,4.41,5.87,***,,
Omega Global Corporate Bond,1.0297,1.0266,7.62,8.04,***,,
Perpetual Wholesale Diversified Income,0.9680,0.9661,5.37,6.39,***,,
PIMCO EQT Wholesale Global Credit,0.9940,0.9920,7.65,7.62,****,,
PM Capital Enhanced Yield,1.1129,1.1107,4.73,5.69,***,,
