IOOF Multi Series Balanced Trust,0.8244,0.8210,7.50,12.29,****,,
IOOF MultiMix Moderate Trust,1.0724,1.0674,6.95,10.20,***,,
IOOF Profile 55,0.9581,0.9571,3.40,9.40,***,,
ipac Classic Value Portfolio,0.9680,0.9635,4.22,10.11,***,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,1.0305,1.0294,5.40,8.68,**,,
MLC Wholesale Horizon 3 Conservative Gr,1.0993,1.0977,6.42,9.65,****,,
Netwealth Active Balanced,0.7465,0.7440,7.31,10.48,****,,
North Index Moderately Defensive,0.9710,0.9685,5.76,9.90,****,,
North Select Income Generator,1.1338,1.1294,5.12,9.97,****,,
Pre Select Balanced,1.1838,1.1810,4.99,9.72,****,,
Russell Diversified 50 A,NAv,1.0298,6.06,10.00,****,,
Schroder Real Return CPI+5% Wholesale,1.1391,1.1345,4.71,7.26,***,,
SUMMIT Select - Active Mod Defensive,1.0634,1.0591,4.70,10.06,****,,
UBS Tactical Beta Fund - Balanced,1.0846,1.0814,2.85,NAv,NAv,,
Multisector Conservative,,
North Multi Manager Active Defensive,0.9750,0.9727,5.10,7.69,*****,,
Multisector Growth,,
Advance Balanced Multi-Blend W,1.1206,1.1162,5.02,9.67,***,,
AMP Gen-Balanced,1.0057,1.0009,4.49,11.56,***,,
BT Active Bal WS,NAv,NAv,7.99,11.97,****,,
BT Investor Choice Bal Gr,NAv,NAv,6.08,10.16,***,,
BT Multi-Manager Bal Retail,NAv,NAv,3.97,8.56,*,,
CBA Balanced,NAv,1.5612,4.03,8.82,**,,
CFS FC Inv-FirstChoice Growth,1.1370,1.1324,4.33,11.47,***,,
CFS FC W Inv-CFS W Diversified,1.6240,1.6175,5.19,11.80,***,,
CFS FC W Inv-FC W Multi-Index Balanced,1.0220,1.0189,2.71,11.28,****,,
CFS FC W Inv-FirstChoice W Growth,1.1441,1.1396,5.29,12.51,****,,
CFS MIF-Diversified,1.8881,1.8806,4.32,10.87,**,,
DMG Diversified Portfolio,1.0777,1.0723,8.41,NAv,NAv,,
EQT Growth,1.4222,1.4165,4.23,11.80,****,,
Fiducian Balanced,1.2454,1.2392,8.94,13.26,****,,
IOOF MultiMix Balanced Growth Trust,1.0685,1.0629,9.29,13.62,****,,
IOOF Profile 75,0.9557,0.9543,4.44,12.32,***,,
ipac Classic Portfolio 2,0.8880,0.8835,4.66,11.62,***,,
ipac Pathways 70,0.9458,0.9410,5.25,12.29,***,,
Macquarie Balanced Growth,1.0698,1.0662,4.33,10.84,NAv,,
MLC UT/MKey InvSer Horizon 4 - Balanced,NAv,1.4287,6.12,11.07,***,,
MLC Wholesale Horizon 4 Balanced,1.0998,1.0976,7.20,12.08,****,,
MLC Wholesale Inflation Plus - Moderate,1.0712,1.0690,11.04,NAv,NAv,,
North Guardian Balanced,1.0741,1.0714,5.99,NAv,NAv,,
North Index Balanced,0.8572,0.8548,6.35,12.37,****,,
North Multi Manager Active Growth,0.8101,0.8060,6.95,15.11,*****,,
North Multi Manager Balanced,0.9454,0.9414,6.03,12.97,*****,,
OnePath OA IP-OP Tax Effective Inc NE,1.5947,1.5947,-0.16,8.40,*,,
Perpetual Wholesale Balanced Growth,1.4454,1.4405,3.90,12.23,****,,
Russell Balanced A,0.9783,0.9743,6.77,12.12,****,,
Russell Balanced Class C,1.0540,1.0498,6.58,11.91,***,,
SUMMIT Select - Active Balanced,1.0188,1.0139,5.60,12.72,****,,
UBS Balanced Investment,1.3233,1.3181,5.40,13.05,****,,
Multisector Moderate,,
Advance Defensive Multi-Blend W,1.0850,1.0820,2.57,5.11,***,,
BT Investor Choice Mod Gr,NAv,NAv,5.46,6.77,***,,
CFS FC Inv-FirstChoice Conservative,1.0628,1.0596,3.48,6.11,**,,
CFS FC W Inv-CFS W Conservative,1.1707,1.1684,5.18,7.46,***,,
CFS FC W Inv-FC W Multi-Index Cons,0.9510,0.9491,3.24,6.77,***,,
CFS FC W Inv-FirstChoice W Conservative,1.0821,1.0789,4.28,6.93,****,,
Ibbotson Conservative Growth Trust,0.9922,0.9902,5.44,7.14,***,,
IOOF MultiMix Conservative Trust,0.9853,0.9827,5.01,7.83,****,,
ipac Pathways 30,0.9717,0.9682,3.45,7.22,***,,
Mercer Conservative Growth,0.9918,0.9893,5.72,6.70,***,,
MLC UT/MKey InvSer Horizon 2 - Income,NAv,1.1326,3.75,6.07,**,,
MLC Wholesale Horizon 2 Income Portfolio,1.0674,1.0663,4.85,7.06,****,,
North Index Defensive,1.0020,0.9998,5.05,7.52,****,,
North Multi Manager Active Moderately De,0.9215,0.9183,5.83,10.44,*****,,
Perpetual Wholesale Conservative Growth,1.1384,1.1355,3.67,7.85,*****,,
Russell Conservative A,NAv,NAv,5.00,7.48,*****,,
UBS Defensive Investment,1.1810,1.1775,4.05,8.79,*****,,
Alternative Strategies,,
Atrium Evolution Series Divers - AEF 7,1.1881,1.1829,12.84,12.33,NAv,,
Bennelong Kardinia Absolute Return,1.1581,1.1535,6.36,8.62,NAv,,
BT Australian Long Short WS,0.8043,0.7985,-0.92,12.34,NAv,,
K2 Australian Absolute Return,170.5000,169.1400,3.52,13.03,NAv,,
K2 Select International Absolute Return,145.9800,144.8200,26.55,18.38,NAv,,
Perpetual Pure Equity Alpha,1.0877,1.0834,7.15,9.76,NAv,,
UBS Dynamic Alpha Strategies Fund A,1.1036,1.0992,1.97,7.45,NAv,,
WaveStone Dynamic Australian Equity,1.4588,1.4530,6.51,15.11,NAv,,
Alternative Strategies - Diversified,,
Advance Alternative Strats Multi-Blend,1.0371,1.0319,0.35,3.24,NAv,,
Ironbark Global Diversified Alternatives,1.1419,1.1419,4.69,5.04,NAv,,
Alternative Strategies - Managed Futures,,
Aspect Diversified Futures-Class A,1.2502,1.2502,29.66,8.61,***,,
Winton Global Alpha,1.1977,1.1887,12.62,8.99,NAv,,
Equity Asia Pacific w/o Japan,,
Aberdeen Asian Opportunities,2.5407,2.5129,8.99,13.97,***,,
BT Asian Share Retail,8.1317,8.0911,23.06,16.80,***,,
BT Asian Share WS,NAv,NAv,24.17,17.82,***,,
Macquarie Asia New Stars No.1,1.7542,1.7368,30.48,34.51,*****,,
Platinum Asia,2.8222,2.8081,14.40,21.99,****,,
Schroder Asia Pacific,1.8086,1.7960,15.58,18.14,****,,
Equity Australia Derivative Income,,
BT Balanced Equity Income,NAv,NAv,-5.15,NAv,NAv,,
CFS FC W Inv-CFS W Equity Income,0.7129,0.7101,-5.01,7.51,***,,
Merlon WS Australian Share Income,1.0550,1.0508,-2.01,9.64,***,,
Zurich Investments Equity Income,0.6347,0.6335,-6.37,6.31,***,,
Equity Australia Large Blend,,
AMP Gen-BlackRock Aust Equity Index,1.1859,1.1830,-4.31,9.47,**,,
Antares Prof Elite Opportunities,NAv,NAv,-1.78,11.58,****,,
Antares Prof High Growth Shares,1.0071,1.0041,0.84,11.92,*****,,
BlackRock Australian Share,1.5241,1.5157,-6.87,7.88,**,,
BT Aus Share Retail,3.5569,3.5391,-0.57,11.91,****,,
BT Core Aus Shr WS,2.1392,2.1285,0.31,12.96,*****,,
BT Ethical Shr WS,1.5761,1.5682,1.74,12.79,****,,
BT Imp Shr Retail,1.6570,1.6490,-2.69,9.56,***,,
BT Imputation Shr WS,1.9600,1.9502,-1.81,10.54,****,,
BT Investor Choice Aus Tax Eff,1.7005,1.6919,-3.01,10.82,****,,
CFS FC W Inv-CFS W Aus Share Core,1.3978,1.3923,-2.63,10.65,****,,
CFS FC W Inv-CFS W Imputation,2.4573,2.4475,-1.01,12.34,****,,
CFS FC W Inv-CFS W Index Australian Shr,0.9944,0.9924,-3.39,10.90,***,,
CFS FC W Inv-Schroder Australian Equity,1.2448,1.2398,-7.89,9.17,***,,
CFS MIF-Imputation,3.5479,3.5337,-1.87,11.39,***,,
CFS Wholesale Australian Share,1.8804,1.8729,1.04,14.12,*****,,
EQT Flagship Common No 2,1.7248,1.7134,0.05,10.90,****,,
Fidelity Australian Equities,26.9048,26.7706,-1.15,13.38,*****,,
Fiducian Australian Shares,1.5295,1.5203,0.60,12.47,***,,
Ibbotson Australian Shares High Alpha Tr,1.0833,1.0779,-1.43,12.13,****,,
IOOF MultiMix Australian Shares Trust,1.0091,1.0041,-2.04,11.55,***,,
Macquarie Aus Pure Indexed Equities,1.6055,1.5975,-3.37,10.75,***,,
MLC UT/MKey InvSer MLC - Vanguard Sh Ind,2.2282,2.2260,-4.59,9.64,**,,
Pengana Australian Equities Class A,1.6469,1.6387,4.17,11.42,*****,,
Russell Australian Share A,1.4178,1.4108,-3.07,11.48,***,,
UBS Australian Share,1.7061,1.6976,-3.33,11.22,****,,
UCA Australian Equities Portfolio,12.3385,12.2647,-0.71,9.57,***,,
Vanguard Index Australian Shares,1.8835,1.8797,-3.94,10.17,***,,
Westpac Aus Tax Eff Retail,0.8305,0.8263,-3.56,10.22,***,,
Equity Australia Large Geared,,
CFS FC W Inv-CFS W Geared Share,3.8326,3.7963,-0.58,27.10,***,,
CFS MIF-Geared Share,1.9207,1.9026,-1.44,25.91,***,,
Perpetual Wholesale Geared Australian,1.9825,1.9677,-17.61,21.40,****,,
Equity Australia Large Growth,,
Arnhem Australian Equity,1.6272,1.6175,-4.95,11.20,****,,
Ausbil Australian Active Equity,3.1737,3.1547,-2.75,12.72,****,,
Greencape Wholesale Broadcap,1.2251,1.2203,-2.88,12.93,****,,
Greencape Wholesale High Conviction,1.2298,1.2248,-0.87,12.45,****,,
Russell Aust Opportunities Class A,1.2034,1.1950,-3.11,11.70,***,,
Equity Australia Large Value,,
Antares Prof Dividend Builder,1.1884,1.1848,2.03,14.66,****,,
Maple-Brown Abbott Aus Shr Retail,1.0973,1.0973,-4.59,10.76,**,,
Maple-Brown Abbott Aus Shr Wholesale,1.1071,1.1024,-3.41,12.12,***,,
Maple-Brown Abbott Sharemarket,0.9386,0.9386,-4.26,10.95,**,,
MLC UT/MKey InvSer Income Builder,NAv,NAv,-0.45,12.82,***,,
Perennial Value Shares Wholesale Trust,1.2050,1.1978,-1.40,13.09,***,,
Perpetual W Share Plus L/S,2.5474,2.5372,3.10,18.03,*****,,
Perpetual WFIA-Perpetual Aus Shr,2.4832,2.4757,-6.12,10.99,***,,
Perpetual WFIA-Perpetual Indl Shr,2.0260,2.0200,-0.84,14.08,****,,
Perpetual WFI-Perpetual Indl Shr,1.6068,1.6020,-0.61,14.22,****,,
Perpetual Wholesale Australian,1.3029,1.2990,-4.97,12.22,****,,
Perpetual Wholesale Concentrated Equity,1.5319,1.5273,-4.38,13.28,****,,
Perpetual Wholesale Ethical SRI,1.8773,1.8717,3.11,16.92,*****,,
Perpetual Wholesale Industrial,1.2903,1.2865,0.48,15.34,****,,
Realindex Australian Share-Class A,1.1196,1.1173,-4.89,10.92,***,,
Sandhurst BMF-Sandhurst Ind Share,1.8442,1.8351,3.13,13.34,****,,
Equity Australia Mid/Small Blend,,
Aberdeen Australian Small Companies,2.4452,2.4330,4.61,14.00,****,,
Ausbil MicroCap,3.4604,3.4397,13.38,27.09,*****,,
BT MicroCap Opportunities WS,2.4017,2.3849,12.27,21.12,****,,
BT Smaller Companies Retail,1.7620,1.7540,0.58,10.87,***,,
BT Smaller Companies W,2.3582,2.3464,1.14,11.50,****,,
CFS FC W Inv-CFS W Small Companies Core,1.6617,1.6534,4.54,13.39,****,,
Invesco WS Aus Smaller Companies-Class A,2.1361,2.1211,-17.21,0.78,**,,
Ironbark Karara Australian Small Comp,2.8426,2.8284,-5.25,10.22,****,,
NovaPort WS Smaller Companies,2.2968,2.2830,-3.39,14.66,****,,
Pengana Emerging Companies,2.2857,2.2720,1.00,16.32,*****,,
Smallco Investment,NAv,NAv,11.07,27.50,*****,,
Equity Australia Mid/Small Growth,,
Ausbil Australian Emerging Leaders,2.9757,2.9579,-3.16,13.22,***,,
Australian Ethical Australian Shrs,2.1466,2.1462,9.03,17.07,****,,
CFS Developing Companies,2.1359,2.1274,0.13,11.14,****,,
CFS Future Leaders,3.6296,3.6151,-7.38,8.49,***,,
Eley Griffiths Group Small Companies,NAv,1.8496,-1.00,9.04,***,,
Fairview Equity Partners Emerging Co,1.9054,1.8942,-2.94,8.35,***,,
The Montgomery,1.3239,1.3173,5.73,17.07,****,,
Equity Australia Mid/Small Value,,
Allan Gray Australia Equity A,1.1031,1.0987,-14.90,10.19,**,,
Perpetual WFIA-Perpetual Small Coms,2.4271,2.4199,-1.02,14.18,***,,
Perpetual Wholesale Smaller Companies,1.1825,1.1789,-0.28,15.04,***,,
Equity Australia Other,,
Russell After-Tax Aus Shr (SuperInvs) A,1.0822,1.0768,-3.07,11.88,NAv,,
Equity Australia Real Estate,,
APN AREIT,1.5269,1.5192,12.52,16.39,*****,,
APN Property for Income,2.0423,2.0320,12.15,14.63,****,,
BT Property Securities W,0.7334,0.7297,13.82,15.92,****,,
CFS FC W Inv-CFS W Property Securities,0.8544,0.8509,14.25,16.42,***,,
Cromwell Phoenix Property Securities,1.1977,1.1930,15.41,19.42,*****,,
EQT SGH Wholesale Prop Income,NAv,0.3679,9.37,16.27,***,,
Ibbotson Aus Property Securities Trust,0.4513,0.4495,10.90,15.70,***,,
Ironbark Paladin Property Securities,0.7808,0.7769,12.41,16.20,***,,
SG Hiscock Premier Property Securities,0.8347,0.8313,10.46,16.28,*****,,
UBS Property Securities,0.9290,0.9225,11.43,17.75,***,,
Equity Emerging Markets,,
Aberdeen Emerging Opportunities,2.2368,2.2123,3.12,10.09,****,,
CFS Wholesale Glb Emerging Markets Sust,1.6859,1.6741,10.65,18.23,*****,,
CFS Wholesale Global Emerging Market,1.6211,1.6097,11.30,14.76,****,,
Russell Emerging Markets Fund Class A,1.1555,1.1463,1.35,11.43,***,,
Walter Scott Emerging Markets,1.1796,1.1747,0.76,8.27,**,,
Equity Europe,,
Platinum European Fund,3.1764,3.1605,28.45,23.48,NAv,,
Equity Global Real Estate,,
Advance Global Property W,0.8533,0.8473,5.63,13.59,***,,
BT Global Property Secs WS,NAv,NAv,4.53,11.38,***,,
EQT SGH LaSalle Global Listed Prop Secs,1.2416,1.2354,4.52,11.01,**,,
Invesco WS Global Property Secs-Class A,1.1478,1.1398,2.98,11.92,**,,
Ironbark Global (ex-Aus) Property Secs,0.7948,0.7900,5.66,11.54,**,,
Resolution Capital Global Prp Secs (WS),1.7349,1.7245,9.71,14.38,****,,
UBS Clarion Global Property Securities I,1.3349,1.3296,5.51,12.27,****,,
Equity Global Resources,,
CFS FC W Inv-CFS W Global Resources,1.2092,1.2031,-24.51,-4.47,***,,
Equity Japan,,
Platinum Japan,3.8559,3.8366,42.20,39.00,NAv,,
Equity World - Currency Hedged,,
Arrowstreet Global Equity Hedged,0.8669,0.8634,6.55,19.79,*****,,
Grant Samuel Epoch Gbl Eq Shldr Yld Hgd,0.8279,0.8245,1.39,12.58,***,,
Ibbotson Intl Shr High Opp Hgd Trust,0.9626,0.9574,3.68,15.74,***,,
Magellan Global (Hedged),1.2260,1.2236,9.63,NAv,NAv,,
Russell International Shares Hedged A,0.7511,0.7482,3.96,16.31,***,,
Walter Scott Global Equity Hedged,1.0672,1.0631,4.00,13.57,***,,
Zurich Investments Hgd Gbl Thematic Shr,0.9617,0.9601,-2.65,11.75,*,,
Equity World Large Blend,,
Arrowstreet Global Equity,0.9746,0.9717,31.02,30.13,*****,,
BT Core Gbl Share WS,NAv,NAv,28.36,27.07,****,,
BT International Share Retail,3.4998,3.4962,27.15,26.01,***,,
CFS FC W Inv-Magellan W Global,1.9689,1.9611,36.51,27.19,****,,
CFS FC W Inv-Platinum International,1.7375,1.7289,17.68,23.11,***,,
CFS Wholesale Indexed Global Share,2.4143,2.4071,26.76,25.74,***,,
Fiducian International Shares,1.5400,1.5293,25.55,23.64,***,,
Ibbotson Core International Eqty UH(SA),0.8457,0.8432,31.84,27.23,****,,
Ibbotson Intl High Opp Unhedged Tr,1.5166,1.5090,26.78,24.95,***,,
IFP Global Franchise,2.2211,2.2103,34.96,25.68,*****,,
IOOF MultiMix International Shares Trust,1.3104,1.3018,22.90,24.32,**,,
Ironbark GTP Global Equity Thematic,1.7855,1.7783,18.68,22.33,**,,
Magellan Global,1.9598,1.9558,36.13,27.26,*****,,
MLC UT/MKey InvSer Platinum Global,2.0513,2.0513,15.72,22.92,***,,
MLC Wholesale Global Share,NAv,NAv,24.29,23.16,***,,
Platinum International Brands Fund,2.5048,2.4923,16.97,18.39,***,,
Platinum International Fund,2.0962,2.0857,17.62,23.68,***,,
PM Capital Global Companies,2.4187,2.4067,38.44,35.44,***,,
Russell Global Opportunities A,1.2186,1.2144,28.09,25.45,***,,
Russell International Shares A,1.3170,1.3124,26.85,25.65,***,,
UBS International Share,1.3554,1.3486,23.25,25.23,***,,
Vanguard Index International Shares,1.4080,1.4050,26.77,25.56,***,,
Equity World Large Growth,,
Aberdeen Actively Hedged Intl Equities,2.8304,2.8162,9.53,16.79,***,,
Aberdeen Select Inv Act Hgd Intl Share,1.0146,1.0096,9.35,16.55,**,,
Capital International Global Equity,1.2781,1.2755,25.07,25.15,***,,
Fidelity Global Equities,18.3199,18.2103,29.97,25.68,****,,
Generation Wholesale Global Share,1.4496,1.4438,32.67,28.48,****,,
Walter Scott Global Equity,2.0389,2.0334,27.53,22.84,****,,
Zurich Investments Gbl Thematic Shr,1.7522,1.7494,21.01,21.30,***,,
Zurich Investments Gbl Thematic Shr Pool,1.7972,1.7944,22.12,22.43,****,,
Zurich Investments Uhgd Gbl Thematic Shr,1.5337,1.5313,20.78,21.35,**,,
Zurich Investments Unhedged Global Gr,2.0011,1.9979,30.10,26.04,*****,,
Equity World Large Value,,
Aberdeen International Equity,1.0712,1.0658,9.57,16.65,***,,
Altrinsic Global Equities Trust,1.5904,1.5809,28.70,23.11,***,,
AMP Capital W Global Equity Value,1.1698,1.1651,26.37,29.19,***,,
Grant Samuel Epoch Gbl Eq Shldr Yld Uhgd,1.3576,1.3522,22.07,22.32,***,,
Perpetual Wholesale International Share,1.6576,1.6494,29.61,24.17,***,,
Platinum Unhedged Fund,1.4770,1.4696,14.23,23.60,**,,
Realindex Global Share-Class A,1.3829,1.3787,18.24,23.10,***,,
Templeton Global Equity,1.2685,1.2635,18.21,25.72,****,,
Wingate Global Equity Fund,NAv,NAv,24.83,21.81,***,,
Equity World Mid/Small,,
Fidelity Select Global Small Cap,NAv,12.7994,33.77,28.96,****,,
Hunter Hall Value Growth Trust,3.3339,3.3173,18.39,20.56,***,,
Equity World Other,,
Platinum International Healthcare,2.3192,2.3076,45.15,31.11,NAv,,
Infrastructure - Global,,
Macquarie International Infra Ses,1.1359,1.1303,2.48,14.40,***,,
Magellan Infrastructure,1.1406,1.1372,10.93,16.25,****,,
Magellan Infrastructure (Unhedged),1.4834,1.4790,26.91,NAv,NAv,,
Maple-Brown Abbott Global Listed Infras,1.5491,1.5419,21.55,NAv,NAv,,
RARE Emerging Markets,2.1735,2.1627,11.61,16.43,**,,
RARE Infrastructure Value Hedged,1.1181,1.1142,3.74,12.86,**,,
RARE Infrastructure Value Unhedged,1.3899,1.3850,20.16,20.10,****,,
True Index Global Infrastructure Secs,1.2924,1.2860,26.51,24.91,****,,
Australian Short Term Fixed Interest,,
BT Wholesale Enhanced Cash,1.0580,1.0572,2.77,3.64,****,,
IOOF MultiMix Cash Enhanced Trust,1.0063,1.0063,2.65,3.69,***,,
IOOF/Perennial Flex Cash & Income,1.0000,1.0000,1.68,1.99,*,,
MIF A,1.0221,1.0201,2.76,NAv,NAv,,
Russell Aus Cash Enhanced Fund Class A,1.0316,1.0306,2.78,3.92,****,,
Russell Australian Cash A,1.0330,1.0330,2.14,2.41,**,,
TPS Cash Management,NAv,NAv,2.35,2.61,**,,
UBS Cash Plus,1.0298,1.0282,2.71,3.26,***,,
UCA Enhanced Cash Portfolio,1.0000,1.0000,3.66,4.18,*****,,
Bonds - Australia,,
Aberdeen Australian Fixed Income,1.1786,1.1768,6.09,5.03,****,,
Altius Bond,1.0103,1.0103,3.34,4.04,**,,
AMP Capital Corporate Bond H,1.0164,1.0123,3.18,5.41,****,,
BT Fixed Interest WS,NAv,NAv,7.76,5.35,****,,
CFS FC W Inv-CFS W Australian Bond,1.1000,1.0978,4.91,4.64,**,,
Nikko AM Australian Bond,1.0739,1.0729,6.08,5.24,****,,
Perennial Fixed Interest Wholesale,1.0471,1.0471,5.44,5.69,*****,,
Perennial Tactical Income Trust,1.0729,1.0729,3.08,4.94,***,,
PIMCO EQT Wholesale Australian Bond,1.0196,1.0185,6.38,5.03,*****,,
PIMCO EQT Wholesale Australian Focus,1.0344,1.0333,4.14,3.96,**,,
Russell Australian Bond A,1.0601,1.0579,5.10,4.86,***,,
Russell Australian Bond Income,1.0872,1.0862,5.74,4.90,***,,
Schroder Fixed Income Wholesale,1.1141,1.1115,4.33,4.60,****,,
UBS Australian Bond,1.1202,1.1194,5.27,4.95,***,,
Bonds - Global,,
Advance Int Fix Intr Multi-Blend W,1.0923,1.0901,3.06,5.28,****,,
CFS Wholesale Global Corporate Bond,0.9561,0.9504,2.07,6.33,*****,,
PIMCO EQT Wholesale Global Bond,1.0022,1.0011,4.55,5.85,****,,
Russell Global Bond B,1.0503,1.0461,5.24,11.58,*****,,
Russell International Bond $A Hedged A,1.0505,1.0463,4.72,6.57,****,,
Bonds - Global / Australia,,
CFS FC W Inv-CFS W Diversified Fixed Int,1.0299,1.0258,3.05,4.03,**,,
CFS FC W Inv-FC W Fixed Interest,1.0284,1.0243,5.12,5.27,****,,
Ibbotson Dynamic Income Trust,1.0341,1.0321,3.40,4.14,***,,
IOOF MultiMix Diversified Fixed Interest,0.9975,0.9975,3.01,5.24,****,,
Macquarie Diversified Fixed Interest,1.0223,1.0207,4.47,4.02,***,,
PIMCO EQT WS Diversified Fixed Interest,1.0029,1.0018,5.25,5.36,****,,
UBS Diversified Fixed Income,0.9074,0.9056,3.54,4.81,****,,
Diversified Credit,,
Antares Income Fund,1.0099,1.0099,2.65,NAv,NAv,,
BT Wholesale Monthly Income Plus,1.0394,1.0379,4.91,5.98,***,,
CFS FC W Inv-CFS W Global Credit Income,0.9753,0.9705,0.71,5.33,***,,
Macquarie Income Opportunities,1.0120,1.0090,1.80,4.43,****,,
Perpetual Wholesale Diversified Income,0.9668,0.9649,2.96,5.22,***,,
PIMCO EQT Wholesale Global Credit,0.9873,0.9853,4.33,5.59,****,,
PM Capital Enhanced Yield,1.1096,1.1074,2.26,4.38,***,,
Schroder Credit Securities Wholesale,1.0632,1.0590,1.32,4.41,***,,
UBS Diversified Credit,0.9528,0.9490,1.58,5.38,***,,
UBS Global Credit,1.0741,1.0709,2.35,5.49,***,,
High Yield Credit,,
Bentham Wholesale Syndicated Loan,0.9975,0.9895,4.37,7.90,***,,
Mortgages,,
Sandhurst Select Mortgage,NAv,NAv,3.06,3.47,NAv,,
Tasmanian Perpetual Fixed Term,NAv,NAv,3.41,3.94,NAv,,
Tasmanian Perpetual Long Term,NAv,NAv,3.36,3.94,NAv,,
Tasmanian Perpetual Select Mortgage,NAv,NAv,3.46,3.99,NAv,,
Mortgages Aggressive,,
La Trobe Aust Mortgage Cash & Mortgage,1.0000,1.0000,3.85,4.33,NAv,,
La Trobe Aust Mortgage Pooled Mortgage,1.0000,1.0000,5.86,6.34,NAv,,
Multi-Strategy Income,,
AMP Capital W Global Diversified Yield,1.0671,1.0649,2.74,4.20,***,,
Bentham Wholesale Global Income,1.0528,1.0444,3.28,9.65,*****,,
Franklin Templeton Multisector Bond W,1.0501,1.0501,-5.71,5.18,****,,
Kapstream Premier Absolute Return Inc,1.0509,1.0509,3.43,4.85,***,,
Kapstream Wholesale Absolute Ret Inc Fd,1.2134,1.2134,3.13,4.55,***,,
Miscellaneous,,
Plato Australian Shares Income,1.2391,1.2342,-0.13,14.77,NAv,,
Russell Global Opportunities $NZ Hdg B,1.2425,1.2377,5.88,21.41,NAv,,
