Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 10/9/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-09-13T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0457,1.0417,NAv,NAv,NAv,,
ipac Classic Value Portfolio,0.9753,0.9709,10.86,11.55,****,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,1.0072,1.0061,8.23,9.39,**,,
Netwealth Active Balanced,0.7159,0.7135,8.42,10.76,***,,
North Index Moderately Defensive,0.9499,0.9475,10.59,10.99,****,,
Pre Select Balanced,1.1757,1.1729,11.21,11.47,*****,,
Russell Diversified 50 A,1.0527,1.0484,9.56,10.76,****,,
Schroder Real Return CPI+5% Wholesale,1.1408,1.1362,7.27,8.81,**,,
SUMMIT Select - Active Mod Defensive,1.0739,1.0697,11.03,11.77,****,,
Summit Select Income Generator,1.1436,1.1392,10.05,11.62,****,,
The Trust Company Philanthropy,0.8606,0.8576,9.35,10.09,**,,
UBS Tactical Beta Fund - Balanced,1.1586,1.1551,13.43,NAv,NAv,,
Multisector Conservative,,
North Multi Manager Active Defensive,0.9897,0.9873,8.53,8.90,*****,,
Multisector Growth,,
Adv Balanced Multi-Blend ARS,0.8629,0.8629,7.57,9.14,**,,
Advance Balanced Multi-Blend W,1.1338,1.1292,8.85,10.42,***,,
AMP FLI-AMP Balanced Growth,1.1000,1.0950,10.78,11.89,**,,
AMP Gen-Balanced,1.0268,1.0219,12.39,12.95,***,,
BT Active Bal WS,1.7010,1.6960,11.24,11.60,***,,
BT Investor Choice Bal Gr,1.2414,1.2371,9.64,10.99,***,,
BT Multi-Manager Bal Retail,1.0474,1.0432,7.75,9.31,*,,
CBA Balanced,NAv,1.5345,10.02,9.80,**,,
CBA Growth,NAv,1.6943,9.74,12.16,***,,
CFS FC Inv-FirstChoice Growth,1.1234,1.1189,13.01,12.32,***,,
CFS FC W Inv-CFS W Diversified,1.6045,1.5981,11.85,12.92,***,,
CFS FC W Inv-FC W Multi-Index Balanced,1.0833,1.0801,14.16,13.43,*****,,
CFS FC W Inv-FirstChoice W Growth,1.1306,1.1261,14.07,13.37,****,,
CFS MIF-Diversified,1.8657,1.8583,10.92,11.98,**,,
DMG Diversified Portfolio,1.0600,1.0547,6.71,NAv,NAv,,
EQT Growth,1.4762,1.4659,11.93,13.34,****,,
Fiducian Balanced,1.1726,1.1668,12.26,12.29,***,,
IOOF MultiMix Balanced Growth Trust,1.0782,1.0722,11.90,12.55,***,,
IOOF Profile 75,0.9895,0.9881,12.84,12.78,***,,
ipac Classic Portfolio 2,0.9018,0.8972,12.48,13.00,***,,
ipac Pathways 70,0.9627,0.9578,12.98,13.63,****,,
ipac Strat Inv Srv Inflation Plus 4,1.0778,1.0724,11.94,12.60,***,,
MLC UT/MKey InvSer Horizon 4 - Balanced,1.4030,1.4002,10.51,11.81,**,,
North Index Balanced,0.8388,0.8364,12.59,13.34,****,,
North Multi Manager Active Growth,0.8785,0.8742,14.69,16.20,*****,,
North Multi Manager Balanced,0.9622,0.9581,12.99,14.28,*****,,
North Select Active Balanced,1.1826,1.1767,13.58,14.06,****,,
OnePath OA IP-OP Tax Effective Inc NE,1.6468,1.6468,9.95,11.09,*,,
Perpetual Wholesale Balanced Growth,1.5337,1.5285,11.85,14.18,*****,,
Pre Select Growth,1.2818,1.2779,13.52,14.17,****,,
Russell Balanced A,0.9567,0.9522,11.09,12.62,****,,
Russell Balanced Class C,1.0274,1.0225,10.82,12.39,***,,
SUMMIT Select - Active Balanced,1.0417,1.0367,13.55,14.11,****,,
UBS Balanced Investment,1.3059,1.3007,12.84,14.37,****,,
Multisector Moderate,,
Advance Defensive Multi-Blend W,1.1043,1.1019,6.16,6.56,***,,
BT Investor Choice Mod Gr,1.0835,1.0810,7.36,7.55,**,,
CFS FC Inv-FirstChoice Conservative,1.0536,1.0505,7.34,7.19,**,,
CFS FC W Inv-CFS W Conservative,1.1563,1.1540,7.64,7.69,***,,
CFS FC W Inv-FirstChoice W Conservative,1.0727,1.0695,8.17,8.02,***,,
IOOF MultiMix Conservative Trust,1.0267,1.0241,8.63,8.69,****,,
ipac Classic Portfolio 1,0.9475,0.9440,8.29,8.58,****,,
ipac Pathways 30,0.9750,0.9714,8.55,8.98,****,,
Mercer Conservative,0.9828,0.9804,7.37,7.17,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.1186,1.1175,7.20,7.75,***,,
North Index Defensive,0.9812,0.9790,8.30,8.58,****,,
North Multi Manager Active Moderately De,0.9541,0.9508,10.81,11.72,*****,,
Perpetual Wholesale Conservative Growth,1.1547,1.1517,8.57,9.57,*****,,
Russell Conservative A,0.9509,0.9476,7.90,8.67,****,,
UBS Defensive Investment,1.1941,1.1905,10.74,11.25,*****,,
Hedge Funds - Australia,,
Bennelong Kardinia Absolute Return,1.1101,1.1056,6.50,NAv,NAv,,
BT Australian Long Short WS,0.9203,0.9137,13.67,15.40,***,,
K2 Australian Absolute Return,197.2900,195.7100,12.41,11.93,***,,
Perpetual Pure Equity Alpha,1.0674,1.0631,9.29,NAv,NAv,,
WaveStone Dynamic Australian Equity,1.5431,1.5339,12.08,13.69,***,,
Hedge Funds - Global,,
Atrium Evolution Series Divers - AEF 7,1.1667,1.1616,8.00,9.40,****,,
K2 Select International Absolute Return,151.7000,150.5000,5.86,10.51,***,,
UBS Dynamic Alpha Strategies Fund A,1.1826,1.1779,10.25,11.71,****,,
van Eyk Blueprint Alternatives,NAv,0.7922,-0.45,1.65,***,,
Winton Global Alpha,1.1753,1.1739,14.96,5.84,****,,
Equity Asia Pacific w/o Japan,,
Aberdeen Asian Opportunities,2.4705,2.4435,12.96,13.82,****,,
BT Asian Share Retail,6.8310,6.7968,7.71,9.27,**,,
BT Asian Share WS,1.5368,1.5291,8.71,10.24,***,,
Platinum Asia,2.9997,2.9847,23.05,15.70,****,,
Equity Australia Derivative Income,,
BT Balanced Equity Income,0.9989,0.9939,6.57,NAv,NAv,,
CFS FC W Inv-CFS W Equity Income,0.8141,0.8108,10.09,11.98,***,,
Merlon WS Australian Share Income,1.1588,1.1542,10.75,12.55,***,,
Zurich Investments Equity Income,0.7412,0.7390,9.52,10.79,***,,
Equity Australia Large Blend,,
Alphinity Wholesale Australian Share,2.6990,2.6828,14.54,16.59,****,,
AMP Gen-BlackRock Aust Equity Index,1.3363,1.3331,12.59,12.47,**,,
Antares Prof High Growth Shares,1.1676,1.1642,12.53,13.28,****,,
BlackRock Australian Share,1.7986,1.7887,9.76,11.45,**,,
BT Aus Share Retail,3.9687,3.9489,12.30,13.22,****,,
BT Aus Share WS,1.6254,1.6173,13.41,14.31,****,,
BT Class Inv Core Aus Shr,3.8170,3.8000,12.03,12.99,***,,
BT Core Aus Shr WS,2.3357,2.3240,13.34,14.29,****,,
BT Ethical Shr WS,1.6243,1.6162,13.23,13.18,***,,
BT Focus Australian Share WS,1.6136,1.6054,15.59,14.64,****,,
BT Imp Shr Retail,1.7870,1.7790,11.40,12.17,***,,
BT Imputation Shr WS,2.1143,2.1037,12.42,13.19,****,,
BT Investor Choice Aus Tax Eff,2.0193,2.0091,11.52,13.78,****,,
CFS FC W Inv-CFS W Aus Share Core,1.6810,1.6743,12.16,13.86,****,,
CFS FC W Inv-CFS W Imputation,2.6527,2.6422,13.62,14.93,****,,
CFS FC W Inv-CFS W Index Australian Shr,1.0880,1.0859,14.01,14.08,***,,
CFS FC W Inv-FC W Australian Share,1.2623,1.2573,13.71,13.96,****,,
CFS FC WS Inv-Schroder Australian Equity,1.4874,1.4814,12.80,15.61,*****,,
CFS MIF-Australian Share,2.3351,2.3257,14.69,14.79,***,,
CFS MIF-Imputation,3.8214,3.8062,12.66,13.97,***,,
CFS Wholesale Australian Share,2.1632,2.1546,15.72,15.74,****,,
EQT Flagship Common No 2,1.8596,1.8473,13.07,13.55,****,,
Fidelity Australian Equities,28.5496,28.4072,17.03,16.82,*****,,
Fiducian Australian Shares,1.5699,1.5605,13.75,12.54,***,,
IOOF MultiMix Australian Shares Trust,1.0536,1.0484,13.69,13.39,**,,
MLC UT/MKey InvSer Australian Share,1.7898,1.7844,9.90,11.72,*,,
MLC UT/MKey InvSer MLC - Vanguard Sh Ind,2.4855,2.4830,12.83,12.88,**,,
Pengana Australian Equities Class A,1.6257,1.6176,8.25,15.54,*****,,
Russell Australian Share A,1.5507,1.5429,14.02,14.21,***,,
The Trust Company Share Imputation,2.9339,2.9251,14.04,15.75,****,,
UBS Australian Share,1.8663,1.8570,12.86,15.04,****,,
UCA Australian Equities Portfolio,13.1853,13.1064,9.65,11.55,**,,
UCA Growth Portfolio,4.5341,4.5069,11.68,12.08,***,,
Vanguard High Yield Australian Shares,1.5512,1.5472,14.03,18.94,*****,,
Vanguard Index Australian Shares,2.0771,2.0718,13.39,13.24,***,,
Westpac Aus Tax Eff Retail,0.9537,0.9489,10.91,13.13,***,,
Equity Australia Large Geared,,
CFS FC W Inv-CFS W Geared Share,4.2639,4.2278,29.55,28.66,***,,
CFS MIF-Geared Share,2.0934,2.0757,28.31,27.43,***,,
Perpetual Wholesale Geared Australian,3.9185,3.8892,27.85,32.97,****,,
Equity Australia Large Growth,,
Arnhem Australian Equity,1.7856,1.7749,11.30,15.52,****,,
Ausbil Australian Active Equity,3.4472,3.4300,15.85,15.42,****,,
Greencape Wholesale Broadcap,1.3950,1.3866,16.45,16.80,*****,,
Greencape Wholesale High Conviction,1.4286,1.4200,15.23,15.26,****,,
Hyperion Australian Growth Companies,3.2453,3.2259,17.10,19.05,*****,,
Perennial Growth Shares Wholesale Trust,1.8099,1.7991,16.09,13.01,***,,
Platypus Australian Equities - Wholesale,1.2744,1.2693,16.25,14.06,****,,
Russell Aust Opportunities Class A,1.3924,1.3826,15.28,14.40,***,,
Equity Australia Large Value,,
CFS FC Inv-Perpetual Industrial Shr,1.4449,1.4392,15.61,20.27,****,,
Maple-Brown Abbott Imputation,1.2841,1.2841,13.52,14.95,**,,
Maple-Brown Abbott Imputation Wholesale,1.2956,1.2891,14.91,16.40,***,,
Maple-Brown Abbott Sharemarket,1.0393,1.0393,13.51,15.29,**,,
MLC UT/MKey InvSer Income Builder,2.7700,2.7617,14.75,18.33,***,,
Perennial Value Shares Wholesale Trust,1.3104,1.3026,17.08,14.46,***,,
Perpetual W Share Plus L/S,2.7244,2.7135,19.02,21.49,*****,,
Perpetual WFIA-Perpetual Aus Shr,3.1696,3.1601,12.92,15.57,****,,
Perpetual WFIA-Perpetual Indl Shr,2.5251,2.5176,15.71,20.34,****,,
Perpetual WFI-Perpetual Indl Shr,1.9031,1.8974,15.92,20.45,****,,
Perpetual Wholesale Australian,1.8093,1.8039,14.15,16.72,****,,
Perpetual Wholesale Concentrated Equity,1.9012,1.8955,16.23,18.43,****,,
Perpetual Wholesale Ethical SRI,2.0431,2.0370,16.82,23.34,*****,,
Perpetual Wholesale Industrial,1.6373,1.6324,16.90,21.57,****,,
Realindex Australian Share-Class A,1.2789,1.2763,14.06,16.02,***,,
Sandhurst BMF-Sandhurst Ind Share,1.9456,1.9359,13.24,19.03,****,,
The Trust Company Australian Share,2.4885,2.4810,12.83,15.40,***,,
Equity Australia Mid/Small Blend,,
Ausbil MicroCap,3.1014,3.0828,33.32,23.59,*****,,
BT MicroCap Opportunities WS,2.4774,2.4600,25.49,19.79,*****,,
BT Smaller Companies Retail,1.9010,1.8930,12.00,11.41,***,,
BT Smaller Companies W,2.5397,2.5270,12.64,12.08,****,,
Celeste Australian Small Companies,3.0663,3.0478,0.80,6.38,***,,
CFS FC W Inv-CFS W Small Companies Core,1.6802,1.6718,20.21,13.97,****,,
Invesco W Aust Smaller Companies,2.7699,2.7506,6.89,7.19,***,,
Ironbark Karara Australian Small Comp,3.0795,3.0641,14.60,12.19,****,,
Pengana Emerging Companies,2.5513,2.5360,21.98,17.50,****,,
Smallco Investment,4.1300,4.0930,17.93,35.49,*****,,
Equity Australia Mid/Small Growth,,
Ausbil Australian Emerging Leaders,3.1643,3.1454,20.43,11.30,***,,
Australian Ethical Smaller Companies,2.2003,2.1999,18.13,16.13,****,,
CFS Developing Companies,2.0988,2.0904,18.27,13.87,****,,
CFS Future Leaders,4.1672,4.1506,15.40,10.56,***,,
Eley Griffiths Group Small Companies,2.0595,2.0488,14.21,9.50,***,,
Fairview Equity Partners Emerging Co,2.0650,2.0528,11.42,10.56,****,,
Hyperion Small Growth Companies,3.7547,3.7323,13.70,21.84,*****,,
Equity Australia Mid/Small Value,,
Allan Gray Australia Equity,1.4526,1.4468,21.22,17.51,***,,
Perpetual WFIA-Perpetual Small Coms,2.7411,2.7329,15.26,13.12,**,,
Perpetual Wholesale Smaller Companies,1.2971,1.2933,16.14,13.93,***,,
Equity Australia Other,,
Russell After-Tax Aus Shr (SuperInvs) A,1.2010,1.1950,13.84,14.35,NAv,,
The Montgomery,1.3983,1.3913,11.59,NAv,NAv,,
Equity Australia Real Estate,,
APN AREIT,1.4832,1.4757,19.38,18.91,*****,,
APN Property for Income,1.9488,1.9390,17.28,15.40,****,,
BT Property Securities W,0.6865,0.6830,19.12,18.77,****,,
CFS FC W Inv-CFS W Property Securities,0.7837,0.7806,18.88,18.75,***,,
Cromwell Phoenix Property Securities,1.1043,1.0999,21.51,24.53,*****,,
Ironbark Paladin Property Securities,0.7307,0.7270,19.56,19.01,***,,
SG Hiscock Premier Property Securities,0.7849,0.7817,20.74,20.20,*****,,
SG Hiscock WS Property Securities,0.7207,0.7179,19.91,19.29,****,,
UBS Property Securities,0.8826,0.8764,19.85,20.95,***,,
Equity Emerging Markets,,
Aberdeen Emerging Opportunities,2.2490,2.2244,13.67,11.32,****,,
CFS Wholesale Glb Emerging Markets Sust,1.7837,1.7712,16.20,18.38,*****,,
CFS Wholesale Global Emerging Market,1.6383,1.6269,12.60,14.99,****,,
Realindex Emerging Markets-Class A,1.0277,1.0236,13.43,7.88,***,,
Russell Emerging Markets Fund Class A,1.1559,1.1455,15.81,10.82,***,,
Walter Scott Emerging Markets,1.1978,1.1913,6.86,9.68,***,,
Equity Europe,,
Platinum European,2.5274,2.5147,3.23,18.02,NAv,,
Equity Global Real Estate,,
Advance Global Property W,0.8436,0.8376,22.04,17.76,***,,
BT Global Property Secs WS,1.0444,1.0417,24.21,15.33,****,,
EQT SGH LaSalle Global Listed Prop Secs,1.2090,1.2029,23.94,15.42,***,,
Invesco WS Global Property Secs Hgd A,1.1112,1.1034,21.66,16.21,**,,
Ironbark Global (ex-Aus) Property Secs,0.7597,0.7551,24.66,15.10,***,,
Resolution Capital Global Prp Secs (WS),1.6153,1.6056,23.58,17.37,****,,
Russell Intl Property Secs Hedged A,0.9778,0.9720,22.97,16.29,**,,
Equity Global Resources,,
CFS FC W Inv-CFS W Global Resources,1.6517,1.6419,11.55,-3.86,NAv,,
Equity Greater China,,
Premium China,1.8895,1.8801,11.90,7.12,***,,
Equity Japan,,
Platinum Japan,3.0283,3.0131,13.15,23.25,NAv,,
Equity World - Currency Hedged,,
Arrowstreet Global Equity Hedged,1.1750,1.1702,30.05,22.11,*****,,
Capital International Global Equity Hgd,1.0897,1.0875,20.97,18.65,**,,
Grant Samuel Epoch Gbl Eq Shldr Yld Hgd,0.9221,0.9185,20.64,18.32,****,,
Russell International Shares Hedged A,0.7389,0.7349,21.55,19.46,**,,
Vanguard Index Hedged International Shrs,0.8570,0.8542,23.02,19.76,***,,
Walter Scott Global Equity Hedged,1.1417,1.1368,18.39,17.22,***,,
Zurich Investments Hgd Gbl Thematic Shr,1.1198,1.1180,20.86,15.35,*,,
Equity World Large Blend,,
Altrinsic Global Equities Trust,1.3833,1.3751,9.42,NAv,NAv,,
Arrowstreet Global Equity,0.9365,0.9336,21.30,23.47,*****,,
BT Core Gbl Share WS,1.1423,1.1411,15.61,22.00,****,,
BT International Share Retail,2.7864,2.7836,14.86,20.97,***,,
Candriam Sustainable Global Equity,1.0761,1.0675,16.62,21.47,****,,
CFS FC Inv-Platinum International,1.6552,1.6453,11.40,15.81,***,,
CFS FC WS Inv-Platinum International,1.7457,1.7353,12.13,16.57,***,,
CFS Wholesale Indexed Global Share,1.9747,1.9688,15.06,20.63,***,,
Fiducian International Shares,1.2478,1.2391,15.58,17.29,***,,
IFP Global Franchise,1.8291,1.8207,12.13,20.51,****,,
IOOF MultiMix International Shares Trust,1.1142,1.1068,15.72,18.03,***,,
Ironbark GTP Global Equity Thematic,1.6412,1.6346,15.87,17.23,***,,
Magellan Global,1.6596,1.6562,9.05,23.67,*****,,
MLC UT/MKey InvSer Platinum Global,2.0249,2.0249,13.19,18.19,****,,
Platinum International,1.9794,1.9695,12.42,17.45,****,,
Platinum International Brands,2.4915,2.4790,3.63,13.01,****,,
PM Capital Absolute Performance,1.8019,1.7929,8.04,30.64,**,,
Russell Global Opportunities A,1.2052,1.1980,12.18,17.67,**,,
Russell International Shares A,1.0986,1.0932,12.01,19.63,***,,
UBS International Share,1.1430,1.1373,14.37,21.65,***,,
Vanguard Index International Shares,1.1449,1.1419,14.67,20.39,***,,
Equity World Large Growth,,
Aberdeen Actively Hedged Intl Equities,2.6934,2.6800,14.00,18.29,***,,
Capital International Global Equity,1.2023,1.1999,13.36,19.82,***,,
Walter Scott Global Equity,1.6277,1.6223,10.37,17.93,***,,
Zurich Investments Gbl Thematic Shr,1.4973,1.4949,12.98,16.08,***,,
Zurich Investments Gbl Thematic Shr Pool,1.5455,1.5431,14.05,17.19,****,,
Zurich Investments Uhgd Gbl Thematic Shr,1.4336,1.4314,13.01,15.93,**,,
Zurich Investments Unhedged Global Gr,1.6262,1.6236,15.11,20.64,****,,
Equity World Large Value,,
Aberdeen International Equity,1.1191,1.1135,13.97,17.94,****,,
AMP Capital W Global Equity Value,0.9540,0.9502,16.06,20.95,***,,
Grant Samuel Epoch Gbl Eq Shldr Yld Uhgd,1.2086,1.2038,14.06,19.64,*****,,
Perpetual Wholesale International Share,1.3498,1.3431,10.79,17.74,***,,
Platinum Unhedged,1.4291,1.4219,16.27,18.32,****,,
Realindex Global Share-Class A,1.2964,1.2925,15.33,18.78,***,,
Templeton Global Equity,1.1826,1.1778,14.05,22.80,****,,
Equity World Mid/Small,,
Fidelity Select Global Small Cap,NAv,11.4322,11.41,21.11,***,,
Hunter Hall Value Growth Trust,2.8917,2.8745,19.08,12.38,***,,
Infrastructure - Global,,
CFS FC W Inv-CFS W Glbl Listed Infra Sec,1.0456,1.0404,26.05,19.12,****,,
CFS Wholesale Infrastructure Income,NAv,1.1199,9.85,7.64,*,,
Macquarie International Infra Ses,1.1884,1.1824,25.43,19.88,***,,
Magellan Infrastructure,1.0694,1.0662,23.52,17.67,****,,
RARE Emerging Markets,2.1556,2.1427,14.94,15.33,**,,
RARE Infrastructure Value,1.2659,1.2602,21.89,16.23,***,,
RARE Infrastructure Value Unhedged,1.2978,1.2920,16.31,17.08,**,,
Australian Short Term Fixed Interest,,
BT Wholesale Enhanced Cash,1.0669,1.0661,3.52,4.60,****,,
IOOF MultiMix Cash Enhanced Trust,1.0079,1.0079,3.53,4.66,***,,
Russell Aus Cash Enhanced Fund Class A,1.0411,1.0401,4.21,4.72,***,,
Russell Australian Cash A,1.0334,1.0334,2.27,3.05,**,,
TPS Cash Management,NAv,NAv,2.34,3.25,**,,
UBS Cash Plus,1.0312,1.0297,3.32,4.03,***,,
Bonds - Australia,,
Aberdeen Australian Fixed Income,1.1610,1.1598,6.72,6.06,****,,
Aberdeen Income Focused Bond,1.0689,1.0684,6.82,6.16,****,,
Altius Bond,1.0136,1.0136,5.42,5.82,***,,
BT Fixed Interest WS,1.1835,1.1820,6.92,5.89,***,,
CFS FC W Inv-CFS W Australian Bond,1.1116,1.1094,5.95,5.27,***,,
CFS Wholesale Sovereign Australian Bond,0.9312,0.9294,2.70,4.01,**,,
Perennial Fixed Interest Wholesale,1.0546,1.0546,6.94,7.06,*****,,
Perennial Tactical Income Trust,1.0767,1.0767,5.36,6.04,****,,
PIMCO EQT Wholesale Australian Bond,1.0080,1.0069,6.68,6.41,*****,,
PIMCO EQT Wholesale Australian Focus,1.0327,1.0316,4.51,5.16,**,,
Russell Australian Bond A,1.0603,1.0573,6.89,6.39,****,,
Russell Australian Bond Income,1.0730,1.0720,6.59,6.12,***,,
Schroder Fixed Income Wholesale,1.1133,1.1107,6.14,6.33,****,,
The Trust Company Bond,1.0375,1.0358,4.36,5.56,**,,
Tyndall Australian Bond,1.0647,1.0640,6.84,6.14,****,,
UBS Australian Bond,1.1074,1.1066,6.82,6.34,***,,
Bonds - Global,,
Advance Int Fix Intr Multi-Blend W,1.0692,1.0670,9.28,7.60,*****,,
CFS Wholesale Global Corporate Bond,1.0453,1.0390,12.53,10.26,*****,,
PIMCO EQT Wholesale Global Bond,1.0097,1.0086,11.37,8.25,*****,,
Russell Global Bond B,1.0537,1.0485,13.76,NAv,NAv,,
Russell International Bond $A Hedged A,1.0591,1.0539,10.31,9.48,****,,
Bonds - Global / Australia,,
BT WE BT Macquarie Diversified Fixed Int,1.0316,1.0299,4.64,4.57,*,,
CFS FC W Inv-CFS W Diversified Fixed Int,1.0450,1.0408,5.47,4.89,***,,
CFS FC W Inv-FC W Fixed Interest,1.0324,1.0283,7.60,6.73,***,,
IOOF MultiMix Diversified Fixed Interest,1.0073,1.0073,8.15,7.31,****,,
Macquarie Diversified Fixed Interest,1.0566,1.0550,5.71,5.60,***,,
PIMCO EQT WS Diversified Fixed Interest,1.0014,1.0003,8.97,7.30,*****,,
UBS Diversified Fixed Income,0.9029,0.9011,8.45,6.99,****,,
Diversified Credit,,
CFS FC W Inv-CFS W Global Credit Income,1.0141,1.0090,7.45,7.53,***,,
Macquarie Income Opportunities,1.0211,1.0181,4.56,5.92,***,,
Omega Global Corporate Bond,1.0209,1.0179,8.83,7.49,***,,
Perpetual Wholesale Diversified Income,0.9779,0.9760,5.72,6.42,***,,
PIMCO EQT Wholesale Global Credit,0.9914,0.9894,9.25,7.69,****,,
PM Capital Enhanced Yield,1.1219,1.1197,4.99,5.42,***,,
