Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 7/10/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/8/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-10-11T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0297,1.0257,NAv,NAv,NAv,,
ipac Classic Value Portfolio,0.9615,0.9571,10.86,11.55,****,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,0.9995,0.9985,8.23,9.39,**,,
Netwealth Active Balanced,0.7167,0.7142,8.42,10.76,***,,
North Index Moderately Defensive,0.9387,0.9363,10.59,10.99,****,,
Pre Select Balanced,1.1637,1.1609,11.21,11.47,*****,,
Russell Diversified 50 A,1.0429,1.0386,9.56,10.76,****,,
Schroder Real Return CPI+5% Wholesale,1.1399,1.1353,7.27,8.81,**,,
SUMMIT Select - Active Mod Defensive,1.0586,1.0544,11.03,11.77,****,,
Summit Select Income Generator,1.1263,1.1219,10.05,11.62,****,,
The Trust Company Philanthropy,0.8405,0.8375,9.35,10.09,**,,
UBS Tactical Beta Fund - Balanced,1.1362,1.1328,13.43,NAv,NAv,,
Multisector Conservative,,
North Multi Manager Active Defensive,0.9834,0.9810,8.53,8.90,*****,,
Multisector Growth,,
Adv Balanced Multi-Blend ARS,0.8500,0.8500,7.57,9.14,**,,
Advance Balanced Multi-Blend W,1.1168,1.1122,8.85,10.42,***,,
AMP FLI-AMP Balanced Growth,1.0812,1.0762,10.78,11.89,**,,
AMP Gen-Balanced,1.0066,1.0018,12.39,12.95,***,,
BT Active Bal WS,1.6712,1.6663,11.24,11.60,***,,
BT Investor Choice Bal Gr,1.2175,1.2133,9.64,10.99,***,,
BT Multi-Manager Bal Retail,1.0317,1.0275,7.75,9.31,*,,
CBA Balanced,NAv,1.4970,10.02,9.80,**,,
CBA Growth,NAv,1.6668,9.74,12.16,***,,
CFS FC Inv-FirstChoice Growth,1.0953,1.0909,13.01,12.32,***,,
CFS FC W Inv-CFS W Diversified,1.5680,1.5617,11.85,12.92,***,,
CFS FC W Inv-FC W Multi-Index Balanced,1.0513,1.0482,14.16,13.43,*****,,
CFS FC W Inv-FirstChoice W Growth,1.0999,1.0955,14.07,13.37,****,,
CFS MIF-Diversified,1.8263,1.8190,10.92,11.98,**,,
DMG Diversified Portfolio,1.0630,1.0577,6.71,NAv,NAv,,
EQT Growth,1.4351,1.4250,11.93,13.34,****,,
Fiducian Balanced,1.1560,1.1502,12.26,12.29,***,,
IOOF MultiMix Balanced Growth Trust,1.0722,1.0662,11.90,12.55,***,,
IOOF Profile 75,0.9689,0.9675,12.84,12.78,***,,
ipac Classic Portfolio 2,0.8843,0.8798,12.48,13.00,***,,
ipac Pathways 70,0.9495,0.9446,12.98,13.63,****,,
ipac Strat Inv Srv Inflation Plus 4,1.0565,1.0511,11.94,12.60,***,,
MLC UT/MKey InvSer Horizon 4 - Balanced,1.3864,1.3836,10.51,11.81,**,,
North Index Balanced,0.8246,0.8223,12.59,13.34,****,,
North Multi Manager Active Growth,0.8595,0.8552,14.69,16.20,*****,,
North Multi Manager Balanced,0.9446,0.9405,12.99,14.28,*****,,
North Select Active Balanced,1.1613,1.1554,13.58,14.06,****,,
OnePath OA IP-OP Tax Effective Inc NE,1.5858,1.5858,9.95,11.09,*,,
Perpetual Wholesale Balanced Growth,1.5198,1.5147,11.85,14.18,*****,,
Pre Select Growth,1.2645,1.2607,13.52,14.17,****,,
Russell Balanced A,0.9430,0.9385,11.09,12.62,****,,
Russell Balanced Class C,1.0125,1.0078,10.82,12.39,***,,
SUMMIT Select - Active Balanced,1.0220,1.0171,13.55,14.11,****,,
UBS Balanced Investment,1.2794,1.2743,12.84,14.37,****,,
Multisector Moderate,,
Advance Defensive Multi-Blend W,1.0945,1.0923,6.17,6.57,***,,
BT Investor Choice Mod Gr,1.0767,1.0742,7.36,7.55,**,,
CFS FC Inv-FirstChoice Conservative,1.0428,1.0397,7.34,7.19,**,,
CFS FC W Inv-CFS W Conservative,1.1418,1.1395,7.64,7.69,***,,
CFS FC W Inv-FirstChoice W Conservative,1.0603,1.0571,8.17,8.02,***,,
IOOF MultiMix Conservative Trust,1.0200,1.0174,8.63,8.69,****,,
ipac Classic Portfolio 1,0.9387,0.9352,8.29,8.58,****,,
ipac Pathways 30,0.9661,0.9625,8.55,8.98,****,,
Mercer Conservative,0.9812,0.9788,7.37,7.17,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.1080,1.1069,7.20,7.75,***,,
North Index Defensive,0.9752,0.9731,8.30,8.58,****,,
North Multi Manager Active Moderately De,0.9424,0.9392,10.81,11.72,*****,,
Perpetual Wholesale Conservative Growth,1.1511,1.1481,8.57,9.57,*****,,
Russell Conservative A,0.9460,0.9427,7.90,8.67,****,,
UBS Defensive Investment,1.1744,1.1709,10.74,11.25,*****,,
Hedge Funds - Australia,,
Bennelong Kardinia Absolute Return,1.1039,1.0995,6.50,NAv,NAv,,
K2 Australian Absolute Return,192.8000,191.2600,12.41,11.93,***,,
Perpetual Pure Equity Alpha,1.0783,1.0740,9.29,NAv,NAv,,
WaveStone Dynamic Australian Equity,1.4918,1.4828,12.08,13.69,***,,
Hedge Funds - Global,,
Atrium Evolution Series Divers - AEF 7,1.1734,1.1683,8.02,9.41,****,,
K2 Select International Absolute Return,157.0100,155.7500,5.86,10.51,***,,
UBS Dynamic Alpha Strategies Fund A,1.1728,1.1681,10.25,11.71,****,,
van Eyk Blueprint Alternatives,0.7888,0.7866,-0.45,1.65,***,,
Winton Global Alpha,1.1899,1.1885,14.96,5.84,****,,
Equity Asia Pacific w/o Japan,,
Aberdeen Asian Opportunities,2.4685,2.4415,12.96,13.82,****,,
BT Asian Share Retail,6.8047,6.7707,7.71,9.27,**,,
Macquarie Asia New Stars No.1,1.5451,1.5297,24.83,18.52,*****,,
Platinum Asia,2.9256,2.9110,23.05,15.70,****,,
Equity Australia Derivative Income,,
CFS FC W Inv-CFS W Equity Income,0.7669,0.7639,10.09,11.98,***,,
Merlon WS Australian Share Income,1.1299,1.1253,10.75,12.55,***,,
Zurich Investments Equity Income,0.7084,0.7062,9.52,10.79,***,,
Equity Australia Large Blend,,
Alphinity Wholesale Australian Share,2.5446,2.5344,14.54,16.59,****,,
AMP Gen-BlackRock Aust Equity Index,1.2763,1.2732,12.59,12.47,**,,
Antares Prof High Growth Shares,1.0978,1.0946,12.53,13.28,****,,
BlackRock Australian Share,1.7175,1.7081,9.76,11.45,**,,
BT Aus Share Retail,3.7352,3.7164,12.30,13.22,****,,
BT Class Inv Core Aus Shr,3.5930,3.5780,12.03,12.99,***,,
BT Imp Shr Retail,1.6840,1.6760,11.40,12.17,***,,
BT Investor Choice Aus Tax Eff,1.9114,1.9018,11.52,13.78,****,,
CFS FC W Inv-CFS W Aus Share Core,1.6091,1.6027,12.16,13.86,****,,
CFS FC W Inv-CFS W Imputation,2.5167,2.5067,13.62,14.93,****,,
CFS FC W Inv-CFS W Index Australian Shr,1.0254,1.0234,14.01,14.08,***,,
CFS FC W Inv-FC W Australian Share,1.1932,1.1885,13.71,13.96,****,,
CFS FC WS Inv-Schroder Australian Equity,1.4019,1.3963,12.80,15.61,*****,,
CFS MIF-Australian Share,2.2206,2.2118,14.69,14.79,***,,
CFS MIF-Imputation,3.6316,3.6171,12.66,13.97,***,,
CFS Wholesale Australian Share,2.0543,2.0461,15.72,15.74,****,,
EQT Flagship Common No 2,1.7790,1.7672,13.07,13.55,****,,
Fidelity Australian Equities,27.1066,26.9714,17.03,16.82,*****,,
Fiducian Australian Shares,1.5052,1.4962,13.75,12.54,***,,
IOOF MultiMix Australian Shares Trust,1.0166,1.0116,13.69,13.39,**,,
Macquarie Aus Pure Indexed Equities,1.6569,1.6487,13.97,13.79,***,,
MLC UT/MKey InvSer Australian Share,1.7143,1.7091,9.90,11.72,*,,
MLC UT/MKey InvSer MLC - Vanguard Sh Ind,2.3726,2.3703,12.83,12.88,**,,
Pengana Australian Equities Class A,1.5888,1.5809,8.25,15.54,*****,,
Russell Australian Share A,1.4688,1.4614,14.02,14.21,***,,
The Trust Company Share Imputation,2.7972,2.7888,14.04,15.75,****,,
UBS Australian Share,1.7561,1.7473,12.86,15.04,****,,
UCA Australian Equities Portfolio,12.5296,12.4546,9.65,11.55,**,,
UCA Growth Portfolio,4.3857,4.3595,11.68,12.08,***,,
Vanguard High Yield Australian Shares,1.4446,1.4409,14.03,18.94,*****,,
Vanguard Index Australian Shares,1.9825,1.9775,13.39,13.24,***,,
Westpac Aus Tax Eff Retail,0.9024,0.8979,10.91,13.13,***,,
Equity Australia Large Geared,,
CFS FC W Inv-CFS W Geared Share,3.8602,3.8256,29.55,28.66,***,,
CFS MIF-Geared Share,1.8945,1.8776,28.31,27.43,***,,
Perpetual Wholesale Geared Australian,3.5131,3.4868,27.85,32.97,****,,
Equity Australia Large Growth,,
Arnhem Australian Equity,1.7060,1.6958,11.30,15.52,****,,
Ausbil Australian Active Equity,3.3168,3.3002,15.85,15.42,****,,
Greencape Wholesale Broadcap,1.3254,1.3202,16.45,16.80,*****,,
Greencape Wholesale High Conviction,1.3616,1.3562,15.23,15.26,****,,
Hyperion Australian Growth Companies,3.1216,3.1030,17.10,19.05,*****,,
Perennial Growth Shares Wholesale Trust,1.7200,1.7098,16.09,13.01,***,,
Platypus Australian Equities - Wholesale,1.2213,1.2164,16.25,14.06,****,,
Russell Aust Opportunities Class A,1.3358,1.3264,15.28,14.40,***,,
Equity Australia Large Value,,
CFS FC Inv-Perpetual Industrial Shr,1.3809,1.3754,15.61,20.27,****,,
Maple-Brown Abbott Imputation,1.2218,1.2218,13.52,14.95,**,,
Maple-Brown Abbott Imputation Wholesale,1.2335,1.2274,14.91,16.40,***,,
Maple-Brown Abbott Sharemarket,0.9915,0.9915,13.51,15.29,**,,
MLC UT/MKey InvSer Income Builder,2.6698,2.6618,14.75,18.33,***,,
Perennial Value Shares Wholesale Trust,1.2493,1.2419,17.08,14.46,***,,
Perpetual W Share Plus L/S,2.6579,2.6473,19.02,21.49,*****,,
Perpetual WFIA-Perpetual Aus Shr,3.0308,3.0217,12.92,15.57,****,,
Perpetual WFIA-Perpetual Indl Shr,2.4211,2.4138,15.71,20.34,****,,
Perpetual WFI-Perpetual Indl Shr,1.8250,1.8196,15.92,20.45,****,,
Perpetual Wholesale Australian,1.7270,1.7218,14.15,16.72,****,,
Perpetual Wholesale Concentrated Equity,1.8304,1.8249,16.23,18.43,****,,
Perpetual Wholesale Ethical SRI,1.9546,1.9488,16.82,23.34,*****,,
Perpetual Wholesale Industrial,1.5711,1.5664,16.90,21.57,****,,
Realindex Australian Share-Class A,1.2017,1.1993,14.06,16.02,***,,
Sandhurst BMF-Sandhurst Ind Share,1.9000,1.8905,13.24,19.03,****,,
The Trust Company Australian Share,2.3727,2.3656,12.83,15.40,***,,
Equity Australia Mid/Small Blend,,
Aberdeen Australian Small Companies,2.2973,2.2859,19.71,15.13,****,,
Ausbil MicroCap,2.9397,2.9221,33.32,23.59,*****,,
BT Smaller Companies Retail,1.8170,1.8090,12.00,11.41,***,,
Celeste Australian Small Companies,2.9032,2.8857,0.80,6.38,***,,
CFS FC W Inv-CFS W Small Companies Core,1.6274,1.6193,20.21,13.97,****,,
Invesco W Aust Smaller Companies,2.6096,2.5914,6.89,7.19,***,,
Ironbark Karara Australian Small Comp,2.9666,2.9518,14.60,12.19,****,,
NovaPort WS Smaller Companies,2.4951,2.4801,16.21,20.47,****,,
Pengana Emerging Companies,2.4585,2.4438,21.98,17.50,****,,
Smallco Investment,4.0227,3.9866,17.93,35.49,*****,,
Equity Australia Mid/Small Growth,,
Ausbil Australian Emerging Leaders,3.0325,3.0144,20.43,11.30,***,,
Australian Ethical Smaller Companies,2.1553,2.1549,18.13,16.13,****,,
CFS Developing Companies,2.0053,1.9973,18.27,13.87,****,,
CFS Future Leaders,3.9597,3.9439,15.40,10.56,***,,
Eley Griffiths Group Small Companies,1.9442,1.9341,14.21,9.50,***,,
Fairview Equity Partners Emerging Co,1.9552,1.9436,11.42,10.56,****,,
Goldman Sachs Emerging Leaders Fund,NAv,2.5528,24.33,14.48,***,,
Hyperion Small Growth Companies,3.6419,3.6201,13.70,21.84,*****,,
Equity Australia Mid/Small Value,,
Allan Gray Australia Equity,1.3793,1.3737,21.22,17.51,***,,
Perennial Value Smaller Companies Trust,0.8711,0.8659,18.72,5.87,**,,
Perpetual WFIA-Perpetual Small Coms,2.6223,2.6145,15.26,13.12,**,,
Perpetual Wholesale Smaller Companies,1.2416,1.2378,16.14,13.93,***,,
Equity Australia Other,,
Russell After-Tax Aus Shr (SuperInvs) A,1.1408,1.1352,13.84,14.35,NAv,,
The Montgomery,1.3504,1.3436,11.59,NAv,NAv,,
Equity Australia Real Estate,,
APN AREIT,1.4157,1.4085,19.38,18.91,*****,,
APN Property for Income,1.8880,1.8785,17.28,15.40,****,,
CFS FC W Inv-CFS W Property Securities,0.7470,0.7440,18.88,18.75,***,,
Cromwell Phoenix Property Securities,1.0553,1.0511,21.51,24.53,*****,,
Ironbark Paladin Property Securities,0.6967,0.6932,19.56,19.01,***,,
SG Hiscock Premier Property Securities,NAv,NAv,20.74,20.20,*****,,
SG Hiscock WS Property Securities,0.6905,0.6877,19.91,19.29,****,,
UBS Property Securities,0.8469,0.8410,19.85,20.95,***,,
Equity Emerging Markets,,
Aberdeen Emerging Opportunities,2.1658,2.1421,13.67,11.32,****,,
CFS Wholesale Glb Emerging Markets Sust,1.7799,1.7675,16.20,18.38,*****,,
CFS Wholesale Global Emerging Market,1.6330,1.6216,12.60,14.99,****,,
Realindex Emerging Markets-Class A,0.9773,0.9734,13.43,7.88,***,,
Russell Emerging Markets Fund Class A,1.1212,1.1112,15.81,10.82,***,,
Walter Scott Emerging Markets,1.1670,1.1606,6.86,9.68,***,,
Equity Europe,,
Platinum European,2.5363,2.5236,3.23,18.02,NAv,,
Equity Global Real Estate,,
Advance Global Property W,0.7948,0.7892,22.04,17.76,***,,
EQT SGH LaSalle Global Listed Prop Secs,1.1453,1.1395,23.94,15.42,***,,
Invesco WS Global Property Secs Hgd A,1.0466,1.0393,21.66,16.21,**,,
Ironbark Global (ex-Aus) Property Secs,0.7210,0.7166,24.66,15.10,***,,
Resolution Capital Global Prp Secs (WS),1.5248,1.5156,23.58,17.37,****,,
Russell Intl Property Secs Hedged A,0.9150,0.9096,22.97,16.29,**,,
Equity Global Resources,,
CFS FC W Inv-CFS W Global Resources,1.5809,1.5715,11.55,-3.86,NAv,,
Equity Greater China,,
Premium China,1.8743,1.8649,11.90,7.12,***,,
Equity Japan,,
Platinum Japan,3.0602,3.0449,13.15,23.25,NAv,,
Equity World - Currency Hedged,,
Arrowstreet Global Equity Hedged,1.1478,1.1431,30.05,22.11,*****,,
Capital International Global Equity Hgd,1.0491,1.0471,20.97,18.65,**,,
Grant Samuel Epoch Gbl Eq Shldr Yld Hgd,0.8883,0.8847,20.64,18.32,****,,
Russell International Shares Hedged A,0.7156,0.7118,21.55,19.46,**,,
Vanguard Index Hedged International Shrs,0.8373,0.8346,23.02,19.76,***,,
Walter Scott Global Equity Hedged,1.1075,1.1027,18.39,17.22,***,,
Zurich Investments Hgd Gbl Thematic Shr,1.0792,1.0774,20.86,15.35,*,,
Equity World Large Blend,,
Altrinsic Global Equities Trust,1.4474,1.4388,9.42,NAv,NAv,,
Arrowstreet Global Equity,0.9610,0.9581,21.30,23.47,*****,,
BT International Share Retail,2.8329,2.8299,14.86,20.97,***,,
Candriam Sustainable Global Equity,1.1083,1.0995,16.62,21.47,****,,
CFS FC Inv-Platinum International,1.6483,1.6384,11.40,15.81,***,,
CFS FC WS Inv-Magellan W Global,1.7450,1.7380,8.84,23.06,*****,,
CFS FC WS Inv-Platinum International,1.7391,1.7287,12.13,16.57,***,,
CFS Wholesale Indexed Global Share,2.0054,1.9994,15.06,20.63,***,,
Fiducian International Shares,1.2717,1.2628,15.58,17.29,***,,
IFP Global Franchise,1.8863,1.8776,12.13,20.51,****,,
IOOF MultiMix International Shares Trust,1.1309,1.1235,15.72,18.03,***,,
Ironbark GTP Global Equity Thematic,1.6333,1.6267,15.87,17.23,***,,
Magellan Global,1.7116,1.7082,9.05,23.67,*****,,
MLC UT/MKey InvSer Platinum Global,2.0244,2.0244,13.19,18.19,****,,
Platinum International,1.9558,1.9460,12.42,17.45,****,,
Platinum International Brands,2.4629,2.4506,3.63,13.01,****,,
PM Capital Absolute Performance,1.8812,1.8718,8.04,30.64,**,,
Russell Global Opportunities A,1.2174,1.2102,12.18,17.67,**,,
Russell International Shares A,1.1191,1.1135,12.01,19.63,***,,
UBS International Share,1.1564,1.1506,14.37,21.65,***,,
Vanguard Index International Shares,1.1866,1.1836,14.67,20.39,***,,
Equity World Large Growth,,
Aberdeen Actively Hedged Intl Equities,2.6960,2.6826,14.00,18.29,***,,
Aberdeen Select Inv Act Hgd Intl Share,0.9662,0.9614,13.77,18.04,***,,
Capital International Global Equity,1.2140,1.2116,13.36,19.82,***,,
Walter Scott Global Equity,1.6627,1.6572,10.37,17.93,***,,
Zurich Investments Gbl Thematic Shr,1.5201,1.5177,12.98,16.08,***,,
Zurich Investments Gbl Thematic Shr Pool,1.5635,1.5611,14.05,17.19,****,,
Zurich Investments Uhgd Gbl Thematic Shr,1.4554,1.4530,13.01,15.93,**,,
Zurich Investments Unhedged Global Gr,1.6567,1.6541,15.11,20.64,****,,
Equity World Large Value,,
Aberdeen International Equity,1.1215,1.1159,13.97,17.94,****,,
AMP Capital W Global Equity Value,0.9778,0.9739,16.06,20.95,***,,
AUI Wingate Global Equity Fund,0.9604,0.9556,9.47,18.18,***,,
Grant Samuel Epoch Gbl Eq Shldr Yld Uhgd,1.2326,1.2276,14.06,19.64,*****,,
Perpetual Wholesale International Share,1.3978,1.3909,10.79,17.74,***,,
Platinum Unhedged,1.3957,1.3887,16.27,18.32,****,,
Realindex Global Share-Class A,1.2964,1.2925,15.33,18.78,***,,
Templeton Global Equity,1.1919,1.1871,14.05,22.80,****,,
Equity World Mid/Small,,
Fidelity Select Global Small Cap,NAv,11.5923,11.41,21.11,***,,
Hunter Hall Global Equities Trust,1.4557,1.4485,15.16,10.83,**,,
Hunter Hall Value Growth Trust,2.8734,2.8590,19.08,12.38,***,,
Infrastructure - Global,,
CFS FC W Inv-CFS W Glbl Listed Infra Sec,1.0159,1.0108,26.05,19.12,****,,
CFS Wholesale Infrastructure Income,NAv,1.1318,9.85,7.64,*,,
Macquarie International Infra Ses,1.1493,1.1435,25.43,19.88,***,,
Magellan Infrastructure,1.0337,1.0307,23.52,17.67,****,,
RARE Emerging Markets,2.1658,2.1528,14.94,15.33,**,,
RARE Infrastructure Value,1.2198,1.2144,21.89,16.23,***,,
RARE Infrastructure Value Unhedged,1.3090,1.3032,16.31,17.08,**,,
Russell Global Listed Infr $A Hedged,1.3098,1.3020,27.98,19.63,****,,
Australian Short Term Fixed Interest,,
IOOF MultiMix Cash Enhanced Trust,1.0086,1.0086,3.53,4.66,***,,
IOOF/Perennial Flex Cash & Income,1.0000,1.0000,1.69,2.65,NAv,,
Russell Aus Cash Enhanced Fund Class A,1.0375,1.0365,4.21,4.72,***,,
Russell Australian Cash A,1.0310,1.0310,2.27,3.05,**,,
TPS Cash Management,NAv,NAv,2.34,3.25,**,,
UBS Cash Plus,1.0259,1.0243,3.32,4.03,***,,
Bonds - Australia,,
Aberdeen Australian Fixed Income,1.1520,1.1508,6.72,6.06,****,,
Aberdeen Income Focused Bond,1.0456,1.0451,6.82,6.16,****,,
Altius Bond,1.0104,1.0104,5.42,5.82,***,,
CFS FC W Inv-CFS W Australian Bond,1.1014,1.0992,5.95,5.27,***,,
CFS Wholesale Sovereign Australian Bond,0.9278,0.9260,2.70,4.01,**,,
Nikko AM Australian Bond,1.0615,1.0608,6.84,6.14,****,,
Perennial Fixed Interest Wholesale,1.0508,1.0508,6.94,7.06,*****,,
Perennial Tactical Income Trust,1.0696,1.0696,5.36,6.04,****,,
PIMCO EQT Wholesale Australian Bond,1.0099,1.0088,6.68,6.41,*****,,
PIMCO EQT Wholesale Australian Focus,1.0329,1.0318,4.51,5.16,**,,
Russell Australian Bond A,1.0559,1.0529,6.89,6.39,****,,
Russell Australian Bond Income,1.0675,1.0665,6.59,6.12,***,,
Schroder Fixed Income Wholesale,1.1125,1.1099,6.14,6.33,****,,
The Trust Company Bond,1.0384,1.0367,4.36,5.56,**,,
UBS Australian Bond,1.1015,1.1007,6.82,6.34,***,,
Bonds - Global,,
Advance Int Fix Intr Multi-Blend W,1.0652,1.0630,9.28,7.60,*****,,
CFS Wholesale Global Corporate Bond,1.0345,1.0283,12.53,10.26,*****,,
PIMCO EQT Wholesale Global Bond,0.9990,0.9980,11.37,8.25,*****,,
Russell Global Bond B,1.0623,1.0571,13.76,NAv,NAv,,
Russell International Bond $A Hedged A,1.0587,1.0535,10.31,9.48,****,,
Bonds - Global / Australia,,
BT WE BT Macquarie Diversified Fixed Int,1.0303,1.0286,4.64,4.57,*,,
CFS FC W Inv-CFS W Diversified Fixed Int,1.0409,1.0368,5.47,4.89,***,,
CFS FC W Inv-FC W Fixed Interest,1.0309,1.0268,7.60,6.73,***,,
IOOF MultiMix Diversified Fixed Interest,0.9989,0.9989,8.15,7.31,****,,
Macquarie Diversified Fixed Interest,1.0548,1.0532,5.71,5.60,***,,
PIMCO EQT WS Diversified Fixed Interest,0.9970,0.9960,8.97,7.30,*****,,
UBS Diversified Fixed Income,0.8973,0.8955,8.45,6.99,****,,
Diversified Credit,,
Antares Income Fund,1.0050,1.0050,NAv,NAv,NAv,,
CFS FC W Inv-CFS W Global Credit Income,1.0096,1.0045,7.45,7.53,***,,
Macquarie Income Opportunities,1.0190,1.0160,4.56,5.92,***,,
Omega Global Corporate Bond,1.0230,1.0200,8.83,7.49,***,,
Perpetual Wholesale Diversified Income,0.9788,0.9768,5.72,6.42,***,,
PIMCO EQT Wholesale Global Credit,0.9879,0.9859,9.25,7.69,****,,
PM Capital Enhanced Yield,1.1129,1.1107,4.99,5.42,***,,
