Managed Funds Performance - Rankings & Ratings,,,,,,,,,,,,,,,,,,,,
Latest available data as at: 27/8/2014,,,,,,,,,,,,,,,,,,,,
Performance as at: 31/7/2014,,,,,,,,,,,,,,,,,,,,
Product Star Ratings as at: 31/7/2014,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-08-30T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"HOW TO READ THE MANAGED FUNDS TABLES:  Tables show unit trusts. Funds are then grouped together by the assets they invest in, showing latest-available entry and exit prices, one- and three-year returns, and Morningstar Rating from one to five stars. Funds are ranked by alphabetical order within categories. The Morningstar Rating is an assessment of a fund's past performance - based on both return and risk - which shows how similar investments compare with their competitors. A high rating alone is insufficient basis for an investment decision. Questions/More Information: Phone 1 800 03 44 55 or online help.au@morningstar.com",,,,,,,,,,,,,,,,,,,,,,,
"COPYRIGHT:  Morningstar Australasia Pty Ltd (Morningstar) ABN: 95 090 665 544, AFSL: 240892 (a subsidiary of Morningstar, Inc).",,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER:  The data and content contained herein are not guaranteed to be accurate, complete or timely. Neither Morningstar, nor its affiliates nor their content providers will have any liability for use or distribution of any of this information. To the extent that any of this information constitutes advice, it is general advice that has been prepared by Morningstar without reference to your objectives, financial situation or needs. Before acting, you should consider the appropriateness of the advice and obtain financial, legal and taxation advice before making any financial investment decision. Investors should obtain the relevant product disclosure statement and consider it before making any decision to invest. Please refer to our Financial Services Guide (FSG) for more information at www.morningstar.com.au/fsg.asp",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Fund Name,Entry Price,Exit Price,1 Yr Perf,3 Yr Perf,Star Rating,,,,,,,,,,,,,,,
,
,
INVESTMENT TRUSTS,,
Multisector Aggressive,,
1970's Lifestage Fund - A,1.0453,1.0413,NAv,NAv,NAv,,
MLC UT/MKey InvSer Horizon 3-Conserv Gr,1.0094,1.0084,8.08,8.52,**,,
North Index Moderately Defensive,0.9517,0.9493,9.64,10.40,****,,
Pre Select Balanced,1.1728,1.1700,10.77,10.62,*****,,
Russell Diversified 50 A,1.0508,1.0465,8.69,9.83,****,,
Schroder Real Return CPI+5% Wholesale,1.1409,1.1363,7.04,8.49,**,,
SUMMIT Select - Active Mod Defensive,1.0721,1.0678,9.63,10.81,****,,
Summit Select Income Generator,1.1477,1.1432,9.80,11.50,*****,,
The Trust Company Philanthropy,0.8648,0.8618,10.12,9.49,**,,
Multisector Conservative,,
North Multi Manager Active Defensive,0.9898,0.9874,7.62,8.59,*****,,
Multisector Growth,,
Adv Balanced Multi-Blend ARS,0.8626,0.8626,7.33,8.09,**,,
Advance Balanced Multi-Blend W,1.1330,1.1284,8.61,9.36,***,,
AMP FLI-AMP Balanced Growth,1.1002,1.0951,9.61,10.53,**,,
AMP Gen-Balanced,1.0254,1.0205,10.94,11.50,****,,
BT Active Bal WS,1.6966,1.6916,10.56,10.54,***,,
BT Investor Choice Bal Gr,1.2410,1.2367,9.24,10.17,***,,
BT Multi-Manager Bal Retail,1.0470,1.0428,7.52,8.26,*,,
CBA Balanced,NAv,1.5197,9.31,8.89,**,,
CBA Growth,NAv,1.6791,9.28,10.89,***,,
CFS FC Inv-FirstChoice Growth,1.1192,1.1148,11.44,10.69,**,,
CFS FC W Inv-CFS W Diversified,1.6046,1.5982,11.23,11.58,***,,
CFS FC W Inv-FC W Multi-Index Balanced,1.0809,1.0776,12.76,12.03,*****,,
CFS FC W Inv-FirstChoice W Growth,1.1260,1.1215,12.47,11.73,***,,
CFS MIF-Diversified,1.8664,1.8589,10.31,10.66,**,,
DMG Diversified Portfolio,1.0593,1.0540,6.24,NAv,NAv,,
EQT Growth,1.4778,1.4674,12.56,12.38,NAv,,
Fiducian Balanced,1.1712,1.1654,11.41,10.93,***,,
IOOF MultiMix Balanced Growth Trust,1.0755,1.0695,11.04,11.17,***,,
IOOF Profile 75,0.9895,0.9881,11.98,11.21,***,,
ipac Classic Portfolio 2,0.9007,0.8961,11.08,11.59,***,,
ipac Pathways 70,0.9611,0.9562,11.50,12.19,****,,
ipac Strat Inv Srv Inflation Plus 4,1.0764,1.0710,10.47,11.17,***,,
Macquarie Balanced Growth,1.0445,1.0409,10.62,10.42,NAv,,
MLC UT/MKey InvSer Horizon 4 - Balanced,1.4070,1.4042,10.38,10.46,***,,
North Index Balanced,0.8409,0.8385,11.62,12.33,****,,
North Multi Manager Active Growth,0.8789,0.8745,13.45,14.60,*****,,
North Multi Manager Balanced,0.9627,0.9586,11.89,13.02,*****,,
North Select Active Balanced,1.1806,1.1746,12.11,12.60,****,,
OnePath OA IP-OP Tax Effective Inc NE,1.6518,1.6518,10.08,10.41,**,,
Perpetual Wholesale Balanced Growth,1.5326,1.5274,11.91,13.41,*****,,
Pre Select Growth,1.2780,1.2741,13.43,12.70,*****,,
Russell Balanced A,0.9547,0.9502,10.17,11.30,****,,
Russell Balanced Class C,1.0253,1.0204,9.95,11.09,***,,
SUMMIT Select - Active Balanced,1.0399,1.0349,12.10,12.66,****,,
UBS Balanced Investment,1.3006,1.2954,12.39,12.99,****,,
Multisector Moderate,,
Advance Defensive Multi-Blend W,1.1042,1.1018,5.72,6.19,***,,
BT Investor Choice Mod Gr,1.0832,1.0807,6.53,7.23,***,,
CFS FC Inv-FirstChoice Conservative,1.0514,1.0483,6.30,6.73,**,,
CFS FC W Inv-CFS W Conservative,1.1552,1.1529,6.83,7.05,***,,
CFS FC W Inv-FirstChoice W Conservative,1.0702,1.0669,7.11,7.56,***,,
IOOF MultiMix Conservative Trust,1.0248,1.0222,7.98,8.21,****,,
ipac Classic Portfolio 1,0.9464,0.9429,7.15,7.97,***,,
ipac Pathways 30,0.9737,0.9701,7.36,8.34,****,,
Mercer Conservative,0.9822,0.9797,6.29,6.77,***,,
MLC UT/MKey InvSer Horizon 2 - Income,1.1220,1.1209,6.47,7.57,***,,
North Index Defensive,0.9821,0.9800,7.45,8.37,****,,
North Multi Manager Active Moderately De,0.9547,0.9514,9.86,10.97,*****,,
Perpetual Wholesale Conservative Growth,1.1536,1.1506,8.11,9.38,*****,,
Russell Conservative A,0.9490,0.9457,7.10,8.20,****,,
UBS Defensive Investment,1.1910,1.1875,10.02,10.86,*****,,
Hedge Funds - Australia,,
Bennelong Kardinia Absolute Return,1.1038,1.0994,6.88,NAv,NAv,,
BT Australian Long Short WS,0.9157,0.9093,15.01,13.82,***,,
K2 Australian Absolute Return,195.7900,194.2300,12.09,11.12,***,,
Perpetual Pure Equity Alpha,1.0620,1.0578,9.20,NAv,NAv,,
WaveStone Dynamic Australian Equity,1.5258,1.5166,13.18,13.04,***,,
Hedge Funds - Global,,
Atrium Evolution Series Divers - AEF 7,1.1526,1.1475,7.61,9.28,NAv,,
K2 Select International Absolute Return,152.8600,151.6400,4.38,8.46,***,,
UBS Dynamic Alpha Strategies Fund A,1.1706,1.1660,7.76,11.20,****,,
van Eyk Blueprint Alternatives,0.7956,0.7934,1.16,1.76,***,,
Winton Global Alpha,1.1647,1.1604,7.94,5.21,***,,
Commodities & Precious Metals,,
Credit Suisse Enhanced Commodity,0.2549,0.2549,2.06,-0.38,NAv,,
Equity Asia Pacific w/o Japan,,
Aberdeen Asian Opportunities,2.4517,2.4248,7.38,11.94,****,,
BT Asian Share Retail,6.7392,6.7054,6.58,7.08,**,,
BT Asian Share WS,1.5155,1.5079,7.54,8.03,***,,
Platinum Asia,2.9223,2.9077,21.18,13.59,****,,
Equity Australia Derivative Income,,
BT Balanced Equity Income,1.0039,0.9987,7.03,NAv,NAv,,
CFS FC W Inv-CFS W Equity Income,0.8159,0.8126,11.73,11.22,***,,
Merlon WS Australian Share Income,1.1582,1.1536,9.97,11.68,***,,
Zurich Investments Equity Income,0.7474,0.7452,11.72,10.38,***,,
Equity Australia Large Blend,,
Alphinity Wholesale Australian Share,2.7079,2.6917,17.25,15.56,****,,
AMP Gen-BlackRock Aust Equity Index,1.3400,1.3368,14.62,11.51,***,,
Antares Prof High Growth Shares,1.1663,1.1629,14.33,12.05,****,,
BlackRock Australian Share,1.8156,1.8057,12.87,10.84,**,,
BT Aus Share Retail,3.9434,3.9236,14.49,11.92,***,,
BT Aus Share WS,1.6143,1.6062,15.61,12.99,****,,
BT Class Inv Core Aus Shr,3.7940,3.7780,14.24,11.69,***,,
BT Core Aus Shr WS,2.3199,2.3083,15.56,12.98,****,,
BT Ethical Shr WS,1.6125,1.6044,15.01,11.79,***,,
BT Imp Shr Retail,1.7820,1.7740,12.70,10.95,***,,
BT Imputation Shr WS,2.1078,2.0973,13.73,11.98,****,,
BT Investor Choice Aus Tax Eff,2.0194,2.0092,13.71,12.58,****,,
CFS FC W Inv-CFS W Aus Share Core,1.6833,1.6766,14.05,13.08,*****,,
CFS FC W Inv-CFS W Imputation,2.6485,2.6380,15.37,13.69,****,,
CFS FC W Inv-CFS W Index Australian Shr,1.0907,1.0885,16.12,13.11,***,,
CFS FC WS Inv-Schroder Australian Equity,1.4909,1.4850,15.60,14.58,*****,,
CFS MIF-Australian Share,2.3343,2.3250,16.41,13.36,***,,
CFS MIF-Imputation,3.8153,3.8001,14.33,12.70,***,,
CFS Wholesale Australian Share,2.1618,2.1531,17.45,14.31,****,,
EQT Flagship Common No 2,1.8772,1.8648,14.87,12.56,****,,
Fidelity Australian Equities,28.4283,28.2865,18.67,15.71,*****,,
Fiducian Australian Shares,1.5692,1.5599,15.90,10.99,***,,
IOOF MultiMix Australian Shares Trust,1.0511,1.0459,16.62,12.11,***,,
MLC UT/MKey InvSer Australian Share,1.7952,1.7898,11.82,10.43,*,,
MLC UT/MKey InvSer MLC - Vanguard Sh Ind,2.5027,2.5002,14.85,11.92,***,,
Pengana Australian Equities Class A,1.6296,1.6214,9.02,15.49,*****,,
Russell Australian Share A,1.5526,1.5448,16.36,13.00,***,,
The Trust Company Share Imputation,2.9550,2.9462,16.60,14.90,****,,
UBS Australian Share,1.8523,1.8430,14.81,13.75,****,,
UCA Australian Equities Portfolio,13.0813,13.0031,13.07,10.53,**,,
UCA Growth Portfolio,4.4802,4.4533,14.37,10.70,***,,
Vanguard High Yield Australian Shares,1.5523,1.5483,16.16,18.67,*****,,
Vanguard Index Australian Shares,2.0827,2.0774,15.48,12.24,***,,
Westpac Aus Tax Eff Retail,0.9539,0.9491,13.09,11.92,***,,
Equity Australia Large Geared,,
CFS FC W Inv-CFS W Geared Share,4.1741,4.1392,33.53,23.79,****,,
CFS MIF-Geared Share,2.0502,2.0330,32.27,22.62,***,,
Perpetual Wholesale Geared Australian,3.9796,3.9499,39.35,30.53,****,,
Equity Australia Large Growth,,
Arnhem Australian Equity,1.7924,1.7817,14.83,14.64,****,,
Ausbil Australian Active Equity,3.4476,3.4304,18.35,14.48,****,,
Greencape Wholesale Broadcap,1.3951,1.3867,18.15,15.15,*****,,
Greencape Wholesale High Conviction,1.4314,1.4228,17.32,13.86,****,,
Hyperion Australian Growth Companies,3.2630,3.2434,17.83,17.33,*****,,
Perennial Growth Shares Wholesale Trust,1.8036,1.7928,20.07,11.97,***,,
Russell Aust Opportunities Class A,1.3949,1.3851,17.96,13.35,***,,
Equity Australia Large Value,,
CFS FC Inv-Perpetual Industrial Shr,1.4449,1.4392,17.36,19.19,****,,
Maple-Brown Abbott Imputation,1.2816,1.2816,15.52,13.83,**,,
Maple-Brown Abbott Imputation Wholesale,1.2924,1.2860,16.92,15.25,***,,
Maple-Brown Abbott Sharemarket,1.0361,1.0361,15.63,14.16,**,,
MLC UT/MKey InvSer Income Builder,2.7784,2.7701,15.22,17.52,***,,
Perennial Value Shares Wholesale Trust,1.3040,1.2962,18.63,13.07,***,,
Perpetual W Share Plus L/S,2.7173,2.7065,21.74,20.71,*****,,
Perpetual WFIA-Perpetual Aus Shr,3.1902,3.1806,17.37,14.97,****,,
Perpetual WFIA-Perpetual Indl Shr,2.5254,2.5179,17.49,19.28,****,,
Perpetual WFI-Perpetual Indl Shr,1.8974,1.8917,17.32,19.23,****,,
Perpetual Wholesale Australian,1.8205,1.8151,18.74,16.12,****,,
Perpetual Wholesale Concentrated Equity,1.9052,1.8995,20.31,18.17,****,,
Perpetual Wholesale Ethical SRI,2.0252,2.0191,16.76,21.80,*****,,
Perpetual Wholesale Industrial,1.6318,1.6269,18.30,20.36,****,,
Realindex Australian Share-Class A,1.2822,1.2796,16.66,15.22,***,,
Sandhurst BMF-Sandhurst Ind Share,1.9472,1.9375,13.43,18.04,****,,
The Trust Company Australian Share,2.5063,2.4988,15.56,14.60,***,,
Equity Australia Mid/Small Blend,,
Ausbil MicroCap,2.9827,2.9648,34.53,19.76,****,,
BT MicroCap Opportunities WS,2.4453,2.4281,29.23,16.94,*****,,
BT Smaller Companies Retail,1.8680,1.8600,12.15,9.80,***,,
BT Smaller Companies W,2.4948,2.4823,12.79,10.48,****,,
Celeste Australian Small Companies,3.0068,2.9887,3.23,4.47,***,,
CFS FC W Inv-CFS W Small Companies Core,1.6482,1.6399,19.51,10.71,****,,
Invesco W Aust Smaller Companies,2.7507,2.7315,8.30,5.76,***,,
Ironbark Karara Australian Small Comp,3.0337,3.0185,14.45,10.11,****,,
Pengana Emerging Companies,2.5057,2.4908,18.39,14.30,****,,
Smallco Investment,4.0113,3.9754,17.37,31.76,*****,,
Equity Australia Mid/Small Growth,,
Ausbil Australian Emerging Leaders,3.1395,3.1207,25.12,9.11,***,,
Australian Ethical Smaller Companies,2.1575,2.1570,13.51,13.05,****,,
CFS Developing Companies,2.0678,2.0595,17.04,12.00,****,,
CFS Future Leaders,4.1453,4.1288,18.28,9.32,***,,
Eley Griffiths Group Small Companies,2.0351,2.0245,13.94,8.46,***,,
Fairview Equity Partners Emerging Co,2.0560,2.0438,14.80,8.47,****,,
Hyperion Small Growth Companies,3.7554,3.7330,10.35,21.77,*****,,
Equity Australia Mid/Small Value,,
Allan Gray Australia Equity,1.4334,1.4276,25.61,15.62,***,,
Perpetual WFIA-Perpetual Small Coms,2.6811,2.6731,19.14,10.73,**,,
Perpetual Wholesale Smaller Companies,1.2684,1.2646,20.01,11.56,***,,
Equity Australia Other,,
Russell After-Tax Aus Shr (SuperInvs) A,1.2022,1.1962,16.15,13.22,NAv,,
The Montgomery,1.3665,1.3597,13.68,NAv,NAv,,
Equity Australia Real Estate,,
APN AREIT,1.4967,1.4891,17.64,19.26,*****,,
APN Property for Income,1.9824,1.9724,15.75,15.44,***,,
BT Property Securities W,0.6829,0.6795,16.74,18.81,****,,
CFS FC W Inv-CFS W Property Securities,0.7970,0.7938,16.62,18.96,***,,
Cromwell Phoenix Property Securities,1.0962,1.0918,20.34,25.28,*****,,
Ironbark Paladin Property Securities,0.7428,0.7390,16.94,19.22,***,,
SG Hiscock Premier Property Securities,0.7729,0.7699,19.77,20.49,*****,,
SG Hiscock WS Property Securities,0.7319,0.7289,18.93,19.59,****,,
UBS Property Securities,0.8975,0.8913,17.09,20.37,***,,
Equity Emerging Markets,,
Aberdeen Emerging Opportunities,2.2258,2.2015,7.33,9.05,****,,
CFS Wholesale Glb Emerging Markets Sust,1.7468,1.7346,10.19,15.95,*****,,
CFS Wholesale Global Emerging Market,1.6200,1.6087,7.71,13.44,****,,
Realindex Emerging Markets-Class A,1.0166,1.0126,11.38,4.94,***,,
Russell Emerging Markets Fund Class A,1.1421,1.1319,12.82,7.67,***,,
Walter Scott Emerging Markets,1.2014,1.1948,1.43,7.21,***,,
Equity Europe,,
Platinum European,2.5583,2.5455,5.66,15.11,NAv,,
Equity Global Real Estate,,
Advance Global Property W,0.8371,0.8311,15.19,14.46,***,,
BT Global Property Secs WS,1.0327,1.0301,14.84,12.01,****,,
EQT SGH LaSalle Global Listed Prop Secs,1.2004,1.1944,15.23,12.32,***,,
Invesco WS Global Property Secs Hgd A,1.1034,1.0957,14.40,12.68,**,,
Ironbark Global (ex-Aus) Property Secs,0.7496,0.7451,14.47,11.31,***,,
Resolution Capital Global Prp Secs (WS),1.6047,1.5951,15.98,13.78,****,,
Russell Intl Property Secs Hedged A,0.9706,0.9648,16.08,12.81,**,,
Equity Global Resources,,
CFS FC W Inv-CFS W Global Resources,1.7082,1.6979,19.02,-5.17,NAv,,
Equity Greater China,,
Premium China,1.8466,1.8374,13.49,3.64,***,,
Equity Japan,,
Platinum Japan,3.0269,3.0118,13.59,22.25,NAv,,
Equity World - Currency Hedged,,
Arrowstreet Global Equity Hedged,1.1628,1.1580,21.99,17.58,*****,,
Capital International Global Equity Hgd,1.0846,1.0824,15.53,14.58,**,,
Grant Samuel Epoch Gbl Eq Shldr Yld Hgd,0.9143,0.9107,14.18,16.21,*****,,
Russell International Shares Hedged A,0.7325,0.7285,15.48,14.82,***,,
Walter Scott Global Equity Hedged,1.1308,1.1260,13.64,13.80,**,,
Zurich Investments Hgd Gbl Thematic Shr,1.1157,1.1139,16.48,12.74,*,,
Equity World Large Blend,,
Altrinsic Global Equities Trust,1.3880,1.3797,6.50,NAv,NAv,,
Arrowstreet Global Equity,0.9343,0.9314,15.98,20.39,*****,,
BT Core Gbl Share WS,1.1441,1.1429,11.53,19.19,****,,
BT International Share Retail,2.7917,2.7889,10.72,18.13,***,,
Candriam Sustainable Global Equity,1.0776,1.0690,13.24,19.49,****,,
CFS FC Inv-Platinum International,1.6526,1.6427,12.38,14.67,***,,
CFS FC WS Inv-Platinum International,1.7425,1.7321,13.10,15.42,***,,
CFS Wholesale Indexed Global Share,1.9780,1.9721,11.56,18.08,***,,
Fiducian International Shares,1.2394,1.2308,10.62,13.62,***,,
IFP Global Franchise,1.8240,1.8156,8.24,19.47,*****,,
IOOF MultiMix International Shares Trust,1.1109,1.1035,11.76,14.86,**,,
Ironbark GTP Global Equity Thematic,1.6430,1.6364,14.23,14.10,***,,
Magellan Global,1.6677,1.6643,5.69,23.49,*****,,
MLC UT/MKey InvSer Platinum Global,2.0349,2.0349,16.59,16.40,****,,
Platinum International,1.9689,1.9590,13.79,16.43,****,,
Platinum International Brands,2.4961,2.4836,1.87,12.02,****,,
PM Capital Absolute Performance,1.7914,1.7824,7.02,24.26,**,,
Russell Global Opportunities A,1.2035,1.1963,8.24,14.76,**,,
Russell International Shares A,1.0987,1.0933,8.23,16.41,**,,
UBS International Share,1.1448,1.1390,11.57,18.22,***,,
Vanguard Index International Shares,1.1468,1.1438,11.15,17.81,***,,
Equity World Large Growth,,
Aberdeen Actively Hedged Intl Equities,2.7041,2.6907,11.27,16.38,****,,
Capital International Global Equity,1.2065,1.2041,10.06,17.08,***,,
Walter Scott Global Equity,1.6272,1.6218,8.20,16.06,***,,
Zurich Investments Gbl Thematic Shr,1.5031,1.5007,10.71,14.57,***,,
Zurich Investments Gbl Thematic Shr Pool,1.5509,1.5485,11.77,15.67,****,,
Zurich Investments Uhgd Gbl Thematic Shr,1.4393,1.4369,10.78,14.41,**,,
Zurich Investments Unhedged Global Gr,1.6422,1.6396,11.92,17.64,****,,
Equity World Large Value,,
Aberdeen International Equity,1.1239,1.1183,11.10,16.05,****,,
AMP Capital W Global Equity Value,0.9531,0.9493,13.36,16.96,**,,
Grant Samuel Epoch Gbl Eq Shldr Yld Uhgd,1.2124,1.2076,10.22,18.77,****,,
Perpetual Wholesale International Share,1.3482,1.3415,6.80,15.65,***,,
Platinum Unhedged,1.4216,1.4145,16.85,16.82,****,,
Realindex Global Share-Class A,1.2942,1.2904,12.92,15.88,***,,
Templeton Global Equity,1.1822,1.1774,12.79,19.83,****,,
Equity World Mid/Small,,
Fidelity Select Global Small Cap,NAv,11.4856,8.76,17.33,***,,
Hunter Hall Value Growth Trust,2.8387,2.8217,14.18,9.59,***,,
Infrastructure - Global,,
CFS FC W Inv-CFS W Glbl Listed Infra Sec,1.0345,1.0294,19.81,16.51,****,,
CFS Wholesale Infrastructure Income,NAv,1.1198,10.21,7.90,*,,
Macquarie International Infra Ses,1.1706,1.1648,19.52,17.05,***,,
Magellan Infrastructure,1.0500,1.0468,17.07,16.39,****,,
RARE Emerging Markets,2.1383,2.1255,10.33,13.72,**,,
RARE Infrastructure Value,1.2520,1.2464,16.37,14.26,***,,
RARE Infrastructure Value Unhedged,1.2934,1.2876,12.36,15.89,***,,
Australian Short Term Fixed Interest,,
BT Wholesale Enhanced Cash,1.0653,1.0645,3.56,4.60,****,,
IOOF MultiMix Cash Enhanced Trust,1.0064,1.0064,3.65,4.67,***,,
IOOF/Perennial Flex Cash & Income,1.0000,1.0000,1.85,2.77,*,,
Russell Aus Cash Enhanced Fund Class A,1.0393,1.0383,4.18,4.57,***,,
Russell Australian Cash A,1.0325,1.0325,2.28,3.11,**,,
TPS Cash Management,NAv,NAv,2.34,3.32,**,,
UCA Cash Portfolio,1.0000,1.0000,4.12,4.98,****,,
Bonds - Australia,,
Aberdeen Australian Fixed Income,1.1635,1.1623,5.56,6.38,****,,
Aberdeen Income Focused Bond,1.0751,1.0746,5.37,6.53,****,,
Altius Bond,1.0135,1.0135,5.18,6.17,***,,
BT Fixed Interest WS,1.1817,1.1802,5.38,6.29,***,,
CFS FC W Inv-CFS W Australian Bond,1.1107,1.1085,5.05,5.47,***,,
CFS Wholesale Sovereign Australian Bond,0.9305,0.9286,2.45,4.45,**,,
Perennial Fixed Interest Wholesale,1.0595,1.0595,5.90,7.15,*****,,
Perennial Tactical Income Trust,1.0763,1.0763,5.49,6.00,****,,
PIMCO EQT Wholesale Australian Bond,1.0073,1.0062,5.29,6.63,*****,,
PIMCO EQT Wholesale Australian Focus,1.0317,1.0306,3.83,5.17,**,,
Russell Australian Bond A,1.0596,1.0566,5.59,6.61,****,,
Russell Australian Bond Income,1.0728,1.0718,5.27,6.39,***,,
Schroder Fixed Income Wholesale,1.1193,1.1167,5.30,6.53,****,,
The Trust Company Bond,1.0367,1.0350,4.10,5.67,**,,
Tyndall Australian Bond,1.0700,1.0694,5.68,6.41,****,,
UBS Australian Bond,1.1065,1.1057,5.66,6.61,***,,
Bonds - Global,,
Advance Int Fix Intr Multi-Blend W,1.0662,1.0640,7.73,7.53,*****,,
CFS Wholesale Global Corporate Bond,1.0467,1.0405,10.46,9.74,*****,,
PIMCO EQT Wholesale Global Bond,1.0053,1.0042,8.90,7.89,*****,,
Russell Global Bond B,1.0579,1.0527,11.10,NAv,NAv,,
Russell International Bond $A Hedged A,1.0556,1.0504,7.83,9.35,****,,
Bonds - Global / Australia,,
BT WE BT Macquarie Diversified Fixed Int,1.0277,1.0260,4.12,4.78,**,,
CFS FC W Inv-CFS W Diversified Fixed Int,1.0441,1.0399,5.05,4.79,***,,
CFS FC W Inv-FC W Fixed Interest,1.0313,1.0271,6.12,6.86,***,,
IOOF MultiMix Diversified Fixed Interest,1.0049,1.0049,6.75,7.22,****,,
Macquarie Diversified Fixed Interest,1.0542,1.0526,4.63,5.64,***,,
PIMCO EQT WS Diversified Fixed Interest,0.9989,0.9979,7.05,7.23,****,,
UBS Diversified Fixed Income,0.9022,0.9004,7.24,6.73,****,,
Diversified Credit,,
CFS FC W Inv-CFS W Global Credit Income,1.0171,1.0121,6.89,6.62,***,,
Macquarie Income Opportunities,1.0212,1.0182,4.77,5.62,***,,
Omega Global Corporate Bond,1.0193,1.0163,6.80,7.09,***,,
Perpetual Wholesale Diversified Income,0.9760,0.9740,5.86,6.26,***,,
PIMCO EQT Wholesale Global Credit,0.9902,0.9882,7.51,7.42,*****,,
PM Capital Enhanced Yield,1.1197,1.1175,5.29,5.38,***,,
Schroder Credit Securities Wholesale,1.1042,1.0998,5.45,5.93,***,,
UBS Diversified Credit,0.9769,0.9729,6.95,7.01,***,,
UBS Global Credit,1.0414,1.0383,9.08,8.17,****,,
High Yield Credit,,
