NAv,4.0719,237.8500,-6.44,13.86,0.61,,
NAv,12.2378,249.7700,-4.73,12.85,0.8,,
ANZ0392AU,0.8605,11.6600,-5.18,12.70,-0.91,,
NML0143AU,1.0461,45.3700,1.44,12.70,-2.04,,
MMF0588AU,0.8261,15.0200,-5.13,12.70,-0.92,,
HOW0019AU,0.9244,70.4500,-5.98,12.68,-0.59,,
WFS0093AU,0.8560,39.1400,-4.93,12.66,-0.71,,
Equity Australia Large Value,,
CRE0001AU,1.2840,16.8300,5.25,23.86,6.18,,
PPL0002AU,0.8327,19.2800,3.23,14.29,-1.55,,
PVA0022AU,2.0245,16.3700,-1.82,13.31,-2.56,,
MMF0399AU,1.2561,24.0900,-4.45,13.16,-0.27,,
PVA0002AU,2.0257,32.4100,-2.03,13.07,-2.69,,
EQI0027AU,1.6764,54.7800,-1.83,12.54,-1.24,,
Equity Australia Large Geared,,
AMP0850AU,0.5743,11.1400,-14.36,15.78,-13.46,,
RFA0062AU,0.4367,15.7400,-14.12,8.83,-9.97,,
Equity Australia Mid/Small Growth,,
FSF0035AU,2.2483,233.3500,1.65,31.27,4.71,,
MAQ0479AU,0.7193,14.3000,-4.27,29.57,-2.21,,
MAQ0454AU,1.0890,94.0000,-5.07,28.58,-2.73,,
MAQ0085AU,2.1386,21.8800,-5.36,28.13,-2.71,,
HBC0006AU,0.6890,10.0100,-0.70,27.46,0.78,,
MAQ0082AU,1.9266,31.3200,-6.14,27.18,-3.76,,
MAQ0091AU,1.8363,16.4900,-6.49,26.94,-3.96,,
HOW0036AU,0.9311,37.8900,-2.56,26.47,0.35,,
PPL0107AU,0.7824,132.9100,-3.03,25.25,4.71,,
Equity Australia Mid/Small Blend,,
ANT0002AU,1.6483,167.7700,-1.80,29.58,NAv,,
OPS0001AU,2.0887,38.7100,-0.50,29.50,-4.54,,
OPS0002AU,1.5324,18.8000,-0.10,27.44,-4.7,,
PER0270AU,1.9209,436.2000,-4.49,25.33,1.53,,
PAT0002AU,2.4099,75.6000,0.52,25.28,8.49,,
RFA0012AU,1.7840,228.0000,1.97,24.99,1.63,,
HOW0027AU,1.1792,29.9000,-0.61,24.71,0.85,,
HOW0016AU,1.6770,37.8500,-0.55,24.68,4.76,,
FAM0101AU,3.0580,136.9000,-0.83,24.25,3.19,,
Equity Australia Mid/Small Value,,
IOF0214AU,0.8811,65.5300,-2.74,25.99,4.67,,
ETL0060AU,1.0695,574.2900,-1.25,21.77,0.59,,
HHA0001AU,1.3568,79.0900,-11.24,20.08,1.26,,
WPC0004AU,1.1892,47.9200,3.63,19.36,1.51,,
STL0011AU,0.7243,18.4700,2.51,17.77,0.6,,
Unlisted and Direct Property,,
APZ0010AU,1.1920,164.7700,16.35,14.11,11.75,,
AMP1074AU,0.7715,20.4200,5.13,12.17,-2.12,,
HBC0013AU,0.8488,60.9900,4.97,7.23,-2.43,,
HBC0002AU,0.8129,16.6100,2.98,5.92,-3.55,,
YOC0001AU,0.8014,35.8700,6.09,5.01,0.33,,
IPL0001AU,0.9360,154.7300,8.68,4.59,-1.88,,
YOC0003AU,0.6354,59.5300,4.04,4.53,-4.71,,
NML0337AU,0.8395,54.6900,7.05,3.26,-0.53,,
MAL0008AU,0.7811,378.3600,-0.04,3.08,-5.98,,
MAL0007AU,0.8143,22.6000,-0.96,2.17,-6.85,,
APN0005AU,0.6196,34.6900,7.07,2.04,-0.61,,
MFM0001AU,0.7300,64.9900,-11.03,1.96,NAv,,
Equity World Large Growth,,
WPC0002AU,1.1000,64.2900,3.79,22.41,1.62,,
CRS0005AU,1.9300,759.4300,6.11,7.08,-3.56,,
CSA0114AU,0.6919,74.5000,5.94,6.95,-3.72,,
WFS0090AU,0.9244,14.5200,4.28,5.42,-4.74,,
Equity World Large Blend,,
MAQ0004AU,0.9086,10.7000,3.21,22.86,4.76,,
PLA0100AU,2.1035,656.5700,2.83,17.79,5.07,,
MGE0001AU,1.1060,"1,095.3000",19.17,12.13,NAv,,
MAQ0404AU,1.2520,442.0600,15.55,11.95,1.16,,
STT0011AU,1.0416,41.0300,-0.38,10.87,NAv,,
FPS0005AU,0.8455,104.0400,-1.58,8.95,-5.29,,
MLC0060AU,1.2984,533.5000,-2.35,7.95,0.28,,
MAQ0464AU,0.7523,530.3400,0.79,7.66,-3.8,,
Equity World Large Value,,
PLA0006AU,0.9992,164.5700,-3.04,12.09,2.75,,
EQI0015AU,0.7815,264.3400,5.93,8.51,-1.98,,
FSF0974AU,0.8839,265.2400,-4.94,5.80,NAv,,
BTA0076AU,0.7142,15.9800,-11.26,4.84,-11.62,,
FRT0004AU,0.7090,125.6300,-2.05,4.17,-7.31,,
FSF0409AU,1.0747,114.7800,-5.81,3.11,-0.15,,
Equity World - Currency Hedged,,
MAQ0079AU,0.7407,179.8300,4.18,23.78,5.62,,
MAL0135AU,0.8523,147.0100,-5.28,23.08,3.13,,
FSF0975AU,0.9923,30.1600,-0.03,20.91,NAv,,
CSA0135AU,0.3711,74.6300,8.93,20.07,0.35,,
VAN0107AU,0.5623,102.3000,4.56,20.02,-0.85,,
RFA0030AU,0.5700,18.1900,3.19,19.85,-2.52,,
MGL0018AU,0.5943,18.5000,-3.46,19.48,-2.64,,
IPA0052AU,0.5817,13.9400,2.83,19.15,-2.4,,
Equity World Mid/Small,,
HOW0002AU,1.9657,917.3300,-10.80,11.74,-1.58,,
MAL0133AU,0.8010,262.4600,-8.45,8.11,-1.36,,
FPS0009AU,0.9199,32.2700,-8.87,8.00,-3.3,,
Equity World / Australia,,
MLC0448AU,0.6848,20.6500,-4.25,13.90,-6.63,,
NET0008AU,0.6596,10.7000,-2.15,12.61,-3.48,,
MLC0394AU,0.7125,114.1700,-1.95,11.78,-3.61,,
BTA0012AU,2.1758,174.8300,-0.05,9.73,-4.44,,
Equity North America,,
BTA0023AU,1.7220,13.2000,5.44,5.24,-3.08,,
Equity Europe,,
PLA0001AU,1.9420,132.7900,1.38,18.06,0.8,,
BTA0025AU,2.0560,53.7200,-4.28,4.19,-7.14,,
Equity Asia Pacific w/o Japan,,
EQI0028AU,1.8783,397.5000,2.65,16.17,3.86,,
FSF0872AU,0.9165,14.1000,-6.78,10.29,NAv,,
BTA0026AU,5.4396,181.4100,-3.32,9.96,-0.28,,
PLA0004AU,2.1026,"3,064.9700",-5.23,8.39,3.78,,
HBC0010AU,1.0765,33.1700,-5.86,6.44,0.07,,
WAR0012AU,2.4951,42.0600,-6.93,5.28,-2.29,,
GTU0009AU,0.3615,12.4000,-12.72,4.22,-6.54,,
Equity Japan,,
PLA0003AU,1.7386,347.6300,-0.71,2.21,-2.27,,
Equity Emerging Markets,,
ETL0032AU,1.8170,627.2800,1.94,18.39,6.59,,
MAQ0477AU,0.9275,572.6600,-4.14,12.65,NAv,,
FRT0006AU,0.7034,16.8500,-16.05,5.02,NAv,,
Equity Global Technology,,
FSF0144AU,0.5295,12.2100,6.11,9.06,-2.63,,
PLA0101AU,0.9888,41.3600,-0.22,7.67,1.48,,
Hedge Funds - Australia,,
PPL0006AU,0.7412,11.7400,-4.49,10.29,3.37,,
KAM0101AU,166.9700,472.3100,-7.29,10.20,3.39,,
Hedge Funds - Global,,
MAQ0625AU,1.3430,48.7200,7.99,16.69,9.97,,
SLT0007AU,0.8037,16.8000,-0.11,15.66,-3.34,,
ETL0046AU,130.8700,221.4200,-3.67,12.65,3.78,,
COL0008AU,1.2220,37.6400,36.15,12.55,NAv,,
COL0007AU,0.9974,63.6300,3.67,9.75,NAv,,
KAM0100AU,125.8600,138.8800,-14.55,7.92,1.55,,
MAQ0482AU,1.1635,704.4500,7.66,7.25,NAv,,
SLT0005AU,1.1525,66.4600,-2.56,6.59,2.06,,
COL0006AU,1.0118,73.6200,6.04,5.78,NAv,,
Infrastructure - Global,,
MGE0002AU,0.7534,203.4600,7.41,20.58,NAv,,
MAQ0432AU,0.8046,387.9300,5.98,17.94,-0.49,,
TGP0015AU,1.5410,72.9500,0.32,17.11,NAv,,
SUPERANNUATION FUNDS,,
Multisector Conservative,,
NAv,1.2478,34.0000,7.37,6.93,4.05,,
FSF0366AU,1.4694,35.4700,5.56,6.69,3.93,,
FSF0274AU,1.5068,74.4500,5.54,6.68,3.89,,
Multisector Moderate,,
BTA0281AU,1.1391,10.8300,3.93,10.84,NAv,,
BTA0288AU,1.0373,35.1500,3.09,9.76,NAv,,
PRU0427AU,16.5267,19.8000,4.30,8.40,3.26,,
BTA0232AU,1.3677,13.0300,2.01,8.27,1.01,,
RSA0016AU,3.1154,11.2600,4.22,8.25,2.5,,
BTA0225AU,1.3445,31.2900,2.16,8.17,0.79,,
Multisector Balanced,,
MLC0857AU,11.6975,15.3200,2.65,11.49,NAv,,
PRU0457AU,16.1035,115.8000,1.96,10.42,0.96,,
FSF0368AU,1.4482,"2,063.5400",0.97,9.95,-0.1,,
RSA0042AU,1.3324,13.2600,2.22,9.94,1.14,,
Multisector Growth,,
BTA0282AU,0.9694,11.3700,2.18,12.03,NAv,,
RSA0358AU,2.7419,18.3600,3.33,11.88,-1.41,,
Multisector Aggressive,,
RSA0047AU,1.8744,12.5100,-1.50,12.70,-2.89,,
FSF0370AU,1.3601,116.9300,-3.42,12.32,-3.16,,
FSF0273AU,1.1887,228.0900,-3.41,12.31,-3.18,,
MAQ0081AU,1.8854,27.5400,-0.85,12.28,0.38,,
MLC0690AU,12.3549,22.3900,3.01,12.09,0.79,,
BTA0291AU,0.8603,318.2600,-0.60,11.95,NAv,,
BTA0293AU,0.8638,21.9100,-0.83,11.72,NAv,,
BTA0292AU,0.8584,269.9300,-0.75,11.71,NAv,,
BTA0290AU,0.8917,266.6600,0.25,11.59,NAv,,
Reserve Backed,,
NFS0410AU,NAv,25.1200,4.53,4.28,4.14,,
COM0402AU,2.9661,130.3400,4.29,4.27,4.47,,
COM0703AU,3.0553,277.7200,4.30,4.08,4.35,,
NAv,NAv,"1,018.8100",5.00,4.01,4.43,,
NFS0457AU,NAv,15.5300,3.23,3.50,3.42,,
Australian Cash,,
NAv,1.8434,131.3700,4.24,4.33,3.99,,
NAv,NAv,"1,653.7300",4.48,4.13,4.89,,
NAv,1.2636,521.7000,4.19,3.76,4.49,,
COM0116AU,2.0703,32.0000,3.49,3.61,3.86,,
COM0031AU,2.0677,11.4700,3.51,3.57,3.83,,
PRU0458AU,15.3251,32.2000,3.81,3.55,4.39,,
Australian Short Term Fixed Interest,,
AUG0103AU,1.6738,32.5300,4.21,4.40,4.02,,
NAv,1.8771,220.7300,4.13,4.35,4.13,,
ASS0104AU,1.8157,85.0000,4.12,4.10,3.89,,
MAQ0601AU,NAv,526.5000,3.24,2.79,3.58,,
Bonds - Australia,,
NAv,1.3822,316.7000,8.26,8.26,6.4,,
AMP0738AU,1.5457,33.3800,8.53,6.24,6.01,,
AMP0796AU,1.5169,24.1400,8.76,6.12,5.7,,
Bonds - Global,,
AMP0658AU,1.4070,259.8400,5.48,10.34,3.72,,
AMP0344AU,1.7133,57.6200,4.65,9.28,3.53,,
AMP1102AU,1.5139,37.5500,6.57,6.92,NAv,,
NAv,NAv,60.7800,10.13,6.22,3.99,,
Bonds - Global / Australia,,
NAv,2.1171,57.9900,8.16,9.00,6.96,,
FSF0362AU,1.5136,35.6300,7.91,7.93,5.46,,
FSF0266AU,1.7980,142.5900,7.90,7.91,5.43,,
BTA0257AU,1.2747,13.5300,4.75,6.58,3.9,,
Mortgages,,
FSF0045AU,1.7909,33.1800,2.96,5.01,3.38,,
Multi-Strategy Income,,
FSF0743AU,1.3799,50.2600,3.66,8.70,3.86,,
FSF0745AU,1.3063,44.2500,2.91,6.97,3.14,,
Diversified Credit,,
AMP0868AU,1.0429,77.9300,-0.65,23.31,-1.45,,
Equity Australia Real Estate,,
ZUR0259AU,1.6008,11.2300,0.71,20.72,-10.46,,
AMP0667AU,0.8377,47.7900,0.43,14.51,-13.87,,
Equity Global Real Estate,,
MMF1026AU,0.8571,13.1400,5.62,32.04,-2.92,,
MMF1027AU,0.8284,10.5400,4.93,31.20,-3.54,,
MLC0831AU,8.6534,11.1300,0.23,29.50,NAv,,
Equity Australia Large Growth,,
BTA0082AU,2.1367,10.3700,-3.87,13.05,-0.11,,
BTA0096AU,1.9620,12.7100,-4.10,12.66,-0.48,,
Equity Australia Large Blend,,
NAv,NAv,184.7800,-3.38,17.72,0.65,,
RSA0025AU,4.0240,19.5600,-4.40,13.82,0.54,,
ANZ0579AU,2.2023,12.1500,-3.92,13.66,0.09,,
Equity Australia Large Value,,
MLC0694AU,23.2803,16.7100,5.95,21.97,2.45,,
MLC0542AU,21.3301,15.5400,5.67,21.56,2.15,,
RSA0083AU,3.3922,22.4800,2.84,15.99,0.86,,
RSA0206AU,3.3922,14.8700,2.84,15.99,0.86,,
Equity Australia Large Geared,,
RSA0317AU,1.5094,22.7900,-12.99,30.46,-8.12,,
AMP0823AU,1.6170,30.0400,-11.80,18.11,-9.48,,
AMP0820AU,1.5301,102.7100,-12.36,17.50,-10.01,,
Equity Australia Mid/Small Growth,,
AMP0962AU,2.1341,10.1600,-4.34,23.48,-1.89,,
MAQ0259AU,2.5413,17.2800,-5.95,22.96,-3.68,,
FSF0416AU,2.4501,93.3800,-1.52,18.73,-0.78,,
MMF0063AU,5.1244,25.9400,-2.91,18.53,1.1,,
FSF0451AU,1.7797,17.3300,-1.58,18.45,-0.85,,
MMF0093AU,4.8434,29.2300,-3.80,18.09,0.74,,
RSA0396AU,1.0463,32.4600,-5.58,17.97,-0.09,,
RSA0422AU,1.0463,13.8600,-5.58,17.97,-0.09,,
MMF0253AU,2.6860,27.4300,-3.44,17.89,0.61,,
FSF0439AU,1.9340,24.2600,-4.22,17.60,0.71,,
FSF0157AU,2.0051,68.3900,-4.35,17.48,0.62,,
Equity Australia Mid/Small Blend,,
RSA0357AU,6.0315,11.7100,3.55,27.61,3.51,,
ANZ0654AU,1.9994,12.6900,2.14,23.79,1.96,,
FSF0753AU,1.7333,19.1700,0.03,23.54,3.27,,
AMP0951AU,1.6978,15.6100,0.28,23.49,0.15,,
AMP0863AU,1.5974,66.6300,-0.73,22.61,-0.62,,
Equity Australia Mid/Small Value,,
MLC0695AU,15.8679,15.6000,-3.38,23.13,2.32,,
MLC0650AU,14.4196,15.0800,-3.69,22.73,1.95,,
FSF0993AU,1.5556,14.0400,-4.91,16.18,NAv,,
Unlisted and Direct Property,,
ASS0119AU,1.3969,17.0000,5.69,16.02,-7.96,,
Equity World Large Growth,,
RSA0031AU,1.3457,20.9500,4.33,7.36,-3.28,,
Equity World Large Blend,,
NAv,NAv,233.4500,-0.04,7.75,-3.77,,
Equity World Large Value,,
FSF0748AU,0.8297,13.9500,3.94,4.67,-7.9,,
Equity World - Currency Hedged,,
MMF0917AU,1.1445,14.1000,2.35,19.21,-1.08,,
MLC0720AU,14.4234,22.0400,1.99,18.27,-1.54,,
MLC0547AU,13.1393,14.8400,1.68,17.88,-1.87,,
FSF0823AU,0.9923,24.9200,3.61,17.84,-1.46,,
ANZ0584AU,1.4373,10.4900,1.37,17.56,-2.19,,
FSF0995AU,1.4196,12.2200,-1.49,16.48,NAv,,
Equity World Mid/Small,,
FSF0443AU,0.9487,20.1500,-3.89,8.59,-6.27,,
Equity World / Australia,,
MLC0749AU,16.1473,116.1800,-4.13,13.29,-5.43,,
MLC0570AU,14.9528,67.9500,-4.36,12.99,-5.63,,
MLC0447AU,14.9528,169.3800,-4.36,12.99,-5.63,,
MLC0445AU,13.6479,11.8600,-4.79,12.47,-6.06,,
MLC0748AU,46.2350,259.2900,-1.37,10.59,-2.68,,
MLC0425AU,42.9269,702.5100,-1.55,10.39,-2.85,,
MLC0246AU,42.9269,104.7500,-1.55,10.39,-2.85,,
NAv,2.9225,56.5000,-1.35,9.91,-1.1,,
MLC0435AU,21.8558,57.5500,-2.01,9.86,-3.31,,
BTA0295AU,0.8457,103.9000,0.60,9.73,NAv,,
Equity Asia Pacific w/o Japan,,
FSF0851AU,0.9590,36.2200,-6.22,9.88,NAv,,
MLC0846AU,11.5875,18.1500,-5.79,5.36,NAv,,
AMP1197AU,0.9466,19.0800,-10.19,4.20,NAv,,
Equity Emerging Markets,,
AMP1103AU,0.7888,25.0400,-12.15,5.01,NAv,,
MMF0462AU,1.2009,15.7500,-13.93,5.01,-4.6,,
MMF0450AU,1.1281,10.9500,-14.60,4.19,-5.27,,
ANZ0548AU,1.6231,13.0100,-14.83,3.93,-5.61,,
MMF0329AU,1.0709,15.6200,-15.68,3.87,-5.64,,
Equity Global Technology,,
BTA0146AU,0.4731,10.2700,10.03,12.82,6.33,,
Infrastructure - Global,,
FSF0852AU,0.9413,15.0000,4.70,16.43,NAv,,
