Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4754.5 at 16:47 9/10/2009 Report at 22:01 Friday 9/10/2009. Processed 17:05 Sunday 11/10/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
66,65,DXS,Dexus Prop Grp stpld,3.813,0.80,-1,1.339,0.519,7.3,,9.13,9.13,-35.6,-39.38,-,2.8,0.74,1.01,23.4,-14.0
67,63,RMD,ResMed Inc cdi 10:1,3.777,5.00,-15,6.67,4.46,-,,-,-,-,23.91,20.9,55.6,2.75,1.75,1.0,-4.5
68,67,COH,Cochlear Ltd,3.657,65.05,-108,68.54,46.21,175,f,2.69,3.84,16.7,233.7,27.8,12.9,10.04,2.78,17.8,8.1
69,78,PDN,Paladin Energy,3.434,4.79,45,5.52,1.63,-,,-,-,-,-96.13,-,-,4.42,1.20,111.0,-6.0
70,71,MTS,Metcash Ltd,3.405,4.45,4,4.73,3.80,24,f,5.39,7.70,14.3,26.47,16.8,11.3,2.66,0.13,16.6,6.3
71,72,MIG,Macq Infra stpld,3.404,1.505,2.5,2.31,0.95,20,p,13.29,13.54,-,-73.72,-,58.6,0.82,1.73,-13.0,-16.9
72,70,BLD,Boral Ltd,3.352,5.63,-7,6.27,2.29,13,f,2.31,3.30,-61.8,24.1,23.4,-46.7,1.22,4.12,29.3,-4.1
73,74,BEN,Bendigo & Adelaide,3.328,9.51,41,13.828,5.733,43,f,4.52,6.46,-33.9,25.6,37.1,-37.9,1.07,4.03,-22.4,-8.4
74,76,JHX,James Hardie Ind cdi,3.307,7.64,35,7.95,2.89,-,,-,-,-100.0,13.52,56.5,42.7,-,-0.34,79.8,1.1
75,69,FLX,Felix Res Ltd,3.293,16.75,-65,18.03,4.677,53,f,3.16,4.52,-,136.18,12.3,162.6,4.63,2.53,49.3,76.3
76,81,PTM,Platinum Asset,3.276,5.84,60,5.88,2.80,20,f,3.42,4.89,-16.7,22.49,26.0,-22.0,16.88,-,89.2,-
77,73,SOL,Soul Pattinson,3.265,13.68,-7,14.00,7.15,32,f,2.34,3.34,6.7,466.25,2.9,98.6,0.85,10.91,62.0,20.3
78,75,CTX,Caltex Aust,3.218,11.92,14,14.00,6.18,36,,3.02,4.31,-55.0,15.6,76.4,-58.1,1.24,10.60,26.9,-16.1
79,79,AOE,Arrow Energy,3.12,4.26,15,4.73,1.74,-,,-,-,-,52,8.2,-,2.69,0.82,71.8,65.5
80,77,TTS,Tatts Grp Ltd,3.113,2.44,-3,2.97,2.15,21,f,8.61,12.30,121.1,21.9,11.1,7.6,1.20,-0.56,5.5,-6.5
81,80,PRY,Primary Health Care,3.012,6.29,9,6.56,3.46,14,f,2.23,3.18,-48.1,28.65,22.0,42.2,1.42,-,40.5,-8.7
82,83,BBG,Billabong Intl,2.954,11.72,35,12.307,5.815,45,p,3.84,4.61,-15.1,69.2,16.9,-19.5,2.51,0.70,7.8,-4.1
83,85,DOW,Downer EDI Ltd,2.886,8.65,39,8.77,3.01,29,,3.35,3.35,13.7,54.4,15.9,10.9,2.17,2.18,86.1,14.7
84,84,ALL,Aristocrat Leisure,2.87,5.38,21,6.77,3.16,14.5,f,2.70,3.85,-38.5,-0.2,-,-42.3,14.91,0.35,47.7,-23.7
85,82,DJS,David Jones Ltd,2.784,5.56,-21,5.94,2.02,28,f,5.04,7.19,3.7,31.5,17.7,8.5,4.05,1.16,94.0,23.2
86,88,EQN,Equinox Min Ltd cdi,2.678,3.80,37,3.94,0.95,-,,-,-,-,25.35,15.0,-64.0,3.77,-,186.8,19.1
87,87,BOQ,Bank of Qld,2.585,12.26,71,14.333,6.228,64,f,5.22,7.46,5.8,68.1,18.0,14.5,1.54,5.39,-0.3,-4.3
88,86,NUF,Nufarm Ltd,2.527,11.59,19,14.82,7.30,27,,2.33,2.33,-22.9,33.5,34.6,-11.1,1.55,3.59,8.6,8.2
89,92,CSR,CSR Ltd,2.462,1.91,10,2.207,0.905,7.5,f,3.93,5.61,-47.7,-29.7,-,-39.0,1.55,0.83,-2.5,-10.4
90,93,AQP,Aquarius Platinum,2.456,5.32,41,6.39,1.925,12.08,,2.27,2.27,-100.0,-16.39,-,-,3.28,-,84.8,-9.8
91,94,MCC,Macarthur Coal,2.406,9.46,67,9.81,2.32,13,f,1.37,1.96,-23.5,79.3,11.9,183.3,2.38,4.03,58.2,30.5
92,95,GFF,Goodman Fielder,2.365,1.745,11,1.75,0.93,10.5,p,6.02,6.65,-22.2,13.3,13.1,-17.1,1.46,-0.20,13.9,1.4
93,91,UGL,United Grp Ltd,2.357,14.26,6,15.97,6.13,64,f,4.49,6.41,10.3,87.1,16.4,8.4,2.10,-0.82,59.5,3.8
94,89,SPN,SP AusNet stpld,2.357,0.885,-1,1.197,0.725,11.85,p,13.39,15.22,2.5,6.99,12.7,1.0,1.06,0.89,-6.1,-1.6
95,90,REH,Reece Aust Ltd,2.294,23.03,-87,24.00,15.10,51,f,2.21,3.16,-10.5,97,23.7,-12.3,4.30,5.35,35.0,10.7
96,98,EXT,Extract Res,2.20,9.29,46,11.45,0.785,-,,-,-,-,-5.38,-,-28.9,21.18,-,829.6,135.5
97,104,SEK,Seek Ltd,2.196,6.54,91,6.65,2.02,9.2,f,1.41,2.01,-50.5,18.8,34.8,-28.9,7.61,0.51,102.6,9.7
98,103,SGX,Sino Gold Min Ltd,2.118,7.24,69,7.46,2.37,-,,-,-,-,-33.33,-,-,2.58,-,106.8,15.0
99,97,ATM,Aneka Tambang cdi 1:5,2.118,1.11,,2.50,1.00,2.97,,2.68,2.68,-89.4,0.36,308.3,-94.1,1.98,-,-54.3,54.4
100,96,RHC,Ramsay Health Care,2.114,10.50,-32,12.09,8.73,38,f,3.62,5.17,16.9,51.3,20.5,25.3,2.33,0.09,7.8,2.3
101,100,CMJ,Consolidated Media,2.104,3.05,8,3.44,1.655,16.5,,5.41,6.53,-38.9,61.91,4.9,-23.1,4.61,0.66,59.0,-1.2
102,110,CNT,Centamin Egypt,2.071,2.04,33.5,2.10,0.55,-,,-,-,-,-2.96,-,-,4.24,-,183.3,44.2
103,99,JBH,JB Hi-Fi Ltd,2.044,18.90,-43,19.90,6.87,44,f,2.33,3.33,69.2,88.26,21.4,44.4,8.91,1.21,122.4,52.6
104,105,CGF,Challenger FSG Ltd,2.012,3.58,30,3.64,0.865,12.5,,3.49,3.49,-,-16.2,-,4.0,1.19,1.81,130.8,6.1
105,107,AQA,Aquila Res,1.93,7.75,75,7.89,1.90,-,,-,-,-,-10.5,-,-9.8,12.47,-,111.1,19.1
106,102,AIA,Auckland Airport fpo nz,1.923,1.57,,1.65,1.175,5.15,,3.28,3.28,-4.1,2.74,57.3,-5.1,1.30,1.21,2.1,-0.9
107,101,BKW,Brickworks Ltd,1.898,14.25,-40,16.80,8.50,39,f,2.74,3.91,-,229.8,6.2,2.8,1.38,8.27,39.9,9.4
108,109,WHC,Whitehaven Coal,1.858,3.90,26,3.97,0.89,8.5,f,2.18,3.11,400.0,60.5,6.4,431.8,2.57,1.68,147.7,-
109,106,CPA,C'wlth Prop ord unt   ,1.814,0.975,0.5,1.48,0.67,8.8,,9.03,9.03,-4.3,-31.8,-,-10.9,0.85,1.15,-19.4,-5.2
110,111,TSE,Transfield Services,1.748,4.23,18,4.46,1.24,12,f,2.84,4.05,-50.9,-15.34,-,-5.1,2.25,0.02,59.4,-7.7
111,108,ABC,Adelaide Brighton,1.694,2.70,-7,3.08,1.445,14,f,5.19,7.41,1.1,20.8,13.0,-2.8,2.41,1.15,26.6,8.5
112,125,TPI,Transpacific Indust,1.652,1.72,20,4.478,1.03,10.1,,5.87,8.38,-100.0,-77.9,-,-66.8,1.22,-3.39,-32.7,-32.6
113,115,ILU,Iluka Res,1.637,3.91,15,5.40,2.70,-,,-,-,-100.0,3.7,105.7,-36.7,1.58,2.70,8.6,-14.9
114,113,WAN,West Aust News,1.626,7.61,19,8.99,3.62,33,f,4.34,6.19,-37.7,42.1,18.1,-20.6,23.98,-,31.9,-5.0
115,122,ALZ,Australand Prop stpld,1.615,0.56,3,0.585,0.174,10,,17.86,18.77,-19.9,-15.55,-,-7.5,0.77,0.92,145.8,-17.1
116,118,IOF,ING Office Fd stpld,1.61,0.59,2,1.252,0.184,7.92,,13.42,13.42,-,-49.8,-,18.5,0.89,0.99,-31.3,-17.9
117,112,PPT,Perpetual Ltd,1.604,37.40,12,50.00,21.60,100,f,2.67,3.82,-69.7,96,39.0,-51.4,5.53,3.46,10.3,-16.2
118,116,MLT,Milton Corp,1.602,18.00,34,18.70,12.00,78,f,4.33,6.19,-11.4,57.7,31.2,-40.8,1.29,18.15,11.5,-
119,114,AUN,Austar United,1.578,1.26,-0.5,1.37,0.60,-,,-,-,-,-2.4,-,-81.2,-,-0.33,40.0,1.9
120,121,SKT,Sky Net fpo nz,1.553,3.99,4,4.05,2.76,11.48,,2.88,2.88,106.9,18.27,21.8,-8.2,1.60,0.50,28.3,-3.9
121,127,MOF,Macq Office unt,1.545,0.325,2.5,0.761,0.071,3.75,,11.54,11.54,-65.7,-42,-,-,0.68,0.49,26.3,-33.8
122,117,APA,APA Grp stpld,1.537,3.02,-4,3.39,2.43,31,,10.26,10.26,5.1,16.2,18.6,12.6,1.20,1.18,14.6,-2.8
123,119,SKC,Sky City Entertain,1.518,2.64,-6,3.08,1.90,5.44,,2.06,2.06,-29.2,18.83,14.0,-9.5,2.54,0.47,-7.6,-14.1
124,126,TEN,Ten Network Hldgs,1.516,1.45,6,1.485,0.615,5.5,f,3.79,5.41,3.9,-8.37,-,-30.1,1.98,-0.55,9.3,-22.0
125,120,CPB,Campbell Brothers,1.507,28.10,-58.9,30.608,8.29,100,p,3.56,4.32,5.3,201.93,13.9,47.2,3.65,2.73,23.0,18.2
126,123,HTA,Hutchison,1.493,0.11,,0.145,0.07,-,,-,-,-,-6.23,-,-,-,0.11,-,-
127,124,FLT,Flight Centre,1.492,14.97,11,17.80,3.39,9,,0.60,0.86,-89.5,38.3,39.1,-33.1,2.44,1.92,9.1,-0.6
128,128,PNA,PanAust Ltd,1.466,0.50,1.5,0.53,0.078,-,,-,-,-,-4.95,-,283.8,6.43,0.16,140.0,16.4
129,132,ANN,Ansell Ltd,1.399,10.26,26,14.10,7.51,28,,2.73,2.73,5.7,89.2,11.5,21.4,2.16,1.98,-16.0,-0.2
130,130,DUE,DUET Grp forus,1.375,1.60,-2,2.986,1.28,24.12,p,15.07,15.29,-7.5,-9.24,-,104.1,0.95,1.70,-20.5,-7.1
131,131,AWE,Aust Worldwide Ex,1.355,2.60,-2,3.06,1.678,-,,-,-,-,17.36,15.0,-58.1,1.23,1.80,12.7,-2.3
132,129,HSP,Healthscope Ltd,1.352,4.66,-17,5.14,3.61,21.5,f,4.61,6.59,10.3,28.88,16.1,12.9,1.49,0.06,13.5,1.7
133,135,CEU,ConnectEast stpld,1.34,0.35,0.5,0.773,0.244,2,,5.71,5.71,-79.9,-25.43,-,537.4,0.89,-,-44.1,-30.8
134,134,KAR,Karoon Gas Aust,1.321,7.46,-3,12.10,1.68,-,,-,-,-,3.02,247.0,-,3.95,-,245.3,55.3
135,136,BLY,Boart Longyear,1.312,0.305,0.5,0.597,0.054,2.87,,9.41,10.82,40.4,6.84,4.5,40.6,5.97,-0.10,-13.0,-
136,137,APN,APN News & Media,1.298,2.18,11,3.125,0.866,12,,5.50,5.50,-28.6,-13.1,-,-15.9,1.24,-1.23,2.5,-22.7
137,144,MGX,Mount Gibson Iron,1.269,1.18,9,1.27,0.19,-,,-,-,-,4.56,25.9,-42.1,1.63,0.73,133.1,10.2
138,146,IFL,IOOF Hldgs Ltd,1.264,5.50,49,5.804,2.112,4,f,0.73,1.04,-86.7,16.7,32.9,-29.0,1.44,0.55,35.6,-12.7
139,133,FPH,Fisher & Paykel H,1.264,2.47,-18,2.94,2.18,10.2,,4.13,4.13,-3.5,10.09,24.5,68.3,7.48,0.30,2.1,-8.4
140,153,PBG,Pac Brands,1.229,1.32,18.5,1.838,0.127,8.5,,6.44,9.20,-100.0,-39.9,-,-19.0,0.97,-0.06,45.9,-14.5
141,138,NVT,Navitas Ltd,1.212,3.54,-3,3.88,2.01,14.3,f,4.04,5.77,31.2,14.3,24.8,32.8,12.30,-0.23,76.3,26.9
142,145,CEY,Centennial Coal,1.207,3.23,10,4.37,1.51,11,f,3.41,4.86,-47.6,19.5,16.6,30.9,1.83,1.77,-3.3,13.1
143,142,SKI,Spark Infrastructure stpld,1.192,1.155,0.5,1.665,0.83,15.98,,13.84,13.84,0.2,7.48,15.4,-7.1,3.05,1.70,-7.0,-
144,148,GPG,Guinness Peat cdi,1.191,0.735,4.5,0.873,0.359,2.1,,2.86,2.86,1.2,-4.04,-,-,0.60,0.86,4.5,-23.6
145,139,PMV,Premier Invest,1.191,8.10,-6.3,8.592,2.848,35,f,4.32,6.17,20.7,62.44,13.0,34.8,1.03,2.07,122.8,20.1
146,141,IFN,Infigen Energy stpld,1.188,1.48,-1,1.53,0.525,9,,6.08,6.08,-37.9,22.6,6.5,789.8,1.31,0.58,91.0,7.8
147,140,SEV,Seven Network   ,1.185,6.23,-7,7.24,5.01,34,f,5.46,7.80,-,6.38,97.6,-26.4,0.60,7.27,5.3,-8.5
148,160,VBA,Virgin Blue Hldgs,1.182,0.535,9,0.54,0.127,-,,-,-,-100.0,-15.2,-,-,2.05,0.50,83.5,-29.0
149,149,MND,Monadelphous Grp,1.174,13.66,70,14.23,5.25,74,f,5.42,7.74,2.8,87.48,15.6,11.8,9.58,1.40,82.9,35.2
150,150,WTF,Wotif Com Hldgs,1.171,5.62,31,5.95,3.10,17.5,f,3.11,4.45,16.7,20.91,26.9,24.6,16.46,-0.08,68.5,15.8
151,154,MRE,Minara Res,1.168,1.00,11.5,1.39,0.189,-,,-,-,-100.0,-14.52,-,-,1.43,0.70,162.1,-17.0
152,151,AIZ,Air New Zealand fpo nz,1.137,1.06,6,1.10,0.55,5.22,,4.92,4.92,-25.8,1.61,65.8,-26.4,0.88,1.18,46.9,1.1
153,147,WHS,Warehouse Grp,1.12,3.60,,3.64,2.50,17.8,,4.94,4.94,-7.1,19.72,18.3,12.9,4.40,0.77,12.4,-8.3
154,157,RIV,Riversdale Min,1.11,5.80,54,7.30,1.555,-,,-,-,-,0.16,3625.0,-96.9,2.19,1.96,90.2,57.3
155,143,SGT,Singapore Tel cdi,1.106,2.47,-17,2.95,2.13,11.35,,4.60,4.60,16.6,20.75,11.9,14.2,0.06,1.23,3.1,8.8
156,155,ZIM,Zimplats Hldgs,1.076,10.00,50,10.44,3.50,-,,-,-,-,-28.65,-,-,2.10,-,14.3,3.2
157,156,TAL,Tower Aust,1.076,2.98,17,3.02,1.745,4.5,,1.51,2.15,12.5,18.9,15.8,16.3,1.80,0.89,45.1,-
158,162,AND,Andean Res Ltd,1.073,2.32,23,2.54,0.425,-,,-,-,-,-1.8,-,-40.2,15.74,-,173.0,104.8
159,158,SLX,Silex Systems,1.056,7.23,45,8.03,2.81,-,,-,-,-,-2.6,-,-60.0,13.54,0.48,85.4,14.7
160,159,IRE,IRESS Market Tech,1.039,8.39,40,8.92,3.54,32,f,3.81,5.45,19.2,31.29,26.8,-0.4,8.94,0.67,91.5,12.1
161,161,HGG,Henderson Grp cdi 1:1,1.025,2.47,13,2.67,1.075,12.15,,4.92,4.92,-9.2,-0.17,-,-1.7,1.68,-0.22,110.6,4.5
162,152,SIP,Sigma Pharmaceutical,1.016,1.01,-5,1.382,0.83,7,f,6.93,9.90,-,9.5,10.6,-9.2,0.85,-0.12,-10.8,-21.7
163,167,MBN,Mirabela Nickel,0.995,2.94,33,3.43,0.66,-,,-,-,-,-22.86,-,-,2.14,-,88.4,14.3
164,163,REA,REA Grp,0.977,7.68,17,7.89,2.95,10,f,1.30,1.86,-,0.74,1037.8,-95.8,10.45,0.30,76.5,22.7
165,164,MCW,Macq Country unt,0.968,0.65,1,0.77,0.10,7,,10.77,10.77,-53.3,-101.81,-,62.6,0.86,0.77,229.3,-21.8
166,166,AIX,Aust Infra unt,0.934,1.62,7.5,2.054,0.991,13,p,8.02,9.04,-11.8,26.33,6.2,-46.1,0.77,3.14,20.7,-0.9
