Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4722.6 at 16:47 13/11/2009  Report at 19:05 Friday 13/11/2009. Processed 13:26 Sunday 15/11/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
90,94,ALL,Aristocrat Leisure,2.416,4.53,34,5.75,3.16,14.5,f,3.20,4.57,-38.5,-0.2,-,-42.3,11.61,0.35,10.7,-32.3
91,87,CNT,Centamin Egypt,2.396,2.35,-6,2.50,0.57,-,,-,-,-,-2.96,-,-,5.03,-,197.5,49.6
92,92,JBH,JB Hi-Fi Ltd,2.382,22.01,101,22.43,6.87,44,f,2.00,2.86,69.2,88.26,24.9,44.4,9.91,1.21,160.8,55.0
93,91,SPN,SP AusNet stpld,2.357,0.885,1.5,1.197,0.725,9.92,p,11.21,12.75,2.5,6.99,12.7,1.0,1.04,0.89,-6.8,-3.4
94,95,UGL,UGL Ltd,2.298,13.89,44,15.97,6.13,64,f,4.61,6.58,10.3,87.1,15.9,8.4,1.99,-0.82,71.4,3.4
95,96,MYR,Myer Hldgs Ltd,2.274,3.91,14,3.96,3.70,-,,-,-,-,-,-,-,2.99,-,-,-
96,89,REH,Reece Aust Ltd,2.252,22.61,-91,25.60,15.10,51,f,2.26,3.22,-10.5,97,23.3,-12.3,4.39,5.35,48.8,8.2
97,102,CGF,Challenger FSG Ltd,2.226,4.03,35,4.07,0.865,12.5,,3.10,3.10,-,-16.2,-,4.0,1.20,1.81,188.1,2.1
98,98,SGX,Sino Gold Min Ltd,2.203,7.53,23,7.79,2.51,-,,-,-,-,-33.33,-,-,2.60,-,101.6,9.0
99,99,RHC,Ramsay Health Care,2.187,10.82,27,12.09,8.73,38,f,3.51,5.02,16.9,51.3,21.1,25.3,2.35,0.09,21.5,1.6
100,97,GFF,Goodman Fielder,2.14,1.55,,1.78,0.93,10.5,p,6.77,7.49,-22.2,13.3,11.7,-17.1,1.32,-0.20,24.5,-3.0
101,100,ATM,Aneka Tambang cdi 1:5,2.118,1.11,,2.50,0.97,2.94,,2.65,2.65,-70.8,0.36,308.3,-94.1,1.98,-,-54.3,54.4
102,103,SEK,Seek Ltd,2.031,6.05,15,6.81,2.02,9.2,f,1.52,2.17,-50.5,18.8,32.2,-28.9,6.86,0.51,106.6,4.0
103,105,AQA,Aquila Res,2.022,8.12,34,8.40,1.90,-,,-,-,-,-10.5,-,-9.8,12.52,-,102.1,18.7
104,101,EXT,Extract Res,2.015,8.31,-23,11.45,0.785,-,,-,-,-,-5.38,-,-28.9,19.51,-,866.0,111.2
105,104,CMJ,Consolidated Media,2.011,3.07,9,3.44,1.71,16.5,,5.37,6.49,-38.9,61.91,5.0,-23.1,4.28,0.66,42.2,-4.3
106,107,WHC,Whitehaven Coal,1.982,4.16,19,4.29,0.89,8.5,f,2.04,2.92,400.0,60.5,6.9,431.8,2.62,1.68,297.8,-
107,108,BKW,Brickworks Ltd,1.889,12.83,39,16.80,8.50,39,f,3.04,4.34,-,229.8,5.6,2.8,1.34,8.27,38.9,5.3
108,110,CPA,C'wlth Prop ord unt   ,1.852,0.995,5.5,1.34,0.67,8.8,,8.84,8.84,-4.3,-31.8,-,-10.9,0.82,1.15,-21.7,-6.8
109,106,AIA,Auckland Airport fpo nz,1.814,1.48,-8,1.66,1.175,6.7,,4.53,4.53,-4.1,2.74,54.0,-5.1,1.29,1.21,14.5,-2.1
110,111,TSE,Transfield Services,1.746,4.22,5,4.80,1.24,12,f,2.84,4.06,-50.9,-15.34,-,-5.1,2.22,0.02,82.7,-9.0
111,114,FLT,Flight Centre,1.733,17.39,81,17.75,3.39,9,,0.52,0.74,-89.5,38.3,45.4,-33.1,2.71,1.92,93.8,2.6
112,109,CPB,Campbell Brothers,1.728,27.62,-67,30.608,8.29,100,p,3.62,4.40,5.3,201.93,13.7,47.2,3.67,2.73,55.3,15.3
113,113,WAN,West Aust News,1.726,8.08,27,8.48,3.62,33,f,4.08,5.83,-18.9,42.1,19.2,-20.6,24.61,-,64.2,-7.2
114,112,ABC,Adelaide Brighton,1.719,2.71,-1,3.01,1.445,14,f,5.17,7.38,1.1,20.8,13.0,-2.8,2.46,1.15,46.6,7.5
115,117,AUN,Austar United,1.697,1.355,7,1.39,0.60,-,,-,-,-,-2.4,-,-81.2,-,-0.33,69.1,1.0
116,116,MLT,Milton Corp,1.667,17.94,58,18.18,12.00,78,f,4.35,6.21,-11.4,57.7,31.1,-40.8,1.30,18.15,28.3,-2.5
117,115,CEU,ConnectEast stpld,1.646,0.425,,0.682,0.244,2,,4.71,4.71,-79.9,-25.43,-,537.4,1.09,-,-15.6,-30.9
118,121,APA,APA Grp stpld,1.603,3.15,12,3.30,2.43,31,,9.84,9.84,5.1,16.2,19.4,12.6,1.21,1.18,24.8,-1.8
119,124,IOF,ING Office Fd stpld,1.597,0.585,3,0.996,0.184,7.92,,13.54,13.54,-,-49.8,-,18.5,0.84,0.99,-34.4,-18.5
120,118,TEN,Ten Network Hldgs,1.589,1.52,0.5,1.62,0.615,2,,1.32,1.88,-85.2,-9.62,-,-47.6,1.96,-0.35,42.1,-20.9
121,122,ALZ,Australand Prop stpld,1.586,0.55,2,0.585,0.174,10,,18.18,19.11,-19.9,-15.55,-,-7.5,0.73,0.92,136.6,-20.1
122,119,HTA,Hutchison,1.561,0.115,,0.145,0.07,-,,-,-,-,-6.23,-,-,-,0.11,-,-
123,123,SKT,Sky Net fpo nz,1.545,3.97,7,4.05,2.76,11.48,,2.89,2.89,106.9,18.27,21.7,-8.2,1.56,0.50,43.8,-5.8
124,120,SKC,Sky City Entertain,1.541,2.68,-1,2.89,1.90,5.44,,2.03,2.03,-29.2,18.83,14.2,-9.5,2.59,0.47,1.0,-13.1
125,132,MGX,Mount Gibson Iron,1.527,1.42,13,1.445,0.19,-,,-,-,-,4.56,31.1,-42.1,1.78,0.73,244.0,8.2
126,128,HSP,Healthscope Ltd,1.505,4.79,22,4.90,3.61,21.5,f,4.49,6.41,10.3,28.88,16.6,12.9,1.59,0.06,14.4,-1.8
127,127,MOF,Macq Office unt,1.497,0.315,1,0.38,0.071,3.75,,11.90,11.90,-65.7,-42,-,-,0.64,0.49,12.6,-36.0
128,130,PNA,PanAust Ltd,1.496,0.51,2.5,0.545,0.078,-,,-,-,-,-4.95,-,283.8,6.24,0.16,220.1,15.2
129,125,DUE,DUET Grp forus,1.469,1.71,-0.5,2.319,1.28,24.12,p,14.11,14.31,-7.5,-9.24,-,104.1,1.02,1.70,7.8,-6.1
130,134,KAR,Karoon Gas Aust,1.449,8.18,48,12.10,2.09,-,,-,-,-,3.02,270.9,-,4.07,-,234.8,57.3
131,131,AWE,Aust Worldwide Ex,1.433,2.75,8,3.06,1.87,-,,-,-,-,17.36,15.8,-58.1,1.27,1.80,16.7,-2.1
132,135,BLY,Boart Longyear,1.43,0.31,2,0.375,0.054,2.87,,9.26,10.65,40.4,6.84,4.5,40.6,6.08,-0.10,33.4,-
133,136,NVT,Navitas Ltd,1.421,4.15,30,4.15,2.01,14.3,f,3.45,4.92,31.2,14.3,29.0,32.8,13.37,-0.23,83.9,32.8
134,129,ILU,Iluka Res,1.394,3.33,-7,5.40,2.70,-,,-,-,-100.0,3.7,90.0,-36.7,1.37,2.70,-22.7,-17.2
135,133,ANN,Ansell Ltd,1.393,10.40,12,13.38,7.51,28,,2.69,2.69,5.7,89.2,11.7,21.4,2.17,1.98,-16.9,-1.9
136,126,PPT,Perpetual Ltd,1.387,32.35,-175,41.39,21.60,100,f,3.09,4.42,-69.7,96,33.7,-51.4,5.04,3.46,10.5,-18.9
137,137,APN,APN News & Media,1.363,2.29,8,2.774,0.866,12,,5.24,5.24,-28.6,-13.1,-,-15.9,1.25,-1.23,-3.3,-20.9
138,140,WTF,Wotif Com Hldgs,1.351,6.48,47,6.60,3.10,17.5,f,2.70,3.86,16.7,20.91,31.0,24.6,17.60,-0.08,82.9,13.2
139,138,TPI,Transpacific Indust,1.321,1.375,2.5,3.227,1.03,10.1,,7.35,10.49,-100.0,-77.9,-,-66.8,0.96,-3.39,-30.4,-39.6
140,145,IFL,IOOF Hldgs Ltd,1.275,5.55,33,5.95,2.112,4,f,0.72,1.03,-86.7,16.7,33.2,-29.0,1.36,0.55,57.6,-18.1
141,139,FPH,Fisher & Paykel H,1.264,2.47,,2.83,2.18,10.2,,4.13,4.13,-3.5,10.09,24.5,68.3,7.48,0.30,-2.4,-9.5
142,144,CEY,Centennial Coal,1.258,3.35,14,3.66,1.51,11,f,3.28,4.69,-47.6,19.5,17.2,30.9,1.82,1.77,28.9,23.8
143,141,SKI,Spark Infrastructure stpld,1.243,1.205,3,1.58,0.83,15.98,,13.26,13.26,0.2,7.48,16.1,-7.1,3.10,1.70,-0.6,-
144,142,SEV,Seven Network   ,1.229,6.46,11,7.24,5.01,34,f,5.26,7.52,-,6.38,101.3,-26.4,0.62,7.27,23.2,-12.1
145,143,PMV,Premier Invest,1.22,8.09,9,8.592,2.848,35,f,4.33,6.18,20.7,62.44,13.0,34.8,1.02,2.07,158.2,20.3
146,147,PBG,Pac Brands,1.201,1.29,5,1.52,0.127,8.5,,6.59,9.41,-100.0,-39.9,-,-19.0,0.91,-0.06,85.2,-16.4
147,172,SOT,SP Telemedia Ltd,1.196,1.68,38.5,1.78,0.09,2,f,1.19,1.70,-,2.6,64.6,-,2.84,-0.01,868.5,25.3
148,160,VBA,Virgin Blue Hldgs,1.193,0.54,7.5,0.57,0.127,-,,-,-,-100.0,-15.2,-,-,1.78,0.50,72.0,-35.5
149,150,ZIM,Zimplats Hldgs,1.184,11.00,50,11.00,3.50,-,,-,-,-,-28.65,-,-,2.21,-,41.9,2.3
150,148,MND,Monadelphous Grp,1.169,13.60,21,14.33,5.25,74,f,5.44,7.77,2.8,87.48,15.5,11.8,9.39,1.40,121.7,26.1
151,146,SGT,Singapore Tel cdi,1.151,2.28,-2,2.94,2.25,11.35,,4.98,4.98,16.6,20.76,11.0,14.2,0.06,0.61,-4.8,2.7
152,155,SIP,Sigma Pharmaceutical,1.143,0.98,5,1.31,0.83,7,f,7.14,10.20,-,9.5,10.3,-9.2,0.91,-0.12,-18.9,-25.3
153,151,IFN,Infigen Energy stpld,1.131,1.41,1,1.55,0.525,9,,6.38,6.38,-37.9,22.6,6.2,789.8,1.22,0.58,63.3,6.8
154,149,TAL,Tower Aust,1.13,3.13,-1,3.25,1.745,4.5,,1.44,2.05,12.5,18.9,16.6,16.3,1.89,0.89,50.8,11.3
155,158,AND,Andean Res Ltd,1.122,2.40,16,2.54,0.43,-,,-,-,-,-1.8,-,-40.2,15.25,-,236.8,83.9
156,154,REA,REA Grp,1.105,8.60,8,8.73,2.95,10,f,1.16,1.66,-,0.74,1162.2,-95.8,11.70,0.30,121.4,14.7
157,153,AIZ,Air New Zealand fpo nz,1.079,1.005,-1.5,1.12,0.55,5.22,,5.19,5.19,-25.8,1.61,62.4,-26.4,0.85,1.18,52.4,-4.3
158,161,HGG,Henderson Grp cdi 1:1,1.071,2.46,10,2.67,1.10,12.15,,4.94,4.94,-9.2,-0.17,-,-1.7,1.68,-0.22,88.4,-1.0
159,156,GPG,Guinness Peat cdi,1.07,0.66,,0.782,0.359,2.1,,3.18,3.18,1.2,-4.04,-,-,0.54,0.86,-6.2,-26.2
160,159,RIV,Riversdale Min,1.068,5.58,18,7.30,1.555,-,,-,-,-,0.16,3487.5,-96.9,2.04,1.96,110.9,42.0
161,164,CRZ,Carsales Com Ltd,1.051,4.53,28,4.53,3.56,-,,-,-,-,-,-,-,-,-,-,-
162,157,AIX,Aust Infra unt,1.03,1.785,-6,1.93,0.991,13,p,7.28,8.21,-11.8,26.33,6.8,-46.1,0.88,3.14,39.6,-1.1
163,162,MBN,Mirabela Nickel,1.015,3.00,2,3.43,0.66,-,,-,-,-,-22.86,-,-,2.17,-,136.5,11.9
164,152,WHS,Warehouse Grp,1.011,3.25,-30,3.694,2.443,17.34,,5.34,5.34,-7.1,19.72,16.5,12.9,4.34,0.77,31.6,-8.4
165,168,AWB,AWB Ltd,1.005,1.23,7.5,2.995,0.592,5,,4.07,5.80,12.5,18.5,6.6,263.0,0.80,1.81,-60.0,-20.4
166,163,GNC,Graincorp Ltd,1.00,6.63,6,8.85,3.863,-,,-,-,-100.0,30.1,22.0,-8.1,2.27,6.53,42.6,-2.7
167,166,IRE,IRESS Market Tech,0.997,8.05,40,8.92,3.54,32,f,3.98,5.68,19.2,31.29,25.7,-0.4,8.15,0.67,94.0,7.7
